dataset,estimand,metric,screen_seed,unit_id,utility_effect_positive_is_better
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study02/study02_p18,0.06192526777787555
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study02/study02_p18,-3.364588198312424e-05
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study03/study03_p03,0.01592913280521796
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study03/study03_p03,-0.017491785338234977
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study03/study03_p03,0.019809394900703603
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study03/study03_p19,-0.036556075675507615
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study03/study03_p19,-0.01395841601572212
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study03/study03_p19,-0.03435686111683389
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study03/study03_p20,-0.06665839132825607
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study03/study03_p20,0.0007227924191983148
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study03/study03_p20,0.03496176440501908
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study03/study03_p21,-0.010314071241426637
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study03/study03_p21,-0.011994177241728077
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study03/study03_p21,0.017275644858700534
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study03/study03_p22,0.014777262183052864
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study03/study03_p22,0.03970070632604317
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study03/study03_p22,0.047884468478425146
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study03/study03_p23,-0.007572163848762525
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study03/study03_p23,0.05125287218042848
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study03/study03_p23,0.012528168401287315
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study03/study03_p24,-0.021555715716001678
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study03/study03_p24,0.038806658408709116
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study03/study03_p24,0.01548533056963014
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study03/study03_p25,-0.13115065329341852
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study03/study03_p25,0.013118028785146785
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study03/study03_p25,0.023369948739166202
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study03/study03_p26,-0.0005367600781973625
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study03/study03_p26,-0.026907905717848513
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study03/study03_p26,0.027626000597114453
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study03/study03_p27,-0.02525690291110466
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study03/study03_p27,-0.01782266811940547
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study03/study03_p27,0.019658537477526827
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p03,-0.004118036212265752
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p03,0.004255346188922371
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p03,0.0053448135932551155
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p08,-0.0009128368691613264
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p08,-0.0015517629907003672
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p08,-3.809510136515426e-05
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p24,-0.028046765208808416
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p24,0.005067347119589644
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p24,-0.0038345600887607356
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p28,-5.476501964413183e-05
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p28,0.001502382224677301
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p28,-0.001685235345486591
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p29,0.008957276661249847
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p29,0.018772830608969948
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p29,0.005965875421481914
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p30,-0.006574511380742776
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p30,0.0025040613116297517
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p30,-0.007488009055651695
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p31,-0.05503261482997357
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p31,0.008884607162626817
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p31,0.007260542338044268
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p32,0.0006246877295883191
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p32,7.152377922375885e-05
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p32,0.0006045558876521251
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p33,-0.08455959899040372
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p33,-0.019457843183514678
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p33,-0.04825319508278486
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p34,-0.03697154166994121
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p34,-0.03111022339206493
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p34,0.020452846066650376
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p35,-0.1134037591424168
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p35,0.015482094407276104
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p35,-0.06796554361720347
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p36,-0.052079381848256
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p36,0.009833089634207481
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p36,-0.00973241878768255
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p37,-0.10403057080280695
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p37,-0.02182851574026337
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p37,-0.0297780422049235
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p38,-0.004731799847970342
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p38,-0.0014631832128080835
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p38,0.004680495289211328
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study04/study04_p39,-0.004458759926823985
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study04/study04_p39,-0.0017398271816368993
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study04/study04_p39,0.013932250634081877
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study05/study05_p06,-0.07748445660041037
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study05/study05_p06,0.043285859750056666
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study05/study05_p06,0.0003145848736140211
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study05/study05_p10,0.0037272993361519013
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study05/study05_p10,0.001414531191429702
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study05/study05_p10,0.020681882582942346
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study05/study05_p24,-0.0122989486894583
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study05/study05_p24,0.020549370809024692
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study05/study05_p24,0.004180795835921736
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study05/study05_p40,0.004049981673444891
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study05/study05_p40,-0.0054755426649154
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study05/study05_p40,0.00667554233906803
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study05/study05_p41,-0.0043526117843048495
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study05/study05_p41,0.001327945694910515
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study05/study05_p41,-0.0006228347688781444
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study05/study05_p43,-0.011289786094377474
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study05/study05_p43,0.0029484383771901657
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study05/study05_p43,0.005697124461583936
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study05/study05_p44,-0.03243137743937441
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study05/study05_p44,0.11993571043617907
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study05/study05_p44,-0.018980377301603235
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study05/study05_p45,0.005169073464590723
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study05/study05_p45,0.03341453914214543
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study05/study05_p45,-0.005275543948195349
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study05/study05_p46,0.024697219476845056
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study05/study05_p46,0.1302893526000215
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study05/study05_p46,0.026258865332057013
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study05/study05_p47,-0.0012706679915239771
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study05/study05_p47,0.034763800969922515
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study05/study05_p47,0.004706575006591857
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study05/study05_p48,-0.011116701552518593
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study05/study05_p48,0.060885894260876594
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study05/study05_p48,-0.001984896587824192
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study05/study05_p49,-0.057565323092877374
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study05/study05_p49,0.1964469973185028
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study05/study05_p49,0.0001492925999377337
sgeyesub,subject_calibration,eog_coherence_reduction,20260811,study05/study05_p50,-0.04300720441256478
sgeyesub,diffusion_increment,eog_coherence_reduction,20260811,study05/study05_p50,0.0784954480926317
sgeyesub,subject_specificity,eog_coherence_reduction,20260811,study05/study05_p50,0.02114620705170317
