fold_id,recording_key,arm,deployed_reliability,population_split_reliability,normalized_fir_distance,frequency_magnitude_distance,frequency_phase_distance,principal_angle_degrees,common_eog_response_distance
study05_layout_05_heldout_00,study05/study05_p24,WRONG0,0.41508394479751587,0.3658066004514694,1.0473324080251751,0.601042937184587,0.6629465285341957,81.89556080281879,1.192731367842439
study05_layout_05_heldout_00,study05/study05_p24,WRONG1,0.37073010206222534,0.3658066004514694,1.1394608211722326,0.5190734416942594,1.129948964732504,69.7165606863455,1.8895208452224435
study05_layout_05_heldout_01,study05/study05_p40,MATCH,0.3095722198486328,0.3685064532540061,0.7066122407525538,0.3113891961454002,0.7757454544612742,77.88806109686828,0.7312153785275781
study05_layout_05_heldout_01,study05/study05_p40,POP,0.3685064532540061,0.3685064532540061,1.5094497791137402,0.3164793783286715,1.157237324772796,68.21943339379675,1.0767437322029352
study05_layout_05_heldout_01,study05/study05_p40,WRONG0,0.3444399833679199,0.3685064532540061,1.4400821809347935,0.45677750604254386,1.32428642538717,74.66303095621014,1.1269856352554481
study05_layout_05_heldout_01,study05/study05_p41,MATCH,0.3444399833679199,0.3685064532540061,0.721601483018513,0.44347093300065493,0.5571605751708508,40.35127547259969,0.6804943285466549
study05_layout_05_heldout_01,study05/study05_p41,POP,0.3685064532540061,0.3685064532540061,0.696995964343259,0.405542177298893,0.5070791781869808,82.63443220293686,0.7670177740726949
study05_layout_05_heldout_01,study05/study05_p41,WRONG0,0.3095722198486328,0.3685064532540061,1.2272630657476125,0.44272705593214806,1.204990345336565,62.10799108987686,0.9979183053250978
study05_layout_05_heldout_02,study05/study05_p43,MATCH,0.3531259000301361,0.3673365441235629,0.7003910761845908,0.34948244007917706,0.5792243079726729,63.47269305157557,0.6995076957994867
study05_layout_05_heldout_02,study05/study05_p43,POP,0.3673365441235629,0.3673365441235629,0.6031369576071618,0.3053023591622309,0.47793583549865365,85.89287194717345,0.5859436340400334
study05_layout_05_heldout_02,study05/study05_p43,WRONG0,0.36082732677459717,0.3673365441235629,0.7346634537705126,0.3342072329231338,0.5441518352574171,80.69637909699497,0.7584992510370897
study05_layout_05_heldout_02,study05/study05_p44,MATCH,0.36082732677459717,0.3673365441235629,0.5814041616242781,0.26375817864721246,0.4387671247313747,76.051392982675,0.5521716665493126
study05_layout_05_heldout_02,study05/study05_p44,POP,0.3673365441235629,0.3673365441235629,0.48496937139097185,0.2975999695284048,0.34868066948142684,87.02501185624754,0.585878957666946
study05_layout_05_heldout_02,study05/study05_p44,WRONG0,0.3531259000301361,0.3673365441235629,0.7382899666751881,0.2978877474672899,0.5762556544226255,51.76963441862486,0.6718961016542357
study05_layout_05_heldout_03,study05/study05_p45,MATCH,0.4379532039165497,0.3576099384914745,0.5018849387729616,0.27741964425878085,0.6181485246503353,34.428012503267055,0.48104897049267153
study05_layout_05_heldout_03,study05/study05_p45,POP,0.3576099384914745,0.3576099384914745,0.4439217215027325,0.25280507894849785,0.5731313448957936,53.59055410779215,0.47987538284510894
study05_layout_05_heldout_03,study05/study05_p45,WRONG0,0.362324059009552,0.3576099384914745,0.8736884784958163,0.352481229037244,0.8308241319704388,85.5361716258023,0.7795230382661812
study05_layout_05_heldout_03,study05/study05_p46,MATCH,0.362324059009552,0.3576099384914745,0.9040148423194121,0.3687835847575443,0.625799277666557,82.51163186956929,0.8272358993712046
study05_layout_05_heldout_03,study05/study05_p46,POP,0.3576099384914745,0.3576099384914745,0.9959669971016976,0.34374202355461964,0.8428536235577856,84.17858980487885,0.9273087413572106
study05_layout_05_heldout_03,study05/study05_p46,WRONG0,0.4379532039165497,0.3576099384914745,1.0416177349466444,0.3663645285306489,0.9444121114804344,87.86110527709408,1.1033180513105272
study05_layout_05_heldout_04,study05/study05_p47,MATCH,0.39814525842666626,0.3663122193379836,0.8534076317613714,0.4079839505661719,0.6925384039855267,66.69081230090939,0.8077132078704672
study05_layout_05_heldout_04,study05/study05_p47,POP,0.3663122193379836,0.3663122193379836,1.106541033540826,0.41671379393411284,0.9048022885061541,81.05008870545548,1.0096488987521628
study05_layout_05_heldout_04,study05/study05_p47,WRONG0,0.28081414103507996,0.3663122193379836,1.1941966538719166,0.47069512853968154,1.0182010346887036,67.01827226560096,1.2634059641117676
study05_layout_05_heldout_04,study05/study05_p48,MATCH,0.28081414103507996,0.3663122193379836,0.9377613298087468,0.40923242179274094,0.7625137292372403,69.96487624610917,0.8757723009806854
study05_layout_05_heldout_04,study05/study05_p48,POP,0.3663122193379836,0.3663122193379836,0.6969744517438244,0.28621719306596444,0.5657881443995901,81.94599561488914,0.850548058708104
study05_layout_05_heldout_04,study05/study05_p48,WRONG0,0.39814525842666626,0.3663122193379836,1.2286755298781964,0.5622788161918307,1.0043538246876225,73.70403609974787,0.9704275098572877
study05_layout_05_heldout_05,study05/study05_p49,MATCH,0.4030424952507019,0.3531467481092973,0.9046321399520598,0.5304305473170221,0.7087165205075495,31.975067040145554,0.9952364399210061
study05_layout_05_heldout_05,study05/study05_p49,POP,0.3531467481092973,0.3531467481092973,0.8232857659596818,0.4538291017846683,0.703593896084202,81.18761994671094,0.8096198404125343
study05_layout_05_heldout_05,study05/study05_p49,WRONG0,0.4156489968299866,0.3531467481092973,1.013683791239243,0.4814119549125598,1.1275862764622007,87.58971863796138,1.3483294717537833
study05_layout_05_heldout_05,study05/study05_p50,MATCH,0.4156489968299866,0.3531467481092973,0.9410455924133287,0.31776252916141295,0.9193696384304101,67.89023663469284,0.9823075541279356
study05_layout_05_heldout_05,study05/study05_p50,POP,0.3531467481092973,0.3531467481092973,0.8452278998103369,0.33554351661608484,0.6398647407997101,50.78091280819694,0.7679560874503051
study05_layout_05_heldout_05,study05/study05_p50,WRONG0,0.4030424952507019,0.3531467481092973,1.0160336822575051,0.5839530276410926,0.7783893551995521,63.90308909934919,0.9662140230259115
