fold_id,study,train_pair_count,train_participant_count,channels,sampling_rate_hz,checkpoint_seed,initialization_reproducible_from_checkpoint,target_artifact_rms,target_artifact_mean,target_artifact_std,target_artifact_channel_scale_min,target_artifact_channel_scale_max,recording_key,historical_match_correction_rms,historical_match_correction_mean,historical_match_correction_std,historical_match_correction_channel_scale_min,historical_match_correction_channel_scale_max,historical_match_target_correlation,historical_match_artifact_rrmse,historical_match_restored_rrmse,raw_rrmse,match_pop_correction_difference_rms,match_wrong_correction_difference_rms
study02_layout_02_heldout_01,study02,52,13,64,200.0,20260806,False,,,,,,study02/study02_p07,0.3497026860713959,7.015798473730683e-05,0.3497026860713959,0.13094478845596313,0.7210401296615601,0.5158279905505171,0.9289951324462891,0.3757084012031555,0.4044245183467865,0.08950578421354294,0.10875298827886581
study02_layout_02_heldout_01,study02,52,13,64,200.0,20260806,False,,,,,,study02/study02_p08,0.3484174907207489,-0.000859411375131458,0.34841641783714294,0.11543170362710953,0.8923909068107605,0.5844868203456035,0.9055610299110413,0.4672867953777313,0.5160191059112549,0.05530461668968201,0.07644576579332352
study02_layout_02_heldout_02,study02,52,13,64,200.0,20260806,False,0.37026387453079224,0.012762929312884808,0.3700437843799591,0.17284446954727173,0.8056427836418152,,,,,,,,,,,,
study02_layout_02_heldout_02,study02,52,13,64,200.0,20260806,False,,,,,,study02/study02_p09,0.3209051787853241,0.009607716463506222,0.3207612931728363,0.15064737200737,0.5521793365478516,0.5113113653483978,0.9509379267692566,0.3638097643852234,0.38257989287376404,0.04631619527935982,0.0358448289334774
study02_layout_02_heldout_02,study02,52,13,64,200.0,20260806,False,,,,,,study02/study02_p10,0.3749173581600189,0.008257943205535412,0.3748264014720917,0.1250624656677246,0.9435797333717346,0.6698360229759371,0.8354031443595886,0.29034706950187683,0.34755322337150574,0.06425126641988754,0.055873166769742966
study02_layout_02_heldout_03,study02,52,13,64,200.0,20260806,False,0.3588356375694275,0.012052355334162712,0.3586331605911255,0.1808003932237625,0.7830319404602051,,,,,,,,,,,,
study02_layout_02_heldout_03,study02,52,13,64,200.0,20260806,False,,,,,,study02/study02_p11,0.34770849347114563,-0.012869410216808319,0.3474702537059784,0.13763129711151123,0.8239547610282898,0.496765262783189,0.9716905951499939,0.2803724408149719,0.2885408401489258,0.06899820268154144,0.09075099229812622
study02_layout_02_heldout_03,study02,52,13,64,200.0,20260806,False,,,,,,study02/study02_p12,0.4488029479980469,-0.012154792435467243,0.44863829016685486,0.17654064297676086,0.8989395499229431,0.7336098331213865,0.7114799618721008,0.41098782420158386,0.5776520371437073,0.06392884254455566,0.057311683893203735
study02_layout_02_heldout_04,study02,52,13,64,200.0,20260806,False,0.39129456877708435,0.00943469163030386,0.3911808729171753,0.17933516204357147,0.8005492687225342,,,,,,,,,,,,
study02_layout_02_heldout_04,study02,52,13,64,200.0,20260806,False,,,,,,study02/study02_p13,0.39512136578559875,0.027803311124444008,0.3941419720649719,0.143172949552536,0.848073422908783,0.6219569216927281,0.8372446298599243,0.44357678294181824,0.5298055410385132,0.08626775443553925,0.10205696523189545
study02_layout_02_heldout_04,study02,52,13,64,200.0,20260806,False,,,,,,study02/study02_p14,0.36697709560394287,0.005127777345478535,0.3669412434101105,0.15735167264938354,0.666103720664978,0.4436117886587562,0.9275036454200745,0.47079628705978394,0.5075950622558594,0.07991378009319305,0.12102513760328293
study02_layout_02_heldout_05,study02,52,13,64,200.0,20260806,False,0.36486437916755676,0.012090644799172878,0.3646639883518219,0.18064935505390167,0.7593762278556824,,,,,,,,,,,,
study02_layout_02_heldout_05,study02,52,13,64,200.0,20260806,False,,,,,,study02/study02_p15,0.3848986029624939,-0.014606822282075882,0.3846213221549988,0.11852799355983734,0.9170901775360107,0.6839000964376172,0.8097270131111145,0.4995768070220947,0.6169694066047668,0.07479068636894226,0.09892669320106506
study02_layout_02_heldout_05,study02,52,13,64,200.0,20260806,False,,,,,,study02/study02_p16,0.2851312458515167,-0.01180694717913866,0.2848866879940033,0.12717264890670776,0.4730757176876068,0.43404681388105226,1.173963189125061,0.4663512110710144,0.3972451686859131,0.051184892654418945,0.051933448761701584
study02_layout_02_heldout_06,study02,52,13,64,200.0,20260806,False,0.3622547388076782,0.011598500423133373,0.36206895112991333,0.1814282387495041,0.7957838773727417,,,,,,,,,,,,
study02_layout_02_heldout_06,study02,52,13,64,200.0,20260806,False,,,,,,study02/study02_p17,0.3177419900894165,0.0002983505546581,0.31774187088012695,0.12504619359970093,0.7367642521858215,0.5783547888485733,1.0878338813781738,0.42985546588897705,0.39514806866645813,0.07740958034992218,0.06381011754274368
study02_layout_02_heldout_06,study02,52,13,64,200.0,20260806,False,,,,,,study02/study02_p18,0.401374489068985,0.011885224841535091,0.40119850635528564,0.16438652575016022,0.6828901767730713,0.7578230096499602,0.6704052090644836,0.4317103326320648,0.643954336643219,0.04987601190805435,0.06467019766569138
study03_layout_03_heldout_00,study03,32,8,64,200.0,20260806,False,0.7517879605293274,-0.002109968103468418,0.7517850399017334,0.3869633972644806,1.1940381526947021,,,,,,,,,,,,
study03_layout_03_heldout_00,study03,32,8,64,200.0,20260806,False,,,,,,study03/study03_p03,0.7350180745124817,-0.03995819389820099,0.7339311242103577,0.34386563301086426,1.2835646867752075,0.6376399492123461,1.2594475746154785,0.9871289730072021,0.7837793231010437,0.1661965548992157,0.20790299773216248
study03_layout_03_heldout_00,study03,32,8,64,200.0,20260806,False,,,,,,study03/study03_p19,0.9322562217712402,-0.06072550266981125,0.9302762746810913,0.40163931250572205,1.7674835920333862,0.7145626113343718,0.8938315510749817,0.5288915038108826,0.5917127132415771,0.2573111653327942,0.36175745725631714
study03_layout_03_heldout_01,study03,32,8,64,200.0,20260806,False,0.7448007464408875,2.3985952793736942e-05,0.7448007464408875,0.3562396466732025,1.2487132549285889,,,,,,,,,,,,
study03_layout_03_heldout_01,study03,32,8,64,200.0,20260806,False,,,,,,study03/study03_p20,0.8607713580131531,-0.05585474893450737,0.8589572906494141,0.33299878239631653,1.6105650663375854,0.7298858574868068,0.9255113005638123,1.0976024866104126,1.1859416961669922,0.2082654982805252,0.20395909249782562
study03_layout_03_heldout_01,study03,32,8,64,200.0,20260806,False,,,,,,study03/study03_p21,0.6931674480438232,-0.05409327521920204,0.691053569316864,0.354938805103302,1.186779260635376,0.5590538994214519,1.0524994134902954,0.6977604627609253,0.662955641746521,0.15339983999729156,0.20633648335933685
study03_layout_03_heldout_02,study03,32,8,64,200.0,20260806,False,0.7399625778198242,-0.0023295388091355562,0.7399589419364929,0.4180580973625183,1.2578903436660767,,,,,,,,,,,,
study03_layout_03_heldout_02,study03,32,8,64,200.0,20260806,False,,,,,,study03/study03_p22,0.7892178893089294,-0.026322899386286736,0.7887787818908691,0.3885064423084259,1.487217664718628,0.7075794894386813,0.9172759056091309,1.1035922765731812,1.203119158744812,0.19009718298912048,0.1712171733379364
study03_layout_03_heldout_02,study03,32,8,64,200.0,20260806,False,,,,,,study03/study03_p23,0.6650052666664124,-0.011330518871545792,0.6649087071418762,0.3923184871673584,1.0900921821594238,0.5213801282698419,1.1902681589126587,0.7247270941734314,0.6088771820068359,0.14453627169132233,0.1869044452905655
study03_layout_03_heldout_03,study03,32,8,64,200.0,20260806,False,0.7233002185821533,0.00013039422628935426,0.7233001589775085,0.3688367009162903,1.2485066652297974,,,,,,,,,,,,
study03_layout_03_heldout_03,study03,32,8,64,200.0,20260806,False,,,,,,study03/study03_p24,0.6428565382957458,-0.040458615869283676,0.6415821313858032,0.35110536217689514,1.11574125289917,0.48441459868321884,1.2576234340667725,0.6492255330085754,0.5162320137023926,0.15810945630073547,0.14977270364761353
study03_layout_03_heldout_03,study03,32,8,64,200.0,20260806,False,,,,,,study03/study03_p25,0.7061383128166199,-0.040415696799755096,0.7049807906150818,0.3176835775375366,1.2523084878921509,0.6288655689240809,0.8934110403060913,1.166495442390442,1.3056648969650269,0.11369234323501587,0.10895445197820663
study03_layout_03_heldout_04,study03,32,8,64,200.0,20260806,False,0.6016937494277954,-0.0017180555732920766,0.6016911864280701,0.2122061848640442,1.3754585981369019,,,,,,,,,,,,
study03_layout_03_heldout_04,study03,32,8,64,200.0,20260806,False,,,,,,study03/study03_p26,0.6167318820953369,-0.02031612955033779,0.6163972020149231,0.15794499218463898,1.3947346210479736,0.8203345721108634,0.6006496548652649,0.4101371765136719,0.682822585105896,0.08904489874839783,0.13517794013023376
study03_layout_03_heldout_04,study03,32,8,64,200.0,20260806,False,,,,,,study03/study03_p27,0.7558456063270569,0.07933445274829865,0.7516705393791199,0.24194125831127167,1.367434024810791,0.8506124231829805,0.6209235191345215,1.2501016855239868,2.0132944583892822,0.12137503176927567,0.1811257302761078
study04_layout_04_heldout_00,study04,48,12,61,100.0,20260806,False,0.7493900060653687,0.0005014502676203847,0.7493898272514343,0.23444931209087372,1.1385447978973389,,,,,,,,,,,,
study04_layout_04_heldout_00,study04,48,12,61,100.0,20260806,False,,,,,,study04/study04_p03,0.6572597622871399,-0.02246030792593956,0.6568758487701416,0.18747270107269287,1.0908288955688477,0.33073200770651784,2.1713473796844482,1.2103534936904907,0.5574204921722412,0.21704252064228058,0.10817477107048035
study04_layout_04_heldout_00,study04,48,12,61,100.0,20260806,False,,,,,,study04/study04_p08,0.6535447239875793,-0.009514285251498222,0.6534755229949951,0.19921831786632538,1.1667178869247437,0.2419107198069519,1.7501521110534668,0.5511422753334045,0.3149110674858093,0.2723524570465088,0.2012631744146347
study04_layout_04_heldout_00,study04,48,12,61,100.0,20260806,False,,,,,,study04/study04_p24,0.6839622855186462,-0.005740994121879339,0.683938205242157,0.20387734472751617,1.1477655172348022,0.3080262873933228,1.744834065437317,0.709591805934906,0.4066815674304962,0.20164015889167786,0.16748102009296417
study04_layout_04_heldout_01,study04,52,13,61,100.0,20260806,False,0.727994441986084,0.0004052158910781145,0.727994441986084,0.22489255666732788,1.1140462160110474,,,,,,,,,,,,
study04_layout_04_heldout_01,study04,52,13,61,100.0,20260806,False,,,,,,study04/study04_p28,0.6319607496261597,0.0028788710478693247,0.6319541931152344,0.20023086667060852,0.9748492240905762,0.3232238683593606,2.579829216003418,0.9360886216163635,0.36284905672073364,0.17724348604679108,0.13390173017978668
study04_layout_04_heldout_01,study04,52,13,61,100.0,20260806,False,,,,,,study04/study04_p29,0.6286341547966003,0.03734723851084709,0.6275237798690796,0.18298958241939545,0.9669997692108154,0.2722309059209342,2.2322816848754883,0.8883264660835266,0.3979455232620239,0.14046669006347656,0.12795597314834595
study04_layout_04_heldout_02,study04,52,13,61,100.0,20260806,False,0.6945939660072327,0.001850585569627583,0.6945915222167969,0.2146991640329361,1.0551549196243286,,,,,,,,,,,,
study04_layout_04_heldout_02,study04,52,13,61,100.0,20260806,False,,,,,,study04/study04_p30,0.7190098762512207,-0.07230965048074722,0.7153645753860474,0.1979677379131317,1.2066453695297241,0.4642261911450596,1.6024001836776733,0.7163568139076233,0.44705235958099365,0.19328200817108154,0.14076262712478638
study04_layout_04_heldout_02,study04,52,13,61,100.0,20260806,False,,,,,,study04/study04_p31,1.0583974123001099,-0.0776943787932396,1.0555418729782104,0.24080616235733032,1.7218071222305298,0.7572256997577713,0.7682936191558838,0.7513555288314819,0.9779535531997681,0.2322106510400772,0.18477773666381836
study04_layout_04_heldout_03,study04,52,13,61,100.0,20260806,False,0.4429689347743988,-0.0015088143991306424,0.44296640157699585,0.20450519025325775,0.6272209286689758,,,,,,,,,,,,
study04_layout_04_heldout_03,study04,52,13,61,100.0,20260806,False,,,,,,study04/study04_p32,0.417045533657074,-0.020312217995524406,0.41655057668685913,0.16966117918491364,0.6431924700737,0.6244673360164205,1.0370991230010986,0.48728516697883606,0.4698539972305298,0.07859795540571213,0.07523056864738464
study04_layout_04_heldout_03,study04,52,13,61,100.0,20260806,False,,,,,,study04/study04_p33,1.4547890424728394,-0.027063120156526566,1.4545373916625977,0.39395320415496826,2.4910616874694824,0.9515351634736744,0.4726330041885376,1.495162010192871,3.16347336769104,0.1036267876625061,0.1273239552974701
study04_layout_04_heldout_04,study04,52,13,61,100.0,20260806,False,0.7184362411499023,-0.0005635828711092472,0.718436062335968,0.22387200593948364,1.1172659397125244,,,,,,,,,,,,
study04_layout_04_heldout_04,study04,52,13,61,100.0,20260806,False,,,,,,study04/study04_p34,0.7529335021972656,-0.014412524178624153,0.7527955174446106,0.20487245917320251,1.2367885112762451,0.3582194439973001,2.4189493656158447,0.6965128779411316,0.28794023394584656,0.33265674114227295,0.32982152700424194
study04_layout_04_heldout_04,study04,52,13,61,100.0,20260806,False,,,,,,study04/study04_p35,0.6935321092605591,-0.005945931654423475,0.6935065984725952,0.19618001580238342,1.156680941581726,0.4357503931551769,1.5994621515274048,1.4619004726409912,0.9139951467514038,0.14876648783683777,0.1382715404033661
study04_layout_04_heldout_05,study04,52,13,61,100.0,20260806,False,0.7152285575866699,0.0007600532844662666,0.715228259563446,0.22610917687416077,1.0844467878341675,,,,,,,,,,,,
study04_layout_04_heldout_05,study04,52,13,61,100.0,20260806,False,,,,,,study04/study04_p36,0.6307995915412903,-0.06323780119419098,0.6276218295097351,0.18905320763587952,0.9439855217933655,0.3133194766302247,2.3004534244537354,0.8479410409927368,0.3685973286628723,0.1619964987039566,0.14769533276557922
study04_layout_04_heldout_05,study04,52,13,61,100.0,20260806,False,,,,,,study04/study04_p37,0.626451849937439,-0.03223241865634918,0.625622034072876,0.1902024745941162,0.9626957774162292,0.30563940214629953,2.3252148628234863,1.026439905166626,0.4414387345314026,0.20409390330314636,0.1419910043478012
study04_layout_04_heldout_06,study04,52,13,61,100.0,20260806,False,0.7441551685333252,0.00010617969383019954,0.74415522813797,0.2237241417169571,1.1242619752883911,,,,,,,,,,,,
study04_layout_04_heldout_06,study04,52,13,61,100.0,20260806,False,,,,,,study04/study04_p38,0.684127688407898,-0.035132575780153275,0.6832250356674194,0.17998996376991272,1.0616958141326904,0.24180271500858241,1.75664222240448,0.6958197355270386,0.39610785245895386,0.20507293939590454,0.16436678171157837
study04_layout_04_heldout_06,study04,52,13,61,100.0,20260806,False,,,,,,study04/study04_p39,0.7129594087600708,-0.023860793560743332,0.7125599980354309,0.18908649682998657,1.1183562278747559,0.4540092193185891,1.6402744054794312,0.672541081905365,0.4100174307823181,0.2368035912513733,0.16205082833766937
study05_layout_05_heldout_00,study05,40,10,58,256.0,20260806,False,0.8214695453643799,-0.0005867847939953208,0.8214694857597351,0.4551577568054199,0.9427013397216797,,,,,,,,,,,,
study05_layout_05_heldout_00,study05,40,10,58,256.0,20260806,False,,,,,,study05/study05_p06,0.6962988972663879,-0.019762756302952766,0.696018397808075,0.2874654233455658,0.8427047729492188,0.8385973239398308,0.6407817006111145,0.6879310607910156,1.0735808610916138,0.1020706444978714,0.12441302835941315
study05_layout_05_heldout_00,study05,40,10,58,256.0,20260806,False,,,,,,study05/study05_p10,0.8341087698936462,-0.029222704470157623,0.8335967659950256,0.3254709839820862,1.0546530485153198,0.8944024288467174,0.45647355914115906,0.5454099774360657,1.1948336362838745,0.14130699634552002,0.1637861579656601
study05_layout_05_heldout_00,study05,40,10,58,256.0,20260806,False,,,,,,study05/study05_p24,0.8394414782524109,0.06431887298822403,0.8369737863540649,0.29896801710128784,1.1137298345565796,0.6850495303081652,1.0628972053527832,0.9963045716285706,0.9373480081558228,0.17041730880737305,0.13255873322486877
study05_layout_05_heldout_01,study05,44,11,58,256.0,20260806,False,0.8164373636245728,0.00352271250449121,0.8164297938346863,0.4585234522819519,0.9427160620689392,,,,,,,,,,,,
study05_layout_05_heldout_01,study05,44,11,58,256.0,20260806,False,,,,,,study05/study05_p40,0.6876345872879028,-0.01613532565534115,0.6874452233314514,0.27726081013679504,0.8396990895271301,0.8184533338988357,0.653314471244812,0.5380273461341858,0.8235350251197815,0.12220724672079086,0.12753640115261078
study05_layout_05_heldout_01,study05,44,11,58,256.0,20260806,False,,,,,,study05/study05_p41,0.6900475025177002,-0.012715308926999569,0.6899303197860718,0.2767006754875183,0.8456379175186157,0.8067667114200676,0.6023156642913818,0.6785372495651245,1.1265475749969482,0.11316245794296265,0.1114494726061821
study05_layout_05_heldout_02,study05,44,11,58,256.0,20260806,False,0.781813383102417,-0.002145688282325864,0.781810462474823,0.4495921730995178,0.9100068211555481,,,,,,,,,,,,
study05_layout_05_heldout_02,study05,44,11,58,256.0,20260806,False,,,,,,study05/study05_p43,1.1751785278320312,-0.005160286091268063,1.1751673221588135,0.3198058009147644,1.4596437215805054,0.9443430439320031,0.3338753879070282,0.5305391550064087,1.5890333652496338,0.13089869916439056,0.10238483548164368
study05_layout_05_heldout_02,study05,44,11,58,256.0,20260806,False,,,,,,study05/study05_p44,0.9798392057418823,-0.02502349391579628,0.9795196652412415,0.2948295772075653,1.2282164096832275,0.9305479357533569,0.37027600407600403,0.8831329345703125,2.385066509246826,0.09723854809999466,0.06899070739746094
study05_layout_05_heldout_03,study05,44,11,58,256.0,20260806,False,0.7916685938835144,0.0005897734663449228,0.7916684150695801,0.4394102990627289,0.9200640916824341,,,,,,,,,,,,
study05_layout_05_heldout_03,study05,44,11,58,256.0,20260806,False,,,,,,study05/study05_p45,0.7586987614631653,-0.0029240301810204983,0.7586930394172668,0.28401559591293335,0.9455004930496216,0.8807144695347074,0.4744522273540497,0.8137966394424438,1.7152339220046997,0.10092374682426453,0.09743577241897583
study05_layout_05_heldout_03,study05,44,11,58,256.0,20260806,False,,,,,,study05/study05_p46,0.7163085341453552,-0.005355346016585827,0.7162885665893555,0.2719942629337311,0.9127160906791687,0.8844123017304633,0.468277245759964,0.862980306148529,1.8428832292556763,0.1436338722705841,0.11843988299369812
study05_layout_05_heldout_04,study05,44,11,58,256.0,20260806,False,0.7919740676879883,0.0015787347219884396,0.7919726371765137,0.43060028553009033,0.9261816740036011,,,,,,,,,,,,
study05_layout_05_heldout_04,study05,44,11,58,256.0,20260806,False,,,,,,study05/study05_p47,0.5099537968635559,0.0019111011642962694,0.5099502205848694,0.2747015655040741,0.6526054739952087,0.7415510923826375,0.8420529365539551,0.7338318824768066,0.8714795708656311,0.0760098323225975,0.0914439931511879
study05_layout_05_heldout_04,study05,44,11,58,256.0,20260806,False,,,,,,study05/study05_p48,0.7302046418190002,-0.009550100192427635,0.7301422357559204,0.32044556736946106,1.000256061553955,0.8472006417827905,0.5618028044700623,0.822655439376831,1.4643135070800781,0.16369839012622833,0.1922616958618164
study05_layout_05_heldout_05,study05,44,11,58,256.0,20260806,False,0.8103309273719788,-0.0001498361089034006,0.8103309273719788,0.41696643829345703,0.9429857730865479,,,,,,,,,,,,
study05_layout_05_heldout_05,study05,44,11,58,256.0,20260806,False,,,,,,study05/study05_p49,0.5831056237220764,-0.023070113733410835,0.5826490521430969,0.2708553671836853,0.6901791095733643,0.6969986530240897,0.7611707448959351,0.8883316516876221,1.1670596599578857,0.10660316795110703,0.14294658601284027
study05_layout_05_heldout_05,study05,44,11,58,256.0,20260806,False,,,,,,study05/study05_p50,0.6504569053649902,-0.01047590747475624,0.6503725647926331,0.26188552379608154,0.8207787275314331,0.7950360428076603,0.6078314185142517,0.9034283757209778,1.486314058303833,0.10449130088090897,0.15382488071918488
