fold,verifier,panel,participant,condition,identity_margin,auroc,rank1,tar_at_far5
0,B-R,dropout20,11,1,0.0059494636952877045,0.5221606648199446,0.2631578947368421,0.05263157894736842
0,B-R,dropout20,11,2,0.018056003376841545,0.6731301939058172,0.5789473684210527,0.15789473684210525
0,B-R,gain_normalized,1,1,0.07196671515703201,0.92125,0.8,0.45
0,B-R,gain_normalized,1,2,0.11170905828475952,0.9962500000000001,1.0,0.95
0,B-R,gain_normalized,6,1,0.040093302726745605,0.7525000000000001,0.7,0.45
0,B-R,gain_normalized,6,2,0.047365620732307434,0.8262499999999999,0.7,0.2
0,B-R,gain_normalized,11,1,0.029393911361694336,0.7022160664819945,0.47368421052631576,0.15789473684210525
0,B-R,gain_normalized,11,2,0.08945555984973907,0.96398891966759,0.9473684210526315,0.8421052631578947
0,B-R,statistics_only,1,1,0.09776033461093903,1.0,1.0,1.0
0,B-R,statistics_only,1,2,0.10266882181167603,1.0,1.0,1.0
0,B-R,statistics_only,6,1,-0.025367528200149536,0.3175,0.0,0.0
0,B-R,statistics_only,6,2,-0.03274437040090561,0.2025,0.0,0.0
0,B-R,statistics_only,11,1,0.07484036684036255,1.0,1.0,1.0
0,B-R,statistics_only,11,2,0.084836944937706,1.0,1.0,1.0
0,B-R,wrong_condition_same_subject,1,1,0.09381040185689926,0.98375,0.95,0.95
0,B-R,wrong_condition_same_subject,1,2,0.050778597593307495,0.73,0.75,0.35
0,B-R,wrong_condition_same_subject,6,1,-0.03454679995775223,0.23374999999999999,0.05,0.0
0,B-R,wrong_condition_same_subject,6,2,0.021855885162949562,0.61375,0.65,0.1
0,B-R,wrong_condition_same_subject,11,1,0.06626395136117935,0.9127423822714681,0.9473684210526315,0.6842105263157895
0,B-R,wrong_condition_same_subject,11,2,0.034709323197603226,0.6578947368421053,0.631578947368421,0.21052631578947367
