fold_id,study,recording_key,method,raw_fallback,correction_rms,eog_coherence_reduction,nonartifact_preservation,psd_distortion,covariance_distortion
study02_layout_02_heldout_03,study02,study02/study02_p11,DIFF-EB-WRONG120-0,False,0.38249433040618896,0.016752165807702113,0.7352180182933807,0.11837583035230637,0.2585459172953665
study02_layout_02_heldout_03,study02,study02/study02_p12,DIFF-POP,False,0.5773400068283081,0.020931277169438545,0.7849051505327225,0.0962100550532341,0.18997758733525286
study02_layout_02_heldout_03,study02,study02/study02_p12,DIFF-EB-DEPLOY120,False,0.5926558375358582,0.023464308847906068,0.7928533256053925,0.09254288673400879,0.18174048943955332
study02_layout_02_heldout_03,study02,study02/study02_p12,DIFF-EB-SHUFFLED120,False,0.5880961418151855,0.021939831487543415,0.786861464381218,0.09591245651245117,0.18728240311107325
study02_layout_02_heldout_03,study02,study02/study02_p12,DIFF-EB-WRONG120-0,False,0.6030229926109314,0.0171371342803468,0.7589415311813354,0.1089780405163765,0.2098065807746365
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-POP,False,0.41771188378334045,0.05272958615458891,0.774578645825386,0.09548215568065643,0.13622708038697373
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-EB-DEPLOY120,False,0.41548505425453186,0.05257609060614324,0.7795436978340149,0.09254797548055649,0.14570249857615192
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-EB-SHUFFLED120,False,0.4180426001548767,0.05376252638878393,0.7799468338489532,0.09320226311683655,0.1324765638168468
study04_layout_04_heldout_01,study04,study04/study04_p28,DIFF-EB-WRONG120-0,False,0.42024290561676025,0.05591006612130364,0.7802459895610809,0.0950392633676529,0.13425923860735173
study04_layout_04_heldout_01,study04,study04/study04_p29,DIFF-POP,False,0.4607936441898346,0.04126035907595862,0.78870989382267,0.11656652390956879,0.14367676900515147
study04_layout_04_heldout_01,study04,study04/study04_p29,DIFF-EB-DEPLOY120,False,0.46412184834480286,0.04371500181675446,0.7918957024812698,0.11740090698003769,0.14341162815853073
study04_layout_04_heldout_01,study04,study04/study04_p29,DIFF-EB-SHUFFLED120,False,0.4596515893936157,0.0422626782178146,0.7944729030132294,0.1135348528623581,0.1360604348808548
study04_layout_04_heldout_01,study04,study04/study04_p29,DIFF-EB-WRONG120-0,False,0.4574646055698395,0.040962397197230924,0.7998007535934448,0.1055707335472107,0.1354180928250575
