budget_seconds,fold_id,study,recording_key,arm,composite_proxy,fixed_lambda,reliability_lambda,full_lambda,normalized_frobenius,frequency_magnitude,frequency_phase,common_eog_response
60.0,study01_layout_01_heldout_00,study01,study01/study01_p02,FIXED_LAMBDA,1.0999568659438683,0.51,0.9695543270213285,0.0,0.6369716547857155,0.42381870020273726,0.6712479203133993,0.6090133737097911
60.0,study01_layout_01_heldout_00,study01,study01/study01_p02,RELIABILITY_ONLY,1.0807956382144042,0.51,0.9695543270213285,0.0,0.6724330217318546,0.36478795632572814,0.7157190411667937,0.6444357777719967
60.0,study01_layout_01_heldout_00,study01,study01/study01_p02,FULL_FEATURE,1.3815881611305194,0.51,0.9695543270213285,0.0,0.7998416860110453,0.5339441078028986,0.726043841741965,0.7750396691534245
60.0,study01_layout_01_heldout_00,study01,study01/study01_p02,EB_SHUFFLED,1.3815881611305194,0.51,0.9695543270213285,0.0,0.7998416860110453,0.5339441078028986,0.726043841741965,0.7750396691534245
60.0,study01_layout_01_heldout_00,study01,study01/study01_p02,EB_WRONG_0,1.3815881611305196,0.51,0.9695543270213285,0.0,0.7998416860110452,0.5339441078028987,0.726043841741965,0.7750396691534245
60.0,study01_layout_01_heldout_00,study01,study01/study01_p02,EB_WRONG_1,1.3815881611305196,0.51,0.9695543270213285,0.0,0.7998416860110452,0.5339441078028987,0.726043841741965,0.7750396691534245
60.0,study01_layout_01_heldout_00,study01,study01/study01_p03,POP,2.8058901875146907,0.51,1.0,0.0,0.9909634157495255,0.7173111830715254,0.5999021683016327,2.028588787613002
60.0,study01_layout_01_heldout_00,study01,study01/study01_p03,RAW_MATCH,0.9515186378663312,0.51,1.0,0.0,0.5837023749384282,0.34043757609212766,0.4920718551807782,0.5618738762561257
60.0,study01_layout_01_heldout_00,study01,study01/study01_p03,FIXED_LAMBDA,1.73682368973851,0.51,1.0,0.0,0.8181909655575986,0.5879975587238332,0.5481085744657941,1.0940152735680975
60.0,study01_layout_01_heldout_00,study01,study01/study01_p03,RELIABILITY_ONLY,0.9515186378663312,0.51,1.0,0.0,0.5837023749384284,0.34043757609212766,0.4920718551807781,0.5618738762561257
60.0,study01_layout_01_heldout_00,study01,study01/study01_p03,FULL_FEATURE,2.8058901875146907,0.51,1.0,0.0,0.9909634157495255,0.7173111830715254,0.5999021683016327,2.028588787613002
60.0,study01_layout_01_heldout_00,study01,study01/study01_p03,EB_SHUFFLED,2.8058901875146907,0.51,1.0,0.0,0.9909634157495255,0.7173111830715254,0.5999021683016327,2.028588787613002
60.0,study01_layout_01_heldout_00,study01,study01/study01_p03,EB_WRONG_0,2.8058901875146907,0.51,1.0,0.0,0.9909634157495255,0.7173111830715255,0.5999021683016327,2.028588787613002
60.0,study01_layout_01_heldout_00,study01,study01/study01_p03,EB_WRONG_1,2.8058901875146907,0.51,1.0,0.0,0.9909634157495255,0.7173111830715255,0.5999021683016327,2.028588787613002
60.0,study01_layout_01_heldout_01,study01,study01/study01_p04,POP,1.0561699162967186,0.97,0.5224193377737059,1.0,0.6442699321865514,0.3978876960641924,0.5455730023802449,0.6037249199945016
60.0,study01_layout_01_heldout_01,study01,study01/study01_p04,RAW_MATCH,0.9489865998387345,0.97,0.5224193377737059,1.0,0.48747479303265373,0.2923403353557227,0.4965016499687882,0.606996099486133
60.0,study01_layout_01_heldout_01,study01,study01/study01_p04,FIXED_LAMBDA,0.9265726639844809,0.97,0.5224193377737059,1.0,0.4828759141952734,0.288252977049726,0.48869285218451974,0.5894504017163029
60.0,study01_layout_01_heldout_01,study01,study01/study01_p04,RELIABILITY_ONLY,0.739327510712912,0.97,0.5224193377737059,1.0,0.4456631667336469,0.2630715094662669,0.4314371286146955,0.4331122883851755
60.0,study01_layout_01_heldout_01,study01,study01/study01_p04,FULL_FEATURE,0.9489865998387345,0.97,0.5224193377737059,1.0,0.48747479303265373,0.2923403353557227,0.4965016499687882,0.606996099486133
60.0,study01_layout_01_heldout_01,study01,study01/study01_p04,EB_SHUFFLED,1.7356988670488467,0.97,0.5224193377737059,1.0,1.3240708991922685,0.5879703212443351,1.548562708918025,0.992872274912709
60.0,study01_layout_01_heldout_01,study01,study01/study01_p04,EB_WRONG_0,2.499513154287916,0.97,0.5224193377737059,1.0,0.901039147123031,0.4763045087522315,0.7678774780345282,1.9464208977322315
60.0,study01_layout_01_heldout_01,study01,study01/study01_p05,POP,1.0921455993677955,0.97,0.010040130248001737,1.0,0.5716644313219853,0.3696757711176718,0.4839549366008125,0.6740743345900425
60.0,study01_layout_01_heldout_01,study01,study01/study01_p05,RAW_MATCH,1.7787905506005806,0.97,0.010040130248001737,1.0,0.9344846832561841,0.5599978199927896,0.8045912423545009,1.1383336063723408
60.0,study01_layout_01_heldout_01,study01,study01/study01_p05,FIXED_LAMBDA,1.7472482789659867,0.97,0.010040130248001737,1.0,0.9289965429340287,0.5570073084640904,0.8001450732517786,1.1102264631767182
60.0,study01_layout_01_heldout_01,study01,study01/study01_p05,RELIABILITY_ONLY,1.088935560248713,0.97,0.010040130248001737,1.0,0.5680779482489676,0.3703573119823148,0.4786260236307047,0.6707156459033278
60.0,study01_layout_01_heldout_01,study01,study01/study01_p05,FULL_FEATURE,1.7787905506005806,0.97,0.010040130248001737,1.0,0.9344846832561841,0.5599978199927896,0.8045912423545009,1.1383336063723408
60.0,study01_layout_01_heldout_01,study01,study01/study01_p05,EB_SHUFFLED,1.8497874934764909,0.97,0.010040130248001737,1.0,1.3847424624309737,0.6869012597234126,1.6251971908580503,1.000366514667273
60.0,study01_layout_01_heldout_01,study01,study01/study01_p05,EB_WRONG_0,0.7717088846809459,0.97,0.010040130248001737,1.0,0.4473877558522474,0.2505417970287536,0.5037370248330649,0.4707933851688858
60.0,study02_layout_02_heldout_00,study02,study02/study02_p02,POP,0.9485348476743825,0.5700000000000001,0.5283506582098783,0.3756369234686302,0.5343587812333241,0.3085453783693643,0.3243346137312543,0.6075560079318927
60.0,study02_layout_02_heldout_00,study02,study02/study02_p02,RAW_MATCH,0.8356219329251164,0.5700000000000001,0.5283506582098783,0.3756369234686302,0.5916711288543481,0.21213978407200684,0.5813568907050953,0.5653464597826
60.0,study02_layout_02_heldout_00,study02,study02/study02_p02,FIXED_LAMBDA,0.7493744648377109,0.5700000000000001,0.5283506582098783,0.3756369234686302,0.4481999073341327,0.22140251876065584,0.4021915436851729,0.48775279170853775
60.0,study02_layout_02_heldout_00,study02,study02/study02_p02,RELIABILITY_ONLY,0.7511903292957723,0.5700000000000001,0.5283506582098783,0.3756369234686302,0.4358704261711056,0.22467644471303105,0.3841213052699813,0.4881017540557432
60.0,study02_layout_02_heldout_00,study02,study02/study02_p02,FULL_FEATURE,0.7748262850198001,0.5700000000000001,0.5283506582098783,0.3756369234686302,0.40592064659981303,0.24022783430187516,0.3263666197169685,0.5019617887462281
60.0,study02_layout_02_heldout_00,study02,study02/study02_p02,EB_SHUFFLED,1.0809863738912608,0.5700000000000001,0.5283506582098783,0.3756369234686302,0.53907702171168,0.30990425058516413,0.3573323328963306,0.7353488900164636
60.0,study02_layout_02_heldout_00,study02,study02/study02_p02,EB_WRONG_0,0.8826079357686326,0.5700000000000001,0.5283506582098783,0.3756369234686302,0.5410385608789123,0.28851524186769717,0.4201570934606059,0.5520769845548749
60.0,study02_layout_02_heldout_00,study02,study02/study02_p02,EB_WRONG_1,1.0469025603400615,0.5700000000000001,0.5283506582098783,0.3756369234686302,0.6942589728095416,0.33818890358516934,0.5539784794548197,0.6533158088094101
60.0,study02_layout_02_heldout_00,study02,study02/study02_p03,POP,0.9941216079906828,0.5700000000000001,0.5484478083443969,0.5358075814305452,0.6369681001052927,0.3351959356010642,0.5406538075268105,0.6048602916369376
60.0,study02_layout_02_heldout_00,study02,study02/study02_p03,RAW_MATCH,1.3021363105330928,0.5700000000000001,0.5484478083443969,0.5358075814305452,0.6945338687271405,0.35196565849903133,0.6399442530578291,0.8861762267282786
60.0,study02_layout_02_heldout_00,study02,study02/study02_p03,FIXED_LAMBDA,1.010835795358649,0.5700000000000001,0.5484478083443969,0.5358075814305452,0.6131630504180616,0.31499706233616465,0.5374476207758131,0.6420939709449032
60.0,study02_layout_02_heldout_00,study02,study02/study02_p03,RELIABILITY_ONLY,1.0006361314339494,0.5700000000000001,0.5484478083443969,0.5358075814305452,0.6097047734789819,0.3137676313269202,0.5343505278156239,0.6334334473254667
60.0,study02_layout_02_heldout_00,study02,study02/study02_p03,FULL_FEATURE,0.9949040886484237,0.5700000000000001,0.5484478083443969,0.5358075814305452,0.6077485944890847,0.3130634810133664,0.5327174262459557,0.6285688650104617
60.0,study02_layout_02_heldout_00,study02,study02/study02_p03,EB_SHUFFLED,1.1242005627680798,0.5700000000000001,0.5484478083443969,0.5358075814305452,0.6458003175127259,0.34548327883981056,0.550981666966427,0.7236191172316265
60.0,study02_layout_02_heldout_00,study02,study02/study02_p03,EB_WRONG_0,1.0258832560720594,0.5700000000000001,0.5484478083443969,0.5358075814305452,0.6402054000969851,0.3389811127329894,0.5946921464678269,0.6274329286922873
60.0,study02_layout_02_heldout_00,study02,study02/study02_p03,EB_WRONG_1,1.4650285747685012,0.5700000000000001,0.5484478083443969,0.5358075814305452,0.8165405743787713,0.42654996724047833,0.6835205666728469,0.9701265508607382
60.0,study02_layout_02_heldout_00,study02,study02/study02_p06,POP,0.9178115783062188,0.5700000000000001,0.5395952390827737,0.720623184569882,0.5102607489163065,0.304140740451537,0.6735175210815304,0.5463190857465289
60.0,study02_layout_02_heldout_00,study02,study02/study02_p06,RAW_MATCH,1.0067904726411807,0.5700000000000001,0.5395952390827737,0.720623184569882,0.5904435563365956,0.2949182585699858,0.6858918489855992,0.643283029172635
60.0,study02_layout_02_heldout_00,study02,study02/study02_p06,FIXED_LAMBDA,0.8037052994771424,0.5700000000000001,0.5395952390827737,0.720623184569882,0.490252387006935,0.2640196026706294,0.6488188821987265,0.47480380858664034
60.0,study02_layout_02_heldout_00,study02,study02/study02_p06,RELIABILITY_ONLY,0.7969069233493404,0.5700000000000001,0.5395952390827737,0.720623184569882,0.4834143872768256,0.2628914169007058,0.6492614809075953,0.46908935835787513
60.0,study02_layout_02_heldout_00,study02,study02/study02_p06,FULL_FEATURE,0.8554342721968069,0.5700000000000001,0.5395952390827737,0.720623184569882,0.5261235784086002,0.272864026729798,0.6527168912896273,0.5172985563380462
60.0,study02_layout_02_heldout_00,study02,study02/study02_p06,EB_SHUFFLED,1.264604762174255,0.5700000000000001,0.5395952390827737,0.720623184569882,0.5649505084515483,0.34288499390278987,0.7241069675367336,0.849309071517792
60.0,study02_layout_02_heldout_00,study02,study02/study02_p06,EB_WRONG_0,1.0003116967883994,0.5700000000000001,0.5395952390827737,0.720623184569882,0.6072835939623831,0.33905566317024227,0.7479337260432962,0.5864626610138276
60.0,study02_layout_02_heldout_00,study02,study02/study02_p06,EB_WRONG_1,1.0296992672693923,0.5700000000000001,0.5395952390827737,0.720623184569882,0.6435187140870794,0.3421188132233239,0.7545303148890092,0.6121274225571676
60.0,study02_layout_02_heldout_01,study02,study02/study02_p07,POP,1.4208992292914773,0.56,0.5197131503388771,0.5832696290275671,0.7029451646264163,0.4510572765292304,0.5097334539792796,0.918868607364319
60.0,study02_layout_02_heldout_01,study02,study02/study02_p07,RAW_MATCH,2.6879202366073467,0.56,0.5197131503388771,0.5832696290275671,0.9463790236678185,0.5771500400771262,0.7195315728876149,2.038817039241459
60.0,study02_layout_02_heldout_01,study02,study02/study02_p07,FIXED_LAMBDA,2.0114422168517043,0.56,0.5197131503388771,0.5832696290275671,0.8327692908859833,0.5373532842400376,0.5686476228263403,1.4172241703290327
60.0,study02_layout_02_heldout_01,study02,study02/study02_p07,RELIABILITY_ONLY,1.9537885804346438,0.56,0.5197131503388771,0.5832696290275671,0.8205742573129147,0.5321122995617995,0.5563346359896156,1.3660428172738825
60.0,study02_layout_02_heldout_01,study02,study02/study02_p07,FULL_FEATURE,2.045256771731088,0.56,0.5197131503388771,0.5832696290275671,0.8397213484349749,0.5402385029408551,0.5762399364449785,1.4473942751457354
60.0,study02_layout_02_heldout_01,study02,study02/study02_p07,EB_SHUFFLED,1.2209952133386097,0.56,0.5197131503388771,0.5832696290275671,0.7388864279020186,0.4618104434882464,0.5723976496697766,0.7019450048833855
60.0,study02_layout_02_heldout_01,study02,study02/study02_p07,EB_WRONG_0,3.489041222147423,0.56,0.5197131503388771,0.5832696290275671,0.9022633916710409,0.6212800138657639,0.6216952564769666,2.8055916826339624
60.0,study02_layout_02_heldout_01,study02,study02/study02_p08,POP,1.2909889116724695,0.56,0.49981917412191196,0.8326874700219733,0.6255780007466732,0.43140034462525606,0.8794242990595779,0.7716461371412556
60.0,study02_layout_02_heldout_01,study02,study02/study02_p08,RAW_MATCH,0.6846046044611969,0.56,0.49981917412191196,0.8326874700219733,0.3990030609823982,0.20899673620396678,0.7595306966034909,0.39965479859688097
60.0,study02_layout_02_heldout_01,study02,study02/study02_p08,FIXED_LAMBDA,0.8033761268473478,0.56,0.49981917412191196,0.8326874700219733,0.3651627400448319,0.2157672918920503,0.7979413367842824,0.5078147012768692
60.0,study02_layout_02_heldout_01,study02,study02/study02_p08,RELIABILITY_ONLY,0.8330119012247866,0.56,0.49981917412191196,0.8326874700219733,0.36530123663027786,0.2209208073014099,0.8036708781056271,0.531724006112814
60.0,study02_layout_02_heldout_01,study02,study02/study02_p08,FULL_FEATURE,0.7085104731601024,0.56,0.49981917412191196,0.8326874700219733,0.3833312955971322,0.20753721400259995,0.7703631718279816,0.4239369419747043
60.0,study02_layout_02_heldout_01,study02,study02/study02_p08,EB_SHUFFLED,1.6480657817916766,0.56,0.49981917412191196,0.8326874700219733,1.0519777126370162,0.5850992984603027,1.0152977339920037,0.9614367099321736
60.0,study02_layout_02_heldout_01,study02,study02/study02_p08,EB_WRONG_0,1.234842738169333,0.56,0.49981917412191196,0.8326874700219733,0.7087073297622044,0.4097566981054958,0.8548909638267678,0.7395969436811605
60.0,study02_layout_02_heldout_02,study02,study02/study02_p09,POP,2.2974319868177435,0.43,0.454791108248664,0.28852684606342105,1.1683715295079093,0.8735684133563858,0.8571929559610225,1.3381442778652552
60.0,study02_layout_02_heldout_02,study02,study02/study02_p09,RAW_MATCH,0.9143730184275667,0.43,0.454791108248664,0.28852684606342105,0.49405390631117896,0.31058351578960736,0.5619177750261615,0.5475977251353431
60.0,study02_layout_02_heldout_02,study02,study02/study02_p09,FIXED_LAMBDA,1.4970930243245708,0.43,0.454791108248664,0.28852684606342105,0.8235477371354346,0.591224381986613,0.736492332875181,0.8322194090504399
60.0,study02_layout_02_heldout_02,study02,study02/study02_p09,RELIABILITY_ONLY,1.4513624654391082,0.43,0.454791108248664,0.28852684606342105,0.7999316408249948,0.5717731349703644,0.7317391636837746,0.8064154141003663
60.0,study02_layout_02_heldout_02,study02,study02/study02_p09,FULL_FEATURE,1.7662550610201861,0.43,0.454791108248664,0.28852684606342105,0.9541762803017493,0.7017829136276166,0.756636176986174,0.9888085296939522
60.0,study02_layout_02_heldout_02,study02,study02/study02_p09,EB_SHUFFLED,2.08591663916321,0.43,0.454791108248664,0.28852684606342105,1.1773375340458965,0.875056382720862,0.8783206853278706,1.123028187909561
60.0,study02_layout_02_heldout_02,study02,study02/study02_p09,EB_WRONG_0,1.8453932138448659,0.43,0.454791108248664,0.28852684606342105,1.028590286759952,0.7031749042939213,0.8534830666757829,1.0568700028833662
60.0,study02_layout_02_heldout_02,study02,study02/study02_p10,POP,2.0659568564166872,0.43,0.44004773640101713,0.4160441781138727,1.1455978808610663,0.8704457632706056,0.7290666277627695,1.1226044303698046
60.0,study02_layout_02_heldout_02,study02,study02/study02_p10,RAW_MATCH,1.3133485400183598,0.43,0.44004773640101713,0.4160441781138727,0.8094674984947148,0.4849054329532372,0.750356017101198,0.7534075053550028
60.0,study02_layout_02_heldout_02,study02,study02/study02_p10,FIXED_LAMBDA,1.65013353278274,0.43,0.44004773640101713,0.4160441781138727,0.9741576870210309,0.687990351046539,0.681601621804875,0.8939830195557135
60.0,study02_layout_02_heldout_02,study02,study02/study02_p10,RELIABILITY_ONLY,1.640887171590081,0.43,0.44004773640101713,0.4160441781138727,0.9698578786418769,0.6831550564218429,0.6813842750384267,0.8895936876643955
60.0,study02_layout_02_heldout_02,study02,study02/study02_p10,FULL_FEATURE,1.6630629898261926,0.43,0.44004773640101713,0.4160441781138727,0.9801415939159885,0.6946974405412477,0.681975614771309,0.900167987807814
60.0,study02_layout_02_heldout_02,study02,study02/study02_p10,EB_SHUFFLED,1.9103157574287013,0.43,0.44004773640101713,0.4160441781138727,1.1473787624179477,0.8690726446729442,0.7386962663034738,0.9673734861254096
60.0,study02_layout_02_heldout_02,study02,study02/study02_p10,EB_WRONG_0,1.692112257529708,0.43,0.44004773640101713,0.4160441781138727,0.9922946819529912,0.7101861393080701,0.6842585521809036,0.9135002630035476
60.0,study02_layout_02_heldout_03,study02,study02/study02_p11,POP,1.7347981285597873,0.56,0.5051786306558078,0.1093237304989429,0.7669095289450918,0.5809556087771806,0.4814090461154827,1.1057016151710586
60.0,study02_layout_02_heldout_03,study02,study02/study02_p11,RAW_MATCH,1.6654083647581293,0.56,0.5051786306558078,0.1093237304989429,0.7613379692203213,0.5194656246040302,0.5197080132466111,1.0939719388294378
60.0,study02_layout_02_heldout_03,study02,study02/study02_p11,FIXED_LAMBDA,1.5404365545693173,0.56,0.5051786306558078,0.1093237304989429,0.7051795682403433,0.527110543342538,0.45190043691736587,0.9681359675350427
60.0,study02_layout_02_heldout_03,study02,study02/study02_p11,RELIABILITY_ONLY,1.5432228239722805,0.56,0.5051786306558078,0.1093237304989429,0.704571531978043,0.5313637542263554,0.45021894526913064,0.966837175219012
60.0,study02_layout_02_heldout_03,study02,study02/study02_p11,FULL_FEATURE,1.6697191292945095,0.56,0.5051786306558078,0.1093237304989429,0.7450646968787535,0.5683429214342643,0.46518335534441946,1.054857872325803
60.0,study02_layout_02_heldout_03,study02,study02/study02_p11,EB_SHUFFLED,1.6112133547896037,0.56,0.5051786306558078,0.1093237304989429,0.767099437296276,0.5809662716409072,0.48175683597376456,0.9820713995513202
60.0,study02_layout_02_heldout_03,study02,study02/study02_p11,EB_WRONG_0,1.9591166458876528,0.56,0.5051786306558078,0.1093237304989429,0.8322259673701533,0.5950815397767092,0.6346510410481881,1.3005700020061248
60.0,study02_layout_02_heldout_03,study02,study02/study02_p12,POP,0.844522914483469,0.56,0.517095105271746,0.7660288489123179,0.5084459526393259,0.30608243539736146,0.40865531944447697,0.4975749471416598
60.0,study02_layout_02_heldout_03,study02,study02/study02_p12,RAW_MATCH,1.024753347776612,0.56,0.517095105271746,0.7660288489123179,0.685607604645209,0.27482469498047607,0.5932954305396543,0.6905991097421704
60.0,study02_layout_02_heldout_03,study02,study02/study02_p12,FIXED_LAMBDA,0.8215875441163468,0.56,0.517095105271746,0.7660288489123179,0.5384798227931521,0.2523791446503057,0.4494869658072558,0.5242597028853155
60.0,study02_layout_02_heldout_03,study02,study02/study02_p12,RELIABILITY_ONLY,0.8098890111112621,0.56,0.517095105271746,0.7660288489123179,0.5267393894911642,0.25240039215284793,0.440199603895226,0.5134686585688916
60.0,study02_layout_02_heldout_03,study02,study02/study02_p12,FULL_FEATURE,0.901165383606601,0.56,0.517095105271746,0.7660288489123179,0.6044861672810924,0.25867577123804714,0.5115274012324407,0.5913368722453098
60.0,study02_layout_02_heldout_03,study02,study02/study02_p12,EB_SHUFFLED,1.25203454060589,0.56,0.517095105271746,0.7660288489123179,0.596807795839381,0.35347839585489743,0.5610932731243814,0.8424468174385542
60.0,study02_layout_02_heldout_03,study02,study02/study02_p12,EB_WRONG_0,0.8322451099274859,0.56,0.517095105271746,0.7660288489123179,0.49885066257965066,0.3001415304567609,0.4112714473097487,0.49097643473975017
60.0,study02_layout_02_heldout_04,study02,study02/study02_p13,POP,0.8596854237872312,0.49,0.5516021426822099,0.450130600492889,0.4234928328518516,0.2858228093225742,0.2944594164777437,0.5444166728168827
60.0,study02_layout_02_heldout_04,study02,study02/study02_p13,RAW_MATCH,0.9832724981406502,0.49,0.5516021426822099,0.450130600492889,0.5030748585293745,0.2892542381110867,0.3805619820724037,0.6559620618223231
60.0,study02_layout_02_heldout_04,study02,study02/study02_p13,FIXED_LAMBDA,0.6622018688763113,0.49,0.5516021426822099,0.450130600492889,0.4078939870054572,0.23307068897878022,0.29458479472093885,0.3996727004254372
60.0,study02_layout_02_heldout_04,study02,study02/study02_p13,RELIABILITY_ONLY,0.6812389150876933,0.49,0.5516021426822099,0.450130600492889,0.4207888024959545,0.23858044291952824,0.3027416047619541,0.41238431169196965
60.0,study02_layout_02_heldout_04,study02,study02/study02_p13,FULL_FEATURE,0.6543658636822969,0.49,0.5516021426822099,0.450130600492889,0.3997044165909714,0.2299621850980184,0.29015504179087154,0.39538817440519136
60.0,study02_layout_02_heldout_04,study02,study02/study02_p13,EB_SHUFFLED,1.0551440902392004,0.49,0.5516021426822099,0.450130600492889,0.4348392191132625,0.2893268754545451,0.3324752876844569,0.7325696860162096
60.0,study02_layout_02_heldout_04,study02,study02/study02_p13,EB_WRONG_0,1.1533874257551844,0.49,0.5516021426822099,0.450130600492889,0.615944020266165,0.42848403581440425,0.39824062549531697,0.6850793273912483
60.0,study02_layout_02_heldout_04,study02,study02/study02_p14,POP,1.8865947405182868,0.49,0.42506896591107757,0.5565277021268814,0.9232065004879548,0.6121307573404134,0.7988984554208268,1.1945741376357908
60.0,study02_layout_02_heldout_04,study02,study02/study02_p14,RAW_MATCH,1.1636763770861371,0.49,0.42506896591107757,0.5565277021268814,0.6288117205493475,0.36956669216979,0.79369020950633,0.714740663965714
60.0,study02_layout_02_heldout_04,study02,study02/study02_p14,FIXED_LAMBDA,1.3769963131609606,0.49,0.42506896591107757,0.5565277021268814,0.738314102153154,0.45566346407301683,0.743387849497091,0.8469940641382346
60.0,study02_layout_02_heldout_04,study02,study02/study02_p14,RELIABILITY_ONLY,1.4353330227586718,0.49,0.42506896591107757,0.5565277021268814,0.7626249335345644,0.4759512425894789,0.74713164946372,0.8846686152228208
60.0,study02_layout_02_heldout_04,study02,study02/study02_p14,FULL_FEATURE,1.32258094538536,0.49,0.42506896591107757,0.5565277021268814,0.7146308035575873,0.43617523913667045,0.7419978798132056,0.812205918267369
60.0,study02_layout_02_heldout_04,study02,study02/study02_p14,EB_SHUFFLED,1.5323979063088724,0.49,0.42506896591107757,0.5565277021268814,0.9315209029442216,0.6126579896318385,0.848796572895338,0.8348602593875
60.0,study02_layout_02_heldout_04,study02,study02/study02_p14,EB_WRONG_0,2.8590205386622336,0.49,0.42506896591107757,0.5565277021268814,1.0658493533404334,0.7687301899760806,0.8359076490720554,2.0066995837789476
60.0,study02_layout_02_heldout_05,study02,study02/study02_p15,POP,0.9609304631736876,0.59,0.5253438023093314,0.7427695917042539,0.5788869464521434,0.34821272308690243,0.3782786325507961,0.5748898768317056
60.0,study02_layout_02_heldout_05,study02,study02/study02_p15,RAW_MATCH,1.1339682805480344,0.59,0.5253438023093314,0.7427695917042539,0.7078156877913917,0.38143272782996535,0.8143281911457886,0.6711027336034903
60.0,study02_layout_02_heldout_05,study02,study02/study02_p15,FIXED_LAMBDA,0.9026742055631511,0.59,0.5253438023093314,0.7427695917042539,0.5396683654687197,0.3122344112203462,0.5167236718756478,0.5387674271552402
60.0,study02_layout_02_heldout_05,study02,study02/study02_p15,RELIABILITY_ONLY,0.8866861242476631,0.59,0.5253438023093314,0.7427695917042539,0.5328839684512747,0.310323579905834,0.4806476733841739,0.5282977770034117
60.0,study02_layout_02_heldout_05,study02,study02/study02_p15,FULL_FEATURE,0.96360047224911,0.59,0.5253438023093314,0.7427695917042539,0.5762194709160209,0.3266125004025104,0.6087775432298076,0.5761102175236189
60.0,study02_layout_02_heldout_05,study02,study02/study02_p15,EB_SHUFFLED,1.2162907488474277,0.59,0.5253438023093314,0.7427695917042539,0.6089403353898817,0.36898793081204095,0.454178558314317,0.8018849622039551
60.0,study02_layout_02_heldout_05,study02,study02/study02_p15,EB_WRONG_0,0.9609304631736876,0.59,0.5253438023093314,0.7427695917042539,0.5788869464521434,0.34821272308690243,0.3782786325507961,0.5748898768317056
60.0,study02_layout_02_heldout_05,study02,study02/study02_p16,POP,0.881797001010313,0.59,0.5174665005762344,0.0,0.513915370733984,0.3536403920221489,0.29499442748023635,0.49865716624014045
60.0,study02_layout_02_heldout_05,study02,study02/study02_p16,RAW_MATCH,0.9825545874031455,0.59,0.5174665005762344,0.0,0.6075551509906558,0.3487921050530074,0.5268842644456304,0.581074055905575
60.0,study02_layout_02_heldout_05,study02,study02/study02_p16,FIXED_LAMBDA,0.8348616607181907,0.59,0.5174665005762344,0.0,0.4926742240683394,0.31215975309914407,0.3618956676093591,0.48651234085811074
60.0,study02_layout_02_heldout_05,study02,study02/study02_p16,RELIABILITY_ONLY,0.8232457656909395,0.59,0.5174665005762344,0.0,0.4833389236336272,0.3116175651486694,0.339648768803795,0.4776633236618906
60.0,study02_layout_02_heldout_05,study02,study02/study02_p16,FULL_FEATURE,0.881797001010313,0.59,0.5174665005762344,0.0,0.513915370733984,0.3536403920221489,0.29499442748023635,0.49865716624014045
60.0,study02_layout_02_heldout_05,study02,study02/study02_p16,EB_SHUFFLED,0.881797001010313,0.59,0.5174665005762344,0.0,0.513915370733984,0.3536403920221489,0.29499442748023635,0.49865716624014045
60.0,study02_layout_02_heldout_05,study02,study02/study02_p16,EB_WRONG_0,1.115764516740661,0.59,0.5174665005762344,0.0,0.6563965981958836,0.4087780216369565,0.6321066074034228,0.643775834363362
