participant,protocol,late_steps,w_max,center,artifact_rrmse,weight_min,weight_median,weight_max,fraction_steps_gt_0_10,fraction_steps_gt_0_25,fraction_steps_gt_0_50,fraction_steps_gt_0_90,evaluator_only
1,same_03,1,0.05,oracle,0.7209895198091859,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
1,same_03,1,0.1,zero,0.7210316284485264,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
1,same_03,1,0.1,support,0.7209925445142653,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
1,same_03,1,0.1,wrong,0.7210386267857689,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
1,same_03,1,0.1,oracle,0.7209895198091859,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
1,same_03,1,0.25,zero,0.7210316284485264,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
1,same_03,1,0.25,support,0.7209925445142653,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
1,same_03,1,0.25,wrong,0.7210386267857689,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
1,same_03,1,0.25,oracle,0.7209895198091859,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
1,same_03,3,0.05,zero,0.7248157124266603,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
1,same_03,3,0.05,support,0.7120818226583513,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
1,same_03,3,0.05,wrong,0.7273787644798081,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
1,same_03,3,0.05,oracle,0.7109745433675269,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
1,same_03,3,0.1,zero,0.7248157124266603,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
1,same_03,3,0.1,support,0.7120818226583513,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
1,same_03,3,0.1,wrong,0.7273787644798081,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
1,same_03,3,0.1,oracle,0.7109745433675269,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
1,same_03,3,0.25,zero,0.7248157124266603,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
1,same_03,3,0.25,support,0.7120818226583513,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
1,same_03,3,0.25,wrong,0.7273787644798081,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
1,same_03,3,0.25,oracle,0.7109745433675269,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
1,same_03,5,0.05,zero,0.7306052944883095,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
1,same_03,5,0.05,support,0.6969659479860582,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
1,same_03,5,0.05,wrong,0.737723611698948,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
1,same_03,5,0.05,oracle,0.6940507846769048,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
1,same_03,5,0.1,zero,0.7319843820806791,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
1,same_03,5,0.1,support,0.6938426137979121,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
1,same_03,5,0.1,wrong,0.7401774778295244,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
1,same_03,5,0.1,oracle,0.6905447363343029,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
1,same_03,5,0.25,zero,0.7319843820806791,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
1,same_03,5,0.25,support,0.6938426137979121,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
1,same_03,5,0.25,wrong,0.7401774778295244,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
1,same_03,5,0.25,oracle,0.6905447363343029,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_01,0,0.0,zero,0.3171972859458865,0,0,0,0,0,0,0,1
2,same_01,0,0.0,support,0.3171972859458865,0,0,0,0,0,0,0,1
2,same_01,0,0.0,wrong,0.3171972859458865,0,0,0,0,0,0,0,1
2,same_01,0,0.0,oracle,0.3171972859458865,0,0,0,0,0,0,0,1
2,same_01,1,0.05,zero,0.31718969777358574,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_01,1,0.05,support,0.31718504938989156,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_01,1,0.05,wrong,0.3171922606662171,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_01,1,0.05,oracle,0.31718429559794115,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_01,1,0.1,zero,0.31718969777358574,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_01,1,0.1,support,0.31718504938989156,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_01,1,0.1,wrong,0.3171922606662171,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_01,1,0.1,oracle,0.31718429559794115,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_01,1,0.25,zero,0.31718969777358574,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_01,1,0.25,support,0.31718504938989156,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_01,1,0.25,wrong,0.3171922606662171,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_01,1,0.25,oracle,0.31718429559794115,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_01,3,0.05,zero,0.3144805443774355,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_01,3,0.05,support,0.31249631269998873,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_01,3,0.05,wrong,0.3158225201867397,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_01,3,0.05,oracle,0.31251827317214387,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_01,3,0.1,zero,0.3144805443774355,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_01,3,0.1,support,0.31249631269998873,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_01,3,0.1,wrong,0.3158225201867397,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_01,3,0.1,oracle,0.31251827317214387,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_01,3,0.25,zero,0.3144805443774355,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_01,3,0.25,support,0.31249631269998873,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_01,3,0.25,wrong,0.3158225201867397,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_01,3,0.25,oracle,0.31251827317214387,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_01,5,0.05,zero,0.30892964558105895,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
2,same_01,5,0.05,support,0.3030581339417772,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
2,same_01,5,0.05,wrong,0.3136197390964725,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
2,same_01,5,0.05,oracle,0.30330743806617416,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
2,same_01,5,0.1,zero,0.3077553633543213,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_01,5,0.1,support,0.30109023442325594,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_01,5,0.1,wrong,0.31320286702150074,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_01,5,0.1,oracle,0.30135554406339976,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_01,5,0.25,zero,0.3077553633543213,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_01,5,0.25,support,0.30109023442325594,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_01,5,0.25,wrong,0.31320286702150074,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_01,5,0.25,oracle,0.30135554406339976,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_02,0,0.0,zero,0.40133069051037895,0,0,0,0,0,0,0,1
2,same_02,0,0.0,support,0.40133069051037895,0,0,0,0,0,0,0,1
2,same_02,0,0.0,wrong,0.40133069051037895,0,0,0,0,0,0,0,1
2,same_02,0,0.0,oracle,0.40133069051037895,0,0,0,0,0,0,0,1
2,same_02,1,0.05,zero,0.40131846620265105,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_02,1,0.05,support,0.4013186567113429,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_02,1,0.05,wrong,0.4013208475612994,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_02,1,0.05,oracle,0.4013140209998409,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_02,1,0.1,zero,0.40131846620265105,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_02,1,0.1,support,0.4013186567113429,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_02,1,0.1,wrong,0.4013208475612994,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_02,1,0.1,oracle,0.4013140209998409,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_02,1,0.25,zero,0.40131846620265105,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_02,1,0.25,support,0.4013186567113429,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_02,1,0.25,wrong,0.4013208475612994,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_02,1,0.25,oracle,0.4013140209998409,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_02,3,0.05,zero,0.39748574883685395,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_02,3,0.05,support,0.3974864156172755,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_02,3,0.05,wrong,0.39792658594982494,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_02,3,0.05,oracle,0.396394134032479,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_02,3,0.1,zero,0.39748574883685395,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_02,3,0.1,support,0.3974864156172755,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_02,3,0.1,wrong,0.39792658594982494,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_02,3,0.1,oracle,0.396394134032479,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_02,3,0.25,zero,0.39748574883685395,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_02,3,0.25,support,0.3974864156172755,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_02,3,0.25,wrong,0.39792658594982494,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_02,3,0.25,oracle,0.396394134032479,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_02,5,0.05,zero,0.39028502830761086,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
2,same_02,5,0.05,support,0.3902914103487883,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
2,same_02,5,0.05,wrong,0.3913626089716853,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
2,same_02,5,0.05,oracle,0.38775589841733493,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
2,same_02,5,0.1,zero,0.38877305607464013,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_02,5,0.1,support,0.38878661394321107,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_02,5,0.1,wrong,0.3900049170276749,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_02,5,0.1,oracle,0.3859432717171558,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_02,5,0.25,zero,0.38877305607464013,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_02,5,0.25,support,0.38878661394321107,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_02,5,0.25,wrong,0.3900049170276749,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_02,5,0.25,oracle,0.3859432717171558,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_03,0,0.0,zero,0.3930916096881176,0,0,0,0,0,0,0,1
2,same_03,0,0.0,support,0.3930916096881176,0,0,0,0,0,0,0,1
2,same_03,0,0.0,wrong,0.3930916096881176,0,0,0,0,0,0,0,1
2,same_03,0,0.0,oracle,0.3930916096881176,0,0,0,0,0,0,0,1
2,same_03,1,0.05,zero,0.3930852282938714,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_03,1,0.05,support,0.3930817029082388,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_03,1,0.05,wrong,0.3930842465409104,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_03,1,0.05,oracle,0.39307652639262647,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_03,1,0.1,zero,0.3930852282938714,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_03,1,0.1,support,0.3930817029082388,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_03,1,0.1,wrong,0.3930842465409104,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_03,1,0.1,oracle,0.39307652639262647,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_03,1,0.25,zero,0.3930852282938714,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_03,1,0.25,support,0.3930817029082388,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_03,1,0.25,wrong,0.3930842465409104,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_03,1,0.25,oracle,0.39307652639262647,4.1306015191366896e-05,4.1306015191366896e-05,4.1306015191366896e-05,0.0,0.0,0.0,0.0,1
2,same_03,3,0.05,zero,0.39108062262298665,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_03,3,0.05,support,0.38998226418534093,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_03,3,0.05,wrong,0.3913183407149437,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_03,3,0.05,oracle,0.3892528663604793,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_03,3,0.1,zero,0.39108062262298665,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_03,3,0.1,support,0.38998226418534093,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_03,3,0.1,wrong,0.3913183407149437,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_03,3,0.1,oracle,0.3892528663604793,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_03,3,0.25,zero,0.39108062262298665,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_03,3,0.25,support,0.38998226418534093,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_03,3,0.25,wrong,0.3913183407149437,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_03,3,0.25,oracle,0.3892528663604793,4.1306015191366896e-05,0.006148516666144133,0.020261229947209358,0.0,0.0,0.0,0.0,1
2,same_03,5,0.05,zero,0.38830614413016784,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
2,same_03,5,0.05,support,0.38535021984010903,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
2,same_03,5,0.05,wrong,0.3892933859826863,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
2,same_03,5,0.05,oracle,0.38390766773937623,4.1306015191366896e-05,0.020261229947209358,0.05000000074505806,0.0,0.0,0.0,0.0,1
2,same_03,5,0.1,zero,0.38776653700271435,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
2,same_03,5,0.1,support,0.3844111285078124,4.1306015191366896e-05,0.020261229947209358,0.07239992171525955,0.0,0.0,0.0,0.0,1
