K,participant,donor,wrong_rrmse,match_rrmse,utility,win,raw_support_donor
1,7,2,0.557355523109436,0.5357737342516581,0.02158178885777795,1,1
1,7,3,0.5554282466570536,0.5357737342516581,0.019654512405395508,1,1
1,7,4,0.5084251960118612,0.5357737342516581,-0.027348538239796882,0,1
1,7,5,0.5109691719214121,0.5357737342516581,-0.02480456233024597,0,1
1,7,6,0.534654825925827,0.5357737342516581,-0.0011189083258310584,0,1
1,7,8,0.5450049837430319,0.5357737342516581,0.009231249491373772,1,1
1,7,9,0.5497640172640482,0.5357737342516581,0.013990283012390137,1,1
1,8,1,0.39445796608924866,0.40098490317662555,-0.006526937087376894,0,1
1,8,2,0.4431190987428029,0.40098490317662555,0.04213419556617737,1,1
1,8,3,0.42563458283742267,0.40098490317662555,0.02464967966079712,1,1
1,8,4,0.3980572819709778,0.40098490317662555,-0.002927621205647768,0,1
1,8,5,0.4080692728360494,0.40098490317662555,0.007084369659423828,1,1
1,8,6,0.4266943434874217,0.40098490317662555,0.02570944031079614,1,1
1,8,7,0.41430966059366864,0.40098490317662555,0.013324757417043087,1,1
1,8,9,0.4153485596179962,0.40098490317662555,0.014363656441370665,1,1
1,9,1,0.5454785227775574,0.5290675560633341,0.016410966714223263,1,1
1,9,2,0.5623552600542704,0.5290675560633341,0.03328770399093628,1,1
1,9,3,0.5750000278155009,0.5290675560633341,0.04593247175216675,1,1
1,9,4,0.5380920767784119,0.5290675560633341,0.009024520715077755,1,1
1,9,5,0.5253444115320841,0.5290675560633341,-0.00372314453125,0,1
1,9,6,0.5579985777537028,0.5290675560633341,0.028931021690368652,1,1
1,9,7,0.5386791229248047,0.5290675560633341,0.009611566861470577,1,1
1,9,8,0.5570947130521139,0.5290675560633341,0.028027156988779778,1,1
8,1,2,0.4446709007024765,0.3980563133955002,0.04661458730697632,1,1
8,1,3,0.4894987791776657,0.3980563133955002,0.09144246578216553,1,1
8,1,4,0.3986131399869919,0.3980563133955002,0.0005568265914916992,1,1
8,1,5,0.3710242062807083,0.3980563133955002,-0.02703210711479187,0,1
8,1,6,0.41673700511455536,0.3980563133955002,0.018680691719055176,1,1
8,1,7,0.42545612156391144,0.3980563133955002,0.027399808168411255,1,1
8,1,8,0.4262083172798157,0.3980563133955002,0.02815200388431549,1,1
8,1,9,0.41300347447395325,0.3980563133955002,0.014947161078453064,1,1
8,2,1,0.3859573304653168,0.40501951177914935,-0.019062181313832582,0,1
8,2,3,0.4414333899815877,0.40501951177914935,0.036413878202438354,1,1
8,2,4,0.3960871497790019,0.40501951177914935,-0.008932362000147465,0,1
8,2,5,0.36557252208391827,0.40501951177914935,-0.03944698969523108,0,1
8,2,6,0.40530532598495483,0.40501951177914935,0.0002858142058054791,1,1
8,2,7,0.4329122801621755,0.40501951177914935,0.027892768383026123,1,1
8,2,8,0.431856632232666,0.40501951177914935,0.02683712045351666,1,1
8,2,9,0.43486591180165607,0.40501951177914935,0.029846400022506714,1,1
8,3,1,0.2985765188932419,0.3110377788543701,-0.012461259961128235,0,1
8,3,2,0.30845513939857483,0.3110377788543701,-0.002582639455795288,0,1
8,3,4,0.3004378875096639,0.3110377788543701,-0.010599891344706236,0,1
8,3,5,0.3001730938752492,0.3110377788543701,-0.010864684979120909,0,1
8,3,6,0.3002186318238576,0.3110377788543701,-0.01081914703051251,0,1
8,3,7,0.3322476347287496,0.3110377788543701,0.021209855874379457,1,1
8,3,8,0.32383331656455994,0.3110377788543701,0.01279553771018982,1,1
8,3,9,0.3433004419008891,0.3110377788543701,0.03226266304651898,1,1
8,4,1,0.3153957277536392,0.3241504927476247,-0.008754764993985475,0,1
8,4,2,0.34712981184323627,0.3241504927476247,0.022979319095611572,1,1
8,4,3,0.3557644486427307,0.3241504927476247,0.031613955895106016,1,1
8,4,5,0.30280067523320514,0.3241504927476247,-0.021349817514419556,0,1
8,4,6,0.3173925777276357,0.3241504927476247,-0.006757915019989014,0,1
8,4,7,0.3434555729230245,0.3241504927476247,0.01930508017539978,1,1
8,4,8,0.33873217304547626,0.3241504927476247,0.014581680297851562,1,1
8,4,9,0.32505886753400165,0.3241504927476247,0.0009083747863769531,1,1
8,5,1,0.5017447173595428,0.4882275660832723,0.013517151276270567,1,1
8,5,2,0.5315932134787241,0.4882275660832723,0.043365647395451845,1,1
8,5,3,0.5254786014556885,0.4882275660832723,0.0372510353724162,1,1
8,5,4,0.4876825710137685,0.4882275660832723,-0.0005449950695037842,0,1
8,5,6,0.5071388085683187,0.4882275660832723,0.018911242485046442,1,1
8,5,7,0.5038114984830221,0.4882275660832723,0.015583932399749811,1,1
8,5,8,0.49596935510635376,0.4882275660832723,0.00774178902308148,1,1
8,5,9,0.48907798528671265,0.4882275660832723,0.0008504192034403668,1,1
8,6,1,0.5162381678819656,0.536466379960378,-0.02022821207841241,0,1
8,6,2,0.5398880044619242,0.536466379960378,0.00342162450154615,1,1
8,6,3,0.5594527324040731,0.536466379960378,0.02298635244369507,1,1
8,6,4,0.505930095911026,0.536466379960378,-0.030536284049352047,0,1
8,6,5,0.45940770705540973,0.536466379960378,-0.07705867290496832,0,1
8,6,7,0.5394030610720316,0.536466379960378,0.002936681111653572,1,1
8,6,8,0.5314066211382548,0.536466379960378,-0.005059758822123284,0,1
8,6,9,0.5372853775819143,0.536466379960378,0.0008189976215362549,1,1
8,7,1,0.4253693222999573,0.4036483367284139,0.021720985571543394,1,1
8,7,2,0.4279140532016754,0.4036483367284139,0.024265716473261534,1,1
8,7,3,0.41979580124219257,0.4036483367284139,0.016147464513778687,1,1
8,7,4,0.39273516337076825,0.4036483367284139,-0.010913173357645634,0,1
8,7,5,0.3847774565219879,0.4036483367284139,-0.018870880206425966,0,1
8,7,6,0.3894044558207194,0.4036483367284139,-0.014243880907694462,0,1
8,7,8,0.4095935821533203,0.4036483367284139,0.005945245424906431,1,1
8,7,9,0.4157337546348572,0.4036483367284139,0.012085417906443296,1,1
8,8,1,0.3096708282828331,0.309418464700381,0.00025236358245211976,1,1
8,8,2,0.34382933874924976,0.309418464700381,0.03441087404886878,1,1
8,8,3,0.3271970848242442,0.309418464700381,0.01777862012386322,1,1
8,8,4,0.31335513790448505,0.309418464700381,0.003936673204104069,1,1
8,8,5,0.3235741853713989,0.309418464700381,0.014155720671017946,1,1
8,8,6,0.32954323788483936,0.309418464700381,0.020124773184458378,1,1
8,8,7,0.32601358989874524,0.309418464700381,0.016595125198364258,1,1
8,8,9,0.32304908335208893,0.309418464700381,0.013630618651707949,1,1
8,9,1,0.4187786430120468,0.43117035428682965,-0.012391711274782835,0,1
8,9,2,0.4486996332804362,0.43117035428682965,0.017529278993606567,1,1
8,9,3,0.4459095199902852,0.43117035428682965,0.01473916570345557,1,1
8,9,4,0.43358293175697327,0.43117035428682965,0.0024125774701436176,1,1
8,9,5,0.41198625167210895,0.43117035428682965,-0.0191841026147207,0,1
8,9,6,0.432666818300883,0.43117035428682965,0.0014964640140533447,1,1
8,9,7,0.4430026213328044,0.43117035428682965,0.011832267045974731,1,1
8,9,8,0.43873104453086853,0.43117035428682965,0.007560690244038881,1,1
