erp_amplitude_uv,erp_nontarget_epochs,erp_peak_latency_seconds,erp_split_half_reliability,erp_status,erp_target_epochs,erp_topography_norm,event_blocks,failure_reason,motion_coherence,participant,sealed_signal_opened,session,ssvep_epochs,ssvep_phase_consistency,ssvep_snr_db,ssvep_status,status,support_block_end,support_block_start,task
4.738667964935303,240,0.1015625,0.2982690794525328,success,60,37.12256622314453,30,,0.08648650348186493,sub-18,False,ses-03,,,,,success,18.87,0.0,ERP
,,,,,,,1,,0.1503027379512787,sub-18,False,ses-03,60,0.20131262240325148,-0.48186232007763047,success,success,538.84,0.0,SSVEP
4.256436347961426,240,0.1875,0.2584839879732542,success,60,40.11924743652344,30,,0.14015896618366241,sub-18,False,ses-04,,,,,success,20.17,0.0,ERP
,,,,,,,1,,0.20940348505973816,sub-18,False,ses-04,60,0.16114267395086362,0.10309024234300018,success,success,535.83,0.0,SSVEP
-2.5940423011779785,236,0.5703125,0.3431528551085722,success,64,21.9888916015625,30,,0.0051230015233159065,sub-19,False,ses-02,,,,,success,18.25,0.0,ERP
,,,,,,,3,,0.0033162131439894438,sub-19,False,ses-02,60,0.2999707662979466,0.780356046079404,success,success,131.66,0.0,SSVEP
-7.021103382110596,240,0.3828125,-0.21576683581195708,success,60,73.6396255493164,30,,0.0588684156537056,sub-19,False,ses-03,,,,,success,17.7,0.0,ERP
,,,,,,,3,,0.05049121379852295,sub-19,False,ses-03,60,0.12669817255308854,0.09971716970005913,success,success,129.03,0.0,SSVEP
-2.437563896179199,240,0.515625,0.3207628367509477,success,60,26.44211769104004,30,,0.1263396441936493,sub-19,False,ses-04,,,,,success,18.68,0.0,ERP
,,,,,,,2,,0.09993956983089447,sub-19,False,ses-04,60,0.04749985168136907,-0.17959048031065514,success,success,401.64,0.0,SSVEP
,,,,,,,,ValueError: processed record has no IMU channels,,sub-21,False,ses-02,,,,,failed_evaluator,,,ERP
,,,,,,,1,,0.012107346206903458,sub-21,False,ses-02,60,0.3369374792838048,3.5675021577044594,success,success,546.97,0.0,SSVEP
3.230314254760742,240,0.15625,0.0833396968171883,success,60,30.70331573486328,30,,0.20763111114501953,sub-21,False,ses-03,,,,,success,17.41,0.0,ERP
,,,,,,,1,,0.08079960942268372,sub-21,False,ses-03,60,0.21054106274385676,2.9612222731908364,success,success,542.83,0.0,SSVEP
4.743452548980713,240,0.7734375,0.5005720327270087,success,60,44.69327163696289,30,,0.08885091543197632,sub-21,False,ses-04,,,,,success,17.74,0.0,ERP
,,,,,,,1,,0.14880284667015076,sub-21,False,ses-04,60,0.2374399984117207,3.1098210885105306,success,success,539.08,0.0,SSVEP
2.9036786556243896,240,0.3046875,0.5115213922887062,success,60,35.65901565551758,30,,0.002936567412689328,sub-23,False,ses-02,,,,,success,20.22,0.0,ERP
,,,,,,,3,,0.006303072907030582,sub-23,False,ses-02,60,0.3010996563481116,0.48834368580984944,success,success,71.38,0.0,SSVEP
-5.620513916015625,240,0.453125,0.4166295062191706,success,60,53.60020446777344,30,,0.0545525886118412,sub-23,False,ses-03,,,,,success,18.22,0.0,ERP
,,,,,,,1,,0.027262331917881966,sub-23,False,ses-03,60,0.15641797341587108,-0.409960810662351,success,success,534.05,0.0,SSVEP
5.0115647315979,240,0.671875,0.12197367471506178,success,60,51.36391830444336,30,,0.08358047157526016,sub-23,False,ses-04,,,,,success,18.7,0.0,ERP
,,,,,,,1,,0.04001294821500778,sub-23,False,ses-04,60,0.2285153762973086,-0.5068023605992835,success,success,536.8,0.0,SSVEP
2.944453477859497,240,0.2890625,0.716506948410376,success,60,26.13363265991211,30,,0.015308458358049393,sub-24,False,ses-02,,,,,success,20.2,0.0,ERP
,,,,,,,,FileNotFoundError: /projects/EEG-foundation-model/mobile_bci/sub-24/ses-02/eeg/sub-24_ses-02_task-SSVEP_eeg.vhdr,,sub-24,False,ses-02,,,,,failed_evaluator,,,SSVEP
-2.0139856338500977,240,0.3828125,0.3759151343471837,success,60,29.781818389892578,30,,0.07196914404630661,sub-24,False,ses-03,,,,,success,20.2,0.0,ERP
,,,,,,,,FileNotFoundError: /projects/EEG-foundation-model/mobile_bci/sub-24/ses-03/eeg/sub-24_ses-03_task-SSVEP_eeg.vhdr,,sub-24,False,ses-03,,,,,failed_evaluator,,,SSVEP
-2.973289728164673,240,0.359375,0.09644208335276355,success,60,28.227882385253906,30,,0.11993470042943954,sub-24,False,ses-04,,,,,success,20.2,0.0,ERP
,,,,,,,,FileNotFoundError: /projects/EEG-foundation-model/mobile_bci/sub-24/ses-04/eeg/sub-24_ses-04_task-SSVEP_eeg.vhdr,,sub-24,False,ses-04,,,,,failed_evaluator,,,SSVEP
