participant,protocol,query_session,query_start,status,support_end,support_session,support_start,task,wrong_donor_1,wrong_donor_2,wrong_donor_3
sub-11,S1_MOTION_WITHIN_SESSION,ses-03,562.0,blocked_no_later_block,558.99,ses-03,0.0,SSVEP,sub-15,sub-17,sub-18
sub-11,S2_MOTION_XSPEED,ses-04,,eligible,558.99,ses-03,0.0,SSVEP,sub-09,sub-14,sub-15
sub-11,S1_MOTION_WITHIN_SESSION,ses-04,27.62,eligible,19.45,ses-04,0.0,ERP,sub-19,sub-21,sub-23
sub-11,S1_MOTION_WITHIN_SESSION,ses-04,165.79,eligible,133.37,ses-04,0.0,SSVEP,sub-07,sub-09,sub-12
sub-12,S0_STATIC_XSESSION,ses-03,,eligible,18.73,ses-02,0.0,ERP,sub-07,sub-09,sub-11
sub-12,S0_STATIC_XSESSION,ses-04,,eligible,18.73,ses-02,0.0,ERP,sub-07,sub-09,sub-11
sub-12,S0_STATIC_XSESSION,ses-03,,blocked_missing_primary_record,544.37,ses-02,0.0,SSVEP,sub-11,sub-14,sub-15
sub-12,S0_STATIC_XSESSION,ses-04,,eligible,544.37,ses-02,0.0,SSVEP,sub-11,sub-14,sub-15
sub-12,S1_MOTION_WITHIN_SESSION,ses-03,26.97,eligible,18.73,ses-03,0.0,ERP,sub-21,sub-23,sub-24
sub-12,S2_MOTION_XSPEED,ses-04,,eligible,18.73,ses-03,0.0,ERP,sub-09,sub-11,sub-14
sub-12,S1_MOTION_WITHIN_SESSION,ses-04,26.97,eligible,18.72,ses-04,0.0,ERP,sub-21,sub-23,sub-24
sub-12,S1_MOTION_WITHIN_SESSION,ses-04,538.53125,blocked_no_later_block,535.53,ses-04,0.0,SSVEP,sub-09,sub-11,sub-14
sub-14,S0_STATIC_XSESSION,ses-03,,eligible,20.21,ses-02,0.0,ERP,sub-11,sub-12,sub-15
sub-14,S0_STATIC_XSESSION,ses-04,,eligible,20.21,ses-02,0.0,ERP,sub-11,sub-12,sub-15
sub-14,S0_STATIC_XSESSION,ses-03,,eligible,538.16,ses-02,0.0,SSVEP,sub-15,sub-17,sub-18
sub-14,S0_STATIC_XSESSION,ses-04,,eligible,538.16,ses-02,0.0,SSVEP,sub-15,sub-17,sub-18
sub-14,S1_MOTION_WITHIN_SESSION,ses-03,28.63,eligible,20.19,ses-03,0.0,ERP,sub-24,sub-02,sub-03
sub-14,S2_MOTION_XSPEED,ses-04,,eligible,20.19,ses-03,0.0,ERP,sub-12,sub-15,sub-17
sub-14,S1_MOTION_WITHIN_SESSION,ses-03,535.8515625,blocked_no_later_block,532.84,ses-03,0.0,SSVEP,sub-19,sub-21,sub-23
sub-14,S2_MOTION_XSPEED,ses-04,,eligible,532.84,ses-03,0.0,SSVEP,sub-17,sub-18,sub-19
sub-14,S1_MOTION_WITHIN_SESSION,ses-04,28.62,eligible,20.18,ses-04,0.0,ERP,sub-24,sub-02,sub-03
sub-14,S1_MOTION_WITHIN_SESSION,ses-04,535.28125,blocked_no_later_block,532.27,ses-04,0.0,SSVEP,sub-12,sub-15,sub-17
sub-15,S0_STATIC_XSESSION,ses-03,,eligible,19.09,ses-02,0.0,ERP,sub-12,sub-14,sub-17
sub-15,S0_STATIC_XSESSION,ses-04,,eligible,19.09,ses-02,0.0,ERP,sub-12,sub-14,sub-17
sub-15,S0_STATIC_XSESSION,ses-03,,eligible,128.57,ses-02,0.0,SSVEP,sub-17,sub-18,sub-19
sub-15,S0_STATIC_XSESSION,ses-04,,eligible,128.57,ses-02,0.0,SSVEP,sub-17,sub-18,sub-19
sub-15,S1_MOTION_WITHIN_SESSION,ses-03,27.36,eligible,18.88,ses-03,0.0,ERP,sub-02,sub-03,sub-05
sub-15,S2_MOTION_XSPEED,ses-04,,eligible,18.88,ses-03,0.0,ERP,sub-14,sub-17,sub-18
sub-15,S1_MOTION_WITHIN_SESSION,ses-03,534.1015625,blocked_no_later_block,531.1,ses-03,0.0,SSVEP,sub-21,sub-23,sub-02
sub-15,S2_MOTION_XSPEED,ses-04,,eligible,531.1,ses-03,0.0,SSVEP,sub-18,sub-19,sub-21
sub-15,S1_MOTION_WITHIN_SESSION,ses-04,27.63,eligible,19.1,ses-04,0.0,ERP,sub-02,sub-03,sub-05
sub-15,S1_MOTION_WITHIN_SESSION,ses-04,130.18,eligible,102.91,ses-04,0.0,SSVEP,sub-14,sub-17,sub-18
sub-17,S0_STATIC_XSESSION,ses-03,,eligible,17.83,ses-02,0.0,ERP,sub-15,sub-18,sub-19
sub-17,S0_STATIC_XSESSION,ses-04,,eligible,17.83,ses-02,0.0,ERP,sub-15,sub-18,sub-19
sub-17,S0_STATIC_XSESSION,ses-03,,eligible,540.92,ses-02,0.0,SSVEP,sub-19,sub-21,sub-23
sub-17,S0_STATIC_XSESSION,ses-04,,eligible,540.92,ses-02,0.0,SSVEP,sub-19,sub-21,sub-23
sub-17,S1_MOTION_WITHIN_SESSION,ses-03,25.5,eligible,17.75,ses-03,0.0,ERP,sub-05,sub-06,sub-07
sub-17,S2_MOTION_XSPEED,ses-04,,eligible,17.75,ses-03,0.0,ERP,sub-18,sub-19,sub-21
sub-17,S1_MOTION_WITHIN_SESSION,ses-03,535.3515625,blocked_no_later_block,532.34,ses-03,0.0,SSVEP,sub-02,sub-03,sub-05
sub-17,S2_MOTION_XSPEED,ses-04,,eligible,532.34,ses-03,0.0,SSVEP,sub-21,sub-23,sub-02
sub-17,S1_MOTION_WITHIN_SESSION,ses-04,25.49,eligible,17.77,ses-04,0.0,ERP,sub-05,sub-06,sub-07
sub-17,S1_MOTION_WITHIN_SESSION,ses-04,536.953125,blocked_no_later_block,533.94,ses-04,0.0,SSVEP,sub-18,sub-19,sub-21
sub-18,S0_STATIC_XSESSION,ses-03,,eligible,20.23,ses-02,0.0,ERP,sub-17,sub-19,sub-23
sub-18,S0_STATIC_XSESSION,ses-04,,eligible,20.23,ses-02,0.0,ERP,sub-17,sub-19,sub-23
sub-18,S0_STATIC_XSESSION,ses-03,,eligible,128.26,ses-02,0.0,SSVEP,sub-21,sub-23,sub-02
sub-18,S0_STATIC_XSESSION,ses-04,,eligible,128.26,ses-02,0.0,SSVEP,sub-21,sub-23,sub-02
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,26.76,eligible,18.87,ses-03,0.0,ERP,sub-06,sub-07,sub-09
sub-18,S2_MOTION_XSPEED,ses-04,,eligible,18.87,ses-03,0.0,ERP,sub-19,sub-21,sub-23
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,541.84375,blocked_no_later_block,538.84,ses-03,0.0,SSVEP,sub-03,sub-05,sub-06
sub-18,S2_MOTION_XSPEED,ses-04,,eligible,538.84,ses-03,0.0,SSVEP,sub-23,sub-02,sub-03
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,28.62,eligible,20.17,ses-04,0.0,ERP,sub-06,sub-07,sub-09
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,538.8359375,blocked_no_later_block,535.83,ses-04,0.0,SSVEP,sub-19,sub-21,sub-23
sub-19,S0_STATIC_XSESSION,ses-03,,eligible,18.25,ses-02,0.0,ERP,sub-18,sub-23,sub-24
sub-19,S0_STATIC_XSESSION,ses-04,,eligible,18.25,ses-02,0.0,ERP,sub-18,sub-23,sub-24
sub-19,S0_STATIC_XSESSION,ses-03,,eligible,131.66,ses-02,0.0,SSVEP,sub-23,sub-02,sub-03
sub-19,S0_STATIC_XSESSION,ses-04,,eligible,131.66,ses-02,0.0,SSVEP,sub-23,sub-02,sub-03
sub-19,S1_MOTION_WITHIN_SESSION,ses-03,25.42,eligible,17.7,ses-03,0.0,ERP,sub-07,sub-09,sub-11
sub-19,S2_MOTION_XSPEED,ses-04,,eligible,17.7,ses-03,0.0,ERP,sub-21,sub-23,sub-24
sub-19,S1_MOTION_WITHIN_SESSION,ses-03,188.15,eligible,129.03,ses-03,0.0,SSVEP,sub-05,sub-06,sub-07
sub-19,S2_MOTION_XSPEED,ses-04,,eligible,129.03,ses-03,0.0,SSVEP,sub-02,sub-03,sub-05
sub-19,S1_MOTION_WITHIN_SESSION,ses-04,26.92,eligible,18.68,ses-04,0.0,ERP,sub-07,sub-09,sub-11
sub-19,S1_MOTION_WITHIN_SESSION,ses-04,433.72,eligible,401.64,ses-04,0.0,SSVEP,sub-21,sub-23,sub-02
sub-21,S0_STATIC_XSESSION,ses-03,,eligible,546.97,ses-02,0.0,SSVEP,sub-11,sub-12,sub-14
sub-21,S0_STATIC_XSESSION,ses-04,,eligible,546.97,ses-02,0.0,SSVEP,sub-11,sub-12,sub-14
sub-21,S1_MOTION_WITHIN_SESSION,ses-03,25.82,eligible,17.41,ses-03,0.0,ERP,sub-19,sub-23,sub-24
sub-21,S2_MOTION_XSPEED,ses-04,,eligible,17.41,ses-03,0.0,ERP,sub-09,sub-11,sub-12
sub-21,S1_MOTION_WITHIN_SESSION,ses-03,545.8359375,blocked_no_later_block,542.83,ses-03,0.0,SSVEP,sub-15,sub-17,sub-18
sub-21,S2_MOTION_XSPEED,ses-04,,eligible,542.83,ses-03,0.0,SSVEP,sub-11,sub-14,sub-15
sub-21,S1_MOTION_WITHIN_SESSION,ses-04,25.61,eligible,17.74,ses-04,0.0,ERP,sub-19,sub-23,sub-24
sub-21,S1_MOTION_WITHIN_SESSION,ses-04,542.0859375,blocked_no_later_block,539.08,ses-04,0.0,SSVEP,sub-09,sub-11,sub-12
sub-23,S0_STATIC_XSESSION,ses-03,,eligible,20.22,ses-02,0.0,ERP,sub-11,sub-12,sub-14
sub-23,S0_STATIC_XSESSION,ses-04,,eligible,20.22,ses-02,0.0,ERP,sub-11,sub-12,sub-14
sub-23,S0_STATIC_XSESSION,ses-03,,eligible,71.38,ses-02,0.0,SSVEP,sub-14,sub-15,sub-17
sub-23,S0_STATIC_XSESSION,ses-04,,eligible,71.38,ses-02,0.0,SSVEP,sub-14,sub-15,sub-17
sub-23,S1_MOTION_WITHIN_SESSION,ses-03,26.44,eligible,18.22,ses-03,0.0,ERP,sub-24,sub-02,sub-03
sub-23,S2_MOTION_XSPEED,ses-04,,eligible,18.22,ses-03,0.0,ERP,sub-12,sub-14,sub-15
sub-23,S1_MOTION_WITHIN_SESSION,ses-03,537.0546875,blocked_no_later_block,534.05,ses-03,0.0,SSVEP,sub-18,sub-19,sub-21
sub-23,S2_MOTION_XSPEED,ses-04,,eligible,534.05,ses-03,0.0,SSVEP,sub-15,sub-17,sub-18
sub-23,S1_MOTION_WITHIN_SESSION,ses-04,26.94,eligible,18.7,ses-04,0.0,ERP,sub-24,sub-02,sub-03
sub-23,S1_MOTION_WITHIN_SESSION,ses-04,539.8046875,blocked_no_later_block,536.8,ses-04,0.0,SSVEP,sub-12,sub-14,sub-15
sub-24,S0_STATIC_XSESSION,ses-03,,eligible,20.2,ses-02,0.0,ERP,sub-12,sub-14,sub-15
sub-24,S0_STATIC_XSESSION,ses-04,,eligible,20.2,ses-02,0.0,ERP,sub-12,sub-14,sub-15
sub-24,S1_MOTION_WITHIN_SESSION,ses-03,28.65,eligible,20.2,ses-03,0.0,ERP,sub-02,sub-03,sub-05
sub-24,S2_MOTION_XSPEED,ses-04,,eligible,20.2,ses-03,0.0,ERP,sub-14,sub-15,sub-17
sub-24,S1_MOTION_WITHIN_SESSION,ses-04,28.66,eligible,20.2,ses-04,0.0,ERP,sub-02,sub-03,sub-05
