job_id,job,profile,requested_partition,requested_resources,dependency,state,exit_code,node,actual_alloc_tres,evidence,scientific_admissibility
"918793","audit_runtime","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu11","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918793.json;reports/environments/eeg2025/jobs/918793/status.json;reports/environments/eeg2025/jobs/918793/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918794","audit_runtime","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918793","completed","0","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918794.json;reports/environments/icml/jobs/918794/status.json;reports/environments/icml/jobs/918794/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918795","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu11","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918795.json;reports/control_plane_validation/jobs/918795/status.json;reports/control_plane_validation/jobs/918795/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918796","review_attachments","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918794","parent_attachment_phase_complete_pending_registered_pdf_renderers_and_full_read","0","nodecpu11","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918796.json;reports/attachment_jobs/918796/status.json;reports/attachment_jobs/918796/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918797","extract_pdf","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918796","failed","139","nodecpu11","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918797.json;reports/attachment_jobs/918797/status.json;reports/attachment_jobs/918797/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918798","extract_pdf","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918796","failed","139","nodecpu11","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918798.json;reports/attachment_jobs/918798/status.json;reports/attachment_jobs/918798/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918799","extract_pdf","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918796","failed","139","nodecpu11","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918799.json;reports/attachment_jobs/918799/status.json;reports/attachment_jobs/918799/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918800","extract_pdf","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918796","failed","139","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918800.json;reports/attachment_jobs/918800/status.json;reports/attachment_jobs/918800/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918801","extract_pdf","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918796","failed","139","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918801.json;reports/attachment_jobs/918801/status.json;reports/attachment_jobs/918801/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918802","extract_pdf","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918796","failed","139","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918802.json;reports/attachment_jobs/918802/status.json;reports/attachment_jobs/918802/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918803","extract_pdf","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918796","failed","139","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918803.json;reports/attachment_jobs/918803/status.json;reports/attachment_jobs/918803/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918804","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918804.json;reports/control_plane_validation/jobs/918804/status.json;reports/control_plane_validation/jobs/918804/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918805","audit_runtime","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918805.json;reports/environments/eeg2025/jobs/918805/status.json;reports/environments/eeg2025/jobs/918805/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918806","audit_runtime","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918805","completed","0","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918806.json;reports/environments/icml/jobs/918806/status.json;reports/environments/icml/jobs/918806/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918807","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918807.json;reports/control_plane_validation/jobs/918807/status.json;reports/control_plane_validation/jobs/918807/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918808","review_attachments","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918806","parent_attachment_phase_complete_pending_registered_pdf_renderers_and_full_read","0","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918808.json;reports/attachment_jobs/918808/status.json;reports/attachment_jobs/918808/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918809","extract_pdf","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918808","failed","139","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918809.json;reports/attachment_jobs/918809/status.json;reports/attachment_jobs/918809/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918814","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu11","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918814.json;reports/control_plane_validation/jobs/918814/status.json;reports/control_plane_validation/jobs/918814/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918815","audit_runtime","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu11","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918815.json;reports/environments/eeg2025/jobs/918815/status.json;reports/environments/eeg2025/jobs/918815/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918816","audit_runtime","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918815","completed","0","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918816.json;reports/environments/icml/jobs/918816/status.json;reports/environments/icml/jobs/918816/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918817","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu11","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918817.json;reports/control_plane_validation/jobs/918817/status.json;reports/control_plane_validation/jobs/918817/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918818","review_attachments","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918816","parent_attachment_phase_complete_pending_registered_pdf_renderers_and_full_read","0","nodecpu11","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918818.json;reports/attachment_jobs/918818/status.json;reports/attachment_jobs/918818/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918819","extract_pdf","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918818","failed","139","nodecpu11","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918819.json;reports/attachment_jobs/918819/status.json;reports/attachment_jobs/918819/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918821","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918821.json;reports/control_plane_validation/jobs/918821/status.json;reports/control_plane_validation/jobs/918821/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918822","audit_runtime","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918822.json;reports/environments/eeg2025/jobs/918822/status.json;reports/environments/eeg2025/jobs/918822/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918823","audit_runtime","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918822","completed","0","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918823.json;reports/environments/icml/jobs/918823/status.json;reports/environments/icml/jobs/918823/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918824","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918824.json;reports/control_plane_validation/jobs/918824/status.json;reports/control_plane_validation/jobs/918824/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918825","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918825.json;reports/control_plane_validation/jobs/918825/status.json;reports/control_plane_validation/jobs/918825/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918826","audit_runtime","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918826.json;reports/environments/eeg2025/jobs/918826/status.json;reports/environments/eeg2025/jobs/918826/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918827","audit_runtime","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918826","completed","0","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918827.json;reports/environments/icml/jobs/918827/status.json;reports/environments/icml/jobs/918827/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918828","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918828.json;reports/control_plane_validation/jobs/918828/status.json;reports/control_plane_validation/jobs/918828/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918829","review_attachments","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918827","parent_attachment_phase_complete_pending_registered_pdf_renderers_and_full_read","0","nodecpu10","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918829.json;reports/attachment_jobs/918829/status.json;reports/attachment_jobs/918829/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918830","extract_pdf","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918829","failed","3","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918830.json;reports/attachment_jobs/918830/status.json;reports/attachment_jobs/918830/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918831","extract_pdf","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918829","failed","3","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918831.json;reports/attachment_jobs/918831/status.json;reports/attachment_jobs/918831/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918832","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu05","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918832.json;reports/control_plane_validation/jobs/918832/status.json;reports/control_plane_validation/jobs/918832/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918833","audit_runtime","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu05","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918833.json;reports/environments/eeg2025/jobs/918833/status.json;reports/environments/eeg2025/jobs/918833/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918834","audit_runtime","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918833","completed","0","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918834.json;reports/environments/icml/jobs/918834/status.json;reports/environments/icml/jobs/918834/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918835","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu05","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918835.json;reports/control_plane_validation/jobs/918835/status.json;reports/control_plane_validation/jobs/918835/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918836","audit_runtime","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu05","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918836.json;reports/environments/eeg2025/jobs/918836/status.json;reports/environments/eeg2025/jobs/918836/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918837","audit_runtime","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918836","completed","0","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918837.json;reports/environments/icml/jobs/918837/status.json;reports/environments/icml/jobs/918837/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918838","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu05","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918838.json;reports/control_plane_validation/jobs/918838/status.json;reports/control_plane_validation/jobs/918838/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918839","review_attachments","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918837","parent_attachment_phase_complete_pending_registered_pdf_renderers_and_full_read","0","nodecpu05","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918839.json;reports/attachment_jobs/918839/status.json;reports/attachment_jobs/918839/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918840","extract_pdf","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918839","failed","3","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918840.json;reports/attachment_jobs/918840/status.json;reports/attachment_jobs/918840/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918842","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu05","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918842.json;reports/control_plane_validation/jobs/918842/status.json;reports/control_plane_validation/jobs/918842/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918843","audit_runtime","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu05","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918843.json;reports/environments/eeg2025/jobs/918843/status.json;reports/environments/eeg2025/jobs/918843/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918844","audit_runtime","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918843","completed","0","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918844.json;reports/environments/icml/jobs/918844/status.json;reports/environments/icml/jobs/918844/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918845","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu05","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918845.json;reports/control_plane_validation/jobs/918845/status.json;reports/control_plane_validation/jobs/918845/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918846","review_attachments","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918844","parent_attachment_phase_complete_pending_registered_pdf_renderers_and_full_read","0","nodecpu05","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918846.json;reports/attachment_jobs/918846/status.json;reports/attachment_jobs/918846/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918847","extract_pdf","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918846","failed","139","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918847.json;reports/attachment_jobs/918847/status.json;reports/attachment_jobs/918847/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918848","extract_pdf","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918846","failed","139","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918848.json;reports/attachment_jobs/918848/status.json;reports/attachment_jobs/918848/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918849","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu05","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918849.json;reports/control_plane_validation/jobs/918849/status.json;reports/control_plane_validation/jobs/918849/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918850","audit_runtime","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu05","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918850.json;reports/environments/eeg2025/jobs/918850/status.json;reports/environments/eeg2025/jobs/918850/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918851","audit_runtime","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918850","failed","1","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918851.json;reports/environments/icml/jobs/918851/status.json;reports/environments/icml/jobs/918851/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918853","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu05","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918853.json;reports/control_plane_validation/jobs/918853/status.json;reports/control_plane_validation/jobs/918853/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918854","audit_runtime","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu05","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918854.json;reports/environments/eeg2025/jobs/918854/status.json;reports/environments/eeg2025/jobs/918854/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918855","audit_runtime","L40S","L40S","cpu=8;mem=64G;gres=gpu:1;time=02:00:00;account=c2s;qos=normal","afterok:918854","failed","1","node39","cpu=8,mem=64G,node=1,billing=28,gres/gpu=1","reports/slurm/submissions/918855.json;reports/environments/icml/jobs/918855/status.json;reports/environments/icml/jobs/918855/slurm_allocation.json","failure_or_cancellation_evidence_only_not_scientific"
"918884","validate_control_plane","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","none","completed","0","nodecpu04","cpu=2,mem=8G,node=1,billing=2","reports/slurm/submissions/918884.json;reports/control_plane_validation/jobs/918884/status.json;reports/control_plane_validation/jobs/918884/slurm_allocation.json","administrative_evidence_only_not_scientific"
"918885","audit_runtime","cpu","CPU","cpu=2;mem=8G;gres=null;time=00:30:00;account=c2s;qos=normal","afterok:918884","failed","1","unavailable","unavailable","reports/slurm/submissions/918885.json;reports/environments/eeg2025/jobs/918885/status.json","failure_or_cancellation_evidence_only_not_scientific"
