effect,estimand,exact_cell,unit_id
7.71850231118254e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p02
1.7554657633644943e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p03
1.6216302851645992e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p06
8.611291273386001e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p07
-9.30927087472444e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p08
5.683095529174231e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p09
9.93003180405072e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p10
-8.723190875192799e-08,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p11
1.2846480951789196e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p12
-3.795164194020373e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p13
-3.5087915445375373e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p14
4.717790331731919e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p15
-8.654498750981787e-08,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p16
-1.1253841469827108e-08,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p17
-1.4031211248433095e-08,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study02|layout_02|200,study02/study02_p18
-3.0450954782712536e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study03|layout_03|200,study03/study03_p03
3.998260561466349e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study03|layout_03|200,study03/study03_p19
-1.4973612905144762e-08,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study03|layout_03|200,study03/study03_p20
6.90136096992422e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study03|layout_03|200,study03/study03_p21
-1.7115447504822967e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study03|layout_03|200,study03/study03_p22
8.953930296651258e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study03|layout_03|200,study03/study03_p23
-4.065136430253524e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study03|layout_03|200,study03/study03_p24
3.869619912277855e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study03|layout_03|200,study03/study03_p25
-2.908967789427841e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study03|layout_03|200,study03/study03_p26
5.35633154830073e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study03|layout_03|200,study03/study03_p27
-7.40634395202111e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p03
-1.1439546668823297e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p08
1.386047080109698e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p24
1.0964473806107655e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p28
-1.6096068577997613e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p29
-2.021668863677606e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p30
3.916574187745603e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p31
9.659651181909146e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p32
8.589396533253968e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p33
8.654154354248433e-08,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p34
-1.8735018842974682e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p35
-2.1433537052972795e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p36
-2.1205019423153892e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p37
1.2088281285960178e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p38
-5.405695935878363e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study04|layout_04|100,study04/study04_p39
-5.982170331320091e-08,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study05|layout_05|256,study05/study05_p06
2.2948284195134505e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study05|layout_05|256,study05/study05_p10
5.066500041728261e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study05|layout_05|256,study05/study05_p24
-3.1945593257365346e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study05|layout_05|256,study05/study05_p40
-1.6108995517516433e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study05|layout_05|256,study05/study05_p41
-1.0516117901482325e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study05|layout_05|256,study05/study05_p43
-4.6422992969752386e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study05|layout_05|256,study05/study05_p44
-9.384970544756843e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study05|layout_05|256,study05/study05_p45
3.3212657818970648e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study05|layout_05|256,study05/study05_p46
1.3077836948371946e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study05|layout_05|256,study05/study05_p47
-1.9285279839742486e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study05|layout_05|256,study05/study05_p48
2.8638886785392614e-06,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study05|layout_05|256,study05/study05_p49
5.131234220301373e-07,H2_DIFF_MATCH_minus_DIFF_POP_EOG_coherence_utility,study05|layout_05|256,study05/study05_p50
1.4934899455198991e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study01|layout_01|200,study01/study01_p01
-4.288330779408933e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study01|layout_01|200,study01/study01_p02
3.0118332411399606e-08,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study01|layout_01|200,study01/study01_p03
2.7130081129977945e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study01|layout_01|200,study01/study01_p04
-3.5328145306379177e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study01|layout_01|200,study01/study01_p05
1.9657302852138514e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p02
4.954557730196818e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p03
1.870930145475569e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p06
8.079275160000066e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p07
-9.774540493667772e-08,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p08
8.429630248274478e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p09
1.7234557656564675e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p10
1.7430281884500687e-08,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p11
1.974943031890497e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p12
-7.371826891144906e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p13
-7.83262729675549e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p14
-1.279145660504355e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p15
-5.138438735619033e-08,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p16
1.0699305165728923e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p17
7.33294172994281e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study02|layout_02|200,study02/study02_p18
-2.2237293278437598e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study03|layout_03|200,study03/study03_p03
4.512493680330909e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study03|layout_03|200,study03/study03_p19
4.520968269750014e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study03|layout_03|200,study03/study03_p20
1.0336810391531337e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study03|layout_03|200,study03/study03_p21
-1.1402104815871894e-09,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study03|layout_03|200,study03/study03_p22
5.102015976921059e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study03|layout_03|200,study03/study03_p23
-5.463139596262323e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study03|layout_03|200,study03/study03_p24
8.016510710806557e-08,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study03|layout_03|200,study03/study03_p25
-1.7955685976955849e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study03|layout_03|200,study03/study03_p26
5.164136714363998e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study03|layout_03|200,study03/study03_p27
-2.8450585221051483e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p03
-3.317171259120677e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p08
2.216720275116657e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p24
4.788487509066464e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p28
8.733128159521542e-08,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p29
-1.8191666950606589e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p30
2.685499830401561e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p31
1.2330636643242965e-05,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p32
8.342872118372036e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p33
4.617716253818571e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p34
7.763971303698103e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p35
3.2667567648192453e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p36
6.519318507924865e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p37
3.768977293316933e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p38
2.5904181348290756e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study04|layout_04|100,study04/study04_p39
-1.7519928352527359e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study05|layout_05|256,study05/study05_p06
2.2173164593297656e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study05|layout_05|256,study05/study05_p10
1.485384649724253e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study05|layout_05|256,study05/study05_p24
-1.7485882100043426e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study05|layout_05|256,study05/study05_p40
8.1214936598073e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study05|layout_05|256,study05/study05_p41
-6.745032802291107e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study05|layout_05|256,study05/study05_p43
4.321580810984216e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study05|layout_05|256,study05/study05_p44
3.6114658169550395e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study05|layout_05|256,study05/study05_p45
6.751847909658437e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study05|layout_05|256,study05/study05_p46
1.061033849891757e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study05|layout_05|256,study05/study05_p47
-8.329599739953508e-07,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study05|layout_05|256,study05/study05_p48
1.0190738270465793e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study05|layout_05|256,study05/study05_p49
-1.1507420148437753e-06,H2_DIFF_MATCH_minus_DIFF_SHUFFLED_EOG_coherence_utility,study05|layout_05|256,study05/study05_p50
