dataset,subject,record,channels,regressors,operator_between_sq,operator_within_sq,operator_norm,episodes,severity_median,severity_p90,kind
mobilebci,sub-05,sub-05|ses-02|SSVEP,46,2,0.011163700436436776,6.374468466250695e-05,0.9970301633834899,4,0.8463840658632196,1.5858956469142982,operator+covariance
mobilebci,sub-05,sub-05|ses-03|ERP,46,2,0.032697552393616894,0.0009364903183627529,3.412399605791522,2,0.36930252303619354,0.591872811061023,operator+covariance
mobilebci,sub-05,sub-05|ses-03|SSVEP,46,2,0.00967296183508413,0.0019999343452201733,2.357014181238111,2,0.21187061928617668,0.3714650172913494,operator+covariance
mobilebci,sub-05,sub-05|ses-04|ERP,46,2,0.016308718974865456,0.0007105912370052392,2.441098518459923,2,0.4954507721160419,0.6501791097277027,operator+covariance
mobilebci,sub-05,sub-05|ses-04|SSVEP,46,2,0.02241479551304647,0.006001184748645734,2.702569097496397,2,0.4793493948563836,0.8597054115684265,operator+covariance
mobilebci,sub-06,sub-06|ses-02|ERP,46,2,0.010848442187639378,0.0007678531756176591,1.9933910946123343,4,0.21812569714977986,1.4078867688981906,operator+covariance
mobilebci,sub-06,sub-06|ses-02|SSVEP,46,2,0.010186303461780974,0.00016351265907673453,1.0904557585514545,4,0.23571040270941926,0.3456076844504058,operator+covariance
mobilebci,sub-06,sub-06|ses-03|ERP,46,2,0.014603870513736288,0.00020087131526846109,2.7478633475443637,2,0.17255658250400085,0.3106018485072015,operator+covariance
mobilebci,sub-06,sub-06|ses-03|SSVEP,46,2,0.03086839262631305,0.0003970928656819904,3.351955733460515,2,0.36933391643612196,0.5176040183282936,operator+covariance
mobilebci,sub-06,sub-06|ses-04|ERP,46,2,0.01942859230104405,0.0014595381690906185,2.7870661958820566,2,0.1054343210068748,0.1316804954886639,operator+covariance
mobilebci,sub-06,sub-06|ses-04|SSVEP,46,2,0.04414964330348606,0.0009531212242748653,3.6123547707085226,2,0.18076325083957057,0.325373851511227,operator+covariance
mobilebci,sub-07,sub-07|ses-02|ERP,46,2,0.012707053038507301,0.0004962520252775731,0.9608387355593576,4,0.1759213648025716,0.5832146617987358,operator+covariance
mobilebci,sub-07,sub-07|ses-02|SSVEP,46,2,0.012233121460298311,0.0020751593050380153,0.9788186668038003,4,0.2572090779367333,0.7530294259333449,operator+covariance
mobilebci,sub-07,sub-07|ses-03|ERP,46,2,0.012425374206963848,0.0009808427091732399,2.5203584027046193,2,0.3227064124928713,0.3307802411653801,operator+covariance
mobilebci,sub-07,sub-07|ses-03|SSVEP,46,2,0.007589958445454579,0.007768571391723781,1.4394590334229287,2,0.2379725291597293,0.4233328442789981,operator+covariance
mobilebci,sub-07,sub-07|ses-04|ERP,46,2,0.02573250967269499,0.01820922481823697,1.7868176681381138,2,0.35669440777362893,0.3706114693530071,operator+covariance
mobilebci,sub-07,sub-07|ses-04|SSVEP,46,2,0.015737644266389288,0.002907696371438303,1.0249939001535162,2,0.0596756860552185,0.10741623489939331,operator+covariance
mobilebci,sub-09,sub-09|ses-02|ERP,46,2,0.019358896875757946,0.0005300624623117887,0.8774308393249751,4,0.7574002370683139,2.889375441622951,operator+covariance
mobilebci,sub-09,sub-09|ses-02|SSVEP,46,2,1.3696584691797395,0.5231356780389962,11.28816063250409,4,4.446630608668995,5.412484569155963,operator+covariance
mobilebci,sub-09,sub-09|ses-03|ERP,46,2,0.06457365722013376,0.026670761993232803,2.71377400173028,2,24.752791988689182,26.638632916397974,operator+covariance
mobilebci,sub-09,sub-09|ses-03|SSVEP,46,2,0.017101522066394117,0.006865800625499559,1.0815822273166584,2,0.9247746064822114,1.2388521996858584,operator+covariance
mobilebci,sub-09,sub-09|ses-04|ERP,46,2,0.009877608053282486,0.001007984847839076,1.1284157130025354,2,0.2234212456762458,0.40215824221724245,operator+covariance
mobilebci,sub-09,sub-09|ses-04|SSVEP,46,2,0.3442746081331142,0.21813821665246821,5.384605426848091,2,0.19636001365931743,0.2851804123520771,operator+covariance
mobilebci,sub-11,sub-11|ses-02|ERP,46,2,0.01071066093265369,0.0004777688600506786,1.0998455882993123,4,0.3243776035456742,0.5928043362691678,operator+covariance
mobilebci,sub-11,sub-11|ses-02|SSVEP,46,2,0.02517397384166585,0.014913531157087852,0.9254420711332557,4,0.0,0.2119788839116732,operator+covariance
mobilebci,sub-11,sub-11|ses-03|ERP,46,2,0.011349158535792136,0.0016141970088249117,2.6095771051720043,2,0.11718980370224363,0.21094164666403856,operator+covariance
mobilebci,sub-11,sub-11|ses-03|SSVEP,46,2,0.04738780259790602,0.04361088593178529,3.4640844631055896,2,0.11993054819366458,0.2105099015069211,operator+covariance
mobilebci,sub-11,sub-11|ses-04|ERP,46,2,0.051900272149702345,0.005334093855031283,3.4330635376456478,2,0.027266139789975236,0.04907905162195543,operator+covariance
mobilebci,sub-11,sub-11|ses-04|SSVEP,46,2,0.08479162504012772,0.0115613831293647,3.733780235086621,2,0.01378797789835918,0.024818360217046524,operator+covariance
mobilebci,sub-12,sub-12|ses-02|ERP,46,2,0.008085019081779344,0.003733994671864351,2.2625625203642956,4,0.493312477987382,1.017282562752415,operator+covariance
mobilebci,sub-12,sub-12|ses-02|SSVEP,46,2,0.007360409305198179,0.0009375668583208667,1.428733595272022,4,0.26041228531227956,0.8028966342728037,operator+covariance
mobilebci,sub-12,sub-12|ses-03|ERP,46,2,0.118488218722456,0.003626612218541418,4.8727865454460275,2,0.6002317823213125,0.698261585041423,operator+covariance
mobilebci,sub-12,sub-12|ses-03|SSVEP,46,2,0.04038791613273141,0.0019612114200045767,3.6096946983276426,2,0.27805173577173037,0.3669202645096026,operator+covariance
mobilebci,sub-12,sub-12|ses-04|ERP,46,2,0.2380288445777621,0.005008496567442638,6.131693300854254,2,0.5372787548279845,0.7307553492526725,operator+covariance
mobilebci,sub-12,sub-12|ses-04|SSVEP,46,2,0.20044644161826536,0.015533083856572174,5.467782639804797,2,0.24814097233251944,0.44244627349874416,operator+covariance
mobilebci,sub-14,sub-14|ses-02|ERP,46,2,0.011638125232239133,0.0004168497434403562,2.276205431703412,4,0.5221788991676352,0.6750876215976361,operator+covariance
mobilebci,sub-14,sub-14|ses-02|SSVEP,46,2,0.00824698894741685,0.0006786470625697493,1.523571169568936,4,0.08258121846894925,0.8082492722826211,operator+covariance
mobilebci,sub-14,sub-14|ses-03|ERP,46,2,0.06421301459758251,0.001786584522071023,3.782932925287634,2,0.5068274574966128,0.9122894234939032,operator+covariance
mobilebci,sub-14,sub-14|ses-03|SSVEP,46,2,0.08188502084030821,0.005926692582550286,4.1426957820421535,2,0.0026252114210137787,0.0047253805578248015,operator+covariance
mobilebci,sub-14,sub-14|ses-04|ERP,46,2,0.06602955035631633,0.015274063907285092,3.458234152481635,2,0.22714241901222657,0.27333792769693815,operator+covariance
mobilebci,sub-14,sub-14|ses-04|SSVEP,46,2,0.0682995999238576,0.0013702229684994468,3.7724861161064385,2,0.08251202983400219,0.11433972102941123,operator+covariance
mobilebci,sub-15,sub-15|ses-02|ERP,46,2,0.025889652259246155,3.6116171973189166e-05,0.3960072650810398,4,0.32641494613580607,0.5421787459269386,operator+covariance
mobilebci,sub-15,sub-15|ses-02|SSVEP,46,2,0.02050710282301119,0.0005832711352739063,0.5892210220070493,4,1.2467657069468028,6.349386737610537,operator+covariance
mobilebci,sub-15,sub-15|ses-03|ERP,46,2,0.005410259329635368,0.00011882745635370804,1.488798383699449,2,0.02185821408903622,0.0393447853602652,operator+covariance
mobilebci,sub-15,sub-15|ses-03|SSVEP,46,2,0.006392518516400421,0.00012151715691564936,1.537784134661881,2,0.0013555335428390547,0.0024399603771102984,operator+covariance
mobilebci,sub-15,sub-15|ses-04|ERP,46,2,0.020897689125303546,0.0005550013881928316,1.6295592070587153,2,0.19776076710136026,0.25647572679514374,operator+covariance
mobilebci,sub-15,sub-15|ses-04|SSVEP,46,2,0.008416249490979693,0.0015121648351924188,1.4538242114779008,2,0.0968210717221928,0.1319288718947156,operator+covariance
mobilebci,sub-17,sub-17|ses-02|ERP,46,2,0.019678566148691196,8.345699202992726e-05,0.6296243260376746,4,0.5012784766372618,1.1724431811359444,operator+covariance
mobilebci,sub-17,sub-17|ses-02|SSVEP,46,2,0.020180684540541095,0.0008825760967319252,0.5893468369743502,4,0.28225029801135665,0.5634101634824134,operator+covariance
mobilebci,sub-17,sub-17|ses-03|ERP,46,2,0.00694369843858597,0.002414309788021505,1.443967043825568,2,0.48881776829835705,0.7234555752673002,operator+covariance
mobilebci,sub-17,sub-17|ses-03|SSVEP,46,2,0.006657013856574335,0.0012774134538610094,1.3507141144808734,2,0.27081463238286946,0.30794890496177624,operator+covariance
mobilebci,sub-17,sub-17|ses-04|ERP,46,2,0.007009903584364288,0.00022981147050938234,1.6974845418234055,2,0.21909113264233732,0.29498047176623565,operator+covariance
mobilebci,sub-17,sub-17|ses-04|SSVEP,46,2,0.024301608712902854,0.010515502477397265,1.665248455127703,2,0.17507820506738783,0.3151407691212981,operator+covariance
mobilebci,sub-18,sub-18|ses-02|ERP,46,2,0.018859418083426,0.00034111070374548283,0.6567268387674697,4,0.2772679810625147,0.383074404565158,operator+covariance
mobilebci,sub-18,sub-18|ses-02|SSVEP,46,2,0.009662317348334464,0.00026423882117175757,1.236646033992336,4,0.13020525509000208,1.294530916722851,operator+covariance
mobilebci,sub-18,sub-18|ses-03|ERP,46,2,0.11429755298464923,0.001043678197062411,4.783777000601898,2,0.25484279685956474,0.27034683913688423,operator+covariance
mobilebci,sub-18,sub-18|ses-03|SSVEP,46,2,0.05800377607213591,0.0008354315101489553,3.93035692134112,2,0.8131149558669595,0.8971893048757525,operator+covariance
mobilebci,sub-18,sub-18|ses-04|ERP,46,2,0.009768201209679897,0.0014587266646611523,2.013052511306873,2,0.13952028897144575,0.1919435699104391,operator+covariance
mobilebci,sub-18,sub-18|ses-04|SSVEP,46,2,0.06281518321029624,0.0755875772143039,3.36367604196905,2,0.08951078655225775,0.10375247011786402,operator+covariance
mobilebci,sub-19,sub-19|ses-02|ERP,46,2,0.006625209426197434,6.819228704216215e-05,1.3620030166459316,4,0.21317336996585148,2.0913528006996973,operator+covariance
mobilebci,sub-19,sub-19|ses-02|SSVEP,46,2,0.014357052518770933,0.0014661518219648878,0.9311730002089889,4,0.01776718559207082,0.22247417307021666,operator+covariance
mobilebci,sub-19,sub-19|ses-03|ERP,46,2,0.005644529943807726,0.000646498174970773,2.1520122290353676,2,0.13267542293416923,0.23619884482845144,operator+covariance
mobilebci,sub-19,sub-19|ses-03|SSVEP,46,2,0.05906414007331823,0.03653542331891389,3.691311103473757,2,0.19515288082801938,0.3512751854904349,operator+covariance
mobilebci,sub-19,sub-19|ses-04|ERP,46,2,0.00595855334493291,0.001580871523068493,1.9652278385758013,2,0.12758492265714627,0.2090526712725732,operator+covariance
mobilebci,sub-19,sub-19|ses-04|SSVEP,46,2,9.461703625864589,25.830195287854863,30.030398730164002,2,1.2303490153326875,1.778588986271551,operator+covariance
mobilebci,sub-21,sub-21|ses-02|ERP,46,2,0.008846228461664213,0.0001882394805957207,1.669097340737547,4,0.41272998729026006,2.3766023765522393,operator+covariance
mobilebci,sub-21,sub-21|ses-02|SSVEP,46,2,0.011036746789184274,3.244065566298199e-05,0.9820457800451492,4,0.09424833240657012,0.1891590781547326,operator+covariance
mobilebci,sub-21,sub-21|ses-03|ERP,46,2,0.4655337945640333,0.07079004286276591,7.339687903782222,2,1.0778798633816886,1.2273261431247047,operator+covariance
mobilebci,sub-21,sub-21|ses-03|SSVEP,46,2,0.004417668817534057,0.00043453177790837405,2.109789538663891,2,0.03043996798846735,0.05479194237924123,operator+covariance
mobilebci,sub-21,sub-21|ses-04|ERP,46,2,0.03501479359860627,0.022132046393110096,2.7434660272267073,2,0.15368687091601696,0.22029218972028017,operator+covariance
mobilebci,sub-21,sub-21|ses-04|SSVEP,46,2,0.00790060706543246,0.0010400797491265986,2.3667762572628637,2,0.2569827093365909,0.33604015784258,operator+covariance
mobilebci,sub-23,sub-23|ses-02|ERP,46,2,0.009432177259502102,0.005057511031550029,1.4785164972778861,4,0.029034750817472525,0.0806842237269159,operator+covariance
mobilebci,sub-23,sub-23|ses-02|SSVEP,46,2,0.010789121018648868,0.004616908647858021,1.7060542181880904,4,0.25823582532161204,1.0052078569759904,operator+covariance
mobilebci,sub-23,sub-23|ses-03|ERP,46,2,0.01543127469672341,0.00517405995628151,1.7984903126730787,2,0.3332650654994429,0.3442158990977512,operator+covariance
mobilebci,sub-23,sub-23|ses-03|SSVEP,46,2,0.01300341166013243,0.01604175463535176,1.4946182312947578,2,0.013378660135910879,0.021667496505137943,operator+covariance
mobilebci,sub-23,sub-23|ses-04|ERP,46,2,0.03787218521578277,0.013736645200479038,1.962146306699754,2,0.07970808518521588,0.1361098714550099,operator+covariance
mobilebci,sub-23,sub-23|ses-04|SSVEP,46,2,0.19341394714522203,0.04937972531939345,4.318729519308596,2,0.08264455287443098,0.11717081693345827,operator+covariance
klados,P01,rec01,19,2,0.016835251120531965,0.009780768656078458,1.2411027261031753,5,0.4473436110590011,0.6952934399013854,operator+covariance
klados,P02,rec02,19,2,0.01780825983903168,0.0033453482199823745,1.2362052986820773,5,0.5362104755993536,0.641602789374834,operator+covariance
klados,P03,rec03,19,2,0.005418723234742467,0.004895386936214021,1.9025529665181868,5,0.505109089183051,1.0072890648406676,operator+covariance
klados,P04,rec04,19,2,0.007743450384873443,0.007917540093063146,1.761232053574235,5,0.11275308042361393,0.370264729935827,operator+covariance
klados,P05,rec05,19,2,0.03903745326622776,0.08867202089510184,0.798805198336638,5,0.6749050346577871,0.8943894374664962,operator+covariance
klados,P06,rec06,19,2,0.01407393652053649,0.010165178987082902,2.2612950516698174,5,0.707746749529294,1.1702557830071545,operator+covariance
klados,P07,rec07,19,2,0.003737826993019475,0.012054019480721255,1.905669726811213,5,0.7204418118930676,0.8924703037576569,operator+covariance
klados,P08,rec08,19,2,0.000960325565584444,0.0030164715313205485,1.9460483318488166,5,0.6748752413497877,0.8464322955800514,operator+covariance
klados,P09,rec09,19,2,0.007863643437885107,0.01459513250204908,2.1893219602231837,5,1.2040718734444478,1.4438414213158355,operator+covariance
klados,P10,rec10,19,2,0.012005092681646887,0.0006203000480777968,1.3782332486756705,5,1.076809643797185,1.3730391140998561,operator+covariance
klados,P11,rec11,19,2,0.009723491253412058,0.01145871871097499,1.9866734889486568,5,0.8992988377177934,1.0928170872009793,operator+covariance
klados,P12,rec12,19,2,0.0035346969700313135,0.0053255192201957,2.137721952074805,5,0.9152810139613271,1.1591149179566682,operator+covariance
klados,P13,rec13,19,2,0.006459632147691513,0.008805408666879967,1.739583307343262,5,1.0338677092508664,1.1882206359598053,operator+covariance
klados,P14,rec14,19,2,0.062288203036773876,0.023239549415065296,3.121241279821861,6,0.968275225914345,1.545711976329254,operator+covariance
klados,P15,rec15,19,2,0.012864094307976115,0.0055995291265761174,2.138776964257167,5,0.6285674112104292,0.7678942566323428,operator+covariance
klados,P16,rec16,19,2,0.016765114673318413,0.0044410829428799216,1.5851930223016888,5,0.6776482128199119,0.7452342753032055,operator+covariance
klados,P17,rec17,19,2,0.0341461286706902,0.012347156712859632,1.1437629697382974,6,0.5090667058706584,1.2985413737273293,operator+covariance
klados,P18,rec18,19,2,0.017872420190794106,0.0010029662769760683,1.1713085265409995,5,1.004453972550921,1.191741996794134,operator+covariance
klados,P19,rec19,19,2,0.008446204336213589,0.007708464152403599,1.3938336142908287,5,0.4292547642837027,0.8664392333238016,operator+covariance
klados,P20,rec20,19,2,0.019987743635508374,0.005031308370845929,1.2874559329203075,5,0.7500110144268638,1.0291925406775233,operator+covariance
klados,P21,rec21,19,2,0.03852750297425701,0.009716740018868023,0.7377787024250041,5,0.48040622318847687,0.9195754690308963,operator+covariance
klados,P22,rec22,19,2,0.02926343708608294,0.01374402136040617,1.2836659930107883,6,0.6020272909956075,0.7884126536809779,operator+covariance
klados,P23,rec23,19,2,0.0331336106733337,0.036411252602631186,0.9164821945434892,6,0.19125549805796996,0.7678440781781716,operator+covariance
klados,P24,rec24,19,2,0.012168405498430146,0.005328852569440096,1.606350118661152,6,0.8078545240603485,1.1714652922528561,operator+covariance
klados,P25,rec25,19,2,0.010845808757638145,0.004444647873806419,1.865935577816997,5,0.3478325883157683,0.8444091950946951,operator+covariance
klados,P26,rec26,19,2,0.03908455763678018,0.029011819780464677,2.8942909780204067,6,0.9076357463863716,1.2629355602414138,operator+covariance
klados,P27,rec27,19,2,0.02140260835528678,0.005759566462936416,1.302133305363741,6,0.4273834692395292,0.712273093170428,operator+covariance
klados,P01,rec28,19,2,0.03002894729944197,0.0014768577987799934,0.8522413496416531,5,0.5751598761157117,0.7997396044066413,operator+covariance
klados,P02,rec29,19,2,0.010833320653342688,0.023616716481143895,1.9293180313076657,5,0.793546424989149,1.0652827983106308,operator+covariance
klados,P03,rec30,19,2,0.036008748363558725,0.04205967930651356,2.7940693159337955,6,0.5419172196033928,0.675019175344145,operator+covariance
klados,P04,rec31,19,2,0.007866356335172953,0.012703935917635585,1.7092150478306853,6,0.3763912469439573,0.560307889665185,operator+covariance
klados,P05,rec32,19,2,0.008921898056214935,0.0022878391262598145,1.367763398483675,6,0.6470732834670693,0.8481878175996953,operator+covariance
klados,P06,rec33,19,2,0.008112631526691137,0.006317296607791944,1.6436414815423923,5,0.23386229875775694,0.8372918006902476,operator+covariance
klados,P07,rec34,19,2,0.011444573199213062,0.011662802923969259,2.4812848832258556,6,0.36463636715914616,1.1060384463075503,operator+covariance
klados,P08,rec35,19,2,0.01748038999773784,0.017391734392618135,2.1658565038329383,5,0.6557538979181118,0.7842514607809582,operator+covariance
klados,P09,rec36,19,2,0.03085101455560712,0.007888512571643701,2.620848163170681,5,0.4301686393797985,0.840227512475705,operator+covariance
klados,P10,rec37,19,2,0.015611541705161555,0.006975733780994704,2.4599334167645415,6,0.24213906375515648,0.8992588168405351,operator+covariance
klados,P11,rec38,19,2,0.010122398805305974,0.002440419217083611,2.1016731457937494,5,0.9429288739822124,1.0979029323483824,operator+covariance
klados,P12,rec39,19,2,0.006554700667334269,0.014675735540121082,2.168875888421213,5,0.9729930259546096,1.0377681663743294,operator+covariance
klados,P13,rec40,19,2,0.016449506247155937,0.00578115115086679,2.6183430062525948,5,0.6608461462842643,0.8128297244285748,operator+covariance
klados,P14,rec41,19,2,0.10208291752751357,0.4695703949397793,3.5968681583182582,5,0.6857634896721125,1.054063779288962,operator+covariance
klados,P15,rec42,19,2,0.03560023886256561,0.03917777805856914,1.3309181659498635,5,0.4822515985939261,0.7531371812461221,operator+covariance
klados,P16,rec43,19,2,0.025478665487074854,0.009101723251645528,2.7529828304190374,5,0.837733353881111,1.0837364333927204,operator+covariance
klados,P17,rec44,19,2,0.004267607897052777,0.0006543606668017262,1.8743969370956888,5,0.3793822547069578,0.5506863944085462,operator+covariance
klados,P18,rec45,19,2,0.00518955627608701,0.00548570741847477,2.135273998138242,8,0.9581763108999698,1.6698637471765214,operator+covariance
klados,P19,rec46,19,2,0.03569442446032296,0.003291829696149331,2.262261407309035,5,0.3801892537618769,0.7971554136383244,operator+covariance
klados,P20,rec47,19,2,0.01842318952495037,0.03171696514051688,2.5799042918683615,5,1.3584816851136325,1.5332451754892866,operator+covariance
klados,P21,rec48,19,2,0.004333127214034804,0.0029328627218351165,1.7865076151673192,5,1.6766794205886042,1.7040715658349102,operator+covariance
klados,P22,rec49,19,2,0.0175839856456881,0.007922012333035494,2.5684939078499154,6,1.3315873820212492,1.5946393883695995,operator+covariance
klados,P23,rec50,19,2,0.008294479602298357,0.010074407832805062,2.361022801303065,5,0.7800986792336683,1.3764733579165056,operator+covariance
klados,P24,rec51,19,2,0.07876640422044885,0.006896725880262411,3.4968175579623964,5,0.9045408406366218,1.205471262672459,operator+covariance
klados,P25,rec52,19,2,0.033086257777189945,0.09196081824743192,2.9202317859484954,5,0.36756992226499324,1.4680867693769324,operator+covariance
klados,P26,rec53,19,2,0.01415002652516465,0.1230787618552728,1.3708582234799511,5,0.9948055599060286,1.8973499436731056,operator+covariance
klados,P27,rec54,19,2,0.08533509887167233,0.011881105915370978,3.552203230055328,5,0.8177458351493943,0.8469262630934044,operator+covariance
bci2b,B01,B01,3,2,0.004116369093547465,0.008780734681189757,0.3529859931129961,24,0.606407570224581,1.1634330410524634,operator+covariance
bci2b,B02,B02,3,2,0.022863758861549306,0.0029989891058597247,0.5259398400098952,24,0.6320008394511961,2.655127867099314,operator+covariance
bci2b,B03,B03,3,2,0.0027797158373019343,0.003914279550435316,0.34963206745273073,24,0.8945095715581382,1.3069439070541384,operator+covariance
bci2b,B04,B04,3,2,0.006292129810689614,0.0020778309862206417,0.3575226063367426,24,0.6235652530450687,1.2880514497789615,operator+covariance
bci2b,B05,B05,3,2,0.00947016628451775,0.0012347908250737798,0.32063624609519964,24,0.3039718917291112,0.44065609983885506,operator+covariance
bci2b,B06,B06,3,2,0.017940843665119482,0.013830111920864668,0.33965419043303935,24,2.5363583058025085,4.908163660972868,operator+covariance
bci2b,B07,B07,3,2,0.06965616866937692,0.003015637191502511,0.4655071215251344,24,0.3763854327688502,1.0223146832240346,operator+covariance
bci2b,B08,B08,3,2,0.0018881663686966014,0.0013413410918187414,0.30980994779024995,24,0.6237953083964112,3.7268808553953336,operator+covariance
bci2b,B09,B09,3,2,0.0067821081304536,0.0009124867715433253,0.4186726151098927,24,0.4688284201302134,1.7804722967143667,operator+covariance
