correlation,fold,method,participant,rrmse_spectral,rrmse_temporal,slot,summary
0.6093936588408219,1.0,V26_CALIB_SDEDIT_MATCH,sub-09,1.1417515829412472,4.699270784958369,1.0,sample_mean
0.6093935973735319,1.0,V26_CALIB_SDEDIT_MATCH,sub-09,1.1417626906703744,4.699270371011355,1.0,sample_median
0.6083201472130088,1.0,V26_CALIB_SDEDIT_MATCH,sub-09,1.1329898913390934,4.7110211282399375,1.0,matched_deterministic
0.8944678395572635,1.0,V26_POP_SDEDIT,sub-06,0.4090645309123728,0.48700548242777586,1.0,single_draw
0.894457735431691,1.0,V26_POP_SDEDIT,sub-06,0.4090938323901759,0.4870312074975421,1.0,sample_mean
0.894456551824179,1.0,V26_POP_SDEDIT,sub-06,0.4090930353850126,0.48703204894748825,1.0,sample_median
0.9326018078459634,1.0,V26_POP_SDEDIT,sub-07,0.4233189744667874,0.3461342820794218,1.0,single_draw
0.9325970742437576,1.0,V26_POP_SDEDIT,sub-07,0.42333644659568864,0.34615534440510803,1.0,sample_mean
0.9325979948043823,1.0,V26_POP_SDEDIT,sub-07,0.42333650806297857,0.34615225201964167,1.0,sample_median
0.605060612834576,1.0,V26_POP_SDEDIT,sub-09,1.1451722347281046,4.726010664676626,1.0,single_draw
0.6050584217429988,1.0,V26_POP_SDEDIT,sub-09,1.1451097928608458,4.726014603472625,1.0,sample_mean
0.6050584537442774,1.0,V26_POP_SDEDIT,sub-09,1.145111315831956,4.726014898960582,1.0,sample_median
0.9019433512455887,1.0,V27_ENERGY_SDEDIT_L05,sub-06,0.37061714225759107,0.4518405052884999,1.0,single_draw
0.9019379937607382,1.0,V27_ENERGY_SDEDIT_L05,sub-06,0.37063734761128825,0.45184965263534754,1.0,sample_mean
0.9019376244395971,1.0,V27_ENERGY_SDEDIT_L05,sub-06,0.37063394166115254,0.45185041093888384,1.0,sample_median
0.901734530304869,1.0,V27_ENERGY_SDEDIT_L05,sub-06,0.3690627875427405,0.4517154672907459,1.0,matched_deterministic
0.9419299455152618,1.0,V27_ENERGY_SDEDIT_L05,sub-07,0.3781016743224528,0.314548930819405,1.0,single_draw
0.9419291234678693,1.0,V27_ENERGY_SDEDIT_L05,sub-07,0.37812276520869803,0.3145457018917012,1.0,sample_mean
0.9419293014539613,1.0,V27_ENERGY_SDEDIT_L05,sub-07,0.3781209262087941,0.314544972187529,1.0,sample_median
0.9431712031364441,1.0,V27_ENERGY_SDEDIT_L05,sub-07,0.37217257228783435,0.30925157804934617,1.0,matched_deterministic
0.609476191845412,1.0,V27_ENERGY_SDEDIT_L05,sub-09,1.1151270209294226,4.709841341737451,1.0,single_draw
0.6094785702880472,1.0,V27_ENERGY_SDEDIT_L05,sub-09,1.115103592992657,4.7098404997442325,1.0,sample_mean
0.6094785458149595,1.0,V27_ENERGY_SDEDIT_L05,sub-09,1.1151078124013212,4.70984029573285,1.0,sample_median
0.6085651151628958,1.0,V27_ENERGY_SDEDIT_L05,sub-09,1.1132870952391791,4.716688732047462,1.0,matched_deterministic
0.9213811837964587,2.0,V26_CALIB_SDEDIT_MATCH,sub-11,0.39329499352930325,0.33182413685264894,1.0,single_draw
0.9213751819398669,2.0,V26_CALIB_SDEDIT_MATCH,sub-11,0.3933249027985666,0.3318093172662581,1.0,sample_mean
0.9213751223352221,2.0,V26_CALIB_SDEDIT_MATCH,sub-11,0.393329576175246,0.3318093720914071,1.0,sample_median
0.9223760697576734,2.0,V26_CALIB_SDEDIT_MATCH,sub-11,0.3851319660639598,0.3283965884669063,1.0,matched_deterministic
0.9062538055910004,2.0,V26_CALIB_SDEDIT_MATCH,sub-12,0.46669714939263135,0.4057174828420911,1.0,single_draw
0.9062595475051137,2.0,V26_CALIB_SDEDIT_MATCH,sub-12,0.466510291935669,0.40565409056014484,1.0,sample_mean
0.9062596708536148,2.0,V26_CALIB_SDEDIT_MATCH,sub-12,0.4665193689159221,0.4056532521628671,1.0,sample_median
0.907339053021537,2.0,V26_CALIB_SDEDIT_MATCH,sub-12,0.4637190512278014,0.40368438920834,1.0,matched_deterministic
0.9299332830641004,2.0,V26_CALIB_SDEDIT_MATCH,sub-14,0.4032563486446937,0.3311883381360935,1.0,single_draw
0.9299498092797068,2.0,V26_CALIB_SDEDIT_MATCH,sub-14,0.4031274068272776,0.3311470872722566,1.0,sample_mean
0.9299490228295326,2.0,V26_CALIB_SDEDIT_MATCH,sub-14,0.4031457911349005,0.3311498091400911,1.0,sample_median
0.9309268436498113,2.0,V26_CALIB_SDEDIT_MATCH,sub-14,0.4021079929338562,0.32822873608933556,1.0,matched_deterministic
0.9150647214717336,2.0,V26_POP_SDEDIT,sub-11,0.41050743844567067,0.350425290014957,1.0,single_draw
0.915080496420463,2.0,V26_POP_SDEDIT,sub-11,0.41048893751576543,0.35039056444333666,1.0,sample_mean
0.9150803279545573,2.0,V26_POP_SDEDIT,sub-11,0.410495285048253,0.3503938212460424,1.0,sample_median
0.8932344267765681,2.0,V26_POP_SDEDIT,sub-12,0.49136081596629483,0.44935642793360686,1.0,single_draw
0.8932822152144378,2.0,V26_POP_SDEDIT,sub-12,0.49084539566602975,0.44915692301260096,1.0,sample_mean
0.8932828046381474,2.0,V26_POP_SDEDIT,sub-12,0.49087036804606515,0.44915302009839153,1.0,sample_median
0.9241793851057688,2.0,V26_POP_SDEDIT,sub-14,0.416160581426488,0.3415695848460827,1.0,single_draw
0.9242591559886932,2.0,V26_POP_SDEDIT,sub-14,0.41585028047362965,0.3413973057694319,1.0,sample_mean
0.9242567163374688,2.0,V26_POP_SDEDIT,sub-14,0.4158824059284396,0.3414018831164059,1.0,sample_median
0.9242948707607056,2.0,V27_ENERGY_SDEDIT_L05,sub-11,0.3668997248427736,0.3208287834616688,1.0,single_draw
0.9242912323938476,2.0,V27_ENERGY_SDEDIT_L05,sub-11,0.3669102722261515,0.3208268623695605,1.0,sample_mean
0.9242912580569586,2.0,V27_ENERGY_SDEDIT_L05,sub-11,0.36691287175441784,0.32082685705649455,1.0,sample_median
0.9242268527547518,2.0,V27_ENERGY_SDEDIT_L05,sub-11,0.3653328989425468,0.3210734497309507,1.0,matched_deterministic
0.9078891422185634,2.0,V27_ENERGY_SDEDIT_L05,sub-12,0.45033692599584657,0.40184781633110506,1.0,single_draw
0.9078899398446083,2.0,V27_ENERGY_SDEDIT_L05,sub-12,0.45026407297700644,0.40182583535917926,1.0,sample_mean
0.9078901070687507,2.0,V27_ENERGY_SDEDIT_L05,sub-12,0.45026857416248983,0.40182533710160184,1.0,sample_median
0.9076767841147052,2.0,V27_ENERGY_SDEDIT_L05,sub-12,0.45006853331708246,0.40301174551455504,1.0,matched_deterministic
0.9311597223083178,2.0,V27_ENERGY_SDEDIT_L05,sub-14,0.3755185432318184,0.32454062478306395,1.0,single_draw
0.9311670230494605,2.0,V27_ENERGY_SDEDIT_L05,sub-14,0.37546491622924805,0.3245233481542931,1.0,sample_mean
0.9311668276786804,2.0,V27_ENERGY_SDEDIT_L05,sub-14,0.3754738136712048,0.324524310676174,1.0,sample_median
0.931108683347702,2.0,V27_ENERGY_SDEDIT_L05,sub-14,0.3761771120544937,0.3245163050273227,1.0,matched_deterministic
0.827653985677494,3.0,V26_CALIB_SDEDIT_MATCH,sub-15,0.6131565347313881,1.1108881523056577,1.0,single_draw
0.8276636481492056,3.0,V26_CALIB_SDEDIT_MATCH,sub-15,0.6130967856281333,1.110888631341772,1.0,sample_mean
0.8276634035218092,3.0,V26_CALIB_SDEDIT_MATCH,sub-15,0.6131216641515493,1.1108907897077087,1.0,sample_median
0.8279895940795541,3.0,V26_CALIB_SDEDIT_MATCH,sub-15,0.6091947890818119,1.1090145642455254,1.0,matched_deterministic
0.9114173054695129,3.0,V26_CALIB_SDEDIT_MATCH,sub-17,0.4846317291052806,0.38240661407406956,1.0,single_draw
0.9114197666446368,3.0,V26_CALIB_SDEDIT_MATCH,sub-17,0.48472220486857825,0.38241738730317193,1.0,sample_mean
0.9114195182919502,3.0,V26_CALIB_SDEDIT_MATCH,sub-17,0.4846902354620397,0.38241904857568443,1.0,sample_median
0.9120358311467701,3.0,V26_CALIB_SDEDIT_MATCH,sub-17,0.48200392397120595,0.3796331033938461,1.0,matched_deterministic
0.925881010790666,3.0,V26_CALIB_SDEDIT_MATCH,sub-18,0.39649095593227285,0.348895284295496,1.0,single_draw
0.925881323715051,3.0,V26_CALIB_SDEDIT_MATCH,sub-18,0.39645574386749005,0.3488872141008162,1.0,sample_mean
0.9258818833364381,3.0,V26_CALIB_SDEDIT_MATCH,sub-18,0.3964555265588893,0.3488874671877258,1.0,sample_median
0.926969470249282,3.0,V26_CALIB_SDEDIT_MATCH,sub-18,0.392183317285445,0.346542310823376,1.0,matched_deterministic
0.8233568637321392,3.0,V26_POP_SDEDIT,sub-15,0.6328821716209253,1.1481137504645933,1.0,single_draw
0.8233663826766943,3.0,V26_POP_SDEDIT,sub-15,0.6328100626253419,1.148123003852864,1.0,sample_mean
0.8233658376460274,3.0,V26_POP_SDEDIT,sub-15,0.6328674556894435,1.148127092462447,1.0,sample_median
0.9100566125578351,3.0,V26_POP_SDEDIT,sub-17,0.5023815688780613,0.3890197971680512,1.0,single_draw
0.9100636367996534,3.0,V26_POP_SDEDIT,sub-17,0.5024068605465194,0.3890244105779048,1.0,sample_mean
0.9100636061694888,3.0,V26_POP_SDEDIT,sub-17,0.5023732770027386,0.3890269462070945,1.0,sample_median
0.9339629800783263,3.0,V26_POP_SDEDIT,sub-18,0.3923576809465885,0.33645727412982124,1.0,single_draw
0.9339699910746679,3.0,V26_POP_SDEDIT,sub-18,0.3924131428615914,0.3364244785884188,1.0,sample_mean
0.9339705341392093,3.0,V26_POP_SDEDIT,sub-18,0.39242213819589883,0.3364249429562025,1.0,sample_median
0.8289447722749578,3.0,V27_ENERGY_SDEDIT_L05,sub-15,0.593912021153503,1.1083398603627252,1.0,single_draw
0.8289479381508298,3.0,V27_ENERGY_SDEDIT_L05,sub-15,0.5938937188022667,1.1083429179982176,1.0,sample_mean
0.8289478725443283,3.0,V27_ENERGY_SDEDIT_L05,sub-15,0.5939025978247324,1.108343643679594,1.0,sample_median
0.8288754313770269,3.0,V27_ENERGY_SDEDIT_L05,sub-15,0.5930963082032071,1.1082654811390158,1.0,matched_deterministic
0.9144024484687382,3.0,V27_ENERGY_SDEDIT_L05,sub-17,0.4655405555386096,0.372711697463981,1.0,single_draw
0.9144022721383306,3.0,V27_ENERGY_SDEDIT_L05,sub-17,0.4655898834009551,0.37272083419116414,1.0,sample_mean
0.9144022928343878,3.0,V27_ENERGY_SDEDIT_L05,sub-17,0.4655774445790384,0.37272122560534626,1.0,sample_median
0.9144089536534415,3.0,V27_ENERGY_SDEDIT_L05,sub-17,0.46525722788646817,0.3723586279019299,1.0,matched_deterministic
0.929163817730215,3.0,V27_ENERGY_SDEDIT_L05,sub-18,0.3730171302126513,0.33883106235104304,1.0,single_draw
0.929161244796382,3.0,V27_ENERGY_SDEDIT_L05,sub-18,0.3729958174129327,0.33883408925289077,1.0,sample_mean
0.9291614401671623,3.0,V27_ENERGY_SDEDIT_L05,sub-18,0.3729956984106037,0.33883426729072297,1.0,sample_median
0.9292800799012184,3.0,V27_ENERGY_SDEDIT_L05,sub-18,0.3721491944872671,0.33878711142784196,1.0,matched_deterministic
0.8165176663961676,4.0,V26_CALIB_SDEDIT_MATCH,sub-19,0.6841491914043824,0.7547217040167501,1.0,single_draw
0.8165187388658524,4.0,V26_CALIB_SDEDIT_MATCH,sub-19,0.6842058476888472,0.754716892571499,1.0,sample_mean
0.8165189981874493,4.0,V26_CALIB_SDEDIT_MATCH,sub-19,0.6842009890824556,0.7547173685549448,1.0,sample_median
0.8189205606985422,4.0,V26_CALIB_SDEDIT_MATCH,sub-19,0.6732180600778924,0.747335571459391,1.0,matched_deterministic
0.9001095270117124,4.0,V26_CALIB_SDEDIT_MATCH,sub-21,0.5683767760379447,0.41214243457135225,1.0,single_draw
0.9001051295134755,4.0,V26_CALIB_SDEDIT_MATCH,sub-21,0.5683720720311006,0.41214599532799584,1.0,sample_mean
0.9001047698160013,4.0,V26_CALIB_SDEDIT_MATCH,sub-21,0.568362797713942,0.412146428703434,1.0,sample_median
0.9015050977468491,4.0,V26_CALIB_SDEDIT_MATCH,sub-21,0.5630825046035979,0.40724417629341286,1.0,matched_deterministic
0.972187908159362,4.0,V26_CALIB_SDEDIT_MATCH,sub-23,0.39987467870944077,0.2326858990256571,1.0,single_draw
0.9721931782033709,4.0,V26_CALIB_SDEDIT_MATCH,sub-23,0.39987296300629777,0.2326750300772902,1.0,sample_mean
0.9721933545337783,4.0,V26_CALIB_SDEDIT_MATCH,sub-23,0.3998691762487094,0.23267499815362194,1.0,sample_median
0.9745167468984922,4.0,V26_CALIB_SDEDIT_MATCH,sub-23,0.38743813439375824,0.2246789550408721,1.0,matched_deterministic
0.8182632523692317,4.0,V26_POP_SDEDIT,sub-19,0.6709365798160434,0.7430776048503401,1.0,single_draw
0.8182754959497186,4.0,V26_POP_SDEDIT,sub-19,0.6710304508192672,0.7430496477366736,1.0,sample_mean
0.8182763339330753,4.0,V26_POP_SDEDIT,sub-19,0.6710313374383583,0.7430480179997782,1.0,sample_median
0.9022879834390349,4.0,V26_POP_SDEDIT,sub-21,0.560941222641203,0.4015016410913732,1.0,single_draw
0.9022892498307759,4.0,V26_POP_SDEDIT,sub-21,0.5608399549706115,0.4014813957942856,1.0,sample_mean
0.9022889772637023,4.0,V26_POP_SDEDIT,sub-21,0.5608318017588722,0.40148044905314845,1.0,sample_median
0.973953483833207,4.0,V26_POP_SDEDIT,sub-23,0.3926731964780224,0.2281528673807366,1.0,single_draw
0.9739656580819024,4.0,V26_POP_SDEDIT,sub-23,0.3925603648854627,0.22811639813395837,1.0,sample_mean
0.9739653070767721,4.0,V26_POP_SDEDIT,sub-23,0.39257015598316986,0.22811843423793712,1.0,sample_median
0.8182970097081529,4.0,V27_ENERGY_SDEDIT_L05,sub-19,0.6565226780043708,0.7500963220631497,1.0,single_draw
0.81829744639496,4.0,V27_ENERGY_SDEDIT_L05,sub-19,0.6565437550242578,0.7500939874444157,1.0,sample_mean
0.8182975064135259,4.0,V27_ENERGY_SDEDIT_L05,sub-19,0.6565408932769463,0.7500943772029132,1.0,sample_median
0.818735662330356,4.0,V27_ENERGY_SDEDIT_L05,sub-19,0.6539566038797299,0.7486430728652825,1.0,matched_deterministic
0.9035558141767979,4.0,V27_ENERGY_SDEDIT_L05,sub-21,0.5510659370985297,0.4036298430421286,1.0,single_draw
0.9035535411288341,4.0,V27_ENERGY_SDEDIT_L05,sub-21,0.5510680973529816,0.4036328099254105,1.0,sample_mean
0.903553394186828,4.0,V27_ENERGY_SDEDIT_L05,sub-21,0.5510648462093539,0.4036330149198572,1.0,sample_median
0.9035585936572818,4.0,V27_ENERGY_SDEDIT_L05,sub-21,0.5505161873168415,0.40365586295309996,1.0,matched_deterministic
0.9765952858659955,4.0,V27_ENERGY_SDEDIT_L05,sub-23,0.3598723928961489,0.2113829864344249,1.0,single_draw
0.9765973803069857,4.0,V27_ENERGY_SDEDIT_L05,sub-23,0.3598714704728789,0.21137821257838774,1.0,sample_mean
0.9765975077946981,4.0,V27_ENERGY_SDEDIT_L05,sub-23,0.3598706175883611,0.21137803919716844,1.0,sample_median
0.9770691121617953,4.0,V27_ENERGY_SDEDIT_L05,sub-23,0.35692877281043267,0.20965375073461068,1.0,matched_deterministic
