attacker,cross_entropy,feature,fold,method,participant,same_different_verification_auroc,seed,subject_recall
linear,1.367498987115016,A_Z,2,LEACE,9,0.5087562334370845,20260921,0.4409722222222222
linear,1.1684468927001843,A_HZ,2,LEACE,7,0.5235918716308386,20260921,0.5763888888888888
linear,1.0483700896321413,A_HZ,2,LEACE,8,0.5207056872721767,20260921,0.5625
linear,1.229760959489478,A_HZ,2,LEACE,9,0.5143998709956157,20260921,0.5104166666666666
linear,1.1996091575210603,A_HU,2,LEACE,7,0.5227152129902521,20260921,0.5833333333333334
linear,1.147781643465474,A_HU,2,LEACE,8,0.523884508847998,20260921,0.5173611111111112
linear,1.319316831980837,A_HU,2,LEACE,9,0.5133927240310219,20260921,0.4722222222222222
adaptive_mlp,0.9817225933074951,A_H,2,LEACE,7,0.5602763169509934,20260921,0.6631944444444444
adaptive_mlp,1.0087485313415527,A_H,2,LEACE,8,0.5044418582096789,20260921,0.2847222222222222
adaptive_mlp,1.0749942064285278,A_H,2,LEACE,9,0.5473251975379635,20260921,0.4826388888888889
adaptive_mlp,1.424668788909912,A_Z,2,LEACE,7,0.5179940587173522,20260921,0.4861111111111111
adaptive_mlp,1.1359018087387085,A_Z,2,LEACE,8,0.5215021371918694,20260921,0.53125
adaptive_mlp,1.3514490127563477,A_Z,2,LEACE,9,0.5087562334370845,20260921,0.5034722222222222
adaptive_mlp,0.9505077004432678,A_HZ,2,LEACE,7,0.5235918716308386,20260921,0.5798611111111112
adaptive_mlp,0.9933700561523438,A_HZ,2,LEACE,8,0.5207056872721767,20260921,0.4548611111111111
adaptive_mlp,1.044476866722107,A_HZ,2,LEACE,9,0.5143998709956157,20260921,0.4826388888888889
adaptive_mlp,1.3544483184814453,A_HU,2,LEACE,7,0.5227152129902521,20260921,0.5381944444444444
adaptive_mlp,1.0875035524368286,A_HU,2,LEACE,8,0.523884508847998,20260921,0.5694444444444444
adaptive_mlp,1.6145997047424316,A_HU,2,LEACE,9,0.5133927240310219,20260921,0.4513888888888889
linear,0.9902990424217007,A_H,2,Fiber-OneStep,7,0.5602763169509934,20260921,0.5381944444444444
linear,1.10735580122815,A_H,2,Fiber-OneStep,8,0.5044418582096789,20260921,0.2638888888888889
linear,1.0413868576489678,A_H,2,Fiber-OneStep,9,0.5473251975379635,20260921,0.5451388888888888
linear,1.005142229058845,A_Z,2,Fiber-OneStep,7,0.5726173296026773,20260921,0.5798611111111112
linear,1.0667055723853673,A_Z,2,Fiber-OneStep,8,0.5022339982637534,20260921,0.2708333333333333
linear,1.0390709140156196,A_Z,2,Fiber-OneStep,9,0.5344753872413447,20260921,0.4930555555555556
linear,1.0045294851447908,A_HZ,2,Fiber-OneStep,7,0.5726220847747194,20260921,0.5798611111111112
linear,1.066880366998565,A_HZ,2,Fiber-OneStep,8,0.5022469491497359,20260921,0.2708333333333333
linear,1.039174312650791,A_HZ,2,Fiber-OneStep,9,0.535092052538861,20260921,0.4930555555555556
linear,1.0140118543925392,A_HU,2,Fiber-OneStep,7,0.5851880536422424,20260921,0.5694444444444444
linear,1.0713941774589228,A_HU,2,Fiber-OneStep,8,0.5014413922143295,20260921,0.28125
linear,1.0492342394616212,A_HU,2,Fiber-OneStep,9,0.5310057778142885,20260921,0.4895833333333333
adaptive_mlp,0.9817225933074951,A_H,2,Fiber-OneStep,7,0.5602763169509934,20260921,0.6631944444444444
adaptive_mlp,1.0087485313415527,A_H,2,Fiber-OneStep,8,0.5044418582096789,20260921,0.2847222222222222
adaptive_mlp,1.0749942064285278,A_H,2,Fiber-OneStep,9,0.5473251975379635,20260921,0.4826388888888889
adaptive_mlp,1.0228824615478516,A_Z,2,Fiber-OneStep,7,0.5726173296026773,20260921,0.5208333333333334
adaptive_mlp,1.0607768297195435,A_Z,2,Fiber-OneStep,8,0.5022339982637534,20260921,0.3020833333333333
adaptive_mlp,1.04036283493042,A_Z,2,Fiber-OneStep,9,0.5344753872413447,20260921,0.5243055555555556
adaptive_mlp,1.048471450805664,A_HZ,2,Fiber-OneStep,7,0.5726220847747194,20260921,0.5069444444444444
adaptive_mlp,1.1842703819274902,A_HZ,2,Fiber-OneStep,8,0.5022469491497359,20260921,0.25
adaptive_mlp,0.9389441013336182,A_HZ,2,Fiber-OneStep,9,0.535092052538861,20260921,0.5555555555555556
adaptive_mlp,0.8637761473655701,A_HU,2,Fiber-OneStep,7,0.5851880536422424,20260921,0.6354166666666666
adaptive_mlp,1.256165623664856,A_HU,2,Fiber-OneStep,8,0.5014413922143295,20260921,0.2534722222222222
adaptive_mlp,1.0985099077224731,A_HU,2,Fiber-OneStep,9,0.5310057778142885,20260921,0.4375
linear,0.9902990424217007,A_H,2,Fiber-SANDiff,7,0.5602763169509934,20260921,0.5381944444444444
linear,1.10735580122815,A_H,2,Fiber-SANDiff,8,0.5044418582096789,20260921,0.2638888888888889
linear,1.0413868576489678,A_H,2,Fiber-SANDiff,9,0.5473251975379635,20260921,0.5451388888888888
linear,1.0693930215345615,A_Z,2,Fiber-SANDiff,7,0.53945799085934,20260921,0.5
linear,1.1782780630213874,A_Z,2,Fiber-SANDiff,8,0.49064579385974244,20260921,0.3506944444444444
linear,1.2680317443080504,A_Z,2,Fiber-SANDiff,9,0.5207653854462365,20260921,0.3958333333333333
linear,1.06965418636303,A_HZ,2,Fiber-SANDiff,7,0.5426347506021999,20260921,0.4965277777777778
linear,1.178528269112102,A_HZ,2,Fiber-SANDiff,8,0.4909533034812454,20260921,0.3506944444444444
linear,1.267974698401599,A_HZ,2,Fiber-SANDiff,9,0.5229358233613552,20260921,0.3958333333333333
linear,1.0711642311706084,A_HU,2,Fiber-SANDiff,7,0.5406478202535214,20260921,0.5
linear,1.180372383629673,A_HU,2,Fiber-SANDiff,8,0.490305404363325,20260921,0.3541666666666667
linear,1.2698424419669794,A_HU,2,Fiber-SANDiff,9,0.5217875626386265,20260921,0.3958333333333333
adaptive_mlp,0.9817225933074951,A_H,2,Fiber-SANDiff,7,0.5602763169509934,20260921,0.6631944444444444
adaptive_mlp,1.0087485313415527,A_H,2,Fiber-SANDiff,8,0.5044418582096789,20260921,0.2847222222222222
adaptive_mlp,1.0749942064285278,A_H,2,Fiber-SANDiff,9,0.5473251975379635,20260921,0.4826388888888889
adaptive_mlp,1.0692839622497559,A_Z,2,Fiber-SANDiff,7,0.53945799085934,20260921,0.4965277777777778
adaptive_mlp,1.0425841808319092,A_Z,2,Fiber-SANDiff,8,0.49064579385974244,20260921,0.3645833333333333
adaptive_mlp,1.1717679500579834,A_Z,2,Fiber-SANDiff,9,0.5207653854462365,20260921,0.3645833333333333
adaptive_mlp,1.049700379371643,A_HZ,2,Fiber-SANDiff,7,0.5426347506021999,20260921,0.4791666666666667
adaptive_mlp,1.135892391204834,A_HZ,2,Fiber-SANDiff,8,0.4909533034812454,20260921,0.3923611111111111
adaptive_mlp,1.1995830535888672,A_HZ,2,Fiber-SANDiff,9,0.5229358233613552,20260921,0.4201388888888889
adaptive_mlp,1.011360764503479,A_HU,2,Fiber-SANDiff,7,0.5406478202535214,20260921,0.5381944444444444
adaptive_mlp,1.1258487701416016,A_HU,2,Fiber-SANDiff,8,0.490305404363325,20260921,0.2847222222222222
adaptive_mlp,1.1820485591888428,A_HU,2,Fiber-SANDiff,9,0.5217875626386265,20260921,0.3854166666666667
linear,0.9902990424217007,A_H,2,Fiber-Stratified-Resample,7,0.5602763169509934,20260921,0.5381944444444444
linear,1.10735580122815,A_H,2,Fiber-Stratified-Resample,8,0.5044418582096789,20260921,0.2638888888888889
linear,1.0413868576489678,A_H,2,Fiber-Stratified-Resample,9,0.5473251975379635,20260921,0.5451388888888888
linear,1.3003622266695978,A_Z,2,Fiber-Stratified-Resample,7,0.5258542361754956,20260921,0.3923611111111111
linear,1.2682301050338687,A_Z,2,Fiber-Stratified-Resample,8,0.5039138878441447,20260921,0.3576388888888889
linear,1.2805009999335182,A_Z,2,Fiber-Stratified-Resample,9,0.5111139102628465,20260921,0.4201388888888889
linear,1.300783528591166,A_HZ,2,Fiber-Stratified-Resample,7,0.5312887881822026,20260921,0.3923611111111111
linear,1.2681516456404376,A_HZ,2,Fiber-Stratified-Resample,8,0.5041671101901593,20260921,0.3541666666666667
linear,1.2810156343619765,A_HZ,2,Fiber-Stratified-Resample,9,0.5161287731500498,20260921,0.4201388888888889
linear,1.30096127270535,A_HU,2,Fiber-Stratified-Resample,7,0.5270537588049936,20260921,0.3923611111111111
linear,1.2684029733381825,A_HU,2,Fiber-Stratified-Resample,8,0.504448718039697,20260921,0.3541666666666667
linear,1.2811166675885617,A_HU,2,Fiber-Stratified-Resample,9,0.5043293749676727,20260921,0.4201388888888889
adaptive_mlp,0.9817225933074951,A_H,2,Fiber-Stratified-Resample,7,0.5602763169509934,20260921,0.6631944444444444
adaptive_mlp,1.0087485313415527,A_H,2,Fiber-Stratified-Resample,8,0.5044418582096789,20260921,0.2847222222222222
adaptive_mlp,1.0749942064285278,A_H,2,Fiber-Stratified-Resample,9,0.5473251975379635,20260921,0.4826388888888889
adaptive_mlp,1.1267037391662598,A_Z,2,Fiber-Stratified-Resample,7,0.5258542361754956,20260921,0.4166666666666667
adaptive_mlp,1.147470235824585,A_Z,2,Fiber-Stratified-Resample,8,0.5039138878441447,20260921,0.3229166666666667
adaptive_mlp,1.0690029859542847,A_Z,2,Fiber-Stratified-Resample,9,0.5111139102628465,20260921,0.46875
adaptive_mlp,1.4538599252700806,A_HZ,2,Fiber-Stratified-Resample,7,0.5312887881822026,20260921,0.3993055555555556
adaptive_mlp,1.5123118162155151,A_HZ,2,Fiber-Stratified-Resample,8,0.5041671101901593,20260921,0.34375
adaptive_mlp,1.3440309762954712,A_HZ,2,Fiber-Stratified-Resample,9,0.5161287731500498,20260921,0.4131944444444444
adaptive_mlp,1.2401554584503174,A_HU,2,Fiber-Stratified-Resample,7,0.5270537588049936,20260921,0.3888888888888889
adaptive_mlp,1.0835943222045898,A_HU,2,Fiber-Stratified-Resample,8,0.504448718039697,20260921,0.4201388888888889
adaptive_mlp,1.2117341756820679,A_HU,2,Fiber-Stratified-Resample,9,0.5043293749676727,20260921,0.3715277777777778
