conditioning,effect,estimand,exact_cell,route,training_seed,unit_id
structured,1.9167452562720015,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260811,sim49
structured,1.8848439904448533,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260812,sim49
structured,1.6031184968960668,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260813,sim49
structured,0.22171343890701256,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260811,sim50
structured,0.23373467576237505,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260812,sim50
structured,0.19347288451970046,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260813,sim50
structured,-0.502748029287984,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260811,sim51
structured,0.6636431030328236,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260812,sim51
structured,0.4164644975698515,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260813,sim51
structured,4.054340757321942,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260811,sim52
structured,3.4415340932576335,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260812,sim52
structured,1.4362895877921957,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260813,sim52
structured,2.948087311209301,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260811,sim53
structured,3.4189167139215186,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260812,sim53
structured,0.10051740278285592,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260813,sim53
structured,-0.366251114290745,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260811,sim54
structured,-0.14335153251937438,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260812,sim54
structured,0.02831560813110645,diffusion_vs_deterministic,19ch_native_linked_mastoid_256hz,R2_FIR_residual,20260813,sim54
structured,-0.09062971588883262,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p01
structured,-0.1397848773766635,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p01
structured,-0.11863579388237344,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p01
structured,0.05062402742985922,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p02
structured,-0.024807308442068188,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p02
structured,-0.022925371355825286,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p02
structured,0.0974076569511031,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p03
structured,-0.0006821631696408148,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p03
structured,0.05907584421350742,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p03
structured,0.0,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p04
structured,0.0,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p04
structured,0.0,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p04
structured,0.0,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p05
structured,0.0,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p05
structured,0.0,match_vs_population,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p05
structured,-0.09674867583975255,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p02
structured,-0.07727519705099209,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p02
structured,-0.11045658235490619,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p02
structured,-0.11476251962584055,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p03
structured,-0.1045396498312714,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p03
structured,-0.14224016071749015,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p03
structured,-0.16174731652428814,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p06
structured,-0.15848745376151635,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p06
structured,-0.1954354680711472,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p06
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p07
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p07
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p07
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p08
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p08
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p08
structured,-0.10945535585653643,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p09
structured,-0.12400026526784591,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p09
structured,-0.11302646802500613,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p09
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p10
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p10
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p10
structured,-0.030934688806279947,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p11
structured,-0.06382232343972988,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p11
structured,-0.08910688894797514,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p11
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p12
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p12
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p12
structured,-0.18661640948174635,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p13
structured,-0.26112982711289906,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p13
structured,-0.2540671645394632,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p13
structured,-0.03021364276579802,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p14
structured,-0.030922227918049272,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p14
structured,-0.004895039259691314,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p14
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p15
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p15
structured,0.0,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p15
structured,-0.10985869165276341,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p16
structured,-0.11766059318709993,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p16
structured,-0.12512819140331233,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p16
structured,-0.012023658997462161,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p17
structured,-0.019515724545735857,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p17
structured,-0.008519776273570756,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p17
structured,-0.05131714989838207,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p18
structured,-0.04027695877518167,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p18
structured,-0.012419546914697599,match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p18
structured,0.0,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p03
structured,0.0,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p03
structured,0.0,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p03
structured,-0.09196186093831826,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p19
structured,-0.05209559781833101,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p19
structured,-0.009680299420933847,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p19
structured,-0.058359775465461894,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p20
structured,-0.043843958113255144,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p20
structured,-0.03116729670011198,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p20
structured,0.03958140457559001,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p21
structured,0.045710059588667085,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p21
structured,0.043471666462582936,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p21
structured,0.0,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p22
structured,0.0,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p22
structured,0.0,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p22
structured,-0.016419383200033943,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p23
structured,-0.00759984965939442,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p23
structured,-0.012058840157330969,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p23
structured,0.0,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p24
structured,0.0,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p24
structured,0.0,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p24
structured,-0.028730253199004352,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p25
structured,-0.03342051517031741,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p25
structured,-0.09682844204380331,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p25
structured,-0.19949699205881355,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p26
structured,-0.21133806917184467,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p26
structured,-0.22439503524747706,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p26
structured,-0.010681925211723842,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260811,study03/study03_p27
structured,-0.0032885350851633577,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260812,study03/study03_p27
structured,-0.0284231980164808,match_vs_population,study03|layout_03|200,R2_FIR_residual,20260813,study03/study03_p27
structured,-0.027430724750782787,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p03
structured,-0.008088835026488161,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p03
structured,-0.031105169665915977,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p03
structured,0.0,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p08
structured,0.0,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p08
structured,0.0,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p08
structured,-0.0479371995434657,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p24
structured,-0.04066287932744264,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p24
structured,-0.05778104376920318,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p24
structured,-0.043652204620329954,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p28
structured,-0.028490355109358545,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p28
structured,-0.041502360566105845,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p28
structured,0.02816604325909311,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p29
structured,0.020975661246821542,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p29
structured,0.011504763598112477,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p29
structured,-0.01336651215202847,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p30
structured,-0.011454677961726,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p30
structured,-0.018564618667130495,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p30
structured,0.0,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p31
structured,0.0,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p31
structured,0.0,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p31
structured,0.0,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p32
structured,0.0,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p32
structured,0.0,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p32
structured,-0.12847971474908582,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p33
structured,-0.12490884905352484,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p33
structured,-0.12469217895562096,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p33
structured,0.011157392906611052,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p34
structured,0.0037340246535127464,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p34
structured,0.005614418764049889,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p34
structured,-0.025186310410531765,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p35
structured,-0.041451774727213286,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p35
structured,-0.047005436096697384,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p35
structured,-0.10898293460699118,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p36
structured,-0.08643257222563974,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p36
structured,-0.12455364350266657,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p36
structured,-0.1521236216921853,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p37
structured,-0.19009178837830015,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p37
structured,-0.16169275244257328,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p37
structured,0.009341755451429401,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p38
structured,-0.001885939009968196,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p38
structured,0.005280906934362062,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p38
structured,0.0046289292150289985,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260811,study04/study04_p39
structured,0.008006614647274257,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260812,study04/study04_p39
structured,0.01338504867032303,match_vs_population,study04|layout_04|100,R2_FIR_residual,20260813,study04/study04_p39
structured,-0.13693877699384283,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p06
structured,-0.11489820279355001,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p06
structured,-0.12613408463274478,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p06
structured,-0.34142576536293534,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p10
structured,-0.3380959249759386,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p10
structured,-0.35328331681090924,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p10
structured,-0.08252061076202022,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p24
structured,-0.08083718410707308,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p24
structured,-0.1305272459165297,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p24
structured,-0.2508317758318247,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p40
structured,-0.2858980623025712,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p40
structured,-0.3075009676522487,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p40
structured,-0.2647326105044727,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p41
structured,-0.2599110099846881,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p41
structured,-0.28379171262451064,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p41
structured,-0.1990250661644069,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p43
structured,-0.20345195299146113,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p43
structured,-0.1769815137119209,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p43
structured,-0.30605032658509385,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p44
structured,-0.3028335897397954,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p44
structured,-0.29700393017668747,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p44
structured,-0.20619671275221707,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p45
structured,-0.15971750193943485,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p45
structured,-0.16652068288374478,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p45
structured,-0.2999846347040327,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p46
structured,-0.2688119257953724,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p46
structured,-0.25357559511754396,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p46
structured,-0.1510187827522532,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p47
structured,-0.17013598272302266,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p47
structured,-0.13280188733881565,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p47
structured,-0.18815126531163434,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p48
structured,-0.19038510241031054,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p48
structured,-0.19657049381267006,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p48
structured,-0.17338592738594527,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p49
structured,-0.15461000221152776,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p49
structured,-0.1524093631199735,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p49
structured,-0.03075958875768503,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260811,study05/study05_p50
structured,-0.03264500149193533,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260812,study05/study05_p50
structured,-0.02392837781861845,match_vs_population,study05|layout_05|256,R2_FIR_residual,20260813,study05/study05_p50
structured,-0.09062971588883262,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p01
structured,-0.1397848773766635,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p01
structured,-0.11863579388237344,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p01
structured,0.0940593025268511,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p02
structured,-0.008906897308847417,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p02
structured,-0.017828561039296753,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p02
structured,0.11210404158443621,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p03
structured,-0.020269224628323118,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p03
structured,0.0511172261073502,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p03
structured,-0.041395415682873526,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p04
structured,-0.0393873433869516,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p04
structured,0.13131522134306928,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p04
structured,-0.14495032646806288,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260811,study01/study01_p05
structured,-0.15498873609089614,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260812,study01/study01_p05
structured,-0.15642150858939602,mechanism_g1_match_vs_population,study01|layout_01|200,R2_FIR_residual,20260813,study01/study01_p05
structured,-0.18448675887730626,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p02
structured,-0.1660615045189911,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p02
structured,-0.19769956795651333,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p02
structured,-0.15750852395573778,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p03
structured,-0.1485570130868003,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p03
structured,-0.19975804833095476,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p03
structured,-0.3425540479282608,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p06
structured,-0.3550876086649992,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p06
structured,-0.37008679227801905,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p06
structured,-0.2592920207428019,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p07
structured,-0.24772381390202375,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p07
structured,-0.26620813553555006,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p07
structured,-0.36274686894194447,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p08
structured,-0.32650923088560385,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p08
structured,-0.33386043766572526,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p08
structured,-0.14194208708527045,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p09
structured,-0.15567528328595948,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260812,study02/study02_p09
structured,-0.1453987397070584,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260813,study02/study02_p09
structured,-0.1030675337283164,mechanism_g1_match_vs_population,study02|layout_02|200,R2_FIR_residual,20260811,study02/study02_p10
