conditioning,equal_attenuation_preservation_minus_POP,pareto_AUC,route,training_seed,unit_id
structured,0.0,0.13719773647404876,R2_FIR_residual,20260811,study02/study02_p09
structured,0.0,0.22177205036570502,R2_FIR_residual,20260812,study02/study02_p07
structured,0.0,0.29512718493039436,R2_FIR_residual,20260812,study02/study02_p08
structured,0.0,0.148299928802513,R2_FIR_residual,20260812,study02/study02_p09
structured,0.0,0.23843513834621033,R2_FIR_residual,20260813,study02/study02_p07
structured,0.0,0.31526565889493297,R2_FIR_residual,20260813,study02/study02_p08
structured,0.0,0.142597148472913,R2_FIR_residual,20260813,study02/study02_p09
structured,0.0,0.09607332202553315,R2_FIR_residual,20260811,study02/study02_p10
structured,0.0,0.047728676959653375,R2_FIR_residual,20260811,study02/study02_p11
structured,0.0,0.05981595078470122,R2_FIR_residual,20260811,study02/study02_p12
structured,0.0,0.14814143614080744,R2_FIR_residual,20260812,study02/study02_p10
structured,0.0,0.09227830454705582,R2_FIR_residual,20260812,study02/study02_p11
structured,0.0,0.08055102455227042,R2_FIR_residual,20260812,study02/study02_p12
structured,0.0,0.17203275649144834,R2_FIR_residual,20260813,study02/study02_p10
structured,0.0,0.12007558507117197,R2_FIR_residual,20260813,study02/study02_p11
structured,0.0,0.08871817226268698,R2_FIR_residual,20260813,study02/study02_p12
structured,0.0,0.050560043564845475,R2_FIR_residual,20260811,study02/study02_p13
structured,0.0,0.046944497183429246,R2_FIR_residual,20260811,study02/study02_p14
structured,0.0,0.013308060991861954,R2_FIR_residual,20260811,study02/study02_p15
structured,0.0,0.2071365863763694,R2_FIR_residual,20260812,study02/study02_p13
structured,0.0,0.04966300965262156,R2_FIR_residual,20260812,study02/study02_p14
structured,0.0,0.023568232542420985,R2_FIR_residual,20260812,study02/study02_p15
structured,0.0,0.20265828952789958,R2_FIR_residual,20260813,study02/study02_p13
structured,0.0,0.03007087874970235,R2_FIR_residual,20260813,study02/study02_p14
structured,0.0,0.05472366307167388,R2_FIR_residual,20260813,study02/study02_p15
structured,0.0,0.11038902528681542,R2_FIR_residual,20260811,study02/study02_p16
structured,0.0,0.033140647480966935,R2_FIR_residual,20260811,study02/study02_p17
structured,0.0,0.12071275382353977,R2_FIR_residual,20260811,study02/study02_p18
structured,0.0,0.11670351295855598,R2_FIR_residual,20260812,study02/study02_p16
structured,0.0,0.04483673824253845,R2_FIR_residual,20260812,study02/study02_p17
structured,0.0,0.10635824321867778,R2_FIR_residual,20260812,study02/study02_p18
structured,0.0,0.12199091692894634,R2_FIR_residual,20260813,study02/study02_p16
structured,0.0,0.07091888532251038,R2_FIR_residual,20260813,study02/study02_p17
structured,0.0,0.08453273096416192,R2_FIR_residual,20260813,study02/study02_p18
structured,0.0,0.15571031857083925,R2_FIR_residual,20260811,study04/study04_p03
structured,0.0,0.08858724793377439,R2_FIR_residual,20260811,study04/study04_p08
structured,0.0,0.0645031087128469,R2_FIR_residual,20260811,study04/study04_p24
structured,0.0,0.1420681425927713,R2_FIR_residual,20260812,study04/study04_p03
structured,0.0,0.08833191891977549,R2_FIR_residual,20260812,study04/study04_p08
structured,0.0,0.06031317806948759,R2_FIR_residual,20260812,study04/study04_p24
structured,0.0,0.15679757150576334,R2_FIR_residual,20260813,study04/study04_p03
structured,0.0,0.09239024353279474,R2_FIR_residual,20260813,study04/study04_p08
structured,0.0,0.0726200971639415,R2_FIR_residual,20260813,study04/study04_p24
structured,0.0,0.1765855440519917,R2_FIR_residual,20260811,study04/study04_p28
structured,0.0,0.04909625280254469,R2_FIR_residual,20260811,study04/study04_p29
structured,0.0,0.06284154427240503,R2_FIR_residual,20260811,study04/study04_p30
structured,0.0,0.1577571354122106,R2_FIR_residual,20260812,study04/study04_p28
structured,0.0,0.04775085159444494,R2_FIR_residual,20260812,study04/study04_p29
structured,0.0,0.05311819841477571,R2_FIR_residual,20260812,study04/study04_p30
structured,0.0,0.1710405539552234,R2_FIR_residual,20260813,study04/study04_p28
structured,0.0,0.08465676452462718,R2_FIR_residual,20260813,study04/study04_p29
structured,0.0,0.06418532078799075,R2_FIR_residual,20260813,study04/study04_p30
structured,0.0,0.13569179953872187,R2_FIR_residual,20260811,study04/study04_p31
structured,0.0,0.0846026243854302,R2_FIR_residual,20260811,study04/study04_p32
structured,0.0,0.2076080180601767,R2_FIR_residual,20260811,study04/study04_p33
structured,0.0,0.14046948098691725,R2_FIR_residual,20260812,study04/study04_p31
structured,0.0,0.12346751457852204,R2_FIR_residual,20260812,study04/study04_p32
structured,0.0,0.20256228781372795,R2_FIR_residual,20260812,study04/study04_p33
structured,0.0,0.10346766249944389,R2_FIR_residual,20260813,study04/study04_p31
structured,0.0,0.1070695615187385,R2_FIR_residual,20260813,study04/study04_p32
structured,0.0,0.19889859762557094,R2_FIR_residual,20260813,study04/study04_p33
structured,0.0,0.011299636279467307,R2_FIR_residual,20260811,study04/study04_p34
structured,0.0,0.024074336344464452,R2_FIR_residual,20260811,study04/study04_p35
structured,0.0,0.11599954684237786,R2_FIR_residual,20260811,study04/study04_p36
structured,0.0,0.01383909774325058,R2_FIR_residual,20260812,study04/study04_p34
structured,0.0,0.0405110363880003,R2_FIR_residual,20260812,study04/study04_p35
structured,0.0,0.10031021086619911,R2_FIR_residual,20260812,study04/study04_p36
structured,0.0,0.013786391207974528,R2_FIR_residual,20260813,study04/study04_p34
structured,0.0,0.04341232803677731,R2_FIR_residual,20260813,study04/study04_p35
structured,0.0,0.1291657350892317,R2_FIR_residual,20260813,study04/study04_p36
structured,0.0,0.1540844072561182,R2_FIR_residual,20260811,study04/study04_p37
structured,0.0,0.11315932307062021,R2_FIR_residual,20260811,study04/study04_p38
structured,0.0,0.09241154265744482,R2_FIR_residual,20260811,study04/study04_p39
structured,0.0,0.19393598060790943,R2_FIR_residual,20260812,study04/study04_p37
structured,0.0,0.10531554006982131,R2_FIR_residual,20260812,study04/study04_p38
structured,0.0,0.09919457036072839,R2_FIR_residual,20260812,study04/study04_p39
structured,0.0,0.16472086663546162,R2_FIR_residual,20260813,study04/study04_p37
structured,0.0,0.10744554213463643,R2_FIR_residual,20260813,study04/study04_p38
structured,0.0,0.10114691129371074,R2_FIR_residual,20260813,study04/study04_p39
structured,0.0,0.12721087846162923,R2_FIR_residual,20260811,study05/study05_p06
structured,0.0,0.27209974824594857,R2_FIR_residual,20260811,study05/study05_p10
structured,0.0,0.049469350723253265,R2_FIR_residual,20260811,study05/study05_p24
structured,0.0,0.11439483846750276,R2_FIR_residual,20260812,study05/study05_p06
structured,0.0,0.2630131857176213,R2_FIR_residual,20260812,study05/study05_p10
structured,0.0,0.05276235076480077,R2_FIR_residual,20260812,study05/study05_p24
structured,0.0,0.12102894161731656,R2_FIR_residual,20260813,study05/study05_p06
structured,0.0,0.28534884351681944,R2_FIR_residual,20260813,study05/study05_p10
structured,0.0,0.0645232391869761,R2_FIR_residual,20260813,study05/study05_p24
structured,0.0,0.2217193002356438,R2_FIR_residual,20260811,study05/study05_p40
structured,0.0,0.002373478930506604,R2_FIR_residual,20260811,study05/study05_p41
structured,0.0,0.16802071241916908,R2_FIR_residual,20260811,study05/study05_p43
structured,0.0,0.22917153394845827,R2_FIR_residual,20260812,study05/study05_p40
structured,0.0,-0.037010552334270405,R2_FIR_residual,20260812,study05/study05_p41
structured,0.0,0.16194989538660265,R2_FIR_residual,20260812,study05/study05_p43
structured,0.0,0.2636121192508667,R2_FIR_residual,20260813,study05/study05_p40
structured,0.0,-0.0036631480601462263,R2_FIR_residual,20260813,study05/study05_p41
structured,0.0,0.15167792999702778,R2_FIR_residual,20260813,study05/study05_p43
structured,0.0,0.22899267447406899,R2_FIR_residual,20260811,study05/study05_p44
structured,0.0,0.14615045357285755,R2_FIR_residual,20260811,study05/study05_p45
structured,0.0,0.22747212666964414,R2_FIR_residual,20260811,study05/study05_p46
structured,0.0,0.24419154227646805,R2_FIR_residual,20260812,study05/study05_p44
structured,0.0,0.127340997907806,R2_FIR_residual,20260812,study05/study05_p45
structured,0.0,0.22493463364165664,R2_FIR_residual,20260812,study05/study05_p46
structured,0.0,0.21274200170227509,R2_FIR_residual,20260813,study05/study05_p44
structured,0.0,0.11611776419016456,R2_FIR_residual,20260813,study05/study05_p45
structured,0.0,0.19797170696434635,R2_FIR_residual,20260813,study05/study05_p46
structured,0.0,0.11104631065211881,R2_FIR_residual,20260811,study05/study05_p47
structured,0.0,0.15259219688846118,R2_FIR_residual,20260811,study05/study05_p48
structured,0.0,0.09567577957491862,R2_FIR_residual,20260812,study05/study05_p47
structured,0.0,0.15323075860468482,R2_FIR_residual,20260812,study05/study05_p48
structured,0.0,0.09565827532279184,R2_FIR_residual,20260813,study05/study05_p47
structured,0.0,0.15261814061105566,R2_FIR_residual,20260813,study05/study05_p48
structured,0.0,0.12033662445132601,R2_FIR_residual,20260811,study05/study05_p49
structured,0.0,0.023488231029128694,R2_FIR_residual,20260811,study05/study05_p50
structured,0.0,0.11395127393154791,R2_FIR_residual,20260812,study05/study05_p49
structured,0.0,0.026742547716128114,R2_FIR_residual,20260812,study05/study05_p50
structured,0.0,0.10416907450514803,R2_FIR_residual,20260813,study05/study05_p49
structured,0.0,0.018642893466840255,R2_FIR_residual,20260813,study05/study05_p50
support_FiLM,0.0,0.11591754718884081,R2_FIR_residual,20260811,study01/study01_p01
support_FiLM,0.0,0.10295934369996362,R2_FIR_residual,20260812,study01/study01_p01
support_FiLM,0.0,0.09348212371852772,R2_FIR_residual,20260813,study01/study01_p01
support_FiLM,0.0,0.05619426191204324,R2_FIR_residual,20260811,study01/study01_p02
support_FiLM,0.0,-0.017120408779764465,R2_FIR_residual,20260812,study01/study01_p02
support_FiLM,0.0,-0.014491537175231833,R2_FIR_residual,20260813,study01/study01_p02
support_FiLM,0.0,0.07650926062539384,R2_FIR_residual,20260811,study01/study01_p03
support_FiLM,0.0,0.020011767937455266,R2_FIR_residual,20260812,study01/study01_p03
support_FiLM,0.0,0.03808689432310919,R2_FIR_residual,20260813,study01/study01_p03
support_FiLM,0.0,0.028195037304406523,R2_FIR_residual,20260811,study01/study01_p04
support_FiLM,0.0,0.026852667619426254,R2_FIR_residual,20260812,study01/study01_p04
support_FiLM,0.0,0.05195729600182516,R2_FIR_residual,20260813,study01/study01_p04
support_FiLM,0.0,0.1174449149406265,R2_FIR_residual,20260811,study01/study01_p05
support_FiLM,0.0,0.04969477870945748,R2_FIR_residual,20260812,study01/study01_p05
support_FiLM,0.0,0.05960171827210452,R2_FIR_residual,20260813,study01/study01_p05
support_FiLM,0.0,0.014750593222586893,R2_FIR_residual,20260811,study03/study03_p03
support_FiLM,0.0,0.09086638448747382,R2_FIR_residual,20260811,study03/study03_p19
support_FiLM,0.0,0.05035232863787307,R2_FIR_residual,20260812,study03/study03_p03
support_FiLM,0.0,0.09970314128940944,R2_FIR_residual,20260812,study03/study03_p19
support_FiLM,0.0,0.16181775023574935,R2_FIR_residual,20260813,study03/study03_p03
support_FiLM,0.0,0.18094161902166797,R2_FIR_residual,20260813,study03/study03_p19
support_FiLM,0.0,0.040787461650745614,R2_FIR_residual,20260811,study03/study03_p20
support_FiLM,0.0,0.08079972688352602,R2_FIR_residual,20260811,study03/study03_p21
support_FiLM,0.0,0.033666864409646606,R2_FIR_residual,20260812,study03/study03_p20
support_FiLM,0.0,0.0729434291502635,R2_FIR_residual,20260812,study03/study03_p21
support_FiLM,0.0,0.12333302403850734,R2_FIR_residual,20260813,study03/study03_p20
support_FiLM,0.0,0.15364402035159486,R2_FIR_residual,20260813,study03/study03_p21
support_FiLM,0.0,0.10920238302869242,R2_FIR_residual,20260811,study03/study03_p22
support_FiLM,0.0,0.07307101594302473,R2_FIR_residual,20260811,study03/study03_p23
support_FiLM,0.0,0.06805144650717744,R2_FIR_residual,20260812,study03/study03_p22
support_FiLM,0.0,0.07591698968494465,R2_FIR_residual,20260812,study03/study03_p23
support_FiLM,0.0,0.11847919567589038,R2_FIR_residual,20260813,study03/study03_p22
support_FiLM,0.0,0.07035177448721375,R2_FIR_residual,20260813,study03/study03_p23
support_FiLM,0.0,0.10395579512957999,R2_FIR_residual,20260811,study03/study03_p24
support_FiLM,0.0,0.10714965438921206,R2_FIR_residual,20260811,study03/study03_p25
support_FiLM,0.0,0.1021407593308019,R2_FIR_residual,20260812,study03/study03_p24
support_FiLM,0.0,0.07116643189889846,R2_FIR_residual,20260812,study03/study03_p25
support_FiLM,0.0,0.12085735649247975,R2_FIR_residual,20260813,study03/study03_p24
support_FiLM,0.0,0.14274987183253238,R2_FIR_residual,20260813,study03/study03_p25
support_FiLM,0.0,0.2107552902753888,R2_FIR_residual,20260811,study03/study03_p26
support_FiLM,0.0,0.08164714263596759,R2_FIR_residual,20260811,study03/study03_p27
support_FiLM,0.0,0.1418131234955106,R2_FIR_residual,20260812,study03/study03_p26
support_FiLM,0.0,0.07666358264545432,R2_FIR_residual,20260812,study03/study03_p27
support_FiLM,0.0,0.17587375318090256,R2_FIR_residual,20260813,study03/study03_p26
support_FiLM,0.0,0.09663432389986558,R2_FIR_residual,20260813,study03/study03_p27
support_FiLM,0.0,0.09533499559552175,R2_FIR_residual,20260811,study02/study02_p02
support_FiLM,0.0,0.12377939116568018,R2_FIR_residual,20260811,study02/study02_p03
support_FiLM,0.0,0.20099308215286282,R2_FIR_residual,20260811,study02/study02_p06
support_FiLM,0.0,0.1516264761077468,R2_FIR_residual,20260812,study02/study02_p02
support_FiLM,0.0,0.14870356984180244,R2_FIR_residual,20260812,study02/study02_p03
support_FiLM,0.0,0.31279441911670136,R2_FIR_residual,20260812,study02/study02_p06
support_FiLM,0.0,0.1594060128483786,R2_FIR_residual,20260813,study02/study02_p02
support_FiLM,0.0,0.16351719938238468,R2_FIR_residual,20260813,study02/study02_p03
support_FiLM,0.0,0.29122792020093546,R2_FIR_residual,20260813,study02/study02_p06
support_FiLM,0.0,0.23291582512351885,R2_FIR_residual,20260811,study02/study02_p07
support_FiLM,0.0,0.15840141465724716,R2_FIR_residual,20260811,study02/study02_p08
support_FiLM,0.0,0.15531022638772235,R2_FIR_residual,20260811,study02/study02_p09
support_FiLM,0.0,0.22390907836569063,R2_FIR_residual,20260812,study02/study02_p07
support_FiLM,0.0,0.17104484023471145,R2_FIR_residual,20260812,study02/study02_p08
support_FiLM,0.0,0.14612496589236634,R2_FIR_residual,20260812,study02/study02_p09
support_FiLM,0.0,0.2380706907038972,R2_FIR_residual,20260813,study02/study02_p07
support_FiLM,0.0,0.24525698720799188,R2_FIR_residual,20260813,study02/study02_p08
support_FiLM,0.0,0.15509311570079629,R2_FIR_residual,20260813,study02/study02_p09
support_FiLM,0.0,0.18467595939416417,R2_FIR_residual,20260811,study02/study02_p10
support_FiLM,0.0,0.1288177504431255,R2_FIR_residual,20260811,study02/study02_p11
support_FiLM,0.0,0.15804658906751448,R2_FIR_residual,20260811,study02/study02_p12
support_FiLM,0.0,0.21695383420104117,R2_FIR_residual,20260812,study02/study02_p10
support_FiLM,0.0,0.13793264488541523,R2_FIR_residual,20260812,study02/study02_p11
support_FiLM,0.0,0.1356237713813523,R2_FIR_residual,20260812,study02/study02_p12
support_FiLM,0.0,0.1395037986037926,R2_FIR_residual,20260813,study02/study02_p10
support_FiLM,0.0,0.07927853172232958,R2_FIR_residual,20260813,study02/study02_p11
support_FiLM,0.0,0.04334381955684004,R2_FIR_residual,20260813,study02/study02_p12
support_FiLM,0.0,0.2059472381485993,R2_FIR_residual,20260811,study02/study02_p13
support_FiLM,0.0,0.04441635886565843,R2_FIR_residual,20260811,study02/study02_p14
support_FiLM,0.0,0.03078811909052995,R2_FIR_residual,20260811,study02/study02_p15
support_FiLM,0.0,0.15645336780949992,R2_FIR_residual,20260812,study02/study02_p13
support_FiLM,0.0,0.05395258155429452,R2_FIR_residual,20260812,study02/study02_p14
support_FiLM,0.0,0.02987794064440258,R2_FIR_residual,20260812,study02/study02_p15
support_FiLM,0.0,0.03196090246878652,R2_FIR_residual,20260813,study02/study02_p13
support_FiLM,0.0,0.006234606961794386,R2_FIR_residual,20260813,study02/study02_p14
support_FiLM,0.0,0.01885912479707212,R2_FIR_residual,20260813,study02/study02_p15
support_FiLM,0.0,0.14575721139110592,R2_FIR_residual,20260811,study02/study02_p16
support_FiLM,0.0,0.04280487632118155,R2_FIR_residual,20260811,study02/study02_p17
support_FiLM,0.0,0.13081725362959729,R2_FIR_residual,20260811,study02/study02_p18
support_FiLM,0.0,0.13269784902723342,R2_FIR_residual,20260812,study02/study02_p16
support_FiLM,0.0,0.02430107539469745,R2_FIR_residual,20260812,study02/study02_p17
support_FiLM,0.0,0.11302060480088827,R2_FIR_residual,20260812,study02/study02_p18
support_FiLM,0.0,0.14452781169899226,R2_FIR_residual,20260813,study02/study02_p16
support_FiLM,0.0,0.07541765924877024,R2_FIR_residual,20260813,study02/study02_p17
support_FiLM,0.0,0.0926250056296193,R2_FIR_residual,20260813,study02/study02_p18
support_FiLM,0.0,0.21429905219144146,R2_FIR_residual,20260811,study04/study04_p03
support_FiLM,0.0,0.09856209842723003,R2_FIR_residual,20260811,study04/study04_p08
support_FiLM,0.0,0.06582732227454906,R2_FIR_residual,20260811,study04/study04_p24
support_FiLM,0.0,0.18554353106386437,R2_FIR_residual,20260812,study04/study04_p03
support_FiLM,0.0,0.09217432587757952,R2_FIR_residual,20260812,study04/study04_p08
support_FiLM,0.0,0.05873422836303355,R2_FIR_residual,20260812,study04/study04_p24
support_FiLM,0.0,0.18235383589551243,R2_FIR_residual,20260813,study04/study04_p03
support_FiLM,0.0,0.08927767051023591,R2_FIR_residual,20260813,study04/study04_p08
support_FiLM,0.0,0.07991329879003249,R2_FIR_residual,20260813,study04/study04_p24
support_FiLM,0.0,0.18312105262895298,R2_FIR_residual,20260811,study04/study04_p28
support_FiLM,0.0,0.043584107948813955,R2_FIR_residual,20260811,study04/study04_p29
support_FiLM,0.0,0.06409859902075286,R2_FIR_residual,20260811,study04/study04_p30
support_FiLM,0.0,0.18235470313553737,R2_FIR_residual,20260812,study04/study04_p28
support_FiLM,0.0,0.07341231056727704,R2_FIR_residual,20260812,study04/study04_p29
support_FiLM,0.0,0.08754960059579797,R2_FIR_residual,20260812,study04/study04_p30
support_FiLM,0.0,0.18713068297075355,R2_FIR_residual,20260813,study04/study04_p28
support_FiLM,0.0,0.09241776583563209,R2_FIR_residual,20260813,study04/study04_p29
support_FiLM,0.0,0.08910411374925283,R2_FIR_residual,20260813,study04/study04_p30
support_FiLM,0.0,0.13841909758928903,R2_FIR_residual,20260811,study04/study04_p31
support_FiLM,0.0,0.08130773135074548,R2_FIR_residual,20260811,study04/study04_p32
support_FiLM,0.0,0.19018993111281032,R2_FIR_residual,20260811,study04/study04_p33
support_FiLM,0.0,0.1382999245057687,R2_FIR_residual,20260812,study04/study04_p31
support_FiLM,0.0,0.10755358277019691,R2_FIR_residual,20260812,study04/study04_p32
support_FiLM,0.0,0.19692421410385846,R2_FIR_residual,20260812,study04/study04_p33
support_FiLM,0.0,0.10589895305525526,R2_FIR_residual,20260813,study04/study04_p31
support_FiLM,0.0,0.09826932855335936,R2_FIR_residual,20260813,study04/study04_p32
support_FiLM,0.0,0.18161795060397884,R2_FIR_residual,20260813,study04/study04_p33
support_FiLM,0.0,0.0111991014994587,R2_FIR_residual,20260811,study04/study04_p34
support_FiLM,0.0,0.026370454866628666,R2_FIR_residual,20260811,study04/study04_p35
support_FiLM,0.0,0.11996620041453684,R2_FIR_residual,20260811,study04/study04_p36
support_FiLM,0.0,0.015320656774446493,R2_FIR_residual,20260812,study04/study04_p34
support_FiLM,0.0,0.04604935770857466,R2_FIR_residual,20260812,study04/study04_p35
support_FiLM,0.0,0.12966303722910086,R2_FIR_residual,20260812,study04/study04_p36
support_FiLM,0.0,0.006656024060787705,R2_FIR_residual,20260813,study04/study04_p34
support_FiLM,0.0,0.04089984043928427,R2_FIR_residual,20260813,study04/study04_p35
support_FiLM,0.0,0.15611524103911995,R2_FIR_residual,20260813,study04/study04_p36
support_FiLM,0.0,0.19018610939819525,R2_FIR_residual,20260811,study04/study04_p37
support_FiLM,0.0,0.11598255585488118,R2_FIR_residual,20260811,study04/study04_p38
support_FiLM,0.0,0.09934155054136916,R2_FIR_residual,20260811,study04/study04_p39
support_FiLM,0.0,0.21178516985189136,R2_FIR_residual,20260812,study04/study04_p37
support_FiLM,0.0,0.11245889491935765,R2_FIR_residual,20260812,study04/study04_p38
support_FiLM,0.0,0.09335176766563714,R2_FIR_residual,20260812,study04/study04_p39
support_FiLM,0.0,0.18273739644246595,R2_FIR_residual,20260813,study04/study04_p37
support_FiLM,0.0,0.10761451496755367,R2_FIR_residual,20260813,study04/study04_p38
support_FiLM,0.0,0.09793243119925618,R2_FIR_residual,20260813,study04/study04_p39
support_FiLM,0.0,0.1328683946495276,R2_FIR_residual,20260811,study05/study05_p06
support_FiLM,0.0,0.2532116556062428,R2_FIR_residual,20260811,study05/study05_p10
support_FiLM,0.0,0.04568671158157289,R2_FIR_residual,20260811,study05/study05_p24
support_FiLM,0.0,0.12400026003381863,R2_FIR_residual,20260812,study05/study05_p06
support_FiLM,0.0,0.2550344727569027,R2_FIR_residual,20260812,study05/study05_p10
support_FiLM,0.0,0.05260953631217188,R2_FIR_residual,20260812,study05/study05_p24
support_FiLM,0.0,0.12386184925366678,R2_FIR_residual,20260813,study05/study05_p06
support_FiLM,0.0,0.2728083717749876,R2_FIR_residual,20260813,study05/study05_p10
support_FiLM,0.0,0.06623074757479132,R2_FIR_residual,20260813,study05/study05_p24
support_FiLM,0.0,0.24599884699658575,R2_FIR_residual,20260811,study05/study05_p40
support_FiLM,0.0,-0.022580052439221145,R2_FIR_residual,20260811,study05/study05_p41
support_FiLM,0.0,0.16299872665546905,R2_FIR_residual,20260811,study05/study05_p43
support_FiLM,0.0,0.2328946525437108,R2_FIR_residual,20260812,study05/study05_p40
support_FiLM,0.0,-0.045751171298620844,R2_FIR_residual,20260812,study05/study05_p41
support_FiLM,0.0,0.15736304213253124,R2_FIR_residual,20260812,study05/study05_p43
support_FiLM,0.0,0.2586106883817393,R2_FIR_residual,20260813,study05/study05_p40
support_FiLM,0.0,-0.025084717773728442,R2_FIR_residual,20260813,study05/study05_p41
support_FiLM,0.0,0.146510002744749,R2_FIR_residual,20260813,study05/study05_p43
support_FiLM,0.0,0.211463346015637,R2_FIR_residual,20260811,study05/study05_p44
support_FiLM,0.0,0.1334740388615035,R2_FIR_residual,20260811,study05/study05_p45
support_FiLM,0.0,0.20414324679676127,R2_FIR_residual,20260811,study05/study05_p46
support_FiLM,0.0,0.2252361335650088,R2_FIR_residual,20260812,study05/study05_p44
support_FiLM,0.0,0.12644851724747855,R2_FIR_residual,20260812,study05/study05_p45
support_FiLM,0.0,0.22673773836452243,R2_FIR_residual,20260812,study05/study05_p46
support_FiLM,0.0,0.19008979643008025,R2_FIR_residual,20260813,study05/study05_p44
support_FiLM,0.0,0.10779858441393056,R2_FIR_residual,20260813,study05/study05_p45
support_FiLM,0.0,0.1927477456045405,R2_FIR_residual,20260813,study05/study05_p46
support_FiLM,0.0,0.1442539445919571,R2_FIR_residual,20260811,study05/study05_p47
support_FiLM,0.0,0.16072797777253706,R2_FIR_residual,20260811,study05/study05_p48
support_FiLM,0.0,0.11505281830873663,R2_FIR_residual,20260812,study05/study05_p47
