FIR_population_residual_norm,calibration_samples,calibration_seconds,dataset,effective_rank,full_C_cosine_distance,full_C_frobenius_distance,layout_id,projector_frobenius_distance,projector_principal_angle_deg,recording_key,rho_legacy,sampling_rate_hz,selected_alpha,singular_1,singular_2,split_half_projector_distance,state_active_quiet_C_distance,study,transfer_column_scale_mean,unified_fold,within_subject_half_distance
64.22376288245381,2560,10.0,klados,2,,2.5426157269147676,19ch_native_linked_mastoid_256hz,1.4013265371322632,80.80637508326537,sim42,,256.0,0.0,3.89266256171839,1.4636805102455164,1.1830800771713257,2.356537004079654,klados_v4_source_records,,,4.039154570479612
22.77798518678416,2560,10.0,klados,2,,1.4832464451520821,19ch_native_linked_mastoid_256hz,0.13178037106990814,4.7124385516899245,sim43,,256.0,0.75,3.8504529853534843,1.6848294046641308,0.4001110792160034,0.9563369878370992,klados_v4_source_records,,,1.0753751907702684
23.223568201003825,2560,10.0,klados,2,,2.2156655268217906,19ch_native_linked_mastoid_256hz,0.2172052562236786,8.689210609270582,sim46,,256.0,1.0,5.011868893266295,0.5819288290706236,0.9275793433189392,1.2145802966970152,klados_v4_source_records,,,0.895667436486766
47.10791952243177,2560,10.0,klados,2,,1.4704340489536867,19ch_native_linked_mastoid_256hz,0.5242904424667358,20.40633870508509,sim47,,256.0,0.25,3.5444417022198604,0.6486648542998031,1.466052532196045,1.4265863997384038,klados_v4_source_records,,,4.11344365626005
23.736199963624014,2560,10.0,klados,2,,1.2386699148452995,19ch_native_linked_mastoid_256hz,0.42488232254981995,17.326477809825978,sim48,,256.0,1.0,3.569710717475294,0.7892422249792151,0.7968047857284546,1.1710511912711956,klados_v4_source_records,,,0.792319175440028
48.92764740511353,2560,10.0,klados,2,,1.6007423472107918,19ch_native_linked_mastoid_256hz,0.436724990606308,17.87686826646753,sim49,,256.0,0.75,4.7483013597640165,2.024356012546527,0.42705151438713074,0.5081914557103477,klados_v4_source_records,,,1.0108642328917172
17.95655257993524,2560,10.0,klados,2,,2.093221842713618,19ch_native_linked_mastoid_256hz,0.20832712948322296,8.199485068676399,sim50,,256.0,0.25,5.376072415104188,1.680586239260335,1.3041435480117798,1.881994217926589,klados_v4_source_records,,,3.2604494824899506
51.94031893233739,2560,10.0,klados,2,,3.1945283914075335,19ch_native_linked_mastoid_256hz,0.09577939659357071,3.662885173107054,sim51,,256.0,0.5,6.390827846028681,2.7179119402703678,0.8352375030517578,1.4723167859745525,klados_v4_source_records,,,2.9455941835156736
55.20915212132759,2560,10.0,klados,2,,2.6055995051391263,19ch_native_linked_mastoid_256hz,0.16392599046230316,6.349867487989068,sim52,,256.0,1.0,5.839136508674502,2.428042274699974,0.16723449528217316,0.9133493319315777,klados_v4_source_records,,,1.0360713270692292
74.57625662656811,2560,10.0,klados,2,,3.379520442791388,19ch_native_linked_mastoid_256hz,1.3100205659866333,66.12161992657632,sim53,,256.0,0.5,2.2556119977174025,0.638150339236999,1.4940403699874878,3.1447315998709913,klados_v4_source_records,,,3.7556886894395918
24.848501029927846,2560,10.0,klados,2,,1.6160029225159183,19ch_native_linked_mastoid_256hz,0.3442557156085968,14.01241010691131,sim54,,256.0,0.25,4.754383984275628,2.236648910204299,0.7998963594436646,3.5806483456171883,klados_v4_source_records,,,1.8111657452200614
