successful_update,pair_indices,pair_keys
5163,15;147;148;109;85;134;102;144,study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p26:target_t13_800:source_t8_800
5164,146;19;32;88;132;10;141;0,study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p03:target_t3_0:source_t20_800
5165,60;66;121;126;8;91;23;40,study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p19:target_t8_0:source_t4_1200
5166,20;9;69;31;118;106;110;99,study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p22:target_t7_400:source_t5_1200
5167,133;3;53;93;28;119;71;78,study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p21:target_t3_800:source_t15_1200
5168,92;151;4;142;64;149;65;136,study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p26:target_t2_800:source_t1_1200
5169,62;144;58;63;78;109;44;118,study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p23:target_t4_0:source_t1_800
5170,18;97;104;106;132;19;21;131,study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p22:target_t4_1200:source_t5_400;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p23:target_t16_400:source_t9_1200
5171,103;123;55;136;49;33;34;61,study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p20:target_t6_400:source_t20_0
5172,68;71;23;84;92;142;52;95,study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p22:target_t4_400:source_t3_1200
5173,65;110;121;115;113;67;48;140,study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p26:target_t5_800:source_t7_800
5174,70;66;90;114;46;6;94;146,study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p27:target_t4_1200:source_t0_1200
5175,127;43;3;137;139;13;20;28,study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p03:target_t25_0:source_t12_800
5176,133;14;119;75;53;145;148;124,study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p23:target_t5_800:source_t6_0
5177,73;120;151;116;51;79;4;77,study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p21:target_t3_400:source_t15_800
5178,64;54;7;60;12;72;69;149,study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p27:target_t16_1200:source_t1_800
5179,59;16;108;135;83;31;40;27,study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p21:target_t9_400:source_t18_400;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p03:target_t24_1200:source_t12_400
5180,112;37;130;100;24;76;138;57,study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p19:target_t20_1200:source_t13_0
5181,10;36;1;30;111;50;96;125,study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p23:target_t5_1200:source_t6_400
5182,150;2;74;47;42;26;98;0,study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p03:target_t3_0:source_t20_800
5183,129;85;81;88;8;45;11;134,study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p21:target_t17_800:source_t0_1200;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p26:target_t2_0:source_t1_400
5184,38;141;89;99;17;101;86;107,study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p22:target_t12_400:source_t9_1200
5185,56;128;117;102;5;87;29;143,study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p26:target_t13_400:source_t8_400
5186,9;126;41;35;39;105;91;15,study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p03:target_t10_1200:source_t2_400
5187,122;22;25;147;32;93;82;80,study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p21:target_t6_0:source_t16_800
5188,79;141;13;22;74;137;101;49,study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p19:target_t17_400:source_t11_0
5189,39;24;20;6;56;34;80;71,study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p20:target_t16_400:source_t0_1200
5190,120;67;4;46;133;112;86;35,study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p19:target_t3_1200:source_t2_0
5191,82;65;3;131;116;146;59;97,study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p23:target_t16_400:source_t9_1200;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p22:target_t4_1200:source_t5_400
5192,58;138;102;52;12;128;11;123,study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p23:target_t5_400:source_t3_1200
5193,103;143;72;110;33;14;29;87,study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p03:target_t10_800:source_t2_0;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p21:target_t17_400:source_t0_800
5194,61;130;54;119;60;69;107;88,study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p20:target_t10_1200:source_t0_400;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p21:target_t17_800:source_t0_1200
5195,148;68;142;100;91;63;57;108,study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p22:target_t12_800:source_t11_0
5196,106;149;147;126;109;23;41;83,study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p19:target_t8_400:source_t7_0;study03/study03_p21:target_t9_400:source_t18_400
5197,19;0;55;2;145;25;16;139,study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p03:target_t3_800:source_t21_0;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p26:target_t5_400:source_t7_400
5198,44;95;84;48;114;113;18;105,study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p22:target_t8_1200:source_t9_400
5199,78;127;17;124;31;85;30;15,study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p21:target_t9_1200:source_t18_1200;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p03:target_t10_1200:source_t2_400
5200,118;140;5;42;7;70;36;47,study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p19:target_t16_1200:source_t9_800
5201,43;121;21;75;1;129;40;76,study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p21:target_t3_0:source_t15_400
5202,77;32;104;64;132;93;9;115,study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p19:target_t3_0:source_t0_800;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p23:target_t2_400:source_t0_1200
5203,73;122;53;136;90;8;94;50,study03/study03_p20:target_t16_1200:source_t4_0;study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p19:target_t17_800:source_t11_400
5204,150;117;37;28;151;99;38;26,study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p19:target_t6_400:source_t4_0;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p03:target_t24_800:source_t12_0
5205,135;27;92;98;89;96;62;111,study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p22:target_t13_400:source_t11_1200
5206,81;134;66;45;10;144;125;51,study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p19:target_t17_1200:source_t11_800
5207,144;8;81;38;103;26;107;148,study03/study03_p26:target_t13_800:source_t8_800;study03/study03_p03:target_t9_0:source_t23_800;study03/study03_p21:target_t6_400:source_t16_1200;study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p03:target_t24_800:source_t12_0;study03/study03_p22:target_t12_400:source_t9_1200;study03/study03_p27:target_t16_400:source_t1_400
5208,33;133;125;114;90;71;91;14,study03/study03_p19:target_t3_400:source_t0_1200;study03/study03_p23:target_t16_1200:source_t11_400;study03/study03_p23:target_t5_1200:source_t6_400;study03/study03_p23:target_t2_0:source_t0_800;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p20:target_t16_400:source_t0_1200;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p03:target_t10_800:source_t2_0
5209,6;106;145;21;67;92;4;104,study03/study03_p03:target_t6_800:source_t23_0;study03/study03_p22:target_t12_0:source_t9_800;study03/study03_p26:target_t13_1200:source_t8_1200;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p20:target_t10_400:source_t21_1200;study03/study03_p22:target_t1_800:source_t3_0;study03/study03_p03:target_t6_0:source_t21_800;study03/study03_p22:target_t8_800:source_t9_0
5210,54;66;141;63;3;137;30;89,study03/study03_p19:target_t19_800:source_t12_400;study03/study03_p20:target_t10_0:source_t21_800;study03/study03_p26:target_t5_1200:source_t7_1200;study03/study03_p20:target_t9_400:source_t20_800;study03/study03_p03:target_t3_1200:source_t21_400;study03/study03_p26:target_t2_1200:source_t6_1200;study03/study03_p03:target_t25_800:source_t13_0;study03/study03_p21:target_t17_1200:source_t1_400
5211,75;15;44;135;19;140;93;149,study03/study03_p20:target_t17_400:source_t4_1200;study03/study03_p03:target_t10_1200:source_t2_400;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p26:target_t2_400:source_t1_800;study03/study03_p03:target_t18_1200:source_t7_800;study03/study03_p26:target_t5_800:source_t7_800;study03/study03_p22:target_t1_1200:source_t3_400;study03/study03_p27:target_t16_1200:source_t1_800
5212,49;100;36;31;50;126;117;83,study03/study03_p19:target_t17_400:source_t11_0;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p19:target_t6_0:source_t2_800;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p19:target_t17_800:source_t11_400;study03/study03_p23:target_t8_0:source_t6_800;study03/study03_p23:target_t2_1200:source_t1_400;study03/study03_p21:target_t9_400:source_t18_400
5213,70;55;62;52;134;18;61;85,study03/study03_p20:target_t16_0:source_t0_800;study03/study03_p19:target_t19_1200:source_t12_800;study03/study03_p20:target_t9_0:source_t20_400;study03/study03_p19:target_t19_0:source_t11_1200;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p03:target_t18_800:source_t7_400;study03/study03_p20:target_t6_400:source_t20_0;study03/study03_p21:target_t9_1200:source_t18_1200
5214,122;109;86;77;23;111;116;32,study03/study03_p23:target_t5_0:source_t3_800;study03/study03_p22:target_t12_1200:source_t11_400;study03/study03_p21:target_t17_0:source_t0_400;study03/study03_p21:target_t3_400:source_t15_800;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p22:target_t13_400:source_t11_1200;study03/study03_p23:target_t2_800:source_t1_0;study03/study03_p19:target_t3_0:source_t0_800
5215,13;10;139;42;150;129;78;2,study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p26:target_t5_400:source_t7_400;study03/study03_p19:target_t8_800:source_t7_400;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p23:target_t8_1200:source_t9_400;study03/study03_p21:target_t3_800:source_t15_1200;study03/study03_p03:target_t3_800:source_t21_0
5216,130;120;72;47;57;28;45;73,study03/study03_p23:target_t16_0:source_t9_800;study03/study03_p23:target_t4_800:source_t3_0;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p19:target_t16_1200:source_t9_800;study03/study03_p19:target_t20_1200:source_t13_0;study03/study03_p03:target_t25_0:source_t12_800;study03/study03_p19:target_t16_400:source_t9_0;study03/study03_p20:target_t16_1200:source_t4_0
5217,7;87;119;79;1;24;94;108,study03/study03_p03:target_t6_1200:source_t23_400;study03/study03_p21:target_t17_400:source_t0_800;study03/study03_p23:target_t4_400:source_t1_1200;study03/study03_p21:target_t3_1200:source_t16_400;study03/study03_p03:target_t3_400:source_t20_1200;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p22:target_t4_0:source_t3_800;study03/study03_p22:target_t12_800:source_t11_0
5218,128;112;142;115;34;65;96;88,study03/study03_p23:target_t8_800:source_t9_0;study03/study03_p22:target_t13_800:source_t14_0;study03/study03_p26:target_t13_0:source_t8_0;study03/study03_p23:target_t2_400:source_t0_1200;study03/study03_p19:target_t3_800:source_t1_0;study03/study03_p20:target_t9_1200:source_t21_400;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p21:target_t17_800:source_t0_1200
5219,46;51;40;82;5;132;35;41,study03/study03_p19:target_t16_800:source_t9_400;study03/study03_p19:target_t17_1200:source_t11_800;study03/study03_p19:target_t8_0:source_t4_1200;study03/study03_p21:target_t9_0:source_t18_0;study03/study03_p03:target_t6_400:source_t21_1200;study03/study03_p23:target_t16_800:source_t11_0;study03/study03_p19:target_t3_1200:source_t2_0;study03/study03_p19:target_t8_400:source_t7_0
5220,58;27;76;118;127;29;64;146,study03/study03_p20:target_t3_0:source_t19_400;study03/study03_p03:target_t24_1200:source_t12_400;study03/study03_p21:target_t3_0:source_t15_400;study03/study03_p23:target_t4_0:source_t1_800;study03/study03_p23:target_t8_400:source_t6_1200;study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p20:target_t9_800:source_t20_1200;study03/study03_p27:target_t4_1200:source_t0_1200
5221,11;48;22;84;98;102;74;123,study03/study03_p03:target_t9_1200:source_t1_400;study03/study03_p19:target_t17_0:source_t9_1200;study03/study03_p03:target_t22_800:source_t8_400;study03/study03_p21:target_t9_800:source_t18_800;study03/study03_p22:target_t7_0:source_t5_800;study03/study03_p22:target_t8_0:source_t6_800;study03/study03_p20:target_t17_0:source_t4_800;study03/study03_p23:target_t5_400:source_t3_1200
5222,147;95;121;20;151;105;53;69,study03/study03_p27:target_t11_400:source_t1_0;study03/study03_p22:target_t4_400:source_t3_1200;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p03:target_t22_0:source_t7_1200;study03/study03_p27:target_t22_400:source_t2_400;study03/study03_p22:target_t8_1200:source_t9_400;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p20:target_t10_1200:source_t0_400
5223,60;25;56;99;17;136;80;131,study03/study03_p20:target_t6_0:source_t19_1200;study03/study03_p03:target_t24_400:source_t11_0;study03/study03_p19:target_t20_0:source_t12_1200;study03/study03_p22:target_t7_400:source_t5_1200;study03/study03_p03:target_t18_400:source_t2_1200;study03/study03_p26:target_t2_800:source_t1_1200;study03/study03_p21:target_t6_0:source_t16_800;study03/study03_p23:target_t16_400:source_t9_1200
5224,12;143;16;110;113;9;59;97,study03/study03_p03:target_t10_0:source_t1_800;study03/study03_p26:target_t13_400:source_t8_400;study03/study03_p03:target_t18_0:source_t2_800;study03/study03_p22:target_t13_0:source_t11_800;study03/study03_p22:target_t13_1200:source_t14_400;study03/study03_p03:target_t9_400:source_t23_1200;study03/study03_p20:target_t3_1200:source_t19_800;study03/study03_p22:target_t4_1200:source_t5_400
5225,138;39;124;101;43;68;0;37,study03/study03_p26:target_t5_0:source_t7_0;study03/study03_p19:target_t6_1200:source_t4_800;study03/study03_p23:target_t5_800:source_t6_0;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p19:target_t8_1200:source_t7_800;study03/study03_p20:target_t10_800:source_t0_0;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p19:target_t6_400:source_t4_0
5226,38;44;123;31;24;149;21;145,study03/study03_p19:target_t6_800:source_t4_400;study03/study03_p19:target_t16_0:source_t7_1200;study03/study03_p23:target_t5_400:source_t3_1200;study03/study03_p03:target_t25_1200:source_t13_400;study03/study03_p03:target_t24_0:source_t8_1200;study03/study03_p27:target_t16_1200:source_t1_800;study03/study03_p03:target_t22_400:source_t8_0;study03/study03_p26:target_t13_1200:source_t8_1200
5227,29;23;134;96;90;0;146;9,study03/study03_p03:target_t25_400:source_t12_1200;study03/study03_p03:target_t22_1200:source_t8_800;study03/study03_p26:target_t2_0:source_t1_400;study03/study03_p22:target_t4_800:source_t5_0;study03/study03_p22:target_t1_0:source_t2_800;study03/study03_p03:target_t3_0:source_t20_800;study03/study03_p27:target_t4_1200:source_t0_1200;study03/study03_p03:target_t9_400:source_t23_1200
5228,89;108;121;101;10;53;13;58,study03/study03_p21:target_t17_1200:source_t1_400;study03/study03_p22:target_t12_800:source_t11_0;study03/study03_p23:target_t4_1200:source_t3_400;study03/study03_p22:target_t7_1200:source_t6_400;study03/study03_p03:target_t9_800:source_t1_0;study03/study03_p19:target_t19_400:source_t12_0;study03/study03_p03:target_t10_400:source_t1_1200;study03/study03_p20:target_t3_0:source_t19_400
5229,148;91;72;150;104;100;103;71,study03/study03_p27:target_t16_400:source_t1_400;study03/study03_p22:target_t1_400:source_t2_1200;study03/study03_p20:target_t16_800:source_t2_1200;study03/study03_p27:target_t21_1200:source_t2_0;study03/study03_p22:target_t8_800:source_t9_0;study03/study03_p22:target_t7_800:source_t6_0;study03/study03_p22:target_t8_400:source_t6_1200;study03/study03_p20:target_t16_400:source_t0_1200
