participant,condition,identity_margin,auroc,positive_similarity,impostor_median,rank1,tar_at_far5,trials,fold,verifier
11,1,0.4300163686275482,1.0,0.47155705094337463,0.049643374979496,1.0,1.0,19,0,A
11,2,0.3994652032852173,0.9930747922437674,0.3915215730667114,-0.01322925090789795,1.0,0.8947368421052632,19,0,A
1,1,0.39323118329048157,0.94375,0.45874157547950745,0.017643149942159653,1.0,0.65,20,0,B
1,2,0.5218872427940369,0.9924999999999999,0.45843997597694397,-0.0818769782781601,0.95,0.75,20,0,B
6,1,0.02618623897433281,0.5575,0.4353362023830414,0.3880664110183716,0.2,0.75,20,0,B
6,2,-0.010436860844492912,0.47875,0.29909607768058777,0.3159620761871338,0.35,0.4,20,0,B
11,1,0.39817968010902405,0.9916897506925207,0.7595711350440979,0.38368749618530273,1.0,1.0,19,0,B
11,2,0.6008540391921997,1.0,0.6493874788284302,0.029240891337394714,1.0,1.0,19,0,B
1,1,0.39323118329048157,0.94375,0.45874157547950745,0.017643149942159653,1.0,0.65,20,0,B
1,2,0.5218872427940369,0.9924999999999999,0.45843997597694397,-0.0818769782781601,0.95,0.75,20,0,B
6,1,0.02618623897433281,0.5575,0.4353362023830414,0.3880664110183716,0.2,0.75,20,0,B
6,2,-0.010436860844492912,0.47875,0.29909607768058777,0.3159620761871338,0.35,0.4,20,0,B
11,1,0.39817968010902405,0.9916897506925207,0.7595711350440979,0.38368749618530273,1.0,1.0,19,0,B
11,2,0.6008540391921997,1.0,0.6493874788284302,0.029240891337394714,1.0,1.0,19,0,B
1,1,0.39323118329048157,0.94375,0.45874157547950745,0.017643149942159653,1.0,0.65,20,0,B
1,2,0.5218872427940369,0.9924999999999999,0.45843997597694397,-0.0818769782781601,0.95,0.75,20,0,B
6,1,0.02618623897433281,0.5575,0.4353362023830414,0.3880664110183716,0.2,0.75,20,0,B
6,2,-0.010436860844492912,0.47875,0.29909607768058777,0.3159620761871338,0.35,0.4,20,0,B
11,1,0.39817968010902405,0.9916897506925207,0.7595711350440979,0.38368749618530273,1.0,1.0,19,0,B
11,2,0.6008540391921997,1.0,0.6493874788284302,0.029240891337394714,1.0,1.0,19,0,B
1,1,0.39323118329048157,0.94375,0.45874157547950745,0.017643149942159653,1.0,0.65,20,0,B
1,2,0.5218872427940369,0.9924999999999999,0.45843997597694397,-0.0818769782781601,0.95,0.75,20,0,B
6,1,0.02618623897433281,0.5575,0.4353362023830414,0.3880664110183716,0.2,0.75,20,0,B
6,2,-0.010436860844492912,0.47875,0.29909607768058777,0.3159620761871338,0.35,0.4,20,0,B
11,1,0.39817968010902405,0.9916897506925207,0.7595711350440979,0.38368749618530273,1.0,1.0,19,0,B
11,2,0.6008540391921997,1.0,0.6493874788284302,0.029240891337394714,1.0,1.0,19,0,B
1,1,0.39323118329048157,0.94375,0.45874157547950745,0.017643149942159653,1.0,0.65,20,0,B
1,2,0.5218872427940369,0.9924999999999999,0.45843997597694397,-0.0818769782781601,0.95,0.75,20,0,B
6,1,0.02618623897433281,0.5575,0.4353362023830414,0.3880664110183716,0.2,0.75,20,0,B
6,2,-0.010436860844492912,0.47875,0.29909607768058777,0.3159620761871338,0.35,0.4,20,0,B
11,1,0.39817968010902405,0.9916897506925207,0.7595711350440979,0.38368749618530273,1.0,1.0,19,0,B
11,2,0.6008540391921997,1.0,0.6493874788284302,0.029240891337394714,1.0,1.0,19,0,B
1,1,0.39323118329048157,0.94375,0.45874157547950745,0.017643149942159653,1.0,0.65,20,0,B
1,2,0.5218872427940369,0.9924999999999999,0.45843997597694397,-0.0818769782781601,0.95,0.75,20,0,B
6,1,0.02618623897433281,0.5575,0.4353362023830414,0.3880664110183716,0.2,0.75,20,0,B
6,2,-0.010436860844492912,0.47875,0.29909607768058777,0.3159620761871338,0.35,0.4,20,0,B
11,1,0.39817968010902405,0.9916897506925207,0.7595711350440979,0.38368749618530273,1.0,1.0,19,0,B
11,2,0.6008540391921997,1.0,0.6493874788284302,0.029240891337394714,1.0,1.0,19,0,B
