CE_A_H,CE_A_HU,attacker,conditional_fiber_leakage,fold,interpretation,method,seed
2.1816944117418395,2.2071799114483213,adaptive_mlp,-0.02548549970648173,4,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260940
2.1795086554559786,3.0736685165836217,linear,-0.8941598611276431,4,"finite cross-session closure diagnostic, not CMI",Fiber-Gaussian,20260940
2.1816944117418395,2.2956229156263745,adaptive_mlp,-0.11392850388453502,4,"finite cross-session closure diagnostic, not CMI",Fiber-Gaussian,20260940
2.1795086554559786,2.866230173373532,linear,-0.6867215179175532,4,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260940
2.1816944117418395,2.296951100218022,adaptive_mlp,-0.11525668847618231,4,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260940
2.1795086554559786,2.4406247766975597,linear,-0.2611161212415811,4,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260940
2.1816944117418395,2.3932523670173143,adaptive_mlp,-0.21155795527547472,4,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260940
2.1690057291257907,2.1998975280039,linear,-0.030891798878109444,4,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260941
2.1691621043780365,2.1747753009543533,adaptive_mlp,-0.00561319657631687,4,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260941
2.1690057291257907,3.0360142942324315,linear,-0.8670085651066408,4,"finite cross-session closure diagnostic, not CMI",Fiber-Gaussian,20260941
2.1691621043780365,2.4561467145339377,adaptive_mlp,-0.28698461015590127,4,"finite cross-session closure diagnostic, not CMI",Fiber-Gaussian,20260941
2.1690057291257907,2.943316182526778,linear,-0.7743104534009873,4,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260941
2.1691621043780365,2.245732227866307,adaptive_mlp,-0.07657012348827053,4,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260941
2.1690057291257907,2.4472757315549707,linear,-0.27827000242918,4,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260941
2.1691621043780365,2.2482303457492363,adaptive_mlp,-0.07906824137119983,4,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260941
2.1959594521802486,2.2538991058285904,linear,-0.05793965364834186,5,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260940
2.1979402176247445,2.24913453663838,adaptive_mlp,-0.05119431901363569,5,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260940
2.1959594521802486,3.010325782138498,linear,-0.8143663299582493,5,"finite cross-session closure diagnostic, not CMI",Fiber-Gaussian,20260940
2.1979402176247445,2.388040588313597,adaptive_mlp,-0.19010037068885266,5,"finite cross-session closure diagnostic, not CMI",Fiber-Gaussian,20260940
2.1959594521802486,2.964611458067117,linear,-0.7686520058868682,5,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260940
2.1979402176247445,2.30299121844453,adaptive_mlp,-0.10505100081978558,5,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260940
2.1959594521802486,2.4404955176019816,linear,-0.244536065421733,5,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260940
2.1979402176247445,2.425671748786689,adaptive_mlp,-0.22773153116194456,5,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260940
2.190103210583454,2.259031038568369,linear,-0.06892782798491526,5,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260941
2.242119369848969,2.2558624758431667,adaptive_mlp,-0.013743105994197702,5,"finite cross-session closure diagnostic, not CMI",Fiber-OneStep,20260941
2.190103210583454,3.1182656888916145,linear,-0.9281624783081606,5,"finite cross-session closure diagnostic, not CMI",Fiber-Gaussian,20260941
2.242119369848969,2.2816998394793875,adaptive_mlp,-0.0395804696304185,5,"finite cross-session closure diagnostic, not CMI",Fiber-Gaussian,20260941
2.190103210583454,3.0092422893855986,linear,-0.8191390788021446,5,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260941
2.242119369848969,2.2763526824815603,adaptive_mlp,-0.03423331263259133,5,"finite cross-session closure diagnostic, not CMI",Fiber-Stratified-Resample,20260941
2.190103210583454,2.4946237653051977,linear,-0.3045205547217438,5,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260941
2.242119369848969,2.2662758921880193,adaptive_mlp,-0.0241565223390503,5,"finite cross-session closure diagnostic, not CMI",Fiber-SANDiff,20260941
