fold,method,participant,retrained_head_balanced_accuracy,seed
1,LEACE,13,0.66,20260941
1,LEACE,14,0.6799999999999999,20260941
1,LEACE,15,0.6,20260941
1,LEACE,16,0.81,20260941
1,LEACE,17,0.61,20260941
1,LEACE,18,0.63,20260941
1,Fiber-OneStep,10,0.63,20260941
1,Fiber-OneStep,11,0.71,20260941
1,Fiber-OneStep,12,0.66,20260941
1,Fiber-OneStep,13,0.69,20260941
1,Fiber-OneStep,14,0.73,20260941
1,Fiber-OneStep,15,0.5800000000000001,20260941
1,Fiber-OneStep,16,0.89,20260941
1,Fiber-OneStep,17,0.71,20260941
1,Fiber-OneStep,18,0.62,20260941
1,Fiber-SANDiff,10,0.61,20260941
1,Fiber-SANDiff,11,0.69,20260941
1,Fiber-SANDiff,12,0.6499999999999999,20260941
1,Fiber-SANDiff,13,0.7,20260941
1,Fiber-SANDiff,14,0.72,20260941
1,Fiber-SANDiff,15,0.56,20260941
1,Fiber-SANDiff,16,0.88,20260941
1,Fiber-SANDiff,17,0.7,20260941
1,Fiber-SANDiff,18,0.6,20260941
1,Fiber-Gaussian,10,0.64,20260941
1,Fiber-Gaussian,11,0.75,20260941
1,Fiber-Gaussian,12,0.64,20260941
1,Fiber-Gaussian,13,0.7,20260941
1,Fiber-Gaussian,14,0.74,20260941
1,Fiber-Gaussian,15,0.5900000000000001,20260941
1,Fiber-Gaussian,16,0.87,20260941
1,Fiber-Gaussian,17,0.71,20260941
1,Fiber-Gaussian,18,0.62,20260941
1,Fiber-Stratified-Resample,10,0.6100000000000001,20260941
1,Fiber-Stratified-Resample,11,0.71,20260941
1,Fiber-Stratified-Resample,12,0.62,20260941
1,Fiber-Stratified-Resample,13,0.71,20260941
1,Fiber-Stratified-Resample,14,0.76,20260941
1,Fiber-Stratified-Resample,15,0.5800000000000001,20260941
1,Fiber-Stratified-Resample,16,0.88,20260941
1,Fiber-Stratified-Resample,17,0.7,20260941
1,Fiber-Stratified-Resample,18,0.62,20260941
2,RAW,19,0.65,20260940
2,RAW,20,0.8200000000000001,20260940
2,RAW,21,0.56,20260940
2,RAW,22,0.6599999999999999,20260940
2,RAW,23,0.6399999999999999,20260940
2,RAW,24,0.6499999999999999,20260940
2,RAW,25,0.96,20260940
2,RAW,26,0.8300000000000001,20260940
2,RAW,27,0.86,20260940
2,HEAD_ONLY,19,0.68,20260940
2,HEAD_ONLY,20,0.83,20260940
2,HEAD_ONLY,21,0.55,20260940
2,HEAD_ONLY,22,0.69,20260940
2,HEAD_ONLY,23,0.61,20260940
2,HEAD_ONLY,24,0.73,20260940
2,HEAD_ONLY,25,0.96,20260940
2,HEAD_ONLY,26,0.86,20260940
2,HEAD_ONLY,27,0.85,20260940
2,LEACE,19,0.6100000000000001,20260940
2,LEACE,20,0.78,20260940
2,LEACE,21,0.52,20260940
2,LEACE,22,0.69,20260940
2,LEACE,23,0.63,20260940
2,LEACE,24,0.65,20260940
2,LEACE,25,0.9199999999999999,20260940
2,LEACE,26,0.85,20260940
2,LEACE,27,0.78,20260940
2,Fiber-OneStep,19,0.68,20260940
2,Fiber-OneStep,20,0.83,20260940
2,Fiber-OneStep,21,0.55,20260940
2,Fiber-OneStep,22,0.6699999999999999,20260940
2,Fiber-OneStep,23,0.6,20260940
2,Fiber-OneStep,24,0.72,20260940
2,Fiber-OneStep,25,0.96,20260940
2,Fiber-OneStep,26,0.85,20260940
2,Fiber-OneStep,27,0.85,20260940
2,Fiber-SANDiff,19,0.66,20260940
2,Fiber-SANDiff,20,0.84,20260940
2,Fiber-SANDiff,21,0.54,20260940
2,Fiber-SANDiff,22,0.7,20260940
2,Fiber-SANDiff,23,0.62,20260940
2,Fiber-SANDiff,24,0.6799999999999999,20260940
2,Fiber-SANDiff,25,0.96,20260940
2,Fiber-SANDiff,26,0.8400000000000001,20260940
2,Fiber-SANDiff,27,0.85,20260940
2,Fiber-Gaussian,19,0.6799999999999999,20260940
2,Fiber-Gaussian,20,0.81,20260940
2,Fiber-Gaussian,21,0.54,20260940
2,Fiber-Gaussian,22,0.6599999999999999,20260940
2,Fiber-Gaussian,23,0.63,20260940
2,Fiber-Gaussian,24,0.74,20260940
2,Fiber-Gaussian,25,0.97,20260940
2,Fiber-Gaussian,26,0.8400000000000001,20260940
2,Fiber-Gaussian,27,0.84,20260940
2,Fiber-Stratified-Resample,19,0.66,20260940
2,Fiber-Stratified-Resample,20,0.81,20260940
2,Fiber-Stratified-Resample,21,0.5599999999999999,20260940
2,Fiber-Stratified-Resample,22,0.6799999999999999,20260940
2,Fiber-Stratified-Resample,23,0.65,20260940
2,Fiber-Stratified-Resample,24,0.7,20260940
2,Fiber-Stratified-Resample,25,0.96,20260940
2,Fiber-Stratified-Resample,26,0.87,20260940
2,Fiber-Stratified-Resample,27,0.84,20260940
2,RAW,19,0.6699999999999999,20260941
2,RAW,20,0.87,20260941
2,RAW,21,0.47,20260941
2,RAW,22,0.66,20260941
2,RAW,23,0.66,20260941
2,RAW,24,0.78,20260941
2,RAW,25,0.98,20260941
2,RAW,26,0.8,20260941
2,RAW,27,0.79,20260941
2,HEAD_ONLY,19,0.6799999999999999,20260941
2,HEAD_ONLY,20,0.9199999999999999,20260941
2,HEAD_ONLY,21,0.5,20260941
2,HEAD_ONLY,22,0.7,20260941
2,HEAD_ONLY,23,0.62,20260941
2,HEAD_ONLY,24,0.8,20260941
2,HEAD_ONLY,25,0.99,20260941
2,HEAD_ONLY,26,0.8200000000000001,20260941
2,HEAD_ONLY,27,0.8300000000000001,20260941
2,LEACE,19,0.65,20260941
2,LEACE,20,0.8,20260941
2,LEACE,21,0.51,20260941
2,LEACE,22,0.63,20260941
2,LEACE,23,0.62,20260941
2,LEACE,24,0.77,20260941
2,LEACE,25,0.99,20260941
2,LEACE,26,0.8,20260941
2,LEACE,27,0.74,20260941
2,Fiber-OneStep,19,0.6799999999999999,20260941
2,Fiber-OneStep,20,0.9199999999999999,20260941
2,Fiber-OneStep,21,0.5,20260941
2,Fiber-OneStep,22,0.7,20260941
2,Fiber-OneStep,23,0.62,20260941
2,Fiber-OneStep,24,0.8,20260941
2,Fiber-OneStep,25,0.99,20260941
2,Fiber-OneStep,26,0.8200000000000001,20260941
2,Fiber-OneStep,27,0.8300000000000001,20260941
2,Fiber-SANDiff,19,0.7,20260941
2,Fiber-SANDiff,20,0.91,20260941
2,Fiber-SANDiff,21,0.49,20260941
2,Fiber-SANDiff,22,0.69,20260941
2,Fiber-SANDiff,23,0.62,20260941
2,Fiber-SANDiff,24,0.83,20260941
2,Fiber-SANDiff,25,0.98,20260941
2,Fiber-SANDiff,26,0.8200000000000001,20260941
2,Fiber-SANDiff,27,0.8200000000000001,20260941
2,Fiber-Gaussian,19,0.6799999999999999,20260941
2,Fiber-Gaussian,20,0.9099999999999999,20260941
2,Fiber-Gaussian,21,0.52,20260941
2,Fiber-Gaussian,22,0.7,20260941
2,Fiber-Gaussian,23,0.62,20260941
2,Fiber-Gaussian,24,0.8,20260941
2,Fiber-Gaussian,25,0.98,20260941
2,Fiber-Gaussian,26,0.8,20260941
2,Fiber-Gaussian,27,0.8300000000000001,20260941
2,Fiber-Stratified-Resample,19,0.69,20260941
2,Fiber-Stratified-Resample,20,0.9199999999999999,20260941
2,Fiber-Stratified-Resample,21,0.5,20260941
2,Fiber-Stratified-Resample,22,0.6599999999999999,20260941
2,Fiber-Stratified-Resample,23,0.6,20260941
2,Fiber-Stratified-Resample,24,0.81,20260941
2,Fiber-Stratified-Resample,25,0.99,20260941
2,Fiber-Stratified-Resample,26,0.8200000000000001,20260941
2,Fiber-Stratified-Resample,27,0.8200000000000001,20260941
3,RAW,28,0.8999999999999999,20260940
3,RAW,29,0.6699999999999999,20260940
3,RAW,30,0.74,20260940
3,RAW,31,0.84,20260940
3,RAW,32,0.5700000000000001,20260940
3,RAW,33,0.8500000000000001,20260940
3,RAW,34,0.7,20260940
3,RAW,35,0.8300000000000001,20260940
3,RAW,36,0.73,20260940
3,HEAD_ONLY,28,0.9099999999999999,20260940
3,HEAD_ONLY,29,0.72,20260940
3,HEAD_ONLY,30,0.73,20260940
3,HEAD_ONLY,31,0.8400000000000001,20260940
3,HEAD_ONLY,32,0.5800000000000001,20260940
3,HEAD_ONLY,33,0.8400000000000001,20260940
3,HEAD_ONLY,34,0.73,20260940
3,HEAD_ONLY,35,0.78,20260940
3,HEAD_ONLY,36,0.74,20260940
3,LEACE,28,0.78,20260940
3,LEACE,29,0.7,20260940
3,LEACE,30,0.6799999999999999,20260940
3,LEACE,31,0.76,20260940
3,LEACE,32,0.6,20260940
3,LEACE,33,0.78,20260940
3,LEACE,34,0.6499999999999999,20260940
3,LEACE,35,0.81,20260940
3,LEACE,36,0.71,20260940
3,Fiber-OneStep,28,0.9099999999999999,20260940
3,Fiber-OneStep,29,0.72,20260940
3,Fiber-OneStep,30,0.73,20260940
3,Fiber-OneStep,31,0.8400000000000001,20260940
3,Fiber-OneStep,32,0.5800000000000001,20260940
3,Fiber-OneStep,33,0.8400000000000001,20260940
3,Fiber-OneStep,34,0.72,20260940
3,Fiber-OneStep,35,0.78,20260940
3,Fiber-OneStep,36,0.74,20260940
3,Fiber-SANDiff,28,0.8999999999999999,20260940
3,Fiber-SANDiff,29,0.71,20260940
3,Fiber-SANDiff,30,0.71,20260940
3,Fiber-SANDiff,31,0.85,20260940
3,Fiber-SANDiff,32,0.5700000000000001,20260940
3,Fiber-SANDiff,33,0.8400000000000001,20260940
3,Fiber-SANDiff,34,0.74,20260940
3,Fiber-SANDiff,35,0.78,20260940
3,Fiber-SANDiff,36,0.74,20260940
3,Fiber-Gaussian,28,0.9,20260940
3,Fiber-Gaussian,29,0.74,20260940
3,Fiber-Gaussian,30,0.71,20260940
3,Fiber-Gaussian,31,0.8400000000000001,20260940
3,Fiber-Gaussian,32,0.6000000000000001,20260940
3,Fiber-Gaussian,33,0.8300000000000001,20260940
3,Fiber-Gaussian,34,0.69,20260940
3,Fiber-Gaussian,35,0.81,20260940
3,Fiber-Gaussian,36,0.77,20260940
3,Fiber-Stratified-Resample,28,0.8899999999999999,20260940
3,Fiber-Stratified-Resample,29,0.6799999999999999,20260940
3,Fiber-Stratified-Resample,30,0.7,20260940
3,Fiber-Stratified-Resample,31,0.86,20260940
3,Fiber-Stratified-Resample,32,0.5700000000000001,20260940
3,Fiber-Stratified-Resample,33,0.8300000000000001,20260940
3,Fiber-Stratified-Resample,34,0.71,20260940
3,Fiber-Stratified-Resample,35,0.8,20260940
3,Fiber-Stratified-Resample,36,0.77,20260940
3,RAW,28,0.87,20260941
3,RAW,29,0.6799999999999999,20260941
3,RAW,30,0.67,20260941
3,RAW,31,0.8300000000000001,20260941
3,RAW,32,0.6699999999999999,20260941
3,RAW,33,0.8300000000000001,20260941
3,RAW,34,0.71,20260941
3,RAW,35,0.8200000000000001,20260941
3,RAW,36,0.8400000000000001,20260941
3,HEAD_ONLY,28,0.91,20260941
3,HEAD_ONLY,29,0.6799999999999999,20260941
3,HEAD_ONLY,30,0.7,20260941
3,HEAD_ONLY,31,0.79,20260941
3,HEAD_ONLY,32,0.7,20260941
3,HEAD_ONLY,33,0.8300000000000001,20260941
3,HEAD_ONLY,34,0.74,20260941
3,HEAD_ONLY,35,0.82,20260941
3,HEAD_ONLY,36,0.78,20260941
3,LEACE,28,0.81,20260941
3,LEACE,29,0.6699999999999999,20260941
3,LEACE,30,0.65,20260941
3,LEACE,31,0.8300000000000001,20260941
3,LEACE,32,0.63,20260941
3,LEACE,33,0.79,20260941
3,LEACE,34,0.71,20260941
3,LEACE,35,0.78,20260941
3,LEACE,36,0.77,20260941
3,Fiber-OneStep,28,0.91,20260941
3,Fiber-OneStep,29,0.6799999999999999,20260941
3,Fiber-OneStep,30,0.71,20260941
3,Fiber-OneStep,31,0.79,20260941
3,Fiber-OneStep,32,0.71,20260941
3,Fiber-OneStep,33,0.8300000000000001,20260941
3,Fiber-OneStep,34,0.74,20260941
3,Fiber-OneStep,35,0.82,20260941
3,Fiber-OneStep,36,0.78,20260941
3,Fiber-SANDiff,28,0.9,20260941
3,Fiber-SANDiff,29,0.7,20260941
3,Fiber-SANDiff,30,0.69,20260941
3,Fiber-SANDiff,31,0.79,20260941
3,Fiber-SANDiff,32,0.6799999999999999,20260941
3,Fiber-SANDiff,33,0.8300000000000001,20260941
3,Fiber-SANDiff,34,0.71,20260941
3,Fiber-SANDiff,35,0.82,20260941
3,Fiber-SANDiff,36,0.76,20260941
3,Fiber-Gaussian,28,0.9199999999999999,20260941
3,Fiber-Gaussian,29,0.67,20260941
3,Fiber-Gaussian,30,0.67,20260941
3,Fiber-Gaussian,31,0.8,20260941
3,Fiber-Gaussian,32,0.67,20260941
3,Fiber-Gaussian,33,0.81,20260941
3,Fiber-Gaussian,34,0.73,20260941
3,Fiber-Gaussian,35,0.8,20260941
3,Fiber-Gaussian,36,0.76,20260941
3,Fiber-Stratified-Resample,28,0.89,20260941
3,Fiber-Stratified-Resample,29,0.6699999999999999,20260941
3,Fiber-Stratified-Resample,30,0.7,20260941
3,Fiber-Stratified-Resample,31,0.8,20260941
3,Fiber-Stratified-Resample,32,0.6599999999999999,20260941
3,Fiber-Stratified-Resample,33,0.8300000000000001,20260941
3,Fiber-Stratified-Resample,34,0.72,20260941
3,Fiber-Stratified-Resample,35,0.81,20260941
3,Fiber-Stratified-Resample,36,0.79,20260941
4,RAW,37,0.55,20260940
4,RAW,38,0.65,20260940
4,RAW,39,0.72,20260940
4,RAW,40,0.78,20260940
4,RAW,41,0.77,20260940
4,RAW,42,0.62,20260940
4,RAW,43,0.81,20260940
4,RAW,44,0.69,20260940
4,RAW,45,0.76,20260940
4,HEAD_ONLY,37,0.5900000000000001,20260940
4,HEAD_ONLY,38,0.6699999999999999,20260940
4,HEAD_ONLY,39,0.72,20260940
4,HEAD_ONLY,40,0.76,20260940
4,HEAD_ONLY,41,0.79,20260940
4,HEAD_ONLY,42,0.6699999999999999,20260940
4,HEAD_ONLY,43,0.84,20260940
4,HEAD_ONLY,44,0.6799999999999999,20260940
4,HEAD_ONLY,45,0.76,20260940
4,LEACE,37,0.53,20260940
4,LEACE,38,0.62,20260940
4,LEACE,39,0.66,20260940
4,LEACE,40,0.72,20260940
4,LEACE,41,0.7,20260940
4,LEACE,42,0.62,20260940
4,LEACE,43,0.76,20260940
4,LEACE,44,0.6599999999999999,20260940
4,LEACE,45,0.69,20260940
4,Fiber-OneStep,37,0.5900000000000001,20260940
4,Fiber-OneStep,38,0.6699999999999999,20260940
4,Fiber-OneStep,39,0.72,20260940
4,Fiber-OneStep,40,0.75,20260940
4,Fiber-OneStep,41,0.8,20260940
4,Fiber-OneStep,42,0.6699999999999999,20260940
4,Fiber-OneStep,43,0.84,20260940
4,Fiber-OneStep,44,0.6799999999999999,20260940
4,Fiber-OneStep,45,0.76,20260940
4,Fiber-SANDiff,37,0.5900000000000001,20260940
4,Fiber-SANDiff,38,0.69,20260940
4,Fiber-SANDiff,39,0.71,20260940
4,Fiber-SANDiff,40,0.76,20260940
4,Fiber-SANDiff,41,0.79,20260940
4,Fiber-SANDiff,42,0.6699999999999999,20260940
4,Fiber-SANDiff,43,0.85,20260940
4,Fiber-SANDiff,44,0.6699999999999999,20260940
4,Fiber-SANDiff,45,0.72,20260940
4,Fiber-Gaussian,37,0.6100000000000001,20260940
4,Fiber-Gaussian,38,0.6799999999999999,20260940
4,Fiber-Gaussian,39,0.73,20260940
4,Fiber-Gaussian,40,0.77,20260940
4,Fiber-Gaussian,41,0.78,20260940
4,Fiber-Gaussian,42,0.6599999999999999,20260940
4,Fiber-Gaussian,43,0.85,20260940
4,Fiber-Gaussian,44,0.6799999999999999,20260940
4,Fiber-Gaussian,45,0.77,20260940
4,Fiber-Stratified-Resample,37,0.5700000000000001,20260940
4,Fiber-Stratified-Resample,38,0.69,20260940
4,Fiber-Stratified-Resample,39,0.7,20260940
4,Fiber-Stratified-Resample,40,0.79,20260940
4,Fiber-Stratified-Resample,41,0.8,20260940
4,Fiber-Stratified-Resample,42,0.64,20260940
4,Fiber-Stratified-Resample,43,0.84,20260940
4,Fiber-Stratified-Resample,44,0.69,20260940
4,Fiber-Stratified-Resample,45,0.74,20260940
4,RAW,37,0.6,20260941
4,RAW,38,0.64,20260941
4,RAW,39,0.67,20260941
4,RAW,40,0.77,20260941
4,RAW,41,0.6699999999999999,20260941
4,RAW,42,0.62,20260941
4,RAW,43,0.8200000000000001,20260941
4,RAW,44,0.71,20260941
4,RAW,45,0.71,20260941
4,HEAD_ONLY,37,0.66,20260941
4,HEAD_ONLY,38,0.6799999999999999,20260941
4,HEAD_ONLY,39,0.7,20260941
4,HEAD_ONLY,40,0.79,20260941
4,HEAD_ONLY,41,0.69,20260941
4,HEAD_ONLY,42,0.63,20260941
4,HEAD_ONLY,43,0.88,20260941
4,HEAD_ONLY,44,0.68,20260941
4,HEAD_ONLY,45,0.71,20260941
4,LEACE,37,0.55,20260941
4,LEACE,38,0.54,20260941
4,LEACE,39,0.63,20260941
4,LEACE,40,0.75,20260941
4,LEACE,41,0.65,20260941
4,LEACE,42,0.62,20260941
4,LEACE,43,0.76,20260941
4,LEACE,44,0.72,20260941
4,LEACE,45,0.6799999999999999,20260941
4,Fiber-OneStep,37,0.65,20260941
4,Fiber-OneStep,38,0.6799999999999999,20260941
4,Fiber-OneStep,39,0.69,20260941
4,Fiber-OneStep,40,0.79,20260941
4,Fiber-OneStep,41,0.69,20260941
4,Fiber-OneStep,42,0.64,20260941
4,Fiber-OneStep,43,0.88,20260941
4,Fiber-OneStep,44,0.6900000000000001,20260941
4,Fiber-OneStep,45,0.71,20260941
4,Fiber-SANDiff,37,0.65,20260941
4,Fiber-SANDiff,38,0.69,20260941
4,Fiber-SANDiff,39,0.7,20260941
4,Fiber-SANDiff,40,0.78,20260941
4,Fiber-SANDiff,41,0.67,20260941
4,Fiber-SANDiff,42,0.62,20260941
4,Fiber-SANDiff,43,0.89,20260941
4,Fiber-SANDiff,44,0.7,20260941
4,Fiber-SANDiff,45,0.71,20260941
4,Fiber-Gaussian,37,0.64,20260941
4,Fiber-Gaussian,38,0.63,20260941
4,Fiber-Gaussian,39,0.69,20260941
4,Fiber-Gaussian,40,0.76,20260941
4,Fiber-Gaussian,41,0.66,20260941
4,Fiber-Gaussian,42,0.64,20260941
