clean_source,content_digest,fold,gain,generating_operator,ocular_source,panel,participant,query_block,seed,session,severity,source_index,support_block,task
sub-05,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.0072312157685863,sub-17,sub-06,paired,sub-17,300s-end,20260930,ses-03,severe,12,0-120s,ERP
sub-06,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.38808545192706645,sub-17,sub-07,paired,sub-17,300s-end,20260930,ses-03,mild,13,0-120s,ERP
sub-12,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.1291037146514091,sub-17,sub-07,paired,sub-17,300s-end,20260930,ses-04,severe,14,0-120s,SSVEP
sub-12,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.34146128131421616,sub-15,sub-02,paired,sub-15,300s-end,20260930,ses-04,mild,15,0-120s,ERP
sub-09,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.6717187722686666,sub-17,sub-14,paired,sub-17,300s-end,20260930,ses-02,medium,16,0-120s,ERP
sub-14,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.7432687868417341,sub-17,sub-02,paired,sub-17,300s-end,20260930,ses-02,medium,17,0-120s,SSVEP
sub-11,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.1864384230219427,sub-15,sub-06,paired,sub-15,300s-end,20260930,ses-04,severe,18,0-120s,ERP
sub-09,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.30693955501058867,sub-18,sub-14,paired,sub-18,300s-end,20260930,ses-02,mild,19,0-120s,SSVEP
sub-12,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.3495514355602605,sub-17,sub-14,paired,sub-17,300s-end,20260930,ses-04,mild,20,0-120s,ERP
sub-12,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.34404043695220643,sub-17,sub-14,paired,sub-17,300s-end,20260930,ses-04,mild,21,0-120s,SSVEP
sub-09,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.1145222195248425,sub-18,sub-14,paired,sub-18,300s-end,20260930,ses-03,severe,22,0-120s,ERP
sub-05,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.796241559528837,sub-18,sub-06,paired,sub-18,300s-end,20260930,ses-03,medium,23,0-120s,SSVEP
sub-07,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.1851184759113984,sub-15,sub-11,paired,sub-15,300s-end,20260930,ses-02,severe,24,0-120s,SSVEP
sub-02,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.6775545632822711,sub-18,sub-11,paired,sub-18,300s-end,20260930,ses-02,medium,25,0-120s,SSVEP
sub-09,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.30569326503335725,sub-17,sub-06,paired,sub-17,300s-end,20260930,ses-02,zero,26,0-120s,ERP
sub-06,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.3700884643730033,sub-17,sub-11,paired,sub-17,300s-end,20260930,ses-02,mild,27,0-120s,ERP
sub-05,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.3362495321893606,sub-18,sub-09,paired,sub-18,300s-end,20260930,ses-03,mild,28,0-120s,SSVEP
sub-12,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.3875891173324014,sub-17,sub-11,paired,sub-17,300s-end,20260930,ses-02,mild,29,0-120s,SSVEP
sub-03,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.1503699717738949,sub-18,sub-11,paired,sub-18,300s-end,20260930,ses-02,severe,30,0-120s,ERP
sub-06,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.3579454914923431,sub-17,sub-02,paired,sub-17,300s-end,20260930,ses-04,mild,31,0-120s,ERP
sub-14,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.1187623017770338,sub-15,sub-12,paired,sub-15,300s-end,20260930,ses-03,severe,32,0-120s,ERP
sub-06,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.7676848649476596,sub-17,sub-02,paired,sub-17,300s-end,20260930,ses-03,medium,33,0-120s,SSVEP
sub-14,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.2231656706217677,sub-17,sub-12,paired,sub-17,300s-end,20260930,ses-03,zero,34,0-120s,ERP
sub-05,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.767162830232226,sub-17,sub-14,paired,sub-17,300s-end,20260930,ses-04,medium,35,0-120s,SSVEP
sub-11,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.35488795126473077,sub-15,sub-05,paired,sub-15,300s-end,20260930,ses-02,mild,36,0-120s,SSVEP
sub-12,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.2404014226144495,sub-18,sub-09,paired,sub-18,300s-end,20260930,ses-03,zero,37,0-120s,SSVEP
sub-06,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.31934338171010407,sub-15,sub-07,paired,sub-15,300s-end,20260930,ses-04,zero,38,0-120s,ERP
sub-06,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.38424088214418817,sub-15,sub-07,paired,sub-15,300s-end,20260930,ses-04,mild,39,0-120s,SSVEP
sub-03,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.6752996096337813,sub-18,sub-14,paired,sub-18,300s-end,20260930,ses-04,medium,40,0-120s,SSVEP
sub-09,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.7912961909911174,sub-15,sub-14,paired,sub-15,300s-end,20260930,ses-03,medium,41,0-120s,SSVEP
sub-07,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.0775660475122413,sub-15,sub-03,paired,sub-15,300s-end,20260930,ses-04,severe,42,0-120s,ERP
sub-05,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.098281958118495,sub-17,sub-14,paired,sub-17,300s-end,20260930,ses-04,severe,44,0-120s,ERP
sub-06,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.324880065791731,sub-17,sub-02,paired,sub-17,300s-end,20260930,ses-02,mild,45,0-120s,SSVEP
sub-07,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.2076944826403604,sub-18,sub-03,paired,sub-18,300s-end,20260930,ses-04,severe,46,0-120s,ERP
sub-09,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.335907270579044,sub-18,sub-14,paired,sub-18,300s-end,20260930,ses-03,mild,48,0-120s,SSVEP
sub-02,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.6028855343556372,sub-18,sub-03,paired,sub-18,300s-end,20260930,ses-04,medium,49,0-120s,ERP
sub-12,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.38452372583980676,sub-15,sub-07,paired,sub-15,300s-end,20260930,ses-03,mild,50,0-120s,SSVEP
sub-14,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.3792463475956514,sub-18,sub-06,paired,sub-18,300s-end,20260930,ses-02,mild,51,0-120s,ERP
sub-12,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.320670998643465,sub-17,sub-05,paired,sub-17,300s-end,20260930,ses-03,severe,52,0-120s,SSVEP
sub-02,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.7946154723642791,sub-18,sub-11,paired,sub-18,300s-end,20260930,ses-04,medium,53,0-120s,SSVEP
sub-06,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.34512905078973616,sub-15,sub-09,paired,sub-15,300s-end,20260930,ses-02,mild,54,0-120s,ERP
sub-05,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.7351248657204057,sub-18,sub-12,paired,sub-18,300s-end,20260930,ses-04,medium,55,0-120s,ERP
sub-02,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.1371588719830068,sub-18,sub-11,paired,sub-18,300s-end,20260930,ses-04,zero,57,0-120s,SSVEP
sub-09,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.7022428350376126,sub-18,sub-06,paired,sub-18,300s-end,20260930,ses-04,medium,58,0-120s,SSVEP
sub-03,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.0772833396805104,sub-15,sub-07,paired,sub-15,300s-end,20260930,ses-03,severe,59,0-120s,ERP
sub-07,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.6490790595550778,sub-18,sub-06,paired,sub-18,300s-end,20260930,ses-02,medium,61,0-120s,ERP
sub-14,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.3248449453820642,sub-17,sub-12,paired,sub-17,300s-end,20260930,ses-02,mild,62,0-120s,ERP
sub-12,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.3712143997658645,sub-17,sub-02,paired,sub-17,300s-end,20260930,ses-03,mild,63,0-120s,SSVEP
sub-02,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.3718309494196405,sub-17,sub-11,paired,sub-17,300s-end,20260930,ses-04,zero,66,0-120s,SSVEP
sub-09,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.36627811858181947,sub-18,sub-14,paired,sub-18,300s-end,20260930,ses-02,mild,67,0-120s,SSVEP
sub-14,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.305137847355187,sub-15,sub-03,paired,sub-15,300s-end,20260930,ses-03,mild,69,0-120s,ERP
sub-03,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.1163476858913075,sub-18,sub-06,paired,sub-18,300s-end,20260930,ses-03,severe,70,0-120s,ERP
sub-09,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.706401377931878,sub-18,sub-14,paired,sub-18,300s-end,20260930,ses-03,zero,72,0-120s,ERP
sub-11,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.3326458129970767,sub-18,sub-14,paired,sub-18,300s-end,20260930,ses-04,mild,76,0-120s,ERP
sub-07,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.3031179065685667,sub-15,sub-05,paired,sub-15,300s-end,20260930,ses-02,mild,79,0-120s,ERP
sub-06,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.3127797520887985,sub-15,sub-02,paired,sub-15,300s-end,20260930,ses-02,severe,88,0-120s,ERP
sub-02,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.2369598426813544,sub-18,sub-12,paired,sub-18,300s-end,20260930,ses-02,severe,91,0-120s,ERP
sub-07,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.7712103546003874,sub-15,sub-11,paired,sub-15,300s-end,20260930,ses-02,medium,101,0-120s,ERP
sub-14,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,0.7390178879788076,sub-15,sub-09,paired,sub-15,300s-end,20260930,ses-04,medium,114,0-120s,SSVEP
sub-05,15fd33a83f978adbe49910108339b99948234c65fbe016006d14174cc4688bc1,3,1.20759298293887,sub-15,sub-06,paired,sub-15,300s-end,20260930,ses-04,severe,143,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-03,natural,0,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-04,natural,1,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-03,natural,2,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-04,natural,3,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-03,natural,4,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-02,natural,5,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-03,natural,6,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-02,natural,7,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-02,natural,8,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-04,natural,9,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-03,natural,10,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-04,natural,11,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-03,natural,12,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-03,natural,13,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-03,natural,14,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-02,natural,15,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-04,natural,16,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-04,natural,17,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-03,natural,18,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-02,natural,19,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-03,natural,20,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-03,natural,21,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-03,natural,22,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-03,natural,23,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-02,natural,24,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-03,natural,25,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-02,natural,26,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-04,natural,27,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-04,natural,28,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-04,natural,29,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-04,natural,31,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-02,natural,33,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-04,natural,34,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-04,natural,35,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-03,natural,36,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-02,natural,37,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-02,natural,38,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-02,natural,39,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-02,natural,40,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-04,natural,41,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-02,natural,43,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-04,natural,44,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-03,natural,45,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-04,natural,46,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-02,natural,47,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-03,natural,48,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-03,natural,49,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-04,natural,50,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-04,natural,51,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-03,natural,52,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-02,natural,53,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-02,natural,54,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-02,natural,55,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-02,natural,56,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-04,natural,57,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-03,natural,59,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-02,natural,60,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-03,natural,61,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-04,natural,63,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-03,natural,68,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-04,natural,73,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-04,natural,76,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-04,natural,77,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-02,natural,79,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-04,natural,87,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-17,300s-end,20260930,ses-02,natural,91,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-04,natural,92,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-03,natural,110,0-120s,ERP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-02,natural,111,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-02,natural,118,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-18,300s-end,20260930,ses-02,natural,124,0-120s,SSVEP
,094ea281cceb8244bdbd9b0153ba0080926e6d8977dedb40dd4b3aa49134530b,3,,,,natural,sub-15,300s-end,20260930,ses-03,natural,132,0-120s,ERP
sub-17,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.7115504074862673,sub-21,sub-15,paired,sub-21,300s-end,20260930,ses-04,zero,0,0-120s,SSVEP
sub-14,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.37581857351114084,sub-23,sub-09,paired,sub-23,300s-end,20260930,ses-02,mild,1,0-120s,SSVEP
sub-17,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.595903650234108,sub-23,sub-12,paired,sub-23,300s-end,20260930,ses-02,medium,2,0-120s,SSVEP
sub-18,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.253583681624648,sub-19,sub-17,paired,sub-19,300s-end,20260930,ses-03,severe,3,0-120s,SSVEP
sub-06,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.318667200997969,sub-19,sub-18,paired,sub-19,300s-end,20260930,ses-03,severe,4,0-120s,ERP
sub-07,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.663511400523674,sub-19,sub-14,paired,sub-19,300s-end,20260930,ses-04,medium,5,0-120s,ERP
sub-09,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.7209967169914566,sub-21,sub-12,paired,sub-21,300s-end,20260930,ses-04,medium,6,0-120s,ERP
sub-12,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.39943464723110667,sub-23,sub-14,paired,sub-23,300s-end,20260930,ses-04,mild,7,0-120s,ERP
sub-12,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.7510082235209481,sub-23,sub-18,paired,sub-23,300s-end,20260930,ses-04,medium,8,0-120s,ERP
sub-11,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.7835194013626459,sub-21,sub-06,paired,sub-21,300s-end,20260930,ses-02,medium,9,0-120s,ERP
sub-06,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.7978355575281076,sub-23,sub-11,paired,sub-23,300s-end,20260930,ses-02,medium,10,0-120s,ERP
sub-06,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.6325074788530951,sub-21,sub-12,paired,sub-21,300s-end,20260930,ses-04,medium,11,0-120s,ERP
sub-06,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.7756198049345114,sub-23,sub-17,paired,sub-23,300s-end,20260930,ses-02,zero,12,0-120s,SSVEP
sub-12,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.2046562982986826,sub-21,sub-17,paired,sub-21,300s-end,20260930,ses-04,severe,13,0-120s,SSVEP
sub-07,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,1.2319506594762615,sub-21,sub-15,paired,sub-21,300s-end,20260930,ses-02,severe,14,0-120s,SSVEP
sub-07,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.5964763693486113,sub-21,sub-17,paired,sub-21,300s-end,20260930,ses-02,medium,15,0-120s,SSVEP
sub-17,2a2055696ebe1aeaf75b74884870dfa12763fb301de787a68c60e0856d63f295,4,0.6459292682056804,sub-21,sub-18,paired,sub-21,300s-end,20260930,ses-03,medium,16,0-120s,ERP
