comparator_method_id,delta_correlation,delta_e_parallel,delta_e_perp,delta_psd_distortion,delta_rrmse,effective_operator_source,estimand,fallback_used,method_id,operator_source,source_record
deterministic_soft_proximal,-0.17380748735105123,0.860001530942346,0.1444950016263793,0.09665829022773609,0.5456536084537787,matching_p0,matching_p0_eligible_only,False,M2_final_hard_q_consistency,matching_p0,sim31
deterministic_soft_proximal,-0.17380748735105123,0.860001530942346,0.1444950016263793,0.09665829022773609,0.5456536084537787,matching_p0,matching_request_fallback_policy,False,M2_final_hard_q_consistency,matching_p0,sim31
task_matched_multichannel_deterministic_UNet,-0.21600918899124677,1.2904211414778746,0.20277041453973102,0.2406638413093296,0.8160831163647215,matching_p0,matching_p0_eligible_only,False,M2_final_hard_q_consistency,matching_p0,sim31
task_matched_multichannel_deterministic_UNet,-0.21600918899124677,1.2904211414778746,0.20277041453973102,0.2406638413093296,0.8160831163647215,matching_p0,matching_request_fallback_policy,False,M2_final_hard_q_consistency,matching_p0,sim31
deterministic_Qy,-0.1582696804703685,5.147485287220494,0.45943390069904233,18.025583615855837,3.2245302817691046,matching_p0,matching_p0_eligible_only,False,M4_per_step_quadratic_proximal_q_consistency,matching_p0,sim31
deterministic_Qy,-0.1582696804703685,5.147485287220494,0.45943390069904233,18.025583615855837,3.2245302817691046,matching_p0,matching_request_fallback_policy,False,M4_per_step_quadratic_proximal_q_consistency,matching_p0,sim31
deterministic_soft_proximal,-0.2054339821730996,5.3248103711740296,0.5244664875571645,18.22476028959798,3.340623553498171,matching_p0,matching_p0_eligible_only,False,M4_per_step_quadratic_proximal_q_consistency,matching_p0,sim31
deterministic_soft_proximal,-0.2054339821730996,5.3248103711740296,0.5244664875571645,18.22476028959798,3.340623553498171,matching_p0,matching_request_fallback_policy,False,M4_per_step_quadratic_proximal_q_consistency,matching_p0,sim31
task_matched_multichannel_deterministic_UNet,-0.24763568381329515,5.755229981709558,0.5827419004705162,18.368765840679572,3.611053061409114,matching_p0,matching_p0_eligible_only,False,M4_per_step_quadratic_proximal_q_consistency,matching_p0,sim31
task_matched_multichannel_deterministic_UNet,-0.24763568381329515,5.755229981709558,0.5827419004705162,18.368765840679572,3.611053061409114,matching_p0,matching_request_fallback_policy,False,M4_per_step_quadratic_proximal_q_consistency,matching_p0,sim31
deterministic_soft_proximal,-0.027278839224669005,0.17378868872167186,-1.1381542007586631e-18,0.19724419048224848,0.10820867254583466,query_derived_oracle_projector,operator_effect,False,deterministic_Qy,query_derived_oracle_projector,sim31
task_matched_multichannel_deterministic_UNet,-0.06303041994563197,0.6343277357472907,-0.006102002369914102,0.34036970019481105,0.39491098296504723,query_derived_oracle_projector,operator_effect,False,deterministic_Qy,query_derived_oracle_projector,sim31
deterministic_Qy,0.027278839224669005,-0.17378868872167186,1.1381542007586631e-18,-0.19724419048224848,-0.10820867254583466,query_derived_oracle_projector,operator_effect,False,deterministic_soft_proximal,query_derived_oracle_projector,sim31
task_matched_multichannel_deterministic_UNet,-0.03575158072096296,0.4605390470256188,-0.0061020023699141016,0.1431255097125626,0.28670231041921257,query_derived_oracle_projector,operator_effect,False,deterministic_soft_proximal,query_derived_oracle_projector,sim31
deterministic_Qy,0.06303041994563197,-0.6343277357472907,0.006102002369914102,-0.34036970019481105,-0.39491098296504723,query_derived_oracle_projector,operator_effect,False,task_matched_multichannel_deterministic_UNet,query_derived_oracle_projector,sim31
deterministic_soft_proximal,0.03575158072096296,-0.4605390470256188,0.0061020023699141016,-0.1431255097125626,-0.28670231041921257,query_derived_oracle_projector,operator_effect,False,task_matched_multichannel_deterministic_UNet,query_derived_oracle_projector,sim31
deterministic_Qy,-0.042296825204048316,0.19777668378934177,0.24929477063352226,0.042092712326996684,0.14823515980997792,query_derived_oracle_projector,operator_effect,False,M1_observation_warm_start_sdedit,query_derived_oracle_projector,sim31
deterministic_soft_proximal,-0.06957566442871732,0.3715653725110136,0.24929477063352226,0.23933690280924516,0.2564438323558126,query_derived_oracle_projector,operator_effect,False,M1_observation_warm_start_sdedit,query_derived_oracle_projector,sim31
task_matched_multichannel_deterministic_UNet,-0.10532724514968028,0.8321044195366325,0.24319276826360814,0.3824624125218078,0.5431461427750252,query_derived_oracle_projector,operator_effect,False,M1_observation_warm_start_sdedit,query_derived_oracle_projector,sim31
deterministic_Qy,-0.10005670587887527,0.6520929090681411,9.114690309010758e-08,-0.10589486526082253,0.40602244361152684,query_derived_oracle_projector,operator_effect,False,M2_final_hard_q_consistency,query_derived_oracle_projector,sim31
deterministic_soft_proximal,-0.12733554510354428,0.825881597789813,9.114690308896942e-08,0.09134932522142594,0.5142311161573615,query_derived_oracle_projector,operator_effect,False,M2_final_hard_q_consistency,query_derived_oracle_projector,sim31
task_matched_multichannel_deterministic_UNet,-0.16308712582450724,1.2864206448154318,-0.006101911223011012,0.23447483493398855,0.8009334265765741,query_derived_oracle_projector,operator_effect,False,M2_final_hard_q_consistency,query_derived_oracle_projector,sim31
deterministic_Qy,-0.15661409723952635,5.286599545016726,0.016456840506727955,18.249519992589054,3.291696396194158,query_derived_oracle_projector,operator_effect,False,M4_per_step_quadratic_proximal_q_consistency,query_derived_oracle_projector,sim31
deterministic_soft_proximal,-0.18389293646419536,5.4603882337383975,0.01645684050672795,18.446764183071302,3.3999050687399928,query_derived_oracle_projector,operator_effect,False,M4_per_step_quadratic_proximal_q_consistency,query_derived_oracle_projector,sim31
task_matched_multichannel_deterministic_UNet,-0.21964451718515832,5.920927280764016,0.010354838136813852,18.589889692783863,3.6866073791592053,query_derived_oracle_projector,operator_effect,False,M4_per_step_quadratic_proximal_q_consistency,query_derived_oracle_projector,sim31
deterministic_soft_proximal,-0.018687250319166515,0.15121778704656463,0.012441867288504051,0.20959436839420137,0.09541544305077831,population_projector,operator_effect,False,deterministic_Qy,population_projector,sim32
task_matched_multichannel_deterministic_UNet,-0.06168437953128081,0.6523165609070432,0.018443871570392185,0.3235405559330834,0.4109336952448789,population_projector,operator_effect,False,deterministic_Qy,population_projector,sim32
deterministic_Qy,0.018687250319166515,-0.15121778704656463,-0.012441867288504051,-0.20959436839420137,-0.09541544305077831,population_projector,operator_effect,False,deterministic_soft_proximal,population_projector,sim32
task_matched_multichannel_deterministic_UNet,-0.04299712921211429,0.5010987738604786,0.006002004281888136,0.11394618753888205,0.31551825219410057,population_projector,operator_effect,False,deterministic_soft_proximal,population_projector,sim32
deterministic_Qy,0.06168437953128081,-0.6523165609070432,-0.018443871570392185,-0.3235405559330834,-0.4109336952448789,population_projector,operator_effect,False,task_matched_multichannel_deterministic_UNet,population_projector,sim32
deterministic_soft_proximal,0.04299712921211429,-0.5010987738604786,-0.006002004281888136,-0.11394618753888205,-0.31551825219410057,population_projector,operator_effect,False,task_matched_multichannel_deterministic_UNet,population_projector,sim32
deterministic_Qy,-0.054348487656363687,0.2504807743326417,0.21908110077696058,0.0486767157903385,0.17994207008858432,population_projector,operator_effect,False,M1_observation_warm_start_sdedit,population_projector,sim32
deterministic_soft_proximal,-0.0730357379755302,0.40169856137920634,0.23152296806546466,0.25827108418453987,0.27535751313936263,population_projector,operator_effect,False,M1_observation_warm_start_sdedit,population_projector,sim32
task_matched_multichannel_deterministic_UNet,-0.1160328671876445,0.902797335239685,0.2375249723473528,0.3722172717234219,0.5908757653334632,population_projector,operator_effect,False,M1_observation_warm_start_sdedit,population_projector,sim32
deterministic_Qy,-0.10539609583284182,0.6457557723917903,0.004937018634402109,-0.0815308732098936,0.40652504742911943,population_projector,operator_effect,False,M2_final_hard_q_consistency,population_projector,sim32
deterministic_soft_proximal,-0.12408334615200833,0.7969735594383549,0.017378885922906158,0.12806349518430776,0.5019404904798977,population_projector,operator_effect,False,M2_final_hard_q_consistency,population_projector,sim32
task_matched_multichannel_deterministic_UNet,-0.16708047536412263,1.2980723332988335,0.023380890204794294,0.24200968272318982,0.8174587426739983,population_projector,operator_effect,False,M2_final_hard_q_consistency,population_projector,sim32
deterministic_Qy,-0.15455529595656692,5.192077861296496,0.047754217367186366,17.960028886144848,3.269005744656137,population_projector,operator_effect,False,M4_per_step_quadratic_proximal_q_consistency,population_projector,sim32
deterministic_soft_proximal,-0.17324254627573343,5.3432956483430605,0.060196084655690416,18.16962325453905,3.3644211877069155,population_projector,operator_effect,False,M4_per_step_quadratic_proximal_q_consistency,population_projector,sim32
task_matched_multichannel_deterministic_UNet,-0.21623967548784773,5.844394422203539,0.06619808893757856,18.283569442077933,3.6799394399010157,population_projector,operator_effect,False,M4_per_step_quadratic_proximal_q_consistency,population_projector,sim32
deterministic_soft_proximal,-0.018687250319166515,0.15121778704656463,0.012441867288504051,0.20959436839420137,0.09541544305077831,population_projector,matching_request_fallback_policy,True,deterministic_Qy,matching_p0,sim32
task_matched_multichannel_deterministic_UNet,-0.06168437953128081,0.6523165609070432,0.018443871570392185,0.3235405559330834,0.4109336952448789,population_projector,matching_request_fallback_policy,True,deterministic_Qy,matching_p0,sim32
deterministic_Qy,0.018687250319166515,-0.15121778704656463,-0.012441867288504051,-0.20959436839420137,-0.09541544305077831,population_projector,matching_request_fallback_policy,True,deterministic_soft_proximal,matching_p0,sim32
task_matched_multichannel_deterministic_UNet,-0.04299712921211429,0.5010987738604786,0.006002004281888136,0.11394618753888205,0.31551825219410057,population_projector,matching_request_fallback_policy,True,deterministic_soft_proximal,matching_p0,sim32
deterministic_Qy,0.06168437953128081,-0.6523165609070432,-0.018443871570392185,-0.3235405559330834,-0.4109336952448789,population_projector,matching_request_fallback_policy,True,task_matched_multichannel_deterministic_UNet,matching_p0,sim32
deterministic_soft_proximal,0.04299712921211429,-0.5010987738604786,-0.006002004281888136,-0.11394618753888205,-0.31551825219410057,population_projector,matching_request_fallback_policy,True,task_matched_multichannel_deterministic_UNet,matching_p0,sim32
deterministic_Qy,-0.05434848711227147,0.2504807801108361,0.21908109936205006,0.048676718321000734,0.1799420733672612,population_projector,matching_request_fallback_policy,True,M1_observation_warm_start_sdedit,matching_p0,sim32
deterministic_soft_proximal,-0.07303573743143799,0.4016985671574007,0.2315229666505541,0.2582710867152021,0.2753575164180395,population_projector,matching_request_fallback_policy,True,M1_observation_warm_start_sdedit,matching_p0,sim32
task_matched_multichannel_deterministic_UNet,-0.11603286664355228,0.9027973410178793,0.23752497093244224,0.37221727425408413,0.5908757686121401,population_projector,matching_request_fallback_policy,True,M1_observation_warm_start_sdedit,matching_p0,sim32
deterministic_Qy,-0.10539609419925056,0.6457557746420587,0.0049370183310540605,-0.08153086457788761,0.40652504884024043,population_projector,matching_request_fallback_policy,True,M2_final_hard_q_consistency,matching_p0,sim32
deterministic_soft_proximal,-0.12408334451841707,0.7969735616886233,0.01737888561955811,0.12806350381631376,0.5019404918910187,population_projector,matching_request_fallback_policy,True,M2_final_hard_q_consistency,matching_p0,sim32
task_matched_multichannel_deterministic_UNet,-0.16708047373053136,1.298072335549102,0.023380889901446246,0.24200969135519582,0.8174587440851193,population_projector,matching_request_fallback_policy,True,M2_final_hard_q_consistency,matching_p0,sim32
deterministic_Qy,-0.15455529575635696,5.192077896774203,0.047754219528609185,17.960028986460127,3.2690057670146193,population_projector,matching_request_fallback_policy,True,M4_per_step_quadratic_proximal_q_consistency,matching_p0,sim32
deterministic_soft_proximal,-0.17324254607552347,5.3432956838207675,0.060196086817113234,18.16962335485433,3.3644212100653976,population_projector,matching_request_fallback_policy,True,M4_per_step_quadratic_proximal_q_consistency,matching_p0,sim32
task_matched_multichannel_deterministic_UNet,-0.21623967528763777,5.844394457681246,0.06619809109900138,18.283569542393213,3.679939462259498,population_projector,matching_request_fallback_policy,True,M4_per_step_quadratic_proximal_q_consistency,matching_p0,sim32
deterministic_soft_proximal,-0.021239851533060627,0.15320812846882792,-9.208306927838313e-19,0.21136983134936566,0.0964587283819075,query_derived_oracle_projector,operator_effect,False,deterministic_Qy,query_derived_oracle_projector,sim32
task_matched_multichannel_deterministic_UNet,-0.06303001632427307,0.6551373778845564,-0.006818666914139371,0.33219137719607394,0.41240513005875307,query_derived_oracle_projector,operator_effect,False,deterministic_Qy,query_derived_oracle_projector,sim32
deterministic_Qy,0.021239851533060627,-0.15320812846882792,9.208306927838313e-19,-0.21136983134936566,-0.0964587283819075,query_derived_oracle_projector,operator_effect,False,deterministic_soft_proximal,query_derived_oracle_projector,sim32
task_matched_multichannel_deterministic_UNet,-0.04179016479121245,0.5019292494157286,-0.00681866691413937,0.12082154584670829,0.31594640167684557,query_derived_oracle_projector,operator_effect,False,deterministic_soft_proximal,query_derived_oracle_projector,sim32
deterministic_Qy,0.06303001632427307,-0.6551373778845564,0.006818666914139371,-0.33219137719607394,-0.41240513005875307,query_derived_oracle_projector,operator_effect,False,task_matched_multichannel_deterministic_UNet,query_derived_oracle_projector,sim32
deterministic_soft_proximal,0.04179016479121245,-0.5019292494157286,0.00681866691413937,-0.12082154584670829,-0.31594640167684557,query_derived_oracle_projector,operator_effect,False,task_matched_multichannel_deterministic_UNet,query_derived_oracle_projector,sim32
deterministic_Qy,-0.05308318028153225,0.2479869971640466,0.243964779774886,0.045236651872075206,0.17866950178272922,query_derived_oracle_projector,operator_effect,False,M1_observation_warm_start_sdedit,query_derived_oracle_projector,sim32
deterministic_soft_proximal,-0.07432303181459288,0.4011951256328745,0.24396477977488598,0.25660648322144086,0.2751282301646367,query_derived_oracle_projector,operator_effect,False,M1_observation_warm_start_sdedit,query_derived_oracle_projector,sim32
task_matched_multichannel_deterministic_UNet,-0.11611319660580532,0.9031243750486031,0.23714611286074663,0.37742802906814915,0.5910746318414823,query_derived_oracle_projector,operator_effect,False,M1_observation_warm_start_sdedit,query_derived_oracle_projector,sim32
deterministic_Qy,-0.1086850206936415,0.6410217937474957,8.634364871563332e-08,-0.08068058231728104,0.4035826800309362,query_derived_oracle_projector,operator_effect,False,M2_final_hard_q_consistency,query_derived_oracle_projector,sim32
deterministic_soft_proximal,-0.12992487222670213,0.7942299222163236,8.63436487147125e-08,0.13068924903208462,0.5000414084128437,query_derived_oracle_projector,operator_effect,False,M2_final_hard_q_consistency,query_derived_oracle_projector,sim32
task_matched_multichannel_deterministic_UNet,-0.17171503701791457,1.2961591716320522,-0.006818580570490655,0.2515107948787929,0.8159878100896893,query_derived_oracle_projector,operator_effect,False,M2_final_hard_q_consistency,query_derived_oracle_projector,sim32
deterministic_Qy,-0.15718073874426552,5.174458071039976,0.016202490363321317,17.86974463508526,3.2578217173688935,query_derived_oracle_projector,operator_effect,False,M4_per_step_quadratic_proximal_q_consistency,query_derived_oracle_projector,sim32
deterministic_soft_proximal,-0.17842059027732615,5.327666199508804,0.016202490363321317,18.081114466434627,3.354280445750801,query_derived_oracle_projector,operator_effect,False,M4_per_step_quadratic_proximal_q_consistency,query_derived_oracle_projector,sim32
task_matched_multichannel_deterministic_UNet,-0.2202107550685386,5.8295954489245325,0.009383823449181948,18.201936012281337,3.6702268474276463,query_derived_oracle_projector,operator_effect,False,M4_per_step_quadratic_proximal_q_consistency,query_derived_oracle_projector,sim32
deterministic_soft_proximal,-0.04022728339370374,0.23504432819104748,0.014413498559564648,0.2953582237421083,0.15891924337307584,population_projector,operator_effect,False,deterministic_Qy,population_projector,sim33
task_matched_multichannel_deterministic_UNet,-0.0660057612311129,0.4565111539220944,0.021599960211815136,0.2434112925877721,0.30851642005394786,population_projector,operator_effect,False,deterministic_Qy,population_projector,sim33
deterministic_Qy,0.04022728339370374,-0.23504432819104748,-0.014413498559564648,-0.2953582237421083,-0.15891924337307584,population_projector,operator_effect,False,deterministic_soft_proximal,population_projector,sim33
task_matched_multichannel_deterministic_UNet,-0.025778477837409164,0.22146682573104692,0.007186461652250486,-0.051946931154336184,0.14959717668087202,population_projector,operator_effect,False,deterministic_soft_proximal,population_projector,sim33
deterministic_Qy,0.0660057612311129,-0.4565111539220944,-0.021599960211815136,-0.2434112925877721,-0.30851642005394786,population_projector,operator_effect,False,task_matched_multichannel_deterministic_UNet,population_projector,sim33
deterministic_soft_proximal,0.025778477837409164,-0.22146682573104692,-0.007186461652250486,0.051946931154336184,-0.14959717668087202,population_projector,operator_effect,False,task_matched_multichannel_deterministic_UNet,population_projector,sim33
deterministic_Qy,-0.0619631921469207,0.1723903457775966,0.3194421352768243,0.15207153085150377,0.15680828197955266,population_projector,operator_effect,False,M1_observation_warm_start_sdedit,population_projector,sim33
deterministic_soft_proximal,-0.10219047554062444,0.4074346739686441,0.33385563383638894,0.44742975459361206,0.3157275253526285,population_projector,operator_effect,False,M1_observation_warm_start_sdedit,population_projector,sim33
task_matched_multichannel_deterministic_UNet,-0.1279689533780336,0.628901499699691,0.3410420954886394,0.3954828234392759,0.4653247020335005,population_projector,operator_effect,False,M1_observation_warm_start_sdedit,population_projector,sim33
deterministic_Qy,-0.14778534907016427,0.8696179557416783,0.00769439385521109,-0.09104369080383551,0.5870860942667623,population_projector,operator_effect,False,M2_final_hard_q_consistency,population_projector,sim33
deterministic_soft_proximal,-0.188012632463868,1.1046622839327258,0.02210789241477574,0.20431453293827279,0.7460053376398381,population_projector,operator_effect,False,M2_final_hard_q_consistency,population_projector,sim33
task_matched_multichannel_deterministic_UNet,-0.21379111030127718,1.3261291096637726,0.029294354067026226,0.1523676017839366,0.8956025143207101,population_projector,operator_effect,False,M2_final_hard_q_consistency,population_projector,sim33
deterministic_Qy,-0.09557740173587526,2.8410839821792644,0.028839366295720995,3.107703899909546,1.9182085190924116,population_projector,operator_effect,False,M4_per_step_quadratic_proximal_q_consistency,population_projector,sim33
deterministic_soft_proximal,-0.135804685129579,3.0761283103703123,0.04325286485528564,3.403062123651654,2.077127762465487,population_projector,operator_effect,False,M4_per_step_quadratic_proximal_q_consistency,population_projector,sim33
task_matched_multichannel_deterministic_UNet,-0.16158316296698816,3.297595136101359,0.05043932650753613,3.3511151924973177,2.2267249391463593,population_projector,operator_effect,False,M4_per_step_quadratic_proximal_q_consistency,population_projector,sim33
deterministic_soft_proximal,-0.07580577413623746,0.20943822180975857,0.1466681190857529,0.2664453698821897,0.164539620484921,matching_p0,matching_p0_eligible_only,False,deterministic_Qy,matching_p0,sim33
deterministic_soft_proximal,-0.07580577413623746,0.20943822180975857,0.1466681190857529,0.2664453698821897,0.164539620484921,matching_p0,matching_request_fallback_policy,False,deterministic_Qy,matching_p0,sim33
task_matched_multichannel_deterministic_UNet,-0.11736527247331674,0.5407884204734001,0.28541936948659136,0.38477702135783953,0.39917071262685827,matching_p0,matching_p0_eligible_only,False,deterministic_Qy,matching_p0,sim33
task_matched_multichannel_deterministic_UNet,-0.11736527247331674,0.5407884204734001,0.28541936948659136,0.38477702135783953,0.39917071262685827,matching_p0,matching_request_fallback_policy,False,deterministic_Qy,matching_p0,sim33
deterministic_Qy,0.07580577413623746,-0.20943822180975857,-0.1466681190857529,-0.2664453698821897,-0.164539620484921,matching_p0,matching_p0_eligible_only,False,deterministic_soft_proximal,matching_p0,sim33
deterministic_Qy,0.07580577413623746,-0.20943822180975857,-0.1466681190857529,-0.2664453698821897,-0.164539620484921,matching_p0,matching_request_fallback_policy,False,deterministic_soft_proximal,matching_p0,sim33
task_matched_multichannel_deterministic_UNet,-0.04155949833707928,0.3313501986636416,0.13875125040083844,0.11833165147564983,0.23463109214193728,matching_p0,matching_p0_eligible_only,False,deterministic_soft_proximal,matching_p0,sim33
task_matched_multichannel_deterministic_UNet,-0.04155949833707928,0.3313501986636416,0.13875125040083844,0.11833165147564983,0.23463109214193728,matching_p0,matching_request_fallback_policy,False,deterministic_soft_proximal,matching_p0,sim33
deterministic_Qy,0.11736527247331674,-0.5407884204734001,-0.28541936948659136,-0.38477702135783953,-0.39917071262685827,matching_p0,matching_p0_eligible_only,False,task_matched_multichannel_deterministic_UNet,matching_p0,sim33
deterministic_Qy,0.11736527247331674,-0.5407884204734001,-0.28541936948659136,-0.38477702135783953,-0.39917071262685827,matching_p0,matching_request_fallback_policy,False,task_matched_multichannel_deterministic_UNet,matching_p0,sim33
deterministic_soft_proximal,0.04155949833707928,-0.3313501986636416,-0.13875125040083844,-0.11833165147564983,-0.23463109214193728,matching_p0,matching_p0_eligible_only,False,task_matched_multichannel_deterministic_UNet,matching_p0,sim33
deterministic_soft_proximal,0.04155949833707928,-0.3313501986636416,-0.13875125040083844,-0.11833165147564983,-0.23463109214193728,matching_p0,matching_request_fallback_policy,False,task_matched_multichannel_deterministic_UNet,matching_p0,sim33
deterministic_Qy,-0.017418479374470164,0.17779429876404185,0.054932901777267285,0.16919206305518902,0.12668635430300335,matching_p0,matching_p0_eligible_only,False,M1_observation_warm_start_sdedit,matching_p0,sim33
