partition,method_id,metric,participant_stem_count,mean,ci95_low,ci95_high,inference_unit
evaluation,POP_fallback,eog_coherence_reduction,44,0.31942807314569294,0.2925696376610951,0.3448126467870595,release_scoped_study_participant_stem
evaluation,POP_fallback,reference_free_psd_distortion,44,0.6532964182227525,0.611456368217266,0.686457107075213,release_scoped_study_participant_stem
evaluation,POP_fallback,reference_free_covariance_distortion,44,0.8912286253552928,0.844389899605685,0.9211336743066946,release_scoped_study_participant_stem
evaluation,POP_fallback,heldout_eog_prediction_remaining_ratio,44,0.6339149371018499,0.5701096399068944,0.7005675389392132,release_scoped_study_participant_stem
evaluation,POP_fallback,condition_erp_observation_relative_preservation,42,0.08335372029512814,0.053417117211610965,0.13585414173355229,release_scoped_study_participant_stem
evaluation,POP_fallback,observation_change_ratio,44,0.8693169631479587,0.82266743719933,0.8984953091121941,release_scoped_study_participant_stem
evaluation,matching_Qy,matching_projector_attenuation_db,44,310.38565966844936,309.11586651412506,311.6187793460377,release_scoped_study_participant_stem
evaluation,matching_Qy,population_projector_attenuation_db,43,30.87032418968814,28.959819265165407,32.95920457502808,release_scoped_study_participant_stem
evaluation,matching_Qy,nonartifact_observation_preservation,44,0.27150470641762187,0.25118203235418474,0.29202184030350636,release_scoped_study_participant_stem
evaluation,matching_Qy,eog_coherence_reduction,44,0.4099916360195609,0.3821441939766263,0.4371747152822903,release_scoped_study_participant_stem
evaluation,matching_Qy,reference_free_psd_distortion,44,0.6682485897895,0.6399456748137242,0.6972514010113452,release_scoped_study_participant_stem
evaluation,matching_Qy,reference_free_covariance_distortion,44,0.9096038404609073,0.8946683861715857,0.9243073485009966,release_scoped_study_participant_stem
evaluation,matching_Qy,heldout_eog_prediction_remaining_ratio,44,0.6093153054098325,0.5436999456279576,0.6817149715789186,release_scoped_study_participant_stem
evaluation,matching_Qy,condition_erp_observation_relative_preservation,42,0.05546414605030129,0.046388754317611615,0.06565591140242495,release_scoped_study_participant_stem
evaluation,matching_Qy,observation_change_ratio,44,0.8940394028059706,0.8818707297337235,0.9056564345402056,release_scoped_study_participant_stem
evaluation,native_sgeyesub_python_release_internal,matching_projector_attenuation_db,44,8.604687829064849,7.741487069989877,9.46709219380017,release_scoped_study_participant_stem
evaluation,native_sgeyesub_python_release_internal,population_projector_attenuation_db,43,8.629152445992874,7.797993678864046,9.49847690209272,release_scoped_study_participant_stem
evaluation,native_sgeyesub_python_release_internal,nonartifact_observation_preservation,44,0.7992083566602328,0.7683473522122173,0.8242019418638474,release_scoped_study_participant_stem
evaluation,native_sgeyesub_python_release_internal,eog_coherence_reduction,44,0.4003398564047439,0.37416141608729325,0.4269564351734221,release_scoped_study_participant_stem
evaluation,native_sgeyesub_python_release_internal,reference_free_psd_distortion,44,0.1964054570244328,0.17221778473640043,0.22290724833002437,release_scoped_study_participant_stem
evaluation,native_sgeyesub_python_release_internal,reference_free_covariance_distortion,44,0.07505198635230852,0.05634876035147491,0.10005586992155216,release_scoped_study_participant_stem
evaluation,native_sgeyesub_python_release_internal,heldout_eog_prediction_remaining_ratio,44,0.19825847296238885,0.17529765160421892,0.2250360093471115,release_scoped_study_participant_stem
evaluation,native_sgeyesub_python_release_internal,condition_erp_observation_relative_preservation,42,0.1057325855463936,0.04064742040853322,0.1500705753742852,release_scoped_study_participant_stem
evaluation,native_sgeyesub_python_release_internal,observation_change_ratio,44,0.7721013588313593,0.7265326186649069,0.8346598727594768,release_scoped_study_participant_stem
evaluation,pop_Qy,matching_projector_attenuation_db,44,28.948987906495766,26.481937725777453,30.992829837524297,release_scoped_study_participant_stem
evaluation,pop_Qy,population_projector_attenuation_db,43,310.48966460016385,309.4025686477131,311.5658428350418,release_scoped_study_participant_stem
evaluation,pop_Qy,nonartifact_observation_preservation,44,0.2888650162636412,0.2584537670629078,0.33017759598643565,release_scoped_study_participant_stem
evaluation,pop_Qy,eog_coherence_reduction,44,0.31942807314569294,0.29330649149015087,0.3447573903084298,release_scoped_study_participant_stem
evaluation,pop_Qy,reference_free_psd_distortion,44,0.6532964182227525,0.6140821933390688,0.6879428897737867,release_scoped_study_participant_stem
evaluation,pop_Qy,reference_free_covariance_distortion,44,0.8912286253552928,0.8387009269917751,0.9216726593808857,release_scoped_study_participant_stem
evaluation,pop_Qy,heldout_eog_prediction_remaining_ratio,44,0.6339149371018499,0.5722907164357663,0.7016215619389161,release_scoped_study_participant_stem
evaluation,pop_Qy,condition_erp_observation_relative_preservation,42,0.08335372029512814,0.05317862524400755,0.1341955868802863,release_scoped_study_participant_stem
evaluation,pop_Qy,observation_change_ratio,44,0.8693169631479587,0.819652794138001,0.8990549994056833,release_scoped_study_participant_stem
evaluation,raw,matching_projector_attenuation_db,44,0.0,0.0,0.0,release_scoped_study_participant_stem
evaluation,raw,population_projector_attenuation_db,43,0.0,0.0,0.0,release_scoped_study_participant_stem
evaluation,raw,nonartifact_observation_preservation,44,1.0,1.0,1.0,release_scoped_study_participant_stem
evaluation,raw,eog_coherence_reduction,44,0.0,0.0,0.0,release_scoped_study_participant_stem
evaluation,raw,reference_free_psd_distortion,44,0.0,0.0,0.0,release_scoped_study_participant_stem
evaluation,raw,reference_free_covariance_distortion,44,0.0,0.0,0.0,release_scoped_study_participant_stem
evaluation,raw,heldout_eog_prediction_remaining_ratio,44,1.0,1.0,1.0,release_scoped_study_participant_stem
evaluation,raw,condition_erp_observation_relative_preservation,42,1.0,1.0,1.0,release_scoped_study_participant_stem
evaluation,raw,observation_change_ratio,44,0.0,0.0,0.0,release_scoped_study_participant_stem
evaluation,shuffled_Qy,matching_projector_attenuation_db,44,28.948987906495766,26.606887102869297,31.10316872585144,release_scoped_study_participant_stem
evaluation,shuffled_Qy,population_projector_attenuation_db,43,310.48966460016385,309.32449325210126,311.53098542043875,release_scoped_study_participant_stem
evaluation,shuffled_Qy,nonartifact_observation_preservation,44,0.2888650162636412,0.25703910575543615,0.32954417441845163,release_scoped_study_participant_stem
evaluation,shuffled_Qy,eog_coherence_reduction,44,0.31942807314569294,0.29097596572617945,0.34512935806363526,release_scoped_study_participant_stem
evaluation,shuffled_Qy,reference_free_psd_distortion,44,0.6532964182227525,0.6123157806835698,0.6877958543854262,release_scoped_study_participant_stem
evaluation,shuffled_Qy,reference_free_covariance_distortion,44,0.8912286253552928,0.8377554593451318,0.9205249732700043,release_scoped_study_participant_stem
evaluation,shuffled_Qy,heldout_eog_prediction_remaining_ratio,44,0.6339149371018499,0.5708001254505698,0.6999069649183072,release_scoped_study_participant_stem
evaluation,shuffled_Qy,condition_erp_observation_relative_preservation,42,0.08335372029512814,0.05321106281346748,0.13516279804091416,release_scoped_study_participant_stem
evaluation,shuffled_Qy,observation_change_ratio,44,0.8693169631479587,0.8224962438757374,0.8991548282706654,release_scoped_study_participant_stem
evaluation,wrong_Qy,matching_projector_attenuation_db,44,30.21794559168599,27.989626215984014,32.306016095232444,release_scoped_study_participant_stem
evaluation,wrong_Qy,population_projector_attenuation_db,43,34.604415073929275,32.39717037989428,36.88182366062907,release_scoped_study_participant_stem
evaluation,wrong_Qy,nonartifact_observation_preservation,44,0.29056700692412224,0.25913341999221384,0.33086108230521544,release_scoped_study_participant_stem
evaluation,wrong_Qy,eog_coherence_reduction,44,0.31769912940926526,0.29047622892411046,0.34388965234048285,release_scoped_study_participant_stem
evaluation,wrong_Qy,reference_free_psd_distortion,44,0.6439776559293322,0.6028288954256082,0.6828383202639191,release_scoped_study_participant_stem
evaluation,wrong_Qy,reference_free_covariance_distortion,44,0.8870730363111676,0.8405300142338593,0.9174009272218104,release_scoped_study_participant_stem
evaluation,wrong_Qy,heldout_eog_prediction_remaining_ratio,44,0.6317407241925316,0.5669318894466472,0.6976490115799376,release_scoped_study_participant_stem
evaluation,wrong_Qy,condition_erp_observation_relative_preservation,42,0.08336606399859865,0.05355933298355007,0.1349354003648653,release_scoped_study_participant_stem
evaluation,wrong_Qy,observation_change_ratio,44,0.8685343397213742,0.8225319860185979,0.8983712230397641,release_scoped_study_participant_stem
