seed,fold_id,recording_key,study,method,eog_coherence_reduction,nonartifact_preservation,psd_distortion,covariance_distortion
20260806,study01_layout_01_heldout_00,study01/study01_p03,study01,DIFF-WRONG,0.04653249505168662,-0.1736161708831787,1.20535409450531,0.4436204843802505
20260806,study01_layout_01_heldout_01,study01/study01_p04,study01,RAW,0.0,1.0,0.0,0.0
20260806,study01_layout_01_heldout_01,study01/study01_p04,study01,DET-MATCH,0.02206990875078943,0.7716437727212906,0.11134728789329529,0.069067235077734
20260806,study01_layout_01_heldout_01,study01/study01_p04,study01,DET-POP,0.021422561338364052,0.7553784996271133,0.14044781029224396,0.03771975062406236
20260806,study01_layout_01_heldout_01,study01/study01_p04,study01,DET-WRONG,0.022259142113335684,0.788085013628006,0.08481837809085846,0.07624365890997627
20260806,study01_layout_01_heldout_01,study01/study01_p04,study01,DIFF-MATCH,0.01506390526954983,0.7739226371049881,0.26978009939193726,0.09681274565237404
20260806,study01_layout_01_heldout_01,study01/study01_p04,study01,DIFF-POP,0.015047329188934686,0.7927377223968506,0.25467413663864136,0.05603126101635818
20260806,study01_layout_01_heldout_01,study01/study01_p04,study01,DIFF-WRONG,0.016562001586988048,0.7500555366277695,0.26889538764953613,0.08867013424016039
20260806,study01_layout_01_heldout_01,study01/study01_p05,study01,RAW,0.0,1.0,0.0,0.0
20260806,study01_layout_01_heldout_01,study01/study01_p05,study01,DET-MATCH,0.030802921143135625,0.73605015873909,0.06729287654161453,0.05784412030055681
20260806,study01_layout_01_heldout_01,study01/study01_p05,study01,DET-POP,0.03411353687787877,0.6777410507202148,0.12467634677886963,0.046015403687216
20260806,study01_layout_01_heldout_01,study01/study01_p05,study01,DET-WRONG,0.032687140267406545,0.7036667168140411,0.09770883619785309,0.08579110972568303
20260806,study01_layout_01_heldout_01,study01/study01_p05,study01,DIFF-MATCH,0.03729281694917329,0.6742746531963348,0.506579577922821,0.0817775510308807
20260806,study01_layout_01_heldout_01,study01/study01_p05,study01,DIFF-POP,0.03629614119739111,0.7212766110897064,0.4998614490032196,0.05459646887796082
20260806,study01_layout_01_heldout_01,study01/study01_p05,study01,DIFF-WRONG,0.0360287035381871,0.7118657827377319,0.5066193342208862,0.08376363204450639
20260806,study02_layout_02_heldout_00,study02/study02_p02,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_00,study02/study02_p02,study02,DET-MATCH,0.03475426601653453,0.7055600881576538,0.06997967511415482,0.07891654191680811
20260806,study02_layout_02_heldout_00,study02/study02_p02,study02,DET-POP,0.03832739828794729,0.6863379180431366,0.06873590499162674,0.06692118076774597
20260806,study02_layout_02_heldout_00,study02/study02_p02,study02,DET-WRONG,0.03501276843599044,0.7359580099582672,0.05770798400044441,0.049550770571898876
20260806,study02_layout_02_heldout_00,study02/study02_p02,study02,DIFF-MATCH,0.03664123298221966,0.6229871511459351,0.45766741037368774,0.09154247846672971
20260806,study02_layout_02_heldout_00,study02/study02_p02,study02,DIFF-POP,0.03501497560500866,0.6275122761726379,0.45448124408721924,0.051982684666539145
20260806,study02_layout_02_heldout_00,study02/study02_p02,study02,DIFF-WRONG,0.0351922905902029,0.6300159096717834,0.4589432179927826,0.06182171936527997
20260806,study02_layout_02_heldout_00,study02/study02_p03,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_00,study02/study02_p03,study02,DET-MATCH,0.026901684155745897,0.7105793654918671,0.09729129821062088,0.04947712648647816
20260806,study02_layout_02_heldout_00,study02/study02_p03,study02,DET-POP,0.028049271131749265,0.6834886968135834,0.10419829189777374,0.05797904583931526
20260806,study02_layout_02_heldout_00,study02/study02_p03,study02,DET-WRONG,0.025813931504671928,0.7140869796276093,0.10048627853393555,0.09062325789102299
20260806,study02_layout_02_heldout_00,study02/study02_p03,study02,DIFF-MATCH,0.024033018671616446,0.5918249785900116,0.31593674421310425,0.06715804240642541
20260806,study02_layout_02_heldout_00,study02/study02_p03,study02,DIFF-POP,0.02594446751754731,0.5873895883560181,0.3009931743144989,0.05433572030549614
20260806,study02_layout_02_heldout_00,study02/study02_p03,study02,DIFF-WRONG,0.026230934578052256,0.584952712059021,0.3037284314632416,0.0825681323749009
20260806,study02_layout_02_heldout_00,study02/study02_p06,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_00,study02/study02_p06,study02,DET-MATCH,0.02649614131951239,0.6928677558898926,0.060171350836753845,0.04345591898697007
20260806,study02_layout_02_heldout_00,study02/study02_p06,study02,DET-POP,0.0258036660234211,0.691501259803772,0.064285047352314,0.08167768988858631
20260806,study02_layout_02_heldout_00,study02/study02_p06,study02,DET-WRONG,0.023376401368295774,0.7396354675292969,0.05596385523676872,0.060030419844332106
20260806,study02_layout_02_heldout_00,study02/study02_p06,study02,DIFF-MATCH,0.03380582646059338,0.5939029455184937,0.5226041674613953,0.10806092486335254
20260806,study02_layout_02_heldout_00,study02/study02_p06,study02,DIFF-POP,0.030970281644840725,0.6045757532119751,0.5177554488182068,0.05274076185314301
20260806,study02_layout_02_heldout_00,study02/study02_p06,study02,DIFF-WRONG,0.03210040717385709,0.60679692029953,0.5204249620437622,0.07023449142845287
20260806,study02_layout_02_heldout_01,study02/study02_p07,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_01,study02/study02_p07,study02,DET-MATCH,0.024836780197802,0.7725330591201782,0.06819482892751694,0.05783558618578285
20260806,study02_layout_02_heldout_01,study02/study02_p07,study02,DET-POP,0.02561774778587278,0.7961051315069199,0.05601785331964493,0.04447375415261123
20260806,study02_layout_02_heldout_01,study02/study02_p07,study02,DET-WRONG,0.0285892245155992,0.7587504386901855,0.055369652807712555,0.03840519638082208
20260806,study02_layout_02_heldout_01,study02/study02_p07,study02,DIFF-MATCH,0.0232423228881089,0.7382189333438873,0.30910545587539673,0.11245661651105301
20260806,study02_layout_02_heldout_01,study02/study02_p07,study02,DIFF-POP,0.023826523043680936,0.7497122585773468,0.3050764203071594,0.03852841846660644
20260806,study02_layout_02_heldout_01,study02/study02_p07,study02,DIFF-WRONG,0.02434367741807364,0.7483815550804138,0.3049510717391968,0.039381812469738826
20260806,study02_layout_02_heldout_01,study02/study02_p08,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_01,study02/study02_p08,study02,DET-MATCH,0.02030553728400264,0.7405756115913391,0.0857575535774231,0.08667052779012419
20260806,study02_layout_02_heldout_01,study02/study02_p08,study02,DET-POP,0.014324064235552214,0.7892019599676132,0.0473356693983078,0.06685210874327571
20260806,study02_layout_02_heldout_01,study02/study02_p08,study02,DET-WRONG,0.014790987901506014,0.7435066998004913,0.06253586709499359,0.07775076212695245
20260806,study02_layout_02_heldout_01,study02/study02_p08,study02,DIFF-MATCH,0.03885785676538944,0.7147829532623291,0.39753150939941406,0.04261776560577461
20260806,study02_layout_02_heldout_01,study02/study02_p08,study02,DIFF-POP,0.03855509834829718,0.7125832438468933,0.4009333848953247,0.05068723192820807
20260806,study02_layout_02_heldout_01,study02/study02_p08,study02,DIFF-WRONG,0.0395657085464336,0.7039944231510162,0.4099714457988739,0.12573858611035366
20260806,study02_layout_02_heldout_02,study02/study02_p09,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_02,study02/study02_p09,study02,DET-MATCH,0.02260915685474174,0.7961214184761047,0.07353353500366211,0.08198714904925007
20260806,study02_layout_02_heldout_02,study02/study02_p09,study02,DET-POP,0.02315081968845334,0.805665597319603,0.05242012068629265,0.05192327262297541
20260806,study02_layout_02_heldout_02,study02/study02_p09,study02,DET-WRONG,0.02386744544492103,0.7851736545562744,0.0761265754699707,0.07292987331720438
20260806,study02_layout_02_heldout_02,study02/study02_p09,study02,DIFF-MATCH,0.018036158835457172,0.7537675648927689,0.11594148725271225,0.026279379961432096
20260806,study02_layout_02_heldout_02,study02/study02_p09,study02,DIFF-POP,0.017846343565906864,0.7533227652311325,0.11859114468097687,0.025590995989853597
20260806,study02_layout_02_heldout_02,study02/study02_p09,study02,DIFF-WRONG,0.017992369226703886,0.752199724316597,0.12076559662818909,0.047972474406872544
20260806,study02_layout_02_heldout_02,study02/study02_p10,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_02,study02/study02_p10,study02,DET-MATCH,0.01968085497355787,0.7670014053583145,0.05344955995678902,0.05496766830796238
20260806,study02_layout_02_heldout_02,study02/study02_p10,study02,DET-POP,0.01969425202696584,0.7792534977197647,0.050133902579545975,0.033288986028864105
20260806,study02_layout_02_heldout_02,study02/study02_p10,study02,DET-WRONG,0.019487224708427675,0.7683120518922806,0.048649173229932785,0.062290277430359295
20260806,study02_layout_02_heldout_02,study02/study02_p10,study02,DIFF-MATCH,0.017358349599817302,0.7616250514984131,0.24666722118854523,0.05076288976678052
20260806,study02_layout_02_heldout_02,study02/study02_p10,study02,DIFF-POP,0.01733614253316773,0.7617668211460114,0.24686914682388306,0.054910301011180766
20260806,study02_layout_02_heldout_02,study02/study02_p10,study02,DIFF-WRONG,0.017648699875280727,0.761506974697113,0.24583369493484497,0.05980084388899428
20260806,study02_layout_02_heldout_03,study02/study02_p11,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_03,study02/study02_p11,study02,DET-MATCH,0.030772943944612052,0.7568193078041077,0.05548028647899628,0.08562380417154787
20260806,study02_layout_02_heldout_03,study02/study02_p11,study02,DET-POP,0.03179828897555126,0.7565711736679077,0.06062541902065277,0.060855747382746656
20260806,study02_layout_02_heldout_03,study02/study02_p11,study02,DET-WRONG,0.02988581509271171,0.7592745125293732,0.06112080067396164,0.11530590578781084
20260806,study02_layout_02_heldout_03,study02/study02_p11,study02,DIFF-MATCH,0.030105837708106264,0.7838085442781448,0.4122561514377594,0.06202069340290264
20260806,study02_layout_02_heldout_03,study02/study02_p11,study02,DIFF-POP,0.030023159612028394,0.7874368727207184,0.4073235094547272,0.0389017498681829
20260806,study02_layout_02_heldout_03,study02/study02_p11,study02,DIFF-WRONG,0.03039821418497013,0.7828249931335449,0.413581907749176,0.06705827553916731
20260806,study02_layout_02_heldout_03,study02/study02_p12,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_03,study02/study02_p12,study02,DET-MATCH,0.025854330429865513,0.7465420663356781,0.05463218316435814,0.05742682381902364
20260806,study02_layout_02_heldout_03,study02/study02_p12,study02,DET-POP,0.02653339812241029,0.7370528876781464,0.054540347307920456,0.02846961044801122
20260806,study02_layout_02_heldout_03,study02/study02_p12,study02,DET-WRONG,0.025649278395576403,0.7299627363681793,0.04839015752077103,0.04487480084090003
20260806,study02_layout_02_heldout_03,study02/study02_p12,study02,DIFF-MATCH,0.026641016840585507,0.6922649145126343,0.22701573371887207,0.060540340342777645
20260806,study02_layout_02_heldout_03,study02/study02_p12,study02,DIFF-POP,0.026429762598127127,0.6960411369800568,0.2241518795490265,0.035938723563302494
20260806,study02_layout_02_heldout_03,study02/study02_p12,study02,DIFF-WRONG,0.026621507364325225,0.6941567659378052,0.22659647464752197,0.051502113955807206
20260806,study02_layout_02_heldout_04,study02/study02_p13,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_04,study02/study02_p13,study02,DET-MATCH,0.032773283557617106,0.7360957562923431,0.06357264518737793,0.0957264063783352
20260806,study02_layout_02_heldout_04,study02/study02_p13,study02,DET-POP,0.036192302490235306,0.7305732369422913,0.07060199230909348,0.09222735182057604
20260806,study02_layout_02_heldout_04,study02/study02_p13,study02,DET-WRONG,0.03609705141570885,0.7304078042507172,0.06259500980377197,0.07922966521622818
20260806,study02_layout_02_heldout_04,study02/study02_p13,study02,DIFF-MATCH,0.04116053835605271,0.6570694744586945,0.48349103331565857,0.13088591210448108
20260806,study02_layout_02_heldout_04,study02/study02_p13,study02,DIFF-POP,0.0415299060405232,0.6704857349395752,0.4773898720741272,0.10392729789461112
20260806,study02_layout_02_heldout_04,study02/study02_p13,study02,DIFF-WRONG,0.04106368846260011,0.6707392334938049,0.48028504848480225,0.09607804182721064
20260806,study02_layout_02_heldout_04,study02/study02_p14,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_04,study02/study02_p14,study02,DET-MATCH,0.02340685881790705,0.7558330595493317,0.056403011083602905,0.13160050477129326
20260806,study02_layout_02_heldout_04,study02/study02_p14,study02,DET-POP,0.023222757183248177,0.7610086500644684,0.06550372391939163,0.13986959953049766
20260806,study02_layout_02_heldout_04,study02/study02_p14,study02,DET-WRONG,0.021248284858302213,0.7561994343996048,0.05505022779107094,0.136419689896825
20260806,study02_layout_02_heldout_04,study02/study02_p14,study02,DIFF-MATCH,0.017290962874540128,0.7565251886844635,0.15023550391197205,0.08486061920538931
20260806,study02_layout_02_heldout_04,study02/study02_p14,study02,DIFF-POP,0.017118359450250864,0.7599916458129883,0.1438487321138382,0.07816547220678088
20260806,study02_layout_02_heldout_04,study02/study02_p14,study02,DIFF-WRONG,0.017593630909686908,0.752405971288681,0.14766792953014374,0.0727317804688374
20260806,study02_layout_02_heldout_05,study02/study02_p15,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_05,study02/study02_p15,study02,DET-MATCH,0.036237092295777984,0.6716722846031189,0.08980008214712143,0.05715673271359859
20260806,study02_layout_02_heldout_05,study02/study02_p15,study02,DET-POP,0.03669060690299375,0.6503781080245972,0.09970329701900482,0.09078128976540521
20260806,study02_layout_02_heldout_05,study02/study02_p15,study02,DET-WRONG,0.0345254375206423,0.6036955714225769,0.10003658384084702,0.14116987524521105
20260806,study02_layout_02_heldout_05,study02/study02_p15,study02,DIFF-MATCH,0.034584112792799715,0.5950875282287598,0.42241644859313965,0.07187941286383438
20260806,study02_layout_02_heldout_05,study02/study02_p15,study02,DIFF-POP,0.035402157955104485,0.5877522826194763,0.4243184030056,0.06931213533538687
20260806,study02_layout_02_heldout_05,study02/study02_p15,study02,DIFF-WRONG,0.034385885890515056,0.5902380049228668,0.4285443127155304,0.09109279280567177
20260806,study02_layout_02_heldout_05,study02/study02_p16,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_05,study02/study02_p16,study02,DET-MATCH,0.039963895666005556,0.6404420137405396,0.06918419152498245,0.05764996539578546
20260806,study02_layout_02_heldout_05,study02/study02_p16,study02,DET-POP,0.0417833475585212,0.6534454524517059,0.06687615066766739,0.07690279684056466
20260806,study02_layout_02_heldout_05,study02/study02_p16,study02,DET-WRONG,0.03905540631240001,0.6932911574840546,0.06045779213309288,0.04165211186192199
20260806,study02_layout_02_heldout_05,study02/study02_p16,study02,DIFF-MATCH,0.03444759617559612,0.5757118463516235,0.3259041905403137,0.059488336558303385
20260806,study02_layout_02_heldout_05,study02/study02_p16,study02,DIFF-POP,0.035460411447274964,0.5714486241340637,0.3259742558002472,0.048947644366545584
20260806,study02_layout_02_heldout_05,study02/study02_p16,study02,DIFF-WRONG,0.034408099367283285,0.5792513787746429,0.3272172510623932,0.057445434569911684
20260806,study02_layout_02_heldout_06,study02/study02_p17,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_06,study02/study02_p17,study02,DET-MATCH,0.030809822637820616,0.6981847882270813,0.10013759881258011,0.19897812677172141
20260806,study02_layout_02_heldout_06,study02/study02_p17,study02,DET-POP,0.03171223586105043,0.7170575559139252,0.07800348103046417,0.06279163657479371
20260806,study02_layout_02_heldout_06,study02/study02_p17,study02,DET-WRONG,0.032199711073189974,0.7098744809627533,0.08556321263313293,0.12629788693323066
20260806,study02_layout_02_heldout_06,study02/study02_p17,study02,DIFF-MATCH,0.033473718278401066,0.5739551186561584,0.4746372401714325,0.13735986549641152
20260806,study02_layout_02_heldout_06,study02/study02_p17,study02,DIFF-POP,0.03379416872485308,0.5753359794616699,0.4638717472553253,0.0854757563838124
20260806,study02_layout_02_heldout_06,study02/study02_p17,study02,DIFF-WRONG,0.0337983054923825,0.581030011177063,0.4652177095413208,0.10306082292207157
20260806,study02_layout_02_heldout_06,study02/study02_p18,study02,RAW,0.0,1.0,0.0,0.0
20260806,study02_layout_02_heldout_06,study02/study02_p18,study02,DET-MATCH,0.027688405112712644,0.7559571117162704,0.059215646237134933,0.0691534529870173
20260806,study02_layout_02_heldout_06,study02/study02_p18,study02,DET-POP,0.026760786953673232,0.7519626468420029,0.05092064291238785,0.05119916028999556
20260806,study02_layout_02_heldout_06,study02/study02_p18,study02,DET-WRONG,0.02536891173076583,0.7283434867858887,0.07292591780424118,0.12550751074013475
20260806,study02_layout_02_heldout_06,study02/study02_p18,study02,DIFF-MATCH,0.02162810234585777,0.6536504328250885,0.2024177461862564,0.07977591270884643
20260806,study02_layout_02_heldout_06,study02/study02_p18,study02,DIFF-POP,0.0215979224522016,0.6493339538574219,0.20170879364013672,0.06371604801814838
20260806,study02_layout_02_heldout_06,study02/study02_p18,study02,DIFF-WRONG,0.021345229710277636,0.6474394202232361,0.21322044730186462,0.10029557779114372
20260806,study03_layout_03_heldout_00,study03/study03_p03,study03,RAW,0.0,1.0,0.0,0.0
20260806,study03_layout_03_heldout_00,study03/study03_p03,study03,DET-MATCH,0.06197592504759086,0.4128986597061157,0.2941478192806244,0.665332614635325
20260806,study03_layout_03_heldout_00,study03/study03_p03,study03,DET-POP,0.06321210376336239,0.47694921493530273,0.23736649751663208,0.33848433376867604
20260806,study03_layout_03_heldout_00,study03/study03_p03,study03,DET-WRONG,0.06000523995317053,0.38570910692214966,0.2592238485813141,0.5203243652606874
20260806,study03_layout_03_heldout_00,study03/study03_p03,study03,DIFF-MATCH,0.06843568722979398,0.05320662260055542,1.5045297145843506,0.2654354681239327
20260806,study03_layout_03_heldout_00,study03/study03_p03,study03,DIFF-POP,0.06861775335710263,0.02992171049118042,1.493399739265442,0.21896926562769492
20260806,study03_layout_03_heldout_00,study03/study03_p03,study03,DIFF-WRONG,0.06704695771622937,0.033768653869628906,1.502810001373291,0.2486250857053776
20260806,study03_layout_03_heldout_00,study03/study03_p19,study03,RAW,0.0,1.0,0.0,0.0
20260806,study03_layout_03_heldout_00,study03/study03_p19,study03,DET-MATCH,0.057185242854757234,0.6567650437355042,0.14899466931819916,0.1830465300734149
20260806,study03_layout_03_heldout_00,study03/study03_p19,study03,DET-POP,0.058812099778151605,0.6732515692710876,0.1475668102502823,0.12347294572939753
20260806,study03_layout_03_heldout_00,study03/study03_p19,study03,DET-WRONG,0.059410771063994616,0.6529181897640228,0.1850666105747223,0.21258889468485923
20260806,study03_layout_03_heldout_00,study03/study03_p19,study03,DIFF-MATCH,0.060840130783617496,0.4813731908798218,1.7107841968536377,0.22158434935383725
20260806,study03_layout_03_heldout_00,study03/study03_p19,study03,DIFF-POP,0.06290049466770142,0.4983375668525696,1.6937949657440186,0.14061393272191636
20260806,study03_layout_03_heldout_00,study03/study03_p19,study03,DIFF-WRONG,0.06459886010998162,0.5045612454414368,1.699336290359497,0.17899520978084846
20260806,study03_layout_03_heldout_01,study03/study03_p20,study03,RAW,0.0,1.0,0.0,0.0
20260806,study03_layout_03_heldout_01,study03/study03_p20,study03,DET-MATCH,0.05687943108205218,0.41178447008132935,0.3640342950820923,0.5590506214161176
20260806,study03_layout_03_heldout_01,study03/study03_p20,study03,DET-POP,0.059105322587129194,0.4424874186515808,0.3425741195678711,0.2983079038755635
20260806,study03_layout_03_heldout_01,study03/study03_p20,study03,DET-WRONG,0.05759421072434634,0.4744971990585327,0.29242387413978577,0.16504880195458713
20260806,study03_layout_03_heldout_01,study03/study03_p20,study03,DIFF-MATCH,0.07058811648312258,0.0007047653198242188,1.6127725839614868,0.30360817427470965
20260806,study03_layout_03_heldout_01,study03/study03_p20,study03,DIFF-POP,0.0743584273623128,0.005614161491394043,1.5923893451690674,0.23526097331094292
20260806,study03_layout_03_heldout_01,study03/study03_p20,study03,DIFF-WRONG,0.07392725630052155,0.01574540138244629,1.5856174230575562,0.2705209054118415
20260806,study03_layout_03_heldout_01,study03/study03_p21,study03,RAW,0.0,1.0,0.0,0.0
20260806,study03_layout_03_heldout_01,study03/study03_p21,study03,DET-MATCH,0.033958501342567615,0.6527797877788544,0.15328943729400635,0.077619959617513
20260806,study03_layout_03_heldout_01,study03/study03_p21,study03,DET-POP,0.02946895151399076,0.6610938906669617,0.1643380969762802,0.06226847277794678
20260806,study03_layout_03_heldout_01,study03/study03_p21,study03,DET-WRONG,0.025039141793968156,0.6221863627433777,0.17999523878097534,0.11686981470252493
20260806,study03_layout_03_heldout_01,study03/study03_p21,study03,DIFF-MATCH,0.031013241328764707,0.3541405200958252,0.7415058016777039,0.14653840614793517
20260806,study03_layout_03_heldout_01,study03/study03_p21,study03,DIFF-POP,0.031459647085284814,0.35239917039871216,0.7524330615997314,0.09824951264890838
20260806,study03_layout_03_heldout_01,study03/study03_p21,study03,DIFF-WRONG,0.027193404355784878,0.3491092324256897,0.7786653637886047,0.11599676695373859
20260806,study03_layout_03_heldout_02,study03/study03_p22,study03,RAW,0.0,1.0,0.0,0.0
20260806,study03_layout_03_heldout_02,study03/study03_p22,study03,DET-MATCH,0.05541773429285968,0.5026148855686188,0.2695392668247223,0.3660269490368423
20260806,study03_layout_03_heldout_02,study03/study03_p22,study03,DET-POP,0.0574111266687396,0.56593057513237,0.23600494861602783,0.2550055811351751
20260806,study03_layout_03_heldout_02,study03/study03_p22,study03,DET-WRONG,0.06155290857714135,0.4999508857727051,0.259339302778244,0.2179339623755862
20260806,study03_layout_03_heldout_02,study03/study03_p22,study03,DIFF-MATCH,0.0714960931436508,-0.0773700475692749,1.697436809539795,0.3398060887991726
20260806,study03_layout_03_heldout_02,study03/study03_p22,study03,DIFF-POP,0.07123277637583669,-0.056748270988464355,1.6673697233200073,0.31793871128231693
20260806,study03_layout_03_heldout_02,study03/study03_p22,study03,DIFF-WRONG,0.07231843297631713,-0.05504727363586426,1.6676850318908691,0.329103960935449
20260806,study03_layout_03_heldout_02,study03/study03_p23,study03,RAW,0.0,1.0,0.0,0.0
20260806,study03_layout_03_heldout_02,study03/study03_p23,study03,DET-MATCH,0.02817039782530628,0.6643197536468506,0.1346060335636139,0.07439611485755071
20260806,study03_layout_03_heldout_02,study03/study03_p23,study03,DET-POP,0.026801002139109187,0.6874760985374451,0.13517571985721588,0.10993722498482685
20260806,study03_layout_03_heldout_02,study03/study03_p23,study03,DET-WRONG,0.026759541724459268,0.6036988496780396,0.1906662881374359,0.19012231092227314
20260806,study03_layout_03_heldout_02,study03/study03_p23,study03,DIFF-MATCH,0.038939239755563904,0.4385966658592224,2.0688529014587402,0.19469360705133534
20260806,study03_layout_03_heldout_02,study03/study03_p23,study03,DIFF-POP,0.037854633723327424,0.4518299698829651,2.064547300338745,0.15134958009094376
20260806,study03_layout_03_heldout_02,study03/study03_p23,study03,DIFF-WRONG,0.038072376693889964,0.42059576511383057,2.0900113582611084,0.20320016706953012
20260806,study03_layout_03_heldout_03,study03/study03_p24,study03,RAW,0.0,1.0,0.0,0.0
20260806,study03_layout_03_heldout_03,study03/study03_p24,study03,DET-MATCH,0.03845645350520499,0.3140268921852112,0.3330502510070801,0.39054618133950386
20260806,study03_layout_03_heldout_03,study03/study03_p24,study03,DET-POP,0.035750390525208786,0.33073103427886963,0.33753517270088196,0.6400414226179717
20260806,study03_layout_03_heldout_03,study03/study03_p24,study03,DET-WRONG,0.035205564272473566,0.2560838460922241,0.44886261224746704,0.7099989526091726
20260806,study03_layout_03_heldout_03,study03/study03_p24,study03,DIFF-MATCH,0.042019909611553885,0.3486441969871521,1.5344160795211792,0.19351116840341834
20260806,study03_layout_03_heldout_03,study03/study03_p24,study03,DIFF-POP,0.04141593157692114,0.3503205180168152,1.5362690687179565,0.13170949138041443
20260806,study03_layout_03_heldout_03,study03/study03_p24,study03,DIFF-WRONG,0.04058016317139845,0.35795921087265015,1.536465048789978,0.1517766332047067
20260806,study03_layout_03_heldout_03,study03/study03_p25,study03,RAW,0.0,1.0,0.0,0.0
20260806,study03_layout_03_heldout_03,study03/study03_p25,study03,DET-MATCH,0.0514638710374129,-0.15749883651733398,0.8717659711837769,1.7937405529932018
20260806,study03_layout_03_heldout_03,study03/study03_p25,study03,DET-POP,0.05130282966274535,-0.03364253044128418,0.6859384775161743,1.7213065389010171
20260806,study03_layout_03_heldout_03,study03/study03_p25,study03,DET-WRONG,0.05816683942975942,-0.10136663913726807,0.7250081300735474,1.4940297807692247
20260806,study03_layout_03_heldout_03,study03/study03_p25,study03,DIFF-MATCH,0.0726225532052922,0.011875152587890625,2.2036330699920654,0.2759418278821218
20260806,study03_layout_03_heldout_03,study03/study03_p25,study03,DIFF-POP,0.0739043199137086,0.0018118619918823242,2.202195644378662,0.26642210423331697
20260806,study03_layout_03_heldout_03,study03/study03_p25,study03,DIFF-WRONG,0.07460128607635852,0.009573578834533691,2.1935529708862305,0.2924377575886022
