budget_seconds,fold_id,fold_cluster,study,recording_key,oracle_relative_improvement,deployable_relative_improvement,match_relative_improvement,match_vs_wrong_relative_improvement,reliability,oracle_lambda,deployable_lambda
120.0,study04_layout_04_heldout_04,18,study04,study04/study04_p34,0.19338820290548953,0.10253770541177287,0.10253770541177287,0.15154596033377146,0.4921442914434034,0.58,1.0
120.0,study04_layout_04_heldout_04,18,study04,study04/study04_p35,0.4271642397351791,0.3752574894517127,0.41997323976720097,0.7695968164527422,0.44756014044165854,0.91,0.653550856257347
120.0,study04_layout_04_heldout_05,19,study04,study04/study04_p36,0.3266943868711769,0.3096265258226818,0.32644643700013787,0.5272213373127611,0.5467627067277576,0.98,0.7630003700835832
120.0,study04_layout_04_heldout_05,19,study04,study04/study04_p37,0.3710869687498908,0.31219718397307705,0.27887558099785686,0.42078273419591733,0.5341412259371143,0.71,0.47136355736605284
120.0,study04_layout_04_heldout_06,20,study04,study04/study04_p38,0.5320721943010256,0.42312323307423616,0.48246640500934024,0.5571981126496448,0.5342318141478677,0.78,0.44442052272613225
120.0,study04_layout_04_heldout_06,20,study04,study04/study04_p39,0.2018413483399043,0.11199305084777544,0.09241959244150971,0.5786094000005747,0.4990699360525428,0.5700000000000001,0.9565543167069464
120.0,study05_layout_05_heldout_00,21,study05,study05/study05_p06,0.0905144015594895,0.05900851296398041,-0.048148477248271274,0.20120081214334948,0.39206757289857036,0.45,0.7044472463705493
120.0,study05_layout_05_heldout_00,21,study05,study05/study05_p10,0.22307638605436972,0.134334446844991,0.21815064632178377,0.2746963769267284,0.40624499647652573,0.88,0.35255520340818747
120.0,study05_layout_05_heldout_00,21,study05,study05/study05_p24,0.22219538991943713,0.18220671069091138,0.21978073756414643,0.4064902778736043,0.3634798163816501,0.92,0.5950638655904338
120.0,study05_layout_05_heldout_01,22,study05,study05/study05_p40,0.3738900128734273,0.36750462765506064,0.3738900128734273,0.40675467379154084,0.3916198719578959,1.0,0.9682638782612397
120.0,study05_layout_05_heldout_01,22,study05,study05/study05_p41,0.39886158466313015,0.39886158466313015,0.39886158466313015,0.5695801451571946,0.3900755297341342,1.0,1.0
120.0,study05_layout_05_heldout_02,23,study05,study05/study05_p43,0.2643977867005883,0.2518234659867098,0.1983588356142163,0.447236584817122,0.32056602452142857,0.66,0.5220759497634686
120.0,study05_layout_05_heldout_02,23,study05,study05/study05_p44,0.28667336447497,0.19444877943675393,0.28667336447497005,0.2906503233970404,0.4214620634123085,1.0,0.407580121659972
120.0,study05_layout_05_heldout_03,24,study05,study05/study05_p45,0.16609590859242748,0.1652341331674797,0.08155764685972755,0.49521864221416406,0.4953920622249461,0.55,0.5085813928853072
120.0,study05_layout_05_heldout_03,24,study05,study05/study05_p46,0.31904598966406894,0.19726563501926875,0.19726563501926894,0.31516118631608203,0.3794957025879441,0.63,1.0
120.0,study05_layout_05_heldout_04,25,study05,study05/study05_p47,0.2849170293780843,0.15451970960606068,0.28090372135003694,0.4707761000384866,0.4232711077625357,0.91,0.36287712286318796
120.0,study05_layout_05_heldout_04,25,study05,study05/study05_p48,0.24269232473821511,0.2272806477744844,0.24269232473821511,0.3336401149955138,0.3645519299622205,1.0,0.8579105444759091
120.0,study05_layout_05_heldout_05,26,study05,study05/study05_p49,0.35115427093252227,0.2683091557119799,0.23491585563213613,0.31892208663683064,0.41560812592089313,0.66,0.9422886381805473
120.0,study05_layout_05_heldout_05,26,study05,study05/study05_p50,0.15953467200258842,0.15234376904473948,0.11199260175578299,0.4145555120210364,0.3184107635255365,0.66,0.7898000781276271
