fold,verifier,panel,participant,condition,identity_margin,auroc,rank1,tar_at_far5
3,A-R,wrong_condition_same_subject,4,2,0.05903606489300728,0.6599999999999999,0.7,0.35
3,A-R,wrong_condition_same_subject,9,1,0.09688980132341385,0.6814404432132964,0.631578947368421,0.21052631578947367
3,A-R,wrong_condition_same_subject,9,2,0.045576442033052444,0.6952908587257618,0.5789473684210527,0.21052631578947367
3,A-R,wrong_condition_same_subject,14,1,0.010662953369319439,0.502770083102493,0.3684210526315789,0.10526315789473684
3,A-R,wrong_condition_same_subject,14,2,-0.014958374202251434,0.4307479224376731,0.3684210526315789,0.05263157894736842
3,B-R,physiological,4,1,0.08509171009063721,0.865,0.95,0.3
3,B-R,physiological,4,2,0.240271657705307,1.0,1.0,1.0
3,B-R,physiological,9,1,0.10562977194786072,0.894736842105263,0.9473684210526315,0.5789473684210527
3,B-R,physiological,9,2,0.051270991563797,0.6509695290858726,0.6842105263157895,0.2631578947368421
3,B-R,physiological,14,1,0.003956072498112917,0.4903047091412742,0.2631578947368421,0.0
3,B-R,physiological,14,2,0.10734695196151733,0.850415512465374,0.9473684210526315,0.7894736842105263
3,B-R,artifact_acquisition_only,4,1,0.012785838916897774,0.6937500000000001,0.7,0.15
3,B-R,artifact_acquisition_only,4,2,0.022217385470867157,0.7999999999999999,0.8,0.4
3,B-R,artifact_acquisition_only,9,1,0.051547858864068985,0.9044321329639888,0.9473684210526315,0.631578947368421
3,B-R,artifact_acquisition_only,9,2,0.06370583921670914,0.9376731301939057,1.0,0.6842105263157895
3,B-R,artifact_acquisition_only,14,1,0.040578097105026245,0.8545706371191135,0.7368421052631579,0.47368421052631576
3,B-R,artifact_acquisition_only,14,2,0.04956018924713135,0.8947368421052633,0.9473684210526315,0.47368421052631576
3,B-R,rereference,4,1,0.054640959948301315,0.83375,0.8,0.55
3,B-R,rereference,4,2,0.11075015366077423,0.97875,1.0,0.8
3,B-R,rereference,9,1,0.029527412727475166,0.6772853185595568,0.5263157894736842,0.10526315789473684
3,B-R,rereference,9,2,0.005620816722512245,0.5180055401662049,0.3684210526315789,0.21052631578947367
3,B-R,rereference,14,1,0.0027141436003148556,0.4889196675900277,0.3157894736842105,0.0
3,B-R,rereference,14,2,0.04362274706363678,0.7368421052631579,0.631578947368421,0.15789473684210525
3,B-R,dropout10,4,1,0.05976269766688347,0.8650000000000001,0.8,0.6
3,B-R,dropout10,4,2,0.12078438699245453,0.9924999999999999,1.0,0.95
3,B-R,dropout10,9,1,0.02090064436197281,0.6565096952908587,0.42105263157894735,0.0
3,B-R,dropout10,9,2,0.0015346388099715114,0.502770083102493,0.3684210526315789,0.10526315789473684
3,B-R,dropout10,14,1,0.005727549083530903,0.49445983379501385,0.42105263157894735,0.0
3,B-R,dropout10,14,2,0.05993627384305,0.8282548476454293,0.6842105263157895,0.2631578947368421
3,B-R,dropout20,4,1,0.050338756293058395,0.8212499999999999,0.7,0.5
3,B-R,dropout20,4,2,0.1083841472864151,0.9812500000000001,1.0,0.85
3,B-R,dropout20,9,1,0.0202801413834095,0.6385041551246536,0.2631578947368421,0.0
3,B-R,dropout20,9,2,0.004784550983458757,0.5193905817174516,0.3684210526315789,0.10526315789473684
3,B-R,dropout20,14,1,0.007509325630962849,0.5443213296398892,0.47368421052631576,0.0
3,B-R,dropout20,14,2,0.04710277169942856,0.8019390581717452,0.7894736842105263,0.15789473684210525
3,B-R,gain_normalized,4,1,0.0745454952120781,0.8374999999999999,0.95,0.5
3,B-R,gain_normalized,4,2,0.22637593746185303,1.0,1.0,1.0
3,B-R,gain_normalized,9,1,0.09833993017673492,0.9113573407202216,0.9473684210526315,0.6842105263157895
3,B-R,gain_normalized,9,2,0.05195184051990509,0.6634349030470914,0.6842105263157895,0.21052631578947367
3,B-R,gain_normalized,14,1,0.0008000002126209438,0.4903047091412742,0.21052631578947367,0.0
3,B-R,gain_normalized,14,2,0.0708925873041153,0.7437673130193906,0.631578947368421,0.10526315789473684
3,B-R,statistics_only,4,1,0.0801951140165329,1.0,1.0,1.0
3,B-R,statistics_only,4,2,0.08909165114164352,1.0,1.0,1.0
3,B-R,statistics_only,9,1,0.07067060470581055,1.0,1.0,1.0
3,B-R,statistics_only,9,2,0.07930383831262589,1.0,1.0,1.0
3,B-R,statistics_only,14,1,0.06808529049158096,1.0,1.0,1.0
3,B-R,statistics_only,14,2,0.06486286967992783,1.0,1.0,1.0
3,B-R,wrong_condition_same_subject,4,1,0.04179614782333374,0.635,0.6,0.35
3,B-R,wrong_condition_same_subject,4,2,0.10839657485485077,0.9862500000000001,1.0,0.9
3,B-R,wrong_condition_same_subject,9,1,0.10276290774345398,0.8628808864265928,0.7894736842105263,0.5789473684210527
3,B-R,wrong_condition_same_subject,9,2,0.05351779982447624,0.739612188365651,0.5263157894736842,0.10526315789473684
3,B-R,wrong_condition_same_subject,14,1,-0.00011852324678329751,0.48614958448753465,0.15789473684210525,0.05263157894736842
3,B-R,wrong_condition_same_subject,14,2,-0.05252256244421005,0.24653739612188366,0.10526315789473684,0.0
