fold,verifier,panel,participant,condition,identity_margin,auroc,rank1,tar_at_far5
1,A-R,gain_normalized,12,2,-0.01608295366168022,0.4002770083102493,0.21052631578947367,0.0
1,A-R,statistics_only,2,1,0.3610198199748993,1.0,1.0,1.0
1,A-R,statistics_only,2,2,0.32918769121170044,0.9875,1.0,0.95
1,A-R,statistics_only,7,1,0.22272589802742004,0.9986149584487535,1.0,1.0
1,A-R,statistics_only,7,2,0.20395226776599884,1.0,1.0,1.0
1,A-R,statistics_only,12,1,0.035232558846473694,0.556786703601108,0.15789473684210525,0.05263157894736842
1,A-R,statistics_only,12,2,-0.007383839227259159,0.4626038781163435,0.3157894736842105,0.0
1,A-R,wrong_condition_same_subject,2,1,0.06875628232955933,0.675,0.6,0.1
1,A-R,wrong_condition_same_subject,2,2,0.1391160786151886,0.90125,0.75,0.65
1,A-R,wrong_condition_same_subject,7,1,0.062328025698661804,0.6481994459833794,0.5263157894736842,0.21052631578947367
1,A-R,wrong_condition_same_subject,7,2,0.10623590648174286,0.8601108033240996,0.7368421052631579,0.3684210526315789
1,A-R,wrong_condition_same_subject,12,1,0.004397314041852951,0.53601108033241,0.2631578947368421,0.0
1,A-R,wrong_condition_same_subject,12,2,0.008649816736578941,0.5249307479224377,0.3157894736842105,0.0
1,B-R,physiological,2,1,0.10277587175369263,0.9462499999999999,0.85,0.35
1,B-R,physiological,2,2,0.1884821355342865,0.9837499999999999,1.0,0.65
1,B-R,physiological,7,1,0.09122417867183685,0.8518005540166205,0.8421052631578947,0.05263157894736842
1,B-R,physiological,7,2,0.10237918049097061,0.8393351800554016,0.7368421052631579,0.3684210526315789
1,B-R,physiological,12,1,0.14376525580883026,0.9182825484764543,0.8947368421052632,0.5789473684210527
1,B-R,physiological,12,2,0.11922056972980499,0.8698060941828254,0.6842105263157895,0.05263157894736842
1,B-R,artifact_acquisition_only,2,1,0.010761034674942493,0.6425,0.3,0.05
1,B-R,artifact_acquisition_only,2,2,0.006934544537216425,0.595,0.4,0.15
1,B-R,artifact_acquisition_only,7,1,0.0641990527510643,0.9875346260387812,1.0,0.9473684210526315
1,B-R,artifact_acquisition_only,7,2,0.06316442042589188,0.9875346260387812,1.0,0.8947368421052632
1,B-R,artifact_acquisition_only,12,1,0.045619819313287735,0.9570637119113573,1.0,0.7894736842105263
1,B-R,artifact_acquisition_only,12,2,0.03423698991537094,0.9598337950138505,0.9473684210526315,0.7894736842105263
1,B-R,rereference,2,1,0.007815142162144184,0.5775,0.3,0.0
1,B-R,rereference,2,2,0.07181791961193085,0.92,0.9,0.65
1,B-R,rereference,7,1,-0.001079192734323442,0.4778393351800554,0.3157894736842105,0.15789473684210525
1,B-R,rereference,7,2,-0.012482189573347569,0.4182825484764543,0.21052631578947367,0.0
1,B-R,rereference,12,1,0.07166312634944916,0.9362880886426593,0.8947368421052632,0.6842105263157895
1,B-R,rereference,12,2,0.04275226965546608,0.7326869806094183,0.5789473684210527,0.05263157894736842
1,B-R,dropout10,2,1,0.009563813917338848,0.57125,0.2,0.0
1,B-R,dropout10,2,2,0.10324670374393463,0.97875,0.95,0.9
1,B-R,dropout10,7,1,0.0013149670558050275,0.48476454293628807,0.3157894736842105,0.10526315789473684
1,B-R,dropout10,7,2,-0.023062292486429214,0.3573407202216067,0.15789473684210525,0.0
1,B-R,dropout10,12,1,0.06642856448888779,0.9196675900277008,0.8421052631578947,0.6842105263157895
1,B-R,dropout10,12,2,0.049190714955329895,0.7839335180055402,0.631578947368421,0.10526315789473684
1,B-R,dropout20,2,1,0.009882583282887936,0.59875,0.25,0.05
1,B-R,dropout20,2,2,0.09483780711889267,0.9812500000000001,0.95,0.95
1,B-R,dropout20,7,1,-0.0009193726000376046,0.48753462603878106,0.2631578947368421,0.10526315789473684
1,B-R,dropout20,7,2,-0.020489437505602837,0.3379501385041551,0.21052631578947367,0.05263157894736842
1,B-R,dropout20,12,1,0.06109383702278137,0.9030470914127423,0.8947368421052632,0.631578947368421
1,B-R,dropout20,12,2,0.048109106719493866,0.8074792243767313,0.6842105263157895,0.2631578947368421
1,B-R,gain_normalized,2,1,0.10934624820947647,0.9662499999999999,1.0,0.85
1,B-R,gain_normalized,2,2,0.1652192324399948,0.98,0.95,0.85
1,B-R,gain_normalized,7,1,0.10461149364709854,0.9030470914127424,0.8421052631578947,0.7368421052631579
1,B-R,gain_normalized,7,2,0.12179785966873169,0.9141274238227146,0.8421052631578947,0.47368421052631576
1,B-R,gain_normalized,12,1,0.1224057525396347,0.8836565096952909,0.8947368421052632,0.5789473684210527
1,B-R,gain_normalized,12,2,0.10033393651247025,0.8573407202216066,0.6842105263157895,0.21052631578947367
1,B-R,statistics_only,2,1,0.06789582967758179,0.94875,1.0,0.8
1,B-R,statistics_only,2,2,0.06068190187215805,0.9075000000000001,1.0,0.7
1,B-R,statistics_only,7,1,0.038316741585731506,0.9750692520775623,0.8421052631578947,0.9473684210526315
1,B-R,statistics_only,7,2,0.0393892340362072,1.0,1.0,1.0
1,B-R,statistics_only,12,1,0.06331252306699753,1.0,1.0,1.0
1,B-R,statistics_only,12,2,0.056250717490911484,1.0,1.0,1.0
1,B-R,wrong_condition_same_subject,2,1,0.020515842363238335,0.6174999999999999,0.45,0.1
1,B-R,wrong_condition_same_subject,2,2,0.05376781150698662,0.7075,0.55,0.35
1,B-R,wrong_condition_same_subject,7,1,0.0920657217502594,0.8033240997229917,0.7368421052631579,0.42105263157894735
1,B-R,wrong_condition_same_subject,7,2,0.1953759640455246,0.9903047091412742,0.9473684210526315,0.9473684210526315
1,B-R,wrong_condition_same_subject,12,1,0.14419810473918915,0.9584487534626038,0.8947368421052632,0.8421052631578947
1,B-R,wrong_condition_same_subject,12,2,0.0678660124540329,0.7313019390581716,0.5263157894736842,0.3684210526315789
