aggregate_across_seeds,artifact_attenuation_db,artifact_attenuation_mode,artifact_mask_iou,artifact_mask_is_model_prediction,artifact_mask_overlap_fraction,calibration_seconds,clean_interval_correlation,clean_interval_preservation,clean_interval_relative_change,context_id,correlation,cue_locked_erp_observation_proxy_correlation,cue_onsets_nonartifact_proxy,cue_onsets_total,d_perp_y,dataset_id,delta_snr_db,e_parallel,e_perp,energy_evaluations,estimated_projector_rank,external_artifact_reference_available,external_artifact_reference_source,failure_reason,fallback_method_id,frequency_rrmse,function_evaluations,latency_seconds,matching_evaluation_projector_eligible,matching_evaluation_projector_rank,method_id,method_operator_eligible,model_forward_evaluations,nonartifact_proxy_correlation,nonartifact_proxy_preservation,nonartifact_proxy_reference,nonartifact_proxy_relative_change,nonartifact_proxy_spectral_preservation,nonartifact_proxy_spectral_segment_seconds,nonartifact_proxy_spectral_segments,operator_source,oracle_projector_rank,outer_fold,outer_training_participants,overlap_fraction,own_projector_distance_from_matching,own_projector_max_angle_from_matching_deg,own_projector_mean_angle_from_matching_deg,own_projector_overlap_with_matching,own_projector_rank,paired_target_available,paired_waveform_target_available,participant_id,peak_memory_bytes,pop_fallback_used,projector_distance,projector_max_angle_deg,projector_mean_angle_deg,query_samples,query_windows,score_evaluations,seed,seed_samples_aggregated,session_id,source_id,status,subspace_metric_basis,test_participants,time_rrmse,validation_participants
False,13.340604938430552,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.6702509390650089,10805,12014,1.878863166605191,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,287,33.041080460418016,True,1,matching_p0,True,287,0.006569725827803645,-0.5274831271682618,observed_EEG_no_clean_target,1.5274831271682618,0.003169210443574655,2.0,187,matching_p0,,eye_bci_me_outer_fold_00,25,,0.0,0.0,0.0,0.9999999999999999,1,False,False,S01,7736887808,False,,,,106896,209,,20260805,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
True,18.627034282321823,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s_posterior_mean,,0.9066153963124025,10805,12014,1.226917822177363,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,1435,165.5328978295438,True,1,matching_p0,True,1435,0.015452274572915056,-0.10693224281797642,observed_EEG_no_clean_target,1.1069322428179764,0.001691082621908424,2.0,187,matching_p0,,eye_bci_me_outer_fold_00,25,,0.0,0.0,0.0,0.9999999999999999,1,False,False,S01,7736887808,False,,,,106896,209,,,5,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,12.209460054108408,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.6985556967214035,10805,12014,1.880569893035751,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,287,33.04421017784625,True,1,population_p0,True,287,0.0073866623384459115,-0.5275408267989268,observed_EEG_no_clean_target,1.5275408267989268,0.0035117880746329266,2.0,187,population_p0,,eye_bci_me_outer_fold_00,25,,0.9582634257863318,73.38814164639416,73.38814164639416,0.08173120680024322,1,False,False,S01,7736887808,False,,,,106896,209,,20260801,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,12.537199988914846,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.7049988631961498,10805,12014,1.880290130241916,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,287,33.04363502282649,True,1,population_p0,True,287,0.0071436026678555,-0.5277999004394023,observed_EEG_no_clean_target,1.5277999004394023,0.003546764449744777,2.0,187,population_p0,,eye_bci_me_outer_fold_00,25,,0.9582634257863318,73.38814164639416,73.38814164639416,0.08173120680024322,1,False,False,S01,7736887808,False,,,,106896,209,,20260802,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,13.080256935943845,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.7043310721738337,10805,12014,1.8789306452392291,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,287,33.06117325089872,True,1,population_p0,True,287,0.007405268875364918,-0.5271426763594385,observed_EEG_no_clean_target,1.5271426763594385,0.003416789393704933,2.0,187,population_p0,,eye_bci_me_outer_fold_00,25,,0.9582634257863318,73.38814164639416,73.38814164639416,0.08173120680024322,1,False,False,S01,7736887808,False,,,,106896,209,,20260803,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,12.85364292671423,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.7064613207388515,10805,12014,1.8813715472770702,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,287,33.0415639760904,True,1,population_p0,True,287,0.006657585380890915,-0.528253336779986,observed_EEG_no_clean_target,1.528253336779986,0.003418771250916608,2.0,187,population_p0,,eye_bci_me_outer_fold_00,25,,0.9582634257863318,73.38814164639416,73.38814164639416,0.08173120680024322,1,False,False,S01,7736887808,False,,,,106896,209,,20260804,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,13.388410876619812,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.6768826610362092,10805,12014,1.879152363492774,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,287,33.058487413451076,True,1,population_p0,True,287,0.00670832111397581,-0.5272381910866943,observed_EEG_no_clean_target,1.5272381910866943,0.0031951028301304696,2.0,187,population_p0,,eye_bci_me_outer_fold_00,25,,0.9582634257863318,73.38814164639416,73.38814164639416,0.08173120680024322,1,False,False,S01,7736887808,False,,,,106896,209,,20260805,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
True,18.612003220693285,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s_posterior_mean,,0.9094078556981574,10805,12014,1.227019871080062,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,1435,165.24906984111294,True,1,population_p0,True,1435,0.01576960414854405,-0.10649788643494329,observed_EEG_no_clean_target,1.1064978864349433,0.0017190831450465405,2.0,187,population_p0,,eye_bci_me_outer_fold_00,25,,0.9582634257863318,73.38814164639416,73.38814164639416,0.08173120680024322,1,False,False,S01,7736887808,False,,,,106896,209,,,5,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,12.205118539526172,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.6982900799727981,10805,12014,1.8806127459280149,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,287,33.044913447927684,True,1,wrong_participant_p0,True,287,0.00739176562615487,-0.527557952784921,observed_EEG_no_clean_target,1.527557952784921,0.003512702228482878,2.0,187,wrong_participant_p0,,eye_bci_me_outer_fold_00,25,,0.9908673523277273,82.25061820318442,82.25061820318442,0.018181890091039238,1,False,False,S01,7736887808,False,,,,106896,209,,20260801,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,12.54618477079134,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.7047718531090688,10805,12014,1.8803561390501464,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,287,33.055231174919754,True,1,wrong_participant_p0,True,287,0.007148120686331746,-0.5278334627743706,observed_EEG_no_clean_target,1.5278334627743706,0.003547398274169833,2.0,187,wrong_participant_p0,,eye_bci_me_outer_fold_00,25,,0.9908673523277273,82.25061820318442,82.25061820318442,0.018181890091039238,1,False,False,S01,7736887808,False,,,,106896,209,,20260802,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,13.07811857449108,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.7043973942647428,10805,12014,1.8789477611489944,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,287,33.051760719157755,True,1,wrong_participant_p0,True,287,0.007412545690678433,-0.5271435958754649,observed_EEG_no_clean_target,1.5271435958754649,0.00341719475789537,2.0,187,wrong_participant_p0,,eye_bci_me_outer_fold_00,25,,0.9908673523277273,82.25061820318442,82.25061820318442,0.018181890091039238,1,False,False,S01,7736887808,False,,,,106896,209,,20260803,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,12.857008378288903,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.7053201121293994,10805,12014,1.8814064064805904,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,287,33.06085516838357,True,1,wrong_participant_p0,True,287,0.006661008219403358,-0.5282700030079668,observed_EEG_no_clean_target,1.5282700030079668,0.003419887765039431,2.0,187,wrong_participant_p0,,eye_bci_me_outer_fold_00,25,,0.9908673523277273,82.25061820318442,82.25061820318442,0.018181890091039238,1,False,False,S01,7736887808,False,,,,106896,209,,20260804,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,13.392897130442066,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.676436240961926,10805,12014,1.879190601059797,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,287,33.05525160348043,True,1,wrong_participant_p0,True,287,0.006712596373527456,-0.527256581407225,observed_EEG_no_clean_target,1.527256581407225,0.0031954430571622394,2.0,187,wrong_participant_p0,,eye_bci_me_outer_fold_00,25,,0.9908673523277273,82.25061820318442,82.25061820318442,0.018181890091039238,1,False,False,S01,7736887808,False,,,,106896,209,,20260805,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
True,18.60978571384966,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s_posterior_mean,,0.9093025108444531,10805,12014,1.2270334530547076,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,1435,165.2680121138692,True,1,wrong_participant_p0,True,1435,0.015780606992975094,-0.10649650716090342,observed_EEG_no_clean_target,1.1064965071609034,0.001719311519232214,2.0,187,wrong_participant_p0,,eye_bci_me_outer_fold_00,25,,0.9908673523277273,82.25061820318442,82.25061820318442,0.018181890091039238,1,False,False,S01,7736887808,False,,,,106896,209,,,5,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,12.220308039345866,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.698337207281223,10805,12014,1.879868800352534,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,bootstrap_q90,POP,,287,32.87915390310809,True,,shuffled_calibration_p0,False,287,0.007394766638265592,-0.527067735803276,observed_EEG_no_clean_target,1.527067735803276,0.003514874603547269,2.0,187,shuffled_calibration_p0,,eye_bci_me_outer_fold_00,25,,,,,,,False,False,S01,7736395776,True,,,,106896,209,,20260801,1,Sess01,S01/Sess01/ME011,rolled_back,matching_support_projector,1,,5
False,12.549738436807775,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.7048346528215613,10805,12014,1.8795754356544154,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,bootstrap_q90,POP,,287,32.897012192290276,True,,shuffled_calibration_p0,False,287,0.00715032376366084,-0.5273141660983867,observed_EEG_no_clean_target,1.5273141660983867,0.003550583601291457,2.0,187,shuffled_calibration_p0,,eye_bci_me_outer_fold_00,25,,,,,,,False,False,S01,7736395776,True,,,,106896,209,,20260802,1,Sess01,S01/Sess01/ME011,rolled_back,matching_support_projector,1,,5
False,13.091668998933624,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.7044390636448202,10805,12014,1.8782175989333283,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,bootstrap_q90,POP,,287,32.899298993404955,True,,shuffled_calibration_p0,False,287,0.007415655620695596,-0.5266563673209061,observed_EEG_no_clean_target,1.5266563673209061,0.003420057791407971,2.0,187,shuffled_calibration_p0,,eye_bci_me_outer_fold_00,25,,,,,,,False,False,S01,7736395776,True,,,,106896,209,,20260803,1,Sess01,S01/Sess01/ME011,rolled_back,matching_support_projector,1,,5
False,12.863603839147462,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.7056536102260074,10805,12014,1.880666186855894,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,bootstrap_q90,POP,,287,32.89505139691755,True,,shuffled_calibration_p0,False,287,0.006665439899374351,-0.5277727747166194,observed_EEG_no_clean_target,1.5277727747166194,0.0034221513220888955,2.0,187,shuffled_calibration_p0,,eye_bci_me_outer_fold_00,25,,,,,,,False,False,S01,7736395776,True,,,,106896,209,,20260804,1,Sess01,S01/Sess01/ME011,rolled_back,matching_support_projector,1,,5
False,13.403498100645612,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.6764389214236387,10805,12014,1.8784822789478757,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,bootstrap_q90,POP,,287,32.89995041070506,True,,shuffled_calibration_p0,False,287,0.0067167152591365705,-0.5267822260770378,observed_EEG_no_clean_target,1.5267822260770378,0.0031985164627714724,2.0,187,shuffled_calibration_p0,,eye_bci_me_outer_fold_00,25,,,,,,,False,False,S01,7736395776,True,,,,106896,209,,20260805,1,Sess01,S01/Sess01/ME011,rolled_back,matching_support_projector,1,,5
True,18.61976050802862,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s_posterior_mean,,0.9093190771169203,10805,12014,1.2268042232022003,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,bootstrap_q90,POP,,1435,164.47046689642593,True,,shuffled_calibration_p0,False,1435,0.015788181424796814,-0.10636053372848009,observed_EEG_no_clean_target,1.10636053372848,0.0017187963703166886,2.0,187,shuffled_calibration_p0,,eye_bci_me_outer_fold_00,25,,,,,,,False,False,S01,7736395776,True,,,,106896,209,,,5,Sess01,S01/Sess01/ME011,rolled_back,matching_support_projector,1,,5
False,5.232034134120327,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.9560031491165881,10805,12014,0.7847309579574955,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,7,0.6716098701581359,True,1,information_matched_one_step,True,7,0.7014566314898465,0.34284499867762097,observed_EEG_no_clean_target,0.657155001322379,0.3907528425584743,2.0,187,information_matched_one_step,,eye_bci_me_outer_fold_00,25,,0.0,0.0,0.0,0.9999999999999999,1,False,False,S01,1280920576,False,,,,106896,209,,20260801,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,5.015046397744279,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.9564434846472983,10805,12014,0.7849180578945281,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,7,0.4719093609601259,True,1,information_matched_one_step,True,7,0.7012121387599932,0.34271201367228377,observed_EEG_no_clean_target,0.6572879863277162,0.39080249052853433,2.0,187,information_matched_one_step,,eye_bci_me_outer_fold_00,25,,0.0,0.0,0.0,0.9999999999999999,1,False,False,S01,1280920576,False,,,,106896,209,,20260802,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,5.196148102454422,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.9561258261335924,10805,12014,0.7843557149474177,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,7,0.46885573025792837,True,1,information_matched_one_step,True,7,0.7015763680686853,0.3430802223711583,observed_EEG_no_clean_target,0.6569197776288417,0.3928773453960335,2.0,187,information_matched_one_step,,eye_bci_me_outer_fold_00,25,,0.0,0.0,0.0,0.9999999999999999,1,False,False,S01,1280920576,False,,,,106896,209,,20260803,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,5.161745189068741,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.9556662915087061,10805,12014,0.7854196934847546,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,7,0.46897606924176216,True,1,information_matched_one_step,True,7,0.7008079906772182,0.3424234580492077,observed_EEG_no_clean_target,0.6575765419507923,0.39070541158941974,2.0,187,information_matched_one_step,,eye_bci_me_outer_fold_00,25,,0.0,0.0,0.0,0.9999999999999999,1,False,False,S01,1280920576,False,,,,106896,209,,20260804,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
False,5.221351277851745,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s,,0.9564686699682982,10805,12014,0.7844078381161956,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,7,0.4748792378231883,True,1,information_matched_one_step,True,7,0.701305085323043,0.3427896553067741,observed_EEG_no_clean_target,0.6572103446932259,0.389319724622992,2.0,187,information_matched_one_step,,eye_bci_me_outer_fold_00,25,,0.0,0.0,0.0,0.9999999999999999,1,False,False,S01,1280920576,False,,,,106896,209,,20260805,1,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
True,5.270941688184072,projected_observation_proxy_external_reference_intervals,,False,,30.0,,,,ME_query_after_35s_posterior_mean,,0.9561741700427283,10805,12014,0.5687976647470199,eye_bci,,,,,,True,HEO_and_Blinks_frozen_rule,,,,35,2.5562302684411407,True,1,information_matched_one_step,True,35,0.8814242024730808,0.47912371042187507,observed_EEG_no_clean_target,0.5208762895781249,0.38904577027258047,2.0,187,information_matched_one_step,,eye_bci_me_outer_fold_00,25,,0.0,0.0,0.0,0.9999999999999999,1,False,False,S01,1280920576,False,,,,106896,209,,,5,Sess01,S01/Sess01/ME011,success,matching_support_projector,1,,5
