method,panel,participant,replicates,risk,session,task,wrong_donor
GAIN_WRONG,natural,sub-02,35,1.0041157963379503,ses-02,SSVEP,sub-07
GAIN_WRONG,natural,sub-02,35,1.0261844865034127,ses-02,SSVEP,sub-09
GAIN_WRONG,natural,sub-02,35,1.0013853334714136,ses-02,SSVEP,sub-11
GAIN_WRONG,natural,sub-02,35,1.0077450724755,ses-02,SSVEP,sub-12
GAIN_WRONG,natural,sub-02,35,0.995523023072587,ses-02,SSVEP,sub-14
GAIN_WRONG,natural,sub-02,35,0.9869922155233332,ses-02,SSVEP,sub-15
GAIN_WRONG,natural,sub-02,35,0.9962427357755459,ses-02,SSVEP,sub-17
GAIN_WRONG,natural,sub-02,35,0.995595947971731,ses-02,SSVEP,sub-18
GAIN_WRONG,natural,sub-02,35,0.9962094541040736,ses-02,SSVEP,sub-19
GAIN_WRONG,natural,sub-02,35,1.0078417274768192,ses-02,SSVEP,sub-21
GAIN_WRONG,natural,sub-02,35,0.981487845154385,ses-02,SSVEP,sub-23
GAIN_WRONG,natural,sub-02,35,1.0325021516004134,ses-02,SSVEP,sub-24
MATCH,natural,sub-02,58,0.6414780057400323,ses-03,ERP,
POP,natural,sub-02,58,0.7679768961252628,ses-03,ERP,
TIME_SHIFT,natural,sub-02,58,0.9675470034853468,ses-03,ERP,
CHANNEL_PERM,natural,sub-02,58,0.9136786364261522,ses-03,ERP,
GAIN_MATCH,natural,sub-02,58,0.6512467914458996,ses-03,ERP,
GAIN_POP,natural,sub-02,58,0.7679768961252628,ses-03,ERP,
NULL,natural,sub-02,58,1.0,ses-03,ERP,
WRONG,natural,sub-02,58,0.7441900210277521,ses-03,ERP,sub-03
WRONG,natural,sub-02,58,0.9909625494373517,ses-03,ERP,sub-05
WRONG,natural,sub-02,58,0.7054637124201252,ses-03,ERP,sub-06
WRONG,natural,sub-02,58,0.7687637892603754,ses-03,ERP,sub-07
WRONG,natural,sub-02,58,1.4116459000291293,ses-03,ERP,sub-09
WRONG,natural,sub-02,58,0.8501076304084978,ses-03,ERP,sub-11
WRONG,natural,sub-02,58,1.037488424032141,ses-03,ERP,sub-12
WRONG,natural,sub-02,58,0.780930693371385,ses-03,ERP,sub-14
WRONG,natural,sub-02,58,0.6515363080799601,ses-03,ERP,sub-15
WRONG,natural,sub-02,58,1.1891935119963188,ses-03,ERP,sub-17
WRONG,natural,sub-02,58,0.7349904387849029,ses-03,ERP,sub-18
WRONG,natural,sub-02,58,0.730678641882594,ses-03,ERP,sub-19
WRONG,natural,sub-02,58,1.12188115626759,ses-03,ERP,sub-21
WRONG,natural,sub-02,58,0.806580256265872,ses-03,ERP,sub-23
WRONG,natural,sub-02,58,0.7866475621815141,ses-03,ERP,sub-24
GAIN_WRONG,natural,sub-02,58,0.790134933214172,ses-03,ERP,sub-03
GAIN_WRONG,natural,sub-02,58,0.8829771703946055,ses-03,ERP,sub-05
GAIN_WRONG,natural,sub-02,58,0.8020226864858053,ses-03,ERP,sub-06
GAIN_WRONG,natural,sub-02,58,0.7913358007382856,ses-03,ERP,sub-07
GAIN_WRONG,natural,sub-02,58,0.8746183845194011,ses-03,ERP,sub-09
GAIN_WRONG,natural,sub-02,58,0.9533707977032597,ses-03,ERP,sub-11
GAIN_WRONG,natural,sub-02,58,0.9407233207194774,ses-03,ERP,sub-12
GAIN_WRONG,natural,sub-02,58,0.7699723778578355,ses-03,ERP,sub-14
GAIN_WRONG,natural,sub-02,58,0.663219405338727,ses-03,ERP,sub-15
GAIN_WRONG,natural,sub-02,58,0.765212845542923,ses-03,ERP,sub-17
GAIN_WRONG,natural,sub-02,58,0.8431911422611023,ses-03,ERP,sub-18
GAIN_WRONG,natural,sub-02,58,0.7657956400464778,ses-03,ERP,sub-19
GAIN_WRONG,natural,sub-02,58,0.805850670526042,ses-03,ERP,sub-21
GAIN_WRONG,natural,sub-02,58,0.8022272956145376,ses-03,ERP,sub-23
GAIN_WRONG,natural,sub-02,58,0.9133962240030783,ses-03,ERP,sub-24
MATCH,natural,sub-02,35,0.9999678924776914,ses-03,SSVEP,
POP,natural,sub-02,35,0.9999803250851713,ses-03,SSVEP,
TIME_SHIFT,natural,sub-02,35,0.9999783104811101,ses-03,SSVEP,
CHANNEL_PERM,natural,sub-02,35,1.0001067171133817,ses-03,SSVEP,
GAIN_MATCH,natural,sub-02,35,0.9999678555480738,ses-03,SSVEP,
GAIN_POP,natural,sub-02,35,0.9999803250851713,ses-03,SSVEP,
NULL,natural,sub-02,35,1.0,ses-03,SSVEP,
WRONG,natural,sub-02,35,0.9999887951940138,ses-03,SSVEP,sub-03
WRONG,natural,sub-02,35,1.0000031826313402,ses-03,SSVEP,sub-05
WRONG,natural,sub-02,35,0.9999608991840682,ses-03,SSVEP,sub-06
WRONG,natural,sub-02,35,1.000047295507078,ses-03,SSVEP,sub-07
WRONG,natural,sub-02,35,1.0000006009192537,ses-03,SSVEP,sub-09
WRONG,natural,sub-02,35,1.0000200499763887,ses-03,SSVEP,sub-11
WRONG,natural,sub-02,35,1.00001068180437,ses-03,SSVEP,sub-12
WRONG,natural,sub-02,35,1.000006427823386,ses-03,SSVEP,sub-14
WRONG,natural,sub-02,35,1.000073504984441,ses-03,SSVEP,sub-15
WRONG,natural,sub-02,35,0.9995850704733332,ses-03,SSVEP,sub-17
WRONG,natural,sub-02,35,1.0000489669656831,ses-03,SSVEP,sub-18
WRONG,natural,sub-02,35,1.0000551861317617,ses-03,SSVEP,sub-19
WRONG,natural,sub-02,35,0.9999957551409155,ses-03,SSVEP,sub-21
WRONG,natural,sub-02,35,0.9999879665421821,ses-03,SSVEP,sub-23
WRONG,natural,sub-02,35,0.9999831828768903,ses-03,SSVEP,sub-24
GAIN_WRONG,natural,sub-02,35,0.9999871316574879,ses-03,SSVEP,sub-03
GAIN_WRONG,natural,sub-02,35,1.0000016259900943,ses-03,SSVEP,sub-05
GAIN_WRONG,natural,sub-02,35,0.9999599138029908,ses-03,SSVEP,sub-06
GAIN_WRONG,natural,sub-02,35,1.0000375799317818,ses-03,SSVEP,sub-07
GAIN_WRONG,natural,sub-02,35,0.9999992615405973,ses-03,SSVEP,sub-09
GAIN_WRONG,natural,sub-02,35,1.0000073073650106,ses-03,SSVEP,sub-11
GAIN_WRONG,natural,sub-02,35,0.99999739695081,ses-03,SSVEP,sub-12
GAIN_WRONG,natural,sub-02,35,1.0000030315667876,ses-03,SSVEP,sub-14
GAIN_WRONG,natural,sub-02,35,1.0000724583542777,ses-03,SSVEP,sub-15
GAIN_WRONG,natural,sub-02,35,0.9997533691965715,ses-03,SSVEP,sub-17
GAIN_WRONG,natural,sub-02,35,1.0000298300127357,ses-03,SSVEP,sub-18
GAIN_WRONG,natural,sub-02,35,1.000042372621221,ses-03,SSVEP,sub-19
GAIN_WRONG,natural,sub-02,35,0.9999896527871193,ses-03,SSVEP,sub-21
GAIN_WRONG,natural,sub-02,35,0.9999821544055723,ses-03,SSVEP,sub-23
GAIN_WRONG,natural,sub-02,35,0.999984270749088,ses-03,SSVEP,sub-24
MATCH,natural,sub-02,59,0.8279116969507777,ses-04,ERP,
POP,natural,sub-02,59,0.9255464933256147,ses-04,ERP,
TIME_SHIFT,natural,sub-02,59,0.9831136548120892,ses-04,ERP,
CHANNEL_PERM,natural,sub-02,59,0.9821886429074392,ses-04,ERP,
GAIN_MATCH,natural,sub-02,59,0.8651315860141324,ses-04,ERP,
GAIN_POP,natural,sub-02,59,0.9255464933256147,ses-04,ERP,
NULL,natural,sub-02,59,1.0,ses-04,ERP,
WRONG,natural,sub-02,59,1.026820116342392,ses-04,ERP,sub-03
WRONG,natural,sub-02,59,1.0437843173260157,ses-04,ERP,sub-05
WRONG,natural,sub-02,59,0.9897688307890987,ses-04,ERP,sub-06
WRONG,natural,sub-02,59,1.0730538846540707,ses-04,ERP,sub-07
WRONG,natural,sub-02,59,1.036109687608333,ses-04,ERP,sub-09
WRONG,natural,sub-02,59,1.035023117593605,ses-04,ERP,sub-11
WRONG,natural,sub-02,59,1.1752510730402572,ses-04,ERP,sub-12
WRONG,natural,sub-02,59,0.9983157295667573,ses-04,ERP,sub-14
WRONG,natural,sub-02,59,0.872174145020252,ses-04,ERP,sub-15
WRONG,natural,sub-02,59,1.0301026850864798,ses-04,ERP,sub-17
WRONG,natural,sub-02,59,0.9148794191126202,ses-04,ERP,sub-18
WRONG,natural,sub-02,59,0.9080560730458239,ses-04,ERP,sub-19
WRONG,natural,sub-02,59,1.06472048296766,ses-04,ERP,sub-21
WRONG,natural,sub-02,59,0.9262826658904431,ses-04,ERP,sub-23
WRONG,natural,sub-02,59,0.9487218464081195,ses-04,ERP,sub-24
GAIN_WRONG,natural,sub-02,59,0.9360500867151005,ses-04,ERP,sub-03
GAIN_WRONG,natural,sub-02,59,0.8860318168479565,ses-04,ERP,sub-05
GAIN_WRONG,natural,sub-02,59,0.965203292806216,ses-04,ERP,sub-06
GAIN_WRONG,natural,sub-02,59,0.9907456886837169,ses-04,ERP,sub-07
GAIN_WRONG,natural,sub-02,59,0.9768379038912989,ses-04,ERP,sub-09
GAIN_WRONG,natural,sub-02,59,0.9727194826190416,ses-04,ERP,sub-11
GAIN_WRONG,natural,sub-02,59,0.9801022819691355,ses-04,ERP,sub-12
GAIN_WRONG,natural,sub-02,59,0.9503115317405149,ses-04,ERP,sub-14
GAIN_WRONG,natural,sub-02,59,0.8853791741062941,ses-04,ERP,sub-15
GAIN_WRONG,natural,sub-02,59,0.922736403640437,ses-04,ERP,sub-17
GAIN_WRONG,natural,sub-02,59,0.8890791447090652,ses-04,ERP,sub-18
GAIN_WRONG,natural,sub-02,59,0.899151836922238,ses-04,ERP,sub-19
GAIN_WRONG,natural,sub-02,59,0.956641032269906,ses-04,ERP,sub-21
GAIN_WRONG,natural,sub-02,59,0.9228434731773144,ses-04,ERP,sub-23
GAIN_WRONG,natural,sub-02,59,0.9134181198878342,ses-04,ERP,sub-24
MATCH,natural,sub-02,37,0.9881075577573597,ses-04,SSVEP,
POP,natural,sub-02,37,0.9956078709389665,ses-04,SSVEP,
TIME_SHIFT,natural,sub-02,37,1.171637895554773,ses-04,SSVEP,
CHANNEL_PERM,natural,sub-02,37,1.0674512731593109,ses-04,SSVEP,
GAIN_MATCH,natural,sub-02,37,0.9468578768607804,ses-04,SSVEP,
GAIN_POP,natural,sub-02,37,0.9956078709389665,ses-04,SSVEP,
NULL,natural,sub-02,37,1.0,ses-04,SSVEP,
WRONG,natural,sub-02,37,1.0332912957540619,ses-04,SSVEP,sub-03
WRONG,natural,sub-02,37,0.948588163724083,ses-04,SSVEP,sub-05
WRONG,natural,sub-02,37,0.9995419258621784,ses-04,SSVEP,sub-06
WRONG,natural,sub-02,37,0.9869686829936252,ses-04,SSVEP,sub-07
WRONG,natural,sub-02,37,1.0630302541901386,ses-04,SSVEP,sub-09
WRONG,natural,sub-02,37,1.0386858871423645,ses-04,SSVEP,sub-11
WRONG,natural,sub-02,37,1.1181768870311126,ses-04,SSVEP,sub-12
WRONG,natural,sub-02,37,0.9606730340872279,ses-04,SSVEP,sub-14
WRONG,natural,sub-02,37,0.9164658760073189,ses-04,SSVEP,sub-15
WRONG,natural,sub-02,37,0.999023179853224,ses-04,SSVEP,sub-17
WRONG,natural,sub-02,37,1.0253906628793044,ses-04,SSVEP,sub-18
WRONG,natural,sub-02,37,1.098862922868918,ses-04,SSVEP,sub-19
WRONG,natural,sub-02,37,0.9742001214040228,ses-04,SSVEP,sub-21
WRONG,natural,sub-02,37,0.9833994989487244,ses-04,SSVEP,sub-23
WRONG,natural,sub-02,37,0.9626505843476023,ses-04,SSVEP,sub-24
GAIN_WRONG,natural,sub-02,37,0.9758350219515304,ses-04,SSVEP,sub-03
GAIN_WRONG,natural,sub-02,37,0.9456193571571613,ses-04,SSVEP,sub-05
GAIN_WRONG,natural,sub-02,37,0.9902686111203288,ses-04,SSVEP,sub-06
GAIN_WRONG,natural,sub-02,37,0.9960358430475464,ses-04,SSVEP,sub-07
GAIN_WRONG,natural,sub-02,37,0.985603615889558,ses-04,SSVEP,sub-09
GAIN_WRONG,natural,sub-02,37,0.9822932008249002,ses-04,SSVEP,sub-11
GAIN_WRONG,natural,sub-02,37,0.9690192251374307,ses-04,SSVEP,sub-12
GAIN_WRONG,natural,sub-02,37,0.9592982413264051,ses-04,SSVEP,sub-14
GAIN_WRONG,natural,sub-02,37,0.9230118337933302,ses-04,SSVEP,sub-15
GAIN_WRONG,natural,sub-02,37,0.9781489295229259,ses-04,SSVEP,sub-17
GAIN_WRONG,natural,sub-02,37,0.9633878974505371,ses-04,SSVEP,sub-18
GAIN_WRONG,natural,sub-02,37,1.0448716026175808,ses-04,SSVEP,sub-19
GAIN_WRONG,natural,sub-02,37,0.9503559657665764,ses-04,SSVEP,sub-21
GAIN_WRONG,natural,sub-02,37,1.0133483108330485,ses-04,SSVEP,sub-23
GAIN_WRONG,natural,sub-02,37,0.9600082987921262,ses-04,SSVEP,sub-24
MATCH,natural,sub-03,58,0.5927797556800972,ses-02,ERP,
POP,natural,sub-03,58,0.6061377286268065,ses-02,ERP,
TIME_SHIFT,natural,sub-03,58,0.9150704798546634,ses-02,ERP,
CHANNEL_PERM,natural,sub-03,58,0.8833114669989072,ses-02,ERP,
GAIN_MATCH,natural,sub-03,58,0.5971051102761558,ses-02,ERP,
GAIN_POP,natural,sub-03,58,0.6061377286268065,ses-02,ERP,
NULL,natural,sub-03,58,1.0,ses-02,ERP,
WRONG,natural,sub-03,58,0.629029160830417,ses-02,ERP,sub-02
WRONG,natural,sub-03,58,0.6839928912970323,ses-02,ERP,sub-05
WRONG,natural,sub-03,58,0.6111282779130004,ses-02,ERP,sub-06
WRONG,natural,sub-03,58,0.6246718138174963,ses-02,ERP,sub-07
WRONG,natural,sub-03,58,0.6489972042829518,ses-02,ERP,sub-09
WRONG,natural,sub-03,58,0.6306588449112137,ses-02,ERP,sub-11
WRONG,natural,sub-03,58,0.747493265454153,ses-02,ERP,sub-12
WRONG,natural,sub-03,58,0.6155543064049787,ses-02,ERP,sub-14
WRONG,natural,sub-03,58,0.622994551979638,ses-02,ERP,sub-15
WRONG,natural,sub-03,58,0.6746228253748822,ses-02,ERP,sub-17
WRONG,natural,sub-03,58,0.6128318490845366,ses-02,ERP,sub-18
WRONG,natural,sub-03,58,0.6181295698722475,ses-02,ERP,sub-19
WRONG,natural,sub-03,58,0.6117690819271155,ses-02,ERP,sub-21
WRONG,natural,sub-03,58,0.6267876690233269,ses-02,ERP,sub-23
WRONG,natural,sub-03,58,0.62198861907684,ses-02,ERP,sub-24
GAIN_WRONG,natural,sub-03,58,0.6275651470942757,ses-02,ERP,sub-02
GAIN_WRONG,natural,sub-03,58,0.6113317621129587,ses-02,ERP,sub-05
GAIN_WRONG,natural,sub-03,58,0.6114625284578046,ses-02,ERP,sub-06
GAIN_WRONG,natural,sub-03,58,0.6251754404560887,ses-02,ERP,sub-07
GAIN_WRONG,natural,sub-03,58,0.6430941966533897,ses-02,ERP,sub-09
GAIN_WRONG,natural,sub-03,58,0.6123151293591654,ses-02,ERP,sub-11
GAIN_WRONG,natural,sub-03,58,0.6352190798821633,ses-02,ERP,sub-12
GAIN_WRONG,natural,sub-03,58,0.6162056060322624,ses-02,ERP,sub-14
GAIN_WRONG,natural,sub-03,58,0.6252825646384123,ses-02,ERP,sub-15
GAIN_WRONG,natural,sub-03,58,0.6319303651375374,ses-02,ERP,sub-17
GAIN_WRONG,natural,sub-03,58,0.6197743638609455,ses-02,ERP,sub-18
GAIN_WRONG,natural,sub-03,58,0.6245171383066503,ses-02,ERP,sub-19
GAIN_WRONG,natural,sub-03,58,0.6104988024865217,ses-02,ERP,sub-21
GAIN_WRONG,natural,sub-03,58,0.64183612773129,ses-02,ERP,sub-23
GAIN_WRONG,natural,sub-03,58,0.6180596778868233,ses-02,ERP,sub-24
MATCH,natural,sub-03,36,0.6972598526576453,ses-02,SSVEP,
POP,natural,sub-03,36,0.9720653535900179,ses-02,SSVEP,
TIME_SHIFT,natural,sub-03,36,1.0054864298615405,ses-02,SSVEP,
CHANNEL_PERM,natural,sub-03,36,0.9324563020634259,ses-02,SSVEP,
GAIN_MATCH,natural,sub-03,36,0.7060041655655375,ses-02,SSVEP,
GAIN_POP,natural,sub-03,36,0.9720653535900179,ses-02,SSVEP,
NULL,natural,sub-03,36,1.0,ses-02,SSVEP,
WRONG,natural,sub-03,36,0.7479141693030149,ses-02,SSVEP,sub-02
WRONG,natural,sub-03,36,0.7094401042638587,ses-02,SSVEP,sub-05
WRONG,natural,sub-03,36,0.7103597159218118,ses-02,SSVEP,sub-06
WRONG,natural,sub-03,36,0.7400327399156386,ses-02,SSVEP,sub-07
WRONG,natural,sub-03,36,1.9919439074855252,ses-02,SSVEP,sub-09
WRONG,natural,sub-03,36,0.8973971680509989,ses-02,SSVEP,sub-11
WRONG,natural,sub-03,36,0.9085346800632433,ses-02,SSVEP,sub-12
WRONG,natural,sub-03,36,0.7297080779249926,ses-02,SSVEP,sub-14
WRONG,natural,sub-03,36,0.7540155197012861,ses-02,SSVEP,sub-15
WRONG,natural,sub-03,36,1.0808769593186052,ses-02,SSVEP,sub-17
WRONG,natural,sub-03,36,0.8082112061572839,ses-02,SSVEP,sub-18
WRONG,natural,sub-03,36,0.7421984961594091,ses-02,SSVEP,sub-19
WRONG,natural,sub-03,36,0.7697682238953305,ses-02,SSVEP,sub-21
WRONG,natural,sub-03,36,0.7712658802257897,ses-02,SSVEP,sub-23
WRONG,natural,sub-03,36,0.7201985453128984,ses-02,SSVEP,sub-24
GAIN_WRONG,natural,sub-03,36,0.8017282357368649,ses-02,SSVEP,sub-02
GAIN_WRONG,natural,sub-03,36,0.802367510463065,ses-02,SSVEP,sub-05
GAIN_WRONG,natural,sub-03,36,0.8601886396523518,ses-02,SSVEP,sub-06
GAIN_WRONG,natural,sub-03,36,0.847870202979805,ses-02,SSVEP,sub-07
GAIN_WRONG,natural,sub-03,36,1.143664363847313,ses-02,SSVEP,sub-09
GAIN_WRONG,natural,sub-03,36,0.9178323336344477,ses-02,SSVEP,sub-11
GAIN_WRONG,natural,sub-03,36,0.814520836446848,ses-02,SSVEP,sub-12
GAIN_WRONG,natural,sub-03,36,0.8170749829262368,ses-02,SSVEP,sub-14
GAIN_WRONG,natural,sub-03,36,0.8576248696252599,ses-02,SSVEP,sub-15
GAIN_WRONG,natural,sub-03,36,0.8053751502018098,ses-02,SSVEP,sub-17
GAIN_WRONG,natural,sub-03,36,0.804185853321752,ses-02,SSVEP,sub-18
GAIN_WRONG,natural,sub-03,36,0.8108219996350294,ses-02,SSVEP,sub-19
GAIN_WRONG,natural,sub-03,36,0.8731641261189711,ses-02,SSVEP,sub-21
GAIN_WRONG,natural,sub-03,36,0.797371380974875,ses-02,SSVEP,sub-23
GAIN_WRONG,natural,sub-03,36,0.8980027679563469,ses-02,SSVEP,sub-24
MATCH,natural,sub-03,58,0.703994529957348,ses-03,ERP,
POP,natural,sub-03,58,0.7312273887576154,ses-03,ERP,
TIME_SHIFT,natural,sub-03,58,0.9615171353496363,ses-03,ERP,
CHANNEL_PERM,natural,sub-03,58,0.9212104368570762,ses-03,ERP,
GAIN_MATCH,natural,sub-03,58,0.7075840379514666,ses-03,ERP,
GAIN_POP,natural,sub-03,58,0.7312273887576154,ses-03,ERP,
NULL,natural,sub-03,58,1.0,ses-03,ERP,
WRONG,natural,sub-03,58,0.7407065666850281,ses-03,ERP,sub-02
WRONG,natural,sub-03,58,0.7783201289325299,ses-03,ERP,sub-05
WRONG,natural,sub-03,58,0.7152240400105998,ses-03,ERP,sub-06
WRONG,natural,sub-03,58,0.7190981856443709,ses-03,ERP,sub-07
WRONG,natural,sub-03,58,0.9961727025777747,ses-03,ERP,sub-09
WRONG,natural,sub-03,58,0.7297345096724472,ses-03,ERP,sub-11
WRONG,natural,sub-03,58,0.7985596899227748,ses-03,ERP,sub-12
WRONG,natural,sub-03,58,0.7356740333051175,ses-03,ERP,sub-14
WRONG,natural,sub-03,58,0.7442559400570552,ses-03,ERP,sub-15
WRONG,natural,sub-03,58,0.8544652337311004,ses-03,ERP,sub-17
WRONG,natural,sub-03,58,0.708698453533525,ses-03,ERP,sub-18
WRONG,natural,sub-03,58,0.7160244208169817,ses-03,ERP,sub-19
WRONG,natural,sub-03,58,1.3686708506663094,ses-03,ERP,sub-21
WRONG,natural,sub-03,58,0.8272066622378252,ses-03,ERP,sub-23
WRONG,natural,sub-03,58,0.713608387696614,ses-03,ERP,sub-24
GAIN_WRONG,natural,sub-03,58,0.737691794113895,ses-03,ERP,sub-02
GAIN_WRONG,natural,sub-03,58,0.7408831281797624,ses-03,ERP,sub-05
GAIN_WRONG,natural,sub-03,58,0.723578994523294,ses-03,ERP,sub-06
GAIN_WRONG,natural,sub-03,58,0.7224085100899174,ses-03,ERP,sub-07
GAIN_WRONG,natural,sub-03,58,0.8534139701936317,ses-03,ERP,sub-09
GAIN_WRONG,natural,sub-03,58,0.7594451224622284,ses-03,ERP,sub-11
GAIN_WRONG,natural,sub-03,58,0.7595396300545695,ses-03,ERP,sub-12
GAIN_WRONG,natural,sub-03,58,0.7333552421425144,ses-03,ERP,sub-14
GAIN_WRONG,natural,sub-03,58,0.7436337833048625,ses-03,ERP,sub-15
GAIN_WRONG,natural,sub-03,58,0.7786047209257136,ses-03,ERP,sub-17
GAIN_WRONG,natural,sub-03,58,0.7225843262625503,ses-03,ERP,sub-18
GAIN_WRONG,natural,sub-03,58,0.7188311332506976,ses-03,ERP,sub-19
GAIN_WRONG,natural,sub-03,58,0.937562927081904,ses-03,ERP,sub-21
GAIN_WRONG,natural,sub-03,58,0.823527833869124,ses-03,ERP,sub-23
GAIN_WRONG,natural,sub-03,58,0.7411905155598365,ses-03,ERP,sub-24
MATCH,natural,sub-03,37,0.8028449348563819,ses-03,SSVEP,
POP,natural,sub-03,37,0.9945691484024182,ses-03,SSVEP,
TIME_SHIFT,natural,sub-03,37,0.9772451068791289,ses-03,SSVEP,
CHANNEL_PERM,natural,sub-03,37,0.9554893738383928,ses-03,SSVEP,
GAIN_MATCH,natural,sub-03,37,0.9331934653141818,ses-03,SSVEP,
GAIN_POP,natural,sub-03,37,0.9945691484024182,ses-03,SSVEP,
NULL,natural,sub-03,37,1.0,ses-03,SSVEP,
WRONG,natural,sub-03,37,1.3093895459034308,ses-03,SSVEP,sub-02
WRONG,natural,sub-03,37,0.815253171965218,ses-03,SSVEP,sub-05
WRONG,natural,sub-03,37,0.8052624171283812,ses-03,SSVEP,sub-06
WRONG,natural,sub-03,37,0.8577713736417583,ses-03,SSVEP,sub-07
WRONG,natural,sub-03,37,0.8339163097204615,ses-03,SSVEP,sub-09
WRONG,natural,sub-03,37,0.9347134701321766,ses-03,SSVEP,sub-11
