alpha,contains_C_query,context_path,donor_task_fallback_count,eligible_donors,outer_between_variance,participant,pop_participant_count,session,status,task,within_variance
0.9710852542923915,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-03/ses-04_ERP.npz,0,15,0.013705562923706293,sub-03,15,ses-04,eligible,ERP,0.0016323710610037679
0.98564087729445,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-03/ses-04_SSVEP.npz,1,15,0.05250120080291067,sub-03,15,ses-04,eligible,SSVEP,0.0030594152571555844
0.9238353681455816,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-05/ses-02_ERP.npz,0,15,0.003910728341078388,sub-05,15,ses-02,eligible,ERP,0.0012896634818334344
0.9987062542787654,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-05/ses-02_SSVEP.npz,1,15,0.19449833284677298,sub-05,15,ses-02,eligible,SSVEP,0.0010078294186292428
0.9934481022480547,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-05/ses-03_ERP.npz,0,15,0.025151374736213712,sub-05,15,ses-03,eligible,ERP,0.0006635041537434378
0.9985375807338812,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-05/ses-03_SSVEP.npz,1,15,0.4708298045715659,sub-05,15,ses-03,eligible,SSVEP,0.002758236006550177
0.9569397582266576,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-05/ses-04_ERP.npz,0,15,0.013016221264959093,sub-05,15,ses-04,eligible,ERP,0.0023428084362723547
0.9910332753302225,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-05/ses-04_SSVEP.npz,1,15,0.05439709554803975,sub-05,15,ses-04,eligible,SSVEP,0.0019687079768429573
0.943993307483504,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-06/ses-02_ERP.npz,0,15,0.004014410426377157,sub-06,15,ses-02,eligible,ERP,0.0009526925608592858
0.9993790531102665,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-06/ses-02_SSVEP.npz,1,15,0.19451821599645738,sub-06,15,ses-02,eligible,SSVEP,0.0004834421167567361
0.995334706708994,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-06/ses-03_ERP.npz,0,15,0.02520161178943723,sub-06,15,ses-03,eligible,ERP,0.00047249597391231155
0.9996063856852796,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-06/ses-03_SSVEP.npz,1,15,0.47094994158096687,sub-06,15,ses-03,eligible,SSVEP,0.0007417825303145355
0.9294768539862758,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-06/ses-04_ERP.npz,0,15,0.014269260723183118,sub-06,15,ses-04,eligible,ERP,0.004330664731125419
0.997058160974533,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-06/ses-04_SSVEP.npz,1,15,0.054254663187737986,sub-06,15,ses-04,eligible,SSVEP,0.0006403176533784085
0.7935681979741116,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-07/ses-02_ERP.npz,0,15,0.003925635026018694,sub-07,15,ses-02,eligible,ERP,0.00408471969812188
0.9917417648190671,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-07/ses-02_SSVEP.npz,1,15,0.19445486659733727,sub-07,15,ses-02,eligible,SSVEP,0.0064769038772132855
0.9940801489617277,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-07/ses-03_ERP.npz,0,15,0.025193341134035277,sub-07,15,ses-03,eligible,ERP,0.0006001159034334888
0.9939182718855718,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-07/ses-03_SSVEP.npz,1,15,0.4692301010758057,sub-07,15,ses-03,eligible,SSVEP,0.01148476682065577
0.6311084383966573,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-07/ses-04_ERP.npz,0,15,0.012694500854505065,sub-07,15,ses-04,eligible,ERP,0.029680441325679766
0.9797136039081112,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-07/ses-04_SSVEP.npz,1,15,0.054148109569608124,sub-07,15,ses-04,eligible,SSVEP,0.004484861673755395
0.6225220939197396,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-09/ses-02_ERP.npz,0,15,0.003307749286825161,sub-09,15,ses-02,eligible,ERP,0.008022862396849906
0.007591102626187733,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-09/ses-02_SSVEP.npz,1,15,0.00943854473991023,sub-09,15,ses-02,eligible,SSVEP,4.93572343276396
0.32074816887880214,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-09/ses-03_ERP.npz,0,15,0.01374777617821713,sub-09,15,ses-03,eligible,ERP,0.11645525117777868
0.9954368303898565,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-09/ses-03_SSVEP.npz,1,15,0.47078660432073643,sub-09,15,ses-03,eligible,SSVEP,0.008632508101423901
0.9747479055012206,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-09/ses-04_ERP.npz,0,15,0.014279979442263531,sub-09,15,ses-04,eligible,ERP,0.0014797647198071958
0.269487148298258,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-09/ses-04_SSVEP.npz,1,15,0.043398749424854575,sub-09,15,ses-04,eligible,SSVEP,0.470573003615769
0.8227283403167952,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-11/ses-02_ERP.npz,0,15,0.003963842703157677,sub-11,15,ses-02,eligible,ERP,0.0034163256096968954
0.4635401441844823,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-11/ses-02_SSVEP.npz,1,15,0.19158530749436262,sub-11,15,ses-02,eligible,SSVEP,0.886894718606234
0.9931668264650276,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-11/ses-03_ERP.npz,0,15,0.025200599029348777,sub-11,15,ses-03,eligible,ERP,0.0006935393400752534
0.987988649261147,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-11/ses-03_SSVEP.npz,1,15,0.4687240976994222,sub-11,15,ses-03,eligible,SSVEP,0.02279382274859306
0.832371858373022,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-11/ses-04_ERP.npz,0,15,0.014185310275975459,sub-11,15,ses-04,eligible,ERP,0.01142689857204768
0.967551756473359,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-11/ses-04_SSVEP.npz,1,15,0.05281194141529523,sub-11,15,ses-04,eligible,SSVEP,0.007084498476461113
0.8143286534935866,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-12/ses-02_ERP.npz,0,15,0.003229187356983183,sub-12,15,ses-02,eligible,ERP,0.0029450888759486628
0.9839621358549216,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-12/ses-02_SSVEP.npz,1,15,0.19373916562793236,sub-12,15,ses-02,eligible,SSVEP,0.012631227583658712
0.9931909413366892,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-12/ses-03_ERP.npz,0,15,0.02515996525913287,sub-12,15,ses-03,eligible,ERP,0.0006899607005506154
0.9989782835991537,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-12/ses-03_SSVEP.npz,1,15,0.4708665539087892,sub-12,15,ses-03,eligible,SSVEP,0.001926336492542214
0.9620971175077502,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-12/ses-04_ERP.npz,0,15,0.013880631385454431,sub-12,15,ses-04,eligible,ERP,0.0021873714440969667
0.9857754048536734,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-12/ses-04_SSVEP.npz,1,15,0.052265889358143934,sub-12,15,ses-04,eligible,SSVEP,0.003016756605700269
0.9387277234783888,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-14/ses-02_ERP.npz,0,15,0.00399329385586815,sub-14,15,ses-02,eligible,ERP,0.0010425949900027076
0.9964828849645587,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-14/ses-02_SSVEP.npz,1,15,0.1944975875458887,sub-14,15,ses-02,eligible,SSVEP,0.002745939342607163
0.9953642070554631,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-14/ses-03_ERP.npz,0,15,0.02513598176224259,sub-14,15,ses-03,eligible,ERP,0.0004682716379851405
0.9993581077430319,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-14/ses-03_SSVEP.npz,1,15,0.4707902326137489,sub-14,15,ses-03,eligible,SSVEP,0.0012095628288982508
0.9537552188269941,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-14/ses-04_ERP.npz,0,15,0.014180608563906143,sub-14,15,ses-04,eligible,ERP,0.0027503037550637927
0.9968935671740298,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-14/ses-04_SSVEP.npz,1,15,0.05429680345526458,sub-14,15,ses-04,eligible,SSVEP,0.0006767798615726823
0.920538432851505,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-15/ses-02_ERP.npz,0,15,0.003981333433197752,sub-15,15,ses-02,eligible,ERP,0.0013746867383368625
0.9045703029615804,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-15/ses-02_SSVEP.npz,1,15,0.19442259853312244,sub-15,15,ses-02,eligible,SSVEP,0.08204421310181435
0.9960233070491921,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-15/ses-03_ERP.npz,0,15,0.025160372227835875,sub-15,15,ses-03,eligible,ERP,0.0004018182071444054
0.9991533249039145,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-15/ses-03_SSVEP.npz,1,15,0.4707742518827576,sub-15,15,ses-03,eligible,SSVEP,0.0015957223982043013
0.8316514556239,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-15/ses-04_ERP.npz,0,15,0.011966557348898557,sub-15,15,ses-04,eligible,ERP,0.009689407730881155
0.9747281459482511,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-15/ses-04_SSVEP.npz,1,15,0.053439424893542066,sub-15,15,ses-04,eligible,SSVEP,0.005542112853241397
0.6838773410368088,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-17/ses-02_ERP.npz,0,15,0.0037870427104686466,sub-17,15,ses-02,eligible,ERP,0.007002249903033902
0.9555924385613765,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-17/ses-02_SSVEP.npz,1,15,0.1918467745299856,sub-17,15,ses-02,eligible,SSVEP,0.035661426704329806
0.7864711450261276,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-17/ses-03_ERP.npz,0,15,0.02246438286370761,sub-17,15,ses-03,eligible,ERP,0.024396541339976617
0.9940482765435913,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-17/ses-03_SSVEP.npz,1,15,0.46804185650992697,sub-17,15,ses-03,eligible,SSVEP,0.01120933766177715
0.9629845905117348,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-17/ses-04_ERP.npz,0,15,0.014396528749161176,sub-17,15,ses-04,eligible,ERP,0.0022135075144934587
0.9413731740328957,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-17/ses-04_SSVEP.npz,1,15,0.053985044793973924,sub-17,15,ses-04,eligible,SSVEP,0.013448319596377366
0.5178834115647569,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-18/ses-02_ERP.npz,0,15,0.0034966866660144998,sub-18,15,ses-02,eligible,ERP,0.013020773468316569
0.9931498310081076,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-18/ses-02_SSVEP.npz,1,15,0.19373509144032972,sub-18,15,ses-02,eligible,SSVEP,0.005345087214801783
0.996274968829068,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-18/ses-03_ERP.npz,0,15,0.025241247708938094,sub-18,15,ses-03,eligible,ERP,0.0003775039520244912
0.9995173858765449,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-18/ses-03_SSVEP.npz,1,15,0.4707845582586427,sub-18,15,ses-03,eligible,SSVEP,0.0009092679332271617
0.9610314365160282,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-18/ses-04_ERP.npz,0,15,0.014395240317617125,sub-18,15,ses-04,eligible,ERP,0.002334832409718943
0.6152534934132797,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-18/ses-04_SSVEP.npz,1,15,0.04998006731332839,sub-18,15,ses-04,eligible,SSVEP,0.1250194042204664
0.9462963901540316,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-19/ses-02_ERP.npz,0,15,0.0039089202660508755,sub-19,15,ses-02,eligible,ERP,0.0008873462102199328
0.9933888432664439,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-19/ses-02_SSVEP.npz,1,15,0.19438832968663827,sub-19,15,ses-02,eligible,SSVEP,0.005174737861990903
0.9970701948301954,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-19/ses-03_ERP.npz,0,15,0.025217656289889333,sub-19,15,ses-03,eligible,ERP,0.0002963996723663134
0.9827494015060215,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-19/ses-03_SSVEP.npz,1,15,0.4681608987687601,sub-19,15,ses-03,eligible,SSVEP,0.03287127189439675
0.9882969224263127,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-19/ses-04_ERP.npz,0,15,0.014588692677843552,sub-19,15,ses-04,eligible,ERP,0.0006910174391247943
0.04204951415980106,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-19/ses-04_SSVEP.npz,1,15,0.028420641421494367,sub-19,15,ses-04,eligible,SSVEP,2.5898579616539776
0.9422513743705294,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-21/ses-02_ERP.npz,0,15,0.0039806336296349994,sub-21,15,ses-02,eligible,ERP,0.0009758590011054787
0.9996146214052435,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-21/ses-02_SSVEP.npz,1,15,0.19449193660118033,sub-21,15,ses-02,eligible,SSVEP,0.00029992770259194655
0.5407555439345977,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-21/ses-03_ERP.npz,0,15,0.016213001549183377,sub-21,15,ses-03,eligible,ERP,0.0550765029496787
0.9997746552147015,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-21/ses-03_SSVEP.npz,1,15,0.47072074495886623,sub-21,15,ses-03,eligible,SSVEP,0.0004243934956942308
0.6648657332036652,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-21/ses-04_ERP.npz,0,15,0.012559277151069963,sub-21,15,ses-04,eligible,ERP,0.025322671506828633
0.9945509989983056,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-21/ses-04_SSVEP.npz,1,15,0.05405617132212078,sub-21,15,ses-04,eligible,SSVEP,0.0011846637607470043
0.7658596962113767,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-23/ses-02_ERP.npz,0,15,0.0035702115625086987,sub-23,15,ses-02,eligible,ERP,0.004365971594905424
0.9974046172350605,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-23/ses-02_SSVEP.npz,1,15,0.19409295143560285,sub-23,15,ses-02,eligible,SSVEP,0.0020202252616341736
0.9713312996367534,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-23/ses-03_ERP.npz,0,15,0.02462691139054351,sub-23,15,ses-03,eligible,ERP,0.002907438661934382
0.9986602508398891,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-23/ses-03_SSVEP.npz,1,15,0.47075108214735484,sub-23,15,ses-03,eligible,SSVEP,0.0025261378587874677
0.9686167881555696,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-23/ses-04_ERP.npz,0,15,0.014131854141496134,sub-23,15,ses-04,eligible,ERP,0.0018314899254293423
0.987201214360497,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-23/ses-04_SSVEP.npz,1,15,0.0538573175444241,sub-23,15,ses-04,eligible,SSVEP,0.002792979799224653
0.9579250997922049,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-24/ses-02_ERP.npz,0,15,0.003941700811280065,sub-24,15,ses-02,eligible,ERP,0.0006925245755417376
,,,,15,,sub-24,,ses-02,blocked_missing_unit_or_pop15,SSVEP,
0.9845646464496149,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-24/ses-03_ERP.npz,0,15,0.025205441590960217,sub-24,15,ses-03,eligible,ERP,0.0015806169914916173
,,,,15,,sub-24,,ses-03,blocked_missing_unit_or_pop15,SSVEP,
0.9727718275766809,False,/projects/EEG-foundation-model/derived/denoiseNet/counterfactual_operator_headroom_v19/operators/contexts/sub-24/ses-04_ERP.npz,0,15,0.014479211714663322,sub-24,15,ses-04,eligible,ERP,0.0016211097482241497
,,,,15,,sub-24,,ses-04,blocked_missing_unit_or_pop15,SSVEP,
