recording_key,fold_id,regime,U_P,U_W_donor_mean,wrong_donor_count,wrong_donor_utilities,wrong_scoring_order
study02/study02_p15,study02_layout_02_heldout_05,deployed_support_reliability,-0.011970818042755127,-0.008502334356307983,1,-0.00850233436,RRMSE_each_donor_then_mean_utility
study02/study02_p16,study02_layout_02_heldout_05,deployed_support_reliability,-0.006718665361404419,-0.010246038436889648,1,-0.0102460384,RRMSE_each_donor_then_mean_utility
study02/study02_p17,study02_layout_02_heldout_06,deployed_support_reliability,-0.00709185004234314,-0.003727167844772339,1,-0.00372716784,RRMSE_each_donor_then_mean_utility
study02/study02_p18,study02_layout_02_heldout_06,deployed_support_reliability,-0.003232598304748535,0.01442381739616394,1,0.0144238174,RRMSE_each_donor_then_mean_utility
study03/study03_p03,study03_layout_03_heldout_00,deployed_support_reliability,0.004511356353759766,0.06143033504486084,1,0.061430335,RRMSE_each_donor_then_mean_utility
study03/study03_p19,study03_layout_03_heldout_00,deployed_support_reliability,-0.0398389995098114,-0.021103620529174805,1,-0.0211036205,RRMSE_each_donor_then_mean_utility
study03/study03_p20,study03_layout_03_heldout_01,deployed_support_reliability,-0.05628252029418945,-0.04417526721954346,1,-0.0441752672,RRMSE_each_donor_then_mean_utility
study03/study03_p21,study03_layout_03_heldout_01,deployed_support_reliability,-0.005258500576019287,0.023168206214904785,1,0.0231682062,RRMSE_each_donor_then_mean_utility
study03/study03_p22,study03_layout_03_heldout_02,deployed_support_reliability,-0.04712533950805664,-0.03875923156738281,1,-0.0387592316,RRMSE_each_donor_then_mean_utility
study03/study03_p23,study03_layout_03_heldout_02,deployed_support_reliability,-0.008545517921447754,0.033805012702941895,1,0.0338050127,RRMSE_each_donor_then_mean_utility
study03/study03_p24,study03_layout_03_heldout_03,deployed_support_reliability,-0.0039907097816467285,0.004117786884307861,1,0.00411778688,RRMSE_each_donor_then_mean_utility
study03/study03_p25,study03_layout_03_heldout_03,deployed_support_reliability,0.0017087459564208984,-0.01373302936553955,1,-0.0137330294,RRMSE_each_donor_then_mean_utility
study03/study03_p26,study03_layout_03_heldout_04,deployed_support_reliability,-0.007899075746536255,0.009499162435531616,1,0.00949916244,RRMSE_each_donor_then_mean_utility
study03/study03_p27,study03_layout_03_heldout_04,deployed_support_reliability,-0.03179037570953369,-0.08273577690124512,1,-0.0827357769,RRMSE_each_donor_then_mean_utility
study04/study04_p03,study04_layout_04_heldout_00,deployed_support_reliability,-0.008810162544250488,-0.0041658878326416016,2,-0.00299680233;-0.00533497334,RRMSE_each_donor_then_mean_utility
study04/study04_p08,study04_layout_04_heldout_00,deployed_support_reliability,-0.006793200969696045,-0.0027607381343841553,2,-0.0004991889;-0.00502228737,RRMSE_each_donor_then_mean_utility
study04/study04_p24,study04_layout_04_heldout_00,deployed_support_reliability,-0.004835724830627441,0.011860758066177368,2,0.00649446249;0.0172270536,RRMSE_each_donor_then_mean_utility
study04/study04_p28,study04_layout_04_heldout_01,deployed_support_reliability,-0.00580519437789917,0.008531689643859863,1,0.00853168964,RRMSE_each_donor_then_mean_utility
study04/study04_p29,study04_layout_04_heldout_01,deployed_support_reliability,-0.015111923217773438,-0.00897526741027832,1,-0.00897526741,RRMSE_each_donor_then_mean_utility
study04/study04_p30,study04_layout_04_heldout_02,deployed_support_reliability,-0.006277918815612793,0.004913747310638428,1,0.00491374731,RRMSE_each_donor_then_mean_utility
study04/study04_p31,study04_layout_04_heldout_02,deployed_support_reliability,-0.010565757751464844,0.0004851222038269043,1,0.000485122204,RRMSE_each_donor_then_mean_utility
study04/study04_p32,study04_layout_04_heldout_03,deployed_support_reliability,-0.007033199071884155,-0.0025741755962371826,1,-0.0025741756,RRMSE_each_donor_then_mean_utility
study04/study04_p33,study04_layout_04_heldout_03,deployed_support_reliability,0.00687718391418457,0.007887005805969238,1,0.00788700581,RRMSE_each_donor_then_mean_utility
study04/study04_p34,study04_layout_04_heldout_04,deployed_support_reliability,-0.06818687915802002,-0.05653911828994751,1,-0.0565391183,RRMSE_each_donor_then_mean_utility
study04/study04_p35,study04_layout_04_heldout_04,deployed_support_reliability,-0.003898143768310547,0.01656794548034668,1,0.0165679455,RRMSE_each_donor_then_mean_utility
study04/study04_p36,study04_layout_04_heldout_05,deployed_support_reliability,-0.012364685535430908,-0.006114661693572998,1,-0.00611466169,RRMSE_each_donor_then_mean_utility
study04/study04_p37,study04_layout_04_heldout_05,deployed_support_reliability,-0.012482643127441406,0.0022786855697631836,1,0.00227868557,RRMSE_each_donor_then_mean_utility
study04/study04_p38,study04_layout_04_heldout_06,deployed_support_reliability,-0.01381295919418335,-0.0007390379905700684,1,-0.000739037991,RRMSE_each_donor_then_mean_utility
study04/study04_p39,study04_layout_04_heldout_06,deployed_support_reliability,-0.015501916408538818,0.006100773811340332,1,0.00610077381,RRMSE_each_donor_then_mean_utility
study05/study05_p06,study05_layout_05_heldout_00,deployed_support_reliability,-0.01019054651260376,-0.004438728094100952,2,0.00327432156;-0.0121517777,RRMSE_each_donor_then_mean_utility
study05/study05_p10,study05_layout_05_heldout_00,deployed_support_reliability,-0.015490472316741943,-0.002836763858795166,2,-0.00557714701;-9.63807106e-05,RRMSE_each_donor_then_mean_utility
study05/study05_p24,study05_layout_05_heldout_00,deployed_support_reliability,-0.03360837697982788,-0.005785554647445679,2,-0.0111762285;-0.000394880772,RRMSE_each_donor_then_mean_utility
study05/study05_p40,study05_layout_05_heldout_01,deployed_support_reliability,-0.021700382232666016,-0.016156792640686035,1,-0.0161567926,RRMSE_each_donor_then_mean_utility
study05/study05_p41,study05_layout_05_heldout_01,deployed_support_reliability,-0.009659945964813232,-0.003302276134490967,1,-0.00330227613,RRMSE_each_donor_then_mean_utility
study05/study05_p43,study05_layout_05_heldout_02,deployed_support_reliability,-0.009330272674560547,0.008167862892150879,1,0.00816786289,RRMSE_each_donor_then_mean_utility
study05/study05_p44,study05_layout_05_heldout_02,deployed_support_reliability,-0.0017943382263183594,-0.002472400665283203,1,-0.00247240067,RRMSE_each_donor_then_mean_utility
study05/study05_p45,study05_layout_05_heldout_03,deployed_support_reliability,-0.041102051734924316,0.06329768896102905,1,0.063297689,RRMSE_each_donor_then_mean_utility
study05/study05_p46,study05_layout_05_heldout_03,deployed_support_reliability,-0.05676734447479248,-0.037113845348358154,1,-0.0371138453,RRMSE_each_donor_then_mean_utility
study05/study05_p47,study05_layout_05_heldout_04,deployed_support_reliability,-0.009956717491149902,-0.017126023769378662,1,-0.0171260238,RRMSE_each_donor_then_mean_utility
study05/study05_p48,study05_layout_05_heldout_04,deployed_support_reliability,-0.08047878742218018,-0.10092902183532715,1,-0.100929022,RRMSE_each_donor_then_mean_utility
study05/study05_p49,study05_layout_05_heldout_05,deployed_support_reliability,-0.01801985502243042,-0.013278186321258545,1,-0.0132781863,RRMSE_each_donor_then_mean_utility
study05/study05_p50,study05_layout_05_heldout_05,deployed_support_reliability,-0.015142381191253662,-0.00441354513168335,1,-0.00441354513,RRMSE_each_donor_then_mean_utility
study01/study01_p01,study01_layout_01_heldout_00,operator_only_common_reliability,-0.019010543823242188,0.03876996040344238,2,0.0639770031;0.0135629177,RRMSE_each_donor_then_mean_utility
study01/study01_p02,study01_layout_01_heldout_00,operator_only_common_reliability,-0.05528569221496582,-0.06117430329322815,2,-0.0654551387;-0.0568934679,RRMSE_each_donor_then_mean_utility
study01/study01_p03,study01_layout_01_heldout_00,operator_only_common_reliability,-0.011453509330749512,0.031765103340148926,2,-0.0184764862;0.0820066929,RRMSE_each_donor_then_mean_utility
study01/study01_p04,study01_layout_01_heldout_01,operator_only_common_reliability,-0.013080596923828125,0.007309675216674805,1,0.00730967522,RRMSE_each_donor_then_mean_utility
study01/study01_p05,study01_layout_01_heldout_01,operator_only_common_reliability,0.035805702209472656,0.06918883323669434,1,0.0691888332,RRMSE_each_donor_then_mean_utility
study02/study02_p02,study02_layout_02_heldout_00,operator_only_common_reliability,-0.007776230573654175,0.014340639114379883,2,0.0150579512;0.013623327,RRMSE_each_donor_then_mean_utility
study02/study02_p03,study02_layout_02_heldout_00,operator_only_common_reliability,-0.03923341631889343,-0.010558143258094788,2,-0.0183565617;-0.00275972486,RRMSE_each_donor_then_mean_utility
study02/study02_p06,study02_layout_02_heldout_00,operator_only_common_reliability,-0.009485781192779541,-0.0033048689365386963,2,-0.0127251148;0.00611537695,RRMSE_each_donor_then_mean_utility
study02/study02_p07,study02_layout_02_heldout_01,operator_only_common_reliability,-0.017382383346557617,-0.008492857217788696,1,-0.00849285722,RRMSE_each_donor_then_mean_utility
study02/study02_p08,study02_layout_02_heldout_01,operator_only_common_reliability,-0.002687990665435791,0.018181174993515015,1,0.018181175,RRMSE_each_donor_then_mean_utility
study02/study02_p09,study02_layout_02_heldout_02,operator_only_common_reliability,-0.0008816123008728027,-0.0007964074611663818,1,-0.000796407461,RRMSE_each_donor_then_mean_utility
study02/study02_p10,study02_layout_02_heldout_02,operator_only_common_reliability,-0.002264946699142456,0.0026258528232574463,1,0.00262585282,RRMSE_each_donor_then_mean_utility
study02/study02_p11,study02_layout_02_heldout_03,operator_only_common_reliability,-0.0021517276763916016,0.003413945436477661,1,0.00341394544,RRMSE_each_donor_then_mean_utility
study02/study02_p12,study02_layout_02_heldout_03,operator_only_common_reliability,-0.0015833377838134766,0.0010979771614074707,1,0.00109797716,RRMSE_each_donor_then_mean_utility
study02/study02_p13,study02_layout_02_heldout_04,operator_only_common_reliability,-0.006691426038742065,-0.004264861345291138,1,-0.00426486135,RRMSE_each_donor_then_mean_utility
study02/study02_p14,study02_layout_02_heldout_04,operator_only_common_reliability,-0.003811389207839966,0.0019870102405548096,1,0.00198701024,RRMSE_each_donor_then_mean_utility
study02/study02_p15,study02_layout_02_heldout_05,operator_only_common_reliability,-0.015623927116394043,-0.012247145175933838,1,-0.0122471452,RRMSE_each_donor_then_mean_utility
study02/study02_p16,study02_layout_02_heldout_05,operator_only_common_reliability,-0.007153451442718506,-0.008517056703567505,1,-0.0085170567,RRMSE_each_donor_then_mean_utility
study02/study02_p17,study02_layout_02_heldout_06,operator_only_common_reliability,-0.005047857761383057,-0.0005553364753723145,1,-0.000555336475,RRMSE_each_donor_then_mean_utility
study02/study02_p18,study02_layout_02_heldout_06,operator_only_common_reliability,-0.004240512847900391,0.012776672840118408,1,0.0127766728,RRMSE_each_donor_then_mean_utility
study03/study03_p03,study03_layout_03_heldout_00,operator_only_common_reliability,0.0006389617919921875,0.07439088821411133,1,0.0743908882,RRMSE_each_donor_then_mean_utility
study03/study03_p19,study03_layout_03_heldout_00,operator_only_common_reliability,-0.04637587070465088,-0.026844024658203125,1,-0.0268440247,RRMSE_each_donor_then_mean_utility
study03/study03_p20,study03_layout_03_heldout_01,operator_only_common_reliability,-0.05678534507751465,-0.04057514667510986,1,-0.0405751467,RRMSE_each_donor_then_mean_utility
study03/study03_p21,study03_layout_03_heldout_01,operator_only_common_reliability,-0.007911384105682373,0.02084493637084961,1,0.0208449364,RRMSE_each_donor_then_mean_utility
study03/study03_p22,study03_layout_03_heldout_02,operator_only_common_reliability,-0.05279123783111572,-0.04524421691894531,1,-0.0452442169,RRMSE_each_donor_then_mean_utility
study03/study03_p23,study03_layout_03_heldout_02,operator_only_common_reliability,-0.008165538311004639,0.03764611482620239,1,0.0376461148,RRMSE_each_donor_then_mean_utility
study03/study03_p24,study03_layout_03_heldout_03,operator_only_common_reliability,-0.0039054155349731445,0.003106355667114258,1,0.00310635567,RRMSE_each_donor_then_mean_utility
study03/study03_p25,study03_layout_03_heldout_03,operator_only_common_reliability,0.003255009651184082,-0.011976122856140137,1,-0.0119761229,RRMSE_each_donor_then_mean_utility
study03/study03_p26,study03_layout_03_heldout_04,operator_only_common_reliability,-0.01244288682937622,0.00690460205078125,1,0.00690460205,RRMSE_each_donor_then_mean_utility
study03/study03_p27,study03_layout_03_heldout_04,operator_only_common_reliability,-0.03314769268035889,-0.08298635482788086,1,-0.0829863548,RRMSE_each_donor_then_mean_utility
study04/study04_p03,study04_layout_04_heldout_00,operator_only_common_reliability,-0.0039011240005493164,0.00029093027114868164,2,0.00276756287;-0.00218570232,RRMSE_each_donor_then_mean_utility
study04/study04_p08,study04_layout_04_heldout_00,operator_only_common_reliability,-0.006726443767547607,-0.003982812166213989,2,-0.00260031223;-0.0053653121,RRMSE_each_donor_then_mean_utility
study04/study04_p24,study04_layout_04_heldout_00,operator_only_common_reliability,-0.0037853121757507324,0.01119774580001831,2,0.0047172904;0.0176782012,RRMSE_each_donor_then_mean_utility
study04/study04_p28,study04_layout_04_heldout_01,operator_only_common_reliability,0.001332998275756836,0.032236695289611816,1,0.0322366953,RRMSE_each_donor_then_mean_utility
study04/study04_p29,study04_layout_04_heldout_01,operator_only_common_reliability,-0.03008437156677246,-0.0306088924407959,1,-0.0306088924,RRMSE_each_donor_then_mean_utility
study04/study04_p30,study04_layout_04_heldout_02,operator_only_common_reliability,-0.0035186409950256348,0.005757689476013184,1,0.00575768948,RRMSE_each_donor_then_mean_utility
study04/study04_p31,study04_layout_04_heldout_02,operator_only_common_reliability,-0.008391141891479492,-4.786252975463867e-05,1,-4.78625298e-05,RRMSE_each_donor_then_mean_utility
study04/study04_p32,study04_layout_04_heldout_03,operator_only_common_reliability,-0.016929149627685547,-0.009187936782836914,1,-0.00918793678,RRMSE_each_donor_then_mean_utility
study04/study04_p33,study04_layout_04_heldout_03,operator_only_common_reliability,0.005895376205444336,0.007618904113769531,1,0.00761890411,RRMSE_each_donor_then_mean_utility
study04/study04_p34,study04_layout_04_heldout_04,operator_only_common_reliability,-0.06686562299728394,-0.056223392486572266,1,-0.0562233925,RRMSE_each_donor_then_mean_utility
study04/study04_p35,study04_layout_04_heldout_04,operator_only_common_reliability,-0.0028421878814697266,0.019479036331176758,1,0.0194790363,RRMSE_each_donor_then_mean_utility
study04/study04_p36,study04_layout_04_heldout_05,operator_only_common_reliability,-0.01972883939743042,-0.02223736047744751,1,-0.0222373605,RRMSE_each_donor_then_mean_utility
study04/study04_p37,study04_layout_04_heldout_05,operator_only_common_reliability,-0.0017157793045043945,0.021765589714050293,1,0.0217655897,RRMSE_each_donor_then_mean_utility
study04/study04_p38,study04_layout_04_heldout_06,operator_only_common_reliability,-0.036821603775024414,-0.002505779266357422,1,-0.00250577927,RRMSE_each_donor_then_mean_utility
study04/study04_p39,study04_layout_04_heldout_06,operator_only_common_reliability,-0.03987640142440796,0.007540583610534668,1,0.00754058361,RRMSE_each_donor_then_mean_utility
study05/study05_p06,study05_layout_05_heldout_00,operator_only_common_reliability,-0.034584760665893555,-0.011513322591781616,2,0.0135760903;-0.0366027355,RRMSE_each_donor_then_mean_utility
study05/study05_p10,study05_layout_05_heldout_00,operator_only_common_reliability,-0.04100435972213745,-0.019392549991607666,2,-0.0134084225;-0.0253766775,RRMSE_each_donor_then_mean_utility
study05/study05_p24,study05_layout_05_heldout_00,operator_only_common_reliability,-0.03152209520339966,0.01161658763885498,2,0.00405967236;0.0191735029,RRMSE_each_donor_then_mean_utility
study05/study05_p40,study05_layout_05_heldout_01,operator_only_common_reliability,-0.02489084005355835,-0.01826941967010498,1,-0.0182694197,RRMSE_each_donor_then_mean_utility
study05/study05_p41,study05_layout_05_heldout_01,operator_only_common_reliability,-0.010799765586853027,-0.0011463761329650879,1,-0.00114637613,RRMSE_each_donor_then_mean_utility
study05/study05_p43,study05_layout_05_heldout_02,operator_only_common_reliability,-0.010768711566925049,0.007957279682159424,1,0.00795727968,RRMSE_each_donor_then_mean_utility
study05/study05_p44,study05_layout_05_heldout_02,operator_only_common_reliability,-0.004181861877441406,-0.002078115940093994,1,-0.00207811594,RRMSE_each_donor_then_mean_utility
study05/study05_p45,study05_layout_05_heldout_03,operator_only_common_reliability,-0.040606796741485596,0.06488943099975586,1,0.064889431,RRMSE_each_donor_then_mean_utility
study05/study05_p46,study05_layout_05_heldout_03,operator_only_common_reliability,-0.05844736099243164,-0.039453327655792236,1,-0.0394533277,RRMSE_each_donor_then_mean_utility
study05/study05_p47,study05_layout_05_heldout_04,operator_only_common_reliability,-0.009637951850891113,-0.014877557754516602,1,-0.0148775578,RRMSE_each_donor_then_mean_utility
study05/study05_p48,study05_layout_05_heldout_04,operator_only_common_reliability,-0.08015674352645874,-0.10016977787017822,1,-0.100169778,RRMSE_each_donor_then_mean_utility
study05/study05_p49,study05_layout_05_heldout_05,operator_only_common_reliability,-0.017196059226989746,-0.013016045093536377,1,-0.0130160451,RRMSE_each_donor_then_mean_utility
study05/study05_p50,study05_layout_05_heldout_05,operator_only_common_reliability,-0.014743268489837646,-0.00466841459274292,1,-0.00466841459,RRMSE_each_donor_then_mean_utility
