fold,participant,query_index,family,context,donor,selected_codes,observable_only
3,1,1,chewing,WRONG,21,p21:12;p21:06;p21:08;p21:10;p21:02;p21:11;p21:05;p21:03,1
3,1,1,chewing,WRONG,22,p22:07;p22:10;p22:04;p22:09;p22:01;p22:03;p22:08;p22:15,1
3,1,1,chewing,WRONG,29,p29:15;p29:00;p29:11;p29:06;p29:08;p29:03;p29:05;p29:10,1
3,1,1,chewing,POP,,p13:05;p02:13;p14:15;p06:10;p23:11;p08:02;p14:05;p30:07,1
3,1,1,chewing,MATCH,1,p01:00;p01:07;p01:08;p01:09;p01:13;p01:11;p01:15;p01:04,1
3,1,1,tongue,WRONG,21,p21:02;p21:01;p21:07;p21:11;p21:04;p21:05;p21:03;p21:10,1
3,1,1,tongue,WRONG,22,p22:14;p22:10;p22:04;p22:03;p22:15;p22:08;p22:01;p22:09,1
3,1,1,tongue,WRONG,29,p29:04;p29:06;p29:11;p29:03;p29:05;p29:08;p29:00;p29:10,1
3,1,1,tongue,POP,,p23:08;p14:05;p30:07;p13:01;p14:15;p08:00;p08:02;p05:00,1
3,1,1,tongue,MATCH,1,p01:11;p01:01;p01:13;p01:00;p01:14;p01:08;p01:04;p01:15,1
3,1,1,swallowing,WRONG,21,p21:04;p21:12;p21:06;p21:11;p21:02;p21:05;p21:10;p21:03,1
3,1,1,swallowing,WRONG,22,p22:04;p22:07;p22:03;p22:10;p22:01;p22:09;p22:15;p22:08,1
3,1,1,swallowing,WRONG,29,p29:15;p29:06;p29:11;p29:00;p29:03;p29:08;p29:05;p29:10,1
3,1,1,swallowing,POP,,p05:00;p08:00;p13:07;p13:05;p23:11;p14:15;p14:05;p30:07,1
3,1,1,swallowing,MATCH,1,p01:03;p01:01;p01:08;p01:09;p01:11;p01:13;p01:04;p01:15,1
3,1,1,facial_emg,WRONG,21,p21:13;p21:08;p21:06;p21:04;p21:02;p21:05;p21:10;p21:03,1
3,1,1,facial_emg,WRONG,22,p22:07;p22:10;p22:09;p22:01;p22:04;p22:03;p22:15;p22:08,1
3,1,1,facial_emg,WRONG,29,p29:15;p29:06;p29:00;p29:11;p29:08;p29:03;p29:05;p29:10,1
3,1,1,facial_emg,POP,,p08:00;p13:01;p08:02;p14:15;p06:10;p14:05;p27:06;p30:07,1
3,1,1,facial_emg,MATCH,1,p01:00;p01:07;p01:09;p01:08;p01:13;p01:11;p01:04;p01:15,1
3,1,2,head_motion,WRONG,21,p21:05;p21:15;p21:14;p21:03;p21:06;p21:07;p21:12;p21:02,1
3,1,2,head_motion,WRONG,22,p22:07;p22:10;p22:13;p22:06;p22:14;p22:11;p22:09;p22:05,1
3,1,2,head_motion,WRONG,29,p29:06;p29:10;p29:14;p29:03;p29:09;p29:05;p29:01;p29:08,1
3,1,2,head_motion,POP,,p23:15;p18:05;p30:03;p13:08;p30:01;p05:06;p27:14;p27:15,1
3,1,2,head_motion,MATCH,1,p01:01;p01:05;p01:09;p01:04;p01:07;p01:11;p01:10;p01:08,1
3,1,2,chewing,WRONG,21,p21:11;p21:09;p21:03;p21:05;p21:12;p21:06;p21:07;p21:02,1
3,1,2,chewing,WRONG,22,p22:03;p22:09;p22:01;p22:07;p22:11;p22:14;p22:05;p22:06,1
3,1,2,chewing,WRONG,29,p29:04;p29:03;p29:02;p29:06;p29:14;p29:05;p29:01;p29:08,1
3,1,2,chewing,POP,,p14:01;p23:14;p08:08;p05:06;p08:06;p27:14;p13:08;p27:15,1
3,1,2,chewing,MATCH,1,p01:01;p01:09;p01:13;p01:05;p01:11;p01:08;p01:07;p01:10,1
3,1,2,tongue,WRONG,21,p21:05;p21:15;p21:14;p21:03;p21:06;p21:07;p21:12;p21:02,1
3,1,2,tongue,WRONG,22,p22:07;p22:10;p22:13;p22:06;p22:14;p22:11;p22:09;p22:05,1
3,1,2,tongue,WRONG,29,p29:06;p29:04;p29:14;p29:03;p29:09;p29:01;p29:05;p29:08,1
3,1,2,tongue,POP,,p23:15;p13:08;p18:05;p13:13;p30:01;p05:06;p27:14;p27:15,1
3,1,2,tongue,MATCH,1,p01:09;p01:07;p01:01;p01:04;p01:05;p01:11;p01:10;p01:08,1
3,1,2,swallowing,WRONG,21,p21:11;p21:05;p21:14;p21:03;p21:06;p21:07;p21:12;p21:02,1
3,1,2,swallowing,WRONG,22,p22:07;p22:13;p22:01;p22:09;p22:14;p22:11;p22:05;p22:06,1
3,1,2,swallowing,WRONG,29,p29:06;p29:09;p29:03;p29:02;p29:14;p29:05;p29:01;p29:08,1
3,1,2,swallowing,POP,,p23:14;p02:12;p27:04;p30:01;p13:08;p05:06;p27:15;p27:14,1
3,1,2,swallowing,MATCH,1,p01:13;p01:09;p01:01;p01:05;p01:11;p01:07;p01:08;p01:10,1
3,1,2,facial_emg,WRONG,21,p21:09;p21:05;p21:14;p21:03;p21:07;p21:06;p21:12;p21:02,1
3,1,2,facial_emg,WRONG,22,p22:07;p22:12;p22:01;p22:09;p22:11;p22:14;p22:06;p22:05,1
3,1,2,facial_emg,WRONG,29,p29:14;p29:03;p29:06;p29:04;p29:01;p29:02;p29:05;p29:08,1
3,1,2,facial_emg,POP,,p23:15;p30:01;p08:08;p27:04;p05:06;p13:08;p27:15;p27:14,1
3,1,2,facial_emg,MATCH,1,p01:09;p01:13;p01:01;p01:07;p01:05;p01:11;p01:08;p01:10,1
3,1,3,head_motion,WRONG,21,p21:04;p21:01;p21:12;p21:11;p21:10;p21:02;p21:03;p21:13,1
3,1,3,head_motion,WRONG,22,p22:12;p22:04;p22:13;p22:06;p22:15;p22:07;p22:02;p22:01,1
3,1,3,head_motion,WRONG,29,p29:10;p29:07;p29:00;p29:13;p29:03;p29:14;p29:06;p29:02,1
3,1,3,head_motion,POP,,p08:09;p05:08;p08:04;p13:06;p30:11;p30:08;p23:09;p30:02,1
3,1,3,head_motion,MATCH,1,p01:01;p01:02;p01:07;p01:09;p01:00;p01:05;p01:12;p01:15,1
3,1,3,chewing,WRONG,21,p21:14;p21:07;p21:04;p21:10;p21:15;p21:01;p21:03;p21:13,1
3,1,3,chewing,WRONG,22,p22:15;p22:07;p22:13;p22:10;p22:01;p22:04;p22:06;p22:02,1
3,1,3,chewing,WRONG,29,p29:06;p29:02;p29:13;p29:00;p29:08;p29:10;p29:03;p29:14,1
3,1,3,chewing,POP,,p27:15;p08:05;p13:06;p30:11;p23:03;p18:13;p30:08;p30:02,1
3,1,3,chewing,MATCH,1,p01:07;p01:08;p01:09;p01:02;p01:00;p01:05;p01:12;p01:15,1
3,1,3,tongue,WRONG,21,p21:10;p21:14;p21:07;p21:15;p21:11;p21:13;p21:01;p21:03,1
3,1,3,tongue,WRONG,22,p22:07;p22:15;p22:10;p22:13;p22:04;p22:02;p22:01;p22:06,1
3,1,3,tongue,WRONG,29,p29:07;p29:10;p29:06;p29:13;p29:02;p29:03;p29:14;p29:00,1
3,1,3,tongue,POP,,p08:09;p27:04;p23:09;p06:06;p13:02;p30:02;p23:03;p30:11,1
3,1,3,tongue,MATCH,1,p01:02;p01:07;p01:13;p01:09;p01:00;p01:05;p01:12;p01:15,1
3,1,3,swallowing,WRONG,21,p21:11;p21:14;p21:07;p21:10;p21:15;p21:01;p21:03;p21:13,1
3,1,3,swallowing,WRONG,22,p22:04;p22:10;p22:07;p22:15;p22:13;p22:01;p22:02;p22:06,1
3,1,3,swallowing,WRONG,29,p29:07;p29:10;p29:00;p29:06;p29:02;p29:13;p29:03;p29:14,1
3,1,3,swallowing,POP,,p08:05;p27:15;p23:09;p18:13;p30:11;p06:06;p30:02;p23:03,1
3,1,3,swallowing,MATCH,1,p01:13;p01:01;p01:07;p01:00;p01:09;p01:12;p01:05;p01:15,1
3,1,3,facial_emg,WRONG,21,p21:11;p21:07;p21:14;p21:10;p21:13;p21:15;p21:03;p21:01,1
3,1,3,facial_emg,WRONG,22,p22:15;p22:04;p22:07;p22:10;p22:13;p22:01;p22:02;p22:06,1
3,1,3,facial_emg,WRONG,29,p29:07;p29:02;p29:06;p29:00;p29:13;p29:10;p29:03;p29:14,1
3,1,3,facial_emg,POP,,p27:04;p23:03;p06:06;p18:13;p27:15;p30:11;p30:02;p08:09,1
3,1,3,facial_emg,MATCH,1,p01:08;p01:02;p01:07;p01:09;p01:00;p01:12;p01:05;p01:15,1
3,1,4,head_motion,WRONG,21,p21:04;p21:08;p21:14;p21:01;p21:00;p21:02;p21:03;p21:07,1
3,1,4,head_motion,WRONG,22,p22:13;p22:04;p22:14;p22:08;p22:09;p22:01;p22:06;p22:11,1
3,1,4,head_motion,WRONG,29,,1
3,1,4,head_motion,POP,,p13:15;p02:08;p16:08;p26:11;p20:03;p26:00;p08:14;p08:08,1
3,1,4,head_motion,MATCH,1,p01:15;p01:04;p01:02;p01:13;p01:14;p01:07;p01:05;p01:03,1
3,1,4,chewing,WRONG,21,p21:08;p21:04;p21:00;p21:14;p21:01;p21:03;p21:07;p21:02,1
3,1,4,chewing,WRONG,22,p22:15;p22:14;p22:09;p22:13;p22:08;p22:01;p22:06;p22:11,1
3,1,4,chewing,WRONG,29,,1
3,1,4,chewing,POP,,p02:08;p13:03;p26:11;p13:15;p20:03;p26:00;p08:14;p08:08,1
3,1,4,chewing,MATCH,1,p01:15;p01:09;p01:14;p01:13;p01:02;p01:07;p01:05;p01:03,1
3,1,4,tongue,WRONG,21,p21:04;p21:08;p21:03;p21:01;p21:00;p21:14;p21:02;p21:07,1
3,1,4,tongue,WRONG,22,p22:04;p22:13;p22:14;p22:08;p22:09;p22:01;p22:11;p22:06,1
3,1,4,tongue,WRONG,29,,1
3,1,4,tongue,POP,,p08:03;p26:00;p26:11;p08:09;p20:03;p08:12;p08:08;p08:14,1
3,1,4,tongue,MATCH,1,p01:04;p01:15;p01:13;p01:09;p01:07;p01:14;p01:05;p01:03,1
3,1,4,swallowing,WRONG,21,p21:12;p21:08;p21:00;p21:14;p21:03;p21:01;p21:02;p21:07,1
3,1,4,swallowing,WRONG,22,p22:13;p22:08;p22:04;p22:09;p22:14;p22:06;p22:01;p22:11,1
3,1,4,swallowing,WRONG,29,,1
3,1,4,swallowing,POP,,p06:12;p26:11;p08:09;p08:12;p26:00;p20:03;p08:14;p08:08,1
3,1,4,swallowing,MATCH,1,p01:15;p01:14;p01:00;p01:04;p01:13;p01:07;p01:05;p01:03,1
3,1,4,facial_emg,WRONG,21,p21:12;p21:08;p21:01;p21:14;p21:00;p21:03;p21:02;p21:07,1
3,1,4,facial_emg,WRONG,22,p22:15;p22:14;p22:13;p22:09;p22:08;p22:06;p22:01;p22:11,1
3,1,4,facial_emg,WRONG,29,,1
3,1,4,facial_emg,POP,,p16:14;p06:12;p16:08;p26:11;p26:00;p20:03;p08:14;p08:08,1
3,1,4,facial_emg,MATCH,1,p01:02;p01:09;p01:06;p01:13;p01:14;p01:07;p01:05;p01:03,1
3,1,5,head_motion,WRONG,21,p21:06;p21:00;p21:05;p21:03;p21:11;p21:13;p21:08;p21:01,1
3,1,5,head_motion,WRONG,22,p22:10;p22:12;p22:00;p22:06;p22:07;p22:11;p22:13;p22:02,1
3,1,5,head_motion,WRONG,29,,1
3,1,5,head_motion,POP,,p23:12;p20:13;p23:05;p20:06;p18:14;p08:05;p08:07;p08:11,1
3,1,5,head_motion,MATCH,1,p01:04;p01:00;p01:01;p01:08;p01:09;p01:06;p01:10;p01:12,1
3,1,5,chewing,WRONG,21,p21:09;p21:06;p21:08;p21:13;p21:01;p21:07;p21:11;p21:03,1
3,1,5,chewing,WRONG,22,p22:09;p22:08;p22:15;p22:02;p22:10;p22:11;p22:06;p22:13,1
3,1,5,chewing,WRONG,29,,1
3,1,5,chewing,POP,,p26:00;p18:14;p08:07;p23:12;p20:13;p23:03;p20:06;p23:05,1
3,1,5,chewing,MATCH,1,p01:04;p01:15;p01:11;p01:02;p01:08;p01:06;p01:01;p01:12,1
3,1,5,tongue,WRONG,21,p21:08;p21:09;p21:07;p21:11;p21:06;p21:03;p21:01;p21:13,1
3,1,5,tongue,WRONG,22,p22:15;p22:11;p22:12;p22:10;p22:07;p22:06;p22:02;p22:13,1
3,1,5,tongue,WRONG,29,,1
3,1,5,tongue,POP,,p18:14;p08:11;p23:09;p23:03;p08:07;p08:05;p20:06;p23:05,1
3,1,5,tongue,MATCH,1,p01:06;p01:02;p01:10;p01:11;p01:04;p01:08;p01:01;p01:12,1
3,1,5,swallowing,WRONG,21,p21:08;p21:06;p21:00;p21:07;p21:11;p21:03;p21:01;p21:13,1
3,1,5,swallowing,WRONG,22,p22:07;p22:09;p22:15;p22:11;p22:02;p22:10;p22:06;p22:13,1
3,1,5,swallowing,WRONG,29,,1
3,1,5,swallowing,POP,,p26:12;p23:09;p08:05;p08:11;p08:07;p20:06;p23:03;p23:05,1
3,1,5,swallowing,MATCH,1,p01:04;p01:08;p01:06;p01:02;p01:15;p01:11;p01:01;p01:12,1
3,1,5,facial_emg,WRONG,21,p21:06;p21:09;p21:08;p21:11;p21:03;p21:01;p21:07;p21:13,1
3,1,5,facial_emg,WRONG,22,p22:15;p22:09;p22:08;p22:11;p22:10;p22:02;p22:06;p22:13,1
3,1,5,facial_emg,WRONG,29,,1
3,1,5,facial_emg,POP,,p26:12;p23:12;p26:00;p18:14;p20:06;p08:07;p23:03;p23:05,1
3,1,5,facial_emg,MATCH,1,p01:06;p01:04;p01:11;p01:08;p01:02;p01:15;p01:12;p01:01,1
3,1,6,head_motion,WRONG,21,p21:00;p21:15;p21:04;p21:05;p21:10;p21:08;p21:12;p21:03,1
3,1,6,head_motion,WRONG,22,p22:08;p22:05;p22:11;p22:00;p22:03;p22:04;p22:14;p22:12,1
3,1,6,head_motion,WRONG,29,,1
3,1,6,head_motion,POP,,p16:11;p26:15;p16:04;p23:14;p26:13;p23:10;p18:13;p23:13,1
3,1,6,head_motion,MATCH,1,p01:12;p01:15;p01:10;p01:00;p01:07;p01:09;p01:03;p01:05,1
3,1,6,chewing,WRONG,21,p21:02;p21:05;p21:10;p21:04;p21:12;p21:08;p21:15;p21:03,1
3,1,6,chewing,WRONG,22,p22:08;p22:05;p22:11;p22:04;p22:03;p22:00;p22:12;p22:14,1
3,1,6,chewing,WRONG,29,,1
3,1,6,chewing,POP,,p08:15;p20:10;p16:04;p20:12;p26:13;p18:13;p23:13;p23:10,1
3,1,6,chewing,MATCH,1,p01:14;p01:13;p01:15;p01:09;p01:07;p01:00;p01:03;p01:05,1
3,1,6,tongue,WRONG,21,p21:06;p21:05;p21:14;p21:04;p21:10;p21:08;p21:12;p21:03,1
3,1,6,tongue,WRONG,22,p22:11;p22:05;p22:00;p22:08;p22:03;p22:04;p22:12;p22:14,1
3,1,6,tongue,WRONG,29,,1
3,1,6,tongue,POP,,p20:04;p26:15;p16:04;p23:14;p26:13;p18:13;p23:10;p23:13,1
3,1,6,tongue,MATCH,1,p01:01;p01:10;p01:15;p01:07;p01:00;p01:09;p01:03;p01:05,1
3,1,6,swallowing,WRONG,21,p21:14;p21:10;p21:05;p21:06;p21:04;p21:12;p21:08;p21:03,1
3,1,6,swallowing,WRONG,22,p22:05;p22:11;p22:03;p22:04;p22:08;p22:00;p22:12;p22:14,1
3,1,6,swallowing,WRONG,29,,1
3,1,6,swallowing,POP,,p20:04;p26:04;p20:12;p26:15;p26:13;p18:13;p23:13;p23:10,1
3,1,6,swallowing,MATCH,1,p01:13;p01:10;p01:07;p01:09;p01:15;p01:00;p01:03;p01:05,1
3,1,6,facial_emg,WRONG,21,p21:14;p21:10;p21:06;p21:05;p21:04;p21:12;p21:08;p21:03,1
3,1,6,facial_emg,WRONG,22,p22:05;p22:11;p22:08;p22:03;p22:04;p22:00;p22:12;p22:14,1
3,1,6,facial_emg,WRONG,29,,1
3,1,6,facial_emg,POP,,p20:12;p26:15;p16:04;p20:04;p26:13;p18:13;p23:13;p23:10,1
3,1,6,facial_emg,MATCH,1,p01:01;p01:10;p01:07;p01:09;p01:15;p01:00;p01:03;p01:05,1
3,1,7,head_motion,WRONG,21,p21:09;p21:02;p21:12;p21:01;p21:05;p21:03;p21:11;p21:00,1
3,1,7,head_motion,WRONG,22,p22:01;p22:08;p22:11;p22:13;p22:03;p22:06;p22:15;p22:10,1
3,1,7,head_motion,WRONG,29,,1
3,1,7,head_motion,POP,,p18:12;p13:11;p06:00;p23:11;p18:07;p23:00;p16:03;p23:03,1
3,1,7,head_motion,MATCH,1,p01:03;p01:01;p01:14;p01:06;p01:05;p01:13;p01:02;p01:07,1
3,1,7,chewing,WRONG,21,p21:03;p21:02;p21:01;p21:09;p21:14;p21:00;p21:13;p21:11,1
3,1,7,chewing,WRONG,22,p22:08;p22:02;p22:11;p22:05;p22:13;p22:06;p22:10;p22:15,1
3,1,7,chewing,WRONG,29,,1
3,1,7,chewing,POP,,p23:05;p06:04;p20:11;p13:11;p06:00;p23:00;p23:11;p23:03,1
3,1,7,chewing,MATCH,1,p01:03;p01:13;p01:07;p01:14;p01:05;p01:02;p01:01;p01:11,1
3,1,7,tongue,WRONG,21,p21:13;p21:06;p21:09;p21:01;p21:03;p21:00;p21:11;p21:02,1
3,1,7,tongue,WRONG,22,p22:03;p22:05;p22:11;p22:13;p22:08;p22:06;p22:10;p22:15,1
3,1,7,tongue,WRONG,29,,1
3,1,7,tongue,POP,,p06:00;p23:11;p13:11;p08:09;p16:03;p23:00;p20:11;p23:03,1
3,1,7,tongue,MATCH,1,p01:15;p01:05;p01:06;p01:13;p01:01;p01:14;p01:02;p01:07,1
3,1,7,swallowing,WRONG,21,p21:01;p21:09;p21:13;p21:06;p21:03;p21:00;p21:11;p21:02,1
3,1,7,swallowing,WRONG,22,p22:07;p22:08;p22:11;p22:05;p22:13;p22:10;p22:06;p22:15,1
3,1,7,swallowing,WRONG,29,,1
3,1,7,swallowing,POP,,p06:04;p16:03;p20:11;p23:11;p06:00;p13:14;p23:00;p23:03,1
3,1,7,swallowing,MATCH,1,p01:03;p01:02;p01:07;p01:13;p01:11;p01:01;p01:05;p01:14,1
3,1,7,facial_emg,WRONG,21,p21:13;p21:09;p21:01;p21:06;p21:03;p21:00;p21:11;p21:02,1
3,1,7,facial_emg,WRONG,22,p22:07;p22:02;p22:05;p22:11;p22:13;p22:10;p22:06;p22:15,1
3,1,7,facial_emg,WRONG,29,,1
3,1,7,facial_emg,POP,,p13:11;p20:11;p06:04;p23:00;p06:00;p16:03;p23:11;p23:03,1
3,1,7,facial_emg,MATCH,1,p01:03;p01:02;p01:07;p01:01;p01:13;p01:11;p01:05;p01:14,1
3,1,8,head_motion,WRONG,21,p21:00;p21:14;p21:12;p21:09;p21:05;p21:06;p21:08;p21:02,1
3,1,8,head_motion,WRONG,22,p22:15;p22:03;p22:02;p22:09;p22:14;p22:12;p22:07;p22:11,1
3,1,8,head_motion,WRONG,29,p29:03;p29:08;p29:10;p29:01;p29:00;p29:06;p29:05;p29:13,1
3,1,8,head_motion,POP,,p18:05;p23:08;p23:00;p30:15;p27:14;p26:09;p30:06;p14:07,1
3,1,8,head_motion,MATCH,1,p01:12;p01:04;p01:10;p01:14;p01:03;p01:02;p01:11;p01:13,1
3,1,8,chewing,WRONG,21,p21:00;p21:14;p21:12;p21:09;p21:05;p21:06;p21:08;p21:02,1
3,1,8,chewing,WRONG,22,p22:15;p22:03;p22:02;p22:09;p22:14;p22:12;p22:07;p22:11,1
3,1,8,chewing,WRONG,29,p29:06;p29:08;p29:10;p29:11;p29:01;p29:00;p29:05;p29:13,1
3,1,8,chewing,POP,,p26:06;p23:00;p27:11;p27:14;p30:15;p30:06;p14:07;p26:09,1
3,1,8,chewing,MATCH,1,p01:12;p01:04;p01:10;p01:14;p01:02;p01:03;p01:11;p01:13,1
3,1,8,tongue,WRONG,21,p21:00;p21:14;p21:09;p21:12;p21:08;p21:05;p21:06;p21:02,1
3,1,8,tongue,WRONG,22,p22:10;p22:15;p22:02;p22:12;p22:14;p22:09;p22:11;p22:07,1
3,1,8,tongue,WRONG,29,p29:01;p29:03;p29:11;p29:06;p29:05;p29:08;p29:00;p29:13,1
3,1,8,tongue,POP,,p27:11;p30:15;p23:08;p23:09;p14:07;p26:09;p27:14;p30:06,1
3,1,8,tongue,MATCH,1,p01:12;p01:04;p01:10;p01:03;p01:14;p01:02;p01:13;p01:11,1
3,1,8,swallowing,WRONG,21,p21:00;p21:14;p21:12;p21:09;p21:05;p21:06;p21:08;p21:02,1
3,1,8,swallowing,WRONG,22,p22:15;p22:03;p22:02;p22:09;p22:14;p22:12;p22:07;p22:11,1
3,1,8,swallowing,WRONG,29,p29:15;p29:08;p29:03;p29:01;p29:00;p29:05;p29:06;p29:13,1
3,1,8,swallowing,POP,,p23:00;p02:06;p23:08;p30:15;p26:09;p14:07;p27:14;p30:06,1
3,1,8,swallowing,MATCH,1,p01:08;p01:04;p01:14;p01:10;p01:03;p01:02;p01:11;p01:13,1
3,1,8,facial_emg,WRONG,21,p21:00;p21:14;p21:12;p21:09;p21:05;p21:06;p21:08;p21:02,1
3,1,8,facial_emg,WRONG,22,p22:15;p22:03;p22:02;p22:09;p22:14;p22:12;p22:07;p22:11,1
3,1,8,facial_emg,WRONG,29,p29:04;p29:03;p29:08;p29:01;p29:00;p29:06;p29:05;p29:13,1
3,1,8,facial_emg,POP,,p23:09;p23:00;p23:08;p30:15;p27:14;p30:06;p26:09;p14:07,1
3,1,8,facial_emg,MATCH,1,p01:08;p01:04;p01:10;p01:03;p01:14;p01:11;p01:02;p01:13,1
3,1,9,head_motion,WRONG,21,p21:04;p21:13;p21:01;p21:11;p21:00;p21:14;p21:06;p21:05,1
3,1,9,head_motion,WRONG,22,p22:11;p22:14;p22:06;p22:02;p22:07;p22:00;p22:12;p22:10,1
3,1,9,head_motion,WRONG,29,p29:08;p29:12;p29:04;p29:00;p29:01;p29:02;p29:13;p29:15,1
3,1,9,head_motion,POP,,p14:09;p13:02;p27:01;p30:12;p27:09;p08:10;p05:08;p08:02,1
3,1,9,head_motion,MATCH,1,p01:01;p01:06;p01:10;p01:02;p01:14;p01:15;p01:11;p01:12,1
3,1,9,chewing,WRONG,21,p21:07;p21:01;p21:13;p21:09;p21:12;p21:06;p21:05;p21:14,1
3,1,9,chewing,WRONG,22,p22:04;p22:09;p22:11;p22:10;p22:07;p22:02;p22:12;p22:00,1
3,1,9,chewing,WRONG,29,p29:08;p29:01;p29:14;p29:00;p29:04;p29:02;p29:15;p29:13,1
3,1,9,chewing,POP,,p08:02;p30:07;p08:01;p14:09;p27:01;p08:10;p27:09;p05:08,1
3,1,9,chewing,MATCH,1,p01:06;p01:11;p01:05;p01:00;p01:03;p01:15;p01:02;p01:12,1
3,1,9,tongue,WRONG,21,p21:03;p21:09;p21:01;p21:00;p21:11;p21:06;p21:14;p21:05,1
3,1,9,tongue,WRONG,22,p22:14;p22:11;p22:09;p22:07;p22:02;p22:00;p22:12;p22:10,1
3,1,9,tongue,WRONG,29,p29:11;p29:12;p29:01;p29:02;p29:04;p29:00;p29:15;p29:13,1
3,1,9,tongue,POP,,p30:13;p14:09;p30:12;p27:01;p27:09;p05:08;p08:02;p08:10,1
3,1,9,tongue,MATCH,1,p01:05;p01:01;p01:10;p01:06;p01:11;p01:02;p01:15;p01:12,1
3,1,9,swallowing,WRONG,21,p21:01;p21:13;p21:11;p21:09;p21:12;p21:06;p21:05;p21:14,1
3,1,9,swallowing,WRONG,22,p22:05;p22:07;p22:09;p22:10;p22:02;p22:11;p22:12;p22:00,1
3,1,9,swallowing,WRONG,29,p29:12;p29:11;p29:04;p29:14;p29:00;p29:02;p29:15;p29:13,1
3,1,9,swallowing,POP,,p30:13;p30:07;p08:02;p14:09;p13:02;p27:09;p08:10;p05:08,1
3,1,9,swallowing,MATCH,1,p01:10;p01:00;p01:05;p01:11;p01:02;p01:03;p01:15;p01:12,1
3,1,9,facial_emg,WRONG,21,p21:13;p21:09;p21:11;p21:12;p21:01;p21:06;p21:05;p21:14,1
3,1,9,facial_emg,WRONG,22,p22:14;p22:09;p22:07;p22:11;p22:02;p22:10;p22:12;p22:00,1
3,1,9,facial_emg,WRONG,29,p29:11;p29:12;p29:00;p29:14;p29:01;p29:02;p29:15;p29:13,1
