fold,participant,unit,state,run,family,outer_training_mask_only
0,14,31,open_base,6,facial_emg,1
0,20,0,open_base,2,head_motion,1
0,20,0,open_base,2,chewing,1
0,20,0,open_base,2,tongue,1
0,20,0,open_base,2,swallowing,1
0,20,0,open_base,2,facial_emg,1
0,20,1,open_base,2,head_motion,1
0,20,1,open_base,2,chewing,1
0,20,1,open_base,2,tongue,1
0,20,1,open_base,2,swallowing,1
0,20,1,open_base,2,facial_emg,1
0,20,2,open_base,2,head_motion,1
0,20,2,open_base,2,chewing,1
0,20,2,open_base,2,tongue,1
0,20,2,open_base,2,swallowing,1
0,20,2,open_base,2,facial_emg,1
0,20,3,open_base,2,head_motion,1
0,20,3,open_base,2,chewing,1
0,20,3,open_base,2,tongue,1
0,20,3,open_base,2,swallowing,1
0,20,3,open_base,2,facial_emg,1
0,20,4,close_base,2,head_motion,1
0,20,4,close_base,2,chewing,1
0,20,4,close_base,2,tongue,1
0,20,4,close_base,2,swallowing,1
0,20,4,close_base,2,facial_emg,1
0,20,5,close_base,2,head_motion,1
0,20,5,close_base,2,chewing,1
0,20,5,close_base,2,tongue,1
0,20,5,close_base,2,swallowing,1
0,20,5,close_base,2,facial_emg,1
0,20,6,close_base,2,head_motion,1
0,20,6,close_base,2,chewing,1
0,20,6,close_base,2,tongue,1
0,20,6,close_base,2,swallowing,1
0,20,6,close_base,2,facial_emg,1
0,20,7,close_base,2,head_motion,1
0,20,7,close_base,2,chewing,1
0,20,7,close_base,2,tongue,1
0,20,7,close_base,2,swallowing,1
0,20,7,close_base,2,facial_emg,1
0,20,8,close_base,3,head_motion,1
0,20,8,close_base,3,chewing,1
0,20,8,close_base,3,tongue,1
0,20,8,close_base,3,swallowing,1
0,20,8,close_base,3,facial_emg,1
0,20,9,close_base,3,head_motion,1
0,20,9,close_base,3,chewing,1
0,20,9,close_base,3,tongue,1
0,20,9,close_base,3,swallowing,1
0,20,9,close_base,3,facial_emg,1
0,20,10,close_base,3,head_motion,1
0,20,10,close_base,3,chewing,1
0,20,10,close_base,3,tongue,1
0,20,10,close_base,3,swallowing,1
0,20,10,close_base,3,facial_emg,1
0,20,11,close_base,3,head_motion,1
0,20,11,close_base,3,chewing,1
0,20,11,close_base,3,tongue,1
0,20,11,close_base,3,swallowing,1
0,20,11,close_base,3,facial_emg,1
0,20,12,close_base,4,head_motion,1
0,20,12,close_base,4,chewing,1
0,20,12,close_base,4,tongue,1
0,20,12,close_base,4,swallowing,1
0,20,12,close_base,4,facial_emg,1
0,20,13,close_base,4,head_motion,1
0,20,13,close_base,4,chewing,1
0,20,13,close_base,4,tongue,1
0,20,13,close_base,4,swallowing,1
0,20,13,close_base,4,facial_emg,1
0,20,14,close_base,4,head_motion,1
0,20,14,close_base,4,chewing,1
0,20,14,close_base,4,tongue,1
0,20,14,close_base,4,swallowing,1
0,20,14,close_base,4,facial_emg,1
0,20,15,close_base,4,head_motion,1
0,20,15,close_base,4,chewing,1
0,20,15,close_base,4,tongue,1
0,20,15,close_base,4,swallowing,1
0,20,15,close_base,4,facial_emg,1
0,20,16,close_base,5,head_motion,1
0,20,16,close_base,5,chewing,1
0,20,16,close_base,5,tongue,1
0,20,16,close_base,5,swallowing,1
0,20,16,close_base,5,facial_emg,1
0,20,17,close_base,5,head_motion,1
0,20,17,close_base,5,chewing,1
0,20,17,close_base,5,tongue,1
0,20,17,close_base,5,swallowing,1
0,20,17,close_base,5,facial_emg,1
0,20,18,close_base,5,head_motion,1
0,20,18,close_base,5,chewing,1
0,20,18,close_base,5,tongue,1
0,20,18,close_base,5,swallowing,1
0,20,18,close_base,5,facial_emg,1
0,20,19,close_base,5,head_motion,1
0,20,19,close_base,5,chewing,1
0,20,19,close_base,5,tongue,1
0,20,19,close_base,5,swallowing,1
0,20,19,close_base,5,facial_emg,1
0,20,20,close_base,6,head_motion,1
0,20,20,close_base,6,chewing,1
0,20,20,close_base,6,tongue,1
0,20,20,close_base,6,swallowing,1
0,20,20,close_base,6,facial_emg,1
0,20,21,close_base,6,head_motion,1
0,20,21,close_base,6,chewing,1
0,20,21,close_base,6,tongue,1
0,20,21,close_base,6,swallowing,1
0,20,21,close_base,6,facial_emg,1
0,20,22,close_base,6,head_motion,1
0,20,22,close_base,6,chewing,1
0,20,22,close_base,6,tongue,1
0,20,22,close_base,6,swallowing,1
0,20,22,close_base,6,facial_emg,1
0,20,23,close_base,6,head_motion,1
0,20,23,close_base,6,chewing,1
0,20,23,close_base,6,tongue,1
0,20,23,close_base,6,swallowing,1
0,20,23,close_base,6,facial_emg,1
0,26,0,open_base,2,head_motion,1
0,26,0,open_base,2,chewing,1
0,26,0,open_base,2,tongue,1
0,26,0,open_base,2,swallowing,1
0,26,0,open_base,2,facial_emg,1
0,26,1,open_base,2,head_motion,1
0,26,1,open_base,2,chewing,1
0,26,1,open_base,2,tongue,1
0,26,1,open_base,2,swallowing,1
0,26,1,open_base,2,facial_emg,1
0,26,2,open_base,2,head_motion,1
0,26,2,open_base,2,chewing,1
0,26,2,open_base,2,tongue,1
0,26,2,open_base,2,swallowing,1
0,26,2,open_base,2,facial_emg,1
0,26,3,open_base,2,head_motion,1
0,26,3,open_base,2,chewing,1
0,26,3,open_base,2,tongue,1
0,26,3,open_base,2,swallowing,1
0,26,3,open_base,2,facial_emg,1
0,26,4,close_base,2,head_motion,1
0,26,4,close_base,2,chewing,1
0,26,4,close_base,2,tongue,1
0,26,4,close_base,2,swallowing,1
0,26,4,close_base,2,facial_emg,1
0,26,5,close_base,2,head_motion,1
0,26,5,close_base,2,chewing,1
0,26,5,close_base,2,tongue,1
0,26,5,close_base,2,swallowing,1
0,26,5,close_base,2,facial_emg,1
0,26,6,close_base,2,head_motion,1
0,26,6,close_base,2,chewing,1
0,26,6,close_base,2,tongue,1
0,26,6,close_base,2,swallowing,1
0,26,6,close_base,2,facial_emg,1
0,26,7,close_base,2,head_motion,1
0,26,7,close_base,2,chewing,1
0,26,7,close_base,2,tongue,1
0,26,7,close_base,2,swallowing,1
0,26,7,close_base,2,facial_emg,1
0,26,8,open_base,3,head_motion,1
0,26,8,open_base,3,chewing,1
0,26,8,open_base,3,tongue,1
0,26,8,open_base,3,swallowing,1
0,26,8,open_base,3,facial_emg,1
0,26,9,open_base,3,head_motion,1
0,26,9,open_base,3,chewing,1
0,26,9,open_base,3,tongue,1
0,26,9,open_base,3,swallowing,1
0,26,9,open_base,3,facial_emg,1
0,26,10,open_base,3,head_motion,1
0,26,10,open_base,3,chewing,1
0,26,10,open_base,3,tongue,1
0,26,10,open_base,3,swallowing,1
0,26,10,open_base,3,facial_emg,1
0,26,11,open_base,3,head_motion,1
0,26,11,open_base,3,chewing,1
0,26,11,open_base,3,tongue,1
0,26,11,open_base,3,swallowing,1
0,26,11,open_base,3,facial_emg,1
0,26,12,close_base,3,head_motion,1
0,26,12,close_base,3,chewing,1
0,26,12,close_base,3,tongue,1
0,26,12,close_base,3,swallowing,1
0,26,12,close_base,3,facial_emg,1
0,26,13,close_base,3,head_motion,1
0,26,13,close_base,3,chewing,1
0,26,13,close_base,3,tongue,1
0,26,13,close_base,3,swallowing,1
0,26,13,close_base,3,facial_emg,1
0,26,14,close_base,3,head_motion,1
0,26,14,close_base,3,chewing,1
0,26,14,close_base,3,tongue,1
0,26,14,close_base,3,swallowing,1
0,26,14,close_base,3,facial_emg,1
0,26,15,close_base,3,head_motion,1
0,26,15,close_base,3,chewing,1
0,26,15,close_base,3,tongue,1
0,26,15,close_base,3,swallowing,1
0,26,15,close_base,3,facial_emg,1
0,26,16,open_base,4,head_motion,1
0,26,16,open_base,4,chewing,1
0,26,16,open_base,4,tongue,1
0,26,16,open_base,4,swallowing,1
0,26,16,open_base,4,facial_emg,1
0,26,17,open_base,4,head_motion,1
0,26,17,open_base,4,chewing,1
0,26,17,open_base,4,tongue,1
0,26,17,open_base,4,swallowing,1
0,26,17,open_base,4,facial_emg,1
0,26,18,open_base,4,head_motion,1
0,26,18,open_base,4,chewing,1
0,26,18,open_base,4,tongue,1
0,26,18,open_base,4,swallowing,1
0,26,18,open_base,4,facial_emg,1
0,26,19,open_base,4,head_motion,1
0,26,19,open_base,4,chewing,1
0,26,19,open_base,4,tongue,1
0,26,19,open_base,4,swallowing,1
0,26,19,open_base,4,facial_emg,1
0,26,20,close_base,4,head_motion,1
0,26,20,close_base,4,chewing,1
0,26,20,close_base,4,tongue,1
0,26,20,close_base,4,swallowing,1
0,26,20,close_base,4,facial_emg,1
0,26,21,close_base,4,head_motion,1
0,26,21,close_base,4,chewing,1
0,26,21,close_base,4,tongue,1
0,26,21,close_base,4,swallowing,1
0,26,21,close_base,4,facial_emg,1
0,26,22,close_base,4,head_motion,1
0,26,22,close_base,4,chewing,1
0,26,22,close_base,4,tongue,1
0,26,22,close_base,4,swallowing,1
0,26,22,close_base,4,facial_emg,1
0,26,23,close_base,4,head_motion,1
0,26,23,close_base,4,chewing,1
0,26,23,close_base,4,tongue,1
0,26,23,close_base,4,swallowing,1
0,26,23,close_base,4,facial_emg,1
0,26,24,open_base,5,head_motion,1
0,26,24,open_base,5,chewing,1
0,26,24,open_base,5,tongue,1
0,26,24,open_base,5,swallowing,1
0,26,24,open_base,5,facial_emg,1
0,26,25,open_base,5,head_motion,1
0,26,25,open_base,5,chewing,1
0,26,25,open_base,5,tongue,1
0,26,25,open_base,5,swallowing,1
0,26,25,open_base,5,facial_emg,1
0,26,26,open_base,5,head_motion,1
0,26,26,open_base,5,chewing,1
0,26,26,open_base,5,tongue,1
0,26,26,open_base,5,swallowing,1
0,26,26,open_base,5,facial_emg,1
0,26,27,open_base,5,head_motion,1
0,26,27,open_base,5,chewing,1
0,26,27,open_base,5,tongue,1
0,26,27,open_base,5,swallowing,1
0,26,27,open_base,5,facial_emg,1
0,26,28,close_base,5,head_motion,1
0,26,28,close_base,5,chewing,1
0,26,28,close_base,5,tongue,1
0,26,28,close_base,5,swallowing,1
0,26,28,close_base,5,facial_emg,1
0,26,29,close_base,5,head_motion,1
0,26,29,close_base,5,chewing,1
0,26,29,close_base,5,tongue,1
0,26,29,close_base,5,swallowing,1
0,26,29,close_base,5,facial_emg,1
0,26,30,close_base,5,head_motion,1
0,26,30,close_base,5,chewing,1
0,26,30,close_base,5,tongue,1
0,26,30,close_base,5,swallowing,1
0,26,30,close_base,5,facial_emg,1
0,26,31,close_base,5,head_motion,1
0,26,31,close_base,5,chewing,1
0,26,31,close_base,5,tongue,1
0,26,31,close_base,5,swallowing,1
0,26,31,close_base,5,facial_emg,1
0,26,32,open_base,6,head_motion,1
0,26,32,open_base,6,chewing,1
0,26,32,open_base,6,tongue,1
0,26,32,open_base,6,swallowing,1
0,26,32,open_base,6,facial_emg,1
0,26,33,open_base,6,head_motion,1
0,26,33,open_base,6,chewing,1
0,26,33,open_base,6,tongue,1
0,26,33,open_base,6,swallowing,1
0,26,33,open_base,6,facial_emg,1
0,26,34,open_base,6,head_motion,1
0,26,34,open_base,6,chewing,1
0,26,34,open_base,6,tongue,1
0,26,34,open_base,6,swallowing,1
0,26,34,open_base,6,facial_emg,1
0,26,35,open_base,6,head_motion,1
0,26,35,open_base,6,chewing,1
0,26,35,open_base,6,tongue,1
0,26,35,open_base,6,swallowing,1
0,26,35,open_base,6,facial_emg,1
0,26,36,close_base,6,head_motion,1
0,26,36,close_base,6,chewing,1
0,26,36,close_base,6,tongue,1
0,26,36,close_base,6,swallowing,1
0,26,36,close_base,6,facial_emg,1
0,26,37,close_base,6,head_motion,1
0,26,37,close_base,6,chewing,1
0,26,37,close_base,6,tongue,1
0,26,37,close_base,6,swallowing,1
0,26,37,close_base,6,facial_emg,1
0,26,38,close_base,6,head_motion,1
0,26,38,close_base,6,chewing,1
0,26,38,close_base,6,tongue,1
0,26,38,close_base,6,swallowing,1
0,26,38,close_base,6,facial_emg,1
0,26,39,close_base,6,head_motion,1
0,26,39,close_base,6,chewing,1
0,26,39,close_base,6,tongue,1
0,26,39,close_base,6,swallowing,1
0,26,39,close_base,6,facial_emg,1
1,8,0,open_base,2,head_motion,1
1,8,0,open_base,2,chewing,1
1,8,0,open_base,2,tongue,1
1,8,0,open_base,2,swallowing,1
1,8,0,open_base,2,facial_emg,1
1,8,1,open_base,2,head_motion,1
1,8,1,open_base,2,chewing,1
1,8,1,open_base,2,tongue,1
1,8,1,open_base,2,swallowing,1
1,8,1,open_base,2,facial_emg,1
1,8,2,open_base,2,head_motion,1
1,8,2,open_base,2,chewing,1
1,8,2,open_base,2,tongue,1
1,8,2,open_base,2,swallowing,1
1,8,2,open_base,2,facial_emg,1
1,8,3,open_base,2,head_motion,1
1,8,3,open_base,2,chewing,1
1,8,3,open_base,2,tongue,1
1,8,3,open_base,2,swallowing,1
1,8,3,open_base,2,facial_emg,1
1,8,4,close_base,2,head_motion,1
1,8,4,close_base,2,chewing,1
1,8,4,close_base,2,tongue,1
1,8,4,close_base,2,swallowing,1
1,8,4,close_base,2,facial_emg,1
1,8,5,close_base,2,head_motion,1
1,8,5,close_base,2,chewing,1
1,8,5,close_base,2,tongue,1
1,8,5,close_base,2,swallowing,1
1,8,5,close_base,2,facial_emg,1
1,8,6,close_base,2,head_motion,1
1,8,6,close_base,2,chewing,1
1,8,6,close_base,2,tongue,1
1,8,6,close_base,2,swallowing,1
1,8,6,close_base,2,facial_emg,1
1,8,7,close_base,2,head_motion,1
1,8,7,close_base,2,chewing,1
1,8,7,close_base,2,tongue,1
1,8,7,close_base,2,swallowing,1
1,8,7,close_base,2,facial_emg,1
1,8,8,open_base,3,head_motion,1
1,8,8,open_base,3,chewing,1
1,8,8,open_base,3,tongue,1
1,8,8,open_base,3,swallowing,1
1,8,8,open_base,3,facial_emg,1
1,8,9,open_base,3,head_motion,1
1,8,9,open_base,3,chewing,1
1,8,9,open_base,3,tongue,1
1,8,9,open_base,3,swallowing,1
1,8,9,open_base,3,facial_emg,1
1,8,10,open_base,3,head_motion,1
1,8,10,open_base,3,chewing,1
1,8,10,open_base,3,tongue,1
1,8,10,open_base,3,swallowing,1
1,8,10,open_base,3,facial_emg,1
1,8,11,open_base,3,head_motion,1
1,8,11,open_base,3,chewing,1
1,8,11,open_base,3,tongue,1
1,8,11,open_base,3,swallowing,1
1,8,11,open_base,3,facial_emg,1
1,8,12,close_base,3,head_motion,1
1,8,12,close_base,3,chewing,1
1,8,12,close_base,3,tongue,1
1,8,12,close_base,3,swallowing,1
1,8,12,close_base,3,facial_emg,1
1,8,13,close_base,3,head_motion,1
1,8,13,close_base,3,chewing,1
1,8,13,close_base,3,tongue,1
1,8,13,close_base,3,swallowing,1
1,8,13,close_base,3,facial_emg,1
1,8,14,close_base,3,head_motion,1
1,8,14,close_base,3,chewing,1
1,8,14,close_base,3,tongue,1
1,8,14,close_base,3,swallowing,1
1,8,14,close_base,3,facial_emg,1
1,8,15,close_base,3,head_motion,1
1,8,15,close_base,3,chewing,1
1,8,15,close_base,3,tongue,1
1,8,15,close_base,3,swallowing,1
1,8,15,close_base,3,facial_emg,1
1,8,16,open_base,4,head_motion,1
1,8,16,open_base,4,chewing,1
1,8,16,open_base,4,tongue,1
1,8,16,open_base,4,swallowing,1
1,8,16,open_base,4,facial_emg,1
1,8,17,open_base,4,head_motion,1
1,8,17,open_base,4,chewing,1
1,8,17,open_base,4,tongue,1
1,8,17,open_base,4,swallowing,1
1,8,17,open_base,4,facial_emg,1
1,8,18,open_base,4,head_motion,1
1,8,18,open_base,4,chewing,1
1,8,18,open_base,4,tongue,1
1,8,18,open_base,4,swallowing,1
1,8,18,open_base,4,facial_emg,1
1,8,19,open_base,4,head_motion,1
1,8,19,open_base,4,chewing,1
1,8,19,open_base,4,tongue,1
1,8,19,open_base,4,swallowing,1
1,8,19,open_base,4,facial_emg,1
1,8,20,close_base,4,head_motion,1
1,8,20,close_base,4,chewing,1
1,8,20,close_base,4,tongue,1
1,8,20,close_base,4,swallowing,1
1,8,20,close_base,4,facial_emg,1
1,8,21,close_base,4,head_motion,1
1,8,21,close_base,4,chewing,1
1,8,21,close_base,4,tongue,1
1,8,21,close_base,4,swallowing,1
1,8,21,close_base,4,facial_emg,1
1,8,22,close_base,4,head_motion,1
1,8,22,close_base,4,chewing,1
1,8,22,close_base,4,tongue,1
1,8,22,close_base,4,swallowing,1
1,8,22,close_base,4,facial_emg,1
1,8,23,close_base,4,head_motion,1
1,8,23,close_base,4,chewing,1
1,8,23,close_base,4,tongue,1
1,8,23,close_base,4,swallowing,1
1,8,23,close_base,4,facial_emg,1
1,8,24,open_base,5,head_motion,1
1,8,24,open_base,5,chewing,1
1,8,24,open_base,5,tongue,1
1,8,24,open_base,5,swallowing,1
1,8,24,open_base,5,facial_emg,1
1,8,25,open_base,5,head_motion,1
1,8,25,open_base,5,chewing,1
1,8,25,open_base,5,tongue,1
1,8,25,open_base,5,swallowing,1
1,8,25,open_base,5,facial_emg,1
1,8,26,open_base,5,head_motion,1
1,8,26,open_base,5,chewing,1
1,8,26,open_base,5,tongue,1
1,8,26,open_base,5,swallowing,1
1,8,26,open_base,5,facial_emg,1
1,8,27,open_base,5,head_motion,1
1,8,27,open_base,5,chewing,1
1,8,27,open_base,5,tongue,1
1,8,27,open_base,5,swallowing,1
1,8,27,open_base,5,facial_emg,1
1,8,28,close_base,5,head_motion,1
1,8,28,close_base,5,chewing,1
1,8,28,close_base,5,tongue,1
1,8,28,close_base,5,swallowing,1
1,8,28,close_base,5,facial_emg,1
1,8,29,close_base,5,head_motion,1
1,8,29,close_base,5,chewing,1
1,8,29,close_base,5,tongue,1
1,8,29,close_base,5,swallowing,1
1,8,29,close_base,5,facial_emg,1
1,8,30,close_base,5,head_motion,1
1,8,30,close_base,5,chewing,1
1,8,30,close_base,5,tongue,1
1,8,30,close_base,5,swallowing,1
1,8,30,close_base,5,facial_emg,1
1,8,31,close_base,5,head_motion,1
1,8,31,close_base,5,chewing,1
1,8,31,close_base,5,tongue,1
1,8,31,close_base,5,swallowing,1
1,8,31,close_base,5,facial_emg,1
1,8,32,open_base,6,head_motion,1
1,8,32,open_base,6,chewing,1
