selector,estimand,participant,family,evaluable,H_P_eq,H_W_eq,H_HYB,H_HYB_W,H_MATCH_LARGE,H_HYB_LARGE
observable,policy,5,swallowing,1,0.21631099318356634,0.22350300391920164,0.1270297264972678,0.13568461486422284,0.27957166762183566,0.18521842501823033
observable,policy,5,facial_emg,1,0.25317783042419506,0.25618075934839374,0.16037394382076375,0.1740281750813215,0.3125725342975161,0.20833664972185936
observable,policy,6,head_motion,1,0.05184671855679583,0.047985214680690454,0.03611228203496259,0.05185091130678567,0.0053275688989268075,0.003183738684325188
observable,policy,6,chewing,1,0.03939618178638625,0.03675820628358407,0.03345934266525903,0.04783171838775467,0.023563400496466488,0.03425337637350437
observable,policy,6,tongue,1,0.0271640610559571,0.014010473909871599,0.006892452751842704,0.02636091210434539,-0.06867531905195651,-0.056276255512556904
observable,policy,6,swallowing,1,0.024245827152173667,0.0167450032032313,0.020804041301576436,0.03835977736140038,-0.006648227449649149,0.011155465930493555
observable,policy,6,facial_emg,1,0.03285959299018111,0.027313619065792483,0.028920173028625318,0.04350178643040288,0.0030818373249582366,0.020425220156411215
observable,policy,8,head_motion,1,0.023968921843060924,0.026546687544255536,0.008217774536165467,0.020159942446029776,-0.016709366310443688,-0.004858975553010453
observable,policy,8,chewing,1,0.03535417496174675,0.038190072037783636,0.01609198582914259,0.027430739755326172,-0.005436362237568937,-0.008130772711902745
observable,policy,8,tongue,1,0.11116199551702258,0.11115807182399733,0.04740822852752589,0.07122483840045488,0.0806185662095514,0.060975697406782214
observable,policy,8,swallowing,1,0.06423797772197919,0.06290491329682577,0.02080853485920476,0.04454521377983066,0.013560759590059177,-0.0013050428865732044
observable,policy,8,facial_emg,1,0.07793410999686297,0.07697949551796282,0.038992277695929826,0.055453833699016554,0.052943673981006176,0.04868445264194621
observable,policy,9,head_motion,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,9,chewing,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,9,tongue,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,9,swallowing,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,9,facial_emg,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,10,head_motion,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,10,chewing,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,10,tongue,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,10,swallowing,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,10,facial_emg,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,11,head_motion,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,11,chewing,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,11,tongue,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,11,swallowing,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,11,facial_emg,1,0.0,0.0,0.0,0.0,0.0,0.0
observable,policy,13,head_motion,1,0.08364149062088427,0.07757790869074642,0.046271928717252206,0.06110208222246427,0.015949261454854674,-0.0062881349820794775
observable,policy,13,chewing,1,0.07994196787164426,0.07862126702457262,0.0402685386395079,0.05443916240440798,0.05016429334610599,0.020865898500790642
observable,policy,13,tongue,1,0.17808332617040434,0.17536688090974445,0.09856298410781024,0.1339985086722757,0.1560095456359723,0.10529276278724643
observable,policy,13,swallowing,1,0.10756665370631405,0.10608007701407424,0.053066876964707924,0.07224414129815428,0.07477394378302023,0.035316293950586254
observable,policy,13,facial_emg,1,0.12280119374531369,0.12092842950910672,0.06058884011914168,0.08290636047740532,0.060782777339453274,0.01849466403395065
observable,policy,14,head_motion,1,0.009308833632087194,0.006985784145142296,0.004589095956197959,0.0074635739591238925,-0.01931502315237668,-0.01711430102459363
observable,policy,14,chewing,1,-0.02212861491885779,-0.02221225202294338,-0.005008189414224224,-0.0035368707510503375,-0.03544272244960582,-0.011253825955781133
observable,policy,14,tongue,1,-0.029138019894042508,-0.029896242550418964,-0.005413050126506669,-0.003523974800468156,-0.0995548360016178,-0.0583265338941866
observable,policy,14,swallowing,1,-0.023071884137157703,-0.024548811551973783,-0.012420879957621672,-0.00840771561830208,-0.043771953419842594,-0.02030016841748061
observable,policy,14,facial_emg,1,-0.04013642648553302,-0.03877732489924214,-0.01228303469399357,-0.013031954672283314,-0.07771329272468294,-0.04166205600079971
observable,policy,16,head_motion,1,0.032118613284849266,0.029959407721136852,0.017492399984698554,0.024900613129713606,0.012032199762695737,0.00743039443687768
observable,policy,16,chewing,1,0.029027768870507818,0.0259655125996897,0.017058820479145323,0.02394294730100531,0.015413746258139892,0.013735707086478886
observable,policy,16,tongue,1,0.02498614874892259,0.024220946937922583,0.022110087492335825,0.028381652576892846,0.01332718620257703,0.01705133224002035
observable,policy,16,swallowing,1,0.025825532918238008,0.02290026128525891,0.013763306402271271,0.023513586687854332,0.007251046892983217,0.009708761381510627
observable,policy,16,facial_emg,1,0.00806209253016188,0.009933789119113488,0.005508224976950233,0.017047151902076854,-0.01118142356122678,-0.0027929797103235262
observable,policy,18,head_motion,1,0.07705322437663809,0.07011593617320358,0.03126267019474836,0.04767623274507916,0.038946202367162855,0.01732940408407708
observable,policy,18,chewing,1,0.05312263200936444,0.04997497829552037,0.024725379414765568,0.03603856603774715,0.04124807109548382,0.019550222263828763
observable,policy,18,tongue,1,0.030319527197785072,0.027927627024528407,0.011069250146228527,0.026037309739869202,0.004608298578738454,0.004209687395921475
observable,policy,18,swallowing,1,0.03981664905516099,0.03853111676048537,0.017675763098397364,0.0320171693437094,0.03158815587438538,0.0211670847857938
observable,policy,18,facial_emg,1,0.04966875365220396,0.04353625969802371,0.027413030373214537,0.03811163768939081,0.04213528800773325,0.029758998846994095
observable,policy,20,head_motion,1,0.014242600805459018,0.014077041080272634,0.006140374564598487,0.012573359607958934,-0.017269576074733606,-0.015128224110559302
observable,policy,20,chewing,1,0.016590201472276328,0.01649942407455615,0.0006138240041183666,0.007358571650820679,-0.003059747708410082,-0.010126012096035386
observable,policy,20,tongue,1,0.01711172926066379,0.018747038826469855,0.01201049871603683,0.017496641869648416,-0.01054117286297058,-0.001919722307484902
observable,policy,20,swallowing,1,0.032057770642877494,0.031055594178343842,0.01835998434805255,0.026194980144125978,0.01698335412391815,0.013780022413409013
observable,policy,20,facial_emg,1,0.014829463051538191,0.018263413936440685,-0.002380060861980393,0.0033261869227532576,-0.00204363962585676,-0.011969574134301946
observable,policy,21,head_motion,1,0.032926100291382446,0.030382271186898412,0.02582345063617032,0.037980015050109575,-0.03394064692147171,-0.0144954362114917
observable,policy,21,chewing,1,0.014427823758539762,0.012657236163178731,-0.0029864400112697225,0.011066410353266646,0.00031953813436263746,-0.0021600280126436054
observable,policy,21,tongue,1,-0.03850899947087969,-0.03705133043360843,-0.0030350936048283345,0.00581590845855347,-0.09612051161809376,-0.028214648562939083
observable,policy,21,swallowing,1,0.01033740973903578,0.013613624890270048,0.004182519869711407,0.01464025671131132,-0.026099083890352183,-0.01159230139242406
observable,policy,21,facial_emg,1,0.011775618024758655,0.015115414433945418,0.004597990043947947,0.0183889688574209,-0.033062629859755714,-0.018720782443725718
observable,policy,22,head_motion,1,0.04773612421412498,0.044104640726227676,0.018731451030266955,0.02632205178011042,-0.03594456768887274,-0.042890457556703315
observable,policy,22,chewing,1,0.007813078472560603,0.007963123613642717,0.0008277851728115528,0.00888022135477338,-0.02159121505874304,-0.014342224732975596
observable,policy,22,tongue,1,0.014064434878585774,0.016696656831077808,0.011493437774009237,0.01961953253275552,-0.08104915948519771,-0.05277842467921855
observable,policy,22,swallowing,1,0.0018087438025829368,0.003619583342296651,0.0005233108753960664,0.007179179126733061,-0.04087331649991731,-0.026612829463969014
observable,policy,22,facial_emg,1,-0.0006410483371156492,-0.0009074624266849198,0.0003251258841138625,0.004689812293742728,-0.05961098887965621,-0.03878073960365926
observable,policy,23,head_motion,1,0.042391739470213,0.04367313030087133,0.031158216969864583,0.04338319321173505,-0.0006488223471999815,0.008187742603606992
observable,policy,23,chewing,1,0.05825000291122766,0.06111980527315823,0.03176297061266295,0.04591571553778384,0.017571247118819595,0.004633674677961261
observable,policy,23,tongue,1,0.06967530061517697,0.06857965197746022,0.03259014857802338,0.044522130561710636,0.00038464043812007077,-0.015355678399364334
observable,policy,23,swallowing,1,0.0756198796778754,0.07854398452832072,0.05034277014195494,0.06444745581864797,0.01324844197119637,0.005093745874589569
observable,policy,23,facial_emg,1,0.06101977981754765,0.06570206780503159,0.05108531040857569,0.06784439357891649,-0.00847904067370816,0.007597682114726298
observable,policy,26,head_motion,1,0.04224750307505433,0.034885618944522925,0.02569860629907872,0.03451659917626393,-0.003805538022943111,-0.001936486150291214
observable,policy,26,chewing,1,0.017139315845830214,0.015297796236520658,0.006476409976848804,0.013526095411208949,0.03441854722213421,0.029023088455705903
observable,policy,26,tongue,1,0.01329872979647945,0.010481976225241853,0.009043651186252102,0.019542106600741245,-0.02779166373460292,-0.008624623003160404
observable,policy,26,swallowing,1,0.020192605167664527,0.013952527417683793,0.0018347970634503912,0.013331747082550364,0.0052597124808513255,-0.0008187362471283599
observable,policy,26,facial_emg,1,0.02152335147548029,0.01644835281572726,0.009917603175530582,0.016677286781117278,0.02119077059160744,0.016804453983535778
observable,policy,27,head_motion,1,0.030912110746980526,0.03364872510617504,0.01858802191819802,0.026924724666294617,0.0060748190895345,0.0007917100639246382
observable,policy,27,chewing,1,0.03404720410277647,0.02987857568988834,0.01710383459045098,0.027343936119933767,0.03051912670497598,0.01806663045310561
observable,policy,27,tongue,1,0.08151814537177916,0.08333624122986866,0.05486379301501502,0.06656957775814461,0.09071319951507352,0.06730134997796294
observable,policy,27,swallowing,1,0.07928652460356608,0.07779758989823911,0.057793205703544924,0.06091920341764431,0.0752857625193932,0.05326713988997507
observable,policy,27,facial_emg,1,0.07333192686528103,0.06928593801491455,0.04139278969841073,0.053283110022460514,0.05191350417491014,0.023163867947674943
observable,policy,29,head_motion,1,0.003911380034909187,0.003718437129213728,0.0008588206517685965,0.005423847318105693,-0.039424081549805326,-0.034795232636209074
observable,policy,29,chewing,1,-0.014698212101039745,-0.011285116486607146,-0.007506279156864468,0.00033373450280274055,-0.025041536813809218,-0.008987667027859863
observable,policy,29,tongue,1,0.00200930166668343,0.008152077028595116,-0.002830278422583263,0.004520651331548007,-0.06006018224983919,-0.05116874194111807
observable,policy,29,swallowing,1,0.0007383519847162956,0.0008194140316401366,-0.0010554682167421032,0.007906528111009245,-0.029179131052734165,-0.020428926415636657
observable,policy,29,facial_emg,1,-0.01181702963582441,-0.007137976506224558,-0.007979185520131623,-0.003246796687551801,-0.05634606939120248,-0.046879566515025756
observable,policy,30,head_motion,1,0.03403948565141531,0.03520137266799658,0.022909812721185103,0.027473403928639395,-0.014734487616446955,-0.01160281344740634
observable,policy,30,chewing,1,0.0460145510999125,0.049299783666773775,0.029087726042773782,0.033479590003322963,-0.0036693128917366724,-0.009894314172593252
observable,policy,30,tongue,1,0.04145569706341897,0.04515442616528693,0.034772675766196075,0.038415287288427094,-0.01850332447199752,-0.005019922831567317
observable,policy,30,swallowing,1,0.042585400674262454,0.04724922818179657,0.03312027757854823,0.03482116539690534,-0.019562122631926405,-0.017283896846886672
observable,policy,30,facial_emg,1,0.04540693843743904,0.0442248709222302,0.028725867599850567,0.033159170286142424,-0.03851774909671531,-0.034952502375226305
observable,evaluable,1,head_motion,1,-0.04966132210067833,-0.05220535292892632,-0.033888783005403114,-0.02702241641435622,-0.10065642672032746,-0.07448406859397784
observable,evaluable,1,chewing,1,-0.07897008820237868,-0.0771455580924296,-0.04052112783447483,-0.03480388918451733,-0.09824509114396682,-0.05670109491031061
observable,evaluable,1,tongue,1,-0.09865633079075203,-0.09547904387364763,-0.05709499297643973,-0.04979288132283869,-0.13116345121575576,-0.08098117848744026
observable,evaluable,1,swallowing,1,-0.09571909808868577,-0.09551127010854248,-0.050788972365611716,-0.04531130275084786,-0.11192242094653557,-0.06385444643849406
observable,evaluable,1,facial_emg,1,-0.09218301758902687,-0.0903123766321473,-0.046630532406940865,-0.04041975501443225,-0.12017533443647417,-0.07061306163059315
observable,evaluable,2,head_motion,1,-0.04642590133898753,-0.045001720791072834,-0.023230533676757373,-0.021908526615391687,-0.05391556538954937,-0.026474350631026256
observable,evaluable,2,chewing,1,-0.040069713682687545,-0.0405456590319334,-0.016573037801225834,-0.01317670535726141,-0.04889702387910776,-0.02125518079548912
observable,evaluable,2,tongue,1,-0.035455578089222714,-0.036239995482881385,-0.026404953311644455,-0.023417793041765885,-0.06861888755428149,-0.048197987074452095
observable,evaluable,2,swallowing,1,-0.02421145923236084,-0.02537883310915893,-0.014708133200018573,-0.008810903030406582,-0.05791345985818462,-0.04066640718440476
observable,evaluable,2,facial_emg,1,-0.015965384011590276,-0.01807507018378299,-0.016384791159934155,-0.0076825957920749165,-0.050696068305745606,-0.039127396063508194
observable,evaluable,5,head_motion,1,0.14694504454039664,0.1530138791864665,0.08513089913594352,0.09610887160402015,0.12637991640255866,0.07625754085532543
observable,evaluable,5,chewing,1,0.1386241731463536,0.13894580229015202,0.06971257494296552,0.08547221933339633,0.16560784738752304,0.10695172838271749
observable,evaluable,5,tongue,1,0.280271030172202,0.2765737748090404,0.15390042323026215,0.1848254947247134,0.2630324751652405,0.159106794706981
observable,evaluable,5,swallowing,1,0.21631099318356634,0.22350300391920164,0.1270297264972678,0.13568461486422284,0.27957166762183566,0.18521842501823033
observable,evaluable,5,facial_emg,1,0.25317783042419506,0.25618075934839374,0.16037394382076375,0.1740281750813215,0.3125725342975161,0.20833664972185936
observable,evaluable,6,head_motion,1,0.05184671855679583,0.047985214680690454,0.03611228203496259,0.05185091130678567,0.0053275688989268075,0.003183738684325188
observable,evaluable,6,chewing,1,0.03939618178638625,0.03675820628358407,0.03345934266525903,0.04783171838775467,0.023563400496466488,0.03425337637350437
observable,evaluable,6,tongue,1,0.0271640610559571,0.014010473909871599,0.006892452751842704,0.02636091210434539,-0.06867531905195651,-0.056276255512556904
observable,evaluable,6,swallowing,1,0.024245827152173667,0.0167450032032313,0.020804041301576436,0.03835977736140038,-0.006648227449649149,0.011155465930493555
observable,evaluable,6,facial_emg,1,0.03285959299018111,0.027313619065792483,0.028920173028625318,0.04350178643040288,0.0030818373249582366,0.020425220156411215
observable,evaluable,8,head_motion,1,0.023968921843060924,0.026546687544255536,0.008217774536165467,0.020159942446029776,-0.016709366310443688,-0.004858975553010453
observable,evaluable,8,chewing,1,0.03535417496174675,0.038190072037783636,0.01609198582914259,0.027430739755326172,-0.005436362237568937,-0.008130772711902745
observable,evaluable,8,tongue,1,0.11116199551702258,0.11115807182399733,0.04740822852752589,0.07122483840045488,0.0806185662095514,0.060975697406782214
observable,evaluable,8,swallowing,1,0.06423797772197919,0.06290491329682577,0.02080853485920476,0.04454521377983066,0.013560759590059177,-0.0013050428865732044
observable,evaluable,8,facial_emg,1,0.07793410999686297,0.07697949551796282,0.038992277695929826,0.055453833699016554,0.052943673981006176,0.04868445264194621
observable,evaluable,9,head_motion,0,nan,nan,nan,nan,nan,nan
observable,evaluable,9,chewing,0,nan,nan,nan,nan,nan,nan
observable,evaluable,9,tongue,0,nan,nan,nan,nan,nan,nan
observable,evaluable,9,swallowing,0,nan,nan,nan,nan,nan,nan
observable,evaluable,9,facial_emg,0,nan,nan,nan,nan,nan,nan
observable,evaluable,10,head_motion,0,nan,nan,nan,nan,nan,nan
observable,evaluable,10,chewing,0,nan,nan,nan,nan,nan,nan
observable,evaluable,10,tongue,0,nan,nan,nan,nan,nan,nan
observable,evaluable,10,swallowing,0,nan,nan,nan,nan,nan,nan
observable,evaluable,10,facial_emg,0,nan,nan,nan,nan,nan,nan
observable,evaluable,11,head_motion,0,nan,nan,nan,nan,nan,nan
observable,evaluable,11,chewing,0,nan,nan,nan,nan,nan,nan
observable,evaluable,11,tongue,0,nan,nan,nan,nan,nan,nan
observable,evaluable,11,swallowing,0,nan,nan,nan,nan,nan,nan
observable,evaluable,11,facial_emg,0,nan,nan,nan,nan,nan,nan
observable,evaluable,13,head_motion,1,0.08364149062088427,0.07757790869074642,0.046271928717252206,0.06110208222246427,0.015949261454854674,-0.0062881349820794775
observable,evaluable,13,chewing,1,0.07994196787164426,0.07862126702457262,0.0402685386395079,0.05443916240440798,0.05016429334610599,0.020865898500790642
observable,evaluable,13,tongue,1,0.17808332617040434,0.17536688090974445,0.09856298410781024,0.1339985086722757,0.1560095456359723,0.10529276278724643
observable,evaluable,13,swallowing,1,0.10756665370631405,0.10608007701407424,0.053066876964707924,0.07224414129815428,0.07477394378302023,0.035316293950586254
observable,evaluable,13,facial_emg,1,0.12280119374531369,0.12092842950910672,0.06058884011914168,0.08290636047740532,0.060782777339453274,0.01849466403395065
observable,evaluable,14,head_motion,1,0.014894133811339527,0.011177254632227674,0.00734255352991674,0.011941718334598228,-0.030904037043802686,-0.02738288163934981
observable,evaluable,14,chewing,1,-0.035405783870172465,-0.03553960323670941,-0.008013103062758759,-0.00565899320168054,-0.05670835591936931,-0.018006121529249814
observable,evaluable,14,tongue,1,-0.046620831830468015,-0.04783398808067034,-0.00866088020241067,-0.00563835968074905,-0.15928773760258846,-0.09332245423069856
observable,evaluable,14,swallowing,1,-0.036915014619452326,-0.03927809848315805,-0.019873407932194675,-0.013452344989283327,-0.07003512547174814,-0.032480269467968975
observable,evaluable,14,facial_emg,1,-0.06421828237685283,-0.062043719838787426,-0.01965285551038971,-0.020851127475653302,-0.1243412683594927,-0.06665928960127954
observable,evaluable,16,head_motion,1,0.032118613284849266,0.029959407721136852,0.017492399984698554,0.024900613129713606,0.012032199762695737,0.00743039443687768
observable,evaluable,16,chewing,1,0.029027768870507818,0.0259655125996897,0.017058820479145323,0.02394294730100531,0.015413746258139892,0.013735707086478886
observable,evaluable,16,tongue,1,0.02498614874892259,0.024220946937922583,0.022110087492335825,0.028381652576892846,0.01332718620257703,0.01705133224002035
observable,evaluable,16,swallowing,1,0.025825532918238008,0.02290026128525891,0.013763306402271271,0.023513586687854332,0.007251046892983217,0.009708761381510627
observable,evaluable,16,facial_emg,1,0.00806209253016188,0.009933789119113488,0.005508224976950233,0.017047151902076854,-0.01118142356122678,-0.0027929797103235262
observable,evaluable,18,head_motion,1,0.07705322437663809,0.07011593617320358,0.03126267019474836,0.04767623274507916,0.038946202367162855,0.01732940408407708
observable,evaluable,18,chewing,1,0.05312263200936444,0.04997497829552037,0.024725379414765568,0.03603856603774715,0.04124807109548382,0.019550222263828763
observable,evaluable,18,tongue,1,0.030319527197785072,0.027927627024528407,0.011069250146228527,0.026037309739869202,0.004608298578738454,0.004209687395921475
observable,evaluable,18,swallowing,1,0.03981664905516099,0.03853111676048537,0.017675763098397364,0.0320171693437094,0.03158815587438538,0.0211670847857938
observable,evaluable,18,facial_emg,1,0.04966875365220396,0.04353625969802371,0.027413030373214537,0.03811163768939081,0.04213528800773325,0.029758998846994095
observable,evaluable,20,head_motion,1,0.01709112096655082,0.01689244929632716,0.007368449477518186,0.015088031529550721,-0.02072349128968033,-0.018153868932671163
observable,evaluable,20,chewing,1,0.019908241766731595,0.019799308889467383,0.0007365888049420399,0.008830285980984814,-0.0036716972500920987,-0.012151214515242464
observable,evaluable,20,tongue,1,0.020534075112796545,0.022496446591763825,0.014412598459244197,0.020995970243578098,-0.012649407435564697,-0.0023036667689818823
observable,evaluable,20,swallowing,1,0.03846932477145299,0.03726671301401261,0.02203198121766306,0.03143397617295117,0.02038002494870178,0.016536026896090815
observable,evaluable,20,facial_emg,1,0.01779535566184583,0.021916096723728823,-0.002856073034376472,0.003991424307303909,-0.0024523675510281116,-0.014363488961162334
observable,evaluable,21,head_motion,1,0.032926100291382446,0.030382271186898412,0.02582345063617032,0.037980015050109575,-0.03394064692147171,-0.0144954362114917
observable,evaluable,21,chewing,1,0.014427823758539762,0.012657236163178731,-0.0029864400112697225,0.011066410353266646,0.00031953813436263746,-0.0021600280126436054
observable,evaluable,21,tongue,1,-0.03850899947087969,-0.03705133043360843,-0.0030350936048283345,0.00581590845855347,-0.09612051161809376,-0.028214648562939083
observable,evaluable,21,swallowing,1,0.01033740973903578,0.013613624890270048,0.004182519869711407,0.01464025671131132,-0.026099083890352183,-0.01159230139242406
observable,evaluable,21,facial_emg,1,0.011775618024758655,0.015115414433945418,0.004597990043947947,0.0183889688574209,-0.033062629859755714,-0.018720782443725718
observable,evaluable,22,head_motion,1,0.04773612421412498,0.044104640726227676,0.018731451030266955,0.02632205178011042,-0.03594456768887274,-0.042890457556703315
observable,evaluable,22,chewing,1,0.007813078472560603,0.007963123613642717,0.0008277851728115528,0.00888022135477338,-0.02159121505874304,-0.014342224732975596
observable,evaluable,22,tongue,1,0.014064434878585774,0.016696656831077808,0.011493437774009237,0.01961953253275552,-0.08104915948519771,-0.05277842467921855
observable,evaluable,22,swallowing,1,0.0018087438025829368,0.003619583342296651,0.0005233108753960664,0.007179179126733061,-0.04087331649991731,-0.026612829463969014
observable,evaluable,22,facial_emg,1,-0.0006410483371156492,-0.0009074624266849198,0.0003251258841138625,0.004689812293742728,-0.05961098887965621,-0.03878073960365926
observable,evaluable,23,head_motion,1,0.042391739470213,0.04367313030087133,0.031158216969864583,0.04338319321173505,-0.0006488223471999815,0.008187742603606992
observable,evaluable,23,chewing,1,0.05825000291122766,0.06111980527315823,0.03176297061266295,0.04591571553778384,0.017571247118819595,0.004633674677961261
observable,evaluable,23,tongue,1,0.06967530061517697,0.06857965197746022,0.03259014857802338,0.044522130561710636,0.00038464043812007077,-0.015355678399364334
observable,evaluable,23,swallowing,1,0.0756198796778754,0.07854398452832072,0.05034277014195494,0.06444745581864797,0.01324844197119637,0.005093745874589569
observable,evaluable,23,facial_emg,1,0.06101977981754765,0.06570206780503159,0.05108531040857569,0.06784439357891649,-0.00847904067370816,0.007597682114726298
observable,evaluable,26,head_motion,1,0.04224750307505433,0.034885618944522925,0.02569860629907872,0.03451659917626393,-0.003805538022943111,-0.001936486150291214
observable,evaluable,26,chewing,1,0.017139315845830214,0.015297796236520658,0.006476409976848804,0.013526095411208949,0.03441854722213421,0.029023088455705903
observable,evaluable,26,tongue,1,0.01329872979647945,0.010481976225241853,0.009043651186252102,0.019542106600741245,-0.02779166373460292,-0.008624623003160404
observable,evaluable,26,swallowing,1,0.020192605167664527,0.013952527417683793,0.0018347970634503912,0.013331747082550364,0.0052597124808513255,-0.0008187362471283599
observable,evaluable,26,facial_emg,1,0.02152335147548029,0.01644835281572726,0.009917603175530582,0.016677286781117278,0.02119077059160744,0.016804453983535778
observable,evaluable,27,head_motion,1,0.055641799344564966,0.060567705191115075,0.033458439452756436,0.04846450439933031,0.0109346743611621,0.0014250781150643489
observable,evaluable,27,chewing,1,0.06128496738499765,0.053781436241799006,0.030786902262811767,0.04921908501588078,0.054934428068956764,0.032519934815590096
observable,evaluable,27,tongue,1,0.14673266166920249,0.15000523421376358,0.09875482742702704,0.1198252399646603,0.1632837591271324,0.12114242996033328
observable,evaluable,27,swallowing,1,0.14271574428641895,0.14003566181683041,0.10402777026638085,0.10965456615175977,0.13551437253490778,0.09588085180195513
observable,evaluable,27,facial_emg,1,0.13199746835750586,0.12471468842684619,0.07450702145713932,0.09590959804042892,0.09344430751483826,0.041694962305814896
observable,evaluable,29,head_motion,1,0.007822760069818375,0.007436874258427456,0.001717641303537193,0.010847694636211385,-0.07884816309961065,-0.06959046527241815
observable,evaluable,29,chewing,1,-0.02939642420207949,-0.022570232973214293,-0.015012558313728936,0.0006674690056054811,-0.050083073627618435,-0.017975334055719727
observable,evaluable,29,tongue,1,0.00401860333336686,0.016304154057190233,-0.005660556845166526,0.009041302663096013,-0.12012036449967838,-0.10233748388223614
observable,evaluable,29,swallowing,1,0.0014767039694325913,0.001638828063280273,-0.0021109364334842063,0.01581305622201849,-0.058358262105468316,-0.040857852831273314
observable,evaluable,29,facial_emg,1,-0.02363405927164882,-0.014275953012449116,-0.015958371040263247,-0.006493593375103602,-0.11269213878240496,-0.09375913303005151
observable,evaluable,30,head_motion,1,0.047655279911981444,0.04928192173519522,0.03207373780965914,0.038462765500095156,-0.020628282663025736,-0.016243938826368876
observable,evaluable,30,chewing,1,0.06442037153987751,0.06901969713348328,0.04072281645988329,0.04687142600465215,-0.005137038048431341,-0.013852039841630553
observable,evaluable,30,tongue,1,0.058037975888786564,0.0632161966314017,0.0486817460726745,0.053781402203797936,-0.02590465426079653,-0.007027891964194244
observable,evaluable,30,swallowing,1,0.059619560943967434,0.0661489194545152,0.04636838860996752,0.04874963155566748,-0.027386971684696965,-0.02419745558564134
observable,evaluable,30,facial_emg,1,0.06356971381241465,0.06191481929112228,0.04021621463979079,0.046422838400599395,-0.053924848735401446,-0.048933503325316825
oracle,policy,1,head_motion,1,-0.06594359928314154,-0.057651493783124654,-0.011569698065206132,-0.011846556810626841,-0.14076320681028748,-0.06124123156073813
oracle,policy,1,chewing,1,-0.07992754686553537,-0.07260597767762207,-0.01377983110066074,-0.013858540955132384,-0.1231432753258219,-0.043215728460286554
oracle,policy,1,tongue,1,-0.09523084075694702,-0.09029822434383018,-0.025169718328057495,-0.023138789491380075,-0.18007506437899717,-0.07741335738604642
oracle,policy,1,swallowing,1,-0.09323402512853247,-0.08902983611736019,-0.017257841771640366,-0.01643211623197209,-0.14459022242009711,-0.051231835605738206
oracle,policy,1,facial_emg,1,-0.09872730267202737,-0.09371479022532274,-0.022673042222204863,-0.021545733914384527,-0.1646862100798209,-0.0649655343979902
oracle,policy,2,head_motion,1,-0.027709242379392086,-0.027838649316479835,-0.015348783674888773,-0.014716895684423014,-0.07825022907378992,-0.050104346750642424
