erp_amplitude_relative_preservation,erp_latency_relative_preservation,method,motion_coherence_reduction,nonartifact_observation_preservation,observation_change_ratio,output_input_RMS_ratio,protocol,record_rows,reference_free_covariance_distortion,reference_free_psd_distortion,ssvep_phase_relative_preservation,ssvep_snr_relative_preservation
0.6070909983321742,0.92767333984375,DIFF-SHUFFLED,0.014251546973052125,0.7676559802688038,0.232222562461781,0.9333408481130997,S1_MOTION_WITHIN_SESSION,16,0.2016857755023233,0.24027134438802022,0.9840645567105532,0.9420799668868106
0.6116741461582826,0.92767333984375,DIFF-WRONG-1,0.013981097387537982,0.7667229452054016,0.2323028120251062,0.9375403551384807,S1_MOTION_WITHIN_SESSION,16,0.1986142199594424,0.2344136719572513,0.9839846002041799,0.9348533468283382
0.6050366652590207,0.92767333984375,DIFF-WRONG-2,0.013276055057455475,0.7622641327325255,0.2371309889422264,0.9395731495072445,S1_MOTION_WITHIN_SESSION,16,0.20407364147712895,0.24816954314398268,0.9849201998681647,0.9442970858429461
0.6058691118515804,0.92767333984375,DIFF-WRONG-3,0.014893174627407763,0.7390116797566103,0.2605236739715716,0.9531531014169256,S1_MOTION_WITHIN_SESSION,16,0.20382492015203224,0.24307137509458698,0.9838059308670871,0.9224923835964828
0.5106166761907787,0.90020751953125,POP,0.033076652847133424,0.7339817305716375,0.2708305593114346,0.9065087623894215,S1_MOTION_WITHIN_SESSION,16,0.26806248839003943,0.30242469333461486,0.9751475895246696,0.9249560862868531
1.0,1.0,RAW,0.0,1.0,0.0,1.0,S1_MOTION_WITHIN_SESSION,16,0.0,0.0,1.0,1.0
0.30469726630678945,0.8492431640625,DET-MATCH,0.019495264044962823,0.7881805007637013,0.22862483107019216,0.9139740392565727,S2_MOTION_XSPEED,16,0.21181031441154166,0.25811757933115587,0.9741576585604274,0.9554445342950931
0.30189798867367224,0.81689453125,DET-NULL,0.017834277008660138,0.7581053320027422,0.2603507669409737,0.9047275725752115,S2_MOTION_XSPEED,16,0.23807443234336412,0.28818461576884147,0.9749590428239453,0.9436758842699094
0.31271419106678416,0.842529296875,DET-SHUFFLED,0.019155544927343726,0.7847719741403125,0.23212759802117944,0.9124603364616632,S2_MOTION_XSPEED,16,0.21579762872416855,0.2617909587715985,0.9765482385971704,0.9536962972430204
0.28829691994672646,0.81689453125,DET-WRONG-1,0.014462126651778817,0.7740729667712003,0.24135539663257077,0.921145373955369,S2_MOTION_XSPEED,16,0.21745597330439112,0.26792654163728,0.9757853393050675,0.946854266145975
0.5148196385685903,0.9072265625,DET-WRONG-2,0.015085972961969674,0.7923130247218069,0.22259851286071353,0.9206718783825636,S2_MOTION_XSPEED,16,0.20440291018114504,0.24483349479851313,0.9810210270274906,0.953395420857323
0.30691800185039253,0.81201171875,DET-WRONG-3,0.015808767289854586,0.7874371547077317,0.22779970595729537,0.9187348429113626,S2_MOTION_XSPEED,16,0.20656794703811304,0.2499327544501284,0.9763471180207176,0.9586979385162797
0.5230402870327764,0.9029541015625,DIFF-MATCH,0.01533646509051323,0.7888524404261261,0.2176464085932821,0.9233812168240547,S2_MOTION_XSPEED,16,0.21224446349577075,0.24529399909079075,0.986626134769688,0.9451768359298135
0.5077587025277284,0.893798828125,DIFF-NULL,0.018337409128434956,0.7541183893335983,0.25290375761687756,0.912450410425663,S2_MOTION_XSPEED,16,0.24572565286695158,0.2877993393340148,0.9857003511085393,0.943902680817337
0.5077587025277284,0.893798828125,DIFF-POP,0.018337409128434956,0.7541183893335983,0.25290375761687756,0.912450410425663,S2_MOTION_XSPEED,16,0.24572565286695158,0.2877993393340148,0.9857003511085393,0.943902680817337
0.5195512300301213,0.9029541015625,DIFF-SHUFFLED,0.015787251642905176,0.7826216758112423,0.2242624995415099,0.9216962102800608,S2_MOTION_XSPEED,16,0.218556480972319,0.25367939681746066,0.9868419070145393,0.9428964507545352
0.4212745824231686,0.8773193359375,DIFF-WRONG-1,0.016620284761302173,0.7692737468751147,0.23689712380291894,0.9278481230139732,S2_MOTION_XSPEED,16,0.22520363650898573,0.2628695110906847,0.9851673377958611,0.9162558450236687
0.5107052689276904,0.9029541015625,DIFF-WRONG-2,0.015674340771511197,0.7745661418884993,0.23240264126798138,0.9235255271196365,S2_MOTION_XSPEED,16,0.22309244924045865,0.25308973679784685,0.9862253425553446,0.9435640294863931
0.5327861951749046,0.9029541015625,DIFF-WRONG-3,0.014506020001135767,0.7825280161923729,0.22405625571263954,0.9268315490335226,S2_MOTION_XSPEED,16,0.2090735172167392,0.24278608348686248,0.9861778755671324,0.940633513281906
0.3774097515140792,0.891357421875,POP,0.036416929215192795,0.7274132028687745,0.28574910946190357,0.9016338940709829,S2_MOTION_XSPEED,16,0.27542670271037034,0.3136705852812156,0.9747744820839743,0.9230826024112156
1.0,1.0,RAW,0.0,1.0,0.0,1.0,S2_MOTION_XSPEED,16,0.0,0.0,1.0,1.0
