gamma,method,motion_coherence_reduction,nonartifact_observation_preservation,protocol,record_rows,reference_free_covariance_distortion,reference_free_psd_distortion
0.5,DIFF-POP,0.0056072988752591405,0.8729099104401924,S0_STATIC_XSESSION,59,0.12431546391692459,0.14621587141843165
0.75,DIFF-POP,0.01070612151238878,0.8093648845866576,S0_STATIC_XSESSION,59,0.17729375288544802,0.21001140148205272
1.0,DIFF-POP,0.017385133621046097,0.745819821890633,S0_STATIC_XSESSION,59,0.22511588657945258,0.2685003006294117
1.25,DIFF-POP,0.02558053382751295,0.6822747656349408,S0_STATIC_XSESSION,59,0.26860192062708715,0.3224096267278922
0.25,DIFF-SHUFFLED,0.0016249094663535134,0.945437647031336,S0_STATIC_XSESSION,59,0.05298264641676943,0.06224120778457846
0.5,DIFF-SHUFFLED,0.004311953718631955,0.8908752939521761,S0_STATIC_XSESSION,59,0.10149860678987548,0.1200470621618679
0.75,DIFF-SHUFFLED,0.00813906775566481,0.8363129323569395,S0_STATIC_XSESSION,59,0.14607253634145773,0.17396260744308012
1.0,DIFF-SHUFFLED,0.013129812744209322,0.7817505884094763,S0_STATIC_XSESSION,59,0.1872817457856577,0.22456464367145199
1.25,DIFF-SHUFFLED,0.019252147935962274,0.7271882246358919,S0_STATIC_XSESSION,59,0.22573378055919083,0.2724320211652982
0.25,DIFF-WRONG-1,0.0015739209444846137,0.9397434788061527,S0_STATIC_XSESSION,59,0.05960183285607534,0.06838737773093378
0.5,DIFF-WRONG-1,0.004392548290602231,0.8794869567441234,S0_STATIC_XSESSION,59,0.11359256412120454,0.13102262590269922
0.75,DIFF-WRONG-1,0.008514994029271401,0.8192304428982533,S0_STATIC_XSESSION,59,0.16271814472833088,0.18865261992471197
1.0,DIFF-WRONG-1,0.013929461776199987,0.7589739134882466,S0_STATIC_XSESSION,59,0.20785736379770148,0.24214232873992395
1.25,DIFF-WRONG-1,0.02053271066713131,0.6987173851516287,S0_STATIC_XSESSION,59,0.2499989119980725,0.29245435689591753
0.25,DIFF-WRONG-2,0.0017517195162126574,0.9409832818417857,S0_STATIC_XSESSION,59,0.0580817118968777,0.06743469956662443
0.5,DIFF-WRONG-2,0.004699034932053695,0.8819665629574556,S0_STATIC_XSESSION,59,0.11087336172545988,0.1296922890627283
0.75,DIFF-WRONG-2,0.008906990447539394,0.822949849005978,S0_STATIC_XSESSION,59,0.1590397335012234,0.18743452331903626
1.0,DIFF-WRONG-2,0.014370366678399554,0.763933126641027,S0_STATIC_XSESSION,59,0.20332452958372216,0.24137168298712222
1.25,DIFF-WRONG-2,0.021007822542372396,0.7049163978357437,S0_STATIC_XSESSION,59,0.2445231282960708,0.29222693168005703
0.25,DIFF-WRONG-3,0.0017877824730792287,0.9426964293865455,S0_STATIC_XSESSION,59,0.05657436557828532,0.06442834470831489
0.5,DIFF-WRONG-3,0.0047277994138204445,0.8853928583311075,S0_STATIC_XSESSION,59,0.108224565532217,0.12408554792341034
0.75,DIFF-WRONG-3,0.008949529758449329,0.8280892999748052,S0_STATIC_XSESSION,59,0.1555331503406357,0.17956734680712727
1.0,DIFF-WRONG-3,0.014503498514324932,0.7707857173251904,S0_STATIC_XSESSION,59,0.19914185793545872,0.23150353373612387
1.25,DIFF-WRONG-3,0.021299043638726412,0.7134821572798794,S0_STATIC_XSESSION,59,0.2397282840053287,0.28052609817961516
0.25,POP,0.0061652588389687615,0.9326955721855669,S0_STATIC_XSESSION,59,0.08438026928358193,0.0922165318250151
0.5,POP,0.013580386100684181,0.865391145760225,S0_STATIC_XSESSION,59,0.15782729360568015,0.17422905209142778
0.75,POP,0.022429331190000148,0.7980867140626503,S0_STATIC_XSESSION,59,0.22089658235851942,0.24721443084842068
1.0,POP,0.033334858115699334,0.7307822907627639,S0_STATIC_XSESSION,59,0.2742405623848988,0.3118848748568256
1.25,POP,0.04359634161405897,0.6634778866575937,S0_STATIC_XSESSION,59,0.31864347474437815,0.36894353791692497
0.25,RAW,0.0,1.0,S0_STATIC_XSESSION,59,0.0,0.0
0.5,RAW,0.0,1.0,S0_STATIC_XSESSION,59,0.0,0.0
0.75,RAW,0.0,1.0,S0_STATIC_XSESSION,59,0.0,0.0
1.0,RAW,0.0,1.0,S0_STATIC_XSESSION,59,0.0,0.0
1.25,RAW,0.0,1.0,S0_STATIC_XSESSION,59,0.0,0.0
0.25,DET-MATCH,0.0037733231839097913,0.9464448320671732,S1_MOTION_WITHIN_SESSION,61,0.06342326516178041,0.07861943678647952
0.5,DET-MATCH,0.007902190089225769,0.8928896637068542,S1_MOTION_WITHIN_SESSION,61,0.11973527760833999,0.14895357801645734
0.75,DET-MATCH,0.012593768689720357,0.8393344864798863,S1_MOTION_WITHIN_SESSION,61,0.1691131942359898,0.21118595227255624
1.0,DET-MATCH,0.018318527729296295,0.7857793287572558,S1_MOTION_WITHIN_SESSION,61,0.21177860294285378,0.2655447871084554
1.25,DET-MATCH,0.025312888512357336,0.7322241630954821,S1_MOTION_WITHIN_SESSION,61,0.24801466883949108,0.3123181613723244
0.25,DET-NULL,0.0036525020039960988,0.941458930742362,S1_MOTION_WITHIN_SESSION,61,0.06925695600484655,0.08417593532997626
0.5,DET-NULL,0.007582518684326626,0.882917861484724,S1_MOTION_WITHIN_SESSION,61,0.13062636733004923,0.1593272844634828
0.75,DET-NULL,0.012085522570815242,0.8243767754709135,S1_MOTION_WITHIN_SESSION,61,0.1843417752392376,0.22578025912316363
1.0,DET-NULL,0.017707722811181038,0.765835720770916,S1_MOTION_WITHIN_SESSION,61,0.23069103667320828,0.2838832371807123
1.25,DET-NULL,0.024402011185884476,0.7072946592310413,S1_MOTION_WITHIN_SESSION,61,0.2700366180760392,0.3340137510972678
0.25,DET-SHUFFLED,0.003744686266682187,0.9456436518678961,S1_MOTION_WITHIN_SESSION,61,0.06507365536754392,0.07988014052713625
0.5,DET-SHUFFLED,0.00782048998431104,0.8912873034609756,S1_MOTION_WITHIN_SESSION,61,0.12280066531402238,0.1512060550949918
0.75,DET-SHUFFLED,0.01245160342850646,0.8369309596381471,S1_MOTION_WITHIN_SESSION,61,0.17336765860448786,0.2141907106375047
1.0,DET-SHUFFLED,0.018168479601135018,0.7825746084945123,S1_MOTION_WITHIN_SESSION,61,0.21700437793313415,0.2690918435892243
1.25,DET-SHUFFLED,0.024937864392995834,0.7282182587707628,S1_MOTION_WITHIN_SESSION,61,0.2540036029794795,0.3162273312498983
0.25,DET-WRONG-1,0.004069073828028851,0.9448907300524536,S1_MOTION_WITHIN_SESSION,61,0.06379362328270437,0.0771089832577091
0.5,DET-WRONG-1,0.008484521453253558,0.8897814603186533,S1_MOTION_WITHIN_SESSION,61,0.12018968752940458,0.14602653027252585
0.75,DET-WRONG-1,0.01319666564098147,0.8346721963407319,S1_MOTION_WITHIN_SESSION,61,0.1694318366719199,0.20708336105539663
1.0,DET-WRONG-1,0.018460090745423662,0.7795629196601813,S1_MOTION_WITHIN_SESSION,61,0.21183544612359972,0.2606823233597469
1.25,DET-WRONG-1,0.023513510426292655,0.7244536610411816,S1_MOTION_WITHIN_SESSION,61,0.2478215774361682,0.30732606765127085
0.25,DET-WRONG-2,0.0035668795653542532,0.9450615289254634,S1_MOTION_WITHIN_SESSION,61,0.06349326263336634,0.07689105535544394
0.5,DET-WRONG-2,0.007478677285987822,0.8901230577898563,S1_MOTION_WITHIN_SESSION,61,0.11993408747975362,0.145852806966477
0.75,DET-WRONG-2,0.011648597012533516,0.8351845729973961,S1_MOTION_WITHIN_SESSION,61,0.1697329315503981,0.2073556551648701
1.0,DET-WRONG-2,0.015850666696663764,0.7802461144804466,S1_MOTION_WITHIN_SESSION,61,0.21340987922442886,0.26198746146420476
1.25,DET-WRONG-2,0.020007014732624662,0.7253076164204566,S1_MOTION_WITHIN_SESSION,61,0.2515771713545866,0.3104499187167795
0.25,DET-WRONG-3,0.003192125468469057,0.9448255664806385,S1_MOTION_WITHIN_SESSION,61,0.06353738184809325,0.07557721746146495
0.5,DET-WRONG-3,0.006577448217106647,0.8896511326559254,S1_MOTION_WITHIN_SESSION,61,0.12047608749097342,0.14361522431851778
0.75,DET-WRONG-3,0.010186865284550385,0.8344767053352028,S1_MOTION_WITHIN_SESSION,61,0.17107203958189843,0.20451178271934145
1.0,DET-WRONG-3,0.014171810240530576,0.7793022670218201,S1_MOTION_WITHIN_SESSION,61,0.21562863741536054,0.2586385079003016
1.25,DET-WRONG-3,0.01864680452424972,0.7241278346627951,S1_MOTION_WITHIN_SESSION,61,0.2545147587388682,0.3063746599373637
0.25,DIFF-MATCH,0.0019193833663326795,0.9437967899759285,S1_MOTION_WITHIN_SESSION,61,0.05648819908950439,0.06507592175736046
0.5,DIFF-MATCH,0.004959588229167657,0.8875935791579427,S1_MOTION_WITHIN_SESSION,61,0.10787743852113628,0.12541039281936942
0.75,DIFF-MATCH,0.009212452307587764,0.8313903847678763,S1_MOTION_WITHIN_SESSION,61,0.1546912537744386,0.1815464657227524
1.0,DIFF-MATCH,0.014707117509402212,0.7751871591708699,S1_MOTION_WITHIN_SESSION,61,0.19751429546901975,0.2340351071697278
1.25,DIFF-MATCH,0.021397204947520475,0.7189839591012627,S1_MOTION_WITHIN_SESSION,61,0.23697330075370662,0.2833975396561818
0.25,DIFF-NULL,0.002157591222251048,0.936791786908737,S1_MOTION_WITHIN_SESSION,61,0.06471461890635209,0.07588743055086644
0.5,DIFF-NULL,0.00574757952670582,0.8735835740617552,S1_MOTION_WITHIN_SESSION,61,0.1229547894582353,0.14522363607328934
0.75,DIFF-NULL,0.010855005657086607,0.8103753594895367,S1_MOTION_WITHIN_SESSION,61,0.17534167347614243,0.20863014734426483
1.0,DIFF-NULL,0.017432420438186068,0.7471671484288622,S1_MOTION_WITHIN_SESSION,61,0.22258336371307746,0.26676765930090773
1.25,DIFF-NULL,0.025301716336217084,0.683958923657898,S1_MOTION_WITHIN_SESSION,61,0.265456649758197,0.32030141500175974
0.25,DIFF-POP,0.002157591222251048,0.936791786908737,S1_MOTION_WITHIN_SESSION,61,0.06471461890635209,0.07588743055086644
0.5,DIFF-POP,0.00574757952670582,0.8735835740617552,S1_MOTION_WITHIN_SESSION,61,0.1229547894582353,0.14522363607328934
0.75,DIFF-POP,0.010855005657086607,0.8103753594895367,S1_MOTION_WITHIN_SESSION,61,0.17534167347614243,0.20863014734426483
1.0,DIFF-POP,0.017432420438186068,0.7471671484288622,S1_MOTION_WITHIN_SESSION,61,0.22258336371307746,0.26676765930090773
1.25,DIFF-POP,0.025301716336217084,0.683958923657898,S1_MOTION_WITHIN_SESSION,61,0.265456649758197,0.32030141500175974
0.25,DIFF-SHUFFLED,0.001923812278470055,0.9423860689228187,S1_MOTION_WITHIN_SESSION,61,0.057890794158851205,0.06700405666268751
0.5,DIFF-SHUFFLED,0.004960925272497974,0.8847721377234967,S1_MOTION_WITHIN_SESSION,61,0.11055372684287443,0.1289982475096085
0.75,DIFF-SHUFFLED,0.00922029966213664,0.827158199959114,S1_MOTION_WITHIN_SESSION,61,0.15852376993712175,0.1865439670404694
1.0,DIFF-SHUFFLED,0.014757173716044817,0.7695442739813054,S1_MOTION_WITHIN_SESSION,61,0.2023896383511431,0.24021354349727025
1.25,DIFF-SHUFFLED,0.021537757096964805,0.7119303407971976,S1_MOTION_WITHIN_SESSION,61,0.24276782351857742,0.2905521543818663
0.25,DIFF-WRONG-1,0.0019321544553901329,0.9419513529502466,S1_MOTION_WITHIN_SESSION,61,0.05619070078816913,0.0642799453458703
0.5,DIFF-WRONG-1,0.004981489241367481,0.883902706053169,S1_MOTION_WITHIN_SESSION,61,0.10762897171034241,0.12420558004227818
0.75,DIFF-WRONG-1,0.009200621823795507,0.8258540676754029,S1_MOTION_WITHIN_SESSION,61,0.15525933309408177,0.18078011506405034
1.0,DIFF-WRONG-1,0.014543375672131289,0.7678054121063381,S1_MOTION_WITHIN_SESSION,61,0.1999259542859138,0.2347763970066778
1.25,DIFF-WRONG-1,0.02080527647230469,0.7097567826143054,S1_MOTION_WITHIN_SESSION,61,0.24240096570933076,0.2868642735554547
0.25,DIFF-WRONG-2,0.0015909326736067162,0.9409439702228201,S1_MOTION_WITHIN_SESSION,61,0.05649682495961759,0.06517830278083193
0.5,DIFF-WRONG-2,0.004373533895514051,0.8818879391326279,S1_MOTION_WITHIN_SESSION,61,0.109006168735964,0.12795942035488417
0.75,DIFF-WRONG-2,0.008451002054527158,0.8228319163021983,S1_MOTION_WITHIN_SESSION,61,0.15832830999243167,0.18926486672192325
1.0,DIFF-WRONG-2,0.013846124934612727,0.7637758789980997,S1_MOTION_WITHIN_SESSION,61,0.20517173193673655,0.249780964411673
1.25,DIFF-WRONG-2,0.020445134093771217,0.7047198387320901,S1_MOTION_WITHIN_SESSION,61,0.2502723301451054,0.3101554881231707
0.25,DIFF-WRONG-3,0.00195302991349189,0.9347661913174098,S1_MOTION_WITHIN_SESSION,61,0.05793948026458793,0.06664905563515962
0.5,DIFF-WRONG-3,0.005133971968879466,0.8695323826653547,S1_MOTION_WITHIN_SESSION,61,0.11079521066535725,0.12874843519119944
0.75,DIFF-WRONG-3,0.009617290596981517,0.8042985629901046,S1_MOTION_WITHIN_SESSION,61,0.159416010694181,0.18733222651310633
1.0,DIFF-WRONG-3,0.015373404550014949,0.7390647665521161,S1_MOTION_WITHIN_SESSION,61,0.20466804881480938,0.2432981042160851
1.25,DIFF-WRONG-3,0.02225050543908213,0.6738309490753979,S1_MOTION_WITHIN_SESSION,61,0.2474357386031547,0.2974344043397024
0.25,POP,0.0062816803206185825,0.9331992479865668,S1_MOTION_WITHIN_SESSION,61,0.08330713856974602,0.09036815388616724
0.5,POP,0.013826833427196643,0.8663984952402897,S1_MOTION_WITHIN_SESSION,61,0.1557517008398763,0.17058295263435508
0.75,POP,0.022900736020481,0.7995977344327285,S1_MOTION_WITHIN_SESSION,61,0.217833921757718,0.24172940749491825
1.0,POP,0.03404163652420288,0.7327969914577046,S1_MOTION_WITHIN_SESSION,61,0.2701595604506261,0.3044726690735485
1.25,POP,0.044505567457832275,0.6659962275966269,S1_MOTION_WITHIN_SESSION,61,0.31347744149913737,0.35946510539802373
0.25,RAW,0.0,1.0,S1_MOTION_WITHIN_SESSION,61,0.0,0.0
0.5,RAW,0.0,1.0,S1_MOTION_WITHIN_SESSION,61,0.0,0.0
0.75,RAW,0.0,1.0,S1_MOTION_WITHIN_SESSION,61,0.0,0.0
1.0,RAW,0.0,1.0,S1_MOTION_WITHIN_SESSION,61,0.0,0.0
1.25,RAW,0.0,1.0,S1_MOTION_WITHIN_SESSION,61,0.0,0.0
0.25,DET-MATCH,0.004231695085763931,0.9461732215015217,S2_MOTION_XSPEED,30,0.06581216525375702,0.07804497100490455
0.5,DET-MATCH,0.008707048123081524,0.8923464418854564,S2_MOTION_XSPEED,30,0.12385771167404426,0.14769446333715072
0.75,DET-MATCH,0.013661457474033039,0.8385196706590553,S2_MOTION_XSPEED,30,0.17429856025389373,0.20913776179465154
1.0,DET-MATCH,0.019742570693294208,0.7846928850126763,S2_MOTION_XSPEED,30,0.2173513241020795,0.2626196473216017
1.25,DET-MATCH,0.02701032211383184,0.730866139413168,S2_MOTION_XSPEED,30,0.253314194243864,0.30846321894787254
0.25,DET-NULL,0.0039968224863211315,0.9387526113384713,S2_MOTION_XSPEED,30,0.07480083524873347,0.08756102473319818
0.5,DET-NULL,0.008011170973380407,0.877505220953996,S2_MOTION_XSPEED,30,0.14034927432135333,0.16537630615445476
0.75,DET-NULL,0.012522412836551667,0.8162578368249039,S2_MOTION_XSPEED,30,0.1969080053820102,0.23375384599591295
1.0,DET-NULL,0.018440300847093263,0.7550104448882242,S2_MOTION_XSPEED,30,0.2448218796916568,0.2930796240611623
1.25,DET-NULL,0.025682111829519273,0.6937630592845381,S2_MOTION_XSPEED,30,0.2845519288386751,0.34384330043879646
0.25,DET-SHUFFLED,0.004028882707158724,0.9454232509403179,S2_MOTION_XSPEED,30,0.06715612157177836,0.0791880986575658
0.5,DET-SHUFFLED,0.008433889473478,0.8908465016478052,S2_MOTION_XSPEED,30,0.12633772417539352,0.14980383859171223
0.75,DET-SHUFFLED,0.013532433162132899,0.8362697541403273,S2_MOTION_XSPEED,30,0.17772195347078856,0.21205348487322528
1.0,DET-SHUFFLED,0.01989057237903277,0.7816930030162136,S2_MOTION_XSPEED,30,0.2215445068071653,0.2662019616148124
1.25,DET-SHUFFLED,0.026964245239893596,0.7271162670416137,S2_MOTION_XSPEED,30,0.2581287496252948,0.31259799705197416
0.25,DET-WRONG-1,0.0034165746221939725,0.9426025905413553,S2_MOTION_XSPEED,30,0.06803298806663284,0.08098869000095874
0.5,DET-WRONG-1,0.007072374224662781,0.8852051800892998,S2_MOTION_XSPEED,30,0.12736336319246946,0.15275794994086028
0.75,DET-WRONG-1,0.011219618966182072,0.8278077503976723,S2_MOTION_XSPEED,30,0.17864009673843684,0.21596406062599272
1.0,DET-WRONG-1,0.016340455164511998,0.770410360644261,S2_MOTION_XSPEED,30,0.2227312910841378,0.2714607879674683
1.25,DET-WRONG-1,0.021429955214262008,0.713012924293677,S2_MOTION_XSPEED,30,0.2606625029567661,0.32024193527176975
0.25,DET-WRONG-2,0.003397067760427793,0.947242281298774,S2_MOTION_XSPEED,30,0.06235538956302166,0.07209406687955683
0.5,DET-WRONG-2,0.006805152073502541,0.8944845624578496,S2_MOTION_XSPEED,30,0.11789937717561413,0.13737004259601235
0.75,DET-WRONG-2,0.010371328517794608,0.8417268329299986,S2_MOTION_XSPEED,30,0.16684411924155496,0.1960770603424559
1.0,DET-WRONG-2,0.014623071377476057,0.7889691232082744,S2_MOTION_XSPEED,30,0.20945337593948718,0.24851372965301077
1.25,DET-WRONG-2,0.020169859752058983,0.7362113788723945,S2_MOTION_XSPEED,30,0.24605854840327002,0.29503794382326304
0.25,DET-WRONG-3,0.003961792464057604,0.9462035861525995,S2_MOTION_XSPEED,30,0.0631683328032893,0.07406503995492433
0.5,DET-WRONG-3,0.007886457567413649,0.8924071718162546,S2_MOTION_XSPEED,30,0.11934512953586232,0.14070890344058473
0.75,DET-WRONG-3,0.011768801386157672,0.8386107722762972,S2_MOTION_XSPEED,30,0.16877832986189,0.20025889821505796
1.0,DET-WRONG-3,0.01619663697977861,0.7848143431358039,S2_MOTION_XSPEED,30,0.21177378178184514,0.2531002304361512
1.25,DET-WRONG-3,0.021813004463911056,0.7310179326683283,S2_MOTION_XSPEED,30,0.24870805379355662,0.29968145545572045
0.25,DIFF-MATCH,0.002265088508526484,0.9472370613832026,S2_MOTION_XSPEED,30,0.06132160012938226,0.06847769177208345
0.5,DIFF-MATCH,0.0057970605790615085,0.8944741218040387,S2_MOTION_XSPEED,30,0.11748402714164834,0.1321660484497746
0.75,DIFF-MATCH,0.010610293845335643,0.8417111658180754,S2_MOTION_XSPEED,30,0.16875605053141088,0.19133565646285813
1.0,DIFF-MATCH,0.016692392031351724,0.7889482446014882,S2_MOTION_XSPEED,30,0.21545534539712788,0.24628304143746693
1.25,DIFF-MATCH,0.024017163614432017,0.736185331766804,S2_MOTION_XSPEED,30,0.25795217763534173,0.29732562669863305
0.25,DIFF-NULL,0.002653672794500987,0.9384853789582849,S2_MOTION_XSPEED,30,0.07297342811283748,0.0823597526177764
0.5,DIFF-NULL,0.006839438776175181,0.8769707579786579,S2_MOTION_XSPEED,30,0.1387402504035102,0.15775836650282143
0.75,DIFF-NULL,0.012584435815612475,0.8154561586678029,S2_MOTION_XSPEED,30,0.1976576255157031,0.2265366056933999
1.0,DIFF-NULL,0.019838063046336174,0.7539415179441372,S2_MOTION_XSPEED,30,0.25015797428831665,0.289078141314288
1.25,DIFF-NULL,0.028583944588899613,0.6924269030491511,S2_MOTION_XSPEED,30,0.2967609021446993,0.34580841412146884
0.25,DIFF-POP,0.002653672794500987,0.9384853789582849,S2_MOTION_XSPEED,30,0.07297342811283748,0.0823597526177764
0.5,DIFF-POP,0.006839438776175181,0.8769707579786579,S2_MOTION_XSPEED,30,0.1387402504035102,0.15775836650282143
0.75,DIFF-POP,0.012584435815612475,0.8154561586678029,S2_MOTION_XSPEED,30,0.1976576255157031,0.2265366056933999
1.0,DIFF-POP,0.019838063046336174,0.7539415179441372,S2_MOTION_XSPEED,30,0.25015797428831665,0.289078141314288
1.25,DIFF-POP,0.028583944588899613,0.6924269030491511,S2_MOTION_XSPEED,30,0.2967609021446993,0.34580841412146884
0.25,DIFF-SHUFFLED,0.002346032237013181,0.9457823356303076,S2_MOTION_XSPEED,30,0.06339510259736246,0.0710249018855393
0.5,DIFF-SHUFFLED,0.005969075486063957,0.8915646718194087,S2_MOTION_XSPEED,30,0.12135847169082255,0.13692469177767636
0.75,DIFF-SHUFFLED,0.010918314382433892,0.8373470215747754,S2_MOTION_XSPEED,30,0.17416749952767124,0.19797784279411038
1.0,DIFF-SHUFFLED,0.017185071483254433,0.7831293410932024,S2_MOTION_XSPEED,30,0.2221498918879876,0.2544904160002867
1.25,DIFF-SHUFFLED,0.02472523512939612,0.7289116845776638,S2_MOTION_XSPEED,30,0.26568726440757845,0.306790847145021
0.25,DIFF-WRONG-1,0.0023529848704735437,0.9420658502727747,S2_MOTION_XSPEED,30,0.06545720655825979,0.07314924619471033
0.5,DIFF-WRONG-1,0.006134044999877612,0.8841317018804451,S2_MOTION_XSPEED,30,0.1251269699135116,0.14115835428237916
0.75,DIFF-WRONG-1,0.011486303930481275,0.8261975439886252,S2_MOTION_XSPEED,30,0.17966743332939247,0.20470247290407617
1.0,DIFF-WRONG-1,0.018464484438300132,0.7682634032020966,S2_MOTION_XSPEED,30,0.22984428300942866,0.2644615499302745
1.25,DIFF-WRONG-1,0.026980309560894967,0.7103292681276798,S2_MOTION_XSPEED,30,0.2765096595837892,0.3210943413277467
0.25,DIFF-WRONG-2,0.0024127211421728135,0.9437747581085811,S2_MOTION_XSPEED,30,0.06491549432364907,0.07132688219038148
0.5,DIFF-WRONG-2,0.005995521942774455,0.8875495150374869,S2_MOTION_XSPEED,30,0.12398734993663603,0.1372401434307297
0.75,DIFF-WRONG-2,0.010861452668905258,0.8313242683187128,S2_MOTION_XSPEED,30,0.1776003306550155,0.19809697714323798
1.0,DIFF-WRONG-2,0.017019324998060862,0.775099032620589,S2_MOTION_XSPEED,30,0.22621016891347592,0.2542940771828095
