fold,match_basis_query_operator_distance,match_basis_support_operator_distance,operator_aux_query_error,participant,seed,session,task,wrong_basis_query_operator_distance
0,3.0395283699035645,3.0394110679626465,0.8754627704620361,sub-03,20260825,ses-02,ERP,3.050196409225464
0,3.088380813598633,3.08579683303833,1.0644993782043457,sub-05,20260825,ses-02,SSVEP,3.0833985805511475
0,3.087325096130371,3.064582347869873,0.7658094167709351,sub-02,20260825,ses-03,ERP,3.0586886405944824
0,3.130110025405884,3.1313915252685547,0.926914393901825,sub-02,20260825,ses-04,ERP,3.105228900909424
0,3.1396541595458984,3.1330623626708984,0.9994840025901794,sub-02,20260825,ses-03,SSVEP,3.029276132583618
0,3.0316264629364014,3.0346920490264893,0.9250911474227905,sub-03,20260825,ses-02,ERP,3.04862904548645
0,3.0581862926483154,2.993854284286499,0.8864220976829529,sub-03,20260825,ses-04,ERP,3.091970205307007
0,3.088009834289551,3.0761091709136963,0.7591996192932129,sub-02,20260825,ses-03,ERP,3.0499517917633057
0,3.123692035675049,3.0915303230285645,0.939203143119812,sub-02,20260825,ses-04,SSVEP,3.1243371963500977
0,3.0838541984558105,3.098682403564453,1.275547742843628,sub-05,20260825,ses-02,ERP,3.048722982406616
0,3.1247174739837646,3.133741617202759,0.9765177965164185,sub-02,20260825,ses-04,SSVEP,3.139810562133789
0,3.1013565063476562,3.089942693710327,1.087031364440918,sub-05,20260825,ses-02,SSVEP,3.1076855659484863
0,3.0668020248413086,3.0391108989715576,0.6705989837646484,sub-05,20260825,ses-03,SSVEP,3.096813201904297
0,3.093785285949707,3.080503225326538,1.0253525972366333,sub-02,20260825,ses-02,SSVEP,3.1037378311157227
0,3.1050846576690674,3.113283157348633,0.7985377907752991,sub-05,20260825,ses-04,ERP,3.109468460083008
0,3.115943670272827,3.1328656673431396,0.950151801109314,sub-02,20260825,ses-04,SSVEP,2.9932827949523926
0,3.0992627143859863,3.08263897895813,0.7933778762817383,sub-02,20260825,ses-03,ERP,3.0776453018188477
0,3.142908811569214,3.1230907440185547,0.9462952613830566,sub-02,20260825,ses-04,SSVEP,3.0856847763061523
0,3.061553955078125,3.075971841812134,1.2499942779541016,sub-03,20260825,ses-02,SSVEP,3.064507007598877
0,3.052258253097534,2.995033025741577,0.9075667858123779,sub-03,20260825,ses-03,SSVEP,3.0539369583129883
0,3.0512874126434326,3.0747039318084717,0.5967413187026978,sub-05,20260825,ses-03,ERP,3.069017171859741
0,3.0326571464538574,3.0640268325805664,0.9494109153747559,sub-03,20260825,ses-04,SSVEP,2.9607720375061035
0,3.099898338317871,3.0796303749084473,0.9168359041213989,sub-02,20260825,ses-04,SSVEP,3.150313138961792
0,3.104926586151123,3.128551721572876,0.9053270220756531,sub-02,20260825,ses-04,ERP,3.126481056213379
0,2.9660511016845703,3.0223641395568848,0.7943195700645447,sub-03,20260825,ses-03,ERP,3.0026068687438965
0,3.0951855182647705,3.084764242172241,1.0466939210891724,sub-02,20260825,ses-02,SSVEP,3.0750796794891357
0,3.1257920265197754,3.126296043395996,1.2315281629562378,sub-05,20260825,ses-02,SSVEP,3.127380609512329
0,3.046247959136963,2.9836795330047607,0.9143045544624329,sub-03,20260825,ses-03,SSVEP,3.0568366050720215
0,3.099634885787964,3.0923402309417725,1.1485949754714966,sub-05,20260825,ses-02,SSVEP,3.094012975692749
0,3.093029022216797,3.0747509002685547,0.7666135430335999,sub-02,20260825,ses-03,ERP,3.0954506397247314
0,3.126912832260132,3.134312868118286,0.926299512386322,sub-02,20260825,ses-04,ERP,3.129636526107788
0,3.1023032665252686,3.0875885486602783,0.9636529088020325,sub-02,20260825,ses-04,SSVEP,3.1754684448242188
0,3.078619956970215,3.1071064472198486,0.6726800799369812,sub-02,20260825,ses-02,ERP,3.0959908962249756
0,3.080220937728882,3.021226644515991,0.9999557137489319,sub-03,20260825,ses-04,ERP,3.089542865753174
0,3.100827932357788,3.090991258621216,1.0755064487457275,sub-05,20260825,ses-02,SSVEP,3.1016128063201904
0,3.1408748626708984,3.1335816383361816,1.0003184080123901,sub-02,20260825,ses-03,SSVEP,3.1050639152526855
0,3.0311942100524902,3.0597422122955322,0.9394295811653137,sub-03,20260825,ses-04,SSVEP,3.0360450744628906
0,3.051300048828125,3.0729525089263916,0.5997753143310547,sub-05,20260825,ses-03,ERP,3.0419580936431885
0,3.0550577640533447,3.0571534633636475,0.8735734820365906,sub-03,20260825,ses-02,ERP,3.0477962493896484
0,3.140608310699463,3.1406664848327637,0.9385280609130859,sub-02,20260825,ses-04,ERP,3.1379268169403076
0,3.07395076751709,3.0919902324676514,0.6633278727531433,sub-02,20260825,ses-02,ERP,3.1068317890167236
0,3.140822649002075,3.1326236724853516,1.0015983581542969,sub-02,20260825,ses-03,SSVEP,3.1184585094451904
0,3.0679609775543213,3.108781099319458,1.2627391815185547,sub-05,20260825,ses-02,ERP,3.0662124156951904
0,3.0675861835479736,3.0899927616119385,0.6027515530586243,sub-05,20260825,ses-03,ERP,3.0301685333251953
0,2.976759433746338,3.0390849113464355,0.6799997687339783,sub-03,20260825,ses-03,ERP,3.0808920860290527
0,3.119962692260742,3.127653121948242,0.9493777751922607,sub-02,20260825,ses-04,ERP,3.0187320709228516
0,3.092021942138672,3.059901475906372,0.8197490572929382,sub-05,20260825,ses-04,SSVEP,3.1002962589263916
0,3.0902223587036133,3.067704439163208,1.0304787158966064,sub-02,20260825,ses-02,SSVEP,3.093107223510742
0,3.042848587036133,2.9749319553375244,0.9245375990867615,sub-03,20260825,ses-03,SSVEP,3.067831039428711
0,3.055410385131836,3.0643534660339355,1.1669131517410278,sub-03,20260825,ses-02,SSVEP,3.0623908042907715
0,3.068894147872925,3.0181288719177246,0.920013964176178,sub-03,20260825,ses-03,SSVEP,3.0657050609588623
0,3.0382063388824463,3.069096088409424,0.9550358653068542,sub-03,20260825,ses-04,SSVEP,3.04573655128479
0,3.106410503387451,3.1226210594177246,0.973254382610321,sub-02,20260825,ses-04,SSVEP,3.194977045059204
0,3.069786548614502,3.034911870956421,0.9499683380126953,sub-03,20260825,ses-04,ERP,3.084765911102295
0,3.0732998847961426,3.1208128929138184,1.3461183309555054,sub-05,20260825,ses-02,ERP,3.048793315887451
0,3.113964319229126,3.102938413619995,1.1032335758209229,sub-05,20260825,ses-02,SSVEP,3.0583202838897705
0,3.0959279537200928,3.07736873626709,0.7650143504142761,sub-02,20260825,ses-03,ERP,3.0520331859588623
0,3.141329288482666,3.1385674476623535,1.00203537940979,sub-02,20260825,ses-03,SSVEP,3.119800567626953
0,3.0625553131103516,3.0684564113616943,1.2255592346191406,sub-03,20260825,ses-02,SSVEP,3.0491604804992676
0,3.104428291320801,3.0965442657470703,1.1079816818237305,sub-05,20260825,ses-02,SSVEP,3.0962207317352295
0,2.974519729614258,3.038533926010132,0.6866213083267212,sub-03,20260825,ses-03,ERP,2.9629030227661133
0,3.0714595317840576,3.092764377593994,0.5893989205360413,sub-05,20260825,ses-03,ERP,3.066291570663452
0,3.0840461254119873,3.0403056144714355,1.0039616823196411,sub-03,20260825,ses-04,ERP,3.0713553428649902
0,3.0648934841156006,3.0460221767425537,0.7802444100379944,sub-02,20260825,ses-03,ERP,3.1305091381073
0,3.0830843448638916,3.068495035171509,0.7692408561706543,sub-02,20260825,ses-03,ERP,3.0756001472473145
0,3.101444959640503,3.0870578289031982,1.035902976989746,sub-02,20260825,ses-02,SSVEP,3.0558931827545166
0,3.120335817337036,3.140360116958618,0.9272125363349915,sub-02,20260825,ses-04,ERP,3.0958364009857178
0,3.0909018516540527,3.084566116333008,1.0454344749450684,sub-02,20260825,ses-02,SSVEP,3.0820796489715576
0,3.085573434829712,3.111673355102539,0.6628609895706177,sub-02,20260825,ses-02,ERP,3.0801773071289062
0,3.087907552719116,3.083524703979492,0.9428699016571045,sub-02,20260825,ses-04,SSVEP,3.1818408966064453
0,3.0970242023468018,3.0682168006896973,0.8052353858947754,sub-05,20260825,ses-04,SSVEP,3.120035171508789
0,3.0793540477752686,3.0918679237365723,0.7884477972984314,sub-05,20260825,ses-04,ERP,3.1046407222747803
0,3.0991547107696533,3.071805477142334,0.8021076917648315,sub-05,20260825,ses-04,SSVEP,3.0862345695495605
0,3.0664310455322266,3.0909461975097656,0.6060231328010559,sub-05,20260825,ses-03,ERP,3.1132521629333496
0,3.0412135124206543,3.0531814098358154,0.9476795792579651,sub-03,20260825,ses-02,ERP,3.0392894744873047
0,3.033458948135376,3.066896915435791,0.9622157216072083,sub-03,20260825,ses-04,SSVEP,3.0286993980407715
0,3.124781847000122,3.14579701423645,0.9043785929679871,sub-02,20260825,ses-04,ERP,3.1166553497314453
0,3.128755569458008,3.131490468978882,0.9262071847915649,sub-02,20260825,ses-04,ERP,3.131420135498047
0,3.0560708045959473,3.0739939212799072,1.2784292697906494,sub-03,20260825,ses-02,SSVEP,3.077218532562256
0,3.078249454498291,3.0577595233917236,1.042696475982666,sub-02,20260825,ses-02,SSVEP,3.1788840293884277
0,3.055539608001709,3.036834478378296,0.7797242403030396,sub-02,20260825,ses-03,ERP,3.099442958831787
0,3.0681118965148926,3.114084243774414,1.2710055112838745,sub-05,20260825,ses-02,ERP,3.056666374206543
0,3.0777747631073,3.1110620498657227,1.3151042461395264,sub-05,20260825,ses-02,ERP,3.066922903060913
0,3.0843417644500732,3.1080422401428223,1.2314032316207886,sub-05,20260825,ses-02,ERP,3.0480797290802
0,3.05767560005188,3.0289390087127686,0.6459934711456299,sub-05,20260825,ses-03,SSVEP,3.101972818374634
0,3.126690626144409,3.164271831512451,0.9748085141181946,sub-02,20260825,ses-04,SSVEP,3.1631381511688232
0,3.099785804748535,3.084266185760498,0.7882521152496338,sub-02,20260825,ses-03,ERP,3.0287129878997803
0,3.1436727046966553,3.132822275161743,1.0002328157424927,sub-02,20260825,ses-03,SSVEP,3.0869998931884766
0,3.054872989654541,3.030228614807129,0.6622717976570129,sub-05,20260825,ses-03,SSVEP,3.0852787494659424
0,3.0939548015594482,3.05660343170166,0.8186577558517456,sub-05,20260825,ses-04,SSVEP,3.122136354446411
0,3.0959901809692383,3.078037738800049,1.0380793809890747,sub-02,20260825,ses-02,SSVEP,3.096622943878174
0,3.0704731941223145,3.0909712314605713,0.5973823070526123,sub-05,20260825,ses-03,ERP,3.056812286376953
0,3.069949150085449,3.0523104667663574,0.7887585163116455,sub-02,20260825,ses-03,ERP,3.1021788120269775
0,3.0598185062408447,3.081981658935547,0.5940309166908264,sub-05,20260825,ses-03,ERP,2.9988789558410645
0,3.101922035217285,3.0709474086761475,0.8029011487960815,sub-05,20260825,ses-04,SSVEP,3.079059600830078
0,3.0835745334625244,3.1185641288757324,1.262392520904541,sub-05,20260825,ses-02,ERP,3.0955398082733154
0,3.0894808769226074,3.097834587097168,0.7974478006362915,sub-05,20260825,ses-04,ERP,3.10528826713562
0,3.0578315258026123,3.001171588897705,0.9288274645805359,sub-03,20260825,ses-03,SSVEP,3.072976589202881
0,3.0670926570892334,3.0420966148376465,0.6717529296875,sub-05,20260825,ses-03,SSVEP,3.082162618637085
0,3.0846564769744873,3.11316180229187,1.2653250694274902,sub-05,20260825,ses-02,ERP,3.0637216567993164
0,3.0827372074127197,3.095775604248047,0.7830307483673096,sub-05,20260825,ses-04,ERP,3.097527503967285
0,3.0935020446777344,3.084280014038086,1.104480504989624,sub-05,20260825,ses-02,SSVEP,3.1180129051208496
0,3.0806994438171387,3.0753798484802246,0.7208882570266724,sub-02,20260825,ses-02,ERP,3.1053693294525146
0,3.059206008911133,3.082720994949341,0.5946146249771118,sub-05,20260825,ses-03,ERP,3.0597712993621826
0,3.0808539390563965,3.031867742538452,0.9912431240081787,sub-03,20260825,ses-04,ERP,3.1177284717559814
0,3.01863694190979,3.056029796600342,0.9386449456214905,sub-03,20260825,ses-04,SSVEP,3.032276153564453
0,3.090106964111328,3.068146228790283,1.0317460298538208,sub-05,20260825,ses-02,SSVEP,3.1169724464416504
0,3.0308187007904053,3.0679783821105957,0.9608612656593323,sub-03,20260825,ses-04,SSVEP,3.0310122966766357
0,3.1033308506011963,3.1186182498931885,0.9202343225479126,sub-02,20260825,ses-04,ERP,3.0847558975219727
0,3.1026599407196045,3.0741405487060547,0.7937176823616028,sub-05,20260825,ses-04,SSVEP,3.1075634956359863
0,3.0569417476654053,3.074617862701416,1.2028791904449463,sub-03,20260825,ses-02,SSVEP,3.0206429958343506
0,3.0823826789855957,3.1017704010009766,1.2079145908355713,sub-05,20260825,ses-02,ERP,3.088104724884033
0,3.160658836364746,3.1618692874908447,1.0017255544662476,sub-02,20260825,ses-03,SSVEP,3.099285125732422
0,3.0745553970336914,3.050255298614502,0.9309172034263611,sub-02,20260825,ses-04,SSVEP,3.186358690261841
0,3.1503334045410156,3.1451191902160645,0.9112319350242615,sub-02,20260825,ses-04,ERP,3.1295952796936035
0,3.0913262367248535,3.1024832725524902,0.7879722118377686,sub-05,20260825,ses-04,ERP,3.08172869682312
0,3.038926124572754,3.069631338119507,0.9742836356163025,sub-03,20260825,ses-04,SSVEP,3.0440421104431152
0,3.059649705886841,3.0156383514404297,0.9022157192230225,sub-03,20260825,ses-03,SSVEP,3.0769705772399902
0,3.0893454551696777,3.0836474895477295,0.7136405110359192,sub-02,20260825,ses-02,ERP,3.078930616378784
0,3.055699586868286,3.008741855621338,0.8991130590438843,sub-03,20260825,ses-03,SSVEP,3.0599210262298584
0,3.038700580596924,3.0695509910583496,0.9354664087295532,sub-03,20260825,ses-04,SSVEP,3.029622793197632
0,2.9908392429351807,3.045616865158081,0.6542864441871643,sub-03,20260825,ses-03,ERP,3.0328285694122314
0,2.9909961223602295,3.054595470428467,0.7062110900878906,sub-03,20260825,ses-03,ERP,2.9709439277648926
0,3.0833935737609863,3.1232073307037354,1.3690985441207886,sub-05,20260825,ses-02,ERP,3.10217547416687
0,3.083609104156494,3.0948400497436523,0.699019730091095,sub-02,20260825,ses-02,ERP,3.0745718479156494
0,2.9689338207244873,3.0199990272521973,0.7121971845626831,sub-03,20260825,ses-03,ERP,2.9793944358825684
0,3.078524112701416,3.0888118743896484,0.7826352715492249,sub-05,20260825,ses-04,ERP,3.102217435836792
0,3.0879452228546143,3.0697262287139893,0.780540943145752,sub-02,20260825,ses-03,ERP,3.0860583782196045
0,3.0670368671417236,3.062002658843994,0.880272626876831,sub-03,20260825,ses-02,ERP,3.064791679382324
0,3.1119327545166016,3.109459638595581,0.9361801147460938,sub-02,20260825,ses-04,SSVEP,3.125784158706665
0,3.187379837036133,3.1780519485473633,1.0022602081298828,sub-02,20260825,ses-03,SSVEP,3.0827038288116455
0,3.09257173538208,3.02866268157959,0.9206343293190002,sub-03,20260825,ses-04,ERP,3.0873944759368896
0,3.0851285457611084,3.1105222702026367,0.6593867540359497,sub-02,20260825,ses-02,ERP,3.081178903579712
0,3.080843210220337,3.0744645595550537,0.6932578682899475,sub-02,20260825,ses-02,ERP,3.1067922115325928
0,3.083063840866089,3.098252296447754,0.695220947265625,sub-02,20260825,ses-02,ERP,3.1035542488098145
0,3.0630850791931152,3.044891119003296,0.7017217874526978,sub-05,20260825,ses-03,SSVEP,3.0878076553344727
0,3.090813636779785,3.1245245933532715,1.3998866081237793,sub-05,20260825,ses-02,ERP,3.116368532180786
0,3.0843591690063477,3.0721065998077393,1.0436519384384155,sub-02,20260825,ses-02,SSVEP,3.071742296218872
0,2.8062751293182373,2.805582046508789,0.9498167634010315,sub-03,20260826,ses-04,ERP,2.8038992881774902
0,2.7284319400787354,2.7634899616241455,1.2864713668823242,sub-05,20260826,ses-02,ERP,2.692131996154785
0,2.667929172515869,2.718766927719116,0.5662474036216736,sub-03,20260826,ses-03,ERP,2.711671829223633
0,2.795130968093872,2.824460506439209,0.6468509435653687,sub-03,20260826,ses-02,ERP,2.7516682147979736
0,2.7392678260803223,2.75221586227417,0.5567103624343872,sub-05,20260826,ses-03,ERP,2.7617685794830322
0,2.7340612411499023,2.7669143676757812,1.1323840618133545,sub-05,20260826,ses-02,ERP,2.7269697189331055
0,2.771399736404419,2.737433671951294,0.8067499399185181,sub-05,20260826,ses-04,SSVEP,2.8217756748199463
0,2.764296770095825,2.7242274284362793,0.5202745199203491,sub-05,20260826,ses-03,SSVEP,2.786438465118408
0,2.7564821243286133,2.7870521545410156,0.6858391761779785,sub-03,20260826,ses-02,ERP,2.800365686416626
0,2.6620848178863525,2.7109792232513428,0.5477848052978516,sub-03,20260826,ses-03,ERP,2.6928539276123047
0,2.738419771194458,2.7722220420837402,0.7269138693809509,sub-03,20260826,ses-02,ERP,2.81358003616333
0,2.7605512142181396,2.745562791824341,1.9850609302520752,sub-03,20260826,ses-02,SSVEP,2.803579568862915
0,2.7511866092681885,2.67360258102417,0.6825507879257202,sub-02,20260826,ses-03,ERP,2.7562673091888428
0,3.0827953815460205,3.0598392486572266,1.006759762763977,sub-02,20260826,ses-03,SSVEP,2.9830434322357178
0,2.71669864654541,2.8478612899780273,0.8289718627929688,sub-02,20260826,ses-04,ERP,2.672013998031616
0,2.813276767730713,2.805551290512085,0.935562014579773,sub-03,20260826,ses-04,ERP,2.7426817417144775
0,2.765744209289551,2.7310426235198975,0.8220681548118591,sub-05,20260826,ses-04,SSVEP,2.7828121185302734
0,2.749664783477783,2.7608962059020996,0.5686628818511963,sub-05,20260826,ses-03,ERP,2.759077548980713
0,2.827793598175049,2.837836980819702,0.9297656416893005,sub-03,20260826,ses-04,ERP,2.7813477516174316
0,2.749518871307373,2.782648801803589,0.6898302435874939,sub-03,20260826,ses-02,ERP,2.753087043762207
0,2.7288260459899902,2.7600154876708984,1.2106801271438599,sub-05,20260826,ses-02,ERP,2.6833488941192627
0,2.813448429107666,2.842532157897949,0.9539502859115601,sub-03,20260826,ses-04,SSVEP,2.731783866882324
0,2.6748600006103516,2.6955790519714355,0.8925085663795471,sub-03,20260826,ses-03,SSVEP,2.6880548000335693
0,2.7927613258361816,2.7738869190216064,0.7858917117118835,sub-05,20260826,ses-04,ERP,2.8027868270874023
0,2.6671295166015625,2.722318649291992,0.5626723766326904,sub-03,20260826,ses-03,ERP,2.761920928955078
0,2.7705705165863037,2.7316153049468994,0.5695328712463379,sub-05,20260826,ses-03,SSVEP,2.7651443481445312
0,2.7627816200256348,2.7144627571105957,0.5166576504707336,sub-05,20260826,ses-03,SSVEP,2.8225786685943604
0,2.7396373748779297,2.6507914066314697,0.7510110139846802,sub-02,20260826,ses-03,ERP,2.754138231277466
0,2.7892935276031494,2.772672653198242,0.7657855153083801,sub-05,20260826,ses-04,ERP,2.8371894359588623
0,2.795447826385498,2.7768442630767822,0.7822160124778748,sub-05,20260826,ses-04,ERP,2.7703566551208496
0,2.8255763053894043,2.828751564025879,0.9425733089447021,sub-03,20260826,ses-04,ERP,2.734646797180176
0,2.7447543144226074,2.7721245288848877,0.7204784750938416,sub-03,20260826,ses-02,ERP,2.888113498687744
0,2.792478322982788,2.7741692066192627,0.7818819880485535,sub-05,20260826,ses-04,ERP,2.8430349826812744
0,2.747236967086792,2.698410987854004,0.6119922995567322,sub-02,20260826,ses-02,ERP,2.776294708251953
0,2.754852056503296,2.739299774169922,1.9803037643432617,sub-03,20260826,ses-02,SSVEP,2.7635371685028076
0,2.7950828075408936,2.8233582973480225,0.9550381302833557,sub-03,20260826,ses-04,SSVEP,2.749859571456909
0,2.804961919784546,2.790802001953125,0.9338001012802124,sub-03,20260826,ses-04,ERP,2.7833664417266846
0,2.7741026878356934,2.7773544788360596,0.7679589986801147,sub-05,20260826,ses-02,SSVEP,2.8074445724487305
0,2.825730085372925,2.829019546508789,0.9238451719284058,sub-03,20260826,ses-04,ERP,2.789828300476074
0,2.75,2.688326358795166,0.5779374837875366,sub-02,20260826,ses-02,ERP,2.702749490737915
0,2.7917208671569824,2.824094533920288,0.6764121651649475,sub-03,20260826,ses-02,ERP,2.788945198059082
0,2.7436509132385254,2.6699883937835693,0.6933040022850037,sub-02,20260826,ses-03,ERP,2.703730344772339
0,2.7965428829193115,2.8282978534698486,0.9498021006584167,sub-03,20260826,ses-04,SSVEP,2.7472681999206543
0,2.912564754486084,2.940528392791748,0.9616736769676208,sub-02,20260826,ses-04,SSVEP,2.8793931007385254
0,2.667773485183716,2.7185614109039307,0.542873740196228,sub-03,20260826,ses-03,ERP,2.699855089187622
0,2.6707658767700195,2.7331318855285645,0.53376704454422,sub-03,20260826,ses-03,ERP,2.7004377841949463
0,2.7596538066864014,2.7536308765411377,1.3347113132476807,sub-03,20260826,ses-02,SSVEP,2.716376543045044
0,2.7401952743530273,2.7535598278045654,1.1934744119644165,sub-05,20260826,ses-02,ERP,2.6924591064453125
0,2.788761615753174,2.7908289432525635,0.9581820368766785,sub-03,20260826,ses-04,ERP,2.7906277179718018
0,2.785245656967163,2.8251681327819824,0.9721193909645081,sub-03,20260826,ses-04,SSVEP,2.801257848739624
0,2.770268201828003,2.7324841022491455,0.7984538674354553,sub-05,20260826,ses-04,SSVEP,3.108261823654175
0,2.836245059967041,2.858048439025879,0.9077510833740234,sub-03,20260826,ses-04,ERP,2.8069231510162354
0,2.736624002456665,2.690664768218994,0.587894082069397,sub-02,20260826,ses-02,ERP,2.761068344116211
0,2.7887542247772217,2.7720959186553955,0.7702105045318604,sub-05,20260826,ses-04,ERP,2.7933061122894287
0,2.783505916595459,2.7910525798797607,0.7017649412155151,sub-05,20260826,ses-02,SSVEP,2.8030710220336914
0,2.6533892154693604,2.680117607116699,0.8997378349304199,sub-03,20260826,ses-03,SSVEP,2.629570960998535
0,2.8090877532958984,2.806008815765381,0.9383830428123474,sub-03,20260826,ses-04,ERP,2.8830480575561523
0,2.765127420425415,2.708611249923706,0.5127117037773132,sub-05,20260826,ses-03,SSVEP,2.8799476623535156
