attention_entropy,attention_max,context_distance,fold,match_basis_query_operator_distance,match_basis_support_operator_distance,operator_aux_query_error,participant,seed,session,task,wrong_basis_query_operator_distance
2.770470142364502,0.0692891925573349,1.068018913269043,0,3.0395283699035645,3.0394110679626465,0.8754627704620361,sub-03,20260825,ses-02,ERP,3.050196409225464
2.767760992050171,0.07242804765701294,1.9006223678588867,0,3.088380813598633,3.08579683303833,1.0644993782043457,sub-05,20260825,ses-02,SSVEP,3.0833985805511475
2.770876169204712,0.06744879484176636,1.1378697156906128,0,3.087325096130371,3.064582347869873,0.7658094167709351,sub-02,20260825,ses-03,ERP,3.0586886405944824
2.769099712371826,0.07130485028028488,1.122330665588379,0,3.130110025405884,3.1313915252685547,0.926914393901825,sub-02,20260825,ses-04,ERP,3.105228900909424
2.6964402198791504,0.10586676746606827,9.506224632263184,0,3.1396541595458984,3.1330623626708984,0.9994840025901794,sub-02,20260825,ses-03,SSVEP,3.029276132583618
2.7718513011932373,0.06643854826688766,1.6223901510238647,0,3.0316264629364014,3.0346920490264893,0.9250911474227905,sub-03,20260825,ses-02,ERP,3.04862904548645
2.770228147506714,0.0722067803144455,1.5703116655349731,0,3.0581862926483154,2.993854284286499,0.8864220976829529,sub-03,20260825,ses-04,ERP,3.091970205307007
2.7661490440368652,0.07519804686307907,2.6867499351501465,0,3.088009834289551,3.0761091709136963,0.7591996192932129,sub-02,20260825,ses-03,ERP,3.0499517917633057
2.7685463428497314,0.07315447926521301,1.9235684871673584,0,3.123692035675049,3.0915303230285645,0.939203143119812,sub-02,20260825,ses-04,SSVEP,3.1243371963500977
2.7693610191345215,0.07133940607309341,1.0800155401229858,0,3.0838541984558105,3.098682403564453,1.275547742843628,sub-05,20260825,ses-02,ERP,3.048722982406616
2.7701663970947266,0.07170632481575012,1.2019425630569458,0,3.1247174739837646,3.133741617202759,0.9765177965164185,sub-02,20260825,ses-04,SSVEP,3.139810562133789
2.768153667449951,0.07183733582496643,1.3155698776245117,0,3.1013565063476562,3.089942693710327,1.087031364440918,sub-05,20260825,ses-02,SSVEP,3.1076855659484863
2.7334256172180176,0.0832001268863678,1.6863956451416016,0,3.0668020248413086,3.0391108989715576,0.6705989837646484,sub-05,20260825,ses-03,SSVEP,3.096813201904297
2.756908893585205,0.09110762178897858,0.7033588290214539,0,3.093785285949707,3.080503225326538,1.0253525972366333,sub-02,20260825,ses-02,SSVEP,3.1037378311157227
2.770885467529297,0.06886458396911621,0.8245571851730347,0,3.1050846576690674,3.113283157348633,0.7985377907752991,sub-05,20260825,ses-04,ERP,3.109468460083008
2.764052629470825,0.09217994660139084,8.974020004272461,0,3.115943670272827,3.1328656673431396,0.950151801109314,sub-02,20260825,ses-04,SSVEP,2.9932827949523926
2.7655935287475586,0.07928304374217987,1.0009325742721558,0,3.0992627143859863,3.08263897895813,0.7933778762817383,sub-02,20260825,ses-03,ERP,3.0776453018188477
2.7527403831481934,0.10283821076154709,2.325692653656006,0,3.142908811569214,3.1230907440185547,0.9462952613830566,sub-02,20260825,ses-04,SSVEP,3.0856847763061523
2.769336700439453,0.06894396990537643,1.7930903434753418,0,3.061553955078125,3.075971841812134,1.2499942779541016,sub-03,20260825,ses-02,SSVEP,3.064507007598877
2.7702956199645996,0.06786056607961655,0.9363722801208496,0,3.052258253097534,2.995033025741577,0.9075667858123779,sub-03,20260825,ses-03,SSVEP,3.0539369583129883
2.7691421508789062,0.06803102791309357,2.0664730072021484,0,3.0512874126434326,3.0747039318084717,0.5967413187026978,sub-05,20260825,ses-03,ERP,3.069017171859741
2.7699546813964844,0.06963381916284561,9.129827499389648,0,3.0326571464538574,3.0640268325805664,0.9494109153747559,sub-03,20260825,ses-04,SSVEP,2.9607720375061035
2.76887845993042,0.0717645213007927,1.5529221296310425,0,3.099898338317871,3.0796303749084473,0.9168359041213989,sub-02,20260825,ses-04,SSVEP,3.150313138961792
2.7674753665924072,0.07985519617795944,1.1579139232635498,0,3.104926586151123,3.128551721572876,0.9053270220756531,sub-02,20260825,ses-04,ERP,3.126481056213379
2.7719099521636963,0.06595226377248764,2.462099313735962,0,2.9660511016845703,3.0223641395568848,0.7943195700645447,sub-03,20260825,ses-03,ERP,3.0026068687438965
2.759230613708496,0.07562825828790665,2.1307265758514404,0,3.0951855182647705,3.084764242172241,1.0466939210891724,sub-02,20260825,ses-02,SSVEP,3.0750796794891357
2.756430149078369,0.0744156762957573,4.416628360748291,0,3.1257920265197754,3.126296043395996,1.2315281629562378,sub-05,20260825,ses-02,SSVEP,3.127380609512329
2.7705514430999756,0.07120149582624435,0.6318070292472839,0,3.046247959136963,2.9836795330047607,0.9143045544624329,sub-03,20260825,ses-03,SSVEP,3.0568366050720215
2.7416446208953857,0.07889111340045929,1.32565438747406,0,3.099634885787964,3.0923402309417725,1.1485949754714966,sub-05,20260825,ses-02,SSVEP,3.094012975692749
2.7686843872070312,0.06935598701238632,0.7007178068161011,0,3.093029022216797,3.0747509002685547,0.7666135430335999,sub-02,20260825,ses-03,ERP,3.0954506397247314
2.769711494445801,0.0732017308473587,0.998019814491272,0,3.126912832260132,3.134312868118286,0.926299512386322,sub-02,20260825,ses-04,ERP,3.129636526107788
2.7562501430511475,0.08051076531410217,1.9327218532562256,0,3.1023032665252686,3.0875885486602783,0.9636529088020325,sub-02,20260825,ses-04,SSVEP,3.1754684448242188
2.768758535385132,0.0712200477719307,1.0532867908477783,0,3.078619956970215,3.1071064472198486,0.6726800799369812,sub-02,20260825,ses-02,ERP,3.0959908962249756
2.7715559005737305,0.06634631752967834,1.3584601879119873,0,3.080220937728882,3.021226644515991,0.9999557137489319,sub-03,20260825,ses-04,ERP,3.089542865753174
2.7638156414031982,0.07213335484266281,0.9192184805870056,0,3.100827932357788,3.090991258621216,1.0755064487457275,sub-05,20260825,ses-02,SSVEP,3.1016128063201904
2.673926591873169,0.138624370098114,9.739595413208008,0,3.1408748626708984,3.1335816383361816,1.0003184080123901,sub-02,20260825,ses-03,SSVEP,3.1050639152526855
2.7697839736938477,0.06824791431427002,0.9936001896858215,0,3.0311942100524902,3.0597422122955322,0.9394295811653137,sub-03,20260825,ses-04,SSVEP,3.0360450744628906
2.7711310386657715,0.06912385672330856,0.6483197808265686,0,3.051300048828125,3.0729525089263916,0.5997753143310547,sub-05,20260825,ses-03,ERP,3.0419580936431885
2.7716293334960938,0.06808766722679138,1.2059506177902222,0,3.0550577640533447,3.0571534633636475,0.8735734820365906,sub-03,20260825,ses-02,ERP,3.0477962493896484
2.7676098346710205,0.08114473521709442,1.2809066772460938,0,3.140608310699463,3.1406664848327637,0.9385280609130859,sub-02,20260825,ses-04,ERP,3.1379268169403076
2.760819435119629,0.07584549486637115,1.956655740737915,0,3.07395076751709,3.0919902324676514,0.6633278727531433,sub-02,20260825,ses-02,ERP,3.1068317890167236
2.7200701236724854,0.11169509589672089,10.125264167785645,0,3.140822649002075,3.1326236724853516,1.0015983581542969,sub-02,20260825,ses-03,SSVEP,3.1184585094451904
2.770954132080078,0.06727740168571472,1.0753225088119507,0,3.0679609775543213,3.108781099319458,1.2627391815185547,sub-05,20260825,ses-02,ERP,3.0662124156951904
2.768312454223633,0.0709928348660469,0.9924532771110535,0,3.0675861835479736,3.0899927616119385,0.6027515530586243,sub-05,20260825,ses-03,ERP,3.0301685333251953
2.7706217765808105,0.06961853802204132,2.378540515899658,0,2.976759433746338,3.0390849113464355,0.6799997687339783,sub-03,20260825,ses-03,ERP,3.0808920860290527
2.7682759761810303,0.07613229751586914,7.681207180023193,0,3.119962692260742,3.127653121948242,0.9493777751922607,sub-02,20260825,ses-04,ERP,3.0187320709228516
2.7718305587768555,0.06699219346046448,1.355189561843872,0,3.092021942138672,3.059901475906372,0.8197490572929382,sub-05,20260825,ses-04,SSVEP,3.1002962589263916
2.7431559562683105,0.08439204096794128,0.999990701675415,0,3.0902223587036133,3.067704439163208,1.0304787158966064,sub-02,20260825,ses-02,SSVEP,3.093107223510742
2.7696006298065186,0.07265635579824448,1.1489148139953613,0,3.042848587036133,2.9749319553375244,0.9245375990867615,sub-03,20260825,ses-03,SSVEP,3.067831039428711
2.770416736602783,0.07213674485683441,1.5546603202819824,0,3.055410385131836,3.0643534660339355,1.1669131517410278,sub-03,20260825,ses-02,SSVEP,3.0623908042907715
2.7698206901550293,0.07161897420883179,1.0706809759140015,0,3.068894147872925,3.0181288719177246,0.920013964176178,sub-03,20260825,ses-03,SSVEP,3.0657050609588623
2.770991802215576,0.06803148984909058,1.239495873451233,0,3.0382063388824463,3.069096088409424,0.9550358653068542,sub-03,20260825,ses-04,SSVEP,3.04573655128479
2.7675347328186035,0.07679818570613861,4.825145244598389,0,3.106410503387451,3.1226210594177246,0.973254382610321,sub-02,20260825,ses-04,SSVEP,3.194977045059204
2.7682831287384033,0.08053847402334213,1.5036548376083374,0,3.069786548614502,3.034911870956421,0.9499683380126953,sub-03,20260825,ses-04,ERP,3.084765911102295
2.770188808441162,0.07223400473594666,2.962489604949951,0,3.0732998847961426,3.1208128929138184,1.3461183309555054,sub-05,20260825,ses-02,ERP,3.048793315887451
2.7624478340148926,0.07594148814678192,2.7889504432678223,0,3.113964319229126,3.102938413619995,1.1032335758209229,sub-05,20260825,ses-02,SSVEP,3.0583202838897705
2.7659976482391357,0.07264752686023712,1.1731654405593872,0,3.0959279537200928,3.07736873626709,0.7650143504142761,sub-02,20260825,ses-03,ERP,3.0520331859588623
2.715562343597412,0.10531879216432571,10.783806800842285,0,3.141329288482666,3.1385674476623535,1.00203537940979,sub-02,20260825,ses-03,SSVEP,3.119800567626953
2.769343614578247,0.07193775475025177,1.7092927694320679,0,3.0625553131103516,3.0684564113616943,1.2255592346191406,sub-03,20260825,ses-02,SSVEP,3.0491604804992676
2.765511989593506,0.07147710770368576,1.0828258991241455,0,3.104428291320801,3.0965442657470703,1.1079816818237305,sub-05,20260825,ses-02,SSVEP,3.0962207317352295
2.7714884281158447,0.06839592754840851,1.1269012689590454,0,2.974519729614258,3.038533926010132,0.6866213083267212,sub-03,20260825,ses-03,ERP,2.9629030227661133
2.768838405609131,0.07201740145683289,0.6900286674499512,0,3.0714595317840576,3.092764377593994,0.5893989205360413,sub-05,20260825,ses-03,ERP,3.066291570663452
2.771423101425171,0.06870213150978088,3.038593053817749,0,3.0840461254119873,3.0403056144714355,1.0039616823196411,sub-03,20260825,ses-04,ERP,3.0713553428649902
2.7693724632263184,0.07184488326311111,2.563565731048584,0,3.0648934841156006,3.0460221767425537,0.7802444100379944,sub-02,20260825,ses-03,ERP,3.1305091381073
2.768106460571289,0.07417859882116318,1.077871561050415,0,3.0830843448638916,3.068495035171509,0.7692408561706543,sub-02,20260825,ses-03,ERP,3.0756001472473145
2.760225296020508,0.07400073856115341,1.6792371273040771,0,3.101444959640503,3.0870578289031982,1.035902976989746,sub-02,20260825,ses-02,SSVEP,3.0558931827545166
2.7689342498779297,0.07896289974451065,1.9338949918746948,0,3.120335817337036,3.140360116958618,0.9272125363349915,sub-02,20260825,ses-04,ERP,3.0958364009857178
2.749603748321533,0.0777646079659462,1.176596999168396,0,3.0909018516540527,3.084566116333008,1.0454344749450684,sub-02,20260825,ses-02,SSVEP,3.0820796489715576
2.768960475921631,0.06992319226264954,1.2521522045135498,0,3.085573434829712,3.111673355102539,0.6628609895706177,sub-02,20260825,ses-02,ERP,3.0801773071289062
2.7605347633361816,0.07649888098239899,11.697965621948242,0,3.087907552719116,3.083524703979492,0.9428699016571045,sub-02,20260825,ses-04,SSVEP,3.1818408966064453
2.7721128463745117,0.06764160096645355,1.4936732053756714,0,3.0970242023468018,3.0682168006896973,0.8052353858947754,sub-05,20260825,ses-04,SSVEP,3.120035171508789
2.7717926502227783,0.06650825589895248,1.170364260673523,0,3.0793540477752686,3.0918679237365723,0.7884477972984314,sub-05,20260825,ses-04,ERP,3.1046407222747803
2.7712039947509766,0.06745535880327225,1.5665889978408813,0,3.0991547107696533,3.071805477142334,0.8021076917648315,sub-05,20260825,ses-04,SSVEP,3.0862345695495605
2.769458770751953,0.0673227459192276,2.0945277214050293,0,3.0664310455322266,3.0909461975097656,0.6060231328010559,sub-05,20260825,ses-03,ERP,3.1132521629333496
2.7675814628601074,0.0674712210893631,2.53235125541687,0,3.0412135124206543,3.0531814098358154,0.9476795792579651,sub-03,20260825,ses-02,ERP,3.0392894744873047
2.7704052925109863,0.07100071012973785,1.0269911289215088,0,3.033458948135376,3.066896915435791,0.9622157216072083,sub-03,20260825,ses-04,SSVEP,3.0286993980407715
2.7677149772644043,0.07147476822137833,1.011844515800476,0,3.124781847000122,3.14579701423645,0.9043785929679871,sub-02,20260825,ses-04,ERP,3.1166553497314453
2.7710578441619873,0.0691065788269043,1.7232110500335693,0,3.128755569458008,3.131490468978882,0.9262071847915649,sub-02,20260825,ses-04,ERP,3.131420135498047
2.76460337638855,0.0706818625330925,1.7660211324691772,0,3.0560708045959473,3.0739939212799072,1.2784292697906494,sub-03,20260825,ses-02,SSVEP,3.077218532562256
2.7360353469848633,0.07807379215955734,3.213263988494873,0,3.078249454498291,3.0577595233917236,1.042696475982666,sub-02,20260825,ses-02,SSVEP,3.1788840293884277
2.770576000213623,0.0728323757648468,1.7585906982421875,0,3.055539608001709,3.036834478378296,0.7797242403030396,sub-02,20260825,ses-03,ERP,3.099442958831787
2.7701005935668945,0.07033612579107285,0.9880977869033813,0,3.0681118965148926,3.114084243774414,1.2710055112838745,sub-05,20260825,ses-02,ERP,3.056666374206543
2.769521713256836,0.06968509405851364,0.8043360114097595,0,3.0777747631073,3.1110620498657227,1.3151042461395264,sub-05,20260825,ses-02,ERP,3.066922903060913
2.7674508094787598,0.07301126420497894,1.0426216125488281,0,3.0843417644500732,3.1080422401428223,1.2314032316207886,sub-05,20260825,ses-02,ERP,3.0480797290802
2.7649903297424316,0.06968820840120316,1.743562936782837,0,3.05767560005188,3.0289390087127686,0.6459934711456299,sub-05,20260825,ses-03,SSVEP,3.101972818374634
2.77097749710083,0.07005085051059723,1.2037510871887207,0,3.126690626144409,3.164271831512451,0.9748085141181946,sub-02,20260825,ses-04,SSVEP,3.1631381511688232
2.764735221862793,0.07393735647201538,1.830381989479065,0,3.099785804748535,3.084266185760498,0.7882521152496338,sub-02,20260825,ses-03,ERP,3.0287129878997803
2.651031970977783,0.1340303272008896,9.28108024597168,0,3.1436727046966553,3.132822275161743,1.0002328157424927,sub-02,20260825,ses-03,SSVEP,3.0869998931884766
2.759592056274414,0.07173821330070496,1.3633931875228882,0,3.054872989654541,3.030228614807129,0.6622717976570129,sub-05,20260825,ses-03,SSVEP,3.0852787494659424
2.7682595252990723,0.07185870409011841,5.343677520751953,0,3.0939548015594482,3.05660343170166,0.8186577558517456,sub-05,20260825,ses-04,SSVEP,3.122136354446411
2.75008487701416,0.08959472924470901,2.848353385925293,0,3.0959901809692383,3.078037738800049,1.0380793809890747,sub-02,20260825,ses-02,SSVEP,3.096622943878174
2.770385980606079,0.06849388033151627,1.0714980363845825,0,3.0704731941223145,3.0909712314605713,0.5973823070526123,sub-05,20260825,ses-03,ERP,3.056812286376953
2.7699828147888184,0.07200748473405838,0.9594325423240662,0,3.069949150085449,3.0523104667663574,0.7887585163116455,sub-02,20260825,ses-03,ERP,3.1021788120269775
2.7683441638946533,0.07391972839832306,2.4333443641662598,0,3.0598185062408447,3.081981658935547,0.5940309166908264,sub-05,20260825,ses-03,ERP,2.9988789558410645
2.765908718109131,0.07129038870334625,1.7857844829559326,0,3.101922035217285,3.0709474086761475,0.8029011487960815,sub-05,20260825,ses-04,SSVEP,3.079059600830078
2.7705650329589844,0.07435792684555054,0.8221666216850281,0,3.0835745334625244,3.1185641288757324,1.262392520904541,sub-05,20260825,ses-02,ERP,3.0955398082733154
2.7708091735839844,0.0724542960524559,0.659118115901947,0,3.0894808769226074,3.097834587097168,0.7974478006362915,sub-05,20260825,ses-04,ERP,3.10528826713562
2.7697880268096924,0.06939123570919037,1.1543622016906738,0,3.0578315258026123,3.001171588897705,0.9288274645805359,sub-03,20260825,ses-03,SSVEP,3.072976589202881
2.756363868713379,0.0712190493941307,1.4815385341644287,0,3.0670926570892334,3.0420966148376465,0.6717529296875,sub-05,20260825,ses-03,SSVEP,3.082162618637085
2.769627332687378,0.06995763629674911,1.4497649669647217,0,3.0846564769744873,3.11316180229187,1.2653250694274902,sub-05,20260825,ses-02,ERP,3.0637216567993164
2.7712693214416504,0.06658165901899338,0.8978850245475769,0,3.0827372074127197,3.095775604248047,0.7830307483673096,sub-05,20260825,ses-04,ERP,3.097527503967285
2.757956027984619,0.07226432114839554,1.5151739120483398,0,3.0935020446777344,3.084280014038086,1.104480504989624,sub-05,20260825,ses-02,SSVEP,3.1180129051208496
2.762989044189453,0.06957360357046127,1.3671951293945312,0,3.0806994438171387,3.0753798484802246,0.7208882570266724,sub-02,20260825,ses-02,ERP,3.1053693294525146
2.769263744354248,0.0691586583852768,2.4274752140045166,0,3.059206008911133,3.082720994949341,0.5946146249771118,sub-05,20260825,ses-03,ERP,3.0597712993621826
2.770142078399658,0.06967920064926147,2.3183541297912598,0,3.0808539390563965,3.031867742538452,0.9912431240081787,sub-03,20260825,ses-04,ERP,3.1177284717559814
2.7707724571228027,0.06835153698921204,1.755016803741455,0,3.01863694190979,3.056029796600342,0.9386449456214905,sub-03,20260825,ses-04,SSVEP,3.032276153564453
2.767030715942383,0.07060251384973526,1.068297266960144,0,3.090106964111328,3.068146228790283,1.0317460298538208,sub-05,20260825,ses-02,SSVEP,3.1169724464416504
2.7715487480163574,0.06709235161542892,2.596252679824829,0,3.0308187007904053,3.0679783821105957,0.9608612656593323,sub-03,20260825,ses-04,SSVEP,3.0310122966766357
2.7666592597961426,0.07272891700267792,2.003962993621826,0,3.1033308506011963,3.1186182498931885,0.9202343225479126,sub-02,20260825,ses-04,ERP,3.0847558975219727
2.768718957901001,0.06629683077335358,0.8527868986129761,0,3.1026599407196045,3.0741405487060547,0.7937176823616028,sub-05,20260825,ses-04,SSVEP,3.1075634956359863
2.769131660461426,0.07078004628419876,3.512887716293335,0,3.0569417476654053,3.074617862701416,1.2028791904449463,sub-03,20260825,ses-02,SSVEP,3.0206429958343506
2.767642021179199,0.07601328194141388,1.9544546604156494,0,3.0823826789855957,3.1017704010009766,1.2079145908355713,sub-05,20260825,ses-02,ERP,3.088104724884033
2.6612894535064697,0.172927126288414,9.7113037109375,0,3.160658836364746,3.1618692874908447,1.0017255544662476,sub-02,20260825,ses-03,SSVEP,3.099285125732422
2.768009901046753,0.07322362810373306,12.408851623535156,0,3.0745553970336914,3.050255298614502,0.9309172034263611,sub-02,20260825,ses-04,SSVEP,3.186358690261841
2.768221139907837,0.0755196064710617,1.4137011766433716,0,3.1503334045410156,3.1451191902160645,0.9112319350242615,sub-02,20260825,ses-04,ERP,3.1295952796936035
