row_type,contrast,metric,participant,utility,positive,participant_mean_utility,participant_median_utility,positive_count,participants,bootstrap_low,bootstrap_high
participant,MATCH-POP,correlation,sub-15,0.0015534022822976,1,,,,,,
participant,MATCH-POP,correlation,sub-17,0.0046317987143993,1,,,,,,
participant,MATCH-POP,correlation,sub-18,-0.0055715218186378,0,,,,,,
participant,MATCH-POP,correlation,sub-19,0.0003441572189331,1,,,,,,
participant,MATCH-POP,correlation,sub-21,0.0028100050985813,1,,,,,,
participant,MATCH-POP,correlation,sub-23,0.0001024156808853,1,,,,,,
participant,MATCH-POP,snr_improvement,sub-02,0.2753974062519169,1,,,,,,
participant,MATCH-POP,snr_improvement,sub-03,-0.3046657065860927,0,,,,,,
participant,MATCH-POP,snr_improvement,sub-05,0.0482438240433111,1,,,,,,
participant,MATCH-POP,snr_improvement,sub-06,-0.1362193191224443,0,,,,,,
participant,MATCH-POP,snr_improvement,sub-07,-0.3830070795419698,0,,,,,,
participant,MATCH-POP,snr_improvement,sub-09,0.0965563159193801,1,,,,,,
participant,MATCH-POP,snr_improvement,sub-11,-0.0997145718429237,0,,,,,,
participant,MATCH-POP,snr_improvement,sub-12,-0.2246879553058534,0,,,,,,
participant,MATCH-POP,snr_improvement,sub-14,0.0249344971962273,1,,,,,,
participant,MATCH-POP,snr_improvement,sub-15,0.5148969103454594,1,,,,,,
participant,MATCH-POP,snr_improvement,sub-17,0.1596198860788718,1,,,,,,
participant,MATCH-POP,snr_improvement,sub-18,-0.300775476032868,0,,,,,,
participant,MATCH-POP,snr_improvement,sub-19,-0.0474798358146262,0,,,,,,
participant,MATCH-POP,snr_improvement,sub-21,0.0198613466428856,1,,,,,,
participant,MATCH-POP,snr_improvement,sub-23,0.0661357292639357,1,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-02,0.0894475008050601,1,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-03,0.0476081113020578,1,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-05,0.0046689808368682,1,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-06,-0.0277326745646341,0,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-07,-0.0400594977232126,0,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-09,0.0094747287886484,1,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-11,-0.0062082827091217,0,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-12,-0.0214708354324102,0,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-14,0.0041838785012562,1,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-15,0.0679845718237068,1,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-17,0.022136245171229,1,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-18,-0.0165053049723308,0,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-19,-0.005883352114604,0,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-21,0.0030634254217147,1,,,,,,
participant,MATCH-POP,artifact_rrmse,sub-23,-0.0020846256187984,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-02,0.0136240061450128,1,,,,,,
participant,MATCH-POP,artifact_correlation,sub-03,-0.0113249061008294,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-05,0.0190825514495373,1,,,,,,
participant,MATCH-POP,artifact_correlation,sub-06,0.0124271679004388,1,,,,,,
participant,MATCH-POP,artifact_correlation,sub-07,-0.015020231787975,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-09,-0.0195056201690541,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-11,-0.0023752007633447,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-12,-0.0018166382797062,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-14,0.0023096827790141,1,,,,,,
participant,MATCH-POP,artifact_correlation,sub-15,-0.0030564522513976,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-17,-0.001442273457845,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-18,-0.0096323003371555,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-19,0.0235945470272921,1,,,,,,
participant,MATCH-POP,artifact_correlation,sub-21,-0.0005494007824121,0,,,,,,
participant,MATCH-POP,artifact_correlation,sub-23,-0.0447617245039769,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-02,0.0025471076824032,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-03,0.0168101692470372,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-05,0.0258183783917047,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-06,-0.0225807935348711,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-07,-0.0082524204954097,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-09,0.0217410808982094,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-11,-0.005210850493313,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-12,-0.0184364496544731,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-14,0.0016345116018783,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-15,0.0229219305329024,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-17,0.0307672585768159,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-18,-0.0131771735032089,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-19,0.0018860163836507,1,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-21,-0.0010591752943582,0,,,,,,
participant,MATCH-POP,observation_change_ratio,sub-23,0.012965000438271,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-02,0.0146764234668808,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-03,-0.0084255657857283,0,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-05,0.0271868855634238,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-06,-0.004866422896157,0,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-07,-0.008024085947909,0,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-09,0.0311483174446038,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-11,0.0131512982079584,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-12,0.0005326749815139,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-14,0.0041338807823194,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-15,0.0060218895523576,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-17,0.0135155071038752,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-18,-0.0129399822617415,0,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-19,0.5151699597627157,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-21,0.1436962250154465,1,,,,,,
participant,MATCH-WRONG,rrmse_temporal,sub-23,0.0368376459809951,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-02,0.0031571954605169,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-03,-0.0051010774914175,0,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-05,0.0215398175059817,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-06,-0.0070041276339907,0,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-07,-0.0035589829349191,0,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-09,0.0114091463619843,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-11,0.0076540434674825,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-12,0.0021276515908539,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-14,0.0044619539985433,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-15,-0.0025184457772411,0,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-17,0.0141336062224581,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-18,-0.0160084679955616,0,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-19,0.117207431118004,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-21,0.0310082018841058,1,,,,,,
participant,MATCH-WRONG,rrmse_spectral,sub-23,0.0110439634008798,1,,,,,,
participant,MATCH-WRONG,correlation,sub-02,0.0002060364931821,1,,,,,,
participant,MATCH-WRONG,correlation,sub-03,-0.0042599588632583,0,,,,,,
participant,MATCH-WRONG,correlation,sub-05,0.0102113373577594,1,,,,,,
participant,MATCH-WRONG,correlation,sub-06,-0.0021454766392707,0,,,,,,
participant,MATCH-WRONG,correlation,sub-07,-0.0024538040161132,0,,,,,,
participant,MATCH-WRONG,correlation,sub-09,0.0085987797938287,1,,,,,,
participant,MATCH-WRONG,correlation,sub-11,0.0056032612919807,1,,,,,,
participant,MATCH-WRONG,correlation,sub-12,-0.0013370439410209,0,,,,,,
participant,MATCH-WRONG,correlation,sub-14,0.002360351383686,1,,,,,,
participant,MATCH-WRONG,correlation,sub-15,0.0023634280078113,1,,,,,,
participant,MATCH-WRONG,correlation,sub-17,0.0057964026927948,1,,,,,,
participant,MATCH-WRONG,correlation,sub-18,-0.0044395923614501,0,,,,,,
participant,MATCH-WRONG,correlation,sub-19,0.0646021184511482,1,,,,,,
participant,MATCH-WRONG,correlation,sub-21,0.0421302895992994,1,,,,,,
participant,MATCH-WRONG,correlation,sub-23,0.0052727051079273,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-02,0.244722611217488,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-03,-0.0822186082756768,0,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-05,0.7145741796120999,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-06,-0.0865697366784192,0,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-07,-0.2968083581743905,0,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-09,0.1329220692917131,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-11,0.556731560966,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-12,0.1123460079543292,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-14,0.2516291880359251,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-15,0.6247707637073919,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-17,0.3896522565046325,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-18,-0.2470599964726716,0,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-19,1.58966534074772,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-21,2.276496456137725,1,,,,,,
participant,MATCH-WRONG,snr_improvement,sub-23,4.100328039910112,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-02,0.0489821210503578,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-03,0.0708573480447134,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-05,0.063513046503067,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-06,-0.0223594691072192,0,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-07,-0.0344697512113131,0,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-09,0.0131425218922751,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-11,0.0979108959436416,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-12,0.0265711620450019,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-14,0.0261241793632507,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-15,0.0632002812165479,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-17,0.0393207947413126,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-18,-0.0116931299368541,0,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-19,1.4276049756086788,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-21,2.0060298975024904,1,,,,,,
participant,MATCH-WRONG,artifact_rrmse,sub-23,8.577875205448695,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-02,0.0164190147770568,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-03,0.0121266080066561,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-05,0.1133970831676076,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-06,0.0216101157212896,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-07,0.0085152324575643,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-09,0.0672640788834542,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-11,-0.0178214095532894,0,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-12,-0.0014859574148431,0,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-14,0.0027298697580894,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-15,0.0020522655775913,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-17,0.0227100266764561,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-18,-0.0059691717227299,0,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-19,0.0397058703103819,1,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-21,-0.0017581845666946,0,,,,,,
participant,MATCH-WRONG,artifact_correlation,sub-23,-0.0685514852936778,0,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-02,0.0011149280562676,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-03,0.0063707622684887,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-05,-0.0107162506792519,0,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-06,-0.0400961262785131,0,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-07,-0.0173820211439306,0,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-09,-0.0050536332419142,0,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-11,0.0248206858996127,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-12,-0.0090223760817025,0,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-14,0.0056727064038568,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-15,0.0277162635320564,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-17,0.0257900877622887,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-18,-0.0239971967821475,0,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-19,0.4726842305826721,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-21,0.1076224411954172,1,,,,,,
participant,MATCH-WRONG,observation_change_ratio,sub-23,0.0324364408297697,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-02,0.0181283669226104,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-03,-0.0116638271138072,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-05,0.0662221587845124,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-06,-0.0005419003427959,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-07,-0.0131738795771525,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-09,0.0160885133955162,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-11,8.238048030762002e-05,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-12,-0.0138432032254058,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-14,-0.0024935370056482,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-15,0.0007388663871097,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-17,0.0049766436568461,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-18,-0.0178700699179898,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-19,0.0005441496177809,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-21,-0.0035706766648218,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_temporal,sub-23,-0.0013112456945236,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-02,0.0058817492099478,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-03,-0.0003269995795562,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-05,0.0210487997974269,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-06,-0.0062307222979143,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-07,-0.0032312514667864,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-09,-0.0017937367665581,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-11,0.0005262549093458,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-12,-0.0049387101316824,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-14,0.0002071052440442,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-15,-0.0007762139430269,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-17,0.0060413007158786,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-18,-0.0243544544791802,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-19,-0.0023388668778352,0,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-21,0.0001118667423725,1,,,,,,
participant,MATCH-SHUFFLED,rrmse_spectral,sub-23,-0.0008880891837179,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-02,0.0041144858114421,1,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-03,-0.0039893090724945,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-05,0.0335088092833757,1,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-06,-0.0019131451845169,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-07,-0.0046884827315807,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-09,-0.0025498243048787,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-11,0.0004040263593196,1,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-12,-0.0080449916422367,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-14,-0.0028916299343109,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-15,0.0003009960055351,1,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-17,0.0025589019060134,1,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-18,-0.0054472759366035,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-19,2.166442573070526e-05,1,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-21,-0.0013557709753513,0,,,,,,
participant,MATCH-SHUFFLED,correlation,sub-23,-0.0007731467485427,0,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-02,0.5021238533921255,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-03,-0.2023210319069526,0,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-05,0.871971466539738,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-06,0.1653499535417983,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-07,-0.5046103283977854,0,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-09,-0.1460214609141985,0,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-11,-0.0107909587677568,0,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-12,-0.2416298076423118,0,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-14,0.0285608298145234,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-15,0.2247011357674356,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-17,0.1069507828991238,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-18,-0.3219387474625061,0,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-19,-0.0710424745417325,0,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-21,0.006846035165446,1,,,,,,
participant,MATCH-SHUFFLED,snr_improvement,sub-23,0.0203192367085388,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-02,0.1373767132560412,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-03,-0.0488676846027373,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-05,0.073738020658493,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-06,0.0021461801869526,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-07,-0.0539213281411391,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-09,-0.0147753017289297,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-11,-0.0023091614246368,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-12,-0.0197043698281049,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-14,0.0044452399015426,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-15,0.0265309948187607,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-17,0.0115497986475626,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-18,-0.013834011554718,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-19,-0.0517139985011174,0,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-21,0.0043676963874272,1,,,,,,
participant,MATCH-SHUFFLED,artifact_rrmse,sub-23,-0.0071989063705717,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-02,0.0110346935301398,1,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-03,-0.0145639625688394,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-05,0.0181240665415922,1,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-06,0.044042661187372,1,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-07,-0.0075092802827174,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-09,-0.024120709492958,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-11,-0.0029826711863279,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-12,0.0004187292652204,1,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-14,0.0051425173878669,1,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-15,-0.004649301417745,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-17,-0.0033566014220317,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-18,-0.0041170348723729,0,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-19,0.0193042828737256,1,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-21,0.0089013866049104,1,,,,,,
participant,MATCH-SHUFFLED,artifact_correlation,sub-23,-0.0500942010964666,0,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-02,0.0050201616377307,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-03,0.0168677552064764,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-05,0.1000758742484322,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-06,-0.0122407567614573,0,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-07,-0.0591203187086648,0,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-09,0.0019518219341989,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-11,-0.0150227594494936,0,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-12,-0.0286430551768717,0,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-14,-0.0035893011772714,0,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-15,0.015538003288384,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-17,0.015735401539132,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-18,-0.0280271399824414,0,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-19,0.0026565128500806,1,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-21,-0.0199218860943801,0,,,,,,
participant,MATCH-SHUFFLED,observation_change_ratio,sub-23,0.0038116390933282,1,,,,,,
participant,MATCH-NO_TRANSFER_BRANCH,rrmse_temporal,sub-02,0.0344801547762472,1,,,,,,
participant,MATCH-NO_TRANSFER_BRANCH,rrmse_temporal,sub-03,0.1031298431917093,1,,,,,,
