condition,fold,seed,rrmse_temporal,rrmse_spectral,correlation,snr_improvement,artifact_rmse,artifact_rrmse,artifact_correlation,clean_output_rms_ratio,observation_change_ratio,output_input_rms
NO_TRANSFER_BRANCH,0,20261201,1.1037811438242595,0.3227369657446009,0.8420461192727089,-0.09335541611521463,1.4127055567223579,1.0112497156316584,0.008932499257339672,1.789308103422324,0.020444055979169207,1.0005819673339527
NO_TRANSFER_BRANCH,0,20261202,0.29042791316169314,0.27023776491599466,0.9264045568803946,-0.23215288724168204,0.44987071701325476,1.0285283833742143,-0.007872135820798576,1.1009824375311534,0.014754841332129823,1.000268983344237
NO_TRANSFER_BRANCH,1,20261201,1.6954682400052359,0.40510771192930406,0.8186382853115598,-0.26122261572016303,2.350234914571047,1.03942524819147,-0.009800173109397292,2.3504864225784936,0.01882172927435022,1.0003025904297829
NO_TRANSFER_BRANCH,1,20261202,1.7257555226375796,0.3628774854684404,0.8502309081765512,-0.2352668457060645,1.5516321623387437,1.042245078086853,0.10353347975178621,2.4324061423540115,0.01662820211276994,0.9997055133183798
NO_TRANSFER_BRANCH,2,20261201,0.2890833333597887,0.13306119731472185,0.935133104523023,0.015455314936843934,0.4324221966865783,0.9982413500547409,0.13513499861583114,1.083138383924961,0.01337847450455835,0.9987697427471479
NO_TRANSFER_BRANCH,2,20261202,0.30855158342698513,0.19494809408206493,0.9333430752158165,0.0065816834305426,0.48193583567626774,0.9992473787731595,0.04715450825299033,1.0833218445380528,0.012751480032117493,0.9997619291146597
NO_TRANSFER_BRANCH,3,20261201,0.6426209198543802,0.27220616505170864,0.9022444744283954,-0.907056855392598,0.6385018297781547,1.1400470307895116,0.005482134231854053,1.3985694746176403,0.04849757682920123,1.0076357449094455
NO_TRANSFER_BRANCH,3,20261202,0.3930338078838152,0.21844306896673515,0.9059561404089133,-0.12433298353492071,0.4437997091251115,1.0145324739542874,-0.052629799052903596,1.1241733729839325,0.025604997111562017,1.000703824063142
NO_TRANSFER_BRANCH,4,20261201,0.2186167924082838,0.14470734205679037,0.9638363594810168,-0.7520469183856178,0.3962855694505076,1.1019391786484491,-0.06547897794683065,1.040982981522878,0.03192058798352567,1.0013037299116452
NO_TRANSFER_BRANCH,4,20261202,0.5471128995607918,0.24945712842357656,0.8745507958034674,-1.4406280730036087,0.6605833681921164,1.2463065147399903,-0.013710074618575162,1.2920428862174351,0.04611029588462164,1.0019581566254299
ORACLE,0,20261201,0.9858799345965963,0.2507639673810142,0.8793229010577003,1.8155221704364521,1.3051517675242696,0.8781555403362621,0.4220906727820296,1.6774110173185666,0.2086207410126614,0.924308235446612
ORACLE,0,20261202,0.1906186182265325,0.18519473526005945,0.9590203886230787,-0.559812770341523,0.3120595623816674,1.5217827260494232,0.4535073799139354,1.0019344612956047,0.19597933047043625,0.938033493856589
ORACLE,1,20261201,1.5822565926840373,0.33297809403544915,0.8552637891843915,2.050512231237787,2.229472190529729,0.8211063345273336,0.49532380345321836,2.2835204154253006,0.19970152035239153,0.9585998977224032
ORACLE,1,20261202,1.6097289126070489,0.3372431808869199,0.8562685283832252,0.30427920312467904,1.4806292987195775,1.044124646484852,0.3890487293712795,2.3038183947404227,0.17792160899019413,0.9546404741704464
ORACLE,2,20261201,0.2938351485936437,0.14357806206680834,0.9351224303245544,-0.14222266001161188,0.4395706705593814,1.0179107636213303,0.11866134544834495,1.0830463990569115,0.03258433782199669,0.9990339428186417
ORACLE,2,20261202,0.22182173500186764,0.12304749353400742,0.9518716260790825,2.980424148942499,0.3514647303769986,0.7384682728184594,0.6876018511959248,1.0188027570645015,0.24725447504897602,0.948963887989521
ORACLE,3,20261201,0.605312124612586,0.25005936009498936,0.9097057553008199,0.7222195990782764,0.585098075059553,0.9513820097559974,0.4109179154038429,1.3798440843820572,0.1234618963014024,0.9908600027362505
ORACLE,3,20261202,0.29544806938793045,0.15747217915486544,0.9399539654453596,2.0632829525989522,0.36331597932924825,0.83758775212548,0.4881769141012972,1.0669293378790219,0.1754126497398829,0.9606684620181719
ORACLE,4,20261201,0.1760533032550787,0.12491609206578384,0.975025899708271,0.7934602944546246,0.34321289610428113,1.0376762662615096,0.40392697921821047,1.0205631032586098,0.12799030224171778,0.983513260881106
ORACLE,4,20261202,0.2997260667422476,0.14002704104253402,0.9250733703374863,2.4751975802428205,0.48623670063291985,0.8240923121571541,0.43574529874604195,1.076096701125304,0.22033201670274138,0.910308533658584
POP,0,20261201,0.9817956444264079,0.2525325209717266,0.8809070726856589,1.9768214750315978,1.3034171118633822,0.8802618533372879,0.42039879817854275,1.674247793853283,0.24049936066633867,0.9204743206501007
POP,0,20261202,0.1929533487612692,0.18978641232630858,0.9581883028149605,-0.6012394010322168,0.3108002031221986,1.570272821187973,0.4475051905959845,1.0015421360731125,0.19413955770869507,0.9379497220118841
POP,1,20261201,1.5842815684785212,0.3306933683246219,0.8548602238297462,2.126679049425071,2.229903031955473,0.8163205484549204,0.493775429691942,2.285157742599646,0.18837582273893835,0.9595015061398348
POP,1,20261202,1.6786716384728304,0.33957741606476094,0.8426435586685935,0.17365158089523902,1.5211249221271526,1.0336314201354981,0.3599529286380857,2.365890329082807,0.1788926069336109,0.9671418418486913
POP,2,20261201,0.29297123634266126,0.14259848937702677,0.9352125376462936,-0.12391974573256448,0.4388718557699273,1.015558385848999,0.12033083979040385,1.0828829929232597,0.031001997768422978,0.998872883617878
POP,2,20261202,0.21343065019027563,0.12131823554712658,0.9562106902400652,3.1950975533173835,0.3398584901976089,0.7201630141999986,0.6866357745602727,1.0180916984875996,0.23446224102857136,0.9483387619256973
POP,3,20261201,0.607625944695125,0.2464666897431016,0.9082424069444338,0.5154436486191116,0.5907649910853555,0.9938670368421645,0.4159978108391875,1.3763018002112706,0.14273308493041745,0.9877779806653658
POP,3,20261202,0.29616957644369296,0.15596434322651476,0.939272329211235,1.9318096616850446,0.3673579520933951,0.8558738218112425,0.49449294593862514,1.059423138697942,0.19522042350824145,0.955318088332812
POP,4,20261201,0.17297188246933123,0.12371046697565664,0.9754192978143692,0.9424704111249108,0.33901872819600004,1.0349903390521096,0.4409413247901414,1.0207591727375984,0.13417580052434155,0.9836800396442413
POP,4,20261202,0.3022099472291302,0.14091240053918833,0.9247130018969377,2.3235450613865396,0.4888578203972429,0.8428597941994667,0.4340789374022279,1.0758859167496364,0.23862031963653862,0.9102489724755287
RAW,0,20261201,1.0998952598116982,0.32248061610152945,0.8421325872962674,0.0,1.4087800681591034,1.0,0.0,1.7887327695886295,0.0,1.0
RAW,0,20261202,0.28613599579936516,0.2697921479702927,0.9265460185706615,0.0,0.44390072192375857,1.0,0.0,1.1004522393147151,0.0,1.0
RAW,1,20261201,1.6919614929938689,0.4048741440443943,0.8188586396475633,0.0,2.344406902169188,1.0,0.0,2.350043222308159,0.0,1.0
RAW,1,20261202,1.724514912549542,0.36259444754493114,0.8500184162209431,0.0,1.5463194215359788,1.0,0.0,2.4326977655291557,0.0,1.0
RAW,2,20261201,0.2865028405988899,0.131781893549487,0.9349193448821703,0.0,0.4307565925021966,1.0,0.0,1.084658811489741,0.0,1.0
RAW,2,20261202,0.30531966482521966,0.19454290826494494,0.9332373564441999,0.0,0.47718852013349533,1.0,0.0,1.0835943818092346,0.0,1.0
RAW,3,20261201,0.6280764937982894,0.26873588911257684,0.9033111010988554,0.0,0.616627651732415,1.0,0.0,1.3900260652105014,0.0,1.0
RAW,3,20261202,0.3888326312880963,0.21873732306994498,0.9065604185064634,0.0,0.4373873857160409,1.0,0.0,1.1233439147472382,0.0,1.0
RAW,4,20261201,0.20768523348184922,0.14396848783750707,0.9647038479646047,0.0,0.38204843923449516,1.0,0.0,1.039594292640686,0.0,1.0
RAW,4,20261202,0.5304078696159801,0.24840135560953058,0.8758416958153248,0.0,0.6358589876908809,1.0,0.0,1.2894253805279732,0.0,1.0
SHUFFLED,0,20261201,1.0322029938688502,0.2632419990453248,0.8579727734128634,1.3706567631520143,1.345672613165031,0.9236134791916067,0.4200714343566109,1.7058404336373012,0.2712386055645766,0.9378732964396477
SHUFFLED,0,20261202,0.1931732080799217,0.19405405021583041,0.9570208440224329,-0.7650483241304755,0.3208202694465096,1.530788493156433,0.45256703440099955,1.0002557312448819,0.21459240332478657,0.9383314363658428
SHUFFLED,1,20261201,1.5881767097307602,0.3309892850617568,0.8534573273112377,2.0256858144975487,2.2373713279763856,0.8232425607386089,0.46503084605293615,2.287801439563433,0.1819289973306392,0.9617452373107275
SHUFFLED,1,20261202,1.6683929865418274,0.33355522399263765,0.8514804368217787,0.31744254224395263,1.5108527583458151,1.021293294429779,0.36635234020650387,2.3696288466453552,0.14512801873934222,0.9699238836765289
SHUFFLED,2,20261201,0.2933622947797024,0.14332687870288888,0.9351493219534556,-0.1493175663636066,0.43951747527656454,1.0188812911510468,0.1181721618399024,1.0830898384253185,0.03243370652126032,0.99909258633852
SHUFFLED,2,20261202,0.2105936782269661,0.12059259969585885,0.9596983244021734,3.1865572159747697,0.33666608257529634,0.7203815082708994,0.6854962394055393,1.0210575386881828,0.21620231410391474,0.9506476446986198
SHUFFLED,3,20261201,0.6059498318160573,0.2426851684382806,0.9092461398492256,0.6039554608703058,0.5860418181400746,0.9761859632673717,0.4138718516166721,1.3768846541643143,0.13266099182267985,0.9882453754544258
SHUFFLED,3,20261202,0.2920968191562376,0.1514820201555267,0.9404026344418526,2.0691406903841365,0.36284558242186904,0.8428592194210399,0.49500831504437054,1.058348370095094,0.18044868277502246,0.9551760628819466
SHUFFLED,4,20261201,0.1730317739614596,0.12373430475903054,0.9753967970609665,0.9414532867924121,0.33872735368398327,1.0062822231224604,0.4397077266060348,1.020928221444289,0.1303026569269908,0.9837836250662804
SHUFFLED,4,20261202,0.29457749805684824,0.13842716686970866,0.9283113901813825,2.381111019931268,0.48487638457057375,0.8405463889241218,0.435280069638975,1.0732625722885132,0.2243297461148662,0.9097044914960861
WRONG,0,20261201,0.9955601822390842,0.25499701461133856,0.8785990846032897,1.602445148923421,1.3254586100035037,0.9186860918998718,0.365912919239649,1.6879709139466286,0.2190481704310514,0.9260228499770164
WRONG,0,20261202,0.20365004947719476,0.19762729201465845,0.9547122468551,-0.8376036557019688,0.33353910540851456,1.56529690772295,0.4174381178803742,1.0128330861528714,0.1833199374935551,0.945452943444252
WRONG,1,20261201,1.5887710814567981,0.33247701977961697,0.8532098447903991,1.9956746558697585,2.240367971981565,0.8250173458031246,0.46859400821406216,2.2866010641058288,0.17684705949795898,0.9612024029095968
WRONG,1,20261202,1.6783886648991029,0.3401353201576664,0.8429606184363365,0.19496629016794031,1.5202301369669537,1.0344618171453477,0.30392851661890746,2.3672552605470023,0.15479493848639928,0.9681079934040705
WRONG,2,20261201,0.3076710711999719,0.1522395481200268,0.930168313284715,-0.6956393287982792,0.4704096509764592,1.1075801432132721,0.13194163301959633,1.0770776992042859,0.056876788189886916,0.9932498782873154
WRONG,2,20261202,0.21899971095505558,0.12397926296883573,0.9532398904363314,3.014933699483259,0.34812945290468633,0.7330914702680376,0.6817420571007662,1.0191104883948963,0.23757665378555734,0.9491938153902689
WRONG,3,20261201,0.6094983598644225,0.2483423745725304,0.9081691165144244,0.40088418372241513,0.591605376607428,0.9955869231905256,0.4121728957231556,1.3760901813705761,0.14911300489135706,0.9875749771793684
WRONG,3,20261202,0.3010496072868894,0.1556221874585996,0.9372745802005132,1.782771976200324,0.3702982979205747,0.8664027980782769,0.4761601484126665,1.0623998815814655,0.1815052628177606,0.9581459512313207
WRONG,4,20261201,0.2231238124271234,0.12603734666481614,0.9653860231240591,0.09225590686712946,0.3965365801316996,1.4559276572295599,0.44525088432211696,1.0333969816565514,0.17734284848362827,0.996125432352225
WRONG,4,20261202,0.711179861924999,0.24437391544537,0.8622472531472644,-2.251453268007026,1.047965649010924,8.740691435337066,0.4365805209614336,1.4192960063616435,0.5947541190641156,1.2290468613306682
