artifact_reconstruction_relative_error,artifact_sample_fraction,clean_waveform_RRMSE,clean_waveform_correlation,coefficient_saturation_fraction,condition_erp_observation_relative_preservation,continuous_segment_welch_psd_distortion,dataset,delta_SNR_db,eog_coherence_output,eog_coherence_raw,eog_coherence_reduction,exact_cell,latency_seconds_per_window,matching_projector_attenuation_db,method,nonartifact_observation_preservation,observation_change_ratio,orthogonal_complement_relative_change,output_input_RMS_ratio,population_projector_attenuation_db,reference_free_covariance_distortion,reference_free_psd_distortion,rest_sample_fraction,seed_count,unit_id
0.30627494107688813,,0.5081057460613763,0.890241286596155,0.0,,,klados,10.283272143315203,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-WRONG-SAME-CELL,,0.7067394611353258,,0.5693678997688844,,,,,3,sim49
0.37394701695213856,,0.6203727519065726,0.8422331788302899,0.0,,,klados,8.601208548822528,,,,19ch_native_linked_mastoid_256hz,0.0,,DET-MATCH,,0.7110124642382621,,0.5864184027088729,,,,,3,sim49
0.3690834205523341,,0.6123041150518073,0.8500392569368724,0.0,,,klados,8.664785566962573,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-K1,,0.7297410926777753,,0.5945183098972975,,,,,3,sim49
0.26401478254886473,,0.43799674758421125,0.9135316084361981,0.0,,,klados,11.568092219355385,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-NO-IDENTITY,,0.7544324265357926,,0.5493558622453706,,,,,3,sim49
1.000000001325606,,1.629389391434921,0.5256337037601876,0.0,,,klados,-1.1514068519418169e-08,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.583813680936648e-08,,1.0000000010100103,,,,,3,sim50
0.25631101552988983,,0.4176304490587002,0.9171454494439976,0.0,,,klados,11.882974245591562,,,,19ch_native_linked_mastoid_256hz,0.002154538167330126,,POP,,0.8861154779592096,,0.5459895350373055,,,,,3,sim50
0.32770807416597275,,0.5339640588257782,0.8772092562498509,0.0,,,klados,9.701453534524385,,,,19ch_native_linked_mastoid_256hz,0.411333301034756,,DIFF-POP,,0.6820633453480269,3.982542877993822e-08,0.5793596048746164,,,,,3,sim50
0.3295966705471966,,0.5370413177299677,0.8755756683895193,0.0,,,klados,9.650752294164684,,,,19ch_native_linked_mastoid_256hz,0.41083187503390944,,DIFF-MATCH,,0.6812561688639519,,0.5790433003379206,,,,,3,sim50
0.3258328092963067,,0.5309085221450642,0.8785923464705014,0.0,,,klados,9.752021816405389,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-WRONG-SAME-CELL,,0.6828417419859883,,0.5792532089824038,,,,,3,sim50
0.3821063930266528,,0.622600102371768,0.8391597357344126,0.0,,,klados,8.45683916132027,,,,19ch_native_linked_mastoid_256hz,0.0,,DET-MATCH,,0.6965379135347703,,0.5927636148697205,,,,,3,sim50
0.3852059442675535,,0.6276504782752058,0.842120512717223,0.0,,,klados,8.314885956048057,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-K1,,0.7269456589952247,,0.6053187231210112,,,,,3,sim50
0.2529619448475508,,0.412173508824965,0.9193272750394011,0.0,,,klados,11.95100177683503,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-NO-IDENTITY,,0.7508941535022254,,0.5445437773145518,,,,,3,sim50
0.9999999996889933,,1.3105202230089374,0.579882898426864,0.0,,,klados,2.7013657095782486e-09,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.563434489328737e-08,,0.9999999997337365,,,,,3,sim51
0.2784774825274939,,0.36495037261840063,0.936672248194354,0.0,,,klados,11.113986664089074,,,,19ch_native_linked_mastoid_256hz,0.002132303467563664,,POP,,0.8105064269490919,,0.6264321148522374,,,,,3,sim51
0.3397143262325461,,0.4452024947120681,0.9043887165917143,0.0,,,klados,9.416117827812766,,,,19ch_native_linked_mastoid_256hz,0.40824155953208296,,DIFF-POP,,0.6538712861051016,3.828189748520472e-08,0.6424075738360749,,,,,3,sim51
0.33726249776841205,,0.44198932392547235,0.9055280656157132,0.0,,,klados,9.4759508852898,,,,19ch_native_linked_mastoid_256hz,0.4074843585646401,,DIFF-MATCH,,0.6544141858192605,,0.6410524138921363,,,,,3,sim51
0.3393679509567827,,0.44474856290828874,0.9045731182197282,0.0,,,klados,9.42189989781007,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-WRONG-SAME-CELL,,0.6536706345591289,,0.6417175583982976,,,,,3,sim51
0.40659299344069105,,0.5328483406034852,0.8679294294988275,0.0,,,klados,7.834919617565325,,,,19ch_native_linked_mastoid_256hz,0.0,,DET-MATCH,,0.6538110860843699,,0.6514293323503443,,,,,3,sim51
0.38983582119516735,,0.5108877274884523,0.8815378244559993,0.0,,,klados,8.313340163972196,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-K1,,0.6660518190117365,,0.6705121056654678,,,,,3,sim51
0.28924487458018083,,0.3790612576569013,0.9301270120202974,0.0,,,klados,10.780030247786234,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-NO-IDENTITY,,0.702647946052262,,0.6221934563164123,,,,,3,sim51
1.000000000362953,,1.3536473185918456,0.5882411267866453,0.0,,,klados,-3.152570193689309e-09,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.5381270444527583e-08,,1.000000000174038,,,,,3,sim52
0.2813754348182229,,0.38088310272105935,0.9283506752755798,0.0,,,klados,11.040433814344127,,,,19ch_native_linked_mastoid_256hz,0.002133472733354817,,POP,,0.8272255439530859,,0.603710261962767,,,,,3,sim52
0.35969710206857447,,0.4869030175436604,0.8897515332001215,0.0,,,klados,8.89931996822355,,,,19ch_native_linked_mastoid_256hz,0.4084091522012992,,DIFF-POP,,0.6124906801011409,3.844757581303174e-08,0.6342461126288125,,,,,3,sim52
0.3585601188689616,,0.48536394328477894,0.8906739881666154,0.0,,,klados,8.924237598300477,,,,19ch_native_linked_mastoid_256hz,0.4136545812672314,,DIFF-MATCH,,0.6116015293331689,,0.6348439492188426,,,,,3,sim52
0.7941129343975444,,1.0749488439161823,0.6643150076983627,0.0,,,klados,2.00395220031019,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-WRONG-SAME-CELL,,0.43432499453430906,,0.8584688529571896,,,,,3,sim52
0.43256823773037656,,0.5855448348991991,0.8480877319468009,0.0,,,klados,7.305004737959311,,,,19ch_native_linked_mastoid_256hz,0.0,,DET-MATCH,,0.64587918963304,,0.6505222385053261,,,,,3,sim52
0.38856339029985465,,0.5259777911914497,0.8746013565136513,0.0,,,klados,8.273594807563704,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-K1,,0.643339277397757,,0.6456914775284724,,,,,3,sim52
0.2774131827122251,,0.37551961078413726,0.9294651036999969,0.0,,,klados,11.165418431769487,,,,19ch_native_linked_mastoid_256hz,0.0,,DIFF-MATCH-NO-IDENTITY,,0.6900590256251317,,0.5962119731873723,,,,,3,sim52
1.0000000009428074,,1.6182544899942597,0.5453031620161697,0.0,,,klados,-8.189120927374472e-09,,,,19ch_native_linked_mastoid_256hz,0.0,,RAW,,2.5576289936111766e-08,,1.0000000007299779,,,,,3,sim53
0.36313088853183845,,0.587638190268223,0.8519204196467028,0.0,,,klados,8.806047094474023,,,,19ch_native_linked_mastoid_256hz,0.0023982104440047236,,POP,,0.7392487696069255,,0.5641249101393919,,,,,3,sim53
0.6287015703995317,,1.0173991382062726,0.6927328915998355,0.0,,,klados,4.032615663973597,,,,19ch_native_linked_mastoid_256hz,0.45872982144485125,,DIFF-POP,,0.563241623563402,3.709598482945153e-08,0.7307525192779295,,,,,3,sim53
0.7999680121265881,,1.2945518262551206,0.61145470598625,0.0,,,klados,1.9385765846206544,,,,19ch_native_linked_mastoid_256hz,0.4603842623333481,,DIFF-MATCH,,0.49832314120894255,,0.8485160178798293,,,,,3,sim53
