fold,participant,view,arm,donor,beta,distance,morphology_distance,topography_distance,dynamics_distance
4,10,prestim,WRONG_MEAN,,0.25,1.032953272263209,0.9548560976982117,1.1718260049819946,0.9721777141094208
4,15,prestim,WRONG_DONOR,5,0.25,1.3088492353757222,1.7913399934768677,0.9380856156349182,1.1971220970153809
4,15,prestim,WRONG_DONOR,10,0.25,1.3984846274058025,1.8675808906555176,1.0193579196929932,1.3085150718688965
4,15,prestim,POP,,0.25,1.3976669708887737,1.9168920516967773,1.0414146184921265,1.234694242477417
4,15,prestim,MATCH,,0.25,1.407374382019043,1.9127947092056274,1.049882173538208,1.2594462633132935
4,15,prestim,WRONG_MEAN,,0.25,1.3536669313907623,1.8294604420661926,0.9787217676639557,1.2528185844421387
4,5,hf_art,WRONG_DONOR,10,0.25,1.3996927738189697,1.7245503664016724,1.3253389596939087,1.1491889953613281
4,5,hf_art,WRONG_DONOR,15,0.25,1.4454033374786377,1.8483868837356567,1.3198180198669434,1.168005108833313
4,5,hf_art,POP,,0.25,1.3905206521352131,1.745867371559143,1.3229087591171265,1.1027858257293701
4,5,hf_art,MATCH,,0.25,1.4101510047912598,1.7469255924224854,1.3538846969604492,1.1296427249908447
4,5,hf_art,WRONG_MEAN,,0.25,1.4225480556488037,1.7864686250686646,1.322578489780426,1.1585970520973206
4,10,hf_art,WRONG_DONOR,5,0.25,1.1636826197306316,1.0271425247192383,1.3684507608413696,1.0954545736312866
4,10,hf_art,WRONG_DONOR,15,0.25,1.1970876455307007,1.1599565744400024,1.3400437831878662,1.0912625789642334
4,10,hf_art,POP,,0.25,1.1449001630147297,1.0204321146011353,1.3279361724853516,1.0863322019577026
4,10,hf_art,MATCH,,0.25,1.1220931212107341,0.9830942153930664,1.2827221155166626,1.1004630327224731
4,10,hf_art,WRONG_MEAN,,0.25,1.1803851326306662,1.0935495495796204,1.354247272014618,1.09335857629776
4,15,hf_art,WRONG_DONOR,5,0.25,1.612080176671346,2.310969591140747,1.1285221576690674,1.3967487812042236
4,15,hf_art,WRONG_DONOR,10,0.25,1.569461504618327,2.2830729484558105,1.1307129859924316,1.2945985794067383
4,15,hf_art,POP,,0.25,1.5944919188817341,2.292893886566162,1.1340751647949219,1.3565067052841187
4,15,hf_art,MATCH,,0.25,1.5883895556132,2.335461139678955,1.152584433555603,1.2771230936050415
4,15,hf_art,WRONG_MEAN,,0.25,1.5907708406448364,2.297021269798279,1.1296175718307495,1.345673680305481
4,5,label_shuffle,WRONG_DONOR,10,0.0,1.2329647541046143,1.344728708267212,1.0500179529190063,1.3041476011276245
4,5,label_shuffle,WRONG_DONOR,15,0.0,1.2329647541046143,1.344728708267212,1.0500179529190063,1.3041476011276245
4,5,label_shuffle,POP,,0.0,1.2329647541046143,1.344728708267212,1.0500179529190063,1.3041476011276245
4,5,label_shuffle,MATCH,,0.0,1.2329647541046143,1.344728708267212,1.0500179529190063,1.3041476011276245
4,5,label_shuffle,WRONG_MEAN,,0.0,1.2329647541046143,1.344728708267212,1.0500179529190063,1.3041476011276245
4,10,label_shuffle,WRONG_DONOR,5,0.0,1.0305097103118896,0.8101693391799927,1.1155565977096558,1.1658031940460205
4,10,label_shuffle,WRONG_DONOR,15,0.0,1.0305097103118896,0.8101693391799927,1.1155565977096558,1.1658031940460205
4,10,label_shuffle,POP,,0.0,1.0305097103118896,0.8101693391799927,1.1155565977096558,1.1658031940460205
4,10,label_shuffle,MATCH,,0.0,1.0305097103118896,0.8101693391799927,1.1155565977096558,1.1658031940460205
4,10,label_shuffle,WRONG_MEAN,,0.0,1.0305097103118896,0.8101693391799927,1.1155565977096558,1.1658031940460205
4,15,label_shuffle,WRONG_DONOR,5,0.0,1.4743889172871907,1.8669830560684204,1.0905930995941162,1.4655905961990356
4,15,label_shuffle,WRONG_DONOR,10,0.0,1.4743889172871907,1.8669830560684204,1.0905930995941162,1.4655905961990356
4,15,label_shuffle,POP,,0.0,1.4743889172871907,1.8669830560684204,1.0905930995941162,1.4655905961990356
4,15,label_shuffle,MATCH,,0.0,1.4743889172871907,1.8669830560684204,1.0905930995941162,1.4655905961990356
4,15,label_shuffle,WRONG_MEAN,,0.0,1.4743889172871907,1.8669830560684204,1.0905930995941162,1.4655905961990356
4,5,time_shuffle,WRONG_DONOR,10,0.25,1.4785440762837727,2.3609836101531982,1.2509679794311523,0.8236806392669678
4,5,time_shuffle,WRONG_DONOR,15,0.25,1.4650675853093464,2.3606162071228027,1.0860552787780762,0.9485312700271606
4,5,time_shuffle,POP,,0.25,1.517329732577006,2.3786182403564453,1.304855465888977,0.8685154914855957
4,5,time_shuffle,MATCH,,0.25,1.4309207399686177,2.373331308364868,1.0989656448364258,0.8204652667045593
4,5,time_shuffle,WRONG_MEAN,,0.25,1.4718058307965596,2.3607999086380005,1.1685116291046143,0.8861059546470642
4,10,time_shuffle,WRONG_DONOR,5,0.25,1.2687190572420757,1.2478208541870117,0.8798391222953796,1.6784971952438354
4,10,time_shuffle,WRONG_DONOR,15,0.25,1.311886151631673,1.1930795907974243,1.0089401006698608,1.7336387634277344
4,10,time_shuffle,POP,,0.25,1.2251607577006023,1.191970944404602,0.9050083160400391,1.5785030126571655
4,10,time_shuffle,MATCH,,0.25,1.1862646142641704,1.1575928926467896,0.7880743145942688,1.6131266355514526
4,10,time_shuffle,WRONG_MEAN,,0.25,1.2903026044368744,1.220450222492218,0.9443896114826202,1.706067979335785
4,15,time_shuffle,WRONG_DONOR,5,0.25,1.6060469150543213,2.1864142417907715,1.2415003776550293,1.390226125717163
4,15,time_shuffle,WRONG_DONOR,10,0.25,1.495377818743388,2.1270058155059814,1.1827806234359741,1.176347017288208
4,15,time_shuffle,POP,,0.25,1.5037526686986287,2.1511194705963135,1.2414575815200806,1.1186809539794922
4,15,time_shuffle,MATCH,,0.25,1.4594053030014038,2.1303493976593018,1.0414544343948364,1.2064120769500732
4,15,time_shuffle,WRONG_MEAN,,0.25,1.5507123668988547,2.1567100286483765,1.2121405005455017,1.2832865715026855
4,5,wrong_condition,WRONG_DONOR,10,0.5,5.002458055814107,12.255964279174805,1.5775277614593506,1.1738821268081665
4,5,wrong_condition,WRONG_DONOR,15,0.5,8.68031358718872,23.615896224975586,1.1519739627838135,1.2730705738067627
4,5,wrong_condition,POP,,0.5,4.638677477836609,11.850541114807129,1.2423884868621826,0.8231028318405151
4,5,wrong_condition,MATCH,,0.5,4.528024872144063,12.01290225982666,0.8262707591056824,0.7449015974998474
4,5,wrong_condition,WRONG_MEAN,,0.5,6.841385821501413,17.935930252075195,1.364750862121582,1.2234763503074646
4,10,wrong_condition,WRONG_DONOR,5,0.5,4.8744434515635175,11.649051666259766,1.2917680740356445,1.6825106143951416
4,10,wrong_condition,WRONG_DONOR,15,0.5,8.289030273755392,21.686059951782227,1.2952817678451538,1.885749101638794
4,10,wrong_condition,POP,,0.5,5.677195469538371,14.036004066467285,1.3037656545639038,1.6918166875839233
4,10,wrong_condition,MATCH,,0.5,5.4674549500147505,14.284092903137207,0.986247181892395,1.1320247650146484
4,10,wrong_condition,WRONG_MEAN,,0.5,6.581736862659454,16.667555809020996,1.2935249209403992,1.7841298580169678
4,15,wrong_condition,WRONG_DONOR,5,0.5,9.605278293291727,25.66216468811035,1.524160385131836,1.6295098066329956
4,15,wrong_condition,WRONG_DONOR,10,0.5,9.685274481773376,26.1079158782959,1.3583638668060303,1.5895437002182007
4,15,wrong_condition,POP,,0.5,9.005200068155924,24.143938064575195,1.4258205890655518,1.4458415508270264
4,15,wrong_condition,MATCH,,0.5,7.906718214352925,21.538726806640625,1.059653639793396,1.1217741966247559
4,15,wrong_condition,WRONG_MEAN,,0.5,9.645276387532551,25.885040283203125,1.441262125968933,1.6095267534255981
4,5,gain_normalized,WRONG_DONOR,10,0.5,7.801635185877482,20.65349578857422,1.5775277614593506,1.173882007598877
4,5,gain_normalized,WRONG_DONOR,15,0.5,14.148663640022278,40.02094650268555,1.151973843574524,1.2730705738067627
4,5,gain_normalized,POP,,0.5,7.351295630137126,19.98839569091797,1.2423884868621826,0.8231027126312256
4,5,gain_normalized,MATCH,,0.5,7.297528425852458,20.321413040161133,0.8262706995010376,0.7449015378952026
4,5,gain_normalized,WRONG_MEAN,,0.5,10.97514941294988,30.337221145629883,1.3647508025169373,1.2234762907028198
4,10,gain_normalized,WRONG_DONOR,5,0.5,7.564739624659221,19.719940185546875,1.291767954826355,1.6825107336044312
4,10,gain_normalized,WRONG_DONOR,15,0.5,13.326036055882772,36.79707717895508,1.2952816486358643,1.885749340057373
4,10,gain_normalized,POP,,0.5,8.934389670689901,23.807586669921875,1.3037655353546143,1.691816806793213
4,10,gain_normalized,MATCH,,0.5,8.786191642284393,24.24030303955078,0.9862471222877502,1.1320247650146484
4,10,gain_normalized,WRONG_MEAN,,0.5,10.445387840270996,28.258508682250977,1.2935248017311096,1.784130036830902
4,15,gain_normalized,WRONG_DONOR,5,0.5,15.55004334449768,43.4964599609375,1.524160385131836,1.629509687423706
4,15,gain_normalized,WRONG_DONOR,10,0.5,15.739139914512634,44.26951217651367,1.3583638668060303,1.5895437002182007
4,15,gain_normalized,POP,,0.5,14.59935748577118,40.92641067504883,1.4258204698562622,1.4458413124084473
4,15,gain_normalized,MATCH,,0.5,12.897331476211548,36.51056671142578,1.059653639793396,1.1217740774154663
4,15,gain_normalized,WRONG_MEAN,,0.5,15.644591629505157,43.882986068725586,1.441262125968933,1.6095266938209534
