blocked_or_failed_units,coverage_units,dataset,mean_artifact_reconstruction_relative_error,mean_clean_waveform_RRMSE,mean_clean_waveform_correlation,mean_condition_erp_observation_relative_preservation,mean_delta_SNR_db,mean_eog_coherence_reduction,mean_nonartifact_observation_preservation,mean_observation_change_ratio,mean_output_input_RMS_ratio,mean_reference_free_covariance_distortion,mean_reference_free_psd_distortion,median_artifact_reconstruction_relative_error,median_clean_waveform_RRMSE,median_clean_waveform_correlation,median_condition_erp_observation_relative_preservation,median_delta_SNR_db,median_eog_coherence_reduction,median_nonartifact_observation_preservation,median_observation_change_ratio,median_output_input_RMS_ratio,median_reference_free_covariance_distortion,median_reference_free_psd_distortion,method,route,scientific_role,success_units
0,58,sgeyesub,,,,0.1717240699227647,,0.2647299691046937,0.7659193783726752,0.664569052184608,,0.10241344532199509,0.5710492761645476,,,,0.19275233984438578,,0.27709925891334775,0.8146432611813733,0.6406317160303265,,0.08526636002812368,0.2832199362357249,DET-MATCH,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.13678004672411642,,0.26262192029813325,0.6987126893693762,0.6998325732597381,,0.2906458435631743,0.7112622126787278,,,,0.16974968846241262,,0.2717883034501567,0.7425117330730661,0.6759103029842871,,0.2549064161918435,0.41469495329166994,DIFF-MATCH,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.13643143293835502,,0.2627911167838029,0.6969688561431501,0.7002983988589987,,0.2905780425086933,0.7132838091324193,,,,0.16952799872166036,,0.27186414939237646,0.740367511646923,0.676004835880867,,0.254196035414045,0.41586297893589724,DIFF-MATCH-K1,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.19391953470204457,,0.3220817165918692,0.7727465626222584,0.646954429881681,,0.09344545544621705,0.5752362982647681,,,,0.20742547380754073,,0.3234252636953444,0.8269471855294357,0.6379411080771321,,0.06570189612758082,0.27960045300442793,DIFF-POP,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.1623873654882059,,0.2580614227004883,0.7196070040563282,0.6737229630006228,,0.25004110828930054,0.6661765526109428,,,,0.1829675836754559,,0.2669734000629053,0.7562469461271351,0.6608406016027426,,0.233592972934263,0.3783437036502322,DIFF-WRONG-0,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.15401349918239368,,0.24779602342676,0.7137878264054585,0.6808554586052507,,0.26115580861631904,0.6720409481630985,,,,0.15469811046435628,,0.24935782517674132,0.7453798353045331,0.6712844383352662,,0.23435239843743255,0.4168967373994067,DIFF-WRONG-1,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.15238729027107714,,0.26647742391961105,0.7230733640372806,0.6850892005067095,,0.21664842356400862,0.6990671363720371,,,,0.16450929638617823,,0.2679503717511889,0.7539249591380485,0.6560048235476161,,0.20053171584911392,0.4035597684456569,DIFF-WRONG-2,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.19391953470204457,,0.3220817165918692,0.7727465626222584,0.646954429881681,,0.09344545544621705,0.5752362982647681,,,,0.20742547380754073,,0.3234252636953444,0.8269471855294357,0.6379411080771321,,0.06570189612758082,0.27960045300442793,POP,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,1.0,,0.0,1.0,0.0,,0.0,0.0,,,,1.0,,0.0,1.0,0.0,,0.0,0.0,RAW,P5_POSTERIOR_GUIDANCE,one_seed_full_real_route_screen,58
0,16,klados,0.42083277995510365,0.5447045050119808,0.8677758643527461,,8.069066885634502,,,0.7746450129352408,0.6904010244201737,,,0.3259288011379369,0.4194513074937648,0.9149647961250549,,9.738090023271685,,,0.7666386502494745,0.663880649601668,,,DET-MATCH,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,16
0,16,klados,0.49792270987028225,0.6146729872134098,0.8365897577645087,,7.169759289535832,,,0.8026676403776527,0.7125883352831166,,,0.3657452458971714,0.4598124675552769,0.9018167588774264,,8.743650173572796,,,0.7997609934900685,0.6730619769487356,,,DIFF-MATCH,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,16
0,16,klados,0.49909270881983026,0.6153864948336449,0.836112545502878,,7.158965123624516,,,0.80345808092619,0.7128205199948008,,,0.36623576927384816,0.4596536282468999,0.9018367183854862,,8.732364692953354,,,0.8037798889286085,0.6729739489073213,,,DIFF-MATCH-K1,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,16
0,16,klados,0.3422553235913073,0.44057102013987903,0.9052877665631252,,9.59079209126651,,,0.7712584366661277,0.6578072915976636,,,0.31121124275272416,0.39241785403378526,0.9278268420009514,,10.138969386283797,,,0.7665546141478002,0.6362222737879645,,,DIFF-POP,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,16
0,16,klados,0.4470442448020619,0.5783929708291218,0.8589491972467687,,7.128075653108479,,,0.7541240042062047,0.7069045960466647,,,0.4076999636705344,0.48157910947633975,0.8928527469362253,,7.793710258141065,,,0.7628145427219462,0.6831538134013626,,,DIFF-WRONG-0,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,16
0,16,klados,0.4545835372607108,0.5819575943994467,0.8474777650447072,,6.971291538808684,,,0.8140956971915048,0.6733337486501385,,,0.4316735639505906,0.5246542694841198,0.8682634813918962,,7.307392488323695,,,0.807438400771654,0.6480325501012195,,,DIFF-WRONG-1,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,16
0,16,klados,0.3749389536048844,0.48419889909269426,0.8923754569887439,,8.71570789770913,,,0.7631175159018686,0.6780851809591785,,,0.3327286435978728,0.4124896223491476,0.919482832346532,,9.558426841303131,,,0.7675249919437979,0.6544661052518554,,,DIFF-WRONG-2,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,16
0,16,klados,0.3422553235913073,0.44057102013987903,0.9052877665631252,,9.59079209126651,,,0.7712584366661277,0.6578072915976636,,,0.31121124275272416,0.39241785403378526,0.9278268420009514,,10.138969386283797,,,0.7665546141478002,0.6362222737879645,,,POP,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,16
0,16,klados,1.0000000002513123,1.29480746477021,0.6301623066247016,,-2.1828712433107425e-09,,,2.5468778188987017e-08,1.0000000001519855,,,1.000000000138356,1.2727797761737953,0.6025784984638758,,-1.2017458533389733e-09,,,2.5487843111126027e-08,1.0000000001248515,,,RAW,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,16
0,58,sgeyesub,,,,0.17172031230054938,,0.2647311694877911,0.7659166265565626,0.6645731588469539,,0.10241101888813668,0.5711109862768399,,,,0.19272933779817036,,0.2770988089214387,0.8146370909514256,0.6406181926366983,,0.08526535667475552,0.2832199362357249,DET-MATCH,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.1338956462353932,,0.2600104544949866,0.7026788123816639,0.7009356860885895,,0.2710393123298036,0.7166801463990097,,,,0.1706732361266481,,0.27170395954171606,0.7474096047552432,0.67559287214749,,0.23867831384946447,0.4191043912995319,DIFF-MATCH,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.13278089649456143,,0.2606403103180728,0.6971393838168903,0.7024237445646652,,0.2708708033966354,0.7219875999261298,,,,0.16999152370332593,,0.272132808808733,0.7411933232022201,0.6758751175934443,,0.23800025088285848,0.41935489266298354,DIFF-MATCH-K1,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.19391556184404393,,0.322082973589112,0.7727434542963426,0.6469586095645578,,0.09344343159482112,0.5752996259169246,,,,0.20741916322111953,,0.32343800082209895,0.8269462270516468,0.6379478643659591,,0.06574639900769705,0.2797214754898074,DIFF-POP,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.1618275723910143,,0.256116672306514,0.7231942617170176,0.673397196319475,,0.23133052862834177,0.6675535914213123,,,,0.1845207622994005,,0.264653809288922,0.7581073125054119,0.660846840346708,,0.2058337229268639,0.38039599048594475,DIFF-WRONG-0,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.15254830830082522,,0.24497689663551647,0.7182581401247077,0.6809389539346031,,0.2430389951605068,0.6689259688722066,,,,0.15459345734912439,,0.24614093344321553,0.7526099670415705,0.6713262199066535,,0.2220338109391299,0.419287757713457,DIFF-WRONG-1,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.15032498451818357,,0.2651382369269466,0.7249700487289451,0.6862069247013275,,0.20500286388812358,0.7092097130178995,,,,0.1640855259638066,,0.26707916896645967,0.7621200228438159,0.6555713558717846,,0.18856293409375524,0.4104179817535323,DIFF-WRONG-2,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,0.19391556184404393,,0.322082973589112,0.7727434542963426,0.6469586095645578,,0.09344343159482112,0.5752996259169246,,,,0.20741916322111953,,0.32343800082209895,0.8269462270516468,0.6379478643659591,,0.06574639900769705,0.2797214754898074,POP,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,58
0,58,sgeyesub,,,,1.0,,0.0,1.0,0.0,,0.0,0.0,,,,1.0,,0.0,1.0,0.0,,0.0,0.0,RAW,P6_ANCHORED_SDEDIT,one_seed_full_real_route_screen,58
