dataset,left,metric,right,route,screening_only,unit_id,utility_effect_positive_is_better
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study01/study01_p03,-0.13434436901725544
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study01/study01_p03,0.0010593477199541401
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study01/study01_p03,-0.07411255664764904
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study01/study01_p04,-0.0350798247108155
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study01/study01_p04,0.036199331557371595
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study01/study01_p04,0.005297839771962187
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study01/study01_p05,0.00033310730562702284
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study01/study01_p05,-0.008629554621675362
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study01/study01_p05,0.05068766546910862
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p02,0.025595192319159077
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p02,-0.0006699054835668794
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p02,0.06538773186058547
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p03,0.03700911379342203
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p03,-0.0013772976399059056
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p03,0.05367571059450468
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p06,-0.16161706414394822
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p06,0.04250598127496691
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p06,-0.07068209099533554
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p07,-0.012370861724653015
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p07,0.012792639390933225
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p07,0.03395846497255173
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p08,-0.05460208575937486
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p08,0.05681558112760471
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p08,-0.004510611364849038
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p09,-0.1018240978618748
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p09,0.04029470116399114
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p09,-0.08799113916270918
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p10,0.00036758077680137946
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p10,0.005001049393661694
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p10,0.04307194268978917
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p11,-0.01844361500850078
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p11,0.02633235315635074
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p11,0.016191008638235332
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p12,0.006875342818070562
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p12,-0.0013537395277948283
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p12,0.06898585704794696
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p13,0.005489680068412606
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p13,0.02305274673111296
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p13,0.05222563334424912
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p14,-0.11189544056937539
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p14,0.049222349492919315
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p14,-0.08227239962307975
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p15,-0.01529193372487292
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p15,0.006845016007305416
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p15,0.044798954417417824
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p16,-0.008408504948771323
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p16,0.0028677158821284743
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p16,0.024880222165718946
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p17,-0.014872836499753905
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p17,0.014046245706158894
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p17,0.027461009163205263
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study02/study02_p18,-0.059157307705018924
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study02/study02_p18,0.021661955298692748
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study02/study02_p18,0.004753700412506001
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study03/study03_p03,-0.17369250697085858
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study03/study03_p03,0.035132563612214174
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study03/study03_p03,-0.15574627717103268
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study03/study03_p19,-0.13766317557509616
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study03/study03_p19,0.033626934058485325
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study03/study03_p19,-0.14954557453401934
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study03/study03_p20,-0.0564231616485264
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study03/study03_p20,0.003479430547553508
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study03/study03_p20,0.07633320055963244
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study03/study03_p21,-0.10881582978125212
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study03/study03_p21,0.08124809390485352
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study03/study03_p21,0.06738380144756781
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study03/study03_p22,-0.06167368363972403
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study03/study03_p22,0.024668820875854536
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study03/study03_p22,0.04701795127969932
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study03/study03_p23,-0.021986102684223408
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study03/study03_p23,0.028922910194101176
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study03/study03_p23,0.017273219957554015
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study03/study03_p24,0.021690508775844553
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study03/study03_p24,0.004144973319920919
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study03/study03_p24,0.07978637362663812
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study03/study03_p25,-0.03884129780681894
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study03/study03_p25,0.005214489662051958
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study03/study03_p25,0.04965802656920665
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study03/study03_p26,-0.026971573155799344
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study03/study03_p26,-0.002258257574162814
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study03/study03_p26,0.032428762023494095
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study03/study03_p27,0.017232048576252657
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study03/study03_p27,0.0021230139059607023
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study03/study03_p27,0.1387219383042815
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p03,-0.09429708913885915
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p03,0.01363920533694818
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p03,-0.0029359843794810048
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p08,0.005725635508542548
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p08,-0.006037338818789206
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p08,-0.012103743600680283
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p24,-0.020047127214768562
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p24,0.006814810812471428
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p24,-0.0008741562290939253
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p28,-0.05352834750311064
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p28,0.008619795568071159
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p28,0.015466955644172137
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p29,-0.005301166808830304
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p29,0.005574060689635785
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p29,0.045282539966833624
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p30,-0.0077646752420733045
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p30,0.01841052926978265
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p30,0.011733988066504553
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p31,-0.04163963635871498
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p31,-0.006497390627363653
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p31,-0.0019883659186719083
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p32,-0.021173892956726115
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p32,0.010917439013023611
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p32,0.0045133215509283175
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p33,-0.06577427512887224
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p33,0.02652407076338892
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p33,0.001255341612633687
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p34,-0.010491026659086411
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p34,0.01724648530737205
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p34,0.047306892514225374
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p35,-0.0014958632114154824
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p35,0.017532534434191338
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p35,0.007963850573693365
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p36,-0.020495485178902706
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p36,0.010116838269728978
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p36,0.030449014950697073
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p37,-0.016497220335871587
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p37,0.018392861168381403
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p37,0.011297810508985373
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p38,-0.03962816339104058
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p38,0.026287159713360375
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p38,0.016416627041604348
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study04/study04_p39,0.000956647165423985
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DET-MATCH,P1_FULL_C_RESIDUAL,True,study04/study04_p39,0.009487936368000993
sgeyesub,DIFF-MATCH,eog_coherence_reduction,MEAN-OF-3-DIFF-WRONG,P1_FULL_C_RESIDUAL,True,study04/study04_p39,0.07022105565248465
sgeyesub,DIFF-MATCH,eog_coherence_reduction,DIFF-POP,P1_FULL_C_RESIDUAL,True,study05/study05_p06,-0.02695917586682617
