seed,subject,protocol,context,uncertainty_mean,latent_uncertainty_mean,preservation,covariance,eog_attenuation,mi_kappa,low_eog_fraction
20260811,1,same_01,MATCH,0.04049846902489662,0.006468372419476509,0.8459386378526688,0.095339112469564,0.04260229191863296,0.30000000000000004,0.3
20260811,1,same_01,POP,0.04049163684248924,0.006467276718467474,0.8434561342000961,0.0984124160130399,0.04420297964339222,0.30000000000000004,0.3
20260811,1,same_01,WRONG,0.04066634178161621,0.006495264824479818,0.8081601411104202,0.11081517982143495,0.02728430049066985,0.3666666666666667,0.3
20260811,1,same_02,MATCH,0.058623306453228,0.006301683373749256,0.7874781489372253,0.10439818294334137,0.09587035858126507,0.1333333333333333,0.3
20260811,1,same_02,POP,0.05852007120847702,0.006290496326982975,0.7825624644756317,0.10680521451340463,0.10170527282930886,0.06666666666666665,0.3
20260811,1,same_02,WRONG,0.058626074343919754,0.006301963236182928,0.7248318791389465,0.12025836710180207,0.08806996753270076,0.23333333333333328,0.3
20260811,1,same_03,MATCH,0.058799732476472855,0.006319514010101557,0.7810470163822174,0.11219729259787532,0.05705413488728178,0.625,0.3
20260811,1,same_03,POP,0.058634400367736816,0.006301720626652241,0.6838587820529938,0.1295544146915706,0.05943845410379758,0.6,0.3
20260811,1,same_03,WRONG,0.05925089120864868,0.0063681467436254025,0.684547483921051,0.1238197030217998,0.04078186765860764,0.55,0.3
20260811,2,same_01,MATCH,0.06769982725381851,0.007179758977144957,0.793475329875946,0.1902096248414894,0.13665915269794252,0.19999999999999996,0.3
20260811,2,same_01,POP,0.06766654551029205,0.007176376413553953,0.828826978802681,0.17371174664935907,0.11714875258499191,0.06666666666666665,0.3
20260811,2,same_01,WRONG,0.06807641685009003,0.007219232153147459,0.7962254136800766,0.18347499771053638,0.12377627403991906,0.16666666666666663,0.3
20260811,2,same_02,MATCH,0.06171247735619545,0.0069404845125973225,0.7857841998338699,0.18224145131948313,0.06967584605641874,0.09999999999999998,0.3
20260811,2,same_02,POP,0.061609528958797455,0.006929024122655392,0.8268709480762482,0.16390818684341013,0.07382616420048484,0.06666666666666665,0.3
20260811,2,same_02,WRONG,0.06166086718440056,0.006934634875506163,0.7969517260789871,0.17407924428915947,0.06947646463693638,0.033333333333333326,0.3
