seed,subject,protocol,threshold,achieved_match_coverage,preservation,covariance,eog_attenuation,mi_kappa
20260808,7,same_02,q50,0.95,0.7687786966562271,0.08634075053514634,0.1400100378773425,0.09999999999999998
20260808,7,same_02,q80,1.0,0.7671771794557571,0.08629033772665659,0.13954946744456215,0.06666666666666665
20260808,7,same_03,q50,0.9375,0.7241597473621368,0.1738625673927515,0.08118090032628639,0.475
20260808,7,same_03,q80,1.0,0.7275067269802094,0.17299613402992853,0.08162192519265543,0.475
20260808,8,same_01,q50,0.39375,0.7673982977867126,0.11913733541944284,0.12318419306991726,-0.02499999999999991
20260808,8,same_01,q80,0.925,0.76539646089077,0.118351299099073,0.12408070808174236,-0.050000000000000044
20260808,8,same_02,q50,0.6,0.7977206856012344,0.104880691931323,0.12212349818372684,0.2666666666666667
20260808,8,same_02,q80,0.9333333333333333,0.7911820113658905,0.10493936797637918,0.12683215465232797,0.2666666666666667
20260808,8,same_03,q50,0.525,0.8260249346494675,0.10361272591002606,0.08001709833739974,0.875
20260808,8,same_03,q80,0.9875,0.8607573360204697,0.09567354282937097,0.07630226030206458,0.875
20260808,9,same_01,q50,0.8666666666666667,0.7796420305967331,0.0922250214814372,0.0865969921438389,0.2666666666666667
20260808,9,same_01,q80,1.0,0.7772155106067657,0.09128576521405402,0.08532818151521766,0.23333333333333328
20260808,9,same_02,q50,0.8666666666666667,0.7913387715816498,0.1103648774792014,0.06606473677462352,0.23333333333333328
20260808,9,same_02,q80,1.0,0.7878220826387405,0.10983124122613101,0.06574557292734864,0.19999999999999996
20260808,9,same_03,q50,0.9,0.769281730055809,0.1353776977490839,0.08679869217096693,0.65
20260808,9,same_03,q80,1.0,0.7844376862049103,0.13302243697103544,0.08762344560082562,0.65
20260810,1,same_01,q50,0.85,0.8348706662654877,0.11178233971584997,0.04430908619574944,0.2666666666666667
20260810,1,same_01,q80,1.0,0.8355146646499634,0.11115372340132164,0.04402952479711665,0.2666666666666667
20260810,1,same_02,q50,0.8833333333333333,0.7725211679935455,0.1207348022758362,0.0974678931979152,0.16666666666666663
20260810,1,same_02,q80,1.0,0.7736095935106277,0.11958032464586006,0.09681659552048183,0.16666666666666663
20260810,1,same_03,q50,0.8875,0.7646304070949554,0.10821402509281268,0.05542563516560725,0.55
20260810,1,same_03,q80,1.0,0.7727038264274597,0.10828327871368255,0.05704223073354214,0.575
20260810,2,same_01,q50,0.975,0.7850110679864883,0.18543262475875377,0.1425473786339151,0.1333333333333333
20260810,2,same_01,q80,0.9916666666666667,0.7850110679864883,0.18543262475875377,0.14273186962251472,0.1333333333333333
20260810,2,same_02,q50,0.975,0.7790716886520386,0.17680777000857714,0.06935553447885334,0.1333333333333333
20260810,2,same_02,q80,1.0,0.7780551463365555,0.17670064354767592,0.0692764527338888,0.1333333333333333
20260810,2,same_03,q50,0.96875,0.8087916374206543,0.15556222061420977,0.11523427803927513,0.07499999999999996
20260810,2,same_03,q80,1.0,0.8087916374206543,0.15556222061420977,0.11608547797857481,0.050000000000000044
20260810,3,same_01,q50,0.6333333333333333,0.8264071047306061,0.1311439770821922,0.12741769498156996,-0.03333333333333344
20260810,3,same_01,q80,0.925,0.8207711577415466,0.13373462151695886,0.12928249725554014,0.0
20260810,3,same_02,q50,0.6833333333333333,0.7970710396766663,0.13475859498158266,0.15475204521693134,0.1333333333333333
20260810,3,same_02,q80,0.8916666666666667,0.7893706411123276,0.13675571290240465,0.156878345544478,0.1333333333333333
20260810,3,same_03,q50,0.6125,0.8172664791345596,0.12778660333032157,0.07945470723091907,-0.050000000000000044
20260810,3,same_03,q80,0.95,0.8236321955919266,0.12610575929616077,0.07693319388961553,-0.10000000000000009
20260810,4,same_01,q50,0.95,0.7760027647018433,0.11863578686505688,0.16312977495718198,0.6
20260810,4,same_01,q80,1.0,0.7752725929021835,0.11880411152675974,0.16331744176773944,0.6333333333333333
20260810,4,same_02,q50,0.9357142857142857,0.7880714535713196,0.10357050034120752,0.14331122665945067,0.7990155865463495
20260810,4,same_02,q80,0.9857142857142858,0.787133514881134,0.1036537058782504,0.14389669553382275,0.7990155865463495
20260810,4,same_03,q50,0.9125,0.8001925200223923,0.10306501309458672,0.05540523114780804,0.9
20260810,4,same_03,q80,1.0,0.8075176030397415,0.10191405254280013,0.05776109093509629,0.9
20260810,5,same_01,q50,0.9666666666666667,0.8010102212429047,0.11392559206585963,0.13090027280384808,0.4666666666666667
20260810,5,same_01,q80,0.9916666666666667,0.8005402535200119,0.1141379544175376,0.13107632086998314,0.4666666666666667
20260810,5,same_02,q50,0.9714285714285714,0.7945591360330582,0.1352943040669605,0.12713576971129645,0.5973705834018077
20260810,5,same_02,q80,1.0,0.7945591360330582,0.1352943040669605,0.127512829884908,0.5973705834018077
20260810,5,same_03,q50,0.85,0.8352511078119278,0.11185318075581148,0.07042845439331258,0.6
20260810,5,same_03,q80,0.89375,0.8391826450824738,0.11134361294604311,0.07000770280558552,0.65
20260810,6,same_01,q50,0.5333333333333333,0.8305359780788422,0.14835444411316373,0.11388716309663358,0.23333333333333328
20260810,6,same_01,q80,0.8083333333333333,0.8228809237480164,0.15353376838583388,0.11960410177726538,0.19999999999999996
20260810,6,same_02,q50,0.6083333333333333,0.854567214846611,0.1234256857848869,0.11153156030696765,0.4
20260810,6,same_02,q80,0.9,0.8461714386940002,0.12822200687288857,0.11820552156045944,0.3666666666666667
20260810,6,same_03,q50,0.4625,0.8514706641435623,0.12830187820021696,0.09859528971196344,0.525
20260810,6,same_03,q80,0.775,0.8486573696136475,0.12790420636252472,0.09589028761166549,0.525
20260810,7,same_01,q50,0.8416666666666667,0.7950823605060577,0.11439673630451372,0.12012333108808282,0.0
20260810,7,same_01,q80,0.9666666666666667,0.7907656878232956,0.11505300433033569,0.12146117450033167,-0.03333333333333344
20260810,7,same_02,q50,0.9166666666666666,0.7609893828630447,0.09783421149523974,0.14061406982962377,0.06666666666666665
20260810,7,same_02,q80,0.9916666666666667,0.7567946761846542,0.09815168264767271,0.140525181815233,0.06666666666666665
20260810,7,same_03,q50,0.84375,0.7204998135566711,0.1566368388269286,0.0743063094972462,0.375
20260810,7,same_03,q80,0.96875,0.7316922247409821,0.15358643259522525,0.07562219709722434,0.42500000000000004
20260810,8,same_01,q50,0.825,0.7632388025522232,0.12425954893760556,0.12477589297825237,0.025000000000000022
20260810,8,same_01,q80,0.9625,0.7628066688776016,0.12466245767149357,0.12516994593988784,0.050000000000000044
20260810,8,same_02,q50,0.9,0.7841019928455353,0.1196152403907259,0.12741716158971367,0.4
20260810,8,same_02,q80,0.9666666666666667,0.7841019928455353,0.1196152403907259,0.1297282240372443,0.4
20260810,8,same_03,q50,0.98125,0.8589963465929031,0.09934901364078084,0.07505975136489901,0.9
20260810,8,same_03,q80,0.99375,0.8589963465929031,0.09934901364078084,0.074798731662338,0.9
20260810,9,same_01,q50,0.8333333333333334,0.7855034023523331,0.07407647801601831,0.08756462307160798,0.3666666666666667
20260810,9,same_01,q80,0.9833333333333333,0.7843121588230133,0.07310921235355666,0.08641794352802715,0.3666666666666667
20260810,9,same_02,q50,0.8333333333333334,0.801399752497673,0.08519562343910515,0.06796600647333739,0.23333333333333328
20260810,9,same_02,q80,0.9583333333333334,0.7998181879520416,0.08528146699087788,0.06666914132486758,0.2666666666666667
20260810,9,same_03,q50,0.8875,0.7613584846258163,0.11140636036888057,0.08682463277947744,0.625
20260810,9,same_03,q80,0.975,0.773658499121666,0.11121405927999017,0.0894373941825557,0.625
20260811,1,same_01,q50,0.9583333333333334,0.8459177613258362,0.09535447528902191,0.0426911934767001,0.30000000000000004
20260811,1,same_01,q80,1.0,0.8459386378526688,0.095339112469564,0.04260229191863296,0.30000000000000004
20260811,1,same_02,q50,0.9833333333333333,0.7871831506490707,0.10444722261058251,0.09582554171616654,0.1333333333333333
20260811,1,same_02,q80,1.0,0.7874781489372253,0.10439818294334137,0.09587035858126507,0.1333333333333333
20260811,1,same_03,q50,0.9875,0.7810470163822174,0.11219729259787532,0.057081628801198436,0.65
20260811,1,same_03,q80,1.0,0.7810470163822174,0.11219729259787532,0.05705413488728178,0.625
20260811,2,same_01,q50,0.975,0.793475329875946,0.1902096248414894,0.13638097392161702,0.19999999999999996
20260811,2,same_01,q80,1.0,0.793475329875946,0.1902096248414894,0.13665915269794252,0.19999999999999996
20260811,2,same_02,q50,1.0,0.7857841998338699,0.18224145131948313,0.06967584605641874,0.09999999999999998
20260811,2,same_02,q80,1.0,0.7857841998338699,0.18224145131948313,0.06967584605641874,0.09999999999999998
20260811,2,same_03,q50,0.99375,0.8166658878326416,0.14064129768494973,0.10805486193030321,0.19999999999999996
20260811,2,same_03,q80,1.0,0.8166658878326416,0.14064129768494973,0.10880853331906591,0.22499999999999998
20260811,3,same_01,q50,0.6333333333333333,0.8255972266197205,0.12003122044777118,0.13410819669548396,0.06666666666666665
20260811,3,same_01,q80,0.925,0.8175337016582489,0.12490077963434183,0.13833784342046043,-0.03333333333333344
20260811,3,same_02,q50,0.6333333333333333,0.7949720919132233,0.1212470156403693,0.15496060426844957,0.09999999999999998
20260811,3,same_02,q80,0.9583333333333334,0.7836117148399353,0.12433574169342064,0.1582286233033503,0.1333333333333333
20260811,3,same_03,q50,0.6,0.8147682398557663,0.11903729559020769,0.08121495318446251,-0.17500000000000004
20260811,3,same_03,q80,0.95625,0.825659766793251,0.11400029934608634,0.07849585947075058,0.0
20260811,4,same_01,q50,0.9916666666666667,0.7880550622940063,0.10566688614168948,0.15982844828804785,0.6
20260811,4,same_01,q80,1.0,0.7880550622940063,0.10566688614168948,0.15965690108606834,0.6
20260811,4,same_02,q50,0.9714285714285714,0.7965545356273651,0.09184766926425926,0.1361319316565381,0.7990155865463495
20260811,4,same_02,q80,0.9928571428571429,0.7965545356273651,0.09184766926425926,0.136356916321422,0.7990155865463495
20260811,4,same_03,q50,1.0,0.8224385529756546,0.08694851308101582,0.05798953444282992,0.9
20260811,4,same_03,q80,1.0,0.8224385529756546,0.08694851308101582,0.05798953444282992,0.9
20260811,5,same_01,q50,0.85,0.8068389892578125,0.12677436707491563,0.1294778953691329,0.30000000000000004
20260811,5,same_01,q80,0.9833333333333333,0.804568886756897,0.1272872005344212,0.1309315226956069,0.33333333333333337
20260811,5,same_02,q50,0.8428571428571429,0.8015773594379425,0.1514133793046324,0.1227519115520293,0.7124075595727197
20260811,5,same_02,q80,1.0,0.7980893105268478,0.152652344330713,0.12597832460806888,0.6841673502871206
20260811,5,same_03,q50,0.78125,0.8149043768644333,0.13637391666541265,0.07175744775308379,0.575
20260811,5,same_03,q80,0.89375,0.8238508552312851,0.13448077247627835,0.06923213228086145,0.6
20260811,6,same_01,q50,0.7166666666666667,0.813263550400734,0.17829534584227813,0.12390295620452554,0.19999999999999996
20260811,6,same_01,q80,0.9083333333333333,0.8086909651756287,0.18066436778705283,0.12649321080940626,0.16666666666666663
20260811,6,same_02,q50,0.7916666666666666,0.8311529904603958,0.15244339676613114,0.12060179353672235,0.3666666666666667
20260811,6,same_02,q80,0.975,0.8281843811273575,0.15487768259801804,0.12540786953123406,0.43333333333333335
20260811,6,same_03,q50,0.75,0.8389243185520172,0.15219781293283471,0.10027111798091129,0.525
20260811,6,same_03,q80,0.9375,0.8369453102350235,0.1520046642686708,0.09863858333693418,0.525
20260811,7,same_01,q50,0.9833333333333333,0.7939092665910721,0.11723572016201217,0.12174285618825201,0.033333333333333326
20260811,7,same_01,q80,1.0,0.7931256294250488,0.11722617712673854,0.12198635192561832,0.033333333333333326
20260811,7,same_02,q50,0.9916666666666667,0.766040250658989,0.09958599825746929,0.13934189607432387,0.06666666666666665
20260811,7,same_02,q80,1.0,0.765301913022995,0.09966548067394562,0.1393472912416554,0.06666666666666665
20260811,7,same_03,q50,0.9375,0.7493324279785156,0.15103250645132907,0.07148287701326755,0.525
20260811,7,same_03,q80,1.0,0.752120777964592,0.15060493050586543,0.07158963694951881,0.5
20260811,8,same_01,q50,0.725,0.7725030332803726,0.11743466739120258,0.11986647065610265,-0.02499999999999991
20260811,8,same_01,q80,0.98125,0.7724673599004745,0.11897048287341117,0.11930866622625319,-0.02499999999999991
20260811,8,same_02,q50,0.7583333333333333,0.7947421818971634,0.11115604149800228,0.12391234713553179,0.30000000000000004
20260811,8,same_02,q80,0.975,0.7913055866956711,0.1105133751387689,0.12524363842296427,0.30000000000000004
20260811,8,same_03,q50,0.825,0.8549180328845978,0.08849135721971442,0.07067950011253035,0.825
20260811,8,same_03,q80,0.99375,0.8699107766151428,0.08693341469948436,0.06853450917221077,0.825
20260811,9,same_01,q50,0.85,0.782506138086319,0.08584716686754222,0.08604577085540803,0.4
20260811,9,same_01,q80,0.9833333333333333,0.7808963656425476,0.08505466074682637,0.08455384517938676,0.3666666666666667
20260811,9,same_02,q50,0.825,0.7966285049915314,0.09455754804960544,0.06603858281872549,0.2666666666666667
20260811,9,same_02,q80,0.9916666666666667,0.7949238717556,0.0948118524380948,0.06511959565073927,0.2666666666666667
20260811,9,same_03,q50,0.8,0.7592131048440933,0.1155097683350028,0.0840438028649765,0.6
20260811,9,same_03,q80,0.9875,0.7785761207342148,0.11537510120974233,0.08869824935376933,0.625
