amplitude_error,artifact_type_recovery,artifact_type_status,between_context_separation,channel_covariance_topography_error,duration_distribution_error,energy_distance,exact_copy_rate,fold,method,mmd,near_copy_rate,nearest_training_artifact_distance,seed,severity_recovery_correlation,severity_recovery_mae,temporal_autocorrelation_distance,welch_band_power_error,within_context_diversity
0.9648392200469971,1.0,single_registered_ocular_class,0.14196471869945526,1.3750211179747052,0.6465835571289062,256.84297943115234,0.0,1,Conditional-WGAN-GP,0.7333779335021973,0.0,16.133350372314453,20260950,-0.1431094927061415,0.9648392200469971,91.29810939915478,5.866922147572041,0.16166463494300842
0.5440325736999512,1.0,single_registered_ocular_class,0.07936917990446091,1.3628581773758555,0.15035057067871094,20.95562744140625,0.0,1,Conditional-Artifact-Diffusion,0.18829375505447388,0.0,17.27137565612793,20260950,0.5544420574619698,0.5440325736999512,5.8078005107236095,3.6852940637618303,0.3280189037322998
0.37293967604637146,1.0,single_registered_ocular_class,0.13652834296226501,0.9499855863420967,0.12058830261230469,9.383567810058594,1.0,1,Empirical-Resample,0.07158887386322021,1.0,9.542429779685335e-07,20260951,0.39314250816516394,0.37293967604637146,1.8284754536580294,0.9917801107512787,0.9429444670677185
0.9758172631263733,1.0,single_registered_ocular_class,1.8274201154708862,3.662687880775939,0.1426525115966797,9.853225708007812,0.0,1,Conditional-Gaussian,0.0309598445892334,0.0,30.582138061523438,20260951,0.7464974549572021,0.9758172631263733,1.7405386260943487,7.342215279117227,5.064173698425293
0.6325670480728149,1.0,single_registered_ocular_class,0.19243545830249786,4.034863919929518,0.1639270782470703,71.75541687011719,0.0,1,Conditional-WGAN-GP,0.35324668884277344,0.0,18.258846282958984,20260951,0.1532203292633221,0.6325670480728149,23.048909855016973,6.079507501795888,0.22416475415229797
0.5616141557693481,1.0,single_registered_ocular_class,0.0896129384636879,1.6366000369857547,0.17113685607910156,25.37651824951172,0.0,1,Conditional-Artifact-Diffusion,0.19577229022979736,0.0,18.807552337646484,20260951,0.8966365806173502,0.5616141557693481,3.476763162878342,3.6191741675138474,0.3689878284931183
0.32259148359298706,1.0,single_registered_ocular_class,0.17919842898845673,0.9450871400434185,0.10824394226074219,8.834114074707031,1.0,2,Empirical-Resample,0.06398355960845947,1.0,8.632066510472214e-07,20260950,0.7001352074254541,0.32259148359298706,1.434129425440915,1.1088378751883283,1.2389154434204102
1.9451011419296265,1.0,single_registered_ocular_class,2.3509268760681152,2.6915076660970962,0.11540412902832031,7.299530029296875,0.0,2,Conditional-Gaussian,0.025137662887573242,0.0,28.582021713256836,20260950,0.6645473201852792,1.9451011419296265,1.665414565242827,7.359735770151019,16.7757625579834
2.0502333641052246,1.0,single_registered_ocular_class,0.39104217290878296,7.953303076394829,0.5250091552734375,312.5313034057617,0.0,2,Conditional-WGAN-GP,0.849367082118988,0.0,23.926122665405273,20260950,0.17095585884070325,2.0502333641052246,7.533224369864911,6.228352962061763,0.53275465965271
0.6496421098709106,1.0,single_registered_ocular_class,0.1816548854112625,1.7805644979798172,0.14681053161621094,11.640785217285156,0.0,2,Conditional-Artifact-Diffusion,0.09116983413696289,0.0,16.787399291992188,20260950,0.11103049433400275,0.6496421098709106,3.7867558386642486,3.4709782116115093,0.6645958423614502
0.37560856342315674,1.0,single_registered_ocular_class,0.1722828447818756,0.9758384521988686,0.11264801025390625,7.5274505615234375,1.0,2,Empirical-Resample,0.0613483190536499,1.0,8.021449389161717e-07,20260951,0.4804694255802453,0.37560856342315674,2.982294197776355,1.07759955979418,1.1757837533950806
1.264608383178711,1.0,single_registered_ocular_class,1.5421209335327148,3.274395664053102,0.1211090087890625,3.5634078979492188,0.0,2,Conditional-Gaussian,0.010692119598388672,0.0,25.66720199584961,20260951,0.5752677464326106,1.264608383178711,1.8221389853861183,7.104379173368216,9.07414722442627
0.8793005347251892,1.0,single_registered_ocular_class,0.3239904046058655,3.73940598185536,0.34192657470703125,102.66744995117188,0.0,2,Conditional-WGAN-GP,0.5314401984214783,0.0,24.122285842895508,20260951,0.12731659873813572,0.8793005347251892,119.52883112081327,6.103017508983612,0.4003864824771881
0.5805491209030151,1.0,single_registered_ocular_class,0.12197671085596085,1.7606667602288888,0.16559410095214844,15.365409851074219,0.0,2,Conditional-Artifact-Diffusion,0.15118205547332764,0.0,17.5369873046875,20260951,0.8107079616682814,0.5805491209030151,10.80636041262187,3.4974557301029563,0.46275562047958374
0.827429473400116,1.0,single_registered_ocular_class,1.226118803024292,1.4765094191990014,0.12109375,8.27105712890625,1.0,3,Empirical-Resample,0.05431687831878662,1.0,1.0443769724588492e-06,20260950,0.3853757985853127,0.827429473400116,1.1070359569275752,0.9532836449798197,8.504941940307617
1.169679045677185,1.0,single_registered_ocular_class,2.333395004272461,6.082666783656229,0.14124488830566406,11.544906616210938,0.0,3,Conditional-Gaussian,0.029681921005249023,0.0,27.27301788330078,20260950,0.5513404284231946,1.169679045677185,7.0785421611508355,7.191156417131424,5.636797904968262
0.8810408711433411,1.0,single_registered_ocular_class,0.8766072988510132,1.7720023832619267,0.4551277160644531,47.72108459472656,0.0,3,Conditional-WGAN-GP,0.19300127029418945,0.0,23.66315460205078,20260950,0.3666308404948073,0.8810408711433411,12.438701670616865,5.796639662235975,0.1625310629606247
0.6908732652664185,1.0,single_registered_ocular_class,0.8857633471488953,1.7072820390487997,0.18817901611328125,10.165443420410156,0.0,3,Conditional-Artifact-Diffusion,0.04717445373535156,0.0,20.411649703979492,20260950,0.7878301565037688,0.6908732652664185,31.52833446348086,3.3573171934112906,2.234934091567993
0.9346569776535034,1.0,single_registered_ocular_class,1.7292065620422363,2.0713276206270628,0.11880683898925781,6.516761779785156,1.0,3,Empirical-Resample,0.03553414344787598,1.0,7.123442173906369e-07,20260951,0.4460414124417353,0.9346569776535034,1.1345917213475332,0.8777677112957463,10.93873405456543
1.9245988130569458,1.0,single_registered_ocular_class,5.617785930633545,54.81365621388726,0.14407730102539062,28.41864013671875,0.0,3,Conditional-Gaussian,0.05727076530456543,0.0,26.360586166381836,20260951,0.5035904046832285,1.9245988130569458,51.09079971851315,7.245509404689074,9.128217697143555
4.36172342300415,1.0,single_registered_ocular_class,8.581412315368652,4.724072718239846,0.760894775390625,280.68080139160156,0.0,3,Conditional-WGAN-GP,0.5531103610992432,0.0,24.018970489501953,20260951,-0.2766244505293914,4.36172342300415,160.10574636189267,6.19267038628459,0.4399474263191223
1.4046127796173096,1.0,single_registered_ocular_class,5.960049152374268,5.169909121326202,0.21446990966796875,35.89051818847656,0.0,3,Conditional-Artifact-Diffusion,0.08655953407287598,0.0,28.57927894592285,20260951,0.65172011706649,1.4046127796173096,388.68263508891687,3.3852271800860763,6.3202104568481445
0.6515846252441406,1.0,single_registered_ocular_class,1.3504754304885864,1.3586440309264658,0.11739158630371094,6.2009735107421875,1.0,4,Empirical-Resample,0.04546225070953369,1.0,9.289680065194261e-07,20260950,0.7114095709940149,0.6515846252441406,1.325776656914968,1.0855595057364553,7.5714569091796875
1.048863410949707,1.0,single_registered_ocular_class,1.7701112031936646,3.683530550166377,0.12997055053710938,8.610824584960938,0.0,4,Conditional-Gaussian,0.04173398017883301,0.0,27.025089263916016,20260950,0.7085428870895113,1.048863410949707,1.3021888411603868,7.058120081201196,4.238719940185547
1.1832562685012817,1.0,single_registered_ocular_class,0.24678125977516174,3.144257665574339,0.18578338623046875,121.58358001708984,0.0,4,Conditional-WGAN-GP,0.5541029572486877,0.0,30.384544372558594,20260950,0.8894427521433257,1.1832562685012817,26.25362546904944,6.22563299536705,0.33700504899024963
0.552255392074585,1.0,single_registered_ocular_class,1.4223527908325195,1.687803400696244,0.14886474609375,11.104278564453125,0.0,4,Conditional-Artifact-Diffusion,0.10077512264251709,0.0,25.332107543945312,20260950,0.96101953726582,0.552255392074585,5.072794657899067,3.124678031541407,6.592298984527588
0.7862299680709839,1.0,single_registered_ocular_class,3.0549683570861816,1.1379577664999272,0.12487411499023438,5.670257568359375,1.0,4,Empirical-Resample,0.028110980987548828,1.0,8.832781190903916e-07,20260951,0.6585253597477045,0.7862299680709839,2.189869323046878,1.0840153221506625,18.302034378051758
1.2840514183044434,1.0,single_registered_ocular_class,4.564904689788818,8.240414568019546,0.14169692993164062,12.557449340820312,0.0,4,Conditional-Gaussian,0.0801805853843689,0.0,25.193208694458008,20260951,0.8201864053015219,1.2840514183044434,1.8333136370638385,6.925132613629103,5.9280548095703125
1.829762578010559,1.0,single_registered_ocular_class,1.5959523916244507,5.1999452162186,0.4591827392578125,183.86817932128906,0.0,4,Conditional-WGAN-GP,0.5908892750740051,0.0,43.78977966308594,20260951,0.7163197128255777,1.829762578010559,755.2998752740677,6.4370383601635695,0.6025968194007874
0.8169175982475281,1.0,single_registered_ocular_class,3.7080440521240234,2.0271432365985227,0.1858959197998047,19.685699462890625,0.0,4,Conditional-Artifact-Diffusion,0.11380249261856079,0.0,30.456096649169922,20260951,0.8516933808860525,0.8169175982475281,6.092437303974293,3.1797250481322408,18.102710723876953
