adapter_parameters,best_criterion,fold,model,path,population_checkpoint,seed,sha256,support_checkpoint,updates
107342,joint,3,support_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_det/fold_3/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_3/seed_20260902/best_joint.pt,20260906,fdc9eb6e86ec437a82ed431b75a62fb00ea89a77737170d663b0b211df03c123,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260826/best_joint.pt,3000
107342,joint,3,support_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_det/fold_3/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_3/seed_20260903/best_joint.pt,20260907,1ce5d1ff9277ed0a74cfccf5bc7ca9eda8dd57cc25606acc86712e986604db4e,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260827/best_joint.pt,3000
107342,joint,4,support_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_det/fold_4/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_4/seed_20260901/best_joint.pt,20260905,4f5ca2b7bdad13d7a9668827b18100f10ff3a579b33aaac334ba2f79eb1e3686,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260825/best_joint.pt,3000
107342,joint,4,support_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_det/fold_4/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_4/seed_20260902/best_joint.pt,20260906,46c0086127ff222cde20948bdf61d42f43efdb6ddb9cf28db24a031f9dda3098,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260826/best_joint.pt,3000
107342,joint,4,support_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_det/fold_4/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_4/seed_20260903/best_joint.pt,20260907,45e574a9933c6da2c172f5618ed43965532a3c713c903014f95207aa3f602d24,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260827/best_joint.pt,3000
107470,joint,0,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_0/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_0/seed_20260901/best_joint.pt,20260905,4caa6d6aa54a61fc487819d9386132afaf4a8f3ceaa028d50006fa839ee33c35,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_0/seed_20260825/best_joint.pt,6500
107470,joint,0,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_0/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_0/seed_20260902/best_joint.pt,20260906,29333ef3438c8e52e3cf2ca7f4ae6ee1b6ddf96f203c4066ab47cdfcd628dd87,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_0/seed_20260826/best_joint.pt,4250
107470,joint,0,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_0/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_0/seed_20260903/best_joint.pt,20260907,ebe20b5e6994fdf18c51b3968a91c4828b4d773e26537f297c77e9c3600e9b25,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_0/seed_20260827/best_joint.pt,4750
107470,joint,1,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_1/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_1/seed_20260901/best_joint.pt,20260905,83136ff118c64e6f3ee11683a73b05c63d335a3770cbc725ec02c238efad3cce,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_1/seed_20260825/best_joint.pt,3000
107470,joint,1,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_1/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_1/seed_20260902/best_joint.pt,20260906,a7b6910df73f8411846f09ee18a94c885750094623b9ed56a33c7da83d32b57f,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_1/seed_20260826/best_joint.pt,3000
107470,joint,1,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_1/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_1/seed_20260903/best_joint.pt,20260907,f86e7e41709ffcf35c069a40318268896b32ffbccc1bc3a2af8ddbdc00e6428b,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_1/seed_20260827/best_joint.pt,3000
107470,joint,2,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_2/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_2/seed_20260901/best_joint.pt,20260905,00eb8bb3fd869b821713d8731b7562d965df59d3dcc478593ded7daf38969217,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_2/seed_20260825/best_joint.pt,3000
107470,joint,2,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_2/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_2/seed_20260902/best_joint.pt,20260906,98ca8d854fd2979d8f0e5b11f2e6247698fd35748720f02b0c64f89a42187f2a,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_2/seed_20260826/best_joint.pt,5250
107470,joint,2,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_2/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_2/seed_20260903/best_joint.pt,20260907,dc5272dad68f95f534e1bf01e4845c4114a072cf953d1807c82ecfe58ee7bac8,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_2/seed_20260827/best_joint.pt,3000
107470,joint,3,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_3/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_3/seed_20260901/best_joint.pt,20260905,851f9a4fd6136704153919c71608eedff9424b745651f0ddfd731da88931a626,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260825/best_joint.pt,6250
107470,joint,3,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_3/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_3/seed_20260902/best_joint.pt,20260906,ad3f1847a3f4d092c73f10425664cb3d58dee64a145b661200ce87e6d574f91e,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260826/best_joint.pt,15000
107470,joint,3,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_3/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_3/seed_20260903/best_joint.pt,20260907,794026dff041bc1665aad42a6e6c18cf922c3a50604e2ae2068cf6e5e0def964,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260827/best_joint.pt,3000
107470,joint,4,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_4/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_4/seed_20260901/best_joint.pt,20260905,3c0626fdb33a750bbde913863a9195e40625513883becde9f8d3188f4b6e4d47,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260825/best_joint.pt,3000
107470,joint,4,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_4/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_4/seed_20260902/best_joint.pt,20260906,95c2d7e27871939449e5eee25aa3cc0da447b8e885d74a9f8fdbd4efd7c12e61,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260826/best_joint.pt,3000
107470,joint,4,pop_adapter_det,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_det/fold_4/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_det/fold_4/seed_20260903/best_joint.pt,20260907,21fd842dc490e798a02c77a7cc8a77f30147078386da20d2b9bbfc4b4ee6fa91,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260827/best_joint.pt,3000
141838,joint,0,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_0/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_0/seed_20260901/best_joint.pt,20260905,9ba729f7a57e0ed19699a744815fd7220344f94bd660518a699ad1c4a64ac6fb,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_0/seed_20260825/best_joint.pt,3000
141838,joint,0,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_0/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_0/seed_20260902/best_joint.pt,20260906,b958368af4bcc26eac227306822cb3cc92bc74ccb38d9b4e3868874b3dc802d5,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_0/seed_20260826/best_joint.pt,3000
141838,joint,0,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_0/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_0/seed_20260903/best_joint.pt,20260907,b0775098c725c95901d2dd017c1791cbcab6fee8cb5310430d9aeb18ec57f1d8,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_0/seed_20260827/best_joint.pt,3000
141838,joint,1,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_1/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_1/seed_20260901/best_joint.pt,20260905,b7ef707ef10e845461d4609f1195872ab13096418f98c40ff160a5c6654136b6,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_1/seed_20260825/best_joint.pt,3000
141838,joint,1,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_1/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_1/seed_20260902/best_joint.pt,20260906,b636b0f4991a8282d333aa5a5450774c08ffb24c47a68ed96220c926249faa9c,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_1/seed_20260826/best_joint.pt,3000
141838,joint,1,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_1/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_1/seed_20260903/best_joint.pt,20260907,aac5b87473240402cb5e9b7538da2cd0465b1e41212f333fb93e67a99ac08b4d,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_1/seed_20260827/best_joint.pt,3000
141838,joint,2,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_2/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_2/seed_20260901/best_joint.pt,20260905,758a4e7bc2b3407bba1a32e4c6ce00915581827cf95897c9ea89f903909c5f4d,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_2/seed_20260825/best_joint.pt,3000
141838,joint,2,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_2/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_2/seed_20260902/best_joint.pt,20260906,e1d8d9100eb58f993a6a862fa1ea20e816b03431affe832cda37ebda2119c382,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_2/seed_20260826/best_joint.pt,3000
141838,joint,2,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_2/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_2/seed_20260903/best_joint.pt,20260907,7a66e923e7b266265968980d029ba8bac296e3a7656d4647dc8defd290917ef2,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_2/seed_20260827/best_joint.pt,3000
141838,joint,3,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_3/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_3/seed_20260901/best_joint.pt,20260905,d3791ad2c1fd13bdd16a6cd43cac65d85d8f36d7f82191e5f9aab3c35d124eb1,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260825/best_joint.pt,3000
141838,joint,3,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_3/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_3/seed_20260902/best_joint.pt,20260906,2bcae102672750d56cdb9b941ec90f36003f19da2fdbfe2ba7881662e8a674e0,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260826/best_joint.pt,3000
141838,joint,3,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_3/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_3/seed_20260903/best_joint.pt,20260907,d278cb8ed8c40f7dfdee5e54b23d61335478729a762e62d258f2d2a9ce9c9099,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_3/seed_20260827/best_joint.pt,3000
141838,joint,4,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_4/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_4/seed_20260901/best_joint.pt,20260905,53dee932c9a9a81d128c159ec299476c70eec1edfec2b5b23ab763ac1ab4b78c,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260825/best_joint.pt,3000
141838,joint,4,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_4/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_4/seed_20260902/best_joint.pt,20260906,387972bce577b8fa3b83caa02c6d84355a70fb293f4e865eb4c583027dcfc346,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260826/best_joint.pt,3000
141838,joint,4,support_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/support_adapter_cdm/fold_4/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_4/seed_20260903/best_joint.pt,20260907,a6d0ab23a0afc77208fdbcd9f4775eadc3c38514f507afbb28a4f74f28388753,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_4/seed_20260827/best_joint.pt,3000
141966,joint,0,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_0/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_0/seed_20260901/best_joint.pt,20260905,08e0bd7215c25465bd48de1c3d90117adc48c98ccff519de162cdde461af8e19,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_0/seed_20260825/best_joint.pt,4000
141966,joint,0,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_0/seed_20260906/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_0/seed_20260902/best_joint.pt,20260906,2f5c9af647d07f88bfc1b4b56cdf263b51c54a1689cc54dad9d4818a35809bb8,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_0/seed_20260826/best_joint.pt,3000
141966,joint,0,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_0/seed_20260907/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_0/seed_20260903/best_joint.pt,20260907,f89048d8b82e9e8ed824f816a750e628e9ede8862fa2bf080ead719d6e3dd9f3,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_0/seed_20260827/best_joint.pt,3000
141966,joint,1,pop_adapter_cdm,/projects/EEG-foundation-model/derived/denoiseNet/pa_sc_cdm_v29/checkpoints/selected/pop_adapter_cdm/fold_1/seed_20260905/best_joint.pt,/projects/EEG-foundation-model/derived/denoiseNet/sc_cdm_v28/checkpoints/selected/pop_cdm/fold_1/seed_20260901/best_joint.pt,20260905,3859ceb8792c5b421390a7a268841d4e1050d94e2f8651650d94737cf1541cfb,/projects/EEG-foundation-model/derived/denoiseNet/setcalibdiff_v25/checkpoints/det/deepsets/fold_1/seed_20260825/best_joint.pt,3000
