absolute_path,accepted_superseded_status,canonical_content_digest,config,dtype,mtime_ns,producing_job,row_count,scientific_role,size_bytes,source_branch,source_commit,used_by_V20
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-05.csv,accepted_input_historical_decision_superseded,sha256:95b4d7d778d9defde521a4aaa1fb81ac8e53b815d9bfa71e42c0590db54dcc97,counterfactual_operator_headroom_v19.yaml,csv,1786399251850946041,934248,14763,natural derived rows,1417886,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-06.csv,accepted_input_historical_decision_superseded,sha256:4392902b1e916e3994bd2c04d11b9a3d6f54cf808ea3c89946584bd186b5177f,counterfactual_operator_headroom_v19.yaml,csv,1786399251788945513,934248,13912,natural derived rows,1335279,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-07.csv,accepted_input_historical_decision_superseded,sha256:7f1855c18e29b1a5bfa6d23b5022b9289eaf50f0b3398ddf0cc0df0fb43eb872,counterfactual_operator_headroom_v19.yaml,csv,1786399251774945394,934248,13949,natural derived rows,1339324,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-09.csv,accepted_input_historical_decision_superseded,sha256:f9b014b9a5e86b0df81dfbf67226732333b97b971b310b9bc8b4de3f1757a272,counterfactual_operator_headroom_v19.yaml,csv,1786399251822945803,934248,13838,natural derived rows,1327536,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-11.csv,accepted_input_historical_decision_superseded,sha256:5ce7affd19d0feee543cf6b99a7c77379325242e29e588026200ab1e071d6fd5,counterfactual_operator_headroom_v19.yaml,csv,1786399253671961533,934248,9842,natural derived rows,946033,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-12.csv,accepted_input_historical_decision_superseded,sha256:ed1d125fb26517fa49a58492f3a88e5cce352f4be31e00ba753e2ca48a7bb5cb,counterfactual_operator_headroom_v19.yaml,csv,1786399253892963413,934248,14615,natural derived rows,1403830,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-14.csv,accepted_input_historical_decision_superseded,sha256:0ae0c7a7fc1ed3f0bb8f45fef884459fe0867d82a68cfbf49172f235486d8482,counterfactual_operator_headroom_v19.yaml,csv,1786399253846963022,934248,14171,natural derived rows,1358718,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-15.csv,accepted_input_historical_decision_superseded,sha256:6b28cd58b01293716bf8dd5bd0525e77039c9e378bce60706009c36cf8c25b0f,counterfactual_operator_headroom_v19.yaml,csv,1786399253858963124,934248,14578,natural derived rows,1401189,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-17.csv,accepted_input_historical_decision_superseded,sha256:0c9cd7fccc8391c196949875c9a8af54e92c9760edcd33829d045a0f438f6ccd,counterfactual_operator_headroom_v19.yaml,csv,1786399253851963065,934248,14023,natural derived rows,1345847,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-18.csv,accepted_input_historical_decision_superseded,sha256:7373a5aaa12eafeccce076b05bb463076f29c26b6179fecd6787e57310da5bed,counterfactual_operator_headroom_v19.yaml,csv,1786399257810996746,934248,15910,natural derived rows,1528785,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-19.csv,accepted_input_historical_decision_superseded,sha256:66002f8bbd92dede038bb235ea631d94ce52355f4f1722a2af8b3aa6b1682984,counterfactual_operator_headroom_v19.yaml,csv,1786399256890988919,934248,16095,natural derived rows,1547764,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-21.csv,accepted_input_historical_decision_superseded,sha256:16555f0900b9db087c1447269dfee35a644614acbc2cecba6e5872c778409777,counterfactual_operator_headroom_v19.yaml,csv,1786399257039990187,934248,18019,natural derived rows,1729511,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-23.csv,accepted_input_historical_decision_superseded,sha256:719f44d8c6892c85a5203d15bfdfa5a3deb728b797ab682fee3cfcdd78909388,counterfactual_operator_headroom_v19.yaml,csv,1786399256874988783,934248,15244,natural derived rows,1462673,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_natural/sub-24.csv,accepted_input_historical_decision_superseded,sha256:bcfa19294882d87abada29b18e75ea71e0533c51d601910eec8013e970982009,counterfactual_operator_headroom_v19.yaml,csv,1786399256418984904,934248,8473,natural derived rows,808648,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-02.csv,accepted_input_historical_decision_superseded,sha256:973014401c455406752cc0f10bc341fd665cbed42f0ee00bfd7188716fdaae6e,counterfactual_operator_headroom_v19.yaml,csv,1786399210126591078,934231,2736,paired descriptive rows,1142496,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-03.csv,accepted_input_historical_decision_superseded,sha256:568a72991936c48eed8789f6a5169b999ca0a81ce677877a4462100961e7d284,counterfactual_operator_headroom_v19.yaml,csv,1786399205512551827,934231,2736,paired descriptive rows,1144487,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-05.csv,accepted_input_historical_decision_superseded,sha256:47abcf0c2c4cf56916c69b3953da5f0ee530cb962adf50eb3e7846a21c8836ac,counterfactual_operator_headroom_v19.yaml,csv,1786399205481551563,934231,2736,paired descriptive rows,1143873,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-06.csv,accepted_input_historical_decision_superseded,sha256:b88b9ab2931fe84cb01f6be95f0313936fd7a0ea8f9ed27a5e9d870630104349,counterfactual_operator_headroom_v19.yaml,csv,1786399205499551716,934231,2736,paired descriptive rows,1145069,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-07.csv,accepted_input_historical_decision_superseded,sha256:5f1add99017e71b42553937e1f437438d57bfc7ae13a7acff03f9d3386e31a33,counterfactual_operator_headroom_v19.yaml,csv,1786399205477551529,934231,2736,paired descriptive rows,1143699,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-09.csv,accepted_input_historical_decision_superseded,sha256:0e16449f6c9a61160a1782eb10203a88f672299a24d551973c46eaed436e6fa3,counterfactual_operator_headroom_v19.yaml,csv,1786399205479551546,934231,2736,paired descriptive rows,1140468,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-11.csv,accepted_input_historical_decision_superseded,sha256:ded07dd119f6ab9cf07b36641a9b123850e666c8fe655b88f209b64249fd9039,counterfactual_operator_headroom_v19.yaml,csv,1786399219327669353,934231,2736,paired descriptive rows,1142862,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-12.csv,accepted_input_historical_decision_superseded,sha256:d9af3a967fb8b4a7a385af9cce73afeff743873d94445f4274831042f5bff02c,counterfactual_operator_headroom_v19.yaml,csv,1786399219338669446,934231,2736,paired descriptive rows,1142795,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-14.csv,accepted_input_historical_decision_superseded,sha256:ad9cdfc76bc334355ccae1458f0dd90646055c0de7e5720ca30f9dbcd316ae21,counterfactual_operator_headroom_v19.yaml,csv,1786399219334669412,934231,2736,paired descriptive rows,1144511,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-15.csv,accepted_input_historical_decision_superseded,sha256:e96d86682ecc2822a50680f249e23be59848a47be1aa5127ff1f63cfde199b3f,counterfactual_operator_headroom_v19.yaml,csv,1786399219333669404,934231,2736,paired descriptive rows,1143537,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-17.csv,accepted_input_historical_decision_superseded,sha256:fda36013a1cbf2e036be7bb327987b7ebe269340b2e947cad9cae8babce597fb,counterfactual_operator_headroom_v19.yaml,csv,1786399219335669421,934231,2736,paired descriptive rows,1143161,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-18.csv,accepted_input_historical_decision_superseded,sha256:50d1bc1419102bc85f3c9ee2d67cca2dd270afaa1052e1f173b573eb53009708,counterfactual_operator_headroom_v19.yaml,csv,1786399228959751295,934231,2736,paired descriptive rows,1144077,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-19.csv,accepted_input_historical_decision_superseded,sha256:88ea6cf5d34b66299fadac618f140a7397d33b6324f645b36a4e169b3b22d9ec,counterfactual_operator_headroom_v19.yaml,csv,1786399232865784525,934231,2736,paired descriptive rows,1142968,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-21.csv,accepted_input_historical_decision_superseded,sha256:72dd90270e38327a7ee00a19bbb1379b4d0bfc3611c887037ff573e17a3813e5,counterfactual_operator_headroom_v19.yaml,csv,1786399232866784533,934231,2736,paired descriptive rows,1143021,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-23.csv,accepted_input_historical_decision_superseded,sha256:812e3f82aae3cadcf7dad8c9809f42421acbc28660c590cc279f2c56c1f15be2,counterfactual_operator_headroom_v19.yaml,csv,1786399232861784491,934231,2736,paired descriptive rows,1143368,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
/home/infres/yinwang/denoiseNet_counterfactual_operator_v19/results/cgdr/counterfactual_operator_headroom_v19/o0_paired/sub-24.csv,accepted_input_historical_decision_superseded,sha256:eabdf1be58da48ae73f19dfc08163dad2f12ad4a5559f018eb1e0bc84e076dcf,counterfactual_operator_headroom_v19.yaml,csv,1786399227589739640,934231,1368,paired descriptive rows,571251,v19,5ab1918ceebf3b9622ceb2806a274edd01205e8b,yes
