participant,method,eog_attenuation,preservation,mi_band_distortion,covariance,mi_kappa,erd_preservation
5,DIFF-SHRINK-WRONG-9,0.10138481724356849,0.7979853219456143,0.0921361000232285,0.1391943442935127,0.5629667590008112,0.9199670365114572
6,DIFF-SHRINK-WRONG-9,0.0968738250460775,0.8452997654676437,0.054313408614880515,0.14637437480524432,0.3583333333333334,0.9588545725120533
7,DIFF-SHRINK-WRONG-9,0.1148819810467946,0.733066095246209,0.08340124598097508,0.18292318389005147,0.1962962962962963,0.9309115559662106
8,DIFF-SHRINK-WRONG-9,0.10506752173453217,0.8283415403630998,0.07703527825155934,0.10609871533087983,0.3861111111111111,0.9368148641504477
1,LINEAR-POP8,-0.031414555464063035,0.6732160300016403,0.06246850294058839,0.10000350325698465,0.4791666666666666,0.9734367664618704
2,LINEAR-POP8,0.09152158611174048,0.8173748801151911,0.07829898408203807,0.08208447074100927,0.11666666666666664,0.9428400723952378
3,LINEAR-POP8,0.11988515905643873,0.8199398467938105,0.0695291913996659,0.08915562919016015,-0.09722222222222225,0.9511909011561228
4,LINEAR-POP8,0.1012517607723579,0.7692741751670837,0.07200917156933413,0.09291432525358755,0.7262750455373407,0.9377929158267856
5,LINEAR-POP8,0.10209146638976764,0.8222736169894537,0.08365109995721276,0.1044484983279097,0.5384520884520885,0.9290005465174962
6,LINEAR-POP8,0.108433704614259,0.8610712140798569,0.05665774903519083,0.09942151996394871,0.3888888888888889,0.9540532756905338
7,LINEAR-POP8,0.07541420201315042,0.6595454116662344,0.09983887994124303,0.11541616698860062,0.24166666666666659,0.9255382506689676
8,LINEAR-POP8,0.1034953419788923,0.8122729857762655,0.08063936167778556,0.08640246889686992,0.4388888888888889,0.9418949676098544
9,LINEAR-POP8,-0.007307950146078268,0.646479199330012,0.07271661299980618,0.09081987209033555,0.36944444444444446,0.9571232449250215
1,LINEAR-RAW-MATCH,0.04596030826977245,0.8468292206525803,0.03840828117777473,0.06988599692679405,0.46666666666666673,0.969333551519663
2,LINEAR-RAW-MATCH,0.09831328922344224,0.74922214448452,0.08477248777554608,0.09510888343941985,0.06666666666666665,0.9411497465797518
3,LINEAR-RAW-MATCH,0.12135259164350949,0.8031161526838938,0.06686174943463502,0.0956403237333019,-0.05833333333333335,0.9414469002999373
4,LINEAR-RAW-MATCH,0.11110197748264994,0.7968667050202688,0.0644862537996283,0.08593850629202425,0.7290528233151183,0.9405897809406201
5,LINEAR-RAW-MATCH,0.12309688893570812,0.7496694276730219,0.10776970228842936,0.12565153200581392,0.5339144107191687,0.917538146643145
6,LINEAR-RAW-MATCH,0.14517103449648874,0.802812839547793,0.07175681059992331,0.12584373151491515,0.3722222222222222,0.943099709123677
7,LINEAR-RAW-MATCH,0.10714648273651507,0.8001727362473806,0.07266279437692102,0.11031534393741736,0.18611111111111112,0.9339247582644078
8,LINEAR-RAW-MATCH,0.10005880908919104,0.7802381068468094,0.08812213419050087,0.08957560621594081,0.4305555555555556,0.9340632510179085
9,LINEAR-RAW-MATCH,0.07295204344658722,0.784851054350535,0.05535272834932495,0.07430481877284946,0.39444444444444443,0.9559307087779634
1,LINEAR-SHRINK-MATCH,0.045960308521206465,0.8468292206525803,0.03840828095030557,0.0698859970527258,0.46666666666666673,0.9693335515527671
2,LINEAR-SHRINK-MATCH,0.10791027694798307,0.7919454276561737,0.08328578882635128,0.0920335548640999,0.12499999999999997,0.9357611761773623
3,LINEAR-SHRINK-MATCH,0.1229154237956063,0.8057743658622106,0.06781477971126501,0.09549257800017046,-0.06944444444444446,0.9425190826237456
4,LINEAR-SHRINK-MATCH,0.10970753057279954,0.7936077813307444,0.06523689155097315,0.08648420719503422,0.7290528233151183,0.9403335601064818
5,LINEAR-SHRINK-MATCH,0.1173653987417559,0.7710784276326498,0.10276089632511692,0.1212539089853695,0.5450255218302797,0.9182116437085995
6,LINEAR-SHRINK-MATCH,0.11699215292995777,0.8453060338894526,0.061622173440925944,0.10864982143086452,0.3888888888888889,0.9499491798471636
7,LINEAR-SHRINK-MATCH,0.1078912034615359,0.7915117194255193,0.07589021279044547,0.11177376082461749,0.19444444444444442,0.9313811384240894
8,LINEAR-SHRINK-MATCH,0.10401865611843586,0.8048027157783508,0.08249802798857345,0.08724798941795377,0.4055555555555556,0.9413728166340106
9,LINEAR-SHRINK-MATCH,0.07154475066257211,0.7791774372259775,0.05661857440545388,0.07477534827646276,0.3833333333333333,0.9554484379658869
2,LINEAR-SHRINK-WRONG-1,0.08092709427028577,0.8674082681536674,0.06065319809997091,0.06697708744788729,0.11666666666666664,0.9450740277287099
3,LINEAR-SHRINK-WRONG-1,0.055653126548845154,0.8967051208019257,0.04168363030120767,0.05511090946482586,-0.029166666666666674,0.9741457802218672
4,LINEAR-SHRINK-WRONG-1,0.06015805774398325,0.87340347468853,0.04041852959815956,0.06318271780897455,0.7124999999999999,0.9638570507039751
5,LINEAR-SHRINK-WRONG-1,0.07982139868032785,0.8586570024490356,0.06419260335814335,0.0843927138097404,0.5208333333333334,0.9451903865503147
6,LINEAR-SHRINK-WRONG-1,0.07582127017263256,0.899910107254982,0.0448458661439741,0.07589737904418305,0.4041666666666666,0.9606843196292217
7,LINEAR-SHRINK-WRONG-1,0.0513353729732747,0.8331339620053768,0.05287412998752764,0.0989283196503154,0.2416666666666666,0.9531737367044771
8,LINEAR-SHRINK-WRONG-1,0.09467941290506193,0.8409412056207657,0.06798412903277752,0.07793158730128011,0.425,0.9463645771477
9,LINEAR-SHRINK-WRONG-1,0.07942661930696211,0.8031157553195953,0.04830743073667365,0.08181621821561524,0.5208333333333334,0.9566803724006103
1,LINEAR-SHRINK-WRONG-2,-0.1772645973265332,0.504128709435463,0.08285887844461276,0.1201051822948136,0.48750000000000004,0.9535102964263547
3,LINEAR-SHRINK-WRONG-2,0.1239131502714327,0.7628875821828842,0.0773331690090036,0.10820559298142968,-0.03333333333333336,0.9414344264954827
4,LINEAR-SHRINK-WRONG-2,0.06179630943856726,0.7057872613271078,0.08382419988837493,0.09599082575303225,0.7012750455373407,0.9290147155623875
5,LINEAR-SHRINK-WRONG-2,0.10332575118779821,0.788371667265892,0.09219745633418662,0.11323545035770567,0.5008841491204082,0.9249299481680509
6,LINEAR-SHRINK-WRONG-2,0.12552573955157906,0.8312907765309016,0.06548333140951997,0.1128259617229139,0.43333333333333335,0.9505236482636789
7,LINEAR-SHRINK-WRONG-2,0.03410132646269496,0.5800310770670573,0.13541427255867972,0.16026606314134817,0.19444444444444442,0.9234232970117188
8,LINEAR-SHRINK-WRONG-2,0.09425095854752218,0.785276194413503,0.08899957636293479,0.09393217956818914,0.3694444444444445,0.9355320671741318
9,LINEAR-SHRINK-WRONG-2,-0.055003557242509576,0.5635422070821127,0.08430931099318933,0.1230485910190588,0.35277777777777775,0.9657597348989133
1,LINEAR-SHRINK-WRONG-3,-0.05440169608810147,0.6345259845256805,0.0660214894175947,0.10406082375122427,0.4583333333333333,0.966464606037118
2,LINEAR-SHRINK-WRONG-3,0.09695866205386633,0.8040747940540314,0.0767325859862728,0.08314383787118935,0.13055555555555554,0.9432505292424676
4,LINEAR-SHRINK-WRONG-3,0.0812718183774012,0.7516884555419286,0.07287226792455571,0.09224041458558589,0.7262750455373407,0.9376209588827658
5,LINEAR-SHRINK-WRONG-3,0.10345600716764296,0.8146832684675852,0.0843320952798443,0.1066950393647314,0.5784001090215318,0.9275489019439215
6,LINEAR-SHRINK-WRONG-3,0.11386800723284053,0.8506947855154673,0.05814115609165636,0.10320085305496159,0.37777777777777777,0.9542223959788814
7,LINEAR-SHRINK-WRONG-3,0.06692569652661268,0.6481212178866068,0.1004406136381375,0.11680028889146958,0.20555555555555555,0.9338620064337307
8,LINEAR-SHRINK-WRONG-3,0.09259785649464958,0.8058169782161713,0.08220444226958311,0.08611308388101153,0.4194444444444445,0.9417040057894178
9,LINEAR-SHRINK-WRONG-3,-0.014821342021227932,0.6365317702293396,0.07361271574126506,0.09656770702227464,0.4277777777777778,0.960694395495109
1,LINEAR-SHRINK-WRONG-4,-0.02108668676047963,0.7120522111654282,0.05717116054110368,0.09186967929607519,0.5291666666666667,0.9742361593619151
2,LINEAR-SHRINK-WRONG-4,0.0948678672009823,0.8306195686260859,0.07442878979843122,0.07747067858467872,0.13055555555555554,0.9446337588128204
3,LINEAR-SHRINK-WRONG-4,0.11597591570251568,0.8367953101793925,0.06404679630476187,0.08073074281724198,-0.07222222222222219,0.9583202500605112
5,LINEAR-SHRINK-WRONG-4,0.09760264163698787,0.8335551569859186,0.07829736499114956,0.09864417051609312,0.5495631995631997,0.9345629328923329
6,LINEAR-SHRINK-WRONG-4,0.10789368822322867,0.862612729271253,0.05633450090347173,0.09790251235315345,0.3972222222222222,0.954847104208099
7,LINEAR-SHRINK-WRONG-4,0.09035678594892099,0.7013163069883982,0.09284842122288162,0.10218393217145759,0.22499999999999998,0.9332074062022294
8,LINEAR-SHRINK-WRONG-4,0.10304271139478093,0.8179822365442911,0.07875757952049497,0.08437058653944979,0.4055555555555556,0.942948411132827
9,LINEAR-SHRINK-WRONG-4,0.029629102465323853,0.6964791615804037,0.06650637113466301,0.08079069672183983,0.3916666666666667,0.955495947550895
1,LINEAR-SHRINK-WRONG-5,-0.11472993139893538,0.5350862145423889,0.0774435213811464,0.12668894317090276,0.46249999999999997,0.9665093519956972
2,LINEAR-SHRINK-WRONG-5,0.07848791832289122,0.7509142557779948,0.08750193078819286,0.08741599819125519,0.1583333333333333,0.95357277604191
3,LINEAR-SHRINK-WRONG-5,0.1252449847337335,0.7600194861491522,0.07947708977038419,0.09827800470094158,-0.002777777777777842,0.9418759988788918
4,LINEAR-SHRINK-WRONG-5,0.059325322807504355,0.6771476964155833,0.08468729994568372,0.0952341971428472,0.737704918032787,0.9373075291616995
6,LINEAR-SHRINK-WRONG-5,0.12288239489867935,0.8379507015148798,0.0624672068387861,0.10857603389184661,0.4222222222222222,0.9522158788047216
7,LINEAR-SHRINK-WRONG-5,0.008707722903927564,0.5383569697539011,0.1117205798468541,0.17485303938041452,0.2555555555555556,0.9428354955156263
8,LINEAR-SHRINK-WRONG-5,0.10076446379173741,0.7898062219222387,0.08771086718502509,0.08820243502366001,0.4111111111111112,0.9389203099300614
9,LINEAR-SHRINK-WRONG-5,-0.10652363515029531,0.5201133290926615,0.09132139395354053,0.1552275005478691,0.3527777777777778,0.9559811021358909
1,LINEAR-SHRINK-WRONG-6,-0.053427293150795974,0.5973348319530487,0.072022434522677,0.12193809319475467,0.3958333333333333,0.9672647587192761
2,LINEAR-SHRINK-WRONG-6,0.07387371223771375,0.7617163558801016,0.08852186138959044,0.09174823231770958,0.14722222222222217,0.9474616689832582
3,LINEAR-SHRINK-WRONG-6,0.11941667067875988,0.7650715609391531,0.0821475660716317,0.10220926120906926,-0.019444444444444486,0.9422812950197736
4,LINEAR-SHRINK-WRONG-6,0.07168857797597941,0.6955096125602722,0.08536358632185019,0.09858819307565414,0.7347335879250773,0.9349040328374016
5,LINEAR-SHRINK-WRONG-6,0.10980820143170338,0.764385590950648,0.1031884716521779,0.12428764167080354,0.5644699662747243,0.9173228273959536
7,LINEAR-SHRINK-WRONG-6,0.024907644040625076,0.5670570929845175,0.10486274710865702,0.18482272671164668,0.23333333333333334,0.9303149857402992
8,LINEAR-SHRINK-WRONG-6,0.10207361375267515,0.7889953454335531,0.08704683452945895,0.09043491534496563,0.3972222222222223,0.9388973463907324
9,LINEAR-SHRINK-WRONG-6,-0.08605086561668054,0.5369740724563599,0.08754447827964575,0.14993472950030126,0.3972222222222222,0.9512650059899995
1,LINEAR-SHRINK-WRONG-7,0.02815702734248454,0.7966166958212852,0.04191939428704425,0.08597821723511273,0.4541666666666666,0.9690887329343069
2,LINEAR-SHRINK-WRONG-7,0.08467889898928155,0.869611789782842,0.06516826283409478,0.07315146952643545,0.10555555555555556,0.9454967643310584
3,LINEAR-SHRINK-WRONG-7,0.09158118956581547,0.8646018480261167,0.05206120066367551,0.0706197414958045,-0.041666666666666706,0.9643461718900321
4,LINEAR-SHRINK-WRONG-7,0.08399275094919309,0.8488140851259232,0.05182973544056547,0.07953140221948182,0.7347701149425288,0.9533214213558426
5,LINEAR-SHRINK-WRONG-7,0.08490909512375562,0.8535364518562952,0.0654889765128319,0.08636283605039463,0.528765785409285,0.9437609311063334
6,LINEAR-SHRINK-WRONG-7,0.0935212461409683,0.8779251302282015,0.05075981683784606,0.09062983245798843,0.37777777777777777,0.9569342287403602
8,LINEAR-SHRINK-WRONG-7,0.10278667774573043,0.8305961042642593,0.07269727875359476,0.08283055635408468,0.3944444444444445,0.9462399936939049
9,LINEAR-SHRINK-WRONG-7,0.07172607800563394,0.7670124967892965,0.05443496292602988,0.08180318681135414,0.39722222222222225,0.9582463594025776
1,LINEAR-SHRINK-WRONG-8,-0.01587164167995575,0.6901080384850502,0.061300328312008795,0.09785526518401179,0.55,0.9691598985178714
2,LINEAR-SHRINK-WRONG-8,0.08194085843675837,0.7885334591070811,0.08332225702257096,0.08704903964284129,0.11388888888888886,0.9476433213146888
3,LINEAR-SHRINK-WRONG-8,0.1220242523462449,0.8014920800924301,0.07455261271775197,0.0904577968994693,-0.08055555555555553,0.9468941728771382
4,LINEAR-SHRINK-WRONG-8,0.09235312386687183,0.7404183745384216,0.07730819051543555,0.09333518971302211,0.7262750455373407,0.9362032816754626
5,LINEAR-SHRINK-WRONG-8,0.10842336334752146,0.793104554216067,0.09400188433224102,0.11454802455637123,0.5780557834290403,0.9230911780945232
6,LINEAR-SHRINK-WRONG-8,0.10998662046724032,0.85836561024189,0.05722624436946481,0.10120812571327083,0.38055555555555554,0.9535293954553086
7,LINEAR-SHRINK-WRONG-8,0.04753499643579104,0.6319254537423452,0.09806765065865582,0.1381538744866058,0.2861111111111111,0.929387024921703
9,LINEAR-SHRINK-WRONG-8,-0.03649897817805635,0.6154029270013174,0.07760255955862995,0.11095167894083799,0.38055555555555554,0.9537166709211904
1,LINEAR-SHRINK-WRONG-9,0.020608654842078106,0.8164407983422279,0.042642102742396194,0.07596840076678099,0.44583333333333336,0.9731730379968133
2,LINEAR-SHRINK-WRONG-9,0.08502355138076989,0.8693513050675392,0.06569362724738467,0.07299761694310708,0.17499999999999996,0.9459030966846024
3,LINEAR-SHRINK-WRONG-9,0.09368558127274706,0.8705643887321154,0.052814461481608906,0.07086809740126582,-0.027777777777777752,0.9638897044232608
4,LINEAR-SHRINK-WRONG-9,0.09739412169595069,0.8507793098688126,0.05346917946224224,0.07639345966270647,0.7110860450278005,0.9499441391706649
5,LINEAR-SHRINK-WRONG-9,0.08256677460790592,0.8599582264820734,0.06524070732799694,0.08408013877354953,0.5176546742981739,0.9441703604871375
6,LINEAR-SHRINK-WRONG-9,0.09426067599042233,0.8794614051779112,0.05079427423467305,0.08906066465733604,0.4055555555555556,0.9580396257880407
7,LINEAR-SHRINK-WRONG-9,0.10138075604530124,0.7899671296278635,0.07729117697143037,0.09429942819766356,0.13888888888888884,0.9319037441144382
8,LINEAR-SHRINK-WRONG-9,0.10118087547655559,0.8342474152644476,0.07351554528346463,0.08186970302544178,0.4055555555555556,0.9453766614393491
1,RAW,0.0,1.0,0.0,0.0,0.5541666666666667,1.0
2,RAW,0.0,1.0,0.0,0.0,0.11111111111111109,1.0
3,RAW,0.0,1.0,0.0,0.0,-0.05000000000000001,1.0
4,RAW,0.0,1.0,0.0,0.0,0.7746718621821165,1.0
5,RAW,0.0,1.0,0.0,0.0,0.6120755229557185,1.0
6,RAW,0.0,1.0,0.0,0.0,0.3361111111111111,1.0
7,RAW,0.0,1.0,0.0,0.0,0.2111111111111111,1.0
8,RAW,0.0,1.0,0.0,0.0,0.40277777777777785,1.0
9,RAW,0.0,1.0,0.0,0.0,0.4416666666666667,1.0
