common_xy_hash,eog_owner,fallback,fold,operator_recipient,pair,participant,query_operator_evaluator_only,session,split,support_query_disjoint,task,three_way_disjoint,wrong_owner,x_owner,zero_artifact
b2f9c1043729d7a0706653d24ba2a0dee9d79dacbb491a80659dfb1ffe54852c,sub-18,0,0,sub-11,11,sub-11,1,ses-03,train,1,ERP,1,sub-17,sub-17,0
be06bc072e568b3d49fb1c1ae4de17c1d5bf29515142a9247478c723618d9aea,sub-19,0,0,sub-11,12,sub-11,1,ses-03,train,1,ERP,1,sub-18,sub-18,0
67b3590eebb8a6c36d86d942b4c9daea2e8eaece11ed6e1439a64371bac976aa,sub-21,0,0,sub-11,13,sub-11,1,ses-03,train,1,ERP,1,sub-19,sub-19,0
6be066f7f8dd5b73e76867db9f36c43d92b1d2e48295ea7767589aa3d36c0d4d,sub-23,0,0,sub-11,14,sub-11,1,ses-03,train,1,ERP,1,sub-21,sub-21,0
5ebb545bfa0539741b7079868fc608e472f64cd7e37473fa483cb12a463b7632,sub-12,0,0,sub-11,15,sub-11,1,ses-03,train,1,ERP,1,sub-23,sub-23,0
cad8a331cc360efca8934df2bc8c37a0f11dd85c808d34126235530b84e93e08,sub-14,0,0,sub-11,16,sub-11,1,ses-03,train,1,ERP,1,sub-12,sub-12,0
23f318844f6e91f5c1384674a5d3b3441eca4df01f4ed46770c33024a8a8c9bf,sub-15,0,0,sub-11,17,sub-11,1,ses-03,train,1,ERP,1,sub-14,sub-14,0
b772743c765c377ab25919c2ce1c5f2c06cc8de1c1b05e772427818d4ab6dc46,sub-17,0,0,sub-11,18,sub-11,1,ses-03,train,1,ERP,1,sub-15,sub-15,0
173da3cb7549c7e3c615efb398224cbb93c4cf1855a90d7e3fa3d2ccdd2e1bb6,sub-18,0,0,sub-11,19,sub-11,1,ses-03,train,1,ERP,1,sub-17,sub-17,0
8c6f00d46c628b6084247bf12d7c6003232efda89e565c3d663e939dcffbb02e,sub-19,0,0,sub-11,20,sub-11,1,ses-03,train,1,ERP,1,sub-18,sub-18,0
fa522a904d13b057d03650bb851558b69bf814a16ee254fec9713a10bfd2331f,sub-21,0,0,sub-11,21,sub-11,1,ses-03,train,1,ERP,1,sub-19,sub-19,0
62d0989726e9d16450e665aa7fba36d01b4179e7dd5eb2fa31d4759ee2ef89ac,sub-23,0,0,sub-11,22,sub-11,1,ses-03,train,1,ERP,1,sub-21,sub-21,0
58bf775f589294e6defdb52dadd82099c02923e1f35c0b2c1d166ee568830f98,sub-12,0,0,sub-11,23,sub-11,1,ses-03,train,1,ERP,1,sub-23,sub-23,0
87a3f14a98fbe832cb2b75db21b6d18daac4b127f2bf8c26813c998f0d83fd48,sub-14,0,0,sub-11,0,sub-11,1,ses-03,train,1,SSVEP,1,sub-12,sub-12,0
8d9ee8a0ff4b2d2cdb7670c70fdbb88fa5e9660295aab3fbc242e3a0884dcdc4,sub-15,0,0,sub-11,1,sub-11,1,ses-03,train,1,SSVEP,1,sub-14,sub-14,0
9d19ebab277629302f614fe5b946baca6ca508359d3fd33e18a92a1d269c6246,sub-17,0,0,sub-11,2,sub-11,1,ses-03,train,1,SSVEP,1,sub-15,sub-15,0
a69581cb546007e3fe05d6b408089728b35cfe7f6ab753ddae0556bfc10d0eda,sub-18,0,0,sub-11,3,sub-11,1,ses-03,train,1,SSVEP,1,sub-17,sub-17,0
cb7e78fc2a7273eb99f151af31a5fbbd5caa3ded1e15ceba4d340259ce2ea841,sub-19,0,0,sub-11,4,sub-11,1,ses-03,train,1,SSVEP,1,sub-18,sub-18,0
9f10ee99b5aff97ddd7284f0b1fae2bde89614a16b9f136011cd8f2df1f8766f,sub-21,0,0,sub-11,5,sub-11,1,ses-03,train,1,SSVEP,1,sub-19,sub-19,0
8daac86b8f1359a1d0748786c2eada4251aaaaa583f27b5cfab5a09da8601476,sub-23,0,0,sub-11,6,sub-11,1,ses-03,train,1,SSVEP,1,sub-21,sub-21,0
ef7901a4fbf8bd26abff070149cb636a77263148df9436925ba50aa028104996,sub-12,0,0,sub-11,7,sub-11,1,ses-03,train,1,SSVEP,1,sub-23,sub-23,0
2a9297f6aafc44dde94fee1ce19954878acbaf974b1eae11455cf95cdc66a7ac,sub-14,0,0,sub-11,8,sub-11,1,ses-03,train,1,SSVEP,1,sub-12,sub-12,1
91a0954322de184014c6efd54b6fdaf3820586643d8919126af17be2e23bb24e,sub-15,0,0,sub-11,9,sub-11,1,ses-03,train,1,SSVEP,1,sub-14,sub-14,0
ccf25619918495c424809023a26107c044a7eeb956cc9efcbbd60e0b9a8366da,sub-17,0,0,sub-11,10,sub-11,1,ses-03,train,1,SSVEP,1,sub-15,sub-15,0
ccd7f420a43165fc5ba81c639fee169052ee66b7c45785d142a46ff0a1a5730a,sub-18,0,0,sub-11,11,sub-11,1,ses-03,train,1,SSVEP,1,sub-17,sub-17,0
0b11bda301c61ae7a0ef980d12639b9a2316856f716851b407777bb102fd57d0,sub-19,0,0,sub-11,12,sub-11,1,ses-03,train,1,SSVEP,1,sub-18,sub-18,0
0af37a5b68bb80d5f9d6dc3a82a665372509e410593bc2eb842e6237732f89a7,sub-21,0,0,sub-11,13,sub-11,1,ses-03,train,1,SSVEP,1,sub-19,sub-19,0
a116e9a70079e1c014a59541fbd6d606b57dfbc467cdd05f4cd6bae3336c6860,sub-23,0,0,sub-11,14,sub-11,1,ses-03,train,1,SSVEP,1,sub-21,sub-21,0
9acb48c79c3a7c880c3132d2f6c5a02366593a24faab6bd6897d9236d454e7a9,sub-12,0,0,sub-11,15,sub-11,1,ses-03,train,1,SSVEP,1,sub-23,sub-23,0
d1e83028f6c232928ac5291ef36bfd5addb6ecdbbab3562ac2b9966b35ba38cc,sub-14,0,0,sub-11,16,sub-11,1,ses-03,train,1,SSVEP,1,sub-12,sub-12,0
77f4e7d4ed68b809729ab67d8b1d55675eda81c5c9a0aa4bb25a5e13ce10393e,sub-15,0,0,sub-11,17,sub-11,1,ses-03,train,1,SSVEP,1,sub-14,sub-14,0
0ce82157670588cf0ce5bc6763a8212d9fb94a838b90a8f84d874e0618b034ce,sub-17,0,0,sub-11,18,sub-11,1,ses-03,train,1,SSVEP,1,sub-15,sub-15,0
e69e738e0ec0bb0de97379bab74881143133adb52beb39c2d791a5407370f2b0,sub-18,0,0,sub-11,19,sub-11,1,ses-03,train,1,SSVEP,1,sub-17,sub-17,0
5f0c3d8afb486bd030e5de347836007710bd0a46a058b9527eb3acaf76dbb7ea,sub-19,0,0,sub-11,20,sub-11,1,ses-03,train,1,SSVEP,1,sub-18,sub-18,1
ed0399bcb3f4d4b91adeffb5308c760dd3a984c48c423541ee29bf1246de744b,sub-21,0,0,sub-11,21,sub-11,1,ses-03,train,1,SSVEP,1,sub-19,sub-19,0
26be7afd28f853d60a92d438606c0cefcc64025a25734f3ccac74e11d01200f8,sub-23,0,0,sub-11,22,sub-11,1,ses-03,train,1,SSVEP,1,sub-21,sub-21,0
f88cda8c7a32c0934dad98cdb4c0478c90092a505882adb52848a528bb87e35c,sub-12,0,0,sub-11,23,sub-11,1,ses-03,train,1,SSVEP,1,sub-23,sub-23,0
5a85cdb5361cf50c2a8f345acdc12bca052b867713a7dd7dd7cdcc95d4995663,sub-14,0,0,sub-11,0,sub-11,1,ses-04,train,1,ERP,1,sub-12,sub-12,0
1cac965ddfb2e93603d89c9453aa214004de6ad7befe1e949ce98a90f73e3672,sub-15,0,0,sub-11,1,sub-11,1,ses-04,train,1,ERP,1,sub-14,sub-14,0
6b1cb4f0c6b9c8c06be9f7f4e7b971a4a030c1d9ca5b9ce73aebf7fa14b3b450,sub-17,0,0,sub-11,2,sub-11,1,ses-04,train,1,ERP,1,sub-15,sub-15,0
ba2ca6ce01d401737bf4682eb0b55eb38288decaced474f365400c0a19f30ce5,sub-18,0,0,sub-11,3,sub-11,1,ses-04,train,1,ERP,1,sub-17,sub-17,0
66ea302afb643430ff7f6d6eb4fe562c2892c877a376e3b2d7aadb50523dfc44,sub-19,0,0,sub-11,4,sub-11,1,ses-04,train,1,ERP,1,sub-18,sub-18,0
1366537ec3ef59a90baf9b24a9498da4263f642823134197e86b70e698416433,sub-21,0,0,sub-11,5,sub-11,1,ses-04,train,1,ERP,1,sub-19,sub-19,0
627d02e496df34c746dcd9d00d931c657f55420c3e5942b70cb16c7d16cde78d,sub-23,0,0,sub-11,6,sub-11,1,ses-04,train,1,ERP,1,sub-21,sub-21,0
33b6e46665d6e31de0b175d68dd26be2c69531776f942d4af36011c6d8842459,sub-12,0,0,sub-11,7,sub-11,1,ses-04,train,1,ERP,1,sub-23,sub-23,0
884e139defee5c915f4189576b97b22eac21bb0ff44eabcf46bf76c587e34de9,sub-14,0,0,sub-11,8,sub-11,1,ses-04,train,1,ERP,1,sub-12,sub-12,0
d52f83ef73e7c415c432ee5294275781c200685db87f17c9ae316af0820b1974,sub-15,0,0,sub-11,9,sub-11,1,ses-04,train,1,ERP,1,sub-14,sub-14,0
827d388589860169540ee3d4e1979d1f1facd0b12832960085a39566d7f06ea2,sub-17,0,0,sub-11,10,sub-11,1,ses-04,train,1,ERP,1,sub-15,sub-15,0
f6108b6aeabc0649d0db86111336ddafaf9c8db59a44eb1d7d3f503fe4050d77,sub-18,0,0,sub-11,11,sub-11,1,ses-04,train,1,ERP,1,sub-17,sub-17,0
186cc51fec7c7fff0fe5916d3f8608c6ff36c192deecffdf28c60eb73f87a0f2,sub-19,0,0,sub-11,12,sub-11,1,ses-04,train,1,ERP,1,sub-18,sub-18,0
d0b73a85701356ae665c4ca5abb3ee33acb52a0d08eae541f69b87b4ad47d273,sub-21,0,0,sub-11,13,sub-11,1,ses-04,train,1,ERP,1,sub-19,sub-19,0
a29ba4a392eaad58216faecda808477442dfcf3a9810bd5574399ebf23e96fb7,sub-23,0,0,sub-11,14,sub-11,1,ses-04,train,1,ERP,1,sub-21,sub-21,0
1e987bcac604d3733b7f701534147af665fe2492cdd591726a001dfce2656138,sub-12,0,0,sub-11,15,sub-11,1,ses-04,train,1,ERP,1,sub-23,sub-23,0
35edd6d40b92a56358d5a4a46db202bbc6e718308eb9e91ea21cdf5a6049baa7,sub-14,0,0,sub-11,16,sub-11,1,ses-04,train,1,ERP,1,sub-12,sub-12,0
f25e266bc903058d5ecedd36d487bf8abbc833ada4c7ab512dd4a1ddc704ab46,sub-15,0,0,sub-11,17,sub-11,1,ses-04,train,1,ERP,1,sub-14,sub-14,0
46e2e18338f852a24cb27e57bb8a3210bff1f43c8a8caab40af577d13144f893,sub-17,0,0,sub-11,18,sub-11,1,ses-04,train,1,ERP,1,sub-15,sub-15,0
45134b94c7fc104a52099bb53b36b1bd420cfc0ac9b1d45f4cc735a0e81aa89b,sub-18,0,0,sub-11,19,sub-11,1,ses-04,train,1,ERP,1,sub-17,sub-17,0
882d5ddd22318a4dc74a20b88c3b0d6bf3608c74f4deb36363a1a87610813868,sub-19,0,0,sub-11,20,sub-11,1,ses-04,train,1,ERP,1,sub-18,sub-18,0
4cd7effc9df9af25141a97e52ab4b90f0e63d3b8664dedfc5633ccfb8bff942f,sub-21,0,0,sub-11,21,sub-11,1,ses-04,train,1,ERP,1,sub-19,sub-19,0
91c6568158962a5a1ed4df0ab906489ed1c2d0eb9d1ee96d707c4c07d64fffa1,sub-23,0,0,sub-11,22,sub-11,1,ses-04,train,1,ERP,1,sub-21,sub-21,0
1f1850292b477344bd7b2b1971297f71db01d365a3874ccdd73e0d3c0cbb3d8a,sub-12,0,0,sub-11,23,sub-11,1,ses-04,train,1,ERP,1,sub-23,sub-23,1
f792368ffeac53308906072b3f072da543bc2c13b5df662592081e04719157cc,sub-14,0,0,sub-11,0,sub-11,1,ses-04,train,1,SSVEP,1,sub-12,sub-12,0
a11d98d62a16230ffb31180cb4ffb8e179586b5db11878dcd136bcc454cc252a,sub-15,0,0,sub-11,1,sub-11,1,ses-04,train,1,SSVEP,1,sub-14,sub-14,1
0a4ff1bd77f1ba38feeeb59d049b3ad2842380dbad98ab669d59615a4a0b9ce0,sub-17,0,0,sub-11,2,sub-11,1,ses-04,train,1,SSVEP,1,sub-15,sub-15,0
e085cb55c96d2f745a401992eb3323d7478ecf30a431d74197bf883b9e2da453,sub-18,0,0,sub-11,3,sub-11,1,ses-04,train,1,SSVEP,1,sub-17,sub-17,0
c32c5db1633ebcb67d1c46f6a8be9b3d072c522cfa3842f3df3e1ff562362ebb,sub-19,0,0,sub-11,4,sub-11,1,ses-04,train,1,SSVEP,1,sub-18,sub-18,0
b893e15dd901e18b474b4eff66759e9275b4c1b7af915864b590c22cff0f7bf5,sub-21,0,0,sub-11,5,sub-11,1,ses-04,train,1,SSVEP,1,sub-19,sub-19,0
c82e13dc006d7e1f1e1a5ea3a02cd57a6df8c694e89da665f73a4d19190f42cd,sub-23,0,0,sub-11,6,sub-11,1,ses-04,train,1,SSVEP,1,sub-21,sub-21,1
f33efe10a17418525726e93fde4a4da711c04daef9836519883e1281bd1c97e2,sub-12,0,0,sub-11,7,sub-11,1,ses-04,train,1,SSVEP,1,sub-23,sub-23,0
3fbf07e5f249cdcea6ac4aadf7ed96badfcb6994deb143eff33d804b245e778b,sub-14,0,0,sub-11,8,sub-11,1,ses-04,train,1,SSVEP,1,sub-12,sub-12,0
6026abc2a53c4da4f4ccaac7acf6ecda6e3686006882de117372f5469a78fb0b,sub-15,0,0,sub-11,9,sub-11,1,ses-04,train,1,SSVEP,1,sub-14,sub-14,0
3dbc16269204efceacdb754501d62d19854e687f751cb78394836a417901bf04,sub-17,0,0,sub-11,10,sub-11,1,ses-04,train,1,SSVEP,1,sub-15,sub-15,0
8e728d613201983771aa15de1ece6493901dff1bb3ea2e0ddd9fb069384f765f,sub-18,0,0,sub-11,11,sub-11,1,ses-04,train,1,SSVEP,1,sub-17,sub-17,0
648e6844c5de32663b232532e0aef3b83fe4d5ef9e8e341a3bb22cd3325dbec6,sub-19,0,0,sub-11,12,sub-11,1,ses-04,train,1,SSVEP,1,sub-18,sub-18,0
3b82d5e1f5dc83321fbeb609a37671a0953154dd596099a1ea824ed57c23e40e,sub-21,0,0,sub-11,13,sub-11,1,ses-04,train,1,SSVEP,1,sub-19,sub-19,0
6b5caf3eb9b4ddd3644ade3d9d1ac77f744670e4d166a36dac66787cc911cc3a,sub-23,0,0,sub-11,14,sub-11,1,ses-04,train,1,SSVEP,1,sub-21,sub-21,0
9a24a546c95586716e56d927d823556b8461eb1f8defa1b0e557f22ab9d8cc00,sub-12,0,0,sub-11,15,sub-11,1,ses-04,train,1,SSVEP,1,sub-23,sub-23,0
5bc5e93a9f384a531b226b8325276f96dba701aadef32ec8a0c22d11262c33e9,sub-14,0,0,sub-11,16,sub-11,1,ses-04,train,1,SSVEP,1,sub-12,sub-12,0
5aac8c78a609f9b38202f348f4cba5a147324746f9f802baea34fcd8b989b225,sub-15,0,0,sub-11,17,sub-11,1,ses-04,train,1,SSVEP,1,sub-14,sub-14,1
24d77da7b4a099ff510c3d39ba1194ea93b094df9ed55e50aec327b660e49cea,sub-17,0,0,sub-11,18,sub-11,1,ses-04,train,1,SSVEP,1,sub-15,sub-15,0
6cef9b7a04f95e584304007c1de17a9c48dde91456ab611410949d33296ae872,sub-18,0,0,sub-11,19,sub-11,1,ses-04,train,1,SSVEP,1,sub-17,sub-17,0
112495a263b4e0981100a4a63dee9341ed36ba6459c5807bf87fc4da22b8f62d,sub-19,0,0,sub-11,20,sub-11,1,ses-04,train,1,SSVEP,1,sub-18,sub-18,0
321ff4dab55e0d1599a10a837cf37bba2b4c9d898c95733317cd3c1ca59d14a7,sub-21,0,0,sub-11,21,sub-11,1,ses-04,train,1,SSVEP,1,sub-19,sub-19,0
581be1d51d9d447f624cae702d582d54af75062bd6b0d348c679c55bbfed8757,sub-23,0,0,sub-11,22,sub-11,1,ses-04,train,1,SSVEP,1,sub-21,sub-21,0
f9713e3686db3cbbca4d0c4925f4d99b94ca4345ae7de1acf7e7334d59fee476,sub-12,0,0,sub-11,23,sub-11,1,ses-04,train,1,SSVEP,1,sub-23,sub-23,0
2efa26fcaffc7b5f959c832a91beb977841296ec51080979dde0a25c02bc77a5,sub-14,0,0,sub-12,0,sub-12,1,ses-02,train,1,ERP,1,sub-11,sub-11,0
52f76f4b0c99604faa0edd6be11a0de76c2d898cb1e369afc72e46e076595b76,sub-15,0,0,sub-12,1,sub-12,1,ses-02,train,1,ERP,1,sub-14,sub-14,0
51b92b02a6fae2af287b9a061103345e06ae736e2777d45a7ca0bc232680e2aa,sub-17,0,0,sub-12,2,sub-12,1,ses-02,train,1,ERP,1,sub-15,sub-15,0
