contrast,effect_positive_is_better,metric,panel,participant,seeds
SCAD_K1_vs_DET1_MATCH,-0.11616477955734199,rrmse_temporal,paired,sub-03,3
SCAD_K1_vs_DET1_MATCH,-0.09041652355248253,rrmse_temporal,paired,sub-05,3
SCAD_K1_vs_DET1_MATCH,-0.05988198430956496,rrmse_temporal,paired,sub-06,3
SCAD_K1_vs_DET1_MATCH,-0.057938418823781555,rrmse_temporal,paired,sub-07,3
SCAD_K1_vs_DET1_MATCH,-0.1344594011337635,rrmse_temporal,paired,sub-09,3
SCAD_K1_vs_DET1_MATCH,-0.018509919809056734,rrmse_temporal,paired,sub-11,3
SCAD_K1_vs_DET1_MATCH,-0.01754031269767971,rrmse_temporal,paired,sub-12,3
SCAD_K1_vs_DET1_MATCH,-0.021839853029598972,rrmse_temporal,paired,sub-14,3
SCAD_K1_vs_DET1_MATCH,-0.09963101076276952,rrmse_temporal,paired,sub-15,3
SCAD_K1_vs_DET1_MATCH,-0.09815828054086984,rrmse_temporal,paired,sub-17,3
SCAD_K1_vs_DET1_MATCH,-0.11003489239589763,rrmse_temporal,paired,sub-18,3
SCAD_K1_vs_DET1_MATCH,-0.1149791761536445,rrmse_temporal,paired,sub-19,3
SCAD_K1_vs_DET1_MATCH,-0.10381440454188522,rrmse_temporal,paired,sub-21,3
SCAD_K1_vs_DET1_MATCH,-0.05261057570007529,rrmse_temporal,paired,sub-23,3
DET_MATCH_vs_POP,0.001288071076909129,heldout_eog_remaining_ratio,natural,sub-02,3
DET_MATCH_vs_POP,0.005021490814192564,heldout_eog_remaining_ratio,natural,sub-03,3
DET_MATCH_vs_POP,0.007109144017007833,heldout_eog_remaining_ratio,natural,sub-05,3
DET_MATCH_vs_POP,0.0037506155937265806,heldout_eog_remaining_ratio,natural,sub-06,3
DET_MATCH_vs_POP,0.0024852587526266547,heldout_eog_remaining_ratio,natural,sub-07,3
DET_MATCH_vs_POP,0.0035826035638969467,heldout_eog_remaining_ratio,natural,sub-09,3
DET_MATCH_vs_POP,0.0017206826016978871,heldout_eog_remaining_ratio,natural,sub-11,3
DET_MATCH_vs_POP,-0.015839812658012004,heldout_eog_remaining_ratio,natural,sub-12,3
DET_MATCH_vs_POP,0.0025331622364949866,heldout_eog_remaining_ratio,natural,sub-14,3
DET_MATCH_vs_POP,0.00579652720064409,heldout_eog_remaining_ratio,natural,sub-15,3
DET_MATCH_vs_POP,-0.0014464473835155884,heldout_eog_remaining_ratio,natural,sub-17,3
DET_MATCH_vs_POP,-0.007031642847632506,heldout_eog_remaining_ratio,natural,sub-18,3
DET_MATCH_vs_POP,0.001304825906788043,heldout_eog_remaining_ratio,natural,sub-19,3
DET_MATCH_vs_POP,0.00042354903979609687,heldout_eog_remaining_ratio,natural,sub-21,3
DET_MATCH_vs_POP,0.006898282903579893,heldout_eog_remaining_ratio,natural,sub-23,3
DET_MATCH_vs_WRONG,-3.075029871579815e-05,heldout_eog_remaining_ratio,natural,sub-02,3
DET_MATCH_vs_WRONG,0.0010739372056480418,heldout_eog_remaining_ratio,natural,sub-03,3
DET_MATCH_vs_WRONG,0.0005779415454184219,heldout_eog_remaining_ratio,natural,sub-05,3
DET_MATCH_vs_WRONG,-0.003799032055346041,heldout_eog_remaining_ratio,natural,sub-06,3
DET_MATCH_vs_WRONG,-9.164694740067722e-06,heldout_eog_remaining_ratio,natural,sub-07,3
DET_MATCH_vs_WRONG,1.0580179560385853e-05,heldout_eog_remaining_ratio,natural,sub-09,3
DET_MATCH_vs_WRONG,0.0037352147160267433,heldout_eog_remaining_ratio,natural,sub-11,3
DET_MATCH_vs_WRONG,-0.017149003486104486,heldout_eog_remaining_ratio,natural,sub-12,3
DET_MATCH_vs_WRONG,-0.014550993902290274,heldout_eog_remaining_ratio,natural,sub-14,3
DET_MATCH_vs_WRONG,0.008217753116712948,heldout_eog_remaining_ratio,natural,sub-15,3
DET_MATCH_vs_WRONG,-0.010257639911166275,heldout_eog_remaining_ratio,natural,sub-17,3
DET_MATCH_vs_WRONG,-0.014389444530716333,heldout_eog_remaining_ratio,natural,sub-18,3
DET_MATCH_vs_WRONG,0.0026062168754405293,heldout_eog_remaining_ratio,natural,sub-19,3
DET_MATCH_vs_WRONG,-0.003784115904538458,heldout_eog_remaining_ratio,natural,sub-21,3
DET_MATCH_vs_WRONG,0.00227094244207345,heldout_eog_remaining_ratio,natural,sub-23,3
SCAD_MATCH_vs_POP,0.0026101104862268354,heldout_eog_remaining_ratio,natural,sub-02,3
SCAD_MATCH_vs_POP,-0.0035254262504731773,heldout_eog_remaining_ratio,natural,sub-03,3
SCAD_MATCH_vs_POP,0.020540322417833212,heldout_eog_remaining_ratio,natural,sub-05,3
SCAD_MATCH_vs_POP,-0.015549018872314746,heldout_eog_remaining_ratio,natural,sub-06,3
SCAD_MATCH_vs_POP,0.0058711327475159765,heldout_eog_remaining_ratio,natural,sub-07,3
SCAD_MATCH_vs_POP,0.015197912748667552,heldout_eog_remaining_ratio,natural,sub-09,3
SCAD_MATCH_vs_POP,-0.010554814567910261,heldout_eog_remaining_ratio,natural,sub-11,3
SCAD_MATCH_vs_POP,-0.007879040487116185,heldout_eog_remaining_ratio,natural,sub-12,3
SCAD_MATCH_vs_POP,-0.0024584988829905083,heldout_eog_remaining_ratio,natural,sub-14,3
SCAD_MATCH_vs_POP,0.0037550409327973266,heldout_eog_remaining_ratio,natural,sub-15,3
SCAD_MATCH_vs_POP,0.006943865978352837,heldout_eog_remaining_ratio,natural,sub-17,3
SCAD_MATCH_vs_POP,-0.0035112318108727245,heldout_eog_remaining_ratio,natural,sub-18,3
SCAD_MATCH_vs_POP,0.007982128322893134,heldout_eog_remaining_ratio,natural,sub-19,3
SCAD_MATCH_vs_POP,0.012436173902197941,heldout_eog_remaining_ratio,natural,sub-21,3
SCAD_MATCH_vs_POP,0.018094201569593293,heldout_eog_remaining_ratio,natural,sub-23,3
SCAD_MATCH_vs_WRONG,0.0014640558696468926,heldout_eog_remaining_ratio,natural,sub-02,3
SCAD_MATCH_vs_WRONG,-0.005119072533432911,heldout_eog_remaining_ratio,natural,sub-03,3
SCAD_MATCH_vs_WRONG,0.014326796023739985,heldout_eog_remaining_ratio,natural,sub-05,3
SCAD_MATCH_vs_WRONG,-0.02801340446842356,heldout_eog_remaining_ratio,natural,sub-06,3
SCAD_MATCH_vs_WRONG,0.007346750883282183,heldout_eog_remaining_ratio,natural,sub-07,3
SCAD_MATCH_vs_WRONG,0.0008796853991754894,heldout_eog_remaining_ratio,natural,sub-09,3
SCAD_MATCH_vs_WRONG,0.015052986504896579,heldout_eog_remaining_ratio,natural,sub-11,3
SCAD_MATCH_vs_WRONG,-0.008797185428518558,heldout_eog_remaining_ratio,natural,sub-12,3
SCAD_MATCH_vs_WRONG,-0.01751658953406972,heldout_eog_remaining_ratio,natural,sub-14,3
SCAD_MATCH_vs_WRONG,0.0029525208014054005,heldout_eog_remaining_ratio,natural,sub-15,3
SCAD_MATCH_vs_WRONG,0.0008666988853774926,heldout_eog_remaining_ratio,natural,sub-17,3
SCAD_MATCH_vs_WRONG,-0.012324474001222052,heldout_eog_remaining_ratio,natural,sub-18,3
SCAD_MATCH_vs_WRONG,0.005892912224608897,heldout_eog_remaining_ratio,natural,sub-19,3
SCAD_MATCH_vs_WRONG,0.012657246439040168,heldout_eog_remaining_ratio,natural,sub-21,3
SCAD_MATCH_vs_WRONG,0.013535437597534283,heldout_eog_remaining_ratio,natural,sub-23,3
SCAD_K1_vs_DET1_MATCH,-0.05132697633841835,heldout_eog_remaining_ratio,natural,sub-02,3
SCAD_K1_vs_DET1_MATCH,-0.10721103478646776,heldout_eog_remaining_ratio,natural,sub-03,3
SCAD_K1_vs_DET1_MATCH,-0.1301754936140097,heldout_eog_remaining_ratio,natural,sub-05,3
SCAD_K1_vs_DET1_MATCH,-0.043980873873683844,heldout_eog_remaining_ratio,natural,sub-06,3
SCAD_K1_vs_DET1_MATCH,-0.08423878771439212,heldout_eog_remaining_ratio,natural,sub-07,3
SCAD_K1_vs_DET1_MATCH,-0.019956513794755566,heldout_eog_remaining_ratio,natural,sub-09,3
SCAD_K1_vs_DET1_MATCH,-0.15536539025000826,heldout_eog_remaining_ratio,natural,sub-11,3
SCAD_K1_vs_DET1_MATCH,-0.007180159357123239,heldout_eog_remaining_ratio,natural,sub-12,3
SCAD_K1_vs_DET1_MATCH,0.0031368084166124577,heldout_eog_remaining_ratio,natural,sub-14,3
SCAD_K1_vs_DET1_MATCH,-0.06556783547353484,heldout_eog_remaining_ratio,natural,sub-15,3
SCAD_K1_vs_DET1_MATCH,-0.07869769453628679,heldout_eog_remaining_ratio,natural,sub-17,3
SCAD_K1_vs_DET1_MATCH,-0.047374805757998684,heldout_eog_remaining_ratio,natural,sub-18,3
SCAD_K1_vs_DET1_MATCH,-0.03465935960564518,heldout_eog_remaining_ratio,natural,sub-19,3
SCAD_K1_vs_DET1_MATCH,-0.05335397664074407,heldout_eog_remaining_ratio,natural,sub-21,3
SCAD_K1_vs_DET1_MATCH,-0.12171866204748238,heldout_eog_remaining_ratio,natural,sub-23,3
DET_MATCH_vs_POP,-0.0017283379297339623,preservation,natural,sub-02,3
DET_MATCH_vs_POP,-0.004653243815751569,preservation,natural,sub-03,3
DET_MATCH_vs_POP,-0.002251829703246074,preservation,natural,sub-05,3
DET_MATCH_vs_POP,0.0019853086092452474,preservation,natural,sub-06,3
DET_MATCH_vs_POP,-0.0025190854362209247,preservation,natural,sub-07,3
DET_MATCH_vs_POP,-5.109502428561156e-05,preservation,natural,sub-09,3
DET_MATCH_vs_POP,-0.0015529142665975382,preservation,natural,sub-11,3
DET_MATCH_vs_POP,0.001719872260792732,preservation,natural,sub-12,3
DET_MATCH_vs_POP,0.0014769744278736452,preservation,natural,sub-14,3
DET_MATCH_vs_POP,-0.0058054008534339134,preservation,natural,sub-15,3
DET_MATCH_vs_POP,-0.005474848461292425,preservation,natural,sub-17,3
DET_MATCH_vs_POP,-0.0014396460039182528,preservation,natural,sub-18,3
DET_MATCH_vs_POP,0.00024646374158151146,preservation,natural,sub-19,3
DET_MATCH_vs_POP,-0.0009811402255437418,preservation,natural,sub-21,3
DET_MATCH_vs_POP,-0.006830520401370814,preservation,natural,sub-23,3
DET_MATCH_vs_WRONG,0.00013732701460311691,preservation,natural,sub-02,3
DET_MATCH_vs_WRONG,-0.0021411717557264045,preservation,natural,sub-03,3
DET_MATCH_vs_WRONG,-7.538190131291718e-06,preservation,natural,sub-05,3
DET_MATCH_vs_WRONG,0.008189589872000433,preservation,natural,sub-06,3
DET_MATCH_vs_WRONG,-0.004187207517548012,preservation,natural,sub-07,3
DET_MATCH_vs_WRONG,-0.0007625947598452291,preservation,natural,sub-09,3
DET_MATCH_vs_WRONG,-0.007424545216791256,preservation,natural,sub-11,3
DET_MATCH_vs_WRONG,0.006287605182536608,preservation,natural,sub-12,3
DET_MATCH_vs_WRONG,0.005071808596022853,preservation,natural,sub-14,3
DET_MATCH_vs_WRONG,-0.0016217984542254242,preservation,natural,sub-15,3
DET_MATCH_vs_WRONG,0.002303982757527301,preservation,natural,sub-17,3
DET_MATCH_vs_WRONG,0.004228734797340021,preservation,natural,sub-18,3
DET_MATCH_vs_WRONG,0.0023016525460260264,preservation,natural,sub-19,3
DET_MATCH_vs_WRONG,-0.002747765463500529,preservation,natural,sub-21,3
DET_MATCH_vs_WRONG,-0.006556904080312139,preservation,natural,sub-23,3
SCAD_MATCH_vs_POP,-0.002540954911641413,preservation,natural,sub-02,3
SCAD_MATCH_vs_POP,-0.001590330261729093,preservation,natural,sub-03,3
SCAD_MATCH_vs_POP,-0.005142994343613538,preservation,natural,sub-05,3
SCAD_MATCH_vs_POP,0.004534476032027612,preservation,natural,sub-06,3
SCAD_MATCH_vs_POP,-0.0024980553843357476,preservation,natural,sub-07,3
SCAD_MATCH_vs_POP,0.002184996362258255,preservation,natural,sub-09,3
SCAD_MATCH_vs_POP,-0.006917259040586303,preservation,natural,sub-11,3
SCAD_MATCH_vs_POP,0.000276205288878395,preservation,natural,sub-12,3
SCAD_MATCH_vs_POP,-0.0050601035717007985,preservation,natural,sub-14,3
SCAD_MATCH_vs_POP,-0.005862038393787221,preservation,natural,sub-15,3
SCAD_MATCH_vs_POP,-0.0032953362993070057,preservation,natural,sub-17,3
SCAD_MATCH_vs_POP,-0.000630616011408347,preservation,natural,sub-18,3
SCAD_MATCH_vs_POP,0.0002602936465925983,preservation,natural,sub-19,3
SCAD_MATCH_vs_POP,0.0002361315966879681,preservation,natural,sub-21,3
SCAD_MATCH_vs_POP,-0.005734757626708609,preservation,natural,sub-23,3
SCAD_MATCH_vs_WRONG,-0.0017580606797932274,preservation,natural,sub-02,3
SCAD_MATCH_vs_WRONG,0.0023117598980670526,preservation,natural,sub-03,3
SCAD_MATCH_vs_WRONG,-0.0018088409072266238,preservation,natural,sub-05,3
SCAD_MATCH_vs_WRONG,0.009801480744762614,preservation,natural,sub-06,3
SCAD_MATCH_vs_WRONG,-0.005405162267474968,preservation,natural,sub-07,3
SCAD_MATCH_vs_WRONG,-0.0012476341561977373,preservation,natural,sub-09,3
SCAD_MATCH_vs_WRONG,-0.010889057992523784,preservation,natural,sub-11,3
SCAD_MATCH_vs_WRONG,0.007440956944262611,preservation,natural,sub-12,3
SCAD_MATCH_vs_WRONG,0.006780767725211338,preservation,natural,sub-14,3
SCAD_MATCH_vs_WRONG,-0.003246380784661588,preservation,natural,sub-15,3
SCAD_MATCH_vs_WRONG,0.0057326452113452,preservation,natural,sub-17,3
SCAD_MATCH_vs_WRONG,0.007865329409523595,preservation,natural,sub-18,3
SCAD_MATCH_vs_WRONG,-0.0004651729202295544,preservation,natural,sub-19,3
SCAD_MATCH_vs_WRONG,-0.0010966056269930597,preservation,natural,sub-21,3
SCAD_MATCH_vs_WRONG,-0.007583338451110551,preservation,natural,sub-23,3
SCAD_K1_vs_DET1_MATCH,0.019861328710658082,preservation,natural,sub-02,3
SCAD_K1_vs_DET1_MATCH,0.03907672369871651,preservation,natural,sub-03,3
SCAD_K1_vs_DET1_MATCH,0.023387686707594762,preservation,natural,sub-05,3
SCAD_K1_vs_DET1_MATCH,-0.009117349387759174,preservation,natural,sub-06,3
SCAD_K1_vs_DET1_MATCH,0.00573561575033162,preservation,natural,sub-07,3
SCAD_K1_vs_DET1_MATCH,0.010745209082684984,preservation,natural,sub-09,3
SCAD_K1_vs_DET1_MATCH,-0.040436518019469604,preservation,natural,sub-11,3
SCAD_K1_vs_DET1_MATCH,-0.01229424469890709,preservation,natural,sub-12,3
SCAD_K1_vs_DET1_MATCH,-0.005344740404010451,preservation,natural,sub-14,3
SCAD_K1_vs_DET1_MATCH,-0.014063610489365145,preservation,natural,sub-15,3
SCAD_K1_vs_DET1_MATCH,-0.011647193611726761,preservation,natural,sub-17,3
SCAD_K1_vs_DET1_MATCH,0.0033605326756716756,preservation,natural,sub-18,3
SCAD_K1_vs_DET1_MATCH,0.0048311559428354895,preservation,natural,sub-19,3
SCAD_K1_vs_DET1_MATCH,0.011324350721902595,preservation,natural,sub-21,3
SCAD_K1_vs_DET1_MATCH,0.007329632609236618,preservation,natural,sub-23,3
DET_MATCH_vs_POP,-0.004434117894958113,psd_distortion,natural,sub-02,3
DET_MATCH_vs_POP,-0.0066784068872045394,psd_distortion,natural,sub-03,3
DET_MATCH_vs_POP,-0.007048929918224478,psd_distortion,natural,sub-05,3
DET_MATCH_vs_POP,0.005049475145248163,psd_distortion,natural,sub-06,3
DET_MATCH_vs_POP,-0.002815267485411573,psd_distortion,natural,sub-07,3
DET_MATCH_vs_POP,0.0005047357578207937,psd_distortion,natural,sub-09,3
DET_MATCH_vs_POP,-0.004493806509243507,psd_distortion,natural,sub-11,3
DET_MATCH_vs_POP,0.0020448330620450594,psd_distortion,natural,sub-12,3
DET_MATCH_vs_POP,0.003180014750816603,psd_distortion,natural,sub-14,3
DET_MATCH_vs_POP,-0.012714559780233892,psd_distortion,natural,sub-15,3
DET_MATCH_vs_POP,-0.00782525905002566,psd_distortion,natural,sub-17,3
DET_MATCH_vs_POP,-0.0013679919684916515,psd_distortion,natural,sub-18,3
DET_MATCH_vs_POP,0.0006260571169625362,psd_distortion,natural,sub-19,3
DET_MATCH_vs_POP,0.001254293707769527,psd_distortion,natural,sub-21,3
DET_MATCH_vs_POP,-0.006885180191195291,psd_distortion,natural,sub-23,3
DET_MATCH_vs_WRONG,0.00018237391495842803,psd_distortion,natural,sub-02,3
DET_MATCH_vs_WRONG,-0.0008502354878959598,psd_distortion,natural,sub-03,3
DET_MATCH_vs_WRONG,-0.0017429589973154507,psd_distortion,natural,sub-05,3
DET_MATCH_vs_WRONG,0.012681023218722007,psd_distortion,natural,sub-06,3
DET_MATCH_vs_WRONG,-0.007847187352015561,psd_distortion,natural,sub-07,3
DET_MATCH_vs_WRONG,-0.0038293246131819725,psd_distortion,natural,sub-09,3
DET_MATCH_vs_WRONG,-0.01344770277656652,psd_distortion,natural,sub-11,3
DET_MATCH_vs_WRONG,0.009767336821899397,psd_distortion,natural,sub-12,3
DET_MATCH_vs_WRONG,0.006270877721344807,psd_distortion,natural,sub-14,3
DET_MATCH_vs_WRONG,-0.0027011042745869553,psd_distortion,natural,sub-15,3
DET_MATCH_vs_WRONG,0.005230811928029201,psd_distortion,natural,sub-17,3
DET_MATCH_vs_WRONG,0.013076083195198743,psd_distortion,natural,sub-18,3
DET_MATCH_vs_WRONG,0.0021060103440679323,psd_distortion,natural,sub-19,3
DET_MATCH_vs_WRONG,-0.0014205473358645155,psd_distortion,natural,sub-21,3
DET_MATCH_vs_WRONG,-0.0074200775901983596,psd_distortion,natural,sub-23,3
SCAD_MATCH_vs_POP,-0.0029565900573239414,psd_distortion,natural,sub-02,3
SCAD_MATCH_vs_POP,-0.0008933563150003709,psd_distortion,natural,sub-03,3
SCAD_MATCH_vs_POP,-0.0026966616284860487,psd_distortion,natural,sub-05,3
SCAD_MATCH_vs_POP,0.005702909219940942,psd_distortion,natural,sub-06,3
SCAD_MATCH_vs_POP,0.00030315972669522906,psd_distortion,natural,sub-07,3
SCAD_MATCH_vs_POP,0.010636528550202584,psd_distortion,natural,sub-09,3
SCAD_MATCH_vs_POP,-0.009320045095825938,psd_distortion,natural,sub-11,3
SCAD_MATCH_vs_POP,0.003163471402818909,psd_distortion,natural,sub-12,3
SCAD_MATCH_vs_POP,-0.0032474068646346963,psd_distortion,natural,sub-14,3
SCAD_MATCH_vs_POP,-0.004798490412811903,psd_distortion,natural,sub-15,3
SCAD_MATCH_vs_POP,-0.0005265745158259949,psd_distortion,natural,sub-17,3
SCAD_MATCH_vs_POP,-0.003052527715988601,psd_distortion,natural,sub-18,3
SCAD_MATCH_vs_POP,0.0014840337744636278,psd_distortion,natural,sub-19,3
SCAD_MATCH_vs_POP,-0.0006188376942452833,psd_distortion,natural,sub-21,3
SCAD_MATCH_vs_POP,-0.007223948284666604,psd_distortion,natural,sub-23,3
SCAD_MATCH_vs_WRONG,-0.004270312869761862,psd_distortion,natural,sub-02,3
SCAD_MATCH_vs_WRONG,0.0027961086091553844,psd_distortion,natural,sub-03,3
SCAD_MATCH_vs_WRONG,-0.00041733464518015073,psd_distortion,natural,sub-05,3
SCAD_MATCH_vs_WRONG,0.012384091350423685,psd_distortion,natural,sub-06,3
SCAD_MATCH_vs_WRONG,-0.005839448199032454,psd_distortion,natural,sub-07,3
SCAD_MATCH_vs_WRONG,7.76722919134017e-05,psd_distortion,natural,sub-09,3
SCAD_MATCH_vs_WRONG,-0.013486662898160584,psd_distortion,natural,sub-11,3
SCAD_MATCH_vs_WRONG,0.012005344226800376,psd_distortion,natural,sub-12,3
SCAD_MATCH_vs_WRONG,0.012081726234663756,psd_distortion,natural,sub-14,3
SCAD_MATCH_vs_WRONG,-0.0031778038674166917,psd_distortion,natural,sub-15,3
SCAD_MATCH_vs_WRONG,0.00538834283161066,psd_distortion,natural,sub-17,3
SCAD_MATCH_vs_WRONG,0.005204373341590009,psd_distortion,natural,sub-18,3
SCAD_MATCH_vs_WRONG,0.0019875154006903373,psd_distortion,natural,sub-19,3
SCAD_MATCH_vs_WRONG,-0.0024479141789887173,psd_distortion,natural,sub-21,3
SCAD_MATCH_vs_WRONG,-0.010116891095451238,psd_distortion,natural,sub-23,3
SCAD_K1_vs_DET1_MATCH,0.05135137996696282,psd_distortion,natural,sub-02,3
SCAD_K1_vs_DET1_MATCH,0.07904442767620677,psd_distortion,natural,sub-03,3
SCAD_K1_vs_DET1_MATCH,0.06633546521812396,psd_distortion,natural,sub-05,3
SCAD_K1_vs_DET1_MATCH,0.02731203468389361,psd_distortion,natural,sub-06,3
SCAD_K1_vs_DET1_MATCH,0.050368057642268434,psd_distortion,natural,sub-07,3
SCAD_K1_vs_DET1_MATCH,0.06976685158186038,psd_distortion,natural,sub-09,3
SCAD_K1_vs_DET1_MATCH,-0.021619912170299033,psd_distortion,natural,sub-11,3
SCAD_K1_vs_DET1_MATCH,0.023467150532573578,psd_distortion,natural,sub-12,3
SCAD_K1_vs_DET1_MATCH,0.03126497891717594,psd_distortion,natural,sub-14,3
SCAD_K1_vs_DET1_MATCH,0.038897363354503924,psd_distortion,natural,sub-15,3
SCAD_K1_vs_DET1_MATCH,0.03211937029514797,psd_distortion,natural,sub-17,3
SCAD_K1_vs_DET1_MATCH,0.07556738567458512,psd_distortion,natural,sub-18,3
SCAD_K1_vs_DET1_MATCH,0.028558175931667217,psd_distortion,natural,sub-19,3
SCAD_K1_vs_DET1_MATCH,0.06781983799722884,psd_distortion,natural,sub-21,3
SCAD_K1_vs_DET1_MATCH,0.03787970228417509,psd_distortion,natural,sub-23,3
DET_MATCH_vs_POP,-0.0032024434333164883,covariance_distortion,natural,sub-02,3
DET_MATCH_vs_POP,-0.005633595717818907,covariance_distortion,natural,sub-03,3
DET_MATCH_vs_POP,-0.008589708579731644,covariance_distortion,natural,sub-05,3
DET_MATCH_vs_POP,0.0020838260098701524,covariance_distortion,natural,sub-06,3
DET_MATCH_vs_POP,-0.0021006243488312835,covariance_distortion,natural,sub-07,3
DET_MATCH_vs_POP,-0.0015544919053710655,covariance_distortion,natural,sub-09,3
DET_MATCH_vs_POP,-0.0017484888915050012,covariance_distortion,natural,sub-11,3
