fold_id,study,recording_key,adaptation_seed,method,eog_coherence_reduction,nonartifact_preservation,psd_distortion,covariance_distortion
study01_layout_01_heldout_00,study01,study01/study01_p01,20260822,DIFF-D11-SHUFFLED-BOTH,0.017365439104494354,0.719660073518753,0.08173759281635284,0.20798565498039603
study01_layout_01_heldout_00,study01,study01/study01_p01,20260823,RAW,0.0,1.0,0.0,0.0
study01_layout_01_heldout_00,study01,study01/study01_p01,20260823,DET-D00,0.017788030391815923,0.6996505260467529,0.26048505306243896,0.35048245202408784
study01_layout_01_heldout_00,study01,study01/study01_p01,20260823,DIFF-D00,0.01661481404805492,0.7040784358978271,0.24107509851455688,0.33577790314228256
study01_layout_01_heldout_00,study01,study01/study01_p01,20260823,DET-D10,0.021240999456495047,0.6779291033744812,0.2550593316555023,0.36349375845400067
study01_layout_01_heldout_00,study01,study01/study01_p01,20260823,DIFF-D10,0.020481655438398493,0.6913716197013855,0.25383973121643066,0.3519394526340701
study01_layout_01_heldout_00,study01,study01/study01_p01,20260823,DET-D01,0.017922945280463023,0.7436562478542328,0.20759229362010956,0.3166508406591376
study01_layout_01_heldout_00,study01,study01/study01_p01,20260823,DET-D11,0.021240999456495047,0.6779291033744812,0.2550593316555023,0.36349375845400067
study01_layout_01_heldout_00,study01,study01/study01_p01,20260823,DIFF-D01,0.017851606557338404,0.716519296169281,0.10446696728467941,0.29460968870222715
study01_layout_01_heldout_00,study01,study01/study01_p01,20260823,DIFF-D11,0.023315857445564254,0.76180100440979,0.08835171908140182,0.1794421396802735
study01_layout_01_heldout_00,study01,study01/study01_p01,20260823,DIFF-D01-SHUFFLED-LORA,0.01661481404805492,0.7040784358978271,0.24107509851455688,0.33577790314228256
study01_layout_01_heldout_00,study01,study01/study01_p01,20260823,DIFF-D11-SHUFFLED-BOTH,0.017219274914984047,0.7154078483581543,0.08548610657453537,0.22492153156979267
study01_layout_01_heldout_00,study01,study01/study01_p02,20260821,RAW,0.0,1.0,0.0,0.0
study01_layout_01_heldout_00,study01,study01/study01_p02,20260821,DET-D00,0.009132176099730466,0.7019657790660858,0.19068822264671326,0.3859338624564111
study01_layout_01_heldout_00,study01,study01/study01_p02,20260821,DIFF-D00,0.008357885606779622,0.6859944462776184,0.19558966159820557,0.4129408686068204
study01_layout_01_heldout_00,study01,study01/study01_p02,20260821,DET-D10,0.015221301401997435,0.7354053854942322,0.16913895308971405,0.33295039176262287
study01_layout_01_heldout_00,study01,study01/study01_p02,20260821,DIFF-D10,0.014216463201968323,0.7171668112277985,0.18043947219848633,0.36422140131224084
study01_layout_01_heldout_00,study01,study01/study01_p02,20260821,DET-D01,0.008798288574827645,0.7181077301502228,0.143912672996521,0.20880016216235756
study01_layout_01_heldout_00,study01,study01/study01_p02,20260821,DET-D11,0.015152671173664513,0.7742175310850143,0.14692211151123047,0.24399470102344573
study01_layout_01_heldout_00,study01,study01/study01_p02,20260821,DIFF-D01,0.009734416798014067,0.7624436616897583,0.08830313384532928,0.17595188503368725
study01_layout_01_heldout_00,study01,study01/study01_p02,20260821,DIFF-D11,0.01787201165028944,0.7409311532974243,0.10395671427249908,0.21551114619362866
study01_layout_01_heldout_00,study01,study01/study01_p02,20260821,DIFF-D01-SHUFFLED-LORA,0.008154500621081938,0.6830509006977081,0.08535845577716827,0.2657171946206874
study01_layout_01_heldout_00,study01,study01/study01_p02,20260821,DIFF-D11-SHUFFLED-BOTH,0.010659548831332862,0.6789132654666901,0.07537765055894852,0.19996772469714041
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,RAW,0.0,1.0,0.0,0.0
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DET-D00,0.009132176099730466,0.7019657790660858,0.19068822264671326,0.3859338624564111
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DIFF-D00,0.008304112462391114,0.6864520609378815,0.1954040676355362,0.41292614130434524
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DET-D10,0.015221301401997435,0.7354053854942322,0.16913895308971405,0.33295039176262287
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DIFF-D10,0.014179947753918579,0.7173024713993073,0.18036875128746033,0.3641801668555039
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DET-D01,0.009464095988921048,0.7270557582378387,0.14358356595039368,0.21100213148411365
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DET-D11,0.015301169675036239,0.7767625749111176,0.14641298353672028,0.23912794121527178
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DIFF-D01,0.009811821088580225,0.7627406865358353,0.09814618527889252,0.184309988288128
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DIFF-D11,0.018726667614075647,0.7605208456516266,0.09683036804199219,0.1955643015378296
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DIFF-D01-SHUFFLED-LORA,0.007933759941430439,0.6739644110202789,0.08869929611682892,0.2513621487370529
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DIFF-D11-SHUFFLED-BOTH,0.010718443551389824,0.6701084673404694,0.08591601252555847,0.20241440167854471
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,RAW,0.0,1.0,0.0,0.0
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DET-D00,0.009132176099730466,0.7019657790660858,0.19068822264671326,0.3859338624564111
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D00,0.008286904880841231,0.6858636438846588,0.19526858627796173,0.41315769949191455
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DET-D10,0.015221301401997435,0.7354053854942322,0.16913895308971405,0.33295039176262287
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D10,0.014135690020589994,0.7169849574565887,0.18015873432159424,0.36432159670232883
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DET-D01,0.008387750857670247,0.7678227722644806,0.15578822791576385,0.25622056553825395
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DET-D11,0.01568595833819488,0.7730593681335449,0.1461026817560196,0.24134406222780008
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D01,0.009870622291004862,0.7605652809143066,0.07659473270177841,0.2022372467688238
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D11,0.01850477498474306,0.7706603556871414,0.08856375515460968,0.18527184565138397
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D01-SHUFFLED-LORA,0.00792004359918165,0.7012184858322144,0.08607274293899536,0.25472385688833177
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D11-SHUFFLED-BOTH,0.011595245217904449,0.7098278701305389,0.07573913037776947,0.18795217520488236
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,RAW,0.0,1.0,0.0,0.0
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DET-D00,0.018466677613042555,0.7074925005435944,0.2013404369354248,0.34010881874143606
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D00,0.019589570270658566,0.7034561634063721,0.1978527009487152,0.3346715002990657
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DET-D10,0.015966210996025597,0.7003913521766663,0.20008060336112976,0.367843011010391
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D10,0.0164079938469262,0.7016479671001434,0.1891927272081375,0.34557545563827197
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DET-D01,0.01855501650575677,0.5041722059249878,0.23124296963214874,0.4451902545015477
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DET-D11,0.016867470943593775,0.5780152380466461,0.23680639266967773,0.3873496920697937
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D01,0.02045494015328586,0.5774590075016022,0.21949690580368042,0.3981634902090894
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D11,0.017028536294297923,0.5946392714977264,0.21644563972949982,0.3624319347745412
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D01-SHUFFLED-LORA,0.01927292934651005,0.7136483788490295,0.12653443217277527,0.3046855141822025
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D11-SHUFFLED-BOTH,0.013387667785944607,0.7229610085487366,0.057006124407052994,0.2447499798988392
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,RAW,0.0,1.0,0.0,0.0
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DET-D00,0.018466677613042555,0.7074925005435944,0.2013404369354248,0.34010881874143606
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D00,0.019568730081463682,0.7038878500461578,0.19718694686889648,0.3338863146051327
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DET-D10,0.015966210996025597,0.7003913521766663,0.20008060336112976,0.367843011010391
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D10,0.016398686417860207,0.7022989988327026,0.18858318030834198,0.34504364223400047
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DET-D01,0.018823691659831797,0.5156694948673248,0.22772592306137085,0.4460876170692274
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DET-D11,0.01551198922418829,0.5742326080799103,0.21603189408779144,0.35582645572106963
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D01,0.020542694721370935,0.5562560856342316,0.21698471903800964,0.408281199638008
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D11,0.017097640814709256,0.5956151783466339,0.2127448171377182,0.3643631080569028
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D01-SHUFFLED-LORA,0.019910234588615856,0.7063020467758179,0.13734595477581024,0.3115305567662998
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D11-SHUFFLED-BOTH,0.01236639794861448,0.691493421792984,0.05199260637164116,0.24052867180625967
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,RAW,0.0,1.0,0.0,0.0
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DET-D00,0.018466677613042555,0.7074925005435944,0.2013404369354248,0.34010881874143606
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D00,0.019585002229773794,0.703015923500061,0.19774988293647766,0.33530809113473586
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DET-D10,0.015966210996025597,0.7003913521766663,0.20008060336112976,0.367843011010391
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D10,0.0164188821960626,0.7015699744224548,0.18930791318416595,0.3462927889381741
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DET-D01,0.018466677613042555,0.7074925005435944,0.2013404369354248,0.34010881874143606
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DET-D11,0.015069824177771807,0.5813367664813995,0.2305658906698227,0.3657466505862607
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D01,0.02020413976901307,0.5666984021663666,0.21674685180187225,0.4107113911319096
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D11,0.017645093243055306,0.5700643658638,0.2048085629940033,0.3688127957706324
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D01-SHUFFLED-LORA,0.01991654576027188,0.7078001201152802,0.09856827557086945,0.30696956782411544
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D11-SHUFFLED-BOTH,0.012950217399489261,0.7080042064189911,0.043368056416511536,0.2384586493927935
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,RAW,0.0,1.0,0.0,0.0
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DET-D00,0.03809420353379742,0.7938838303089142,0.09820009768009186,0.20766622506720267
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DIFF-D00,0.03507561552145615,0.8031792938709259,0.09664850682020187,0.1976373884539337
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DET-D10,0.030836109079998633,0.7553520053625107,0.16042910516262054,0.2796641917796913
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DIFF-D10,0.0286648587869673,0.7696861922740936,0.14910973608493805,0.2629480341931334
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DET-D01,0.0382814224295575,0.7786132991313934,0.10699369758367538,0.25663719916813266
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DET-D11,0.027969335037251478,0.7897700369358063,0.12658986449241638,0.2646520921306972
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DIFF-D01,0.03511667839283573,0.7882548421621323,0.09383785724639893,0.22919255272948486
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DIFF-D11,0.027297509802055767,0.7786834239959717,0.10835032165050507,0.2497022284884363
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DIFF-D01-SHUFFLED-LORA,0.03490570368213129,0.7314655482769012,0.08883563429117203,0.3064811636679929
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DIFF-D11-SHUFFLED-BOTH,0.026850589278057724,0.6937955021858215,0.13969428837299347,0.38482513184813794
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,RAW,0.0,1.0,0.0,0.0
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DET-D00,0.03809420353379742,0.7938838303089142,0.09820009768009186,0.20766622506720267
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DIFF-D00,0.035159200405830454,0.8032370954751968,0.09672742336988449,0.19678420468895882
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DET-D10,0.030836109079998633,0.7553520053625107,0.16042910516262054,0.2796641917796913
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DIFF-D10,0.028676247665787052,0.770032986998558,0.14930695295333862,0.26198076887891597
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DET-D01,0.0378539463232175,0.7764946818351746,0.10530659556388855,0.25881479674382246
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DET-D11,0.027366315159175925,0.7892405986785889,0.1250784546136856,0.26762873070826176
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DIFF-D01,0.03539506867046243,0.7838891297578812,0.10222192108631134,0.24959423796301508
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DIFF-D11,0.02737809859762161,0.7821285426616669,0.10244285315275192,0.2470626231858533
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DIFF-D01-SHUFFLED-LORA,0.03393885557507646,0.7298514544963837,0.07886895537376404,0.3014545739872295
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DIFF-D11-SHUFFLED-BOTH,0.026165985606675005,0.7085619866847992,0.1507045030593872,0.3408036152819784
study01_layout_01_heldout_01,study01,study01/study01_p04,20260823,RAW,0.0,1.0,0.0,0.0
study01_layout_01_heldout_01,study01,study01/study01_p04,20260823,DET-D00,0.03809420353379742,0.7938838303089142,0.09820009768009186,0.20766622506720267
study01_layout_01_heldout_01,study01,study01/study01_p04,20260823,DIFF-D00,0.03498819191008806,0.8032103776931763,0.09661173820495605,0.1967734632273059
study01_layout_01_heldout_01,study01,study01/study01_p04,20260823,DET-D10,0.030836109079998633,0.7553520053625107,0.16042910516262054,0.2796641917796913
study01_layout_01_heldout_01,study01,study01/study01_p04,20260823,DIFF-D10,0.028494526511700494,0.7698269337415695,0.14896522462368011,0.2619273245361104
study01_layout_01_heldout_01,study01,study01/study01_p04,20260823,DET-D01,0.03830102322912165,0.7752416431903839,0.10877718031406403,0.25512581423514513
study01_layout_01_heldout_01,study01,study01/study01_p04,20260823,DET-D11,0.028062578965106916,0.7864591181278229,0.12742280960083008,0.2629589300505354
study01_layout_01_heldout_01,study01,study01/study01_p04,20260823,DIFF-D01,0.03529949166715659,0.7817952185869217,0.09135332703590393,0.24628679745645554
study01_layout_01_heldout_01,study01,study01/study01_p04,20260823,DIFF-D11,0.027370381490166837,0.7790172249078751,0.10626235604286194,0.2628203714361917
study01_layout_01_heldout_01,study01,study01/study01_p04,20260823,DIFF-D01-SHUFFLED-LORA,0.035824138855818526,0.7303426861763,0.08536281436681747,0.29745536880396944
study01_layout_01_heldout_01,study01,study01/study01_p04,20260823,DIFF-D11-SHUFFLED-BOTH,0.026634052757109547,0.701930433511734,0.1387016922235489,0.358465270578471
study01_layout_01_heldout_01,study01,study01/study01_p05,20260821,RAW,0.0,1.0,0.0,0.0
study01_layout_01_heldout_01,study01,study01/study01_p05,20260821,DET-D00,0.042553831397652106,0.7568699866533279,0.12113580852746964,0.2145958627723633
study01_layout_01_heldout_01,study01,study01/study01_p05,20260821,DIFF-D00,0.0406259567926413,0.7712375521659851,0.11739561706781387,0.18671907640139399
study01_layout_01_heldout_01,study01,study01/study01_p05,20260821,DET-D10,0.024544777252293856,0.7432860434055328,0.17391182482242584,0.23310332436952177
study01_layout_01_heldout_01,study01,study01/study01_p05,20260821,DIFF-D10,0.024577836449868204,0.7496868073940277,0.17458011209964752,0.22173812494934633
study01_layout_01_heldout_01,study01,study01/study01_p05,20260821,DET-D01,0.03997529890580937,0.7917835861444473,0.11627146601676941,0.18409739788063975
study01_layout_01_heldout_01,study01,study01/study01_p05,20260821,DET-D11,0.02576570076354104,0.840159073472023,0.08079103380441666,0.09059008453439489
study01_layout_01_heldout_01,study01,study01/study01_p05,20260821,DIFF-D01,0.04056117971877342,0.7879003584384918,0.13737669587135315,0.13560334665088333
study01_layout_01_heldout_01,study01,study01/study01_p05,20260821,DIFF-D11,0.025870003994425822,0.7876482307910919,0.0807916671037674,0.02428087537049814
study01_layout_01_heldout_01,study01,study01/study01_p05,20260821,DIFF-D01-SHUFFLED-LORA,0.031162625090379648,0.7191330194473267,0.04901505261659622,0.045924251841950654
study01_layout_01_heldout_01,study01,study01/study01_p05,20260821,DIFF-D11-SHUFFLED-BOTH,0.03334803416008322,0.6806912422180176,0.08533812314271927,0.06388504586687598
study01_layout_01_heldout_01,study01,study01/study01_p05,20260822,RAW,0.0,1.0,0.0,0.0
study01_layout_01_heldout_01,study01,study01/study01_p05,20260822,DET-D00,0.042553831397652106,0.7568699866533279,0.12113580852746964,0.2145958627723633
study01_layout_01_heldout_01,study01,study01/study01_p05,20260822,DIFF-D00,0.04067879327540767,0.7699613571166992,0.11697312444448471,0.18860033882263702
study01_layout_01_heldout_01,study01,study01/study01_p05,20260822,DET-D10,0.024544777252293856,0.7432860434055328,0.17391182482242584,0.23310332436952177
study01_layout_01_heldout_01,study01,study01/study01_p05,20260822,DIFF-D10,0.02449483550474818,0.7486504912376404,0.17454178631305695,0.22387729856142083
study01_layout_01_heldout_01,study01,study01/study01_p05,20260822,DET-D01,0.03919029732812838,0.7917868047952652,0.11892031878232956,0.18780986866969596
study01_layout_01_heldout_01,study01,study01/study01_p05,20260822,DET-D11,0.02480907950967806,0.8384504914283752,0.07230284065008163,0.0830347192613386
study01_layout_01_heldout_01,study01,study01/study01_p05,20260822,DIFF-D01,0.040181984595055203,0.7908801436424255,0.1390370875597,0.11562363394161755
study01_layout_01_heldout_01,study01,study01/study01_p05,20260822,DIFF-D11,0.026585860996796135,0.7951200902462006,0.07904750108718872,0.021999879690555436
study01_layout_01_heldout_01,study01,study01/study01_p05,20260822,DIFF-D01-SHUFFLED-LORA,0.03340292836796363,0.7100303471088409,0.048437561839818954,0.07018307321358992
study01_layout_01_heldout_01,study01,study01/study01_p05,20260822,DIFF-D11-SHUFFLED-BOTH,0.03372224919690653,0.6885515451431274,0.0748869851231575,0.0711710766965639
study01_layout_01_heldout_01,study01,study01/study01_p05,20260823,RAW,0.0,1.0,0.0,0.0
study01_layout_01_heldout_01,study01,study01/study01_p05,20260823,DET-D00,0.042553831397652106,0.7568699866533279,0.12113580852746964,0.2145958627723633
study01_layout_01_heldout_01,study01,study01/study01_p05,20260823,DIFF-D00,0.04080350498733078,0.7701137363910675,0.117518350481987,0.18796816426699633
study01_layout_01_heldout_01,study01,study01/study01_p05,20260823,DET-D10,0.024544777252293856,0.7432860434055328,0.17391182482242584,0.23310332436952177
study01_layout_01_heldout_01,study01,study01/study01_p05,20260823,DIFF-D10,0.02465201796289404,0.7489888072013855,0.17530988156795502,0.22355350222883222
study01_layout_01_heldout_01,study01,study01/study01_p05,20260823,DET-D01,0.04020183136012276,0.7902255356311798,0.11516114324331284,0.18476818844260187
study01_layout_01_heldout_01,study01,study01/study01_p05,20260823,DET-D11,0.025076909368086986,0.8411460220813751,0.07284045964479446,0.10222712921928899
study01_layout_01_heldout_01,study01,study01/study01_p05,20260823,DIFF-D01,0.04066731474073282,0.786900132894516,0.13085025548934937,0.13397009797434392
study01_layout_01_heldout_01,study01,study01/study01_p05,20260823,DIFF-D11,0.026090745645543104,0.783692479133606,0.08412512391805649,0.02721633009055664
study01_layout_01_heldout_01,study01,study01/study01_p05,20260823,DIFF-D01-SHUFFLED-LORA,0.029485875034126738,0.7044742107391357,0.045675016939640045,0.05035031758763986
study01_layout_01_heldout_01,study01,study01/study01_p05,20260823,DIFF-D11-SHUFFLED-BOTH,0.031550763785068325,0.6736713349819183,0.07923921197652817,0.055578866138549544
study02_layout_02_heldout_03,study02,study02/study02_p11,20260821,RAW,0.0,1.0,0.0,0.0
study02_layout_02_heldout_03,study02,study02/study02_p11,20260821,DET-D00,0.016613724692433607,0.7339032888412476,0.1350182443857193,0.2826416603969833
study02_layout_02_heldout_03,study02,study02/study02_p11,20260821,DIFF-D00,0.014677775136078708,0.6992433071136475,0.11968004703521729,0.3725263776633071
study02_layout_02_heldout_03,study02,study02/study02_p11,20260821,DET-D10,0.007409162579278927,0.7068210542201996,0.14424633979797363,0.35018167148294393
study02_layout_02_heldout_03,study02,study02/study02_p11,20260821,DIFF-D10,0.00597662127984222,0.6682846546173096,0.13196927309036255,0.4215902728933732
study02_layout_02_heldout_03,study02,study02/study02_p11,20260821,DET-D01,0.012193607792141847,0.811576634645462,0.1093011349439621,0.219037015724889
study02_layout_02_heldout_03,study02,study02/study02_p11,20260821,DET-D11,0.00790020731074037,0.7858665883541107,0.11354106664657593,0.2513948875328321
study02_layout_02_heldout_03,study02,study02/study02_p11,20260821,DIFF-D01,0.012686307694821153,0.7455778121948242,0.1520484983921051,0.3454573539791575
study02_layout_02_heldout_03,study02,study02/study02_p11,20260821,DIFF-D11,0.0075282456309651025,0.7460264563560486,0.14110147953033447,0.3334825491748347
study02_layout_02_heldout_03,study02,study02/study02_p11,20260821,DIFF-D01-SHUFFLED-LORA,0.009730885380122345,0.7381566762924194,0.061294760555028915,0.23424927847305285
study02_layout_02_heldout_03,study02,study02/study02_p11,20260821,DIFF-D11-SHUFFLED-BOTH,0.005568239765125327,0.6894732415676117,0.09881079196929932,0.3986920198433702
study02_layout_02_heldout_03,study02,study02/study02_p11,20260822,RAW,0.0,1.0,0.0,0.0
study02_layout_02_heldout_03,study02,study02/study02_p11,20260822,DET-D00,0.016613724692433607,0.7339032888412476,0.1350182443857193,0.2826416603969833
study02_layout_02_heldout_03,study02,study02/study02_p11,20260822,DIFF-D00,0.014822490797087085,0.7000218331813812,0.12133757025003433,0.37185062877162733
study02_layout_02_heldout_03,study02,study02/study02_p11,20260822,DET-D10,0.007409162579278927,0.7068210542201996,0.14424633979797363,0.35018167148294393
study02_layout_02_heldout_03,study02,study02/study02_p11,20260822,DIFF-D10,0.006153187860036269,0.66960209608078,0.1343095749616623,0.42267755019202924
study02_layout_02_heldout_03,study02,study02/study02_p11,20260822,DET-D01,0.01214602058462333,0.8191772103309631,0.10813112556934357,0.2071652750609213
study02_layout_02_heldout_03,study02,study02/study02_p11,20260822,DET-D11,0.007665299504878931,0.80233134329319,0.11190074682235718,0.23618542678676582
study02_layout_02_heldout_03,study02,study02/study02_p11,20260822,DIFF-D01,0.012759311677655205,0.7431598603725433,0.15260383486747742,0.3482129641938468
study02_layout_02_heldout_03,study02,study02/study02_p11,20260822,DIFF-D11,0.007869736313296016,0.7680757790803909,0.1335432529449463,0.3000796046103875
study02_layout_02_heldout_03,study02,study02/study02_p11,20260822,DIFF-D01-SHUFFLED-LORA,0.009237463127647061,0.7351613938808441,0.04535021632909775,0.18850667636370655
study02_layout_02_heldout_03,study02,study02/study02_p11,20260822,DIFF-D11-SHUFFLED-BOTH,0.006068484603019897,0.7005480229854584,0.10321127623319626,0.38846605813888896
study02_layout_02_heldout_03,study02,study02/study02_p11,20260823,RAW,0.0,1.0,0.0,0.0
study02_layout_02_heldout_03,study02,study02/study02_p11,20260823,DET-D00,0.016613724692433607,0.7339032888412476,0.1350182443857193,0.2826416603969833
