fold_id,study,recording_key,adaptation_seed,method,rrmse,correlation,delta_snr,artifact_residual,correction_rms
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DIFF-D01-SHUFFLED-LORA,0.5138974189758301,0.8661159352703475,-1.6664241552352905,1.2114938497543335,0.22987282276153564
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DIFF-D11-SHUFFLED-BOTH,0.5153967142105103,0.8711332697389385,-1.691727638244629,1.2150282859802246,0.21571968495845795
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DIFF-D01-WRONG-LORA-0,0.4991910457611084,0.8700993925514032,-1.4142316579818726,1.1768240928649902,0.21209600567817688
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DIFF-D11-WRONG-BOTH-0,0.36059001088142395,0.9342537244171293,1.4108306169509888,0.8500773906707764,0.2936133146286011
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DIFF-D01-WRONG-LORA-1,0.5908963680267334,0.8071080680984386,-2.8791215419769287,1.3930158615112305,0.3085460364818573
study01_layout_01_heldout_00,study01,study01/study01_p02,20260822,DIFF-D11-WRONG-BOTH-1,0.5632159113883972,0.8263099929760437,-2.462393283843994,1.3277602195739746,0.36137354373931885
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,RAW,0.4241849184036255,0.9221947237918955,0.0,1.0,0.0
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DET-D00,0.4654518663883209,0.8875452748060438,-0.8063908815383911,1.097285270690918,0.18424126505851746
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D00,0.4965272843837738,0.8693396122388781,-1.367757797241211,1.1705443859100342,0.2129819542169571
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DET-D10,0.36467400193214417,0.9321415781471889,1.3130087852478027,0.8597052097320557,0.20846620202064514
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D10,0.39955729246139526,0.9171319763253973,0.5195232629776001,0.9419412612915039,0.22052375972270966
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DET-D01,0.4616146981716156,0.8945479243486597,-0.7344878315925598,1.0882391929626465,0.15516692399978638
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DET-D11,0.3444044888019562,0.9444375630326407,1.8097286224365234,0.8119206428527832,0.2616083025932312
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D01,0.4656926393508911,0.8957575244664895,-0.8108826875686646,1.0978528261184692,0.16260813176631927
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D11,0.33759838342666626,0.9452173014095095,1.9830975532531738,0.7958754897117615,0.22264255583286285
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D01-SHUFFLED-LORA,0.48611393570899963,0.8815345489305068,-1.1836565732955933,1.1459952592849731,0.1983288675546646
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D11-SHUFFLED-BOTH,0.49217861890792847,0.8848230949654398,-1.29135000705719,1.1602925062179565,0.19070549309253693
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D01-WRONG-LORA-0,0.501574695110321,0.8681701392065606,-1.4556083679199219,1.1824434995651245,0.2167159467935562
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D11-WRONG-BOTH-0,0.3588932156562805,0.9337667709067717,1.451799750328064,0.8460772037506104,0.2823077142238617
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D01-WRONG-LORA-1,0.5967405438423157,0.8027750496637899,-2.9646060466766357,1.4067933559417725,0.3101394474506378
study01_layout_01_heldout_00,study01,study01/study01_p02,20260823,DIFF-D11-WRONG-BOTH-1,0.5675745010375977,0.823361459198382,-2.529353141784668,1.3380355834960938,0.3632168769836426
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,RAW,0.7630288600921631,0.7853965150140947,0.0,1.0,0.0
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DET-D00,0.7128918766975403,0.7591658765188365,0.5903463959693909,0.9342921376228333,0.2160196751356125
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D00,0.7098193168640137,0.7624305327384405,0.6278634071350098,0.9302653074264526,0.2211451381444931
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DET-D10,0.6731241345405579,0.783730219510522,1.088916301727295,0.8821737766265869,0.23147401213645935
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D10,0.67524254322052,0.7844138663829135,1.0616238117218018,0.8849501609802246,0.2498619556427002
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DET-D01,0.816571831703186,0.6729156473361233,-0.5890689492225647,1.070171594619751,0.3133885860443115
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DET-D11,0.6923409104347229,0.76727396610667,0.8444193005561829,0.9073587656021118,0.3340746760368347
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D01,0.7627553939819336,0.7167730108423991,0.0031140418723225594,0.9996415972709656,0.28276050090789795
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D11,0.6986610293388367,0.7665163234032072,0.7654892206192017,0.9156416058540344,0.32660600543022156
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D01-SHUFFLED-LORA,0.7015180587768555,0.772549757147676,0.7300426959991455,0.9193859696388245,0.21710999310016632
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D11-SHUFFLED-BOTH,0.6532083749771118,0.8038019092941516,1.349784016609192,0.8560729622840881,0.25674086809158325
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D01-WRONG-LORA-0,0.6926824450492859,0.7813856151500431,0.8401358723640442,0.9078062772750854,0.22583125531673431
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D11-WRONG-BOTH-0,0.46187570691108704,0.8946988872042801,4.360317707061768,0.6053187847137451,0.36695435643196106
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D01-WRONG-LORA-1,0.7957428097724915,0.7395459264288138,-0.36463484168052673,1.042873740196228,0.18986614048480988
study01_layout_01_heldout_00,study01,study01/study01_p03,20260821,DIFF-D11-WRONG-BOTH-1,0.5197771787643433,0.8727849149934691,3.3344757556915283,0.6812024712562561,0.3205876350402832
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,RAW,0.7630288600921631,0.7853965150140947,0.0,1.0,0.0
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DET-D00,0.7128918766975403,0.7591658765188365,0.5903463959693909,0.9342921376228333,0.2160196751356125
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D00,0.7103568315505981,0.7617775466463357,0.6212877631187439,0.930969774723053,0.22144320607185364
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DET-D10,0.6731241345405579,0.783730219510522,1.088916301727295,0.8821737766265869,0.23147401213645935
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D10,0.6761268973350525,0.783772766933412,1.0502550601959229,0.8861091732978821,0.24998123943805695
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DET-D01,0.8282638192176819,0.6610143830481532,-0.7125540971755981,1.0854947566986084,0.33372607827186584
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DET-D11,0.7048752903938293,0.7573013219585035,0.6885742545127869,0.9237858057022095,0.34335705637931824
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D01,0.7786906957626343,0.7050383705453943,-0.17648054659366608,1.0205258131027222,0.28576183319091797
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D11,0.7030876278877258,0.7604213306773898,0.7106304168701172,0.921442985534668,0.3307182192802429
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D01-SHUFFLED-LORA,0.70054030418396,0.7710344247170299,0.7421576380729675,0.9181045889854431,0.22097700834274292
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D11-SHUFFLED-BOTH,0.655483067035675,0.8040441456223651,1.3195900917053223,0.8590540885925293,0.2633785903453827
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D01-WRONG-LORA-0,0.6990127563476562,0.7756448057027789,0.7611173987388611,0.9161026477813721,0.22239911556243896
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D11-WRONG-BOTH-0,0.4578423798084259,0.8999592069575335,4.43649959564209,0.6000328063964844,0.36205944418907166
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D01-WRONG-LORA-1,0.7678827047348022,0.7522135382368618,-0.05507788062095642,1.0063612461090088,0.18616381287574768
study01_layout_01_heldout_00,study01,study01/study01_p03,20260822,DIFF-D11-WRONG-BOTH-1,0.5051577687263489,0.879850072007179,3.5822787284851074,0.6620427966117859,0.3221302628517151
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,RAW,0.7630288600921631,0.7853965150140947,0.0,1.0,0.0
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DET-D00,0.7128918766975403,0.7591658765188365,0.5903463959693909,0.9342921376228333,0.2160196751356125
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D00,0.7094464898109436,0.7626626073022572,0.6324260234832764,0.9297767281532288,0.22179953753948212
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DET-D10,0.6731241345405579,0.783730219510522,1.088916301727295,0.8821737766265869,0.23147401213645935
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D10,0.674990713596344,0.784671784653756,1.0648642778396606,0.8846201300621033,0.25048497319221497
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DET-D01,0.7128918766975403,0.7591658765188365,0.5903463959693909,0.9342921376228333,0.2160196751356125
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DET-D11,0.7049410939216614,0.7563896301477853,0.6877630949020386,0.9238721132278442,0.3439660966396332
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D01,0.7612988948822021,0.7166108101912275,0.019715141505002975,0.9977327585220337,0.2885262966156006
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D11,0.7080459594726562,0.7570456836410561,0.6495898365974426,0.9279412627220154,0.3428565263748169
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D01-SHUFFLED-LORA,0.700437068939209,0.773347981871933,0.7434370517730713,0.9179693460464478,0.2207995504140854
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D11-SHUFFLED-BOTH,0.6504064202308655,0.8066958056821485,1.387122631072998,0.8524008393287659,0.2579679787158966
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D01-WRONG-LORA-0,0.6964008212089539,0.7789292041821297,0.7936340570449829,0.9126794934272766,0.2257806658744812
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D11-WRONG-BOTH-0,0.45415908098220825,0.9016923886813127,4.506659030914307,0.5952056050300598,0.3554033935070038
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D01-WRONG-LORA-1,0.7733769416809082,0.7536915401682732,-0.11700529605150223,1.013561725616455,0.1890341341495514
study01_layout_01_heldout_00,study01,study01/study01_p03,20260823,DIFF-D11-WRONG-BOTH-1,0.5006278157234192,0.88124976225913,3.660519599914551,0.6561059355735779,0.3155965507030487
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,RAW,0.5449263453483582,0.8760091482771906,0.0,1.0,0.0
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DET-D00,0.4279620051383972,0.9101795317527394,2.098651647567749,0.7853575348854065,0.2306031435728073
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DIFF-D00,0.4260900020599365,0.9106904135592108,2.1367287635803223,0.7819222211837769,0.24179208278656006
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DET-D10,0.4599851369857788,0.8938278951630401,1.471879482269287,0.8441235423088074,0.23992836475372314
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DIFF-D10,0.45800498127937317,0.8946341033587957,1.5093516111373901,0.8404898047447205,0.25894609093666077
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DET-D01,0.4024371802806854,0.9179744149279261,2.63279390335083,0.7385166883468628,0.2634375989437103
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DET-D11,0.4293491840362549,0.9070440428153209,2.070542335510254,0.7879031896591187,0.2280212640762329
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DIFF-D01,0.4073294997215271,0.916568447607331,2.527838706970215,0.747494637966156,0.2715342938899994
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DIFF-D11,0.43452921509742737,0.9056798462142849,1.9663764238357544,0.7974091172218323,0.27712640166282654
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DIFF-D01-SHUFFLED-LORA,0.42216432094573975,0.9102796124759285,2.217125177383423,0.774718165397644,0.3638567328453064
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DIFF-D11-SHUFFLED-BOTH,0.47599101066589355,0.8846233949871983,1.174781084060669,0.8734960556030273,0.4015434682369232
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DIFF-D01-WRONG-LORA-0,0.44602420926094055,0.904916614680906,1.7395868301391602,0.8185036778450012,0.22148922085762024
study01_layout_01_heldout_01,study01,study01/study01_p04,20260821,DIFF-D11-WRONG-BOTH-0,0.4842512011528015,0.90072617819898,1.0253418684005737,0.8886544704437256,0.20743422210216522
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,RAW,0.5449263453483582,0.8760091482771906,0.0,1.0,0.0
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DET-D00,0.4279620051383972,0.9101795317527394,2.098651647567749,0.7853575348854065,0.2306031435728073
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DIFF-D00,0.42530888319015503,0.9108846368152792,2.1526663303375244,0.7804887890815735,0.24156755208969116
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DET-D10,0.4599851369857788,0.8938278951630401,1.471879482269287,0.8441235423088074,0.23992836475372314
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DIFF-D10,0.4572593569755554,0.8948143347131902,1.5235037803649902,0.8391214609146118,0.25869226455688477
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DET-D01,0.3994481861591339,0.9188856308470992,2.6975464820861816,0.7330315709114075,0.26646843552589417
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DET-D11,0.42799660563468933,0.9073785883775687,2.097949981689453,0.7854210734367371,0.23019646108150482
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DIFF-D01,0.40199559926986694,0.9176340806186422,2.6423301696777344,0.7377063035964966,0.2732722759246826
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DIFF-D11,0.43091535568237305,0.9064523448980654,2.03891658782959,0.7907772660255432,0.27711981534957886
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DIFF-D01-SHUFFLED-LORA,0.41738608479499817,0.9115440999802169,2.3159961700439453,0.7659496068954468,0.3607671856880188
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DIFF-D11-SHUFFLED-BOTH,0.4619874954223633,0.8907774152381643,1.43415105342865,0.8477981090545654,0.3934485912322998
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DIFF-D01-WRONG-LORA-0,0.44313284754753113,0.9063257094185003,1.796076774597168,0.8131977319717407,0.21866366267204285
study01_layout_01_heldout_01,study01,study01/study01_p04,20260822,DIFF-D11-WRONG-BOTH-0,0.469866007566452,0.9052194712249512,1.2872750759124756,0.8622559905052185,0.21037298440933228
study01_layout_01_heldout_01,study01,study01/study01_p04,20260823,RAW,0.5449263453483582,0.8760091482771906,0.0,1.0,0.0
study01_layout_01_heldout_01,study01,study01/study01_p04,20260823,DET-D00,0.4279620051383972,0.9101795317527394,2.098651647567749,0.7853575348854065,0.2306031435728073
