heldout_eog_remaining_ratio,method,participant,seed
0.8778588201501036,DET_WRONG,sub-17,20260808
0.9872556521223288,EEGDFUS_UNIFIED,sub-17,20260808
1.000000005071887,RAW,sub-17,20260808
0.9617164067809684,SCAD_MATCH,sub-17,20260808
0.9607494156489719,SCAD_NO_RANK_MATCH,sub-17,20260808
0.972749544054609,SCAD_POP,sub-17,20260808
2.2335707389394583,SCAD_V_MATCH,sub-17,20260808
0.9687380645308981,SCAD_WRONG,sub-17,20260808
1.000000005071887,STANDARD,sub-17,20260808
0.9094241380404579,DET_MATCH,sub-17,20260810
0.9060192251501697,DET_POP,sub-17,20260810
0.9063565747440475,DET_WRONG,sub-17,20260810
1.000000005071887,RAW,sub-17,20260810
1.0233180473753116,SCAD_MATCH,sub-17,20260810
1.0272876833681985,SCAD_POP,sub-17,20260810
1.017682419719652,SCAD_WRONG,sub-17,20260810
1.000000005071887,STANDARD,sub-17,20260810
0.9268573649825183,DET_MATCH,sub-17,20260811
0.9292305774237513,DET_POP,sub-17,20260811
0.9124848953735173,DET_WRONG,sub-17,20260811
1.000000005071887,RAW,sub-17,20260811
0.9785318394537477,SCAD_MATCH,sub-17,20260811
0.9843606641222786,SCAD_POP,sub-17,20260811
0.9797459060156102,SCAD_WRONG,sub-17,20260811
1.000000005071887,STANDARD,sub-17,20260811
0.8196450745683107,DET_MATCH,sub-18,20260808
0.806953086407576,DET_POP,sub-18,20260808
0.8029230054912235,DET_WRONG,sub-18,20260808
0.901705973009971,EEGDFUS_UNIFIED,sub-18,20260808
1.0000000022904914,RAW,sub-18,20260808
0.8137171740879703,SCAD_MATCH,sub-18,20260808
0.8149397616730745,SCAD_NO_RANK_MATCH,sub-18,20260808
0.8185559413107787,SCAD_POP,sub-18,20260808
1.5315718546931905,SCAD_V_MATCH,sub-18,20260808
0.8099395872882031,SCAD_WRONG,sub-18,20260808
1.0000000022904914,STANDARD,sub-18,20260808
0.8618165765162951,DET_MATCH,sub-18,20260810
0.8521010726606142,DET_POP,sub-18,20260810
0.8489646703311666,DET_WRONG,sub-18,20260810
1.0000000022904914,RAW,sub-18,20260810
0.9779777076035931,SCAD_MATCH,sub-18,20260810
0.9647068300272998,SCAD_POP,sub-18,20260810
0.9632399684571615,SCAD_WRONG,sub-18,20260810
1.0000000022904914,STANDARD,sub-18,20260810
0.872057022532577,DET_MATCH,sub-18,20260811
0.873369586006095,DET_POP,sub-18,20260811
0.8584626642026436,DET_WRONG,sub-18,20260811
1.0000000022904914,RAW,sub-18,20260811
0.9039482091996154,SCAD_MATCH,sub-18,20260811
0.9018466241204821,SCAD_POP,sub-18,20260811
0.885490113142148,SCAD_WRONG,sub-18,20260811
1.0000000022904914,STANDARD,sub-18,20260811
0.9032438112100872,DET_MATCH,sub-19,20260808
0.9066187486043418,DET_POP,sub-19,20260808
0.9047780813451827,DET_WRONG,sub-19,20260808
0.9354828218571647,EEGDFUS_UNIFIED,sub-19,20260808
1.0000000030388974,RAW,sub-19,20260808
0.95812507805428,SCAD_MATCH,sub-19,20260808
0.9570746037935103,SCAD_NO_RANK_MATCH,sub-19,20260808
0.9703184975738915,SCAD_POP,sub-19,20260808
1.3883375328286582,SCAD_V_MATCH,sub-19,20260808
0.9691264786562098,SCAD_WRONG,sub-19,20260808
1.0000000030388974,STANDARD,sub-19,20260808
0.9208696956806075,DET_MATCH,sub-19,20260810
0.9197662301791063,DET_POP,sub-19,20260810
0.9198697350703896,DET_WRONG,sub-19,20260810
1.0000000030388974,RAW,sub-19,20260810
0.9483557644402204,SCAD_MATCH,sub-19,20260810
0.9557005220409349,SCAD_POP,sub-19,20260810
0.9487118728569847,SCAD_WRONG,sub-19,20260810
1.0000000030388974,STANDARD,sub-19,20260810
0.9238856634402206,DET_MATCH,sub-19,20260811
0.9255286692678314,DET_POP,sub-19,20260811
0.9311700045416647,DET_WRONG,sub-19,20260811
1.0000000030388974,RAW,sub-19,20260811
0.9454964066533504,SCAD_MATCH,sub-19,20260811
0.9499046145017038,SCAD_POP,sub-19,20260811
0.9518176343084831,SCAD_WRONG,sub-19,20260811
1.0000000030388974,STANDARD,sub-19,20260811
0.7740633788391116,DET_MATCH,sub-21,20260808
0.7771404196385283,DET_POP,sub-21,20260808
0.7689914190950045,DET_WRONG,sub-21,20260808
0.7920786150663004,EEGDFUS_UNIFIED,sub-21,20260808
1.0000000017184836,RAW,sub-21,20260808
0.9005613246506174,SCAD_MATCH,sub-21,20260808
0.8992332724604862,SCAD_NO_RANK_MATCH,sub-21,20260808
0.9151305069384221,SCAD_POP,sub-21,20260808
1.3279332058254867,SCAD_V_MATCH,sub-21,20260808
0.8966346857698904,SCAD_WRONG,sub-21,20260808
1.0000000017184836,STANDARD,sub-21,20260808
0.7876308171039722,DET_MATCH,sub-21,20260810
0.7907154670180037,DET_POP,sub-21,20260810
0.7904222882729268,DET_WRONG,sub-21,20260810
1.0000000017184836,RAW,sub-21,20260810
0.832002369349967,SCAD_MATCH,sub-21,20260810
0.8446618075872452,SCAD_POP,sub-21,20260810
0.8642152742989605,SCAD_WRONG,sub-21,20260810
1.0000000017184836,STANDARD,sub-21,20260810
0.7932468365805458,DET_MATCH,sub-21,20260811
0.788355792986486,DET_POP,sub-21,20260811
0.784174977442083,DET_WRONG,sub-21,20260811
1.0000000017184836,RAW,sub-21,20260811
0.7824392684452774,SCAD_MATCH,sub-21,20260811
0.7925191696267884,SCAD_POP,sub-21,20260811
0.7921247416941315,SCAD_WRONG,sub-21,20260811
1.0000000017184836,STANDARD,sub-21,20260811
0.7054833851083444,DET_MATCH,sub-23,20260808
0.7045891071878867,DET_POP,sub-23,20260808
0.6872402578713406,DET_WRONG,sub-23,20260808
0.8092593825300956,EEGDFUS_UNIFIED,sub-23,20260808
1.0000000005417229,RAW,sub-23,20260808
0.9377267537065137,SCAD_MATCH,sub-23,20260808
0.9360223743554856,SCAD_NO_RANK_MATCH,sub-23,20260808
0.9418298847299718,SCAD_POP,sub-23,20260808
1.296474294704015,SCAD_V_MATCH,sub-23,20260808
0.9301514179237561,SCAD_WRONG,sub-23,20260808
1.0000000005417229,STANDARD,sub-23,20260808
0.7372453215821364,DET_MATCH,sub-23,20260810
0.7705402687889967,DET_POP,sub-23,20260810
0.7744080086910043,DET_WRONG,sub-23,20260810
1.0000000005417229,RAW,sub-23,20260810
0.876965058415754,SCAD_MATCH,sub-23,20260810
0.9016347677532043,SCAD_POP,sub-23,20260810
0.9023391695880532,SCAD_WRONG,sub-23,20260810
1.0000000005417229,STANDARD,sub-23,20260810
0.7590769260381117,DET_MATCH,sub-23,20260811
0.7473711054624488,DET_POP,sub-23,20260811
0.746970193492468,DET_WRONG,sub-23,20260811
1.0000000005417229,RAW,sub-23,20260811
0.752269806748772,SCAD_MATCH,sub-23,20260811
0.7777795710966435,SCAD_POP,sub-23,20260811
0.7750773441518333,SCAD_WRONG,sub-23,20260811
1.0000000005417229,STANDARD,sub-23,20260811
