subject,group,k,method,rrmse,correlation,delta_snr,paired_spectral_utility,preservation,covariance,eog_attenuation,mi_band_distortion,erd_preservation,shared_raw_decoder_kappa,method_specific_kappa
5,P4-P9,8,DIFF-MATCH,0.17224918802579245,0.9849398233880037,11.537155151367188,0.14661446462074915,0.8085955580075582,0.12102234734912067,0.10801916702042887,0.08925380546846057,0.9168879073505135,0.6246031746031746,0.5370991187426183
5,P4-P9,8,SCORE-ONLY,0.1917663315931956,0.97656745207543,13.033992290496826,0.1621124887218078,0.829350064198176,0.09961200702746463,0.10295825565458472,0.08058696129454206,0.9333765044289118,0.6311778867993095,0.5283588551636131
5,P4-P9,32,RAW,0.734395166238149,0.809954249008737,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.6120755229557185,0.6120755229557185
5,P4-P9,32,LINEAR-MATCH,0.18020699980358282,0.9773264998352912,16.678593317667644,0.17499361683924994,0.8348292956749598,0.09665038935384777,0.10247088158371113,0.0792286061333549,0.9333551411413664,0.6228445534659762,0.5370991187426183
5,P4-P9,32,DET-MATCH,0.17632608115673065,0.9841365720415686,11.352417945861816,0.15169579659899077,0.8118306497732798,0.11814630864704134,0.10734299340009644,0.0880144059198295,0.9171325330973877,0.6461165711165711,0.5482102298537295
5,P4-P9,32,DIFF-MATCH,0.17007515827814737,0.9852959952450538,11.654473304748535,0.15121151382724443,0.8108897457520167,0.12054344785233602,0.10781820257489876,0.08991875177254204,0.9166110532644066,0.6919233215226673,0.5593213409648407
5,P4-P9,32,SCORE-ONLY,0.18652821145951748,0.9768609985452309,14.107064565022787,0.1688534151762724,0.831922173500061,0.0992294088055795,0.10270621558947383,0.08109416068579882,0.9331106926834907,0.6502566548560008,0.528765785409285
6,P4-P9,8,RAW,0.42360974351565045,0.921617486518281,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3361111111111111,0.3361111111111111
6,P4-P9,8,LINEAR-MATCH,0.02402206603437662,0.9996933328949805,24.870951970418293,0.18182195319483677,0.8548542310794195,0.10366534280261053,0.10595785368688419,0.059102395887424074,0.9505361946620781,0.38888888888888884,0.4083333333333334
6,P4-P9,8,DET-MATCH,0.07421667128801346,0.9976017249001284,14.809275309244791,0.15275123963753381,0.8129649112621943,0.18549850160977532,0.11875510661626143,0.07789374551352225,0.9309212835253357,0.37777777777777777,0.3666666666666667
6,P4-P9,8,DIFF-MATCH,0.0731946627298991,0.9975415390156087,14.916587829589844,0.14998038237293562,0.8161577383677164,0.1763351828909052,0.11791659410509629,0.07044287782509735,0.9399815853483021,0.3833333333333333,0.3361111111111111
6,P4-P9,8,SCORE-ONLY,0.04374128580093384,0.999066618104295,19.355112075805664,0.16777527083953223,0.8543995469808578,0.0941745960287872,0.10524879762020915,0.05245985924957164,0.9597817868998767,0.38055555555555554,0.35555555555555557
6,P4-P9,32,RAW,0.42360974351565045,0.921617486518281,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.3361111111111111,0.3361111111111111
6,P4-P9,32,LINEAR-MATCH,0.02402206603437662,0.9996933328949805,24.870951970418293,0.18182195319483677,0.8548542310794195,0.10366534280261053,0.10595785368688419,0.059102395887424074,0.9505361946620781,0.38888888888888884,0.4083333333333334
6,P4-P9,32,DET-MATCH,0.07421667128801346,0.9976017249001284,14.809275309244791,0.15275123963753381,0.8129649112621943,0.18549850160977532,0.11875510661626143,0.07789374551352225,0.9309212835253357,0.37777777777777777,0.3666666666666667
6,P4-P9,32,DIFF-MATCH,0.07054771855473518,0.997738551382857,15.249885241190592,0.1518391047914823,0.816983237862587,0.176515682448841,0.11784337680958934,0.07046615398004963,0.9398112904315704,0.4000000000000001,0.3361111111111111
6,P4-P9,32,SCORE-ONLY,0.03997168689966202,0.9992195582681694,20.15518061319987,0.171232458204031,0.8554242104291916,0.09424272653329208,0.10517246014336996,0.05259218102432365,0.9596147396507207,0.37777777777777777,0.41944444444444445
7,P4-P9,8,RAW,0.4432218869527181,0.9155507123716525,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2111111111111111,0.2111111111111111
7,P4-P9,8,LINEAR-MATCH,0.09216336905956268,0.9941238800199544,15.586633682250977,0.19207490670184293,0.7591438790162405,0.1077509188410507,0.10800223095966373,0.08017511488459268,0.9319485180699166,0.17222222222222217,0.1638888888888889
7,P4-P9,8,DET-MATCH,0.11771116902430852,0.9925303994824092,11.909005800882975,0.17668563375870386,0.7595209529002508,0.12162307148498765,0.11434251837321661,0.07937125790958142,0.9338625479919559,0.16944444444444443,0.1805555555555555
7,P4-P9,8,DIFF-MATCH,0.11922702938318253,0.9922662343490515,11.701685905456543,0.16991302743554115,0.7607265263795853,0.12122720124348936,0.11464463444215282,0.0752136955720838,0.9401238460040169,0.18055555555555555,0.19166666666666662
7,P4-P9,8,SCORE-ONLY,0.10464201991756757,0.9935233754195051,13.312798500061035,0.181179691106081,0.7582134554783503,0.10764049010752476,0.10836006460572263,0.07531306727971364,0.9383730998365433,0.14166666666666664,0.15
7,P4-P9,32,RAW,0.4432218869527181,0.9155507123716525,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.2111111111111111,0.2111111111111111
7,P4-P9,32,LINEAR-MATCH,0.09216336905956268,0.9941238800199544,15.586633682250977,0.19207490670184293,0.7591438790162405,0.1077509188410507,0.10800223095966373,0.08017511488459268,0.9319485180699166,0.17222222222222217,0.1638888888888889
7,P4-P9,32,DET-MATCH,0.11771116902430852,0.9925303994824092,11.909005800882975,0.17668563375870386,0.7595209529002508,0.12162307148498765,0.11434251837321661,0.07937125790958142,0.9338625479919559,0.16944444444444443,0.1805555555555555
7,P4-P9,32,DIFF-MATCH,0.1143541435400645,0.99273816206173,12.175896644592285,0.17338697612285614,0.76264588534832,0.12159919990558295,0.11462254125304978,0.07557550340987028,0.9398864442236065,0.18055555555555555,0.20277777777777775
7,P4-P9,32,SCORE-ONLY,0.09749019394318263,0.9940386817189526,14.272867520650228,0.1856282545874516,0.7599361091852188,0.10781063026846023,0.10833217882983252,0.07555797336600449,0.9381389598750633,0.1638888888888889,0.17500000000000002
8,P4-P9,8,RAW,0.7759889761606852,0.787468618691039,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.40277777777777785,0.40277777777777785
8,P4-P9,8,LINEAR-MATCH,0.08608915346364181,0.994480654653731,21.44451840718587,0.2503401543945074,0.8143168836832047,0.08628967421842043,0.10094211700824123,0.07751616671302118,0.9452165914046544,0.37222222222222223,0.38888888888888884
8,P4-P9,8,DET-MATCH,0.09001985316475232,0.9959550546333351,16.750040690104168,0.2312751164038976,0.8071056554714838,0.10899596743519611,0.10705786366558895,0.08565815770701542,0.9283339047866841,0.35000000000000003,0.375
8,P4-P9,8,DIFF-MATCH,0.09192349016666412,0.995595670016379,16.536325454711914,0.2268102951347828,0.8044524490833282,0.10635939163265083,0.10852967681631992,0.08214764915438107,0.9322807218653417,0.36111111111111116,0.34722222222222227
8,P4-P9,8,SCORE-ONLY,0.11080239961544673,0.9923418666822617,16.298922220865887,0.23302431466678777,0.809327632188797,0.08410751228123999,0.10136887737638141,0.07413807576979921,0.9490719284646195,0.4000000000000001,0.41111111111111115
8,P4-P9,32,RAW,0.7759889761606852,0.787468618691039,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.40277777777777785,0.40277777777777785
8,P4-P9,32,LINEAR-MATCH,0.08608915346364181,0.994480654653731,21.44451840718587,0.2503401543945074,0.8143168836832047,0.08628967421842043,0.10094211700824123,0.07751616671302118,0.9452165914046544,0.37222222222222223,0.38888888888888884
8,P4-P9,32,DET-MATCH,0.09001985316475232,0.9959550546333351,16.750040690104168,0.2312751164038976,0.8071056554714838,0.10899596743519611,0.10705786366558895,0.08565815770701542,0.9283339047866841,0.35000000000000003,0.375
8,P4-P9,32,DIFF-MATCH,0.08700177446007729,0.9960402026704424,17.048717498779297,0.23055537914236388,0.8063570857048035,0.10601608373980886,0.1086358718082893,0.08223987659113734,0.9321252156467902,0.38611111111111107,0.3555555555555556
8,P4-P9,32,SCORE-ONLY,0.10548312092820804,0.9927493749944653,17.264219284057617,0.23794910311698914,0.8114300866921743,0.08368673031629943,0.10143933920491878,0.07423648622664548,0.9489884953038814,0.38055555555555554,0.4166666666666667
9,P4-P9,8,RAW,0.4239589770634969,0.9215791776199261,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4416666666666667,0.4416666666666667
9,P4-P9,8,LINEAR-MATCH,0.10515887786944707,0.9943675129996112,12.24490737915039,0.21483059599995613,0.7876213043928146,0.07151433024969492,0.07162475220080906,0.052355275264447165,0.9593299721949974,0.4388888888888889,0.4166666666666667
9,P4-P9,8,DET-MATCH,0.12915264815092087,0.9918618789179302,10.386003176371256,0.19316163410743079,0.7797389974196752,0.11069465890350089,0.07819939692307742,0.060133878305208964,0.9529720496165557,0.4055555555555556,0.4277777777777778
9,P4-P9,8,DIFF-MATCH,0.13162455956141153,0.9911774171192996,10.235222180684408,0.1913598527510961,0.781120166182518,0.11077405029308045,0.0795917096722129,0.05799323630906956,0.9558157574749983,0.3833333333333333,0.36111111111111116
9,P4-P9,8,SCORE-ONLY,0.11608774214982986,0.9936663905460387,11.380860010782877,0.21138629068930945,0.7840852538744608,0.07242807069274203,0.07307435982638989,0.050594570051018105,0.961881777912311,0.42777777777777776,0.38611111111111107
9,P4-P9,32,RAW,0.4239589770634969,0.9215791776199261,0.0,0.0,1.0,0.0,0.0,0.0,1.0,0.4416666666666667,0.4416666666666667
9,P4-P9,32,LINEAR-MATCH,0.10515887786944707,0.9943675129996112,12.24490737915039,0.21483059599995613,0.7876213043928146,0.07151433024969492,0.07162475220080906,0.052355275264447165,0.9593299721949974,0.4388888888888889,0.4166666666666667
9,P4-P9,32,DET-MATCH,0.12915264815092087,0.9918618789179302,10.386003176371256,0.19316163410743079,0.7797389974196752,0.11069465890350089,0.07819939692307742,0.060133878305208964,0.9529720496165557,0.4055555555555556,0.4277777777777778
9,P4-P9,32,DIFF-MATCH,0.12658551335334778,0.9918077942824457,10.590670267740885,0.1933576079706351,0.7831584264834722,0.11137981467047033,0.07956573314551445,0.05813773836339351,0.9558171765971833,0.4055555555555556,0.3611111111111111
9,P4-P9,32,SCORE-ONLY,0.11040461560090382,0.9942523427440298,11.831271807352701,0.2140057310461998,0.78629137078921,0.0726131410222065,0.07304200759581758,0.050752192987867706,0.9618849926807748,0.44722222222222224,0.4083333333333334
