participant,protocol,query_session,method,status,ssvep_snr_relative_preservation,ssvep_phase_relative_preservation
sub-17,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-WRONG-2,success,0.9951110655864727,0.9850305448654952
sub-17,S1_MOTION_WITHIN_SESSION,ses-04,DET-WRONG-3,success,0.8836605010921058,0.9877798045841573
sub-17,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-WRONG-3,success,0.9876436167467691,0.9844240028373704
sub-17,S1_MOTION_WITHIN_SESSION,ses-04,DET-SHUFFLED,success,0.9780071008239533,0.9591268537913711
sub-17,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-SHUFFLED,success,0.884326467193306,0.9763520093221951
sub-18,S0_STATIC_XSESSION,ses-04,RAW,success,1.0,1.0
sub-18,S0_STATIC_XSESSION,ses-04,POP,success,0.9162855019743588,0.995254183363799
sub-18,S0_STATIC_XSESSION,ses-04,DET-NULL,success,0.8525880693550767,0.997852927250405
sub-18,S0_STATIC_XSESSION,ses-04,DET-MATCH,success,0.8374333254493223,0.9433295852805461
sub-18,S0_STATIC_XSESSION,ses-04,DIFF-NULL,success,0.9560832854815853,0.9741504926158511
sub-18,S0_STATIC_XSESSION,ses-04,DIFF-POP,success,0.9560832854815853,0.9741504926158511
sub-18,S0_STATIC_XSESSION,ses-04,DIFF-MATCH,success,0.9744266761082194,0.9755713389347203
sub-18,S0_STATIC_XSESSION,ses-04,DET-WRONG-1,success,0.8465158272519083,0.9729845228132816
sub-18,S0_STATIC_XSESSION,ses-04,DIFF-WRONG-1,success,0.9805479333082173,0.9677132400122157
sub-18,S0_STATIC_XSESSION,ses-04,DET-WRONG-2,success,0.8837550840627849,0.9859321453402954
sub-18,S0_STATIC_XSESSION,ses-04,DIFF-WRONG-2,success,0.9511918810827921,0.9746183933156772
sub-18,S0_STATIC_XSESSION,ses-04,DET-WRONG-3,success,0.8537317004665708,0.9815659179965148
sub-18,S0_STATIC_XSESSION,ses-04,DIFF-WRONG-3,success,0.9660137189119099,0.9764296590251295
sub-18,S0_STATIC_XSESSION,ses-04,DET-SHUFFLED,success,0.8270146687759886,0.9798966110125499
sub-18,S0_STATIC_XSESSION,ses-04,DIFF-SHUFFLED,success,0.9778358030137859,0.9697257694468947
sub-18,S0_STATIC_XSESSION,ses-03,RAW,success,1.0,1.0
sub-18,S0_STATIC_XSESSION,ses-03,POP,success,0.9722928754794434,0.989704465631318
sub-18,S0_STATIC_XSESSION,ses-03,DET-NULL,success,0.9756422984762961,0.9936353839074221
sub-18,S0_STATIC_XSESSION,ses-03,DET-MATCH,success,0.9318631648437247,0.997945945414132
sub-18,S0_STATIC_XSESSION,ses-03,DIFF-NULL,success,0.9448917534146295,0.9931837995266918
sub-18,S0_STATIC_XSESSION,ses-03,DIFF-POP,success,0.9448917534146295,0.9931837995266918
sub-18,S0_STATIC_XSESSION,ses-03,DIFF-MATCH,success,0.9557296750919455,0.9883912711802394
sub-18,S0_STATIC_XSESSION,ses-03,DET-WRONG-1,success,0.9594466796337566,0.9922596766448344
sub-18,S0_STATIC_XSESSION,ses-03,DIFF-WRONG-1,success,0.9572045669076126,0.9893277805337276
sub-18,S0_STATIC_XSESSION,ses-03,DET-WRONG-2,success,0.9755513857865967,0.9870257608087307
sub-18,S0_STATIC_XSESSION,ses-03,DIFF-WRONG-2,success,0.9358815525506338,0.9901015361873351
sub-18,S0_STATIC_XSESSION,ses-03,DET-WRONG-3,success,0.9885240178360366,0.9951586476539956
sub-18,S0_STATIC_XSESSION,ses-03,DIFF-WRONG-3,success,0.9637139526770676,0.9898944350417201
sub-18,S0_STATIC_XSESSION,ses-03,DET-SHUFFLED,success,0.9847796416636543,0.9938668606178525
sub-18,S0_STATIC_XSESSION,ses-03,DIFF-SHUFFLED,success,0.9580180600795869,0.9885074176050906
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,RAW,success,1.0,1.0
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,POP,success,0.8493276805778661,0.9832634083573969
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,DET-NULL,success,0.7886107631795416,0.9838528592172143
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,DET-MATCH,success,0.79907330938507,0.9856472732531827
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-NULL,success,0.8630077595132386,0.9974191088185966
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-POP,success,0.8630077595132386,0.9974191088185966
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-MATCH,success,0.8837640333592599,0.9963633254017026
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,DET-WRONG-1,success,0.7852218705353402,0.9879130683434733
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-WRONG-1,success,0.8794542942114573,0.9978835817334404
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,DET-WRONG-2,success,0.8810961045092051,0.9822516915925721
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-WRONG-2,success,0.8955967326330349,0.9972819814298582
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,DET-WRONG-3,success,0.8498928830842913,0.9911477421135292
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-WRONG-3,success,0.8546487332951037,0.9954669168883509
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,DET-SHUFFLED,success,0.7911266859464915,0.9869717430863071
sub-18,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-SHUFFLED,success,0.8766361962461698,0.996138371040241
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,RAW,success,1.0,1.0
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,POP,success,0.9717776838257824,0.9928528561244739
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,DET-NULL,success,0.9918044809400363,0.9859589738603775
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,DET-MATCH,success,0.9510152676440093,0.9815826169376535
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-NULL,success,0.9657417906661568,0.9910378258479093
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-POP,success,0.9657417906661568,0.9910378258479093
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-MATCH,success,0.9776813417852687,0.9912930732389086
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,DET-WRONG-1,success,0.9973653695794096,0.988822463445754
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-WRONG-1,success,0.9689285317464004,0.9936248122140466
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,DET-WRONG-2,success,0.9284003990027092,0.980921275810211
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-WRONG-2,success,0.9776833108417639,0.9939254533863067
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,DET-WRONG-3,success,0.9496839859339363,0.979168825262513
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-WRONG-3,success,0.999524796571391,0.9900013711407172
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,DET-SHUFFLED,success,0.9755771803776179,0.9823137189800447
sub-18,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-SHUFFLED,success,0.9792616825173839,0.9886953587633732
sub-05,S0_STATIC_XSESSION,ses-04,RAW,success,1.0,1.0
sub-05,S0_STATIC_XSESSION,ses-04,POP,success,0.8736750307922931,0.9604840630353789
sub-05,S0_STATIC_XSESSION,ses-04,DET-NULL,success,0.991861458478785,0.9802531267147371
sub-05,S0_STATIC_XSESSION,ses-04,DET-MATCH,success,0.9779728126628923,0.9762671742042933
sub-05,S0_STATIC_XSESSION,ses-04,DIFF-NULL,success,0.9966940929695915,0.9860420730758888
sub-05,S0_STATIC_XSESSION,ses-04,DIFF-POP,success,0.9966940929695915,0.9860420730758888
sub-05,S0_STATIC_XSESSION,ses-04,DIFF-MATCH,success,0.9905759145400878,0.9888989543651332
sub-05,S0_STATIC_XSESSION,ses-04,DET-WRONG-1,success,0.9927123328628455,0.978467336618803
sub-05,S0_STATIC_XSESSION,ses-04,DIFF-WRONG-1,success,0.9834107260822815,0.9920280838223393
sub-05,S0_STATIC_XSESSION,ses-04,DET-WRONG-2,success,0.9983509011584957,0.976860177692034
sub-05,S0_STATIC_XSESSION,ses-04,DIFF-WRONG-2,success,0.9959533985996525,0.9878602078505223
sub-05,S0_STATIC_XSESSION,ses-04,DET-WRONG-3,success,0.9570842707725108,0.9860399242974129
sub-05,S0_STATIC_XSESSION,ses-04,DIFF-WRONG-3,success,0.9988275664621845,0.987443809591737
sub-05,S0_STATIC_XSESSION,ses-04,DET-SHUFFLED,success,0.9783336722107643,0.9839301828318777
sub-05,S0_STATIC_XSESSION,ses-04,DIFF-SHUFFLED,success,0.9943524066535312,0.9892302772728829
sub-05,S0_STATIC_XSESSION,ses-03,RAW,success,1.0,1.0
sub-05,S0_STATIC_XSESSION,ses-03,POP,success,0.9074557408354086,0.9797870483262249
sub-05,S0_STATIC_XSESSION,ses-03,DET-NULL,success,0.9629499722259893,0.9809268180328841
sub-05,S0_STATIC_XSESSION,ses-03,DET-MATCH,success,0.9765547147504394,0.9805988628768413
sub-05,S0_STATIC_XSESSION,ses-03,DIFF-NULL,success,0.8983156379636633,0.9899636284423623
sub-05,S0_STATIC_XSESSION,ses-03,DIFF-POP,success,0.8983156379636633,0.9899636284423623
sub-05,S0_STATIC_XSESSION,ses-03,DIFF-MATCH,success,0.9261142500820978,0.9839383450126126
sub-05,S0_STATIC_XSESSION,ses-03,DET-WRONG-1,success,0.9794919325352356,0.9911901573668738
sub-05,S0_STATIC_XSESSION,ses-03,DIFF-WRONG-1,success,0.9101385915930698,0.9881990276653712
sub-05,S0_STATIC_XSESSION,ses-03,DET-WRONG-2,success,0.9885176103841407,0.9937378395737317
sub-05,S0_STATIC_XSESSION,ses-03,DIFF-WRONG-2,success,0.9097210253805651,0.990452332590873
sub-05,S0_STATIC_XSESSION,ses-03,DET-WRONG-3,success,0.9413738349173957,0.991186944470006
sub-05,S0_STATIC_XSESSION,ses-03,DIFF-WRONG-3,success,0.9145948545792675,0.9887103949783431
sub-05,S0_STATIC_XSESSION,ses-03,DET-SHUFFLED,success,0.963112905955223,0.9829559625776838
sub-05,S0_STATIC_XSESSION,ses-03,DIFF-SHUFFLED,success,0.9138633754729186,0.9887780614446906
sub-17,S2_MOTION_XSPEED,ses-04,RAW,success,1.0,1.0
sub-17,S2_MOTION_XSPEED,ses-04,POP,success,0.8731915549595008,0.9949194040418715
sub-17,S2_MOTION_XSPEED,ses-04,DET-NULL,success,0.9874584467333752,0.9551654450918518
sub-17,S2_MOTION_XSPEED,ses-04,DET-MATCH,success,0.9882358603828043,0.9539859438101546
sub-17,S2_MOTION_XSPEED,ses-04,DIFF-NULL,success,0.9770161985902306,0.9874499620805766
sub-17,S2_MOTION_XSPEED,ses-04,DIFF-POP,success,0.9770161985902306,0.9874499620805766
sub-17,S2_MOTION_XSPEED,ses-04,DIFF-MATCH,success,0.971588551046919,0.990250577457627
sub-17,S2_MOTION_XSPEED,ses-04,DET-WRONG-1,success,0.9828292903606973,0.9742529319935145
sub-17,S2_MOTION_XSPEED,ses-04,DIFF-WRONG-1,success,0.9611094146440841,0.9894067505279278
sub-17,S2_MOTION_XSPEED,ses-04,DET-WRONG-2,success,0.9986677845450216,0.9721933284171349
sub-17,S2_MOTION_XSPEED,ses-04,DIFF-WRONG-2,success,0.9684950600827855,0.9877489683400628
sub-17,S2_MOTION_XSPEED,ses-04,DET-WRONG-3,success,0.995758483404761,0.9884920391115111
sub-17,S2_MOTION_XSPEED,ses-04,DIFF-WRONG-3,success,0.9703649805573337,0.9916743567769322
sub-17,S2_MOTION_XSPEED,ses-04,DET-SHUFFLED,success,0.9880842386396048,0.954943027615771
sub-17,S2_MOTION_XSPEED,ses-04,DIFF-SHUFFLED,success,0.9713295910883392,0.9882151901815908
sub-05,S2_MOTION_XSPEED,ses-04,RAW,success,1.0,1.0
sub-05,S2_MOTION_XSPEED,ses-04,POP,success,0.8736750307922931,0.9604840630353789
sub-05,S2_MOTION_XSPEED,ses-04,DET-NULL,success,0.991861458478785,0.9802531267147371
sub-05,S2_MOTION_XSPEED,ses-04,DET-MATCH,success,0.9855534925775492,0.985509555344901
sub-05,S2_MOTION_XSPEED,ses-04,DIFF-NULL,success,0.9966940929695915,0.9860420730758888
sub-05,S2_MOTION_XSPEED,ses-04,DIFF-POP,success,0.9966940929695915,0.9860420730758888
sub-05,S2_MOTION_XSPEED,ses-04,DIFF-MATCH,success,0.9988302266342466,0.9878376784988464
sub-05,S2_MOTION_XSPEED,ses-04,DET-WRONG-1,success,0.9800041976368479,0.985718354345544
sub-05,S2_MOTION_XSPEED,ses-04,DIFF-WRONG-1,success,0.992524659359833,0.9856059786721254
sub-05,S2_MOTION_XSPEED,ses-04,DET-WRONG-2,success,0.9815875371779523,0.9944682576997858
sub-05,S2_MOTION_XSPEED,ses-04,DIFF-WRONG-2,success,0.9944102704933055,0.9871912898504909
sub-05,S2_MOTION_XSPEED,ses-04,DET-WRONG-3,success,0.9815957635274055,0.9864726901458156
sub-05,S2_MOTION_XSPEED,ses-04,DIFF-WRONG-3,success,0.9991900921723114,0.9882721805012781
sub-05,S2_MOTION_XSPEED,ses-04,DET-SHUFFLED,success,0.966742524603622,0.985892921561975
sub-05,S2_MOTION_XSPEED,ses-04,DIFF-SHUFFLED,success,0.99614954126864,0.9860555284704029
sub-18,S2_MOTION_XSPEED,ses-04,RAW,success,1.0,1.0
sub-18,S2_MOTION_XSPEED,ses-04,POP,success,0.9162855019743588,0.995254183363799
sub-18,S2_MOTION_XSPEED,ses-04,DET-NULL,success,0.8525880693550767,0.997852927250405
sub-18,S2_MOTION_XSPEED,ses-04,DET-MATCH,success,0.8554238594219241,0.9972443101186053
sub-18,S2_MOTION_XSPEED,ses-04,DIFF-NULL,success,0.9560832854815853,0.9741504926158511
sub-18,S2_MOTION_XSPEED,ses-04,DIFF-POP,success,0.9560832854815853,0.9741504926158511
sub-18,S2_MOTION_XSPEED,ses-04,DIFF-MATCH,success,0.9600852794360086,0.9672070261706089
sub-18,S2_MOTION_XSPEED,ses-04,DET-WRONG-1,success,0.8780095997015506,0.9853915482987889
sub-18,S2_MOTION_XSPEED,ses-04,DIFF-WRONG-1,success,0.9515360333128096,0.973699374095729
sub-18,S2_MOTION_XSPEED,ses-04,DET-WRONG-2,success,0.8369881961419243,0.9963270333630484
sub-18,S2_MOTION_XSPEED,ses-04,DIFF-WRONG-2,success,0.9714115338465498,0.9743861907761554
sub-18,S2_MOTION_XSPEED,ses-04,DET-WRONG-3,success,0.8208531621295783,0.9996007437661729
sub-18,S2_MOTION_XSPEED,ses-04,DIFF-WRONG-3,success,0.9584022747984081,0.9694674182847158
sub-18,S2_MOTION_XSPEED,ses-04,DET-SHUFFLED,success,0.8635160783051629,0.9934781249679612
sub-18,S2_MOTION_XSPEED,ses-04,DIFF-SHUFFLED,success,0.9603100637620763,0.9715447581690813
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,RAW,success,1.0,1.0
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,POP,success,0.9293208412468458,0.995989167779043
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,DET-NULL,success,0.9690909009519171,0.947379139986716
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,DET-MATCH,success,0.9999796404796434,0.9953671891899866
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-NULL,success,0.9735733634355378,0.9817504989968396
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-POP,success,0.9735733634355378,0.9817504989968396
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-MATCH,success,0.990198181945792,0.9787109605089186
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,DET-WRONG-1,success,0.9957269119504122,0.9930968135394138
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-WRONG-1,success,0.9909128883661643,0.9788133993757845
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,DET-WRONG-2,success,0.9906796582367409,0.9867500599824062
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-WRONG-2,success,0.9547116928683569,0.9801167307469492
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,DET-WRONG-3,success,0.9715246857933936,0.961970050994483
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-WRONG-3,success,0.9704908894871349,0.9821773621794921
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,DET-SHUFFLED,success,0.9792765855151322,0.9482309018759075
sub-02,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-SHUFFLED,success,0.9834096298429588,0.9811108920694828
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,RAW,success,1.0,1.0
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,POP,success,0.9353552376550345,0.9980831597809803
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,DET-NULL,success,0.9652769611187676,0.9896816309884566
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,DET-MATCH,success,0.9864192585408776,0.9796100556930878
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-NULL,success,0.9762431530082673,0.9981793248117649
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-POP,success,0.9762431530082673,0.9981793248117649
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-MATCH,success,0.9845194191652251,0.9998115523656042
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,DET-WRONG-1,success,0.987214042258149,0.9802422058096044
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-WRONG-1,success,0.9842465431891108,0.9975709869809923
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,DET-WRONG-2,success,0.9570288583469032,0.9880799694534572
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-WRONG-2,success,0.9848746691045034,0.9955179205236732
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,DET-WRONG-3,success,0.9629808511390912,0.9882140773771229
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-WRONG-3,success,0.9825043638321869,0.9996879467810611
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,DET-SHUFFLED,success,0.9750421184611691,0.9856276738095431
sub-02,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-SHUFFLED,success,0.9789026789429119,0.9978217934082246
sub-17,S0_STATIC_XSESSION,ses-04,RAW,success,1.0,1.0
sub-17,S0_STATIC_XSESSION,ses-04,POP,success,0.8731915549595008,0.9949194040418715
sub-17,S0_STATIC_XSESSION,ses-04,DET-NULL,success,0.9874584467333752,0.9551654450918518
sub-17,S0_STATIC_XSESSION,ses-04,DET-MATCH,success,0.9881502539608478,0.992593130739357
sub-17,S0_STATIC_XSESSION,ses-04,DIFF-NULL,success,0.9770161985902306,0.9874499620805766
sub-17,S0_STATIC_XSESSION,ses-04,DIFF-POP,success,0.9770161985902306,0.9874499620805766
sub-17,S0_STATIC_XSESSION,ses-04,DIFF-MATCH,success,0.9723824335262411,0.9919474138771004
sub-17,S0_STATIC_XSESSION,ses-04,DET-WRONG-1,success,0.996726101281788,0.9648952356591896
sub-17,S0_STATIC_XSESSION,ses-04,DIFF-WRONG-1,success,0.9704211948548661,0.9937402543876802
sub-17,S0_STATIC_XSESSION,ses-04,DET-WRONG-2,success,0.9861631177394021,0.9758176358501223
sub-17,S0_STATIC_XSESSION,ses-04,DIFF-WRONG-2,success,0.9618365450280746,0.9893507679824561
sub-17,S0_STATIC_XSESSION,ses-04,DET-WRONG-3,success,0.9997585931437544,0.9719399368518362
sub-17,S0_STATIC_XSESSION,ses-04,DIFF-WRONG-3,success,0.9691262494046007,0.9872345174713197
sub-17,S0_STATIC_XSESSION,ses-04,DET-SHUFFLED,success,0.9813428891106812,0.9840487337009274
sub-17,S0_STATIC_XSESSION,ses-04,DIFF-SHUFFLED,success,0.9714266666128837,0.9883422778080726
sub-17,S0_STATIC_XSESSION,ses-03,RAW,success,1.0,1.0
sub-17,S0_STATIC_XSESSION,ses-03,POP,success,0.906326229981199,0.9935308980403146
sub-17,S0_STATIC_XSESSION,ses-03,DET-NULL,success,0.9344590278854255,0.9933214858538102
sub-17,S0_STATIC_XSESSION,ses-03,DET-MATCH,success,0.9625273843001892,0.9941508535639175
sub-17,S0_STATIC_XSESSION,ses-03,DIFF-NULL,success,0.9651791888662302,0.9844440237619714
sub-17,S0_STATIC_XSESSION,ses-03,DIFF-POP,success,0.9651791888662302,0.9844440237619714
sub-17,S0_STATIC_XSESSION,ses-03,DIFF-MATCH,success,0.9641712659377255,0.9883994545768431
sub-17,S0_STATIC_XSESSION,ses-03,DET-WRONG-1,success,0.9438668313447403,0.9886354288309354
sub-17,S0_STATIC_XSESSION,ses-03,DIFF-WRONG-1,success,0.964385748612448,0.9880172528545961
sub-17,S0_STATIC_XSESSION,ses-03,DET-WRONG-2,success,0.9441116031744653,0.9809687875274098
sub-17,S0_STATIC_XSESSION,ses-03,DIFF-WRONG-2,success,0.9708053585324177,0.9882306698454671
sub-17,S0_STATIC_XSESSION,ses-03,DET-WRONG-3,success,0.900222663506262,0.9822977935255096
sub-17,S0_STATIC_XSESSION,ses-03,DIFF-WRONG-3,success,0.9630787554268461,0.9911800012555683
sub-17,S0_STATIC_XSESSION,ses-03,DET-SHUFFLED,success,0.9544396340722416,0.9949131403789844
sub-17,S0_STATIC_XSESSION,ses-03,DIFF-SHUFFLED,success,0.9655186933741147,0.9887044811493313
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,RAW,success,1.0,1.0
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,POP,success,0.9584165921067007,0.9860365833116761
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,DET-NULL,success,0.9359449849144252,0.9887446727824618
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,DET-MATCH,success,0.940344940256243,0.9947081656337059
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-NULL,success,0.9959206398208159,0.9928851468001094
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-POP,success,0.9959206398208159,0.9928851468001094
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-MATCH,success,0.9968028893788445,0.9932048393560332
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,DET-WRONG-1,success,0.9483677028697522,0.9905435097752807
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-WRONG-1,success,0.9924201723309337,0.9918240540309493
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,DET-WRONG-2,success,0.9449487756788102,0.9993216231099675
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-WRONG-2,success,0.9941522409853101,0.9947075881172501
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,DET-WRONG-3,success,0.9097850079141471,0.9960865322163384
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-WRONG-3,success,0.9893603003757747,0.9882239821500034
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,DET-SHUFFLED,success,0.9427223700779996,0.9857238890899332
sub-05,S1_MOTION_WITHIN_SESSION,ses-03,DIFF-SHUFFLED,success,0.9987618044494628,0.9941710901831101
sub-05,S1_MOTION_WITHIN_SESSION,ses-04,RAW,success,1.0,1.0
sub-05,S1_MOTION_WITHIN_SESSION,ses-04,POP,success,0.9985262741787578,0.994693306025051
sub-05,S1_MOTION_WITHIN_SESSION,ses-04,DET-NULL,success,0.9651999311822025,0.9330532855725693
sub-05,S1_MOTION_WITHIN_SESSION,ses-04,DET-MATCH,success,0.9581838313881682,0.9509868111104699
sub-05,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-NULL,success,0.9273119703186652,0.9962167224558949
sub-05,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-POP,success,0.9273119703186652,0.9962167224558949
sub-05,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-MATCH,success,0.9316475001428834,0.9938175523285215
sub-05,S1_MOTION_WITHIN_SESSION,ses-04,DET-WRONG-1,success,0.9844579651579471,0.9498863807457294
sub-05,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-WRONG-1,success,0.9179146063445839,0.99264164221303
sub-05,S1_MOTION_WITHIN_SESSION,ses-04,DET-WRONG-2,success,0.9718146664691133,0.945875033127147
sub-05,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-WRONG-2,success,0.9171394271693942,0.9931190694209351
sub-05,S1_MOTION_WITHIN_SESSION,ses-04,DET-WRONG-3,success,0.822490972230177,0.9780239681736513
sub-05,S1_MOTION_WITHIN_SESSION,ses-04,DIFF-WRONG-3,success,0.7629082420576598,0.9524826289934597
sub-05,S1_MOTION_WITHIN_SESSION,ses-04,DET-SHUFFLED,success,0.9683305922951976,0.9512298775783427
