participant,condition,identity_margin,auroc,positive_similarity,impostor_median,rank1,tar_at_far5,trials,fold,verifier
4,1,0.5973700284957886,0.9925,0.38542503118515015,-0.23578843474388123,1.0,0.8,20,3,A
4,2,0.4369960427284241,0.9775,0.40222984552383423,-0.07092751562595367,0.95,0.85,20,3,A
9,1,0.35047927498817444,0.8767313019390582,0.3001387119293213,-0.10558727383613586,0.7894736842105263,0.631578947368421,19,3,A
9,2,0.22676056623458862,0.817174515235457,0.274319589138031,0.03650369495153427,0.7894736842105263,0.5789473684210527,19,3,A
14,1,0.13338954746723175,0.6177285318559557,0.1953352987766266,0.04040317237377167,0.10526315789473684,0.42105263157894735,19,3,A
14,2,0.15003949403762817,0.7132963988919667,0.26663804054260254,0.12710106372833252,0.5263157894736842,0.5263157894736842,19,3,A
4,1,0.5973700284957886,0.9925,0.38542503118515015,-0.23578843474388123,1.0,0.8,20,3,A
4,2,0.4369960427284241,0.9775,0.40222984552383423,-0.07092751562595367,0.95,0.85,20,3,A
9,1,0.35047927498817444,0.8767313019390582,0.3001387119293213,-0.10558727383613586,0.7894736842105263,0.631578947368421,19,3,A
9,2,0.22676056623458862,0.817174515235457,0.274319589138031,0.03650369495153427,0.7894736842105263,0.5789473684210527,19,3,A
14,1,0.13338954746723175,0.6177285318559557,0.1953352987766266,0.04040317237377167,0.10526315789473684,0.42105263157894735,19,3,A
14,2,0.15003949403762817,0.7132963988919667,0.26663804054260254,0.12710106372833252,0.5263157894736842,0.5263157894736842,19,3,A
4,1,0.3655533194541931,0.9974999999999999,0.7011396288871765,0.364829957485199,1.0,1.0,20,3,B
4,2,0.4380430281162262,0.99625,0.5824987292289734,0.14279285073280334,1.0,1.0,20,3,B
9,1,0.18862773478031158,0.7645429362880887,0.48745647072792053,0.33695676922798157,0.6842105263157895,1.0,19,3,B
9,2,0.2645801901817322,0.8019390581717452,0.3153678774833679,0.05988425016403198,0.7894736842105263,0.631578947368421,19,3,B
14,1,-0.09901084005832672,0.31717451523545703,0.028418898582458496,0.14585082232952118,0.21052631578947367,0.0,19,3,B
14,2,0.0160688329488039,0.5401662049861496,0.16021043062210083,0.13136149942874908,0.2631578947368421,0.2631578947368421,19,3,B
4,1,0.3655533194541931,0.9974999999999999,0.7011396288871765,0.364829957485199,1.0,1.0,20,3,B
4,2,0.4380430281162262,0.99625,0.5824987292289734,0.14279285073280334,1.0,1.0,20,3,B
9,1,0.18862773478031158,0.7645429362880887,0.48745647072792053,0.33695676922798157,0.6842105263157895,1.0,19,3,B
9,2,0.2645801901817322,0.8019390581717452,0.3153678774833679,0.05988425016403198,0.7894736842105263,0.631578947368421,19,3,B
14,1,-0.09901084005832672,0.31717451523545703,0.028418898582458496,0.14585082232952118,0.21052631578947367,0.0,19,3,B
14,2,0.0160688329488039,0.5401662049861496,0.16021043062210083,0.13136149942874908,0.2631578947368421,0.2631578947368421,19,3,B
4,1,0.3655533194541931,0.9974999999999999,0.7011396288871765,0.364829957485199,1.0,1.0,20,3,B
4,2,0.4380430281162262,0.99625,0.5824987292289734,0.14279285073280334,1.0,1.0,20,3,B
9,1,0.18862773478031158,0.7645429362880887,0.48745647072792053,0.33695676922798157,0.6842105263157895,1.0,19,3,B
9,2,0.2645801901817322,0.8019390581717452,0.3153678774833679,0.05988425016403198,0.7894736842105263,0.631578947368421,19,3,B
14,1,-0.09901084005832672,0.31717451523545703,0.028418898582458496,0.14585082232952118,0.21052631578947367,0.0,19,3,B
14,2,0.0160688329488039,0.5401662049861496,0.16021043062210083,0.13136149942874908,0.2631578947368421,0.2631578947368421,19,3,B
4,1,0.3655533194541931,0.9974999999999999,0.7011396288871765,0.364829957485199,1.0,1.0,20,3,B
4,2,0.4380430281162262,0.99625,0.5824987292289734,0.14279285073280334,1.0,1.0,20,3,B
9,1,0.18862773478031158,0.7645429362880887,0.48745647072792053,0.33695676922798157,0.6842105263157895,1.0,19,3,B
9,2,0.2645801901817322,0.8019390581717452,0.3153678774833679,0.05988425016403198,0.7894736842105263,0.631578947368421,19,3,B
14,1,-0.09901084005832672,0.31717451523545703,0.028418898582458496,0.14585082232952118,0.21052631578947367,0.0,19,3,B
14,2,0.0160688329488039,0.5401662049861496,0.16021043062210083,0.13136149942874908,0.2631578947368421,0.2631578947368421,19,3,B
4,1,0.3655533194541931,0.9974999999999999,0.7011396288871765,0.364829957485199,1.0,1.0,20,3,B
4,2,0.4380430281162262,0.99625,0.5824987292289734,0.14279285073280334,1.0,1.0,20,3,B
9,1,0.18862773478031158,0.7645429362880887,0.48745647072792053,0.33695676922798157,0.6842105263157895,1.0,19,3,B
9,2,0.2645801901817322,0.8019390581717452,0.3153678774833679,0.05988425016403198,0.7894736842105263,0.631578947368421,19,3,B
14,1,-0.09901084005832672,0.31717451523545703,0.028418898582458496,0.14585082232952118,0.21052631578947367,0.0,19,3,B
14,2,0.0160688329488039,0.5401662049861496,0.16021043062210083,0.13136149942874908,0.2631578947368421,0.2631578947368421,19,3,B
4,1,0.3655533194541931,0.9974999999999999,0.7011396288871765,0.364829957485199,1.0,1.0,20,3,B
4,2,0.4380430281162262,0.99625,0.5824987292289734,0.14279285073280334,1.0,1.0,20,3,B
9,1,0.18862773478031158,0.7645429362880887,0.48745647072792053,0.33695676922798157,0.6842105263157895,1.0,19,3,B
9,2,0.2645801901817322,0.8019390581717452,0.3153678774833679,0.05988425016403198,0.7894736842105263,0.631578947368421,19,3,B
14,1,-0.09901084005832672,0.31717451523545703,0.028418898582458496,0.14585082232952118,0.21052631578947367,0.0,19,3,B
14,2,0.0160688329488039,0.5401662049861496,0.16021043062210083,0.13136149942874908,0.2631578947368421,0.2631578947368421,19,3,B
