metric,panel,participant,auroc,identity_margin,rank1,tar_at_far5
cosine,band_8_13,11,0.6426592797783934,0.0664981808513403,0.21052631578947367,0.0
cosine,band_13_30,1,0.5237499999999999,0.0036876380909234285,0.30000000000000004,0.1
cosine,band_13_30,6,0.584375,0.010408921632915735,0.325,0.07500000000000001
cosine,band_13_30,11,0.7673130193905817,0.040306867100298405,0.6578947368421053,0.2894736842105263
cosine,band_30_45,1,0.599375,0.009732438251376152,0.45,0.2
cosine,band_30_45,6,0.546875,0.005014986149035394,0.4,0.0
cosine,band_30_45,11,0.7846260387811634,0.040045252069830894,0.631578947368421,0.5263157894736842
cosine,band_45_100,1,0.551875,0.003274076065281406,0.35,0.1
cosine,band_45_100,6,0.46937500000000004,-0.001416853570844978,0.375,0.15
cosine,band_45_100,11,0.5463988919667591,0.004471346968784928,0.4473684210526315,0.07894736842105263
old_verifier_A,full_original,1,0.9456249999999999,0.4170958250761032,0.95,0.7
old_verifier_A,full_original,6,0.47875,-0.0033654922153800726,0.0,0.07500000000000001
old_verifier_A,full_original,11,0.9965373961218837,0.41474078595638275,1.0,0.9473684210526316
old_verifier_B,full_original,1,0.9681249999999999,0.4575592130422592,0.975,0.7
old_verifier_B,full_original,6,0.518125,0.007874689064919949,0.275,0.575
old_verifier_B,full_original,11,0.9958448753462603,0.4995168596506119,1.0,1.0
cosine,physiological,2,0.6912499999999999,0.061034154146909714,0.525,0.075
cosine,physiological,7,0.3109418282548476,-0.07218233123421669,0.13157894736842105,0.05263157894736842
cosine,physiological,12,0.9217451523545706,0.16143879294395447,0.894736842105263,0.868421052631579
cosine,phase_locked_erp,2,0.75,0.2390576098114252,0.5,0.5
cosine,phase_locked_erp,7,0.0,-0.4907604455947876,0.0,0.0
cosine,phase_locked_erp,12,1.0,0.7608573138713837,1.0,1.0
cosine,induced_residual,2,0.48624999999999996,-8.087772448561736e-05,0.175,0.0
cosine,induced_residual,7,0.4217451523545706,-0.002102961836499162,0.3684210526315789,0.18421052631578946
cosine,induced_residual,12,0.4986149584487534,-7.271202048286796e-05,0.2894736842105263,0.15789473684210525
cosine,artifact_acquisition_only,2,0.7262500000000001,0.013921113684773445,0.625,0.1
cosine,artifact_acquisition_only,7,0.9778393351800554,0.0560151394456625,1.0,0.8157894736842105
cosine,artifact_acquisition_only,12,0.9508310249307479,0.0600766371935606,0.9736842105263157,0.7894736842105263
cosine,amplitude_only,2,0.579375,0.03332006186246872,0.325,0.0
cosine,amplitude_only,7,0.4349030470914127,-0.027838922571390867,0.2631578947368421,0.02631578947368421
cosine,amplitude_only,12,0.8975069252077563,0.20565156638622284,0.8421052631578947,0.7894736842105263
cosine,topography_only,2,0.579375,0.033320065413136035,0.325,0.0
cosine,topography_only,7,0.4349030470914127,-0.02783892792649567,0.2631578947368421,0.02631578947368421
cosine,topography_only,12,0.8975069252077563,0.20565157383680344,0.8421052631578947,0.7894736842105263
cosine,latency_morphology_only,2,0.6912499999999999,0.06103415321558714,0.525,0.075
cosine,latency_morphology_only,7,0.3109418282548476,-0.07218232750892639,0.13157894736842105,0.05263157894736842
cosine,latency_morphology_only,12,0.9217451523545706,0.16143880784511566,0.894736842105263,0.868421052631579
cosine,band_0.5_4,2,0.7337499999999999,0.0828391881659627,0.725,0.25
cosine,band_0.5_4,7,0.2825484764542936,-0.09585783444344997,0.10526315789473684,0.07894736842105263
cosine,band_0.5_4,12,0.7894736842105263,0.10551326163113117,0.6578947368421052,0.368421052631579
cosine,band_4_8,2,0.806875,0.17761304322630167,0.725,0.525
cosine,band_4_8,7,0.4570637119113573,-0.01710784249007702,0.23684210526315788,0.05263157894736842
cosine,band_4_8,12,0.7126038781163435,0.062140928581357,0.6052631578947368,0.13157894736842105
cosine,band_8_13,2,0.84875,0.11855712532997131,0.8,0.375
cosine,band_8_13,7,0.7001385041551246,0.056451546028256416,0.5526315789473684,0.2631578947368421
cosine,band_8_13,12,0.9314404432132964,0.1552881859242916,0.9210526315789473,0.763157894736842
cosine,band_13_30,2,0.5375000000000001,0.0033250825945287943,0.375,0.075
cosine,band_13_30,7,0.6772853185595569,0.021281369030475616,0.5789473684210527,0.21052631578947367
cosine,band_13_30,12,0.6759002770083102,0.020443825284019113,0.6052631578947368,0.3157894736842105
cosine,band_30_45,2,0.49,6.760528776794672e-05,0.275,0.025
cosine,band_30_45,7,0.6142659279778393,0.00940900994464755,0.4473684210526315,0.15789473684210525
cosine,band_30_45,12,0.6627423822714682,0.017093006521463394,0.5263157894736842,0.23684210526315788
cosine,band_45_100,2,0.458125,-0.0013843470951542258,0.15,0.05
cosine,band_45_100,7,0.4501385041551247,-0.002942305727628991,0.3157894736842105,0.13157894736842105
cosine,band_45_100,12,0.5616343490304709,0.007787054171785712,0.42105263157894735,0.23684210526315788
old_verifier_A,full_original,2,0.9168750000000001,0.32814575731754303,0.9,0.75
old_verifier_A,full_original,7,0.9923822714681441,0.606046050786972,1.0,0.8947368421052632
old_verifier_A,full_original,12,0.8407202216066483,0.24667110294103622,0.7105263157894737,0.42105263157894735
old_verifier_B,full_original,2,1.0,0.4849885255098343,1.0,0.575
old_verifier_B,full_original,7,0.7596952908587257,0.22034410759806633,0.6578947368421053,0.15789473684210525
old_verifier_B,full_original,12,0.9487534626038782,0.38725170493125916,0.8421052631578947,0.39473684210526316
cosine,physiological,3,0.5277008310249307,0.0289113512262702,0.13157894736842105,0.0
cosine,physiological,8,0.6696675900277008,0.09723800700157881,0.631578947368421,0.368421052631579
cosine,physiological,13,0.734764542936288,0.10203915648162365,0.6578947368421053,0.05263157894736842
cosine,phase_locked_erp,3,0.25,0.1251455917954445,0.0,0.0
cosine,phase_locked_erp,8,0.75,0.11608412116765976,0.5,0.5
cosine,phase_locked_erp,13,1.0,0.4892028719186783,1.0,1.0
cosine,induced_residual,3,0.5228531855955678,0.00025425388594157994,0.3684210526315789,0.07894736842105263
cosine,induced_residual,8,0.510387811634349,0.0005426477291621268,0.39473684210526316,0.13157894736842105
cosine,induced_residual,13,0.44529085872576174,-0.0008345822716364637,0.2894736842105263,0.10526315789473684
cosine,artifact_acquisition_only,3,0.9986149584487535,0.07394909113645554,1.0,1.0
cosine,artifact_acquisition_only,8,0.8518005540166205,0.032342007383704185,0.7894736842105263,0.3421052631578947
cosine,artifact_acquisition_only,13,0.6066481994459834,0.008970923256129026,0.5263157894736842,0.21052631578947367
cosine,amplitude_only,3,0.4889196675900277,-0.003179243765771389,0.23684210526315788,0.0
cosine,amplitude_only,8,0.7160664819944599,0.1754809645935893,0.7368421052631579,0.5526315789473684
cosine,amplitude_only,13,0.5560941828254847,0.038585375528782606,0.42105263157894735,0.0
cosine,topography_only,3,0.4889196675900277,-0.0031792493537068367,0.23684210526315788,0.0
cosine,topography_only,8,0.7160664819944599,0.17548096925020218,0.7368421052631579,0.5526315789473684
cosine,topography_only,13,0.5560941828254847,0.03858537832275033,0.42105263157894735,0.0
cosine,latency_morphology_only,3,0.5277008310249307,0.0289113475009799,0.13157894736842105,0.0
cosine,latency_morphology_only,8,0.6696675900277008,0.09723799768835306,0.631578947368421,0.368421052631579
cosine,latency_morphology_only,13,0.734764542936288,0.10203917138278484,0.6578947368421053,0.05263157894736842
cosine,band_0.5_4,3,0.5526315789473684,0.09141338337212801,0.13157894736842105,0.0
cosine,band_0.5_4,8,0.5498614958448753,0.040508126839995384,0.4736842105263158,0.3157894736842105
cosine,band_0.5_4,13,0.8358725761772853,0.2167620286345482,0.763157894736842,0.42105263157894735
cosine,band_4_8,3,0.3760387811634349,-0.04389276588335633,0.23684210526315788,0.0
cosine,band_4_8,8,0.4217451523545706,-0.011851940304040909,0.13157894736842105,0.0
cosine,band_4_8,13,0.8372576177285319,0.13144564349204302,0.7368421052631579,0.6842105263157895
cosine,band_8_13,3,0.5602493074792244,0.055685292929410934,0.13157894736842105,0.0
cosine,band_8_13,8,0.9930747922437673,0.569922000169754,1.0,0.9736842105263157
cosine,band_8_13,13,1.0,0.625562995672226,1.0,1.0
cosine,band_13_30,3,0.7105263157894737,0.018996048253029585,0.5526315789473684,0.23684210526315788
cosine,band_13_30,8,0.5034626038781163,-0.0002460884861648083,0.4473684210526316,0.13157894736842105
cosine,band_13_30,13,0.5124653739612188,5.696248263120651e-05,0.3157894736842105,0.02631578947368421
cosine,band_30_45,3,0.6544321329639889,0.01200553821399808,0.5526315789473684,0.2631578947368421
cosine,band_30_45,8,0.6260387811634349,0.007266778731718659,0.5,0.18421052631578946
cosine,band_30_45,13,0.45983379501385047,-0.0010279560228809714,0.2631578947368421,0.13157894736842105
cosine,band_45_100,3,0.39958448753462605,-0.007242713822051883,0.21052631578947367,0.02631578947368421
cosine,band_45_100,8,0.5367036011080333,-0.0004291459918022156,0.39473684210526316,0.13157894736842105
cosine,band_45_100,13,0.5401662049861495,0.009308182809036225,0.4473684210526316,0.3157894736842105
old_verifier_A,full_original,3,0.6828254847645429,0.11437264829874039,0.6052631578947368,0.3684210526315789
old_verifier_A,full_original,8,0.7091412742382271,0.13040783256292343,0.7105263157894737,0.5789473684210527
old_verifier_A,full_original,13,0.8206371191135734,0.22408198937773705,0.6842105263157895,0.5263157894736842
old_verifier_B,full_original,3,0.7700831024930748,0.2607554942369461,0.6052631578947368,0.39473684210526316
old_verifier_B,full_original,8,0.8220221606648199,0.2973630242049694,0.7105263157894737,0.5789473684210527
old_verifier_B,full_original,13,0.989612188365651,0.6519667357206345,0.9736842105263157,0.8947368421052632
cosine,physiological,4,0.8400000000000001,0.11972376704216003,0.775,0.475
cosine,physiological,9,0.6939058171745152,0.05972343869507313,0.5526315789473684,0.23684210526315788
cosine,physiological,14,0.7257617728531855,0.055950166657567024,0.631578947368421,0.3157894736842105
cosine,phase_locked_erp,4,1.0,0.37802793085575104,1.0,1.0
cosine,phase_locked_erp,9,1.0,0.30607204139232635,1.0,1.0
cosine,phase_locked_erp,14,1.0,0.2959834113717079,1.0,1.0
cosine,induced_residual,4,0.504375,7.703655865043402e-05,0.275,0.1
cosine,induced_residual,9,0.4889196675900277,1.8988415831699967e-05,0.23684210526315788,0.15789473684210525
cosine,induced_residual,14,0.4743767313019391,-0.00029702059691771865,0.3157894736842105,0.05263157894736842
cosine,artifact_acquisition_only,4,0.6775,0.012609439436346292,0.525,0.125
cosine,artifact_acquisition_only,9,0.8372576177285319,0.047117264941334724,0.6842105263157894,0.42105263157894735
cosine,artifact_acquisition_only,14,0.8421052631578947,0.04129147715866566,0.7105263157894737,0.2631578947368421
cosine,amplitude_only,4,0.735625,0.10210469737648964,0.6499999999999999,0.2
cosine,amplitude_only,9,0.6246537396121884,0.06917409971356392,0.42105263157894735,0.3684210526315789
cosine,amplitude_only,14,0.5969529085872576,0.037704650894738734,0.3421052631578947,0.0
cosine,topography_only,4,0.735625,0.10210469737648964,0.6499999999999999,0.2
cosine,topography_only,9,0.6246537396121884,0.06917409971356392,0.42105263157894735,0.3684210526315789
cosine,topography_only,14,0.5969529085872576,0.03770464344415814,0.3421052631578947,0.0
cosine,latency_morphology_only,4,0.8400000000000001,0.11972376704216003,0.775,0.475
cosine,latency_morphology_only,9,0.6939058171745152,0.05972343683242798,0.5526315789473684,0.23684210526315788
cosine,latency_morphology_only,14,0.7257617728531855,0.05595017410814762,0.631578947368421,0.3157894736842105
cosine,band_0.5_4,4,0.6725,0.09520372096449137,0.675,0.4
cosine,band_0.5_4,9,0.6225761772853186,0.052405071910470724,0.3684210526315789,0.10526315789473684
cosine,band_0.5_4,14,0.7922437673130194,0.0764180850237608,0.763157894736842,0.2894736842105263
cosine,band_4_8,4,0.84,0.17117094434797764,0.825,0.6
cosine,band_4_8,9,0.8019390581717452,0.14757780451327562,0.6842105263157895,0.47368421052631576
cosine,band_4_8,14,0.639196675900277,0.06849396089091897,0.47368421052631576,0.05263157894736842
cosine,band_8_13,4,0.87375,0.18534132093191147,0.825,0.7250000000000001
cosine,band_8_13,9,0.8518005540166205,0.11120486259460449,0.8157894736842105,0.3157894736842105
cosine,band_8_13,14,0.7091412742382271,0.06638083420693874,0.6052631578947368,0.0
cosine,band_13_30,4,0.6518750000000001,0.025969868525862694,0.525,0.225
cosine,band_13_30,9,0.6170360110803323,0.015693928115069866,0.47368421052631576,0.23684210526315788
cosine,band_13_30,14,0.6849030470914128,0.02580423280596733,0.42105263157894735,0.07894736842105263
cosine,band_30_45,4,0.630625,0.013049365021288395,0.45,0.125
cosine,band_30_45,9,0.592797783933518,0.009788659284822643,0.39473684210526316,0.07894736842105263
cosine,band_30_45,14,0.7403047091412742,0.01735385274514556,0.631578947368421,0.18421052631578946
cosine,band_45_100,4,0.483125,-0.001641277689486742,0.475,0.15000000000000002
cosine,band_45_100,9,0.5159279778393352,0.00063967244932428,0.3157894736842105,0.02631578947368421
cosine,band_45_100,14,0.5055401662049861,0.0018269522697664797,0.3684210526315789,0.13157894736842105
old_verifier_A,full_original,4,0.9850000000000001,0.5171830356121063,0.975,0.825
old_verifier_A,full_original,9,0.8469529085872576,0.28861992061138153,0.7894736842105263,0.6052631578947368
old_verifier_A,full_original,14,0.6655124653739612,0.14171452075242996,0.3157894736842105,0.47368421052631576
old_verifier_B,full_original,4,0.996875,0.40179817378520966,1.0,1.0
old_verifier_B,full_original,9,0.7832409972299169,0.22660396248102188,0.736842105263158,0.8157894736842105
old_verifier_B,full_original,14,0.42867036011080334,-0.04147100355476141,0.23684210526315788,0.13157894736842105
cosine,physiological,5,0.7583102493074793,0.10993598029017448,0.6578947368421052,0.2894736842105263
cosine,physiological,10,0.8552631578947368,0.15520962327718735,0.9473684210526316,0.3421052631578947
cosine,physiological,15,0.3753462603878116,-0.03701348230242729,0.2894736842105263,0.0
cosine,phase_locked_erp,5,1.0,0.3045538365840912,1.0,1.0
cosine,phase_locked_erp,10,1.0,0.28454118967056274,1.0,1.0
cosine,phase_locked_erp,15,0.5,-0.05455898493528366,0.5,0.5
cosine,induced_residual,5,0.5173130193905817,0.0010243417927995324,0.42105263157894735,0.2894736842105263
cosine,induced_residual,10,0.484764542936288,-0.00012394340001264936,0.3684210526315789,0.02631578947368421
cosine,induced_residual,15,0.5013850415512465,1.96861510630697e-05,0.18421052631578946,0.0
cosine,artifact_acquisition_only,5,0.49653739612188363,0.0014440027880482376,0.23684210526315788,0.07894736842105263
cosine,artifact_acquisition_only,10,0.7873961218836565,0.025807208381593227,0.7368421052631579,0.47368421052631576
cosine,artifact_acquisition_only,15,0.6918282548476453,0.013399546965956688,0.5263157894736842,0.10526315789473684
cosine,amplitude_only,5,0.6710526315789473,0.10981624945998192,0.5,0.2631578947368421
cosine,amplitude_only,10,0.7880886426592798,0.183978870511055,0.763157894736842,0.21052631578947367
cosine,amplitude_only,15,0.3414127423822715,-0.08730801939964294,0.2631578947368421,0.0
cosine,topography_only,5,0.6710526315789473,0.10981625691056252,0.5,0.2631578947368421
cosine,topography_only,10,0.7880886426592798,0.1839788779616356,0.763157894736842,0.21052631578947367
cosine,topography_only,15,0.3414127423822715,-0.08730802685022354,0.2631578947368421,0.0
cosine,latency_morphology_only,5,0.7583102493074793,0.10993598401546478,0.6578947368421052,0.2894736842105263
cosine,latency_morphology_only,10,0.8552631578947368,0.15520962327718735,0.9473684210526316,0.3421052631578947
cosine,latency_morphology_only,15,0.3753462603878116,-0.03701348230242729,0.2894736842105263,0.0
cosine,band_0.5_4,5,0.7119113573407203,0.09355026204138994,0.631578947368421,0.3157894736842105
cosine,band_0.5_4,10,0.7257617728531855,0.08282483369112015,0.6842105263157894,0.13157894736842105
cosine,band_0.5_4,15,0.5277008310249307,0.03131499653682113,0.5,0.07894736842105263
cosine,band_4_8,5,0.760387811634349,0.17550241947174072,0.7105263157894737,0.6052631578947368
cosine,band_4_8,10,0.7174515235457064,0.09554373566061258,0.5789473684210527,0.07894736842105263
cosine,band_4_8,15,0.4321329639889197,-0.013596147065982223,0.2894736842105263,0.0
cosine,band_8_13,5,0.9023545706371191,0.30028991401195526,0.8947368421052632,0.5
cosine,band_8_13,10,0.9411357340720221,0.3204803168773651,0.9473684210526315,0.736842105263158
cosine,band_8_13,15,0.44806094182825484,-0.006635835976339877,0.2631578947368421,0.0
cosine,band_13_30,5,0.6530470914127424,0.019481606082990766,0.4473684210526316,0.15789473684210525
cosine,band_13_30,10,0.5872576177285318,0.016382364556193352,0.4473684210526315,0.3421052631578947
cosine,band_13_30,15,0.5242382271468145,0.0024435624363832176,0.3157894736842105,0.02631578947368421
cosine,band_30_45,5,0.6897506925207756,0.016559589188545942,0.5263157894736842,0.2631578947368421
cosine,band_30_45,10,0.6398891966759004,0.009818441467359662,0.39473684210526316,0.13157894736842105
cosine,band_30_45,15,0.5616343490304709,0.0046751166228204966,0.5,0.21052631578947367
cosine,band_45_100,5,0.5450138504155124,0.004329679883085191,0.3421052631578947,0.18421052631578946
cosine,band_45_100,10,0.6135734072022161,0.007353615947067738,0.47368421052631576,0.3421052631578947
cosine,band_45_100,15,0.5637119113573408,0.0040508018573746085,0.5263157894736842,0.13157894736842105
old_verifier_A,full_original,5,0.7693905817174516,0.2060987800359726,0.763157894736842,0.47368421052631576
old_verifier_A,full_original,10,0.9993074792243768,0.5869048833847046,1.0,1.0
old_verifier_A,full_original,15,0.9473684210526316,0.4151903837919235,0.9210526315789473,0.763157894736842
old_verifier_B,full_original,5,0.7957063711911357,0.21567166596651077,0.631578947368421,0.39473684210526316
old_verifier_B,full_original,10,0.9979224376731302,0.5116382241249084,0.9736842105263157,0.8421052631578947
old_verifier_B,full_original,15,0.9245152354570637,0.4357370436191559,0.868421052631579,0.9473684210526316
