algorithmic_seed_count,artifact_attenuation,artifact_normalized_parallel_error,clean_interval_preservation,common_eligibility_status,comparator_supervision,comparison_family,conditional_actual_optimizer_updates,conditional_checkpoint_operator_scope,conditional_development_windows,conditional_model_parameters,conditional_training_objective,conditional_training_walltime_seconds,conditional_training_windows,confirmatory,correlation,cross_scope_models_share_weights,d_perp_y,delta_snr_db,deployable_operator_source,deterministic_actual_training_updates,deterministic_checkpoint_operator_scope,deterministic_development_windows,deterministic_fixed_checkpoint_updates,deterministic_model_parameters,deterministic_training_objective,deterministic_training_walltime_seconds,deterministic_training_windows,e_parallel,e_parallel_artifact_normalized,e_parallel_neural_normalized,e_perp,effective_operator_source,failed_algorithmic_seed_count,fallback_used,fixed_optimizer_updates_each,formal_G1_or_G3_evidence,function_evaluations,function_evaluations_per_seed_per_window,latency_seconds,matched_deterministic_updates,method_id,model_parameters,network_calls_total,network_forward_invocations,operator_role,operator_source,operator_specificity_interpretation_allowed,oracle_or_qy_role,overlap_fraction,parallel_artifact_norm,parallel_clean_norm,parallel_error_norm,parallel_metric_schema_version,partition,peak_memory_mb,planned_total_function_evaluations_per_window,projector_distance,projector_max_angle_degrees,projector_overlap_fraction,psd_distortion,query_clean_target_used_by_method,query_clean_target_used_for_scoring_only,query_oracle_geometry,records_are_participants,rrmse,same_paired_supervision_exposure,same_supervision_G3_comparison,seeds_are_statistical_units,shared_prior_model_parameters,shared_prior_training_history_steps,shared_prior_update_status,source_method_id,source_record,status,successful_algorithmic_seed_count,time_rrmse,total_function_evaluations_per_window,training_model_parameters,training_objectives_equal,training_selected_checkpoint_updates,training_updates,training_updates_completed,training_walltime_seconds
5,-9.90224367168757,4.922783289978764,-2.2134814909354676,included,clean_prior_sampling,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.7413944479377417,False,0.5894990749916084,-13.906598788204626,True,,,,,,,,,6.159165887382279,4.922783289978764,6.159165887382279,0.5894990746855158,matching_p0,0,False,,False,100,100,54.09137359200395,,M4_per_step_quadratic_proximal_q_consistency,,1000,,deployable_external_eog_operator,matching_p0,False,deployable_or_support_derived_geometry,0.3876868996152973,252.7676730483923,202.02743356508174,1244.320477129441,parallel_error_denominators_v2_side_by_side,development,1541.650390625,500,0.18626353061553377,15.021513752012575,0.9653058971626359,18.482840713941076,False,True,False,False,3.862617341143006,,False,False,4435667,3000,training_history_steps_captured_amp_skips_not_audited,M4_per_step_quadratic_proximal_q_consistency,sim31,success,5,3.862617341143006,500,,,,,,
,9.493405230536634,0.8085972101311283,0.2406177389939692,included,no_learned_training,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.8996641284081102,False,0.1300651737334615,1.7334361887683667,True,,,,,,,,,1.0116806001617857,0.8085972101311283,1.0116806001617857,0.13006517398647344,matching_p0,,False,,False,0,0,0.0005705200019292533,,hard_Q_matching_p0_y,,0,,deployable_external_eog_operator,matching_p0,False,deployable_or_support_derived_geometry,0.3876868996152973,252.7676730483923,202.02743356508174,204.3872352382672,parallel_error_denominators_v2_side_by_side,development,0.0,,0.18626353061553377,15.021513752012575,0.9653058971626359,0.4572570980852399,False,True,False,False,0.6380870593739013,,False,,,,,deterministic_Qy,sim31,success,,0.6380870593739013,0,,,,,,
,5.173336638245959,0.6668681227608976,0.6203088694969846,included,no_learned_training,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.9468284301108413,False,0.06503258686673075,3.4777282420528417,True,,,,,,,,,0.83435551620825,0.6668681227608976,0.83435551620825,0.06503258712835124,matching_p0,,False,,False,0,0,0.0006214460008777678,,deterministic_soft_proximal,,0,,deployable_external_eog_operator,matching_p0,False,deployable_or_support_derived_geometry,0.3876868996152973,252.7676730483923,202.02743356508174,168.5627036204217,parallel_error_denominators_v2_side_by_side,development,0.0,,0.18626353061553377,15.021513752012575,0.9653058971626359,0.2580804243430966,False,True,False,False,0.521993787644835,,False,,,,,deterministic_soft_proximal,sim31,success,,0.521993787644835,0,,,,,,
,14.781986557891742,0.32285036042652254,0.41476363473350397,included,paired_supervised_clean_target_stronger_differently_supervised_exploratory,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.9890301317510368,False,0.006757174004924437,9.818055439191864,True,,matching_p0,,,,,,,0.4039359056727215,0.32285036042652254,0.4039359056727215,0.0067571742149995125,matching_p0,,False,,False,1,1,0.05828500501229428,,task_matched_multichannel_deterministic_UNet,,2,2,deployable_external_eog_operator,matching_p0,False,deployable_or_support_derived_geometry,0.3876868996152973,252.7676730483923,202.02743356508174,81.60613434784686,parallel_error_denominators_v2_side_by_side,development,265.06640625,,0.18626353061553377,15.021513752012575,0.9653058971626359,0.11407487326150308,False,True,False,False,0.2515642797338921,,False,,,,,task_matched_multichannel_deterministic_UNet,sim31,success,,0.2515642797338921,1,4557587,,6000,,6000,946.5513398670591
5,6.666091163553384,1.08701732548381,-0.27872448009071915,included,paired_supervised_epsilon_prediction_operator_conditioned_diffusion,operator_conditioned_diffusion,6000,query_derived_oracle_projector,68,4563667,valid_time_masked_epsilon_MSE,835.6562490770593,154,False,0.6362345905636256,False,1.4468884262906399,-5.177013779201908,False,6000,,68,6000,4557587,paired_task_loss,833.7473276946694,154,1.3600273738928461,1.08701732548381,1.3600273738928461,1.4468884260365387,query_derived_oracle_projector,,False,6000,False,100,100,21.976848404010525,6000,task_matched_multichannel_operator_conditioned_diffusion_DDIM100,4563667,1000,1000,nondeployable_query_clean_mechanism_upper_bound,query_derived_oracle_projector,False,nondeployable_query_clean_oracle_geometry,0.3876868996152973,252.7676730483923,202.02743356508174,274.76283992582955,parallel_error_denominators_v2_side_by_side,development,404.64306640625,,0.0,0.0,1.0,0.29554579269861325,True,False,True,False,1.4138470677462276,True,False,False,,,,task_matched_multichannel_operator_conditioned_diffusion_DDIM100,sim31,success,,1.4138470677462276,500,,False,,6000,,835.6562490770593
5,0.7367619485741927,0.9573366186099577,0.8230436641604759,included,clean_prior_sampling,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.885797491327166,False,0.24929482255433577,0.09129662584066839,False,,,,,,,,,1.197776683789342,0.9573366186099577,1.197776683789342,0.24929482256342816,query_derived_oracle_projector,0,False,,False,100,100,56.4278955119953,,M1_observation_warm_start_sdedit,,1000,,nondeployable_query_clean_mechanism_upper_bound,query_derived_oracle_projector,False,nondeployable_query_clean_oracle_geometry,0.3876868996152973,252.7676730483923,202.02743356508174,241.98374941005522,parallel_error_denominators_v2_side_by_side,development,1541.650390625,500,0.0,0.0,1.0,0.4883392320121256,True,False,True,False,0.7708802429956552,,False,False,4435667,3000,training_history_steps_captured_amp_skips_not_audited,M1_observation_warm_start_sdedit,sim31,success,5,0.7708802429956552,500,,,,,,
5,2.872364403003017,1.3204540216905298,0.029630347066648466,included,clean_prior_sampling,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.828037610652339,False,1.3329884191329124e-07,-2.414465672786469,False,,,,,,,,,1.6520929090681413,1.3204540216905298,1.6520929090681413,1.4307680900121867e-07,query_derived_oracle_projector,0,False,,False,100,100,56.497268040053314,,M2_final_hard_q_consistency,,1000,,nondeployable_query_clean_mechanism_upper_bound,query_derived_oracle_projector,False,nondeployable_query_clean_oracle_geometry,0.3876868996152973,252.7676730483923,202.02743356508174,333.76809043010655,parallel_error_denominators_v2_side_by_side,development,1541.650390625,500,0.0,0.0,1.0,0.34035165442430637,True,False,True,False,1.028667526797204,,False,False,4435667,3000,training_history_steps_captured_amp_skips_not_audited,M2_final_hard_q_consistency,sim31,success,5,1.028667526797204,500,,,,,,
5,-9.781827513408606,5.024636088207315,-2.2559672131764663,included,clean_prior_sampling,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.771480219291688,False,0.01645689263758824,-14.022139269103528,False,,,,,,,,,6.286599545016726,5.024636088207315,6.286599545016726,0.016456892436633865,query_derived_oracle_projector,0,False,,False,100,100,56.68994191297679,,M4_per_step_quadratic_proximal_q_consistency,,1000,,nondeployable_query_clean_mechanism_upper_bound,query_derived_oracle_projector,False,nondeployable_query_clean_oracle_geometry,0.3876868996152973,252.7676730483923,202.02743356508174,1270.0655719311396,parallel_error_denominators_v2_side_by_side,development,1541.650390625,500,0.0,0.0,1.0,18.695766512274183,True,False,True,False,3.9143414793798352,,False,False,4435667,3000,training_history_steps_captured_amp_skips_not_audited,M4_per_step_quadratic_proximal_q_consistency,sim31,success,5,3.9143414793798352,500,,,,,,
,9.644395657703226,0.7992613577860633,0.2448684514391729,included,no_learned_training,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.9280943165312143,False,5.935722990491482e-16,1.9462236706902847,False,,,,,,,,,1.0000000000000002,0.7992613577860633,1.0000000000000002,5.192990591111109e-08,query_derived_oracle_projector,,False,,False,0,0,0.00042384499101899564,,deterministic_Qy,,0,,nondeployable_query_clean_mechanism_upper_bound,query_derived_oracle_projector,False,nondeployable_query_clean_oracle_Qy,0.3876868996152973,252.7676730483923,202.02743356508174,202.02743356508176,parallel_error_denominators_v2_side_by_side,development,0.0,,0.0,0.0,1.0,0.4462465196851289,True,False,True,False,0.6226450831856772,,False,,,,,deterministic_Qy,sim31,success,,0.6226450831856772,0,,,,,,
,5.305964041065415,0.6603587744705204,0.6224342257195865,included,no_learned_training,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.9553731557558833,False,3.0464445819515635e-16,3.604400942552515,False,,,,,,,,,0.8262113112783284,0.6603587744705204,0.8262113112783284,5.1929905912249245e-08,query_derived_oracle_projector,,False,,False,0,0,0.00040150299901142716,,deterministic_soft_proximal,,0,,nondeployable_query_clean_mechanism_upper_bound,query_derived_oracle_projector,False,nondeployable_query_clean_oracle_geometry,0.3876868996152973,252.7676730483923,202.02743356508174,166.91735080000154,parallel_error_denominators_v2_side_by_side,development,0.0,,0.0,0.0,1.0,0.24900232920288043,True,False,True,False,0.5144364106398426,,False,,,,,deterministic_soft_proximal,sim31,success,,0.5144364106398426,0,,,,,,
,14.568188456238797,0.29226771043132477,0.44457161891297836,included,paired_supervised_clean_target_stronger_differently_supervised_exploratory,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.9911247364768463,False,0.006102054261456323,10.68247362142808,False,,query_derived_oracle_projector,,,,,,,0.36567226425270954,0.29226771043132477,0.36567226425270954,0.006102054299820013,query_derived_oracle_projector,,False,,False,1,1,0.05945566401351243,,task_matched_multichannel_deterministic_UNet,,2,2,nondeployable_query_clean_mechanism_upper_bound,query_derived_oracle_projector,False,nondeployable_query_clean_oracle_geometry,0.3876868996152973,252.7676730483923,202.02743356508174,73.8758290729073,parallel_error_denominators_v2_side_by_side,development,265.06640625,,0.0,0.0,1.0,0.10587681949031783,True,False,True,False,0.22773410022063004,,False,,,,,task_matched_multichannel_deterministic_UNet,sim31,success,,0.22773410022063004,1,4557587,,6000,,6000,833.7473276946694
,,,,excluded_matching_p0_ineligible,,operator_conditioned_diffusion,,,,,,,,,,False,,,True,,,,,,,,,,,,,,,,,,,,,,task_matched_multichannel_operator_conditioned_diffusion_DDIM100,,,,,population_projector,False,deployable_or_support_derived_geometry,,,,,,,,,,,,,,,False,,,,,,,,,task_matched_multichannel_operator_conditioned_diffusion_DDIM100,sim32,ineligible_common_record,,,,,,,,,
5,0.4083480862399109,0.9510890887120578,0.8145637362339765,excluded_matching_p0_ineligible,clean_prior_sampling,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.8757572204489349,False,0.2439648353515067,0.18992568187430514,True,,,,,,,,,1.247986987720614,0.9510890887120578,1.247986987720614,0.24396483525825535,population_projector,0,False,,False,100,100,61.34479969702079,,M1_observation_warm_start_sdedit,,1000,,deployable_external_eog_operator,population_projector,False,deployable_or_support_derived_geometry,0.39638704282623044,285.5945322845986,217.65118236354073,271.62584345170524,parallel_error_denominators_v2_side_by_side,development,1541.650390625,500,0.02518824843219343,1.872808869055211,0.9993655521409177,0.5128100643809168,False,True,False,False,0.8082622558488809,,False,False,4435667,3000,training_history_steps_captured_amp_skips_not_audited,M1_observation_warm_start_sdedit,sim32,success,5,0.8082622558488809,500,,,,,,
5,2.431212723627064,1.252327596319717,-0.06496029381718027,excluded_matching_p0_ineligible,clean_prior_sampling,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.8247096122724568,False,0.029820753248438303,-1.9565364158012795,True,,,,,,,,,1.6432619857797626,1.252327596319717,1.6432619857797626,0.029820753115696867,population_projector,0,False,,False,100,100,60.7772907379549,,M2_final_hard_q_consistency,,1000,,deployable_external_eog_operator,population_projector,False,deployable_or_support_derived_geometry,0.39638704282623044,285.5945322845986,217.65118236354073,357.65791413802515,parallel_error_denominators_v2_side_by_side,development,1541.650390625,500,0.02518824843219343,1.872808869055211,0.9993655521409177,0.3826024753806847,False,True,False,False,1.034845233189416,,False,False,4435667,3000,training_history_steps_captured_amp_skips_not_audited,M2_final_hard_q_consistency,sim32,success,5,1.034845233189416,500,,,,,,
5,-9.629442242698193,4.717073122573455,-2.5869257382823356,excluded_matching_p0_ineligible,clean_prior_sampling,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.7755504121487317,False,0.07263795185544991,-13.47436288610484,True,,,,,,,,,6.189584074684468,4.717073122573455,6.189584074684468,0.07263795184848112,population_projector,0,False,,False,100,100,58.850438615016174,,M4_per_step_quadratic_proximal_q_consistency,,1000,,deployable_external_eog_operator,population_projector,False,deployable_or_support_derived_geometry,0.39638704282623044,285.5945322845986,217.65118236354073,1347.1702921936167,parallel_error_denominators_v2_side_by_side,development,1541.650390625,500,0.02518824843219343,1.872808869055211,0.9993655521409177,18.424162234735427,False,True,False,False,3.8973259304164336,,False,False,4435667,3000,training_history_steps_captured_amp_skips_not_audited,M4_per_step_quadratic_proximal_q_consistency,sim32,success,5,3.8973259304164336,500,,,,,,
,6.9667733128095,0.7601980507894291,0.3115267759927547,excluded_matching_p0_ineligible,no_learned_training,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.9301057081052986,False,0.02488373458764129,2.3773514080228453,True,,,,,,,,,0.9975062133879723,0.7601980507894291,0.9975062133879723,0.02488373448129476,population_projector,,False,,False,0,0,0.0004717850242741406,,hard_Q_population_projector_y,,0,,deployable_external_eog_operator,population_projector,False,deployable_or_support_derived_geometry,0.39638704282623044,285.5945322845986,217.65118236354073,217.10840675887053,parallel_error_denominators_v2_side_by_side,development,0.0,,0.02518824843219343,1.872808869055211,0.9993655521409177,0.4641333485905783,False,True,False,False,0.6283201857602966,,False,,,,,deterministic_Qy,sim32,success,,0.6283201857602966,0,,,,,,
,4.92278041342341,0.6449551927353927,0.6557633879963773,excluded_matching_p0_ineligible,no_learned_training,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.9487929584244651,False,0.012441867293820645,3.8079799472436324,True,,,,,,,,,0.8462884263414077,0.6449551927353927,0.8462884263414077,0.012441867192790708,population_projector,,False,,False,0,0,0.0004077850026078522,,deterministic_soft_proximal,,0,,deployable_external_eog_operator,population_projector,False,deployable_or_support_derived_geometry,0.39638704282623044,285.5945322845986,217.65118236354073,184.1956766137876,parallel_error_denominators_v2_side_by_side,development,0.0,,0.02518824843219343,1.872808869055211,0.9993655521409177,0.25453898019637694,False,True,False,False,0.5329047427095183,,False,,,,,deterministic_soft_proximal,sim32,success,,0.5329047427095183,0,,,,,,
,14.95159143597401,0.2630685377662098,0.6364597431067045,excluded_matching_p0_ineligible,paired_supervised_clean_target_stronger_differently_supervised_exploratory,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.9917900876365794,False,0.0064398627530837214,11.596320627377278,True,,population_projector,,,,,,,0.3451896524809291,0.2630685377662098,0.3451896524809291,0.0064398629109025714,population_projector,,False,,False,1,1,0.8359840679913759,,task_matched_multichannel_deterministic_UNet,,2,2,deployable_external_eog_operator,population_projector,False,deployable_or_support_derived_geometry,0.39638704282623044,285.5945322845986,217.65118236354073,75.13093600213395,parallel_error_denominators_v2_side_by_side,development,256.94140625,,0.02518824843219343,1.872808869055211,0.9993655521409177,0.14059279265749489,False,True,False,False,0.21738649051541772,,False,,,,,task_matched_multichannel_deterministic_UNet,sim32,success,,0.21738649051541772,1,4557587,,6000,,6000,881.0162402186543
,,,,excluded_matching_p0_ineligible,,operator_conditioned_diffusion,,,,,,,,,,False,,,True,,,,,,,,,,,,,,,,,,,,,,task_matched_multichannel_operator_conditioned_diffusion_DDIM100,,,,,matching_p0,False,deployable_or_support_derived_geometry,,,,,,,,,,,,,,,False,,,,,,,,,task_matched_multichannel_operator_conditioned_diffusion_DDIM100,sim32,ineligible_common_record,,,,,,,,,
5,0.4083480415442909,0.9510890931156113,0.8145637361491685,excluded_matching_p0_ineligible,clean_prior_sampling,frozen_deterministic_or_current_cgdr_arm,,,,,,,,False,0.8757572209930271,False,0.24396483393659635,0.18992564664041267,True,,,,,,,,,1.2479869934988084,0.9510890931156113,1.2479869934988084,0.2439648338433448,population_projector,0,True,,False,100,100,59.20536766201258,,M1_observation_warm_start_sdedit,,1000,,deployable_external_eog_operator,matching_p0,False,deployable_or_support_derived_geometry,0.39638704282623044,285.5945322845986,217.65118236354073,271.62584470933604,parallel_error_denominators_v2_side_by_side,development,1541.650390625,500,0.02518824843219343,1.872808869055211,0.9993655521409177,0.512810066911579,False,True,False,False,0.8082622591275578,,False,False,4435667,3000,training_history_steps_captured_amp_skips_not_audited,M1_observation_warm_start_sdedit,sim32,success,5,0.8082622591275578,500,,,,,,
