comparison_role,conditional_actual_optimizer_updates,conditional_latency_seconds,conditional_minus_M1_observation_warm_start_sdedit_artifact_attenuation,conditional_minus_M1_observation_warm_start_sdedit_clean_interval_preservation,conditional_minus_M1_observation_warm_start_sdedit_correlation,conditional_minus_M1_observation_warm_start_sdedit_e_parallel,conditional_minus_M1_observation_warm_start_sdedit_e_perp,conditional_minus_M1_observation_warm_start_sdedit_psd_distortion,conditional_minus_M1_observation_warm_start_sdedit_rrmse,conditional_minus_M2_final_hard_q_consistency_artifact_attenuation,conditional_minus_M2_final_hard_q_consistency_clean_interval_preservation,conditional_minus_M2_final_hard_q_consistency_correlation,conditional_minus_M2_final_hard_q_consistency_e_parallel,conditional_minus_M2_final_hard_q_consistency_e_perp,conditional_minus_M2_final_hard_q_consistency_psd_distortion,conditional_minus_M2_final_hard_q_consistency_rrmse,conditional_minus_M4_per_step_quadratic_proximal_q_consistency_artifact_attenuation,conditional_minus_M4_per_step_quadratic_proximal_q_consistency_clean_interval_preservation,conditional_minus_M4_per_step_quadratic_proximal_q_consistency_correlation,conditional_minus_M4_per_step_quadratic_proximal_q_consistency_e_parallel,conditional_minus_M4_per_step_quadratic_proximal_q_consistency_e_perp,conditional_minus_M4_per_step_quadratic_proximal_q_consistency_psd_distortion,conditional_minus_M4_per_step_quadratic_proximal_q_consistency_rrmse,conditional_minus_deterministic_Qy_artifact_attenuation,conditional_minus_deterministic_Qy_clean_interval_preservation,conditional_minus_deterministic_Qy_correlation,conditional_minus_deterministic_Qy_e_parallel,conditional_minus_deterministic_Qy_e_perp,conditional_minus_deterministic_Qy_psd_distortion,conditional_minus_deterministic_Qy_rrmse,conditional_minus_deterministic_soft_proximal_artifact_attenuation,conditional_minus_deterministic_soft_proximal_clean_interval_preservation,conditional_minus_deterministic_soft_proximal_correlation,conditional_minus_deterministic_soft_proximal_e_parallel,conditional_minus_deterministic_soft_proximal_e_perp,conditional_minus_deterministic_soft_proximal_psd_distortion,conditional_minus_deterministic_soft_proximal_rrmse,conditional_minus_task_matched_multichannel_deterministic_UNet_artifact_attenuation,conditional_minus_task_matched_multichannel_deterministic_UNet_clean_interval_preservation,conditional_minus_task_matched_multichannel_deterministic_UNet_correlation,conditional_minus_task_matched_multichannel_deterministic_UNet_e_parallel,conditional_minus_task_matched_multichannel_deterministic_UNet_e_perp,conditional_minus_task_matched_multichannel_deterministic_UNet_psd_distortion,conditional_minus_task_matched_multichannel_deterministic_UNet_rrmse,conditional_parameters,conditional_status,conditional_training_walltime_seconds,confirmatory,deterministic_Qy_is_nondeployable_oracle,deterministic_actual_training_updates,deterministic_fixed_checkpoint_updates,deterministic_latency_seconds,deterministic_parameters,deterministic_training_walltime_seconds,fixed_optimizer_updates_each,formal_G3_evidence,operator_source,operator_specificity_interpretation_allowed,pair_status,query_oracle_geometry,reference_method_family,reference_method_id,reference_status,same_paired_supervision_exposure,source_record,source_reference_method_id,training_objectives_equal
exploratory_exact_record_scope_window_pair,6000,21.966748398990603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,3.1280832530437843,-0.7957515961320415,-0.2946780815958009,0.07205680992831298,1.3793965812952367,0.11829213204155481,0.7413478962702075,,,,,,,,4563667,success,691.4832467429806,False,False,,,0.0006214460008777678,,,N/A,False,matching_p0,False,success_paired,False,nonlearned_algebraic,deterministic_soft_proximal,success,False,sim31,deterministic_soft_proximal,N/A
exploratory_exact_record_scope_window_pair,6000,21.966748398990603,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-6.480566666601998,-0.5902063613685609,-0.33687978323599643,0.5024764204638414,1.4376719942085885,0.26229768312314833,1.0117774041811503,4563667,success,691.4832467429806,False,False,6000,6000,0.05828500501229428,4557587,946.5513398670591,6000,False,matching_p0,False,success_paired,False,task_matched_deterministic,task_matched_multichannel_deterministic_UNet,success,True,sim31,task_matched_multichannel_deterministic_UNet,False
exploratory_exact_record_scope_window_pair,6000,21.976848404010525,5.929329214979191,-1.101768144251195,-0.24956290076354037,0.16225069010350412,1.1975936034731105,-0.19279343931351234,0.6429668247505724,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563667,success,835.6562490770593,False,False,,,56.4278955119953,,,N/A,False,query_derived_oracle_projector,False,success_paired,True,current_cgdr_diffusion,M1_observation_warm_start_sdedit,success,False,sim31,M1_observation_warm_start_sdedit,N/A
exploratory_exact_record_scope_window_pair,6000,21.976848404010525,,,,,,,,3.793726760550367,-0.3083548271573676,-0.19180302008871342,-0.2920655351752952,1.4468882829597296,-0.04480586172569312,0.3851795409490235,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563667,success,835.6562490770593,False,False,,,56.497268040053314,,,N/A,False,query_derived_oracle_projector,False,success_paired,True,current_cgdr_diffusion,M2_final_hard_q_consistency,success,False,sim31,M2_final_hard_q_consistency,N/A
exploratory_exact_record_scope_window_pair,6000,21.976848404010525,,,,,,,,,,,,,,,16.44791867696199,1.9772427330857472,-0.13524562872806234,-4.92657217112388,1.4304315335999047,-18.400220719575568,-2.500494411633608,,,,,,,,,,,,,,,,,,,,,,4563667,success,835.6562490770593,False,False,,,56.68994191297679,,,N/A,False,query_derived_oracle_projector,False,success_paired,True,current_cgdr_diffusion,M4_per_step_quadratic_proximal_q_consistency,success,False,sim31,M4_per_step_quadratic_proximal_q_consistency,N/A
exploratory_exact_record_scope_window_pair,6000,21.976848404010525,,,,,,,,,,,,,,,,,,,,,,-2.9783044941498424,-0.5235929315298921,-0.2918597259675887,0.3600273738928459,1.4468883741066327,-0.15070072698651565,0.7912019845605504,,,,,,,,,,,,,,,4563667,success,835.6562490770593,False,True,,,0.00042384499101899564,,,N/A,False,query_derived_oracle_projector,False,success_paired,True,nonlearned_algebraic,deterministic_Qy,success,False,sim31,deterministic_Qy,N/A
exploratory_exact_record_scope_window_pair,6000,21.976848404010525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.3601271224879685,-0.9011587058103057,-0.3191385651922577,0.5338160626145178,1.4468883741066327,0.04654346349573282,0.899410657106385,,,,,,,,4563667,success,835.6562490770593,False,False,,,0.00040150299901142716,,,N/A,False,query_derived_oracle_projector,False,success_paired,True,nonlearned_algebraic,deterministic_soft_proximal,success,False,sim31,deterministic_soft_proximal,N/A
exploratory_exact_record_scope_window_pair,6000,21.976848404010525,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-7.902097292685413,-0.7232960990036975,-0.35489014591322066,0.9943551096401366,1.4407863717367186,0.18966897320829543,1.1861129675255975,4563667,success,835.6562490770593,False,False,6000,6000,0.05945566401351243,4557587,833.7473276946694,6000,False,query_derived_oracle_projector,False,success_paired,True,task_matched_deterministic,task_matched_multichannel_deterministic_UNet,success,True,sim31,task_matched_multichannel_deterministic_UNet,False
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,61.34479969702079,,,N/A,False,population_projector,False,conditional=ineligible_common_record;reference=success,False,current_cgdr_diffusion,M1_observation_warm_start_sdedit,success,False,sim32,M1_observation_warm_start_sdedit,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,60.7772907379549,,,N/A,False,population_projector,False,conditional=ineligible_common_record;reference=success,False,current_cgdr_diffusion,M2_final_hard_q_consistency,success,False,sim32,M2_final_hard_q_consistency,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,58.850438615016174,,,N/A,False,population_projector,False,conditional=ineligible_common_record;reference=success,False,current_cgdr_diffusion,M4_per_step_quadratic_proximal_q_consistency,success,False,sim32,M4_per_step_quadratic_proximal_q_consistency,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,0.0004717850242741406,,,N/A,False,population_projector,False,conditional=ineligible_common_record;reference=success,False,nonlearned_algebraic,hard_Q_population_projector_y,success,False,sim32,deterministic_Qy,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,0.0004077850026078522,,,N/A,False,population_projector,False,conditional=ineligible_common_record;reference=success,False,nonlearned_algebraic,deterministic_soft_proximal,success,False,sim32,deterministic_soft_proximal,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,0.8359840679913759,4557587,,6000,False,population_projector,False,conditional=ineligible_common_record;reference=success,False,task_matched_deterministic,task_matched_multichannel_deterministic_UNet,success,True,sim32,task_matched_multichannel_deterministic_UNet,False
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,59.20536766201258,,,N/A,False,matching_p0,False,conditional=ineligible_common_record;reference=success,False,current_cgdr_diffusion,M1_observation_warm_start_sdedit,success,False,sim32,M1_observation_warm_start_sdedit,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,58.7954957629554,,,N/A,False,matching_p0,False,conditional=ineligible_common_record;reference=success,False,current_cgdr_diffusion,M2_final_hard_q_consistency,success,False,sim32,M2_final_hard_q_consistency,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,60.34160347501165,,,N/A,False,matching_p0,False,conditional=ineligible_common_record;reference=success,False,current_cgdr_diffusion,M4_per_step_quadratic_proximal_q_consistency,success,False,sim32,M4_per_step_quadratic_proximal_q_consistency,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,0.0006772000051569194,,,N/A,False,matching_p0,False,conditional=ineligible_common_record;reference=success,False,nonlearned_algebraic,hard_Q_matching_p0_y,success,False,sim32,deterministic_Qy,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,0.00048666298971511424,,,N/A,False,matching_p0,False,conditional=ineligible_common_record;reference=success,False,nonlearned_algebraic,deterministic_soft_proximal,success,False,sim32,deterministic_soft_proximal,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,0.04908183999941684,4557587,,6000,False,matching_p0,False,conditional=ineligible_common_record;reference=success,False,task_matched_deterministic,task_matched_multichannel_deterministic_UNet,success,True,sim32,task_matched_multichannel_deterministic_UNet,False
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,59.78176533995429,,,N/A,False,query_derived_oracle_projector,False,conditional=ineligible_common_record;reference=success,True,current_cgdr_diffusion,M1_observation_warm_start_sdedit,success,False,sim32,M1_observation_warm_start_sdedit,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,60.22547776403371,,,N/A,False,query_derived_oracle_projector,False,conditional=ineligible_common_record;reference=success,True,current_cgdr_diffusion,M2_final_hard_q_consistency,success,False,sim32,M2_final_hard_q_consistency,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,59.927018265007064,,,N/A,False,query_derived_oracle_projector,False,conditional=ineligible_common_record;reference=success,True,current_cgdr_diffusion,M4_per_step_quadratic_proximal_q_consistency,success,False,sim32,M4_per_step_quadratic_proximal_q_consistency,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,True,,,0.0005141549918334931,,,N/A,False,query_derived_oracle_projector,False,conditional=ineligible_common_record;reference=success,True,nonlearned_algebraic,deterministic_Qy,success,False,sim32,deterministic_Qy,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,0.00028918200405314565,,,N/A,False,query_derived_oracle_projector,False,conditional=ineligible_common_record;reference=success,True,nonlearned_algebraic,deterministic_soft_proximal,success,False,sim32,deterministic_soft_proximal,N/A
exploratory_exact_record_scope_window_pair,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,ineligible_common_record,,False,False,,,0.06465486902743578,4557587,,6000,False,query_derived_oracle_projector,False,conditional=ineligible_common_record;reference=success,True,task_matched_deterministic,task_matched_multichannel_deterministic_UNet,success,True,sim32,task_matched_multichannel_deterministic_UNet,False
exploratory_exact_record_scope_window_pair,6000,26.701124544255435,4.855463772591449,-1.2859772957233142,-0.33746605372318106,0.12214318832839055,1.6316739288793902,-0.12382578579293191,0.8708249372766507,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563667,success,686.1026103699987,False,False,,,58.32919531001244,,,N/A,False,population_projector,False,success_paired,False,current_cgdr_diffusion,M1_observation_warm_start_sdedit,success,False,sim33,M1_observation_warm_start_sdedit,N/A
exploratory_exact_record_scope_window_pair,6000,26.701124544255435,,,,,,,,0.6490373712048418,-0.41161277012518505,-0.2516438967999375,-0.5750844216356912,1.9434216703010034,0.11928943586240737,0.44054712498944104,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563667,success,686.1026103699987,False,False,,,58.15310439100722,,,N/A,False,population_projector,False,success_paired,False,current_cgdr_diffusion,M2_final_hard_q_consistency,success,False,sim33,M2_final_hard_q_consistency,N/A
exploratory_exact_record_scope_window_pair,6000,26.701124544255435,,,,,,,,,,,,,,,6.954434307464776,0.6723298762277075,-0.3038518441342265,-2.5465504480732775,1.9222766978604935,-3.079458154850974,-0.8905752998362082,,,,,,,,,,,,,,,,,,,,,,4563667,success,686.1026103699987,False,False,,,57.8151281280152,,,N/A,False,population_projector,False,success_paired,False,current_cgdr_diffusion,M4_per_step_quadratic_proximal_q_consistency,success,False,sim33,M4_per_step_quadratic_proximal_q_consistency,N/A
exploratory_exact_record_scope_window_pair,6000,26.701124544255435,,,,,,,,,,,,,,,,,,,,,,-7.0948025911420105,-0.7370257816595355,-0.39942924587010176,0.29453353410598715,1.9511160641562144,0.02824574505857186,1.0276332192562032,,,,,,,,,,,,,,,4563667,success,686.1026103699987,False,False,,,0.0004667459870688617,,,N/A,False,population_projector,False,success_paired,False,nonlearned_algebraic,hard_Q_population_projector_y,success,False,sim33,deterministic_Qy,N/A
exploratory_exact_record_scope_window_pair,6000,26.701124544255435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.8926873747617847,-1.1267336700319375,-0.4396565292638055,0.5295778622970346,1.9655295627157792,0.32360396880068015,1.1865524626292792,,,,,,,,4563667,success,686.1026103699987,False,False,,,0.002005682996241376,,,N/A,False,population_projector,False,success_paired,False,nonlearned_algebraic,deterministic_soft_proximal,success,False,sim33,deterministic_soft_proximal,N/A
exploratory_exact_record_scope_window_pair,6000,26.701124544255435,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-11.58790255391584,-1.008879194265826,-0.46543500710121466,0.7510446880280816,1.9727160243680295,0.27165703764634397,1.3361496393101513,4563667,success,686.1026103699987,False,False,6000,6000,0.849939728010213,4557587,881.0162402186543,6000,False,population_projector,False,success_paired,False,task_matched_deterministic,task_matched_multichannel_deterministic_UNet,success,True,sim33,task_matched_multichannel_deterministic_UNet,False
exploratory_exact_record_scope_window_pair,6000,26.004952611401677,4.9158646905857974,-1.3116126567369935,-0.32329533001431987,0.06409195094918352,1.7242492498784237,-0.061429386439474376,0.9107264682442304,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563667,success,691.4832467429806,False,False,,,58.03008986194618,,,N/A,False,matching_p0,False,success_paired,False,current_cgdr_diffusion,M1_observation_warm_start_sdedit,success,False,sim33,M1_observation_warm_start_sdedit,N/A
exploratory_exact_record_scope_window_pair,6000,26.004952611401677,,,,,,,,0.35184280898615583,-0.4450243791170505,-0.20869821188115611,-0.5957877947850665,1.65733827559281,0.21388074687439385,0.4685419889154392,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563667,success,691.4832467429806,False,False,,,57.80987207600265,,,N/A,False,matching_p0,False,success_paired,False,current_cgdr_diffusion,M2_final_hard_q_consistency,success,False,sim33,M2_final_hard_q_consistency,N/A
exploratory_exact_record_scope_window_pair,6000,26.004952611401677,,,,,,,,,,,,,,,4.9399588194045485,0.7633352708005636,-0.26578083658889906,-2.75970430551541,1.416150805572292,-3.5730684988261747,-0.9981780114366987,,,,,,,,,,,,,,,,,,,,,,4563667,success,691.4832467429806,False,False,,,57.95877626599395,,,N/A,False,matching_p0,False,success_paired,False,current_cgdr_diffusion,M4_per_step_quadratic_proximal_q_consistency,success,False,sim33,M4_per_step_quadratic_proximal_q_consistency,N/A
exploratory_exact_record_scope_window_pair,6000,26.004952611401677,,,,,,,,,,,,,,,,,,,,,,-6.827749709538453,-0.765031757428043,-0.34071380938879003,0.24188624971322537,1.779182151655691,0.10776267661571465,1.0374128225472337,,,,,,,,,,,,,,,4563667,success,691.4832467429806,False,False,,,0.0005510839982889593,,,N/A,False,matching_p0,False,success_paired,False,nonlearned_algebraic,hard_Q_matching_p0_y,success,False,sim33,deterministic_Qy,N/A
exploratory_exact_record_scope_window_pair,6000,26.004952611401677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-0.435812555906395,-1.1535543372072583,-0.4165195835250275,0.45132447152298394,1.925850270741444,0.3742080464979043,1.2019524430321549,,,,,,,,4563667,success,691.4832467429806,False,False,,,0.0005231510149315,,,N/A,False,matching_p0,False,success_paired,False,nonlearned_algebraic,deterministic_soft_proximal,success,False,sim33,deterministic_soft_proximal,N/A
exploratory_exact_record_scope_window_pair,6000,26.004952611401677,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,-10.401188243456449,-1.1436722895614526,-0.4580790818621068,0.7826746701866256,2.0646015211422823,0.4925396979735541,1.436583535174092,4563667,success,691.4832467429806,False,False,6000,6000,0.06392734099063091,4557587,946.5513398670591,6000,False,matching_p0,False,success_paired,False,task_matched_deterministic,task_matched_multichannel_deterministic_UNet,success,True,sim33,task_matched_multichannel_deterministic_UNet,False
exploratory_exact_record_scope_window_pair,6000,26.084990640170872,11.960721893054023,-1.321361054990103,-0.3523673487959818,0.16214185195176922,1.6145051930970296,-0.07140739861981804,0.8740510557391239,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563667,success,835.6562490770593,False,False,,,57.062157973996364,,,N/A,False,query_derived_oracle_projector,False,success_paired,True,current_cgdr_diffusion,M1_observation_warm_start_sdedit,success,False,sim33,M1_observation_warm_start_sdedit,N/A
exploratory_exact_record_scope_window_pair,6000,26.084990640170872,,,,,,,,7.740199399484617,-0.4492474941406708,-0.2597139516359798,-0.5315095242013443,1.9627741503576333,0.1664136794087004,0.4464757339397514,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4563667,success,835.6562490770593,False,False,,,56.77466281098896,,,N/A,False,query_derived_oracle_projector,False,success_paired,True,current_cgdr_diffusion,M2_final_hard_q_consistency,success,False,sim33,M2_final_hard_q_consistency,N/A
