subject,protocol,k,method,panel,band,error,utility,distortion
5,same_03,8,DIFF-WRONG,paired,theta,0.16662617027759552,0.0249272882938385,
5,same_03,8,DIFF-WRONG,paired,alpha,0.08760941028594971,0.03996680676937103,
5,same_03,8,DIFF-WRONG,paired,beta,0.07768905162811279,0.06391240656375885,
5,same_03,8,DIFF-WRONG,paired,low_gamma,0.09412019699811935,0.08420401066541672,
5,same_03,8,DIFF-WRONG,paired,high_frequency_secondary,0.1892232745885849,0.10831914842128754,
5,same_03,8,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.4913756549358368,-0.1363539695739746,
5,same_03,8,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.26534757018089294,-0.07379411160945892,
5,same_03,8,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.1831502765417099,-0.05557405948638916,
5,same_03,8,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.19354821741580963,-0.05194675922393799,
5,same_03,8,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.23436151444911957,-0.056037306785583496,
5,same_03,8,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,0.36957383155822754,-0.0720314085483551,
5,same_03,8,RAW,natural,delta,,,0.0
5,same_03,8,RAW,natural,theta,,,0.0
5,same_03,8,RAW,natural,alpha,,,0.0
5,same_03,8,RAW,natural,beta,,,0.0
5,same_03,8,RAW,natural,low_gamma,,,0.0
5,same_03,8,RAW,natural,high_frequency_secondary,,,0.0
5,same_03,8,LINEAR-POP,natural,delta,,,0.12354671777683232
5,same_03,8,LINEAR-POP,natural,theta,,,0.1191552654035542
5,same_03,8,LINEAR-POP,natural,alpha,,,0.11279085099368845
5,same_03,8,LINEAR-POP,natural,beta,,,0.05161146433462734
5,same_03,8,LINEAR-POP,natural,low_gamma,,,0.07449126731405992
5,same_03,8,LINEAR-POP,natural,high_frequency_secondary,,,0.1588886267062709
5,same_03,8,DET-POP,natural,delta,,,0.15141666067097967
5,same_03,8,DET-POP,natural,theta,,,0.13890107583497688
5,same_03,8,DET-POP,natural,alpha,,,0.12274101355168053
5,same_03,8,DET-POP,natural,beta,,,0.05476601261338702
5,same_03,8,DET-POP,natural,low_gamma,,,0.06775446589152291
5,same_03,8,DET-POP,natural,high_frequency_secondary,,,0.06731495737042857
5,same_03,8,DIFF-POP,natural,delta,,,0.1577098898778146
5,same_03,8,DIFF-POP,natural,theta,,,0.13989167393113944
5,same_03,8,DIFF-POP,natural,alpha,,,0.1242215962957657
5,same_03,8,DIFF-POP,natural,beta,,,0.054383786367069045
5,same_03,8,DIFF-POP,natural,low_gamma,,,0.06926812265257835
5,same_03,8,DIFF-POP,natural,high_frequency_secondary,,,0.07846042594232672
5,same_03,8,LINEAR-MATCH,natural,delta,,,0.08923549490395948
5,same_03,8,LINEAR-MATCH,natural,theta,,,0.08264187064679053
5,same_03,8,LINEAR-MATCH,natural,alpha,,,0.07663357380100949
5,same_03,8,LINEAR-MATCH,natural,beta,,,0.03936174741339301
5,same_03,8,LINEAR-MATCH,natural,low_gamma,,,0.045840990105410845
5,same_03,8,LINEAR-MATCH,natural,high_frequency_secondary,,,0.06774698883599305
5,same_03,8,DET-MATCH,natural,delta,,,0.11511652837898145
5,same_03,8,DET-MATCH,natural,theta,,,0.10107905142996183
5,same_03,8,DET-MATCH,natural,alpha,,,0.0846873353140532
5,same_03,8,DET-MATCH,natural,beta,,,0.04332267015705814
5,same_03,8,DET-MATCH,natural,low_gamma,,,0.048067485453917556
5,same_03,8,DET-MATCH,natural,high_frequency_secondary,,,0.04582028573441703
5,same_03,8,DIFF-MATCH,natural,delta,,,0.12306129423000861
5,same_03,8,DIFF-MATCH,natural,theta,,,0.10439942443005788
5,same_03,8,DIFF-MATCH,natural,alpha,,,0.0869771161826966
5,same_03,8,DIFF-MATCH,natural,beta,,,0.0430475613186739
5,same_03,8,DIFF-MATCH,natural,low_gamma,,,0.04978224733130384
5,same_03,8,DIFF-MATCH,natural,high_frequency_secondary,,,0.04409101209139024
5,same_03,8,LINEAR-WRONG,natural,delta,,,0.13971514829980342
5,same_03,8,LINEAR-WRONG,natural,theta,,,0.12196739371924435
5,same_03,8,LINEAR-WRONG,natural,alpha,,,0.11017962875740872
5,same_03,8,LINEAR-WRONG,natural,beta,,,0.057184764188780574
5,same_03,8,LINEAR-WRONG,natural,low_gamma,,,0.07169494843735427
5,same_03,8,LINEAR-WRONG,natural,high_frequency_secondary,,,0.13982447751141402
5,same_03,8,DET-WRONG,natural,delta,,,0.15939312657037996
5,same_03,8,DET-WRONG,natural,theta,,,0.1402131850783782
5,same_03,8,DET-WRONG,natural,alpha,,,0.11903266054225606
5,same_03,8,DET-WRONG,natural,beta,,,0.06105573434009756
5,same_03,8,DET-WRONG,natural,low_gamma,,,0.06839319989388787
5,same_03,8,DET-WRONG,natural,high_frequency_secondary,,,0.0539478321251358
5,same_03,8,DIFF-WRONG,natural,delta,,,0.16288496776200498
5,same_03,8,DIFF-WRONG,natural,theta,,,0.14103443398145868
5,same_03,8,DIFF-WRONG,natural,alpha,,,0.12036042776657412
5,same_03,8,DIFF-WRONG,natural,beta,,,0.060141096513017876
5,same_03,8,DIFF-WRONG,natural,low_gamma,,,0.07020784179549627
5,same_03,8,DIFF-WRONG,natural,high_frequency_secondary,,,0.06812972311196457
5,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.0882672062681054
5,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.057402329999707784
5,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.04929479955578233
5,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.03619087331979428
5,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.048691192483515264
5,same_03,8,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.04329625092390933
5,same_01,32,RAW,paired,delta,0.2166709154844284,0.0,
5,same_01,32,RAW,paired,theta,0.14101219177246094,0.0,
5,same_01,32,RAW,paired,alpha,0.1108887568116188,0.0,
5,same_01,32,RAW,paired,beta,0.1738530993461609,0.0,
5,same_01,32,RAW,paired,low_gamma,0.2643192708492279,0.0,
5,same_01,32,RAW,paired,high_frequency_secondary,0.39083242416381836,0.0,
5,same_01,32,LINEAR-POP,paired,delta,0.02789943665266037,0.18877147883176804,
5,same_01,32,LINEAR-POP,paired,theta,0.02069111540913582,0.12032107636332512,
5,same_01,32,LINEAR-POP,paired,alpha,0.013370627537369728,0.09751812927424908,
5,same_01,32,LINEAR-POP,paired,beta,0.015285998582839966,0.15856710076332092,
5,same_01,32,LINEAR-POP,paired,low_gamma,0.018027298152446747,0.24629197269678116,
5,same_01,32,LINEAR-POP,paired,high_frequency_secondary,0.028000682592391968,0.3628317415714264,
5,same_01,32,DET-POP,paired,delta,0.08528779447078705,0.13138312101364136,
5,same_01,32,DET-POP,paired,theta,0.056170426309108734,0.0848417654633522,
5,same_01,32,DET-POP,paired,alpha,0.03305095061659813,0.07783780619502068,
5,same_01,32,DET-POP,paired,beta,0.03416357934474945,0.13968952000141144,
5,same_01,32,DET-POP,paired,low_gamma,0.04589960724115372,0.2184196636080742,
5,same_01,32,DET-POP,paired,high_frequency_secondary,0.08672944456338882,0.30410297960042953,
5,same_01,32,DIFF-POP,paired,delta,0.08531651645898819,0.13135439902544022,
5,same_01,32,DIFF-POP,paired,theta,0.05597551912069321,0.08503667265176773,
5,same_01,32,DIFF-POP,paired,alpha,0.033518191426992416,0.07737056538462639,
5,same_01,32,DIFF-POP,paired,beta,0.03542641922831535,0.13842668011784554,
5,same_01,32,DIFF-POP,paired,low_gamma,0.05100668966770172,0.21331258118152618,
5,same_01,32,DIFF-POP,paired,high_frequency_secondary,0.0992325022816658,0.29159992188215256,
5,same_01,32,LINEAR-MATCH,paired,delta,0.039592258632183075,0.17707865685224533,
5,same_01,32,LINEAR-MATCH,paired,theta,0.02875669114291668,0.11225550062954426,
5,same_01,32,LINEAR-MATCH,paired,alpha,0.023482078686356544,0.08740667812526226,
5,same_01,32,LINEAR-MATCH,paired,beta,0.03903811797499657,0.13481498137116432,
5,same_01,32,LINEAR-MATCH,paired,low_gamma,0.05939215421676636,0.20492711663246155,
5,same_01,32,LINEAR-MATCH,paired,high_frequency_secondary,0.09170348942279816,0.2991289347410202,
5,same_01,32,DET-MATCH,paired,delta,0.08358408510684967,0.13308683037757874,
5,same_01,32,DET-MATCH,paired,theta,0.06159935146570206,0.07941284030675888,
5,same_01,32,DET-MATCH,paired,alpha,0.04369761794805527,0.06719113886356354,
5,same_01,32,DET-MATCH,paired,beta,0.046295974403619766,0.12755712494254112,
5,same_01,32,DET-MATCH,paired,low_gamma,0.06420992314815521,0.2001093477010727,
5,same_01,32,DET-MATCH,paired,high_frequency_secondary,0.09747733920812607,0.2933550849556923,
5,same_01,32,DIFF-MATCH,paired,delta,0.0848986804485321,0.1317722350358963,
5,same_01,32,DIFF-MATCH,paired,theta,0.059935711324214935,0.081076480448246,
5,same_01,32,DIFF-MATCH,paired,alpha,0.0437048114836216,0.06718394532799721,
5,same_01,32,DIFF-MATCH,paired,beta,0.048471707850694656,0.12538139149546623,
5,same_01,32,DIFF-MATCH,paired,low_gamma,0.0670972689986229,0.197222001850605,
5,same_01,32,DIFF-MATCH,paired,high_frequency_secondary,0.11201906204223633,0.27881336212158203,
5,same_01,32,LINEAR-WRONG,paired,delta,0.09349195659160614,0.12317895889282227,
5,same_01,32,LINEAR-WRONG,paired,theta,0.06378386169672012,0.07722833007574081,
5,same_01,32,LINEAR-WRONG,paired,alpha,0.0467316135764122,0.0641571432352066,
5,same_01,32,LINEAR-WRONG,paired,beta,0.06329360604286194,0.11055949330329895,
5,same_01,32,LINEAR-WRONG,paired,low_gamma,0.08624383062124252,0.17807544022798538,
5,same_01,32,LINEAR-WRONG,paired,high_frequency_secondary,0.136655792593956,0.25417663156986237,
5,same_01,32,DET-WRONG,paired,delta,0.13662143051624298,0.08004948496818542,
5,same_01,32,DET-WRONG,paired,theta,0.09582226723432541,0.04518992453813553,
5,same_01,32,DET-WRONG,paired,alpha,0.06771158427000046,0.04317717254161835,
5,same_01,32,DET-WRONG,paired,beta,0.0688636377453804,0.10498946160078049,
5,same_01,32,DET-WRONG,paired,low_gamma,0.08583234250545502,0.1784869283437729,
5,same_01,32,DET-WRONG,paired,high_frequency_secondary,0.12595996260643005,0.2648724615573883,
5,same_01,32,DIFF-WRONG,paired,delta,0.13419891893863678,0.08247199654579163,
5,same_01,32,DIFF-WRONG,paired,theta,0.0916479155421257,0.049364276230335236,
5,same_01,32,DIFF-WRONG,paired,alpha,0.06657517701387405,0.04431357979774475,
5,same_01,32,DIFF-WRONG,paired,beta,0.07111227512359619,0.1027408242225647,
5,same_01,32,DIFF-WRONG,paired,low_gamma,0.08889264613389969,0.17542662471532822,
5,same_01,32,DIFF-WRONG,paired,high_frequency_secondary,0.14175838232040405,0.2490740418434143,
5,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.3750697672367096,-0.1583988517522812,
5,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.3014470934867859,-0.16043490171432495,
5,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.20684702694416046,-0.09595827013254166,
5,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.31407374143600464,-0.14022064208984375,
5,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.43075618147850037,-0.16643691062927246,
5,same_01,32,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,0.5736038088798523,-0.18277138471603394,
5,same_01,32,RAW,natural,delta,,,0.0
5,same_01,32,RAW,natural,theta,,,0.0
5,same_01,32,RAW,natural,alpha,,,0.0
5,same_01,32,RAW,natural,beta,,,0.0
5,same_01,32,RAW,natural,low_gamma,,,0.0
5,same_01,32,RAW,natural,high_frequency_secondary,,,0.0
5,same_01,32,LINEAR-POP,natural,delta,,,0.13658276864762278
5,same_01,32,LINEAR-POP,natural,theta,,,0.11853154182621407
5,same_01,32,LINEAR-POP,natural,alpha,,,0.09438080729391878
5,same_01,32,LINEAR-POP,natural,beta,,,0.06711632408332673
5,same_01,32,LINEAR-POP,natural,low_gamma,,,0.07909841818298755
5,same_01,32,LINEAR-POP,natural,high_frequency_secondary,,,0.16219087176420663
5,same_01,32,DET-POP,natural,delta,,,0.16210975671743402
5,same_01,32,DET-POP,natural,theta,,,0.1428778466915021
5,same_01,32,DET-POP,natural,alpha,,,0.10519676583642387
5,same_01,32,DET-POP,natural,beta,,,0.0686340585935998
5,same_01,32,DET-POP,natural,low_gamma,,,0.07438666012023855
5,same_01,32,DET-POP,natural,high_frequency_secondary,,,0.14948319330554846
5,same_01,32,DIFF-POP,natural,delta,,,0.16629841597047076
5,same_01,32,DIFF-POP,natural,theta,,,0.14480467424055277
5,same_01,32,DIFF-POP,natural,alpha,,,0.10878782715381255
5,same_01,32,DIFF-POP,natural,beta,,,0.0687248848881635
5,same_01,32,DIFF-POP,natural,low_gamma,,,0.07509560541310292
5,same_01,32,DIFF-POP,natural,high_frequency_secondary,,,0.15868974324747878
5,same_01,32,LINEAR-MATCH,natural,delta,,,0.1482624119302947
5,same_01,32,LINEAR-MATCH,natural,theta,,,0.12472386212426861
5,same_01,32,LINEAR-MATCH,natural,alpha,,,0.10209107441812952
5,same_01,32,LINEAR-MATCH,natural,beta,,,0.07406413301426179
5,same_01,32,LINEAR-MATCH,natural,low_gamma,,,0.09819307914716063
5,same_01,32,LINEAR-MATCH,natural,high_frequency_secondary,,,0.1877834270993002
5,same_01,32,DET-MATCH,natural,delta,,,0.17533211260678871
5,same_01,32,DET-MATCH,natural,theta,,,0.1499754036226705
5,same_01,32,DET-MATCH,natural,alpha,,,0.11352485770128945
5,same_01,32,DET-MATCH,natural,beta,,,0.07459151464603785
5,same_01,32,DET-MATCH,natural,low_gamma,,,0.0887201293316803
5,same_01,32,DET-MATCH,natural,high_frequency_secondary,,,0.16609790186246823
5,same_01,32,DIFF-MATCH,natural,delta,,,0.17893148774989928
5,same_01,32,DIFF-MATCH,natural,theta,,,0.15137231288921782
5,same_01,32,DIFF-MATCH,natural,alpha,,,0.1163661860128566
5,same_01,32,DIFF-MATCH,natural,beta,,,0.07472318805388213
5,same_01,32,DIFF-MATCH,natural,low_gamma,,,0.09082893314924084
5,same_01,32,DIFF-MATCH,natural,high_frequency_secondary,,,0.17471248846799947
5,same_01,32,LINEAR-WRONG,natural,delta,,,0.17358540195706987
5,same_01,32,LINEAR-WRONG,natural,theta,,,0.1492815149462912
5,same_01,32,LINEAR-WRONG,natural,alpha,,,0.11939778031170639
5,same_01,32,LINEAR-WRONG,natural,beta,,,0.08358634742420892
5,same_01,32,LINEAR-WRONG,natural,low_gamma,,,0.10906984986527536
5,same_01,32,LINEAR-WRONG,natural,high_frequency_secondary,,,0.20001220468196618
5,same_01,32,DET-WRONG,natural,delta,,,0.2007804280588618
5,same_01,32,DET-WRONG,natural,theta,,,0.1733413079646335
5,same_01,32,DET-WRONG,natural,alpha,,,0.13240159711220387
5,same_01,32,DET-WRONG,natural,beta,,,0.08400386579626033
5,same_01,32,DET-WRONG,natural,low_gamma,,,0.09766282773026874
5,same_01,32,DET-WRONG,natural,high_frequency_secondary,,,0.16660794355500808
5,same_01,32,DIFF-WRONG,natural,delta,,,0.20333781905899692
5,same_01,32,DIFF-WRONG,natural,theta,,,0.17369523771284393
5,same_01,32,DIFF-WRONG,natural,alpha,,,0.13532905761988928
5,same_01,32,DIFF-WRONG,natural,beta,,,0.08435974683776497
5,same_01,32,DIFF-WRONG,natural,low_gamma,,,0.10003428044674531
5,same_01,32,DIFF-WRONG,natural,high_frequency_secondary,,,0.17725166065335715
5,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,delta,,,0.10019641881355724
5,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,theta,,,0.08238460690655737
5,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,alpha,,,0.06854212259298766
5,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,beta,,,0.05886000295814804
5,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,low_gamma,,,0.10472065840356631
5,same_01,32,DIFF-TEMPORAL-SHUFFLED,natural,high_frequency_secondary,,,0.19198695026967563
5,same_02,32,RAW,paired,delta,0.3365543782711029,0.0,
5,same_02,32,RAW,paired,theta,0.2496734857559204,0.0,
5,same_02,32,RAW,paired,alpha,0.16496476531028748,0.0,
5,same_02,32,RAW,paired,beta,0.20931220054626465,0.0,
5,same_02,32,RAW,paired,low_gamma,0.27794426679611206,0.0,
5,same_02,32,RAW,paired,high_frequency_secondary,0.44012680649757385,0.0,
5,same_02,32,LINEAR-POP,paired,delta,0.09237488359212875,0.24417949467897415,
5,same_02,32,LINEAR-POP,paired,theta,0.057439737021923065,0.19223374873399734,
5,same_02,32,LINEAR-POP,paired,alpha,0.03313402086496353,0.13183074444532394,
5,same_02,32,LINEAR-POP,paired,beta,0.04440201818943024,0.1649101823568344,
5,same_02,32,LINEAR-POP,paired,low_gamma,0.06113511323928833,0.21680915355682373,
5,same_02,32,LINEAR-POP,paired,high_frequency_secondary,0.09191378951072693,0.3482130169868469,
5,same_02,32,DET-POP,paired,delta,0.16525493562221527,0.17129944264888763,
5,same_02,32,DET-POP,paired,theta,0.08937783539295197,0.16029565036296844,
5,same_02,32,DET-POP,paired,alpha,0.04615466296672821,0.11881010234355927,
5,same_02,32,DET-POP,paired,beta,0.060616932809352875,0.14869526773691177,
5,same_02,32,DET-POP,paired,low_gamma,0.08477986603975296,0.1931644007563591,
5,same_02,32,DET-POP,paired,high_frequency_secondary,0.1376837193965912,0.30244308710098267,
5,same_02,32,DIFF-POP,paired,delta,0.16024398803710938,0.17631039023399353,
5,same_02,32,DIFF-POP,paired,theta,0.0883047804236412,0.1613687053322792,
5,same_02,32,DIFF-POP,paired,alpha,0.045263633131980896,0.11970113217830658,
5,same_02,32,DIFF-POP,paired,beta,0.05892998352646828,0.15038221701979637,
5,same_02,32,DIFF-POP,paired,low_gamma,0.08753335475921631,0.19041091203689575,
5,same_02,32,DIFF-POP,paired,high_frequency_secondary,0.14496594667434692,0.29516085982322693,
5,same_02,32,LINEAR-MATCH,paired,delta,0.010527574457228184,0.3260268038138747,
5,same_02,32,LINEAR-MATCH,paired,theta,0.007307186722755432,0.24236629903316498,
5,same_02,32,LINEAR-MATCH,paired,alpha,0.004666015040129423,0.16029875027015805,
5,same_02,32,LINEAR-MATCH,paired,beta,0.006074022967368364,0.20323817757889628,
5,same_02,32,LINEAR-MATCH,paired,low_gamma,0.008338111452758312,0.26960615534335375,
5,same_02,32,LINEAR-MATCH,paired,high_frequency_secondary,0.01324873510748148,0.4268780713900924,
5,same_02,32,DET-MATCH,paired,delta,0.11222700774669647,0.22432737052440643,
5,same_02,32,DET-MATCH,paired,theta,0.06343285739421844,0.18624062836170197,
5,same_02,32,DET-MATCH,paired,alpha,0.025655902922153473,0.139308862388134,
5,same_02,32,DET-MATCH,paired,beta,0.03145110234618187,0.17786109820008278,
5,same_02,32,DET-MATCH,paired,low_gamma,0.04978470504283905,0.228159561753273,
5,same_02,32,DET-MATCH,paired,high_frequency_secondary,0.10090881586074829,0.33921799063682556,
5,same_02,32,DIFF-MATCH,paired,delta,0.1100914254784584,0.2264629527926445,
5,same_02,32,DIFF-MATCH,paired,theta,0.06324261426925659,0.18643087148666382,
5,same_02,32,DIFF-MATCH,paired,alpha,0.026275938376784325,0.13868882693350315,
5,same_02,32,DIFF-MATCH,paired,beta,0.03099340759217739,0.17831879295408726,
5,same_02,32,DIFF-MATCH,paired,low_gamma,0.05313994362950325,0.2248043231666088,
5,same_02,32,DIFF-MATCH,paired,high_frequency_secondary,0.11214524507522583,0.327981561422348,
5,same_02,32,LINEAR-WRONG,paired,delta,0.14504460990428925,0.19150976836681366,
5,same_02,32,LINEAR-WRONG,paired,theta,0.07643197476863861,0.1732415109872818,
5,same_02,32,LINEAR-WRONG,paired,alpha,0.035345327109098434,0.12961943820118904,
5,same_02,32,LINEAR-WRONG,paired,beta,0.03475267067551613,0.17455952987074852,
5,same_02,32,LINEAR-WRONG,paired,low_gamma,0.041366539895534515,0.23657772690057755,
5,same_02,32,LINEAR-WRONG,paired,high_frequency_secondary,0.06310411542654037,0.3770226910710335,
5,same_02,32,DET-WRONG,paired,delta,0.1905965805053711,0.1459577977657318,
5,same_02,32,DET-WRONG,paired,theta,0.10442608594894409,0.14524739980697632,
5,same_02,32,DET-WRONG,paired,alpha,0.0503360740840435,0.11462869122624397,
5,same_02,32,DET-WRONG,paired,beta,0.046285152435302734,0.16302704811096191,
5,same_02,32,DET-WRONG,paired,low_gamma,0.06141850724816322,0.21652575954794884,
5,same_02,32,DET-WRONG,paired,high_frequency_secondary,0.10785496234893799,0.33227184414863586,
5,same_02,32,DIFF-WRONG,paired,delta,0.18211762607097626,0.15443675220012665,
5,same_02,32,DIFF-WRONG,paired,theta,0.10157357901334763,0.14809990674257278,
5,same_02,32,DIFF-WRONG,paired,alpha,0.049316175282001495,0.11564859002828598,
5,same_02,32,DIFF-WRONG,paired,beta,0.04678041860461235,0.1625317819416523,
5,same_02,32,DIFF-WRONG,paired,low_gamma,0.06349747627973557,0.2144467905163765,
5,same_02,32,DIFF-WRONG,paired,high_frequency_secondary,0.12752634286880493,0.3126004636287689,
5,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,delta,0.47814422845840454,-0.14158985018730164,
5,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,theta,0.34273311495780945,-0.09305962920188904,
5,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,alpha,0.23762287199497223,-0.07265810668468475,
5,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,beta,0.28669002652168274,-0.07737782597541809,
5,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,low_gamma,0.37388354539871216,-0.0959392786026001,
5,same_02,32,DIFF-TEMPORAL-SHUFFLED,paired,high_frequency_secondary,0.5391176342964172,-0.09899082779884338,
5,same_02,32,RAW,natural,delta,,,0.0
5,same_02,32,RAW,natural,theta,,,0.0
5,same_02,32,RAW,natural,alpha,,,0.0
5,same_02,32,RAW,natural,beta,,,0.0
5,same_02,32,RAW,natural,low_gamma,,,0.0
5,same_02,32,RAW,natural,high_frequency_secondary,,,0.0
5,same_02,32,LINEAR-POP,natural,delta,,,0.12926486652642344
5,same_02,32,LINEAR-POP,natural,theta,,,0.11284696668838486
5,same_02,32,LINEAR-POP,natural,alpha,,,0.10980180584960818
5,same_02,32,LINEAR-POP,natural,beta,,,0.06572828657597603
5,same_02,32,LINEAR-POP,natural,low_gamma,,,0.05468820511288531
5,same_02,32,LINEAR-POP,natural,high_frequency_secondary,,,0.17533626931230184
5,same_02,32,DET-POP,natural,delta,,,0.15785898809445817
